cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
1.60E-06,42,35,36,,,
1.60E-06,20,35,36,,,
1.70E-06,12,35,36,,,
1.50E-06,36,36,37,,,
2.00E-06,43,36,37,,,
1.60E-06,38,40,41,,,
1.50E-06,10,39,40,,,
1.50E-06,17,40,41,,,
1.50E-06,29,44,45,,,
2.50E-06,43,46,47,,,
2.70E-06,44,49,50,,,
2.60E-06,34,49,50,,,
2.60E-06,24,51,52,,,
1.80E-06,20,51,52,,,
2.70E-06,32,52,53,,,
2.00E-06,30,45,46,,,
1.60E-06,42,46,47,,,
2.10E-06,45,47,48,,,
2.40E-06,7,49,50,,,
1.70E-06,19,49,50,,,
1.80E-06,17,51,52,,,
2.40E-06,19,54,55,,,
1.60E-06,42,54,55,,,
1.60E-06,41,54,55,,,
1.50E-06,1,44,45,,,
2.10E-06,16,48,49,,,
1.80E-06,38,50,51,,,
2.70E-06,13,54,55,,,
2.20E-06,16,49,50,,,
2.10E-06,24,51,52,,,
2.60E-06,5,52,53,,,
1.80E-06,28,51,52,,,
3.70E-06,15,50,51,,,
2.60E-06,33,51,52,,,
2.40E-06,24,52,53,,,
2.00E-06,24,50,51,,,
2.40E-06,15,51,52,,,
3.00E-06,10,52,53,,,
2.00E-06,8,53,54,,,
2.50E-06,13,54,55,,,
3.10E-06,33,56,57,,,
2.20E-06,39,58,59,,,
4.50E-06,22,59,60,,,
2.70E-06,2,57,58,,,
2.60E-06,37,53,54,,,
2.50E-06,15,53,54,,,
2.10E-06,39,54,55,,,
2.50E-06,24,55,56,,,
2.30E-06,14,58,59,,,
2.20E-06,12,55,56,,,
2.80E-06,32,56,57,,,
2.00E-06,17,57,58,,,
3.40E-06,25,50,51,,,
2.10E-06,39,50,51,,,
2.30E-06,37,51,52,,,
2.00E-06,5,51,52,,,
2.30E-06,27,56,57,,,
3.80E-06,15,57,58,,,
2.60E-06,2,56,57,,,
3.50E-06,35,59,60,,,
2.20E-06,5,56,57,,,
2.20E-06,45,57,58,,,
2.60E-06,14,56,57,,,
1.90E-06,44,55,56,,,
1.70E-06,35,57,58,,,
1.90E-06,18,54,55,,,
1.50E-06,26,55,56,,,
3.80E-06,35,56,57,,,
2.00E-06,8,59,60,,,
1.90E-06,35,60,61,,,
2.20E-06,13,62,63,,,
1.90E-06,38,43,44,,,
1.90E-06,1,44,45,,,
1.80E-06,25,44,45,,,
1.90E-06,35,43,44,,,
2.60E-06,39,39,40,,,
2.10E-06,32,37,38,,,
2.30E-06,45,38,39,,,
2.60E-06,26,37,38,,,
2.50E-06,15,33,34,,,
3.80E-06,38,32,33,,,
2.10E-06,5,32,33,,,
2.00E-06,19,34,35,,,
3.50E-06,45,37,38,,,
3.80E-06,44,38,39,,,
1.80E-06,1,41,42,,,
3.60E-06,38,40,41,,,
2.10E-06,1,40,41,,,
2.00E-06,11,39,40,,,
2.10E-06,42,36,37,,,
1.90E-06,45,37,38,,,
4.20E-06,29,37,38,,,
2.00E-06,36,36,37,,,
2.50E-06,12,37,38,,,
1.90E-06,18,38,39,,,
1.70E-06,3,39,40,,,
1.70E-06,29,40,41,,,
2.30E-06,20,40,41,,,
4.60E-06,22,42,43,,,
3.20E-06,6,37,38,,,
1.80E-06,34,37,38,,,
2.20E-06,10,36,37,,,
2.50E-06,19,38,39,,,
1.80E-06,19,39,40,,,
2.00E-06,31,36,37,,,
2.00E-06,40,37,38,,,
2.10E-06,32,39,40,,,
1.09E-05,16,41,42,,,
3.00E-06,34,46,47,,,
2.10E-06,37,44,45,,,
1.90E-06,42,45,46,,,
2.10E-06,2,47,48,,,
1.90E-06,34,48,49,,,
1.80E-06,24,47,48,,,
1.70E-06,26,43,44,,,
2.10E-06,45,38,39,,,
3.20E-06,45,36,37,,,
1.80E-06,28,34,35,,,
1.50E-06,2,33,34,,,
1.50E-06,41,32,33,,,
1.50E-06,32,36,37,,,
2.60E-06,18,35,36,,,
