cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,,
1.70E-05,41,1,240,,,
2.00E-05,23,51,244,,,
1.82E-05,95,216,248,,,
1.73E-05,45,238,243,,,
2.39E-05,3,77,242,,,
1.74E-05,41,11,257,,,
2.08E-05,93,148,256,,,
2.23E-05,23,166,249,,,
2.16E-05,32,71,247,,,
1.77E-05,41,231,254,,,
1.85E-05,93,211,248,,,
2.99E-05,93,129,250,,,
1.90E-05,38,188,248,,,
2.51E-05,14,140,243,,,
2.04E-05,20,69,245,,,
1.76E-05,21,230,248,,,
2.45E-05,38,191,245,,,
1.79E-05,17,219,246,,,
2.22E-05,93,153,246,,,
1.88E-05,36,181,236,,,
1.86E-05,22,186,237,,,
2.35E-05,11,101,236,,,
1.97E-05,14,68,244,,,
2.03E-05,32,82,244,,,
1.95E-05,91,156,236,,,
2.83E-05,12,42,230,,,
2.00E-05,35,177,223,,,
1.80E-05,15,218,226,,,
2.30E-05,95,109,227,,,
2.31E-05,40,89,218,,,
2.15E-05,5,106,219,,,
2.11E-05,40,128,214,,,
1.81E-05,43,173,213,,,
2.43E-05,19,49,222,,,
1.91E-05,33,192,220,,,
1.78E-05,38,16,226,,,
1.71E-05,3,2,223,,,
2.04E-05,93,82,234,,,
1.99E-05,22,190,234,,,
2.17E-05,27,115,238,,,
1.94E-05,13,159,236,,,
2.99E-05,17,112,235,,,
1.89E-05,10,35,234,,,
2.48E-05,26,107,243,,,
2.06E-05,40,146,238,,,
1.98E-05,8,176,242,,,
1.85E-05,35,41,248,,,
2.14E-05,35,108,251,,,
1.84E-05,35,236,255,,,
2.17E-05,38,60,277,,,
1.95E-05,24,205,278,,,
1.76E-05,1,262,280,,,
3.30E-05,13,231,282,,,
1.80E-05,40,21,284,,,
2.02E-05,5,66,281,,,
1.79E-05,13,21,281,,,
2.08E-05,13,185,281,,,
1.82E-05,92,244,281,,,
2.17E-05,43,107,284,,,
1.93E-05,37,232,283,,,
1.74E-05,43,14,283,,,
1.82E-05,1,269,288,,,
2.09E-05,30,93,284,,,
1.99E-05,14,204,283,,,
1.84E-05,12,274,285,,,
9.28E-05,94,244,287,,,
2.00E-05,40,3,276,,,
2.33E-05,92,158,272,,,
1.95E-05,93,203,273,,,
2.06E-05,16,168,274,,,
2.23E-05,21,112,282,,,
1.80E-05,30,280,291,,,
2.71E-05,30,261,292,,,
1.95E-05,1,207,283,,,
1.97E-05,26,205,285,,,
2.66E-05,45,156,286,,,
1.85E-05,32,237,282,,,
2.02E-05,94,187,281,,,
2.03E-05,22,173,275,,,
2.08E-05,20,85,271,,,
2.56E-05,28,146,262,,,
2.10E-05,40,93,258,,,
3.28E-05,10,241,258,,,
2.79E-05,16,223,262,,,
2.02E-05,26,75,252,,,
1.93E-05,9,182,253,,,
2.33E-05,38,115,250,,,
2.00E-05,9,158,249,,,
1.93E-05,27,52,247,,,
2.28E-05,16,114,246,,,
2.09E-05,45,135,246,,,
1.79E-05,12,221,241,,,
1.98E-05,10,64,239,,,
1.98E-05,9,157,243,,,
3.68E-05,35,102,240,,,
2.64E-05,8,195,236,,,
1.79E-05,42,22,232,,,
1.75E-05,17,8,231,,,
2.13E-05,33,145,228,,,
1.80E-05,92,203,231,,,
2.00E-05,35,36,242,,,
2.00E-05,23,180,242,,,
2.47E-05,26,96,239,,,
0.0001525,10,66,236,,,
2.20E-05,28,227,233,,,
1.89E-05,35,33,229,,,
1.76E-05,31,220,230,,,
1.95E-05,15,161,235,,,
9.04E-05,3,124,234,,,
2.72E-05,4,128,230,,,
3.13E-05,27,48,224,,,
2.49E-05,38,108,224,,,
2.10E-05,10,125,217,,,
2.04E-05,23,61,216,,,
2.22E-05,94,147,224,,,
2.05E-05,31,144,228,,,
2.06E-05,12,42,218,,,
2.31E-05,7,86,212,,,
2.04E-05,35,86,203,,,
2.57E-05,45,119,200,,,
1.83E-05,24,160,200,,,
2.75E-05,37,172,208,,,
1.91E-05,92,55,208,,,
1.92E-05,15,137,207,,,
2.43E-05,94,111,201,,,
3.48E-05,42,83,201,,,
1.86E-05,9,155,193,,,
2.74E-05,30,116,204,,,
2.63E-05,38,63,214,,,
2.01E-05,26,159,211,,,
2.04E-05,16,127,221,,,
2.53E-05,13,157,222,,,
1.87E-05,26,42,224,,,
2.04E-05,17,120,228,,,
1.92E-05,26,46,235,,,
1.92E-05,93,207,222,,,
2.33E-05,3,89,222,,,
2.27E-05,34,165,212,,,
2.18E-05,23,172,212,,,
2.15E-05,24,71,211,,,
2.03E-05,45,35,201,,,
3.27E-05,45,95,204,,,
2.80E-05,17,191,203,,,
3.24E-05,40,114,201,,,
2.99E-05,3,24,207,,,
2.73E-05,27,55,218,,,
4.20E-05,30,125,232,,,
2.15E-05,19,75,240,,,
2.10E-05,36,86,240,,,
1.77E-05,29,213,241,,,
2.12E-05,92,160,241,,,
1.85E-05,35,38,235,,,
1.92E-05,12,166,235,,,
1.92E-05,92,157,219,,,
1.82E-05,38,182,214,,,
2.21E-05,92,103,211,,,
1.78E-05,36,198,207,,,
2.14E-05,2,54,199,,,
2.79E-05,12,9,215,,,
2.24E-05,44,103,239,,,
2.02E-05,28,154,241,,,
1.75E-05,43,232,244,,,
2.06E-05,11,91,239,,,
2.01E-05,93,144,238,,,
1.90E-05,21,170,237,,,
1.93E-05,9,28,235,,,
2.20E-05,38,167,230,,,
1.81E-05,45,224,230,,,
2.03E-05,29,66,236,,,
3.35E-05,6,2,230,,,
2.15E-05,38,20,229,,,
1.75E-05,27,213,227,,,
1.82E-05,27,32,227,,,
1.72E-05,27,207,218,,,
1.76E-05,35,207,218,,,
1.83E-05,37,186,218,,,
2.30E-05,18,52,219,,,
1.94E-05,94,145,223,,,
2.07E-05,33,149,220,,,
1.91E-05,2,48,216,,,
2.09E-05,32,119,216,,,
3.05E-05,23,160,213,,,
0.0001141,25,172,217,,,
2.04E-05,44,143,220,,,
2.06E-05,95,92,220,,,
1.93E-05,35,30,220,,,
1.90E-05,27,42,214,,,
2.12E-05,22,135,220,,,
2.01E-05,38,160,224,,,
3.22E-05,34,80,216,,,
2.69E-05,44,10,217,,,
2.28E-05,39,85,212,,,
2.16E-05,21,48,214,,,
2.95E-05,91,194,212,,,
2.82E-05,42,45,213,,,
1.85E-05,17,207,214,,,
1.95E-05,27,139,217,,,
1.83E-05,93,186,227,,,
1.72E-05,36,215,217,,,
2.17E-05,2,33,214,,,
2.61E-05,11,79,230,,,
2.29E-05,33,118,230,,,
2.11E-05,23,158,228,,,
1.93E-05,25,167,222,,,
3.24E-05,31,87,227,,,
2.01E-05,32,137,222,,,
1.92E-05,24,155,222,,,
2.73E-05,18,222,224,,,
2.10E-05,45,185,224,,,
1.96E-05,27,206,223,,,
0.0001348,44,121,222,,,
3.20E-05,40,142,222,,,
1.79E-05,11,1,198,,,
1.79E-05,14,201,203,,,
1.99E-05,94,53,202,,,
2.23E-05,38,119,211,,,
2.07E-05,10,105,206,,,
1.87E-05,42,40,201,,,
2.09E-05,13,92,201,,,
1.81E-05,41,29,201,,,
1.83E-05,28,161,198,,,
2.00E-05,14,40,199,,,
1.83E-05,3,165,198,,,
2.35E-05,6,123,199,,,
2.23E-05,39,70,200,,,
3.24E-05,41,145,200,,,
2.32E-05,6,186,202,,,
3.69E-05,1,170,203,,,
3.13E-05,25,123,205,,,
2.52E-05,23,84,203,,,
2.21E-05,93,160,206,,,
3.01E-05,32,76,202,,,
8.95E-05,94,15,199,,,
1.84E-05,95,36,198,,,
1.77E-05,28,14,198,,,
1.84E-05,9,159,203,,,
8.08E-05,1,48,206,,,
2.15E-05,15,0,219,,,
2.50E-05,32,84,219,,,
2.99E-05,45,129,225,,,
1.92E-05,42,19,225,,,
9.17E-05,18,193,221,,,
2.96E-05,32,66,218,,,
2.44E-05,25,214,225,,,
2.77E-05,38,102,225,,,
2.05E-05,31,58,229,,,
1.93E-05,3,15,222,,,
2.04E-05,94,51,227,,,
2.27E-05,37,109,219,,,
1.98E-05,27,61,223,,,
2.05E-05,20,35,222,,,
1.85E-05,9,167,216,,,
1.75E-05,28,13,216,,,
1.81E-05,7,194,221,,,
4.25E-05,39,189,210,,,
2.94E-05,31,23,207,,,
2.04E-05,94,75,207,,,
1.89E-05,9,164,198,,,
2.87E-05,10,88,198,,,
2.32E-05,27,69,200,,,
2.04E-05,21,41,208,,,
1.93E-05,11,144,207,,,
1.86E-05,22,31,205,,,
2.00E-05,27,67,207,,,
2.12E-05,92,150,210,,,
1.85E-05,31,24,213,,,
2.01E-05,39,76,215,,,
1.73E-05,40,9,217,,,
1.97E-05,91,149,219,,,
2.04E-05,17,88,221,,,
2.78E-05,91,80,221,,,
3.02E-05,17,85,225,,,
1.96E-05,42,57,214,,,
2.03E-05,2,83,214,,,
2.11E-05,92,98,217,,,
1.99E-05,30,127,216,,,
2.02E-05,42,48,208,,,
2.02E-05,44,106,193,,,
2.08E-05,43,84,194,,,
1.89E-05,94,43,204,,,
1.98E-05,9,139,203,,,
2.00E-05,4,60,201,,,
2.06E-05,34,81,184,,,
1.99E-05,40,43,187,,,
2.00E-05,2,46,187,,,
2.03E-05,38,112,175,,,
3.21E-05,38,102,171,,,
1.71E-05,14,2,173,,,
2.54E-05,41,102,175,,,
1.95E-05,1,122,175,,,
2.03E-05,15,28,165,,,
2.28E-05,19,90,171,,,
1.78E-05,2,140,165,,,
1.77E-05,6,145,165,,,
2.00E-05,27,65,165,,,
1.78E-05,3,155,167,,,
1.71E-05,15,3,161,,,
1.85E-05,1,114,156,,,
1.86E-05,3,37,167,,,
1.92E-05,94,55,165,,,
1.91E-05,35,106,165,,,
1.98E-05,92,67,163,,,
2.11E-05,42,70,170,,,
1.74E-05,24,156,161,,,
1.81E-05,16,163,169,,,
1.89E-05,17,140,170,,,
1.74E-05,41,7,159,,,
2.11E-05,6,97,164,,,
3.05E-05,41,86,166,,,
1.83E-05,93,151,169,,,
1.91E-05,41,32,183,,,
1.69E-05,17,180,185,,,
1.92E-05,38,99,175,,,
2.15E-05,33,86,181,,,
3.12E-05,1,123,173,,,
2.86E-05,11,174,177,,,
1.90E-05,39,150,177,,,
1.86E-05,5,166,184,,,
2.21E-05,16,146,176,,,
1.81E-05,28,30,177,,,
1.89E-05,38,108,171,,,
2.15E-05,2,79,174,,,
1.82E-05,29,145,173,,,
1.96E-05,14,61,176,,,
2.21E-05,22,74,172,,,
2.14E-05,43,106,183,,,
2.01E-05,94,126,186,,,
1.69E-05,40,0,141,,,
1.92E-05,10,87,140,,,
2.16E-05,4,31,152,,,
1.98E-05,42,116,139,,,
1.75E-05,91,125,143,,,
1.97E-05,28,86,140,,,
1.95E-05,12,60,130,,,
1.96E-05,30,87,131,,,
1.84E-05,16,29,128,,,
2.03E-05,33,37,121,,,
1.82E-05,17,20,123,,,
1.92E-05,39,90,139,,,
1.99E-05,20,29,141,,,
2.48E-05,23,12,141,,,
1.88E-05,16,95,150,,,
1.89E-05,2,87,150,,,
1.74E-05,38,150,152,,,
1.87E-05,92,9,150,,,
2.10E-05,8,56,151,,,
2.28E-05,19,5,147,,,
2.19E-05,6,71,145,,,
1.93E-05,39,110,155,,,
2.27E-05,35,40,154,,,
1.97E-05,94,55,142,,,
1.89E-05,30,38,143,,,
1.85E-05,23,36,154,,,
2.21E-05,41,60,150,,,
2.87E-05,42,90,151,,,
1.90E-05,37,108,140,,,
2.21E-05,12,57,138,,,
1.95E-05,92,25,142,,,
1.82E-05,41,29,146,,,
2.20E-05,22,54,139,,,
1.79E-05,15,1,144,,,
2.09E-05,26,34,155,,,
1.86E-05,25,105,153,,,
2.10E-05,13,62,151,,,
2.59E-05,41,47,136,,,
1.92E-05,42,78,132,,,
1.94E-05,44,70,129,,,
1.85E-05,92,35,124,,,
1.91E-05,38,97,122,,,
1.69E-05,1,0,124,,,
1.87E-05,9,34,132,,,
1.88E-05,3,103,122,,,
1.97E-05,31,69,122,,,
1.91E-05,15,60,121,,,
2.59E-05,15,23,117,,,
2.01E-05,34,62,115,,,
1.96E-05,19,53,122,,,
5.87E-05,20,2,114,,,
1.97E-05,26,66,111,,,
1.93E-05,5,31,115,,,
2.57E-05,25,6,119,,,
2.42E-05,20,114,120,,,
1.88E-05,10,44,124,,,
1.82E-05,23,89,123,,,
2.39E-05,37,113,128,,,
1.89E-05,91,47,130,,,
1.76E-05,41,113,126,,,
1.86E-05,34,89,126,,,
1.70E-05,22,1,114,,,
4.12E-05,31,56,107,,,
1.92E-05,4,69,100,,,
1.85E-05,32,95,105,,,
1.94E-05,20,54,102,,,
1.85E-05,42,16,81,,,
1.77E-05,26,54,75,,,
2.37E-05,4,53,70,,,
2.40E-05,41,40,74,,,
1.84E-05,22,47,65,,,
1.86E-05,18,35,58,,,
0.0001418,22,18,53,,,
1.74E-05,94,45,56,,,
1.78E-05,41,40,57,,,
2.04E-05,23,45,50,,,
1.85E-05,5,15,46,,,
1.86E-05,19,23,45,,,
1.83E-05,24,15,29,,,
1.72E-05,21,12,15,,,
2.60E-05,14,2,17,,,
1.79E-05,36,4,17,,,
1.71E-05,1,1,16,,,
1.75E-05,12,3,14,,,
1.70E-05,33,6,14,,,
1.74E-05,27,5,13,,,
1.88E-05,21,12,20,,,
1.71E-05,30,9,17,,,
1.81E-05,30,15,46,,,
1.78E-05,94,33,35,,,
1.74E-05,37,10,33,,,
1.76E-05,3,19,33,,,
1.76E-05,19,18,33,,,
2.49E-05,19,16,28,,,
1.78E-05,92,14,49,,,
1.82E-05,3,30,46,,,
1.77E-05,5,59,61,,,
1.77E-05,12,1,61,,,
8.97E-05,36,8,73,,,
1.91E-05,43,45,79,,,
1.79E-05,24,74,82,,,
1.89E-05,30,16,83,,,
1.76E-05,39,9,92,,,
1.75E-05,12,9,90,,,
1.79E-05,31,71,98,,,
1.72E-05,21,3,95,,,
1.81E-05,38,24,89,,,
1.77E-05,7,76,91,,,
2.89E-05,35,82,91,,,
1.76E-05,38,18,85,,,
1.79E-05,91,10,80,,,
1.76E-05,31,18,78,,,
1.78E-05,29,59,78,,,
1.73E-05,95,68,80,,,
1.73E-05,11,9,82,,,
1.73E-05,16,66,79,,,
1.76E-05,19,16,74,,,
1.84E-05,42,32,78,,,
1.77E-05,94,51,78,,,
2.27E-05,38,8,73,,,
1.81E-05,92,15,73,,,
1.85E-05,37,5,66,,,
1.88E-05,20,26,66,,,
2.58E-05,36,20,66,,,
1.90E-05,22,35,72,,,
1.82E-05,24,38,73,,,
1.82E-05,12,16,73,,,
1.69E-05,16,70,72,,,
1.83E-05,12,38,73,,,
1.91E-05,29,17,60,,,
1.89E-05,37,35,63,,,
1.76E-05,34,64,68,,,
1.80E-05,1,44,73,,,
1.74E-05,20,14,73,,,
1.69E-05,20,75,77,,,
2.44E-05,37,47,76,,,
1.78E-05,13,7,77,,,
1.76E-05,14,52,73,,,
1.81E-05,11,31,72,,,
1.85E-05,93,33,70,,,
1.92E-05,34,39,61,,,
1.83E-05,4,44,56,,,
0.0002016,33,5,57,,,
1.78E-05,45,33,59,,,
1.98E-05,38,3,53,,,
2.28E-05,92,5,46,,,
1.79E-05,93,28,52,,,
1.78E-05,11,34,54,,,
1.81E-05,9,5,57,,,
1.78E-05,10,9,56,,,
1.85E-05,36,15,54,,,
1.89E-05,24,29,63,,,
1.87E-05,1,35,62,,,
1.75E-05,11,7,35,,,
1.78E-05,19,37,50,,,
1.78E-05,3,32,49,,,
1.73E-05,19,37,51,,,
1.97E-05,94,43,50,,,
2.06E-05,19,41,44,,,
1.80E-05,28,21,42,,,
1.83E-05,5,17,38,,,
1.78E-05,25,21,39,,,
2.46E-05,11,8,37,,,
1.71E-05,9,3,37,,,
2.35E-05,24,27,38,,,
1.81E-05,11,2,37,,,
1.86E-05,3,1,33,,,
1.72E-05,21,34,37,,,
1.84E-05,6,9,41,,,
1.79E-05,3,6,40,,,
2.03E-05,26,43,47,,,
1.85E-05,11,10,50,,,
1.86E-05,32,48,52,,,
1.77E-05,7,34,45,,,
1.80E-05,11,18,45,,,
1.79E-05,7,35,51,,,
1.77E-05,40,44,50,,,
1.92E-05,92,13,50,,,
2.35E-05,6,19,52,,,
2.54E-05,13,30,54,,,
1.82E-05,29,24,40,,,
1.71E-05,11,7,35,,,
1.75E-05,43,25,37,,,
1.69E-05,4,29,31,,,
1.70E-05,32,0,31,,,
1.87E-05,7,22,35,,,
2.44E-05,32,15,38,,,
2.62E-05,22,0,41,,,
2.44E-05,23,39,53,,,
1.84E-05,23,17,50,,,
1.81E-05,36,27,61,,,
1.72E-05,3,51,62,,,
2.51E-05,32,27,59,,,
2.09E-05,26,37,60,,,
1.80E-05,92,34,58,,,
1.69E-05,3,56,58,,,
1.79E-05,31,28,57,,,
2.01E-05,5,19,53,,,
1.83E-05,11,40,54,,,
1.84E-05,14,27,47,,,
1.76E-05,13,29,42,,,
1.72E-05,45,17,27,,,
1.75E-05,13,17,32,,,
2.49E-05,26,15,39,,,
1.82E-05,38,16,31,,,
1.81E-05,18,0,34,,,
2.66E-05,38,3,28,,,
1.70E-05,41,31,33,,,
2.15E-05,14,21,38,,,
2.62E-05,10,6,50,,,
1.88E-05,45,27,54,,,
1.78E-05,5,46,51,,,
1.91E-05,42,19,46,,,
1.71E-05,19,1,43,,,
1.75E-05,37,12,44,,,
1.74E-05,15,38,45,,,
1.70E-05,12,3,27,,,
1.75E-05,15,10,24,,,
1.83E-05,95,9,21,,,
1.82E-05,38,17,19,,,
1.81E-05,11,5,20,,,
1.81E-05,45,11,20,,,
2.66E-05,40,3,17,,,
2.75E-05,4,4,15,,,
2.96E-05,38,9,16,,,
1.71E-05,28,4,7,,,
1.94E-05,4,6,15,,,
1.70E-05,36,13,17,,,
1.86E-05,31,8,19,,,
1.79E-05,20,2,15,,,
1.71E-05,95,6,11,,,
1.71E-05,23,1,6,,,
1.75E-05,35,1,5,,,
2.19E-05,36,0,5,,,
4.78E-05,93,0,4,,,
2.04E-05,37,1,3,,,
1.81E-05,24,2,4,,,
1.78E-05,91,1,13,,,
1.76E-05,45,2,9,,,
1.70E-05,34,0,7,,,
1.78E-05,38,3,8,,,
1.86E-05,37,3,9,,,
1.73E-05,2,5,10,,,
3.52E-05,45,6,8,,,
1.82E-05,23,7,12,,,
1.79E-05,23,19,22,,,
1.84E-05,34,12,25,,,
1.72E-05,26,7,30,,,
1.94E-05,28,1,32,,,
1.72E-05,17,4,32,,,
2.28E-05,1,26,29,,,
1.77E-05,12,21,33,,,
1.72E-05,28,5,33,,,
2.24E-05,94,22,27,,,
1.73E-05,22,14,22,,,
1.71E-05,33,32,35,,,
1.73E-05,16,32,36,,,
1.76E-05,10,9,29,,,
1.76E-05,3,15,31,,,
1.79E-05,38,22,29,,,
1.75E-05,95,9,29,,,
1.74E-05,32,7,28,,,
1.89E-05,32,3,22,,,
1.71E-05,14,17,20,,,
1.81E-05,32,8,23,,,
1.71E-05,93,19,23,,,
1.85E-05,43,10,17,,,
2.70E-05,9,2,13,,,
2.38E-05,26,2,11,,,
2.52E-05,35,8,17,,,
2.74E-05,12,22,24,,,
1.96E-05,23,15,25,,,
2.59E-05,21,9,20,,,
2.22E-05,12,4,6,,,
3.48E-05,28,8,12,,,
1.75E-05,36,3,8,,,
1.71E-05,35,9,12,,,
2.00E-05,7,0,18,,,
1.79E-05,36,2,20,,,
1.71E-05,37,4,15,,,
1.88E-05,35,1,13,,,
1.82E-05,5,1,12,,,
1.88E-05,14,3,11,,,
1.68E-05,28,1,3,,,
1.69E-05,7,0,7,,,
1.71E-05,25,0,8,,,
1.77E-05,9,8,12,,,
1.72E-05,3,0,15,,,
1.72E-05,45,1,13,,,
1.68E-05,9,1,5,,,
1.76E-05,22,0,1,,,
1.74E-05,31,1,3,,,
2.24E-05,40,10,12,,,
2.13E-05,1,6,31,,,
1.72E-05,29,7,31,,,
1.72E-05,26,6,26,,,
1.71E-05,35,1,29,,,
2.28E-05,8,11,37,,,
1.75E-05,28,26,39,,,
1.71E-05,7,40,43,,,
1.72E-05,29,4,43,,,
1.71E-05,15,5,56,,,
1.82E-05,17,0,49,,,
1.83E-05,16,22,51,,,
1.73E-05,26,44,50,,,
1.88E-05,35,19,56,,,
2.34E-05,40,12,65,,,
2.65E-05,43,62,72,,,
1.70E-05,35,74,77,,,
2.58E-05,11,3,74,,,
1.75E-05,3,73,79,,,
1.83E-05,20,35,75,,,
1.83E-05,43,27,76,,,
1.74E-05,3,68,75,,,
1.90E-05,44,23,76,,,
1.84E-05,3,26,88,,,
2.19E-05,3,83,91,,,
1.86E-05,17,57,88,,,
3.40E-05,29,70,91,,,
2.36E-05,25,81,92,,,
1.81E-05,21,88,91,,,
1.85E-05,26,28,77,,,
1.73E-05,33,8,77,,,
2.30E-05,35,62,80,,,
1.85E-05,3,45,80,,,
1.86E-05,25,41,87,,,
1.90E-05,25,72,78,,,
1.77E-05,40,15,71,,,
1.75E-05,1,62,74,,,
1.90E-05,26,46,83,,,
1.87E-05,10,28,76,,,
1.75E-05,31,60,74,,,
2.40E-05,21,65,86,,,
2.14E-05,18,2,102,,,
1.79E-05,27,2,98,,,
1.97E-05,33,32,83,,,
1.86E-05,40,9,77,,,
1.95E-05,11,20,73,,,
1.96E-05,26,28,70,,,
1.72E-05,11,64,72,,,
2.14E-05,8,23,72,,,
1.86E-05,41,57,77,,,
2.58E-05,92,44,77,,,
2.15E-05,13,34,78,,,
1.93E-05,10,46,79,,,
1.93E-05,12,22,78,,,
1.74E-05,3,7,79,,,
1.73E-05,16,8,77,,,
1.73E-05,39,60,75,,,
2.01E-05,4,68,73,,,
1.71E-05,41,1,74,,,
1.76E-05,12,17,66,,,
1.83E-05,33,53,58,,,
1.91E-05,12,21,59,,,
1.98E-05,43,27,67,,,
1.96E-05,30,32,67,,,
2.01E-05,94,42,68,,,
2.71E-05,8,30,68,,,
1.84E-05,20,0,67,,,
2.78E-05,28,39,77,,,
2.91E-05,36,37,82,,,
2.11E-05,11,1,86,,,
2.52E-05,6,5,92,,,
1.86E-05,20,56,97,,,
2.02E-05,94,67,102,,,
1.94E-05,12,58,116,,,
1.87E-05,7,74,131,,,
1.89E-05,91,53,130,,,
2.16E-05,23,66,151,,,
1.91E-05,4,49,153,,,
1.79E-05,35,132,153,,,
1.99E-05,25,65,152,,,
1.78E-05,27,20,152,,,
1.99E-05,25,85,154,,,
1.87E-05,95,106,155,,,
1.73E-05,8,12,153,,,
1.99E-05,4,49,150,,,
1.93E-05,8,53,149,,,
1.89E-05,91,104,149,,,
2.10E-05,12,83,152,,,
1.88E-05,92,18,146,,,
2.07E-05,8,126,144,,,
1.97E-05,25,40,145,,,
1.97E-05,4,104,145,,,
1.90E-05,36,43,138,,,
1.99E-05,32,84,145,,,
1.86E-05,23,15,147,,,
1.88E-05,23,117,131,,,
2.11E-05,91,63,132,,,
2.09E-05,36,47,134,,,
2.88E-05,39,13,134,,,
1.97E-05,36,44,134,,,
2.13E-05,42,152,159,,,
1.80E-05,39,22,164,,,
2.16E-05,2,110,167,,,
2.48E-05,19,51,168,,,
2.27E-05,25,92,159,,,
1.91E-05,27,51,160,,,
1.97E-05,37,67,167,,,
1.87E-05,32,114,167,,,
1.79E-05,1,19,160,,,
1.80E-05,44,128,160,,,
2.44E-05,43,153,167,,,
3.00E-05,11,150,167,,,
2.50E-05,20,166,169,,,
2.01E-05,25,107,169,,,
1.81E-05,19,29,151,,,
1.91E-05,94,79,151,,,
1.95E-05,45,60,156,,,
1.93E-05,12,81,154,,,
1.99E-05,94,65,160,,,
2.01E-05,3,76,162,,,
1.91E-05,26,135,166,,,
1.79E-05,5,144,171,,,
2.42E-05,14,133,170,,,
1.91E-05,37,52,166,,,
1.93E-05,38,53,174,,,
1.92E-05,20,30,171,,,
2.10E-05,25,97,170,,,
1.71E-05,39,7,165,,,
1.94E-05,44,52,169,,,
1.71E-05,93,156,169,,,
1.90E-05,93,104,165,,,
1.75E-05,15,145,159,,,
1.72E-05,9,152,157,,,
3.32E-05,21,149,155,,,
1.94E-05,42,113,155,,,
1.88E-05,93,17,152,,,
1.97E-05,6,113,150,,,
2.03E-05,20,66,148,,,
1.92E-05,6,113,152,,,
1.84E-05,91,35,146,,,
1.72E-05,42,143,148,,,
1.88E-05,95,95,145,,,
1.74E-05,29,126,143,,,
0.0005027,8,122,141,,,
2.36E-05,35,43,139,,,
1.89E-05,29,48,142,,,
1.90E-05,93,87,146,,,
8.60E-05,4,29,142,,,
1.93E-05,39,58,144,,,
2.27E-05,30,72,141,,,
2.01E-05,42,74,141,,,
2.06E-05,28,65,153,,,
2.39E-05,35,43,151,,,
3.03E-05,22,76,150,,,
1.83E-05,1,13,156,,,
2.29E-05,28,136,152,,,
1.91E-05,95,27,154,,,
2.23E-05,17,82,160,,,
2.16E-05,91,67,161,,,
1.84E-05,44,139,162,,,
1.98E-05,19,40,154,,,
1.82E-05,18,10,155,,,
3.79E-05,93,89,160,,,
2.85E-05,2,139,153,,,
2.99E-05,1,42,152,,,
1.85E-05,44,129,151,,,
0.0001605,30,44,150,,,
1.79E-05,41,6,148,,,
1.88E-05,29,41,146,,,
1.84E-05,13,29,149,,,
3.12E-05,91,79,151,,,
1.76E-05,41,12,151,,,
1.90E-05,24,121,149,,,
1.91E-05,42,104,146,,,
1.99E-05,17,72,150,,,
1.84E-05,34,103,151,,,
1.79E-05,23,146,158,,,
2.44E-05,2,81,165,,,
1.84E-05,19,156,174,,,
2.03E-05,16,72,171,,,
1.78E-05,19,154,171,,,
2.94E-05,21,75,170,,,
2.26E-05,91,91,171,,,
2.02E-05,45,108,172,,,
1.77E-05,17,141,160,,,
1.85E-05,92,40,164,,,
1.76E-05,18,160,167,,,
1.90E-05,28,111,167,,,
1.98E-05,4,40,164,,,
2.43E-05,24,30,150,,,
1.88E-05,92,40,148,,,
2.56E-05,39,50,150,,,
2.30E-05,27,73,149,,,
1.88E-05,13,45,135,,,
1.87E-05,27,21,142,,,
1.98E-05,32,41,146,,,
3.19E-05,24,25,123,,,
1.96E-05,41,24,129,,,
1.86E-05,41,107,129,,,
2.02E-05,3,84,130,,,
0.0002208,93,119,125,,,
1.74E-05,17,12,138,,,
1.96E-05,24,81,137,,,
1.94E-05,12,87,131,,,
1.86E-05,31,75,126,,,
1.82E-05,32,28,127,,,
1.80E-05,31,100,118,,,
2.17E-05,14,100,107,,,
1.89E-05,27,43,109,,,
2.29E-05,8,41,112,,,
1.74E-05,43,10,108,,,
3.85E-05,20,98,106,,,
2.41E-05,19,34,113,,,
2.12E-05,94,75,121,,,
2.04E-05,93,89,124,,,
1.84E-05,6,9,128,,,
2.14E-05,12,6,133,,,
1.80E-05,10,23,130,,,
2.96E-05,30,87,132,,,
2.84E-05,36,95,128,,,
1.84E-05,43,120,135,,,
2.93E-05,33,129,143,,,
1.91E-05,10,98,143,,,
2.01E-05,26,36,146,,,
1.85E-05,12,18,145,,,
2.13E-05,27,71,149,,,
1.88E-05,5,106,155,,,
1.79E-05,39,25,150,,,
1.82E-05,94,30,151,,,
2.02E-05,40,51,149,,,
1.86E-05,13,36,148,,,
1.83E-05,8,33,153,,,
2.16E-05,92,68,153,,,
1.95E-05,28,54,154,,,
1.84E-05,42,27,151,,,
1.88E-05,45,147,158,,,
2.47E-05,1,109,150,,,
1.93E-05,16,32,148,,,
1.95E-05,27,103,148,,,
2.01E-05,30,47,151,,,
2.12E-05,28,79,158,,,
1.86E-05,1,118,161,,,
1.79E-05,19,20,158,,,
1.86E-05,29,113,159,,,
1.94E-05,45,58,163,,,
2.17E-05,43,47,162,,,
0.0001491,45,48,147,,,
1.88E-05,20,24,155,,,
2.04E-05,93,59,153,,,
2.18E-05,5,6,139,,,
3.39E-05,20,88,140,,,
1.82E-05,29,95,124,,,
1.96E-05,38,24,133,,,
2.29E-05,13,45,137,,,
