cas operacie,vlozene cislo,priorita,velkost frontu,,,
2.80E-06,14,3286,20,,,
2.90E-06,3,6376,21,,,
2.90E-06,35,5671,22,,,
2.90E-06,21,1371,23,,,
1.50E-06,10,7556,24,,,
2.80E-06,10,2472,25,,,
1.50E-06,29,7594,21,,,
1.80E-06,13,2538,20,,,
1.70E-06,10,9822,19,,,
2.70E-06,19,8447,19,,,
3.20E-06,31,6723,20,,,
1.80E-06,17,7331,19,,,
1.50E-06,30,9962,16,,,
1.60E-06,8,2255,16,,,
2.60E-06,11,2771,14,,,
1.60E-06,30,766,13,,,
1.60E-06,33,2036,13,,,
1.60E-06,23,6550,13,,,
1.80E-06,10,6350,14,,,
2.90E-06,35,8695,15,,,
2.60E-06,22,3444,16,,,
1.80E-06,34,2075,16,,,
2.60E-06,28,1390,17,,,
2.10E-06,13,2502,17,,,
2.50E-06,6,649,18,,,
1.40E-06,9,9942,19,,,
2.00E-06,6,5305,19,,,
2.00E-06,14,4934,19,,,
1.50E-06,12,6449,20,,,
1.80E-06,35,4635,20,,,
1.50E-06,17,8982,21,,,
2.60E-06,31,513,22,,,
2.60E-06,17,1195,19,,,
1.50E-06,32,8211,19,,,
1.80E-06,32,171,20,,,
1.50E-06,4,7849,21,,,
2.90E-06,26,4403,20,,,
2.10E-06,13,4523,20,,,
2.20E-06,32,4365,21,,,
2.10E-06,4,9442,19,,,
1.90E-06,17,1727,18,,,
1.60E-06,11,405,17,,,
1.50E-06,33,2334,17,,,
2.10E-06,26,8741,18,,,
1.80E-06,26,1110,18,,,
1.70E-06,13,6844,18,,,
2.70E-06,31,6313,19,,,
1.80E-06,34,2084,19,,,
1.50E-06,26,9971,20,,,
1.70E-06,4,3594,20,,,
1.60E-06,28,4187,19,,,
1.60E-06,20,3701,18,,,
1.60E-06,32,3117,19,,,
2.00E-06,25,4047,20,,,
1.50E-06,31,9990,20,,,
2.90E-06,30,9201,18,,,
2.60E-06,3,4757,19,,,
1.50E-06,26,9801,19,,,
1.90E-06,32,4805,20,,,
1.70E-06,29,499,20,,,
2.80E-06,15,6273,21,,,
2.70E-06,25,2272,22,,,
2.00E-06,19,4759,22,,,
3.00E-06,4,393,23,,,
2.10E-06,11,5303,22,,,
1.70E-06,13,4397,22,,,
1.60E-06,15,9399,22,,,
1.70E-06,33,5140,23,,,
2.00E-06,4,5235,24,,,
1.60E-06,13,266,22,,,
1.60E-06,23,8933,23,,,
1.80E-06,21,8039,21,,,
