cas operacie,vybrane cislo,velkost frontu,,
7.39E-05,32,26,,
1.30E-06,10,25,,
1.30E-06,5,24,,
1.30E-06,18,24,,
5.91E-05,10,23,,
1.40E-06,12,27,,
1.30E-06,6,28,,
1.40E-06,34,30,,
1.30E-06,34,29,,
1.30E-06,32,28,,
6.99E-05,6,27,,
1.30E-06,7,27,,
1.30E-06,31,26,,
1.30E-06,9,26,,
1.20E-06,13,25,,
1.40E-06,30,25,,
1.30E-06,2,29,,
1.30E-06,7,29,,
7.31E-05,1,28,,
1.30E-06,29,28,,
1.40E-06,13,29,,
1.40E-06,12,28,,
1.40E-06,30,28,,
7.06E-05,16,27,,
1.40E-06,8,27,,
1.40E-06,13,30,,
1.30E-06,31,29,,
1.40E-06,31,28,,
1.30E-06,18,29,,
1.30E-06,8,28,,
1.30E-06,14,30,,
1.40E-06,21,29,,
1.30E-06,6,34,,
1.40E-06,1,33,,
1.40E-06,13,38,,
1.30E-06,4,38,,
1.40E-06,20,37,,
2.00E-06,20,37,,
2.90E-06,2,37,,
0.0002724,9,36,,
1.60E-06,6,37,,
1.30E-06,30,36,,
1.40E-06,25,35,,
1.30E-06,26,34,,
1.30E-06,11,34,,
1.40E-06,29,35,,
1.40E-06,15,40,,
1.50E-06,33,41,,
1.40E-06,19,42,,
1.30E-06,31,42,,
0.0001085,20,41,,
1.40E-06,10,40,,
1.30E-06,10,39,,
1.30E-06,23,39,,
1.40E-06,3,41,,
1.30E-06,18,41,,
1.40E-06,21,40,,
1.30E-06,25,39,,
0.0001015,30,39,,
1.40E-06,18,38,,
1.30E-06,12,37,,
1.40E-06,33,39,,
1.40E-06,2,38,,
1.40E-06,19,39,,
0.0001007,29,38,,
1.40E-06,35,38,,
1.70E-06,28,37,,
1.40E-06,16,36,,
1.40E-06,4,44,,
1.40E-06,21,45,,
1.30E-06,3,44,,
1.40E-06,22,48,,
1.30E-06,33,47,,
1.40E-06,28,46,,
1.40E-06,27,47,,
0.0001218,31,46,,
1.40E-06,33,45,,
1.30E-06,17,45,,
1.30E-06,2,44,,
1.40E-06,5,48,,
1.30E-06,32,47,,
1.40E-06,19,47,,
1.30E-06,9,46,,
1.50E-06,14,55,,
1.40E-06,8,54,,
1.40E-06,18,56,,
1.40E-06,4,56,,
1.40E-06,19,58,,
1.40E-06,33,57,,
1.30E-06,2,57,,
1.30E-06,35,57,,
1.40E-06,8,56,,
1.30E-06,4,55,,
1.40E-06,14,54,,
1.30E-06,27,55,,
1.30E-06,2,54,,
0.0001459,25,55,,
1.50E-06,3,57,,
1.50E-06,31,56,,
1.30E-06,27,55,,
1.30E-06,19,54,,
1.30E-06,4,53,,
1.30E-06,25,53,,
1.30E-06,25,54,,
1.40E-06,26,53,,
0.000136,18,52,,
1.40E-06,22,53,,
1.40E-06,34,54,,
1.30E-06,26,53,,
1.30E-06,24,55,,
1.40E-06,17,57,,
1.30E-06,17,56,,
1.40E-06,26,56,,
1.40E-06,14,55,,
1.30E-06,28,54,,
1.30E-06,2,53,,
1.90E-06,5,56,,
1.30E-06,32,55,,
1.40E-06,27,57,,
1.40E-06,35,56,,
1.70E-06,24,57,,
1.60E-06,26,57,,
1.40E-06,26,59,,
1.30E-06,22,58,,
0.0001596,31,57,,
1.40E-06,7,57,,
1.40E-06,14,60,,
1.30E-06,23,59,,
1.30E-06,10,58,,
1.40E-06,22,57,,
1.40E-06,20,58,,
1.40E-06,33,57,,
1.30E-06,20,56,,
1.30E-06,27,56,,
1.30E-06,6,57,,
1.30E-06,24,57,,
1.40E-06,28,56,,
1.40E-06,20,56,,
1.40E-06,13,55,,
1.30E-06,33,56,,
1.40E-06,20,56,,
1.30E-06,26,55,,
1.30E-06,6,55,,
0.0001477,32,54,,
1.30E-06,15,54,,
1.40E-06,20,58,,
1.30E-06,30,57,,
1.30E-06,19,57,,
1.40E-06,23,59,,
1.30E-06,5,59,,
1.40E-06,33,60,,
1.40E-06,28,59,,
1.40E-06,30,58,,
1.30E-06,9,57,,
1.30E-06,19,56,,
1.30E-06,8,55,,
0.0001475,9,54,,
1.30E-06,8,54,,
1.30E-06,13,53,,
1.30E-06,21,53,,
1.30E-06,13,53,,
1.50E-06,9,56,,
1.30E-06,15,56,,
1.40E-06,35,55,,
1.30E-06,28,54,,
1.30E-06,18,53,,
1.30E-06,4,52,,
1.30E-06,32,53,,
1.40E-06,16,55,,
1.30E-06,28,54,,
1.30E-06,11,53,,
1.30E-06,5,52,,
1.30E-06,2,55,,
1.30E-06,2,54,,
1.40E-06,25,55,,
0.0001556,29,54,,
1.40E-06,31,53,,
1.30E-06,16,52,,
1.30E-06,12,52,,
1.30E-06,7,51,,
1.30E-06,21,52,,
1.30E-06,34,53,,
1.30E-06,11,55,,
1.30E-06,27,55,,
1.30E-06,22,54,,
1.30E-06,21,53,,
1.40E-06,28,52,,
1.30E-06,27,53,,
1.30E-06,29,53,,
1.30E-06,6,53,,
1.30E-06,14,52,,
1.30E-06,20,51,,
1.40E-06,13,50,,
1.30E-06,31,51,,
1.30E-06,17,50,,
1.40E-06,30,50,,
0.0001343,11,49,,
1.30E-06,28,50,,
1.30E-06,17,49,,
1.30E-06,4,49,,
1.30E-06,34,48,,
1.30E-06,28,47,,
1.30E-06,6,47,,
1.30E-06,3,48,,
2.10E-06,9,47,,
1.90E-06,21,47,,
2.00E-06,28,46,,
0.0001578,9,45,,
1.80E-06,22,44,,
1.80E-06,24,43,,
1.80E-06,2,42,,
2.20E-06,11,42,,
2.10E-06,15,41,,
1.80E-06,30,40,,
1.70E-06,33,39,,
0.0002276,29,38,,
1.50E-06,6,38,,
1.40E-06,33,39,,
1.30E-06,19,40,,
1.40E-06,18,39,,
1.30E-06,16,40,,
1.40E-06,27,39,,
2.10E-06,10,38,,
1.30E-06,10,37,,
1.30E-06,28,36,,
1.30E-06,35,36,,
1.30E-06,16,37,,
1.30E-06,29,37,,
1.30E-06,30,37,,
1.30E-06,2,38,,
1.30E-06,11,37,,
1.30E-06,5,37,,
1.30E-06,3,38,,
1.30E-06,31,38,,
1.30E-06,7,37,,
1.30E-06,24,36,,
1.40E-06,35,42,,
1.30E-06,1,41,,
1.30E-06,14,40,,
1.30E-06,20,40,,
1.30E-06,16,39,,
1.30E-06,13,38,,
1.30E-06,21,37,,
9.58E-05,12,36,,
1.40E-06,22,38,,
1.30E-06,30,38,,
1.30E-06,35,37,,
1.30E-06,33,37,,
1.40E-06,24,39,,
1.40E-06,32,38,,
1.30E-06,10,37,,
1.40E-06,18,36,,
1.30E-06,33,35,,
1.30E-06,6,34,,
1.30E-06,35,34,,
8.55E-05,26,33,,
1.30E-06,7,32,,
1.30E-06,25,31,,
1.30E-06,15,32,,
1.30E-06,1,31,,
1.30E-06,15,30,,
1.30E-06,25,33,,
1.30E-06,7,32,,
1.40E-06,10,32,,
1.30E-06,16,31,,
1.40E-06,26,32,,
1.30E-06,9,31,,
1.30E-06,2,31,,
1.30E-06,32,32,,
1.30E-06,2,31,,
1.40E-06,7,30,,
1.40E-06,27,30,,
1.40E-06,32,29,,
1.30E-06,5,31,,
1.30E-06,9,30,,
1.20E-06,11,29,,
1.50E-06,16,30,,
1.30E-06,24,29,,
1.30E-06,1,28,,
6.82E-05,10,27,,
1.40E-06,6,26,,
1.20E-06,19,28,,
1.30E-06,15,29,,
1.20E-06,15,30,,
1.30E-06,13,29,,
1.30E-06,3,29,,
1.30E-06,9,28,,
1.30E-06,26,28,,
1.40E-06,9,30,,
1.30E-06,2,29,,
1.30E-06,22,28,,
1.30E-06,3,27,,
1.30E-06,11,28,,
1.30E-06,16,29,,
1.30E-06,17,31,,
1.30E-06,10,31,,
1.30E-06,22,30,,
1.30E-06,10,29,,
1.30E-06,30,28,,
1.30E-06,17,27,,
3.20E-06,6,28,,
2.00E-06,28,27,,
0.0001103,9,27,,
1.90E-06,24,27,,
1.40E-06,29,27,,
1.40E-06,20,26,,
1.30E-06,31,25,,
1.30E-06,3,24,,
1.30E-06,11,23,,
1.30E-06,5,22,,
5.80E-05,32,21,,
1.30E-06,27,20,,
1.40E-06,21,23,,
1.30E-06,23,22,,
1.40E-06,12,23,,
1.40E-06,9,22,,
1.30E-06,2,21,,
1.30E-06,25,20,,
1.40E-06,28,20,,
1.30E-06,32,24,,
1.30E-06,20,25,,
1.40E-06,20,25,,
1.30E-06,35,27,,
1.30E-06,8,27,,
1.40E-06,8,26,,
1.30E-06,23,25,,
1.30E-06,19,24,,
1.30E-06,8,25,,
1.30E-06,5,24,,
1.30E-06,20,25,,
1.30E-06,10,27,,
1.40E-06,16,32,,
1.30E-06,32,32,,
1.30E-06,20,33,,
1.40E-06,5,32,,
1.40E-06,35,31,,
1.30E-06,17,30,,
1.30E-06,10,30,,
1.30E-06,8,32,,
1.30E-06,31,32,,
1.40E-06,4,31,,
1.30E-06,20,31,,
1.40E-06,26,32,,
1.70E-06,5,31,,
1.30E-06,1,32,,
1.40E-06,32,31,,
1.40E-06,31,34,,
1.30E-06,14,33,,
1.30E-06,19,32,,
1.40E-06,12,32,,
1.40E-06,35,31,,
1.30E-06,24,31,,
1.30E-06,23,30,,
7.74E-05,32,29,,
1.40E-06,23,28,,
1.40E-06,8,27,,
1.30E-06,11,26,,
1.40E-06,5,26,,
1.30E-06,30,25,,
1.30E-06,27,24,,
1.30E-06,3,24,,
1.30E-06,15,24,,
1.30E-06,4,23,,
1.30E-06,7,24,,
6.04E-05,28,23,,
1.40E-06,31,25,,
1.30E-06,29,24,,
1.30E-06,33,25,,
1.40E-06,23,27,,
1.40E-06,32,27,,
1.40E-06,19,26,,
1.30E-06,21,25,,
1.40E-06,8,31,,
1.30E-06,35,31,,
1.30E-06,3,31,,
1.30E-06,19,35,,
1.30E-06,30,36,,
1.30E-06,12,36,,
1.30E-06,3,40,,
1.40E-06,24,40,,
1.30E-06,18,39,,
1.30E-06,4,39,,
1.30E-06,5,39,,
1.40E-06,14,39,,
1.40E-06,20,40,,
1.40E-06,8,39,,
2.80E-06,18,39,,
1.70E-06,19,38,,
2.10E-06,6,38,,
0.0001337,22,37,,
1.80E-06,21,36,,
1.80E-06,21,35,,
2.10E-06,16,36,,
1.80E-06,20,36,,
2.40E-06,12,38,,
1.80E-06,2,38,,
1.40E-06,17,37,,
1.40E-06,6,36,,
1.30E-06,9,36,,
1.30E-06,3,37,,
1.30E-06,27,36,,
1.30E-06,8,35,,
1.40E-06,21,34,,
9.01E-05,4,33,,
1.40E-06,18,32,,
1.30E-06,4,32,,
1.40E-06,27,37,,
1.40E-06,5,36,,
1.40E-06,29,42,,
1.40E-06,1,42,,
1.30E-06,14,44,,
1.30E-06,17,43,,
1.30E-06,35,42,,
1.40E-06,28,43,,
1.40E-06,35,42,,
1.30E-06,5,41,,
0.0001083,14,40,,
1.40E-06,4,40,,
1.40E-06,31,39,,
1.30E-06,24,39,,
1.30E-06,31,41,,
1.30E-06,10,40,,
1.30E-06,6,39,,
1.40E-06,26,38,,
1.30E-06,5,38,,
1.30E-06,2,37,,
1.40E-06,34,37,,
1.40E-06,11,36,,
9.28E-05,22,35,,
1.40E-06,31,37,,
1.30E-06,19,36,,
1.40E-06,14,38,,
1.30E-06,24,40,,
1.40E-06,15,39,,
1.40E-06,6,40,,
1.30E-06,28,39,,
1.30E-06,20,44,,
1.40E-06,26,43,,
1.30E-06,25,44,,
1.30E-06,2,43,,
1.30E-06,7,44,,
1.40E-06,5,43,,
1.30E-06,30,42,,
0.000112,29,41,,
1.90E-06,35,42,,
1.40E-06,23,41,,
1.40E-06,32,41,,
1.30E-06,22,40,,
1.30E-06,3,41,,
1.30E-06,26,40,,
1.30E-06,1,39,,
1.30E-06,11,40,,
1.30E-06,17,39,,
1.30E-06,32,41,,
1.30E-06,20,42,,
1.30E-06,3,41,,
1.30E-06,32,40,,
1.30E-06,24,40,,
1.30E-06,12,43,,
1.30E-06,30,43,,
4.70E-06,15,45,,
2.00E-06,30,44,,
2.40E-06,21,44,,
2.00E-06,24,45,,
1.90E-06,11,44,,
2.00E-06,29,43,,
1.40E-06,18,42,,
1.80E-06,35,42,,
0.0001189,12,41,,
1.40E-06,7,45,,
1.30E-06,10,44,,
1.30E-06,26,43,,
1.30E-06,13,43,,
1.30E-06,21,42,,
1.30E-06,25,41,,
1.40E-06,4,42,,
1.30E-06,15,41,,
1.30E-06,8,40,,
0.0001044,4,39,,
1.40E-06,1,38,,
1.30E-06,28,37,,
1.30E-06,3,36,,
1.30E-06,33,35,,
1.30E-06,2,34,,
1.30E-06,18,33,,
1.30E-06,27,33,,
8.77E-05,33,33,,
1.40E-06,35,33,,
1.30E-06,23,34,,
1.30E-06,30,35,,
1.30E-06,33,35,,
1.30E-06,4,34,,
1.30E-06,24,33,,
1.30E-06,33,32,,
1.30E-06,10,31,,
1.30E-06,23,31,,
8.01E-05,16,30,,
1.40E-06,32,31,,
1.30E-06,15,30,,
1.40E-06,18,33,,
1.40E-06,4,32,,
1.20E-06,19,34,,
1.20E-06,34,35,,
1.30E-06,16,34,,
1.30E-06,6,33,,
2.40E-06,29,33,,
1.80E-06,7,32,,
2.00E-06,24,31,,
2.30E-06,35,31,,
2.00E-06,4,30,,
2.30E-06,9,30,,
2.30E-06,15,31,,
1.70E-06,34,30,,
2.00E-06,18,38,,
1.70E-06,1,37,,
1.40E-06,24,36,,
1.30E-06,31,36,,
1.40E-06,14,35,,
1.30E-06,20,34,,
9.21E-05,14,34,,
1.30E-06,15,34,,
1.30E-06,23,34,,
1.40E-06,35,33,,
1.30E-06,7,32,,
1.30E-06,21,35,,
1.30E-06,24,35,,
1.30E-06,14,34,,
1.30E-06,15,33,,
1.30E-06,1,36,,
1.30E-06,33,35,,
1.30E-06,11,35,,
1.30E-06,17,34,,
1.30E-06,11,35,,
1.30E-06,16,37,,
1.30E-06,22,37,,
1.30E-06,9,36,,
1.20E-06,10,36,,
1.30E-06,15,35,,
1.30E-06,24,34,,
1.30E-06,11,34,,
1.30E-06,23,34,,
1.30E-06,28,33,,
1.30E-06,9,33,,
1.30E-06,14,32,,
1.30E-06,13,34,,
1.30E-06,29,35,,
1.30E-06,21,34,,
1.30E-06,24,33,,
1.30E-06,31,35,,
1.30E-06,32,34,,
1.30E-06,28,35,,
1.30E-06,5,36,,
1.30E-06,3,35,,
1.20E-06,5,34,,
1.30E-06,33,34,,
1.30E-06,28,33,,
1.30E-06,11,32,,
8.17E-05,30,31,,
1.30E-06,35,31,,
1.40E-06,16,32,,
1.30E-06,11,32,,
1.30E-06,25,32,,
1.40E-06,8,32,,
1.30E-06,19,36,,
1.30E-06,34,36,,
1.30E-06,5,35,,
1.40E-06,16,34,,
1.30E-06,24,34,,
2.60E-06,25,33,,
1.60E-06,32,34,,
1.30E-06,14,33,,
1.30E-06,12,32,,
1.40E-06,33,31,,
8.02E-05,25,30,,
1.40E-06,6,31,,
1.30E-06,8,31,,
1.30E-06,1,30,,
1.30E-06,12,33,,
1.30E-06,23,32,,
1.20E-06,11,32,,
1.30E-06,2,31,,
1.30E-06,20,30,,
1.30E-06,9,30,,
1.30E-06,24,29,,
1.30E-06,7,29,,
1.30E-06,7,28,,
7.13E-05,35,27,,
1.30E-06,29,28,,
1.30E-06,25,27,,
1.40E-06,5,26,,
1.20E-06,21,27,,
1.30E-06,15,26,,
1.40E-06,3,25,,
1.30E-06,11,25,,
6.20E-05,26,24,,
1.40E-06,29,24,,
1.30E-06,32,27,,
1.30E-06,2,27,,
1.30E-06,17,26,,
1.30E-06,24,27,,
1.20E-06,3,26,,
1.30E-06,25,28,,
1.30E-06,28,28,,
1.30E-06,32,27,,
1.30E-06,10,26,,
1.30E-06,3,26,,
1.30E-06,17,25,,
1.20E-06,24,28,,
1.30E-06,14,27,,
1.40E-06,34,28,,
1.30E-06,5,27,,
1.30E-06,33,26,,
1.30E-06,9,25,,
1.30E-06,4,27,,
1.30E-06,35,27,,
1.40E-06,17,33,,
1.30E-06,16,35,,
1.20E-06,6,34,,
1.30E-06,28,33,,
1.30E-06,26,34,,
1.50E-06,26,33,,
1.30E-06,9,32,,
1.30E-06,22,31,,
1.40E-06,28,30,,
8.30E-05,23,29,,
1.30E-06,11,28,,
1.30E-06,23,27,,
1.30E-06,8,27,,
1.40E-06,27,26,,
1.30E-06,2,25,,
1.20E-06,26,25,,
1.40E-06,12,24,,
1.30E-06,20,24,,
1.30E-06,4,23,,
1.40E-06,19,23,,
5.65E-05,19,22,,
1.30E-06,34,21,,
1.30E-06,6,20,,
1.30E-06,9,21,,
1.30E-06,3,20,,
1.30E-06,22,19,,
1.30E-06,16,19,,
1.30E-06,24,18,,
1.30E-06,5,17,,
1.30E-06,33,16,,
1.30E-06,8,16,,
3.67E-05,26,15,,
1.30E-06,10,14,,
1.30E-06,17,13,,
1.30E-06,18,12,,
1.40E-06,30,18,,
1.30E-06,34,17,,
1.30E-06,19,17,,
1.30E-06,18,16,,
1.30E-06,21,15,,
1.30E-06,9,15,,
3.30E-06,21,16,,
1.80E-06,34,15,,
2.00E-06,9,14,,
2.10E-06,14,13,,
1.80E-06,24,14,,
2.00E-06,1,15,,
1.90E-06,15,14,,
1.40E-06,22,16,,
1.30E-06,19,15,,
1.30E-06,31,17,,
1.30E-06,35,16,,
1.30E-06,13,18,,
1.40E-06,14,17,,
1.30E-06,16,16,,
1.30E-06,13,15,,
1.30E-06,13,14,,
1.30E-06,30,13,,
1.30E-06,10,13,,
1.30E-06,31,16,,
1.40E-06,26,16,,
1.40E-06,21,15,,
1.40E-06,11,14,,
1.30E-06,20,14,,
4.20E-06,31,14,,
1.30E-06,11,13,,
1.30E-06,29,15,,
1.30E-06,34,15,,
1.30E-06,15,14,,
1.30E-06,12,14,,
1.30E-06,5,14,,
1.30E-06,17,13,,
2.99E-05,20,12,,
1.40E-06,9,11,,
1.30E-06,2,12,,
1.30E-06,19,12,,
1.30E-06,34,11,,
1.30E-06,10,10,,
1.40E-06,35,14,,
1.30E-06,27,13,,
1.30E-06,28,12,,
1.30E-06,28,11,,
1.30E-06,25,13,,
1.30E-06,21,13,,
1.20E-06,22,13,,
1.30E-06,15,12,,
1.30E-06,30,11,,
1.30E-06,10,11,,
1.30E-06,15,11,,
1.40E-06,25,11,,
1.30E-06,3,10,,
1.30E-06,9,9,,
1.40E-06,25,12,,
1.30E-06,34,13,,
1.30E-06,15,15,,
1.30E-06,6,17,,
1.30E-06,2,17,,
1.40E-06,6,18,,
1.30E-06,18,18,,
1.30E-06,1,17,,
1.30E-06,30,17,,
1.30E-06,9,17,,
1.30E-06,23,17,,
1.30E-06,26,21,,
1.30E-06,5,20,,
1.30E-06,20,19,,
1.30E-06,2,18,,
1.30E-06,26,22,,
1.40E-06,3,21,,
1.30E-06,1,21,,
1.30E-06,10,21,,
1.40E-06,3,20,,
1.30E-06,33,20,,
5.65E-05,30,19,,
1.30E-06,13,19,,
1.20E-06,2,19,,
1.30E-06,8,19,,
1.20E-06,29,19,,
1.30E-06,26,20,,
1.30E-06,3,19,,
1.30E-06,30,19,,
1.30E-06,31,18,,
1.30E-06,33,19,,
1.30E-06,16,20,,
1.30E-06,6,19,,
1.30E-06,10,23,,
1.30E-06,27,23,,
1.30E-06,3,22,,
1.30E-06,21,21,,
1.20E-06,11,20,,
1.30E-06,22,20,,
4.85E-05,27,19,,
1.30E-06,7,21,,
1.30E-06,20,21,,
1.30E-06,19,22,,
1.30E-06,25,23,,
1.30E-06,16,24,,
1.30E-06,13,25,,
1.30E-06,3,27,,
1.20E-06,21,26,,
1.30E-06,26,31,,
1.30E-06,1,30,,
1.30E-06,31,29,,
1.30E-06,26,28,,
1.30E-06,19,27,,
1.30E-06,33,26,,
1.30E-06,33,27,,
1.30E-06,6,30,,
1.30E-06,25,30,,
1.30E-06,22,29,,
1.30E-06,11,29,,
1.30E-06,18,28,,
1.30E-06,29,27,,
1.30E-06,4,27,,
4.20E-06,8,26,,
6.59E-05,30,25,,
1.30E-06,1,26,,
1.30E-06,26,25,,
1.30E-06,16,27,,
2.40E-06,25,27,,
1.30E-06,25,28,,
1.40E-06,8,30,,
1.40E-06,29,29,,
1.40E-06,16,28,,
1.40E-06,6,27,,
2.10E-06,31,26,,
1.40E-06,16,27,,
1.40E-06,18,28,,
1.30E-06,7,27,,
1.30E-06,27,30,,
1.30E-06,18,31,,
1.40E-06,8,30,,
1.30E-06,27,30,,
1.40E-06,35,29,,
1.30E-06,16,31,,
1.30E-06,16,31,,
1.40E-06,30,34,,
1.40E-06,30,33,,
1.30E-06,20,35,,
1.30E-06,11,35,,
1.30E-06,21,36,,
1.40E-06,8,35,,
1.40E-06,21,34,,
1.40E-06,29,33,,
1.40E-06,17,33,,
1.40E-06,30,33,,
1.30E-06,15,33,,
9.12E-05,20,33,,
1.30E-06,27,33,,
1.30E-06,6,32,,
1.30E-06,9,32,,
1.30E-06,34,32,,
1.30E-06,12,32,,
1.30E-06,29,32,,
1.50E-06,6,44,,
1.40E-06,12,43,,
1.40E-06,23,44,,
1.30E-06,28,43,,
1.30E-06,12,42,,
1.30E-06,17,42,,
0.0001127,5,41,,
1.30E-06,21,40,,
1.30E-06,30,40,,
1.30E-06,24,40,,
1.30E-06,30,41,,
1.30E-06,3,40,,
1.20E-06,14,42,,
1.40E-06,20,42,,
1.40E-06,23,42,,
1.30E-06,9,41,,
1.40E-06,21,40,,
1.30E-06,22,39,,
1.40E-06,16,38,,
9.99E-05,11,37,,
1.30E-06,21,36,,
1.40E-06,24,35,,
2.60E-06,33,35,,
2.10E-06,30,35,,
2.10E-06,13,35,,
1.40E-06,4,34,,
1.20E-06,15,34,,
1.40E-06,5,33,,
1.40E-06,14,34,,
1.30E-06,34,33,,
8.87E-05,33,32,,
1.40E-06,5,34,,
1.30E-06,5,34,,
1.30E-06,29,34,,
1.30E-06,5,33,,
1.40E-06,29,32,,
1.30E-06,5,31,,
1.40E-06,35,30,,
1.30E-06,30,30,,
1.30E-06,9,29,,
7.55E-05,19,28,,
1.30E-06,2,28,,
1.30E-06,19,27,,
1.30E-06,25,28,,
1.30E-06,25,28,,
1.30E-06,29,27,,
1.40E-06,13,26,,
1.30E-06,32,25,,
1.30E-06,25,25,,
1.30E-06,23,27,,
1.40E-06,34,26,,
1.30E-06,22,26,,
1.40E-06,20,25,,
1.30E-06,8,24,,
1.30E-06,22,25,,
1.50E-06,15,24,,
1.20E-06,34,24,,
1.30E-06,16,23,,
1.30E-06,35,23,,
1.30E-06,19,23,,
1.30E-06,21,23,,
1.30E-06,32,24,,
1.30E-06,10,25,,
1.30E-06,9,25,,
1.30E-06,14,25,,
1.30E-06,21,26,,
1.30E-06,20,26,,
1.40E-06,33,26,,
1.30E-06,15,25,,
1.30E-06,14,25,,
1.30E-06,6,25,,
1.40E-06,6,24,,
1.30E-06,20,23,,
1.30E-06,27,25,,
1.40E-06,19,24,,
1.40E-06,8,23,,
5.78E-05,21,22,,
1.40E-06,4,24,,
1.30E-06,1,23,,
1.40E-06,7,22,,
1.30E-06,8,22,,
1.30E-06,8,22,,
1.30E-06,15,21,,
1.30E-06,11,20,,
1.30E-06,15,20,,
1.30E-06,31,19,,
1.30E-06,29,19,,
1.40E-06,12,25,,
1.50E-06,13,24,,
1.30E-06,5,28,,
1.30E-06,28,28,,
1.40E-06,20,27,,
1.30E-06,34,26,,
1.30E-06,14,28,,
1.30E-06,13,28,,
1.30E-06,18,27,,
1.40E-06,16,26,,
1.30E-06,15,25,,
1.30E-06,20,29,,
1.30E-06,31,30,,
1.30E-06,31,31,,
1.40E-06,16,30,,
1.40E-06,35,29,,
1.30E-06,34,28,,
1.30E-06,5,28,,
1.30E-06,11,27,,
7.46E-05,10,28,,
1.40E-06,11,27,,
1.30E-06,27,26,,
1.40E-06,14,29,,
1.30E-06,6,29,,
1.30E-06,2,29,,
1.30E-06,14,30,,
1.30E-06,15,29,,
1.30E-06,4,31,,
1.30E-06,5,30,,
1.40E-06,15,29,,
1.30E-06,33,28,,
1.30E-06,21,31,,
1.30E-06,33,30,,
1.30E-06,11,29,,
1.30E-06,32,28,,
1.30E-06,9,27,,
6.90E-05,3,26,,
1.40E-06,19,27,,
1.40E-06,6,26,,
1.30E-06,30,26,,
1.30E-06,16,26,,
1.40E-06,34,25,,
1.30E-06,27,25,,
1.30E-06,11,24,,
1.30E-06,14,26,,
1.30E-06,17,26,,
1.40E-06,8,25,,
1.30E-06,11,27,,
1.30E-06,30,26,,
1.30E-06,21,26,,
1.40E-06,33,25,,
1.30E-06,29,25,,
1.40E-06,33,24,,
1.40E-06,34,25,,
1.30E-06,35,27,,
1.20E-06,33,26,,
1.30E-06,29,26,,
1.40E-06,2,25,,
1.30E-06,23,26,,
1.40E-06,12,25,,
1.30E-06,16,24,,
1.30E-06,5,23,,
1.30E-06,16,24,,
1.30E-06,22,25,,
1.30E-06,24,24,,
1.30E-06,31,24,,
1.30E-06,24,23,,
1.30E-06,10,25,,
1.30E-06,31,25,,
1.30E-06,32,25,,
1.30E-06,23,24,,
1.50E-06,26,24,,
1.30E-06,22,25,,
1.30E-06,4,24,,
1.30E-06,22,26,,
1.30E-06,33,25,,
1.30E-06,7,24,,
1.40E-06,14,25,,
1.30E-06,3,24,,
1.40E-06,26,23,,
1.40E-06,23,22,,
2.40E-06,3,22,,
1.70E-06,17,23,,
1.70E-06,18,23,,
1.70E-06,24,23,,
1.60E-06,27,23,,
1.40E-06,30,23,,
1.30E-06,30,24,,
1.30E-06,21,25,,
1.30E-06,7,24,,
2.00E-06,15,24,,
1.30E-06,6,23,,
1.30E-06,26,23,,
1.30E-06,19,24,,
1.30E-06,21,24,,
6.86E-05,32,23,,
1.40E-06,20,22,,
1.30E-06,16,21,,
1.30E-06,20,20,,
1.30E-06,31,19,,
1.30E-06,22,20,,
1.30E-06,7,20,,
1.20E-06,9,20,,
1.30E-06,25,19,,
4.90E-06,23,21,,
1.40E-06,7,23,,
1.30E-06,19,23,,
1.30E-06,8,23,,
1.30E-06,23,23,,
1.30E-06,26,22,,
1.30E-06,24,21,,
1.30E-06,15,21,,
1.30E-06,17,21,,
1.30E-06,4,20,,
1.30E-06,34,20,,
1.30E-06,18,20,,
1.30E-06,11,19,,
1.30E-06,2,22,,
1.30E-06,14,21,,
1.30E-06,10,20,,
1.30E-06,17,20,,
1.30E-06,8,19,,
1.30E-06,3,18,,
4.38E-05,19,17,,
1.30E-06,18,21,,
1.40E-06,11,23,,
1.30E-06,5,22,,
2.10E-06,15,22,,
1.60E-06,6,21,,
2.10E-06,26,20,,
2.30E-06,26,21,,
1.70E-06,20,20,,
2.50E-06,7,19,,
1.90E-06,7,19,,
2.00E-06,1,20,,
4.98E-05,7,19,,
1.40E-06,23,20,,
1.30E-06,32,19,,
2.40E-06,19,18,,
1.40E-06,28,20,,
1.30E-06,33,19,,
1.40E-06,14,18,,
2.20E-06,31,19,,
1.60E-06,25,18,,
2.30E-06,3,18,,
1.80E-06,24,22,,
2.00E-06,24,22,,
2.00E-06,35,21,,
1.80E-06,8,20,,
1.80E-06,12,20,,
1.90E-06,33,19,,
1.70E-06,22,19,,
2.20E-06,10,19,,
2.10E-06,15,20,,
2.10E-06,32,21,,
2.30E-06,15,22,,
2.40E-06,21,21,,
2.40E-06,30,22,,
1.80E-06,30,21,,
1.90E-06,31,20,,
1.60E-06,9,19,,
2.10E-06,9,18,,
2.30E-06,19,20,,
1.80E-06,6,19,,
2.30E-06,30,19,,
2.90E-06,6,22,,
2.30E-06,16,21,,
1.40E-06,20,22,,
1.40E-06,28,22,,
1.80E-06,19,21,,
1.40E-06,31,22,,
1.40E-06,19,21,,
1.30E-06,28,20,,
1.40E-06,28,20,,
1.30E-06,34,21,,
1.40E-06,2,20,,
1.40E-06,11,22,,
1.40E-06,9,21,,
1.30E-06,19,20,,
1.40E-06,15,23,,
