cas operacie,cislo,index prvku,dlzka zoznamu,
3e-07,95,13,210,
8e-07,91,78,206,
4e-07,93,32,204,
6e-07,93,45,200,
2.1e-06,93,146,190,
4e-07,93,38,194,
1.7e-06,93,174,197,
4e-07,95,27,184,
1.5e-06,94,171,183,
9e-07,92,101,187,
5e-07,92,41,183,
3e-07,92,17,171,
1e-06,94,109,171,
8e-07,92,87,170,
9e-07,91,93,164,
6e-07,95,61,156,
1e-06,93,125,153,
1e-06,93,123,153,
9e-07,92,96,151,
7e-07,92,77,150,
9e-07,92,96,149,
1.1e-06,91,113,149,
5e-07,94,34,153,
4e-07,94,31,156,
9e-07,93,106,156,
7e-07,94,73,160,
1e-07,93,6,160,
8e-07,93,102,165,
9e-07,94,109,165,
2e-07,91,11,171,
4e-07,93,41,172,
8e-07,95,87,171,
7e-07,93,68,155,
8e-07,95,92,154,
1.3e-06,94,151,159,
8e-07,95,93,162,
1.1e-06,92,121,154,
1e-06,93,123,155,
7e-07,94,80,160,
9e-07,95,98,160,
3e-07,91,22,163,
1.3e-06,92,152,156,
4e-07,91,25,149,
8e-07,92,90,144,
7e-07,95,64,149,
9e-07,93,99,135,
7e-07,95,59,139,
7e-07,94,88,140,
8e-07,93,83,156,
1.3e-06,94,151,158,
1.2e-06,94,150,167,
1.2e-06,91,141,168,
4e-07,91,39,165,
8e-07,93,79,162,
1.2e-06,93,129,165,
3e-07,93,26,166,
1.4e-06,91,160,170,
2e-07,95,10,172,
1.4e-06,92,171,173,
7e-07,94,76,171,
7e-07,95,71,164,
6e-07,95,54,163,
2e-07,95,5,162,
3e-07,94,26,166,
1e-06,95,112,175,
1.1e-06,95,129,186,
8e-07,95,94,195,
8e-07,92,89,204,
1.2e-06,94,143,204,
4e-07,94,34,197,
7e-07,93,83,199,
5e-07,93,42,204,
9e-07,92,108,212,
1.6e-06,93,201,214,
1.6e-06,94,193,224,
2e-07,91,12,231,
9e-07,95,103,229,
1.6e-06,92,197,233,
1.7e-06,94,219,234,
9e-07,94,78,235,
7e-07,92,68,232,
1.2e-06,92,132,234,
1.1e-06,92,113,234,
3e-07,92,26,233,
1.6e-06,95,184,240,
4e-07,94,30,241,
1.8e-06,93,206,242,
3e-07,93,16,241,
5e-07,91,49,246,
3e-07,93,19,249,
1.3e-06,91,133,261,
6e-07,91,41,265,
1.8e-06,94,196,259,
2e-06,94,239,262,
9e-07,91,74,267,
3e-07,91,21,261,
8e-07,92,60,263,
1.2e-06,95,115,262,
1.2e-06,92,123,253,
7e-07,91,73,251,
1.3e-06,92,135,251,
1.3e-06,92,148,252,
5e-07,94,43,241,
1.7e-06,91,218,241,
7e-07,91,71,241,
1.8e-06,92,220,241,
9e-07,94,105,245,
3e-07,92,17,244,
1.5e-06,94,187,237,
4e-07,94,30,233,
1.1e-06,94,125,220,
1e-06,93,110,221,
9e-07,94,103,220,
1.1e-06,94,130,220,
1.1e-06,91,134,223,
1.3e-06,95,152,247,
1.5e-06,91,188,245,
1.7e-06,91,221,225,
3e-07,94,20,223,
4e-07,92,38,222,
9e-07,93,97,227,
1e-06,95,109,230,
1.3e-06,95,158,226,
3e-07,95,33,230,
2e-07,91,8,232,
5e-07,91,50,220,
1.4e-06,94,174,221,
2e-07,95,14,222,
1.8e-06,91,211,222,
1.6e-06,92,182,223,
6e-06,91,78,222,
9e-07,93,78,222,
2e-07,92,6,208,
9e-07,94,84,218,
8e-07,93,78,216,
2e-07,92,13,217,
1.2e-06,92,130,217,
3e-07,95,16,226,
4e-07,94,28,231,
2e-06,91,222,234,
1.5e-06,93,167,236,
1.8e-06,95,216,251,
4e-07,94,20,244,
1.9e-06,95,228,242,
1.6e-06,92,188,235,
1.8e-06,91,219,242,
1.8e-06,95,214,247,
1.3e-06,95,149,258,
1.8e-06,95,231,252,
1e-06,95,106,253,
5e-07,94,57,250,
9e-07,92,81,256,
1.4e-06,94,173,259,
5e-07,94,45,269,
1.3e-06,94,147,268,
1e-06,94,96,264,
1.6e-06,95,172,261,
1.4e-06,91,160,259,
1.9e-06,94,232,273,
1.4e-06,94,168,279,
6e-07,91,53,278,
6e-07,92,59,279,
4e-07,94,30,264,
9e-07,95,94,267,
1.5e-06,91,178,272,
1.1e-06,93,127,274,
1.9e-06,93,225,272,
3e-07,95,17,265,
1e-06,92,121,259,
1.4e-06,92,170,255,
1.8e-06,95,239,253,
1.6e-06,92,201,257,
1.9e-06,92,231,260,
6e-07,94,60,259,
1.8e-06,91,216,250,
9e-07,92,104,248,
3e-07,92,20,249,
1e-06,92,114,251,
1.1e-06,92,126,244,
1.7e-06,92,205,244,
1.4e-06,92,118,242,
1.5e-06,93,170,244,
5e-07,94,36,246,
1.7e-06,93,208,234,
4e-07,93,24,225,
3e-07,92,13,222,
1.6e-06,91,191,221,
9e-07,91,103,221,
9e-07,93,91,220,
7e-07,92,70,219,
6e-07,94,64,215,
3e-07,92,17,212,
9e-07,95,91,212,
1e-06,95,105,217,
3e-07,94,19,220,
1.5e-06,94,183,223,
1.7e-06,95,218,223,
4e-07,94,45,222,
9e-07,92,116,225,
1.3e-06,92,157,222,
1.2e-06,94,134,225,
6e-07,92,61,225,
3e-07,91,19,226,
1.8e-06,94,219,228,
3e-07,95,19,230,
4e-07,91,34,235,
5e-07,95,52,234,
9e-07,93,90,231,
6e-07,91,61,233,
2e-07,91,1,226,
1.3e-06,95,160,232,
1.1e-06,92,123,228,
1.2e-06,94,135,218,
4e-07,92,43,218,
1.3e-06,94,161,218,
3.2e-06,95,170,220,
7e-07,94,69,226,
1.7e-06,91,221,224,
1.7e-06,93,215,222,
5e-07,94,51,224,
4e-07,91,40,228,
7e-07,92,68,227,
1.6e-06,95,207,225,
1e-06,93,120,229,
2e-07,93,8,232,
6e-07,91,56,219,
2e-07,94,1,215,
1.1e-06,94,123,214,
1.4e-06,95,168,216,
1.7e-06,92,208,222,
1e-06,94,117,221,
7e-07,92,59,221,
1.1e-06,93,111,225,
1.3e-06,95,158,226,
1.5e-06,95,131,226,
2.1e-06,91,225,233,
5e-07,94,48,224,
3e-07,93,26,214,
1.4e-06,95,187,212,
9e-07,93,112,214,
6e-07,92,58,208,
4e-07,91,29,203,
1.6e-06,91,185,199,
1.5e-06,92,187,198,
1.5e-06,94,177,199,
1.6e-06,92,197,200,
4e-07,94,31,201,
2e-07,95,8,200,
1.6e-06,92,204,209,
1.6e-06,91,197,205,
1.2e-06,95,138,206,
8e-07,95,91,207,
1.1e-06,92,138,210,
1.7e-06,94,202,209,
1.2e-06,93,130,204,
1.5e-06,95,176,202,
8e-07,93,80,199,
5e-07,92,42,196,
1.1e-06,95,112,203,
1.1e-06,95,115,198,
1.6e-06,95,189,197,
7e-07,92,61,194,
1.3e-06,93,149,194,
9e-07,94,94,196,
2e-07,93,14,200,
1e-06,95,115,203,
1.3e-06,92,151,207,
1.3e-06,92,151,211,
5e-07,91,44,211,
5e-07,92,51,211,
1.2e-06,94,140,205,
1e-06,94,113,205,
5e-07,95,44,207,
4e-07,94,27,209,
7e-07,91,68,211,
6e-07,95,64,218,
1.6e-06,94,210,218,
1.3e-06,95,155,214,
1.3e-06,91,145,214,
1.2e-06,91,148,216,
1.5e-06,94,180,217,
1.2e-06,94,139,222,
1.5e-06,91,180,214,
5e-07,91,56,224,
1.7e-06,93,206,235,
2e-07,94,12,237,
6e-07,94,52,235,
1.5e-06,93,188,233,
1.6e-06,91,197,234,
1.5e-06,95,184,231,
1.6e-06,91,201,230,
1.2e-06,95,137,229,
1e-06,93,124,201,
1.4e-06,93,176,202,
1.5e-06,91,178,210,
1e-06,93,101,224,
9e-07,95,111,227,
1.7e-06,91,209,226,
5e-07,95,43,230,
1.7e-06,94,213,235,
1.7e-06,94,216,232,
1.1e-06,94,132,225,
3e-07,93,21,227,
1.3e-06,95,158,227,
1e-06,93,101,220,
1.3e-06,92,161,223,
1.7e-06,94,220,225,
1e-07,94,5,218,
5e-07,94,50,230,
1.7e-06,93,216,240,
8e-07,94,88,248,
8e-07,94,81,247,
1.9e-06,95,244,247,
4e-07,94,47,242,
1.5e-06,95,189,243,
3e-07,95,22,236,
1.3e-06,91,169,239,
1.5e-06,92,193,238,
4e-07,94,32,239,
1.6e-06,93,193,238,
8e-07,93,83,241,
1.5e-06,94,194,233,
6e-07,95,52,231,
9e-07,92,91,227,
1.7e-06,91,214,233,
1.2e-06,91,131,223,
1.1e-06,94,116,227,
2e-07,94,11,204,
1.4e-06,93,144,206,
1.2e-06,94,138,199,
1.1e-06,92,114,200,
1.1e-06,91,115,187,
7e-07,92,69,191,
8e-07,91,84,190,
1e-06,91,98,184,
8e-07,94,68,179,
7e-07,92,68,185,
1.2e-06,95,142,183,
5e-07,91,43,184,
6e-07,94,59,184,
3e-07,95,15,177,
1e-06,95,118,176,
4e-07,93,33,174,
3e-07,92,27,172,
1.1e-06,95,99,164,
1.1e-06,95,133,140,
1.2e-06,95,140,143,
9e-07,93,97,141,
7e-07,95,64,141,
7e-07,95,74,142,
4e-07,91,46,143,
3e-07,95,26,144,
8e-07,91,96,148,
5e-07,93,54,151,
6e-07,94,59,152,
3e-07,95,12,147,
4e-07,95,42,151,
5e-07,93,42,149,
1.1e-06,95,122,148,
8e-07,95,88,150,
9e-07,93,111,144,
1e-06,94,124,143,
1.2e-06,91,133,142,
6e-07,93,59,145,
2e-07,94,6,140,
4e-07,91,24,142,
4e-07,95,41,136,
1e-06,92,104,138,
1e-06,94,108,141,
6e-07,95,60,142,
9e-07,91,88,141,
2e-07,95,14,150,
1e-07,94,1,150,
8e-07,95,93,150,
4e-07,94,30,155,
4e-07,92,40,154,
8e-07,95,85,151,
6e-07,93,56,150,
9e-07,92,97,147,
8e-07,94,82,136,
4e-07,92,27,132,
6e-07,95,65,119,
3e-07,95,21,120,
3e-07,94,21,123,
5e-07,93,52,121,
1e-07,93,2,117,
1e-07,93,2,117,
9e-07,91,108,119,
7e-07,94,85,130,
9e-07,94,99,128,
2e-07,95,11,137,
9e-07,91,107,137,
7e-07,91,81,133,
3e-07,95,20,126,
3e-07,91,17,115,
8e-07,94,87,118,
9e-07,94,103,112,
3e-07,92,26,107,
7e-07,93,71,106,
3e-07,92,23,110,
6e-07,92,66,110,
7e-07,92,90,101,
7e-07,95,70,101,
3e-07,92,13,104,
3e-07,91,25,103,
6e-07,94,66,104,
4e-07,91,30,101,
1e-07,92,5,103,
4e-07,94,34,100,
7e-07,91,75,103,
6e-07,95,71,104,
6e-07,91,44,102,
6e-07,93,51,104,
3e-07,95,23,108,
5e-07,95,51,98,
6e-07,91,60,98,
5e-07,92,61,95,
3e-07,95,20,91,
7e-07,93,78,88,
6e-07,94,63,94,
7e-07,95,86,97,
3e-07,93,22,98,
7e-07,95,74,97,
4e-07,92,39,94,
2e-07,93,8,106,
3e-07,93,33,108,
3e-07,93,30,101,
9e-07,94,107,109,
7e-07,93,79,112,
2e-07,94,8,130,
1e-06,93,128,132,
8e-07,93,83,142,
2e-07,92,16,146,
7e-07,93,78,144,
9e-07,91,106,141,
6e-07,91,69,141,
9e-07,92,111,145,
2e-07,94,12,147,
1.1e-06,92,116,133,
1e-06,91,119,132,
3e-07,94,27,127,
2e-07,94,17,123,
1e-06,95,114,119,
5e-07,95,58,123,
6e-07,91,64,112,
6e-07,93,53,112,
2e-07,95,3,107,
7e-07,92,80,111,
5e-07,91,55,107,
8e-07,92,84,101,
8e-07,93,84,96,
2e-07,94,12,107,
7e-07,93,86,106,
6e-07,93,72,107,
4e-07,93,35,107,
4e-07,95,35,99,
5e-07,94,60,118,
3e-07,95,26,105,
3e-07,93,30,92,
4e-07,93,34,78,
5e-07,92,52,79,
5e-07,91,56,72,
6e-07,94,57,69,
3e-07,94,23,73,
1e-07,93,9,68,
6e-07,93,52,65,
5e-07,91,57,64,
4e-07,92,42,60,
5e-07,92,38,61,
2e-07,92,21,54,
4e-07,93,40,52,
4e-07,94,34,52,
2e-07,94,7,55,
2e-07,93,11,55,
2e-07,91,7,49,
1e-07,93,2,38,
2e-07,93,8,36,
2e-07,92,15,37,
3e-07,91,27,37,
1e-07,95,3,30,
1e-07,94,3,37,
4e-07,92,31,34,
1e-07,95,11,28,
2e-07,94,14,28,
3e-07,94,19,24,
3e-07,95,17,24,
3e-07,95,18,20,
1e-07,94,3,20,
1e-07,92,1,24,
3e-07,93,13,26,
2e-07,92,7,16,
2e-07,94,4,17,
2e-07,93,5,13,
2e-07,94,11,16,
2e-07,92,13,26,
2e-07,95,15,27,
3e-07,94,20,29,
2e-07,91,7,35,
4e-07,94,34,38,
3e-07,91,21,37,
2e-07,92,9,38,
3e-07,94,23,36,
2e-07,95,7,31,
4e-07,95,29,32,
3e-07,93,22,29,
2e-07,91,7,29,
1e-07,93,11,29,
2e-07,95,13,30,
1e-07,92,0,32,
4e-07,94,36,39,
3e-07,94,35,38,
1e-07,93,3,38,
4e-07,94,33,38,
2e-07,94,13,40,
2e-07,93,22,49,
3e-07,94,24,48,
3e-07,92,21,52,
3e-07,91,22,51,
2e-07,91,7,56,
2e-07,94,5,48,
2e-07,95,7,40,
3e-07,92,28,38,
4e-07,92,43,50,
1e-07,92,5,47,
4e-07,91,38,48,
2e-07,94,11,42,
4e-07,95,31,44,
2e-07,94,13,46,
4e-07,91,50,52,
3e-07,95,32,48,
1e-07,94,1,41,
3e-07,92,24,48,
4e-07,95,29,54,
2e-07,92,20,63,
2e-07,94,11,74,
4e-07,93,25,75,
2e-07,93,8,78,
2e-07,93,5,81,
6e-07,93,70,78,
5e-07,95,53,58,
4e-07,93,39,62,
4e-07,92,53,76,
4e-07,93,37,83,
4e-07,91,54,68,
3e-07,92,38,69,
2e-07,93,16,59,
5e-07,94,48,56,
1e-07,93,2,61,
1e-07,95,3,56,
5e-07,94,56,60,
2e-07,93,21,54,
3e-07,95,30,55,
4e-07,94,32,56,
4e-07,94,45,61,
4e-07,95,36,64,
3e-07,92,29,59,
4e-07,94,38,56,
4e-07,91,38,55,
2e-07,91,12,56,
2e-07,95,19,40,
4e-07,93,36,45,
3e-07,93,22,34,
2e-07,93,19,29,
3e-07,92,19,26,
3e-07,91,15,25,
1e-07,93,3,9,
1e-07,95,0,2,
1e-07,95,3,6,
1e-07,95,1,7,
2e-07,93,9,14,
1e-07,95,3,8,
1e-07,95,8,11,
2e-07,91,10,16,
3e-07,92,13,17,
2e-07,93,9,17,
1e-07,92,3,12,
1e-07,95,2,11,
2e-07,92,8,12,
2e-07,91,4,12,
1e-07,91,4,24,
2e-07,91,3,9,
1e-07,92,4,9,
1e-07,95,1,5,
1e-07,91,1,6,
2e-07,92,4,6,
2e-07,91,8,11,
2e-07,93,3,18,
1e-07,93,0,15,
1e-07,95,5,10,
1e-07,95,0,3,
1e-07,94,0,7,
1e-07,95,2,4,
1e-07,94,0,2,
1e-07,94,1,3,
1e-07,91,1,5,
1e-07,91,3,5,
2e-07,92,0,3,
2e-07,94,0,1,
1e-07,91,0,1,
1e-07,94,0,2,
2e-07,92,1,6,
2e-07,94,3,11,
1e-07,94,5,11,
2e-07,92,4,15,
1e-07,94,7,9,
1e-07,95,8,10,
1e-07,93,2,16,
2e-07,91,14,16,
1e-07,95,5,8,
2e-07,91,8,10,
1e-07,93,1,5,
1e-07,92,2,7,
1e-07,93,6,11,
2e-07,92,3,12,
3e-07,93,16,31,
2e-07,95,10,14,
1e-07,91,2,13,
1e-07,94,3,12,
1e-07,94,3,10,
1e-07,95,2,10,
2e-07,92,1,16,
2e-07,91,8,19,
2e-07,91,11,20,
2e-07,93,7,22,
2e-07,92,0,10,
1e-07,95,4,10,
1e-07,92,2,11,
1e-07,93,3,8,
2e-07,94,1,6,
1e-07,92,0,3,
2e-07,95,7,9,
2e-07,91,4,8,
1e-07,94,0,5,
1e-07,92,1,3,
1e-07,91,0,1,
1e-07,91,0,3,
1e-07,93,1,7,
2e-07,95,2,5,
1e-07,91,3,5,
2e-07,94,0,2,
2e-07,91,2,10,
1e-07,92,7,11,
1e-07,94,1,4,
1e-07,91,2,6,
1e-07,93,0,1,
2e-07,94,1,4,
1e-07,95,2,5,
2e-07,92,1,3,
1e-07,91,0,1,
1e-07,91,2,8,
1e-07,91,8,10,
2e-07,93,10,13,
1e-07,93,5,7,
2e-07,91,1,12,
2e-07,93,10,18,
2e-07,95,8,24,
2e-07,92,15,21,
2e-07,93,5,8,
2e-07,92,0,1,
2e-07,94,12,20,
1e-07,91,7,22,
1e-07,93,8,21,
2e-07,92,10,12,
2e-07,93,7,15,
2e-07,92,17,22,
1e-07,92,0,22,
3e-07,92,27,36,
2e-07,94,10,36,
3e-07,95,23,39,
2e-07,92,20,44,
1e-07,94,0,43,
2e-07,91,13,44,
3e-07,95,26,45,
3e-07,92,19,44,
4e-07,94,21,43,
4e-07,93,38,47,
1e-07,93,0,47,
2e-07,94,9,47,
3e-07,94,31,50,
3e-07,93,26,48,
3e-07,94,27,50,
2e-07,94,4,52,
2e-07,94,12,62,
4e-07,91,41,56,
2e-07,95,13,58,
4e-07,93,41,55,
4e-07,93,34,46,
4e-07,92,46,54,
3e-07,94,26,56,
4e-07,95,35,56,
1e-07,93,11,54,
2e-07,91,5,51,
1e-07,92,2,50,
3e-07,94,31,48,
4e-07,95,37,47,
4e-07,92,34,44,
2e-07,94,13,40,
3e-07,93,32,37,
2e-07,92,9,39,
1e-07,92,0,37,
1e-07,95,2,39,
3e-07,95,33,38,
4e-07,94,39,45,
4e-07,91,40,47,
2e-07,94,16,45,
3e-07,92,25,42,
2e-07,92,8,62,
2e-07,93,11,58,
5e-07,95,47,54,
4e-07,94,33,53,
4e-07,94,47,55,
4e-07,94,52,56,
1e-07,95,0,48,
2e-07,93,18,48,
1e-07,93,1,56,
2e-07,95,13,63,
3e-07,93,25,53,
1e-07,95,0,44,
1e-07,95,0,42,
1e-07,95,2,39,
2e-07,92,0,54,
1e-07,94,6,52,
2e-07,94,26,51,
3e-07,93,28,50,
3e-07,95,37,48,
2e-07,92,18,50,
2e-07,95,16,52,
2e-07,94,6,45,
4e-07,91,31,46,
2e-07,91,8,37,
1e-07,94,7,37,
1e-07,92,8,32,
2e-07,92,23,39,
3e-07,92,30,41,
2e-07,95,25,38,
1e-07,94,8,38,
2e-07,92,14,23,
2e-07,92,9,15,
2e-07,94,0,15,
1e-07,94,2,5,
1e-07,93,0,2,
2e-07,92,1,4,
1e-07,92,0,2,
2e-07,93,5,13,
2e-07,92,5,14,
1e-07,92,3,5,
2e-07,94,10,12,
1e-07,94,5,16,
1e-07,93,1,19,
3e-07,94,18,20,
1e-07,95,1,5,
1e-07,91,0,2,
2e-07,95,0,3,
1e-07,91,1,18,
2e-07,93,14,22,
2e-07,95,15,21,
1e-07,93,11,22,
2e-07,94,11,16,
2e-07,94,12,19,
2e-07,91,6,19,
1e-07,95,1,15,
2e-07,93,0,9,
2e-07,94,10,12,
2e-07,91,8,11,
2e-07,94,7,11,
1e-07,95,4,7,
1e-07,93,8,12,
1e-07,93,2,14,
2e-07,94,11,14,
1e-07,91,12,20,
2e-07,92,18,24,
2e-07,91,6,23,
1e-07,93,10,22,
2e-07,93,12,25,
2e-07,92,19,22,
3e-07,94,18,27,
2e-07,95,1,26,
2e-07,91,14,25,
3e-07,95,26,32,
2e-07,92,13,32,
3e-07,95,14,29,
3e-07,93,18,27,
3e-07,93,20,34,
2e-07,93,7,32,
2e-07,94,14,31,
2e-07,94,12,27,
1e-07,95,5,28,
2e-07,94,15,27,
2e-07,91,16,22,
1e-07,92,0,28,
3e-07,95,23,26,
3e-07,92,29,39,
1e-07,91,8,35,
3e-07,95,26,29,
2e-07,92,12,29,
2e-07,93,8,30,
1e-07,95,6,31,
2e-07,93,13,54,
4e-07,94,49,58,
3e-07,92,22,56,
4e-07,92,42,58,
3e-07,91,30,57,
4e-07,92,40,69,
2e-07,91,17,59,
1e-07,94,1,57,
1e-07,95,4,59,
4e-07,95,39,61,
5e-07,94,46,62,
3e-07,93,27,67,
2e-07,93,12,52,
3e-07,92,37,59,
4e-07,93,33,60,
4e-07,95,43,62,
5e-07,93,54,59,
3e-07,95,15,63,
5e-07,95,52,80,
1e-07,95,11,80,
2e-07,92,14,81,
7e-07,95,85,87,
1e-07,92,7,85,
3e-07,94,20,90,
2e-07,95,14,95,
4e-07,94,27,96,
2e-07,91,14,99,
2e-07,91,14,97,
3e-07,93,18,99,
6e-07,92,75,103,
1e-07,91,9,98,
6e-07,94,75,86,
3e-07,91,21,85,
6.4e-06,94,49,90,
7e-07,93,85,93,
2e-07,95,3,85,
7e-07,91,85,87,
3e-07,93,27,89,
3e-07,93,30,62,
1e-07,94,5,62,
3e-07,94,25,60,
3e-07,93,21,61,
3e-07,93,25,71,
5e-07,95,49,66,
3e-07,93,21,53,
3e-07,92,23,48,
3e-07,95,23,44,
3e-07,92,26,48,
3e-07,92,22,52,
2e-07,91,10,58,
1e-07,92,0,55,
3e-07,92,17,48,
5e-07,91,50,54,
1e-07,93,5,53,
4e-07,91,38,50,
3e-07,92,22,44,
3e-07,95,28,50,
2e-07,92,10,47,
3e-07,94,25,45,
2e-07,95,17,44,
3e-07,93,22,48,
3e-07,92,34,51,
4e-07,94,35,55,
2e-07,91,12,57,
5e-07,95,48,58,
3e-07,91,25,57,
2e-07,91,11,51,
3e-07,93,28,53,
4e-07,95,42,47,
3e-07,91,35,47,
4e-07,95,31,50,
4e-07,94,41,51,
1e-07,94,9,51,
3e-07,91,31,44,
2e-07,95,25,48,
1e-07,92,10,43,
2e-07,94,9,40,
1e-07,93,0,22,
1e-07,92,2,18,
1e-07,92,5,22,
2e-07,91,13,30,
2e-07,92,6,27,
3e-07,92,20,28,
2e-07,91,13,32,
3e-07,91,28,40,
4e-07,91,35,38,
3e-07,95,19,37,
2e-07,94,4,30,
1e-07,95,0,29,
1e-07,93,8,29,
1e-07,92,9,22,
1e-07,92,4,22,
3e-07,92,22,29,
3e-07,92,23,34,
3e-07,92,23,35,
3e-07,92,26,32,
2e-07,91,15,26,
3e-07,91,16,37,
3e-07,92,27,34,
2e-07,91,19,37,
2e-07,93,6,33,
2e-07,94,14,32,
1e-07,91,4,30,
2e-07,95,11,27,
2e-07,93,20,25,
1e-07,95,6,33,
2e-07,92,18,41,
2e-07,92,10,41,
2e-07,93,25,33,
3e-07,95,17,30,
3e-07,92,19,38,
2e-07,95,13,38,
2e-07,91,3,36,
2e-07,94,9,34,
2e-07,94,11,30,
1e-07,93,2,34,
3e-07,94,31,33,
2e-07,94,14,41,
2e-07,91,17,42,
2e-07,93,13,28,
1e-07,91,6,17,
2e-07,91,13,29,
2e-07,91,4,20,
2e-07,94,12,20,
2e-07,93,11,22,
2e-07,93,12,24,
3e-07,93,20,29,
2e-07,91,9,17,
2e-07,94,6,13,
2e-07,93,10,12,
1e-07,93,6,22,
1e-07,92,2,12,
2e-07,91,9,16,
2e-07,93,16,18,
1e-07,94,4,21,
3e-07,92,25,27,
3e-07,92,38,45,
2e-07,93,21,46,
3e-07,92,38,46,
3e-07,93,33,53,
3e-07,95,28,56,
4e-07,94,57,60,
3e-07,91,26,54,
4e-07,93,35,61,
2e-07,91,16,37,
4e-07,91,30,38,
3e-07,91,15,36,
2e-07,94,11,41,
3e-07,95,31,42,
2e-07,95,15,41,
3e-07,92,25,48,
3e-07,91,30,48,
4e-07,92,43,48,
2e-07,93,5,44,
3e-07,93,20,48,
3e-07,94,23,47,
1e-07,95,2,48,
3e-07,94,35,51,
2e-07,95,7,49,
3e-07,92,25,44,
2e-07,92,21,44,
2e-07,95,6,44,
1e-07,91,2,36,
3e-07,91,30,38,
3e-07,95,23,29,
2e-07,91,10,33,
3e-07,94,19,32,
3e-07,91,27,36,
2e-07,91,5,36,
1e-07,92,2,38,
2e-07,95,14,30,
2e-07,95,26,30,
1e-07,93,4,27,
1e-07,95,2,33,
3e-07,93,16,31,
3e-07,93,28,33,
3e-07,91,34,40,
3e-07,93,28,39,
2e-07,93,14,37,
2e-07,92,18,35,
3e-07,94,21,40,
2e-07,95,5,38,
2e-07,95,27,41,
3e-07,92,25,35,
2e-07,94,11,33,
2e-07,93,7,33,
2e-07,95,14,32,
1e-07,95,3,19,
1e-07,92,3,13,
2e-07,93,10,14,
1e-07,95,2,6,
1e-07,95,1,6,
1e-07,92,1,9,
2e-07,93,5,9,
2e-07,95,9,14,
2e-07,92,11,18,
2e-07,92,12,18,
2e-07,93,5,20,
2e-07,91,12,21,
2e-07,93,18,26,
3e-07,94,19,24,
1e-07,94,4,34,
1e-07,91,9,35,
3e-07,95,28,37,
2e-07,95,9,42,
3e-07,94,28,40,
1e-07,95,2,56,
3e-07,95,29,55,
3e-07,92,29,52,
3e-07,95,23,48,
3e-07,91,30,55,
4e-07,92,39,58,
4e-07,91,48,58,
1e-07,94,4,72,
3e-07,91,37,74,
3e-07,92,39,74,
5e-07,91,46,74,
2e-07,91,10,84,
6e-07,93,63,80,
5e-07,94,46,91,
4e-07,94,44,84,
3e-07,95,13,86,
3e-07,91,13,89,
7e-07,94,67,90,
4e-07,91,38,84,
3e-07,95,22,93,
4e-07,92,38,93,
2e-07,92,16,102,
7e-07,95,77,110,
7e-07,91,89,103,
8e-07,91,98,119,
8e-07,91,83,115,
2e-07,91,12,112,
5e-07,91,45,114,
1e-06,93,105,111,
6e-07,94,70,108,
8e-07,95,101,109,
7e-07,91,86,117,
8e-07,93,90,120,
1e-07,95,3,118,
6e-07,93,58,113,
9e-07,91,102,118,
8e-07,92,83,120,
9e-07,93,104,121,
6e-07,93,66,125,
3e-07,95,30,119,
6e-07,94,70,123,
1e-06,92,120,128,
8e-07,93,102,119,
7e-07,94,81,121,
9e-07,92,99,121,
9e-07,93,101,127,
7e-07,94,84,127,
2e-07,92,19,117,
6e-07,95,56,117,
2e-07,91,8,107,
2e-07,94,2,105,
4e-07,91,39,100,
7e-07,91,78,100,
2e-07,93,13,109,
2e-07,95,3,114,
4e-07,93,45,117,
8e-07,94,86,119,
2e-07,93,8,116,
2e-07,95,10,113,
2e-07,95,10,110,
2e-07,93,11,107,
8e-07,91,92,107,
8e-07,92,92,107,
2e-07,91,12,104,
1e-07,91,4,106,
9e-07,93,95,107,
4e-07,94,33,112,
5e-07,94,61,101,
7e-07,92,63,103,
6e-07,91,58,124,
2e-07,92,6,138,
9e-07,94,110,138,
7e-07,94,65,139,
8e-07,92,90,148,
3e-07,91,19,147,
5e-07,95,44,144,
1e-06,94,116,149,
2e-07,94,12,148,
8e-07,95,82,151,
2e-07,95,13,149,
1e-07,92,9,146,
1.2e-06,95,70,149,
6e-07,94,65,150,
1.1e-06,93,134,157,
6e-07,95,55,164,
6e-07,92,71,162,
7e-07,92,83,166,
1e-06,94,119,164,
2e-07,92,13,162,
6e-07,92,61,149,
9e-07,94,109,151,
1.1e-06,95,123,149,
9e-07,92,94,150,
6e-07,93,65,151,
6e-07,92,56,150,
6e-07,93,57,151,
1.2e-06,94,147,151,
7e-07,93,74,144,
7e-07,93,64,139,
2e-07,94,15,142,
8e-07,93,86,139,
3e-07,95,29,140,
1e-06,95,127,134,
1e-06,95,128,134,
9e-07,94,105,134,
9e-07,93,93,132,
2e-07,95,9,132,
6e-07,92,67,140,
5e-07,92,45,141,
8e-07,93,106,142,
3e-07,91,29,137,
9e-07,91,100,139,
1e-06,95,111,137,
5e-07,92,38,136,
1e-06,92,114,134,
8e-07,93,90,139,
5e-07,92,40,140,
8e-07,91,95,131,
6e-07,95,64,121,
7e-07,95,78,125,
8e-07,91,103,125,
3e-07,92,23,129,
5e-07,95,44,131,
7e-07,92,86,137,
6e-07,95,55,138,
9e-07,95,114,138,
1e-06,94,120,134,
4e-07,92,37,126,
8e-07,92,100,123,
9e-07,93,104,118,
7e-07,91,82,123,
5e-07,93,35,125,
8e-07,92,88,131,
6e-07,94,62,131,
1e-06,92,121,134,
