cas operacie,index prvku,dlzka zoznamu,
6e-07,56,56,
6e-07,54,54,
6e-07,54,54,
7e-07,55,55,
6e-07,54,54,
6e-07,53,53,
6e-07,52,52,
6e-07,53,53,
6e-07,52,52,
6e-07,48,48,
5e-07,49,49,
6e-07,46,46,
6e-07,45,45,
6e-07,49,49,
6e-07,49,49,
6e-07,49,49,
6e-07,49,49,
6e-07,45,45,
5e-07,45,45,
5e-07,45,45,
6e-07,46,46,
5e-07,45,45,
5e-07,44,44,
6e-07,47,47,
7e-07,55,55,
5e-07,53,53,
6e-07,55,55,
6e-07,55,55,
7e-07,59,59,
6e-07,59,59,
7e-07,62,62,
6e-07,68,68,
7e-07,68,68,
7e-07,67,67,
7e-07,66,66,
7e-07,66,66,
7e-07,66,66,
7e-07,67,67,
7e-07,66,66,
7e-07,65,65,
7e-07,64,64,
7e-07,63,63,
6e-07,62,62,
7e-07,69,69,
7e-07,70,70,
7e-07,71,71,
8e-07,70,70,
7e-07,69,69,
7e-07,67,67,
6e-07,66,66,
7e-07,68,68,
7e-07,67,67,
7e-07,68,68,
7e-07,72,72,
7e-07,72,72,
7e-07,74,74,
8e-07,72,72,
7e-07,72,72,
8e-07,73,73,
8e-07,74,74,
7e-07,74,74,
7e-07,73,73,
7e-07,71,71,
8e-07,73,73,
7e-07,71,71,
7e-07,70,70,
7e-07,69,69,
7e-07,70,70,
7e-07,73,73,
8e-07,77,77,
7e-07,75,75,
7e-07,75,75,
8e-07,74,74,
7e-07,72,72,
7e-07,71,71,
7e-07,71,71,
6e-07,68,68,
7e-07,67,67,
7e-07,66,66,
7e-07,65,65,
7e-07,64,64,
6e-07,62,62,
7e-07,61,61,
7e-07,60,60,
7e-07,62,62,
3.3e-06,58,58,
7e-07,60,60,
7e-07,61,61,
6e-07,55,55,
6e-07,58,58,
6e-07,59,59,
6e-07,57,57,
6e-07,57,57,
6e-07,55,55,
5e-07,52,52,
6e-07,50,50,
6e-07,49,49,
5e-07,50,50,
5e-07,50,50,
6e-07,49,49,
5e-07,47,47,
6e-07,50,50,
6e-07,49,49,
6e-07,49,49,
6e-07,52,52,
5e-07,51,51,
6e-07,52,52,
6e-07,53,53,
5e-07,50,50,
6e-07,51,51,
6e-07,49,49,
6e-07,50,50,
7e-07,49,49,
1.6e-06,51,51,
8e-07,55,55,
6e-07,55,55,
8e-07,56,56,
8e-07,57,57,
7e-07,56,56,
8e-07,55,55,
7e-07,56,56,
8e-07,58,58,
8e-07,57,57,
7e-07,58,58,
8e-07,54,54,
8e-07,56,56,
6e-07,56,56,
7e-07,57,57,
8e-07,58,58,
7e-07,57,57,
9e-07,60,60,
7e-07,59,59,
8e-07,61,61,
8e-07,58,58,
8e-07,63,63,
7e-07,63,63,
8e-07,63,63,
8e-07,61,61,
7e-07,60,60,
7e-07,61,61,
7e-07,60,60,
7e-07,57,57,
9e-07,59,59,
9e-07,60,60,
8e-07,59,59,
8e-07,57,57,
8e-07,57,57,
7e-07,56,56,
8e-07,55,55,
7e-07,54,54,
7e-07,54,54,
7e-07,57,57,
1.1e-06,57,57,
9e-07,59,59,
7e-07,59,59,
8e-07,58,58,
8e-07,59,59,
7e-07,60,60,
8e-07,62,62,
8e-07,61,61,
8e-07,62,62,
8e-07,62,62,
8e-07,64,64,
7e-07,63,63,
8e-07,66,66,
9e-07,67,67,
8e-07,68,68,
8e-07,66,66,
8e-07,62,62,
8e-07,61,61,
8e-07,60,60,
7e-07,60,60,
8e-07,63,63,
8e-07,62,62,
7e-07,60,60,
7e-07,57,57,
8e-07,62,62,
8e-07,62,62,
7e-07,60,60,
8e-07,68,68,
8e-07,67,67,
8e-07,68,68,
8e-07,68,68,
8e-07,71,71,
8e-07,71,71,
8e-07,71,71,
8e-07,73,73,
8e-07,77,77,
9e-07,76,76,
9e-07,80,80,
8e-07,79,79,
9e-07,79,79,
1e-06,80,80,
8e-07,79,79,
9e-07,79,79,
1e-06,80,80,
9e-07,78,78,
8e-07,78,78,
9e-07,79,79,
8e-07,78,78,
8e-07,79,79,
8e-07,74,74,
1.1e-06,74,74,
9e-07,71,71,
8e-07,71,71,
9e-07,78,78,
7e-07,76,76,
9e-07,86,86,
9e-07,84,84,
1.3e-05,85,85,
8e-07,85,85,
8e-07,82,82,
7e-07,81,81,
8e-07,89,89,
8e-07,87,87,
8e-07,84,84,
8e-07,84,84,
1.1e-06,84,84,
8e-07,83,83,
1.3e-06,82,82,
8e-07,79,79,
1e-06,81,81,
9e-07,82,82,
8e-07,80,80,
7e-07,79,79,
9e-07,77,77,
8e-07,75,75,
7e-07,74,74,
8e-07,73,73,
7e-07,72,72,
8e-07,69,69,
7e-07,68,68,
7e-07,66,66,
7e-07,69,69,
6e-07,68,68,
7e-07,67,67,
7e-07,65,65,
6e-07,62,62,
7e-07,62,62,
6e-07,61,61,
6e-07,60,60,
6e-07,60,60,
7e-07,60,60,
7e-07,60,60,
7e-07,60,60,
6e-07,59,59,
6e-07,59,59,
6e-07,57,57,
6e-07,58,58,
6e-07,58,58,
6e-07,55,55,
6e-07,56,56,
7e-07,57,57,
7e-07,67,67,
7e-07,66,66,
6e-07,65,65,
6e-07,65,65,
6e-07,70,70,
7e-07,73,73,
7e-07,73,73,
7e-07,74,74,
7e-07,74,74,
7e-07,73,73,
7e-07,72,72,
7e-07,73,73,
7e-07,76,76,
7e-07,78,78,
8e-07,76,76,
7e-07,78,78,
7e-07,73,73,
8e-07,72,72,
7e-07,71,71,
7e-07,72,72,
6e-07,72,72,
7e-07,72,72,
7e-07,73,73,
7e-07,82,82,
8e-07,82,82,
7e-07,80,80,
7e-07,80,80,
7e-07,78,78,
8e-07,77,77,
8e-07,76,76,
7e-07,76,76,
7e-07,75,75,
7e-07,74,74,
8e-07,74,74,
7e-07,73,73,
7e-07,71,71,
7e-07,70,70,
7e-07,69,69,
7e-07,68,68,
8e-07,77,77,
8e-07,75,75,
7e-07,75,75,
7e-07,73,73,
7e-07,71,71,
7e-07,71,71,
7e-07,71,71,
7e-07,78,78,
8e-07,81,81,
7e-07,81,81,
8e-07,81,81,
9e-07,86,86,
7e-07,84,84,
8e-07,84,84,
8e-07,84,84,
8e-07,85,85,
8e-07,87,87,
8e-07,89,89,
9e-07,91,91,
8e-07,88,88,
8e-07,90,90,
8e-07,89,89,
8e-07,88,88,
8e-07,87,87,
7e-07,88,88,
8e-07,81,81,
8e-07,80,80,
8e-07,80,80,
8e-07,78,78,
7e-07,77,77,
8e-07,77,77,
7e-07,76,76,
8e-07,76,76,
8e-07,75,75,
8e-07,76,76,
7e-07,71,71,
8e-07,75,75,
7e-07,74,74,
7e-07,75,75,
7e-07,74,74,
7e-07,73,73,
7e-07,72,72,
7e-07,73,73,
7e-07,75,75,
7e-07,71,71,
7e-07,70,70,
8e-07,75,75,
7e-07,77,77,
8e-07,76,76,
8e-07,77,77,
8e-07,74,74,
7e-07,75,75,
7e-07,74,74,
7e-07,74,74,
8e-07,75,75,
7e-07,72,72,
8e-07,74,74,
7e-07,72,72,
8e-07,74,74,
8e-07,73,73,
7e-07,72,72,
7e-07,72,72,
8e-07,71,71,
8e-07,72,72,
7e-07,70,70,
7e-07,72,72,
7e-07,73,73,
7e-07,79,79,
7e-07,77,77,
8e-07,79,79,
7e-07,78,78,
7e-07,74,74,
7e-07,73,73,
7e-07,72,72,
6e-07,71,71,
7e-07,70,70,
7e-07,70,70,
7e-07,75,75,
7e-07,75,75,
8e-07,85,85,
8e-07,84,84,
8e-07,87,87,
8e-07,82,82,
8e-07,80,80,
1e-06,79,79,
7e-07,81,81,
8e-07,79,79,
7e-07,77,77,
7e-07,78,78,
7e-07,81,81,
8e-07,82,82,
8e-07,82,82,
8e-07,82,82,
8e-07,83,83,
8e-07,83,83,
8e-07,85,85,
7e-07,84,84,
9e-07,85,85,
9e-07,87,87,
8e-07,86,86,
8e-07,89,89,
8e-07,90,90,
8e-07,91,91,
8e-07,91,91,
8e-07,90,90,
8e-07,89,89,
9e-07,85,85,
8e-07,82,82,
8e-07,82,82,
7e-07,81,81,
8e-07,81,81,
8e-07,81,81,
7e-07,80,80,
7e-07,79,79,
8e-07,78,78,
8e-07,72,72,
7e-07,77,77,
8e-07,76,76,
7e-07,74,74,
7e-07,75,75,
7e-07,77,77,
7e-07,76,76,
7e-07,74,74,
8e-07,77,77,
7e-07,76,76,
8e-07,83,83,
8e-07,87,87,
9e-07,96,96,
9e-07,96,96,
8e-07,95,95,
9e-07,97,97,
8e-07,96,96,
8e-07,95,95,
8e-07,92,92,
9e-07,90,90,
9e-07,90,90,
9e-07,106,106,
9e-07,104,104,
9e-07,106,106,
9e-07,105,105,
9e-07,104,104,
1e-06,104,104,
9e-07,105,105,
9e-07,105,105,
9e-07,104,104,
9e-07,100,100,
8e-07,101,101,
8e-07,100,100,
8e-07,102,102,
8e-07,100,100,
9e-07,99,99,
9e-07,100,100,
1e-06,101,101,
1e-06,101,101,
9e-07,107,107,
9e-07,105,105,
9e-07,105,105,
9e-07,105,105,
9e-07,103,103,
9e-07,102,102,
9e-07,100,100,
9e-07,99,99,
9e-07,98,98,
9e-07,98,98,
1e-06,100,100,
9e-07,99,99,
9e-07,98,98,
1e-06,97,97,
9e-07,96,96,
8e-07,93,93,
9e-07,92,92,
9e-07,91,91,
9e-07,91,91,
8e-07,89,89,
9e-07,90,90,
9e-07,90,90,
1.1e-06,98,98,
1e-06,97,97,
9e-07,95,95,
9e-07,91,91,
8e-07,88,88,
9e-07,89,89,
9e-07,88,88,
9e-07,87,87,
9e-07,90,90,
9e-07,92,92,
8e-07,90,90,
8e-07,87,87,
8e-07,89,89,
9e-07,84,84,
8e-07,84,84,
8e-07,80,80,
9e-07,84,84,
9e-07,88,88,
8e-07,87,87,
8e-07,87,87,
8e-07,87,87,
9e-07,89,89,
8e-07,87,87,
8e-07,84,84,
8e-07,82,82,
8e-07,84,84,
8e-07,83,83,
8e-07,83,83,
8e-07,83,83,
8e-07,81,81,
8e-07,83,83,
8e-07,85,85,
9e-07,88,88,
9e-07,89,89,
9e-07,88,88,
1.3e-06,87,87,
9e-07,87,87,
9e-07,87,87,
1e-06,87,87,
9e-07,86,86,
9e-07,85,85,
9e-07,89,89,
9e-07,89,89,
1.5e-06,87,87,
1e-06,84,84,
1e-06,83,83,
1e-06,80,80,
9e-07,79,79,
8e-07,78,78,
9e-07,78,78,
1.1e-06,80,80,
1e-06,84,84,
1e-06,84,84,
1e-06,85,85,
1e-06,84,84,
1e-06,84,84,
9e-07,82,82,
1e-06,81,81,
9e-07,81,81,
1e-06,85,85,
1e-06,84,84,
1.1e-06,89,89,
9e-07,91,91,
9e-07,92,92,
9e-07,94,94,
9e-07,92,92,
8e-07,92,92,
8e-07,90,90,
8e-07,88,88,
9e-07,88,88,
8e-07,88,88,
9e-07,87,87,
8e-07,85,85,
8e-07,86,86,
8e-07,85,85,
8e-07,85,85,
8e-07,84,84,
8e-07,84,84,
8e-07,84,84,
8e-07,83,83,
9e-07,91,91,
9e-07,91,91,
9e-07,90,90,
8e-07,90,90,
8e-07,88,88,
8e-07,87,87,
8e-07,86,86,
9e-07,86,86,
9e-07,84,84,
8e-07,87,87,
8e-07,86,86,
8e-07,86,86,
8e-07,84,84,
8e-07,83,83,
8e-07,82,82,
8e-07,88,88,
8e-07,87,87,
8e-07,88,88,
9e-07,96,96,
9e-07,97,97,
9e-07,99,99,
9e-07,97,97,
8e-07,96,96,
9e-07,96,96,
9e-07,98,98,
9e-07,99,99,
9e-07,105,105,
9e-07,109,109,
1e-06,110,110,
9e-07,109,109,
9e-07,110,110,
1e-06,108,108,
9e-07,110,110,
1.1e-06,110,110,
1e-06,108,108,
9e-07,109,109,
8e-07,108,108,
9e-07,107,107,
1e-06,107,107,
1e-06,109,109,
1e-06,111,111,
9e-07,110,110,
1e-06,111,111,
9e-07,110,110,
9e-07,109,109,
9e-07,105,105,
1e-06,104,104,
9e-07,103,103,
9e-07,104,104,
9e-07,106,106,
1e-06,109,109,
1e-06,112,112,
1e-06,113,113,
9e-07,111,111,
1e-06,114,114,
1.1e-06,122,122,
1.1e-06,128,128,
1.1e-06,128,128,
1.2e-06,125,125,
1.1e-06,122,122,
1.1e-06,121,121,
1e-06,119,119,
1e-06,121,121,
1.1e-06,120,120,
1.1e-06,120,120,
1.2e-06,130,130,
1.2e-06,132,132,
1.1e-06,132,132,
1.1e-06,132,132,
1.1e-06,134,134,
1.2e-06,135,135,
1.2e-06,137,137,
1.2e-06,142,142,
1.2e-06,146,146,
1.2e-06,145,145,
1.2e-06,143,143,
1.2e-06,141,141,
1.3e-06,141,141,
1.2e-06,139,139,
1.2e-06,136,136,
1.2e-06,134,134,
1.2e-06,131,131,
1.1e-06,129,129,
1.2e-06,132,132,
1.2e-06,135,135,
1.2e-06,134,134,
1.2e-06,134,134,
1.4e-06,134,134,
1.6e-06,135,135,
1.2e-06,142,142,
1.2e-06,143,143,
1.3e-06,146,146,
1.2e-06,140,140,
1.1e-06,142,142,
1.2e-06,141,141,
1.2e-06,142,142,
1.2e-06,140,140,
1.2e-06,138,138,
1.2e-06,136,136,
1.2e-06,135,135,
1.2e-06,133,133,
1.2e-06,133,133,
1.1e-06,134,134,
1.1e-06,133,133,
1.1e-06,133,133,
1.1e-06,132,132,
1.2e-06,131,131,
1.2e-06,132,132,
1.2e-06,140,140,
1.3e-06,141,141,
1.2e-06,143,143,
1.3e-06,142,142,
1.2e-06,143,143,
1.2e-06,145,145,
1.3e-06,154,154,
1.3e-06,154,154,
1.3e-06,152,152,
1.3e-06,153,153,
1.2e-06,150,150,
1.2e-06,147,147,
1.2e-06,145,145,
1.3e-06,145,145,
1.8e-06,143,143,
1.2e-06,142,142,
1.3e-06,141,141,
1.2e-06,139,139,
1.4e-06,140,140,
1.1e-06,138,138,
1.2e-06,136,136,
1.2e-06,136,136,
1.2e-06,135,135,
1.2e-06,134,134,
1.1e-06,136,136,
1.3e-06,137,137,
1.2e-06,136,136,
1.2e-06,137,137,
1.2e-06,136,136,
1.2e-06,139,139,
1.2e-06,137,137,
1.2e-06,137,137,
1.2e-06,135,135,
1.2e-06,134,134,
1.1e-06,126,126,
1.1e-06,127,127,
1.1e-06,131,131,
1.1e-06,129,129,
1.2e-06,129,129,
1.2e-06,131,131,
1.2e-06,131,131,
1.2e-06,130,130,
1.1e-06,129,129,
1.1e-06,125,125,
1.1e-06,127,127,
1.2e-06,129,129,
1.1e-06,132,132,
1.2e-06,134,134,
1.1e-06,134,134,
1.2e-06,132,132,
1.1e-06,131,131,
1.1e-06,132,132,
1.1e-06,132,132,
1.2e-06,135,135,
1.2e-06,135,135,
1.1e-06,136,136,
1.1e-06,137,137,
1.1e-06,136,136,
1.2e-06,137,137,
1.1e-06,135,135,
1.1e-06,136,136,
1.2e-06,137,137,
1.3e-06,137,137,
1.3e-06,136,136,
1.1e-06,136,136,
1.2e-06,134,134,
1.3e-06,143,143,
1.2e-06,142,142,
1.2e-06,144,144,
1.3e-06,147,147,
1.2e-06,143,143,
1.2e-06,142,142,
1.3e-06,143,143,
1.2e-06,145,145,
1.3e-06,148,148,
1.3e-06,148,148,
1.3e-06,147,147,
1.2e-06,146,146,
1.3e-06,151,151,
1.3e-06,152,152,
1.3e-06,162,162,
1.3e-06,161,161,
1.5e-06,164,164,
1.4e-06,163,163,
1.4e-06,161,161,
1.4e-06,161,161,
1.4e-06,160,160,
1.3e-06,161,161,
1.5e-06,164,164,
1.4e-06,162,162,
1.3e-06,160,160,
1.3e-06,159,159,
1.3e-06,156,156,
1.3e-06,155,155,
1.3e-06,157,157,
1.3e-06,155,155,
1.3e-06,154,154,
1.2e-06,152,152,
1.2e-06,151,151,
1.2e-06,145,145,
1.2e-06,145,145,
1.2e-06,145,145,
1.2e-06,143,143,
1.2e-06,142,142,
1.2e-06,141,141,
1.2e-06,144,144,
1.1e-06,143,143,
1.1e-06,141,141,
1.2e-06,143,143,
1.2e-06,146,146,
1.1e-06,144,144,
1.2e-06,146,146,
1.5e-06,146,146,
1.2e-06,147,147,
1.2e-06,146,146,
1.2e-06,148,148,
1.2e-06,147,147,
1.2e-06,145,145,
1.2e-06,144,144,
1.2e-06,144,144,
1.3e-06,143,143,
1.2e-06,141,141,
1.2e-06,141,141,
1.1e-06,140,140,
1.1e-06,139,139,
1.2e-06,138,138,
1.1e-06,137,137,
1.3e-06,142,142,
1.2e-06,147,147,
1.3e-06,150,150,
1.3e-06,154,154,
1.3e-06,155,155,
1.3e-06,158,158,
1.3e-06,159,159,
1.3e-06,158,158,
1.3e-06,156,156,
1.3e-06,155,155,
1.3e-06,155,155,
1.3e-06,157,157,
1.3e-06,156,156,
1.3e-06,155,155,
1.3e-06,155,155,
1.3e-06,154,154,
1.3e-06,155,155,
1.3e-06,154,154,
1.3e-06,152,152,
1.3e-06,154,154,
1.4e-06,156,156,
1.3e-06,157,157,
1.3e-06,156,156,
1.3e-06,152,152,
1.3e-06,150,150,
1.3e-06,150,150,
1.3e-06,149,149,
1.3e-06,148,148,
1.2e-06,149,149,
1.3e-06,147,147,
1.3e-06,155,155,
1.3e-06,154,154,
1.3e-06,155,155,
1.3e-06,154,154,
1.3e-06,158,158,
1.3e-06,161,161,
1.2e-06,160,160,
1.3e-06,160,160,
1.4e-06,161,161,
1.3e-06,162,162,
1.4e-06,165,165,
1.3e-06,168,168,
1.4e-06,166,166,
1.4e-06,167,167,
1.4e-06,168,168,
1.3e-06,167,167,
1.5e-06,171,171,
1.4e-06,171,171,
1.5e-06,169,169,
1.5e-06,172,172,
1.5e-06,177,177,
1.5e-06,175,175,
1.7e-06,179,179,
1.5e-06,178,178,
1.5e-06,178,178,
1.6e-06,176,176,
1.4e-06,175,175,
1.5e-06,175,175,
1.6e-06,174,174,
1.5e-06,177,177,
1.5e-06,179,179,
1.5e-06,178,178,
1.5e-06,178,178,
1.4e-06,172,172,
1.4e-06,171,171,
1.5e-06,169,169,
1.4e-06,174,174,
1.5e-06,174,174,
1.4e-06,171,171,
1.4e-06,170,170,
1.5e-06,169,169,
1.4e-06,169,169,
1.4e-06,168,168,
1.4e-06,172,172,
1.5e-06,175,175,
1.5e-06,182,182,
1.5e-06,180,180,
1.5e-06,176,176,
1.4e-06,175,175,
1.4e-06,176,176,
1.3e-06,174,174,
1.4e-06,171,171,
1.5e-06,170,170,
1.4e-06,170,170,
1.4e-06,168,168,
1.4e-06,170,170,
1.4e-06,169,169,
1.5e-06,170,170,
1.4e-06,170,170,
1.3e-06,169,169,
1.5e-06,169,169,
1.5e-06,168,168,
1.4e-06,164,164,
1.5e-06,164,164,
1.7e-06,163,163,
1.7e-06,164,164,
1.7e-06,165,165,
1.7e-06,164,164,
1.7e-06,163,163,
1.3e-06,162,162,
1.4e-06,160,160,
1.4e-06,162,162,
1.4e-06,161,161,
1.4e-06,161,161,
1.3e-06,161,161,
1.3e-06,160,160,
1.4e-06,161,161,
1.3e-06,159,159,
1.3e-06,162,162,
1.4e-06,162,162,
1.5e-06,158,158,
1.8e-06,160,160,
1.3e-06,158,158,
1.3e-06,159,159,
1.4e-06,160,160,
1.4e-06,158,158,
1.3e-06,159,159,
1.3e-06,158,158,
1.3e-06,158,158,
1.3e-06,155,155,
1.4e-06,154,154,
1.3e-06,154,154,
1.3e-06,152,152,
1.3e-06,150,150,
1.4e-06,160,160,
1.4e-06,161,161,
1.3e-06,160,160,
1.3e-06,160,160,
1.4e-06,157,157,
1.4e-06,160,160,
1.3e-06,162,162,
1.3e-06,160,160,
1.3e-06,159,159,
1.6e-06,158,158,
1.4e-06,158,158,
1.3e-06,159,159,
1.3e-06,157,157,
1.2e-06,156,156,
1.3e-06,153,153,
1.4e-06,154,154,
1.3e-06,150,150,
2.8e-06,152,152,
1.5e-06,150,150,
1.3e-06,149,149,
1.4e-06,150,150,
1.3e-06,148,148,
1.2e-06,150,150,
1.4e-06,157,157,
1.4e-06,156,156,
1.4e-06,165,165,
1.4e-06,168,168,
1.4e-06,169,169,
1.5e-06,170,170,
1.4e-06,168,168,
1.4e-06,172,172,
1.4e-06,172,172,
1.5e-06,171,171,
1.5e-06,170,170,
1.4e-06,169,169,
1.4e-06,167,167,
1.4e-06,166,166,
1.5e-06,166,166,
1.4e-06,165,165,
1.4e-06,162,162,
1.4e-06,162,162,
1.4e-06,165,165,
1.4e-06,166,166,
1.4e-06,163,163,
1.4e-06,164,164,
1.3e-06,163,163,
1.3e-06,162,162,
1.4e-06,159,159,
1.3e-06,160,160,
1.3e-06,161,161,
1.3e-06,160,160,
1.3e-06,159,159,
1.4e-06,154,154,
1.3e-06,154,154,
1.4e-06,157,157,
1.3e-06,158,158,
1.3e-06,157,157,
1.4e-06,158,158,
1.2e-06,156,156,
1.3e-06,160,160,
1.4e-06,163,163,
1.5e-06,162,162,
1.3e-06,160,160,
1.3e-06,159,159,
1.3e-06,158,158,
1.4e-06,158,158,
1.3e-06,156,156,
1.4e-06,160,160,
1.4e-06,161,161,
1.4e-06,160,160,
1.4e-06,158,158,
1.3e-06,159,159,
1.3e-06,158,158,
1.3e-06,159,159,
1.3e-06,158,158,
1.3e-06,157,157,
1.4e-06,154,154,
1.3e-06,152,152,
1.3e-06,151,151,
1.4e-06,149,149,
1.3e-06,148,148,
1.3e-06,147,147,
1.3e-06,141,141,
1.2e-06,142,142,
1.2e-06,141,141,
1.3e-06,142,142,
1.2e-06,142,142,
1.2e-06,141,141,
1.2e-06,142,142,
1.2e-06,139,139,
1.2e-06,138,138,
1.2e-06,140,140,
1.2e-06,139,139,
1.2e-06,139,139,
1.2e-06,138,138,
1.1e-06,137,137,
1.2e-06,136,136,
1.2e-06,137,137,
1.2e-06,137,137,
1.4e-06,141,141,
1.2e-06,140,140,
1.2e-06,140,140,
1.2e-06,139,139,
1.2e-06,139,139,
1.2e-06,142,142,
1.2e-06,142,142,
1.2e-06,140,140,
1.2e-06,140,140,
1.2e-06,139,139,
1.2e-06,137,137,
1.2e-06,138,138,
1.3e-06,136,136,
1.2e-06,136,136,
1.3e-06,136,136,
1.1e-06,137,137,
1.2e-06,133,133,
1.2e-06,131,131,
1.2e-06,131,131,
1.2e-06,130,130,
1.1e-06,129,129,
1.1e-06,130,130,
1.1e-06,135,135,
1.2e-06,138,138,
1.2e-06,137,137,
1.1e-06,138,138,
1.2e-06,137,137,
1.2e-06,138,138,
1.2e-06,136,136,
1.2e-06,133,133,
1.4e-06,140,140,
1.2e-06,140,140,
1.2e-06,139,139,
1.2e-06,138,138,
1.2e-06,137,137,
1.3e-06,138,138,
1.3e-06,138,138,
1.2e-06,135,135,
1.2e-06,129,129,
1.1e-06,130,130,
1.1e-06,129,129,
1.1e-06,124,124,
1.1e-06,123,123,
1.1e-06,122,122,
1e-06,122,122,
1.1e-06,121,121,
1.1e-06,122,122,
1.1e-06,122,122,
1.1e-06,122,122,
1.1e-06,123,123,
1.1e-06,121,121,
1.1e-06,119,119,
1e-06,118,118,
1.1e-06,124,124,
7.72e-05,125,125,
1.5e-06,124,124,
1.1e-06,122,122,
1.2e-06,122,122,
7.35e-05,123,123,
1.3e-06,122,122,
1.1e-06,120,120,
1.1e-06,119,119,
1.1e-06,116,116,
1.1e-06,116,116,
1.1e-06,119,119,
1.1e-06,118,118,
1e-06,120,120,
1.1e-06,121,121,
1.1e-06,128,128,
1.1e-06,124,124,
1.2e-06,123,123,
1.1e-06,123,123,
1.1e-06,122,122,
1.1e-06,123,123,
1.1e-06,126,126,
1.2e-06,125,125,
1.1e-06,126,126,
1.2e-06,128,128,
1.1e-06,127,127,
1.1e-06,125,125,
1.1e-06,125,125,
1.1e-06,123,123,
1.1e-06,127,127,
1e-06,125,125,
1e-06,123,123,
1e-06,124,124,
1.2e-06,129,129,
1e-06,128,128,
1.1e-06,128,128,
1.1e-06,127,127,
1.1e-06,126,126,
1e-06,125,125,
1.2e-06,126,126,
1.2e-06,132,132,
1.1e-06,132,132,
1.1e-06,131,131,
1.2e-06,136,136,
1.2e-06,135,135,
1.2e-06,134,134,
1.2e-06,133,133,
1.1e-06,132,132,
1.1e-06,132,132,
1.1e-06,131,131,
1.1e-06,129,129,
1.1e-06,128,128,
1.1e-06,129,129,
1.2e-06,131,131,
1.2e-06,129,129,
1.2e-06,131,131,
1.2e-06,134,134,
1.2e-06,133,133,
1.2e-06,133,133,
1.2e-06,134,134,
1.2e-06,132,132,
1.1e-06,135,135,
1.2e-06,133,133,
1.1e-06,132,132,
1.1e-06,133,133,
1.1e-06,138,138,
1.1e-06,134,134,
1.2e-06,135,135,
1.3e-06,135,135,
1.3e-06,134,134,
1.2e-06,140,140,
1.2e-06,142,142,
1.2e-06,141,141,
1.2e-06,140,140,
1.2e-06,138,138,
1.2e-06,139,139,
1.1e-06,138,138,
1.2e-06,138,138,
1.1e-06,135,135,
1.2e-06,134,134,
1.2e-06,131,131,
1.1e-06,129,129,
1.2e-06,130,130,
1.1e-06,130,130,
1.1e-06,130,130,
1.1e-06,130,130,
1.1e-06,128,128,
1.1e-06,127,127,
1e-06,126,126,
1e-06,125,125,
1.1e-06,124,124,
1.1e-06,126,126,
1.1e-06,124,124,
1e-06,125,125,
1e-06,125,125,
1.1e-06,124,124,
1.1e-06,123,123,
1.1e-06,125,125,
1e-06,125,125,
4e-06,132,132,
1.2e-06,132,132,
1.2e-06,132,132,
1.1e-06,132,132,
1.1e-06,131,131,
1.1e-06,130,130,
1.3e-06,136,136,
1.2e-06,136,136,
1.1e-06,134,134,
1.2e-06,133,133,
1.2e-06,136,136,
1.2e-06,135,135,
1.2e-06,139,139,
1.3e-06,140,140,
1.1e-06,141,141,
1.2e-06,141,141,
1.2e-06,142,142,
1.2e-06,142,142,
1.2e-06,138,138,
1.3e-06,140,140,
1.2e-06,139,139,
1.2e-06,137,137,
1.3e-06,139,139,
1.2e-06,140,140,
1.3e-06,140,140,
1.2e-06,138,138,
1.2e-06,135,135,
1.2e-06,134,134,
1.3e-06,146,146,
1.2e-06,145,145,
1.2e-06,144,144,
1.3e-06,146,146,
1.3e-06,144,144,
1.2e-06,143,143,
1.2e-06,145,145,
1.2e-06,143,143,
1.2e-06,142,142,
1.2e-06,142,142,
1.2e-06,141,141,
1.2e-06,139,139,
1.2e-06,140,140,
1.2e-06,140,140,
1.2e-06,139,139,
1.2e-06,136,136,
1.2e-06,138,138,
1.1e-06,135,135,
1.1e-06,137,137,
1.2e-06,143,143,
1.2e-06,143,143,
1.2e-06,141,141,
1.2e-06,140,140,
1.1e-06,139,139,
1.2e-06,139,139,
1.2e-06,137,137,
1.1e-06,137,137,
1.1e-06,136,136,
1.2e-06,139,139,
1.2e-06,142,142,
1.2e-06,139,139,
1.2e-06,140,140,
1.2e-06,139,139,
1.2e-06,141,141,
1.2e-06,138,138,
1.2e-06,138,138,
1.1e-06,137,137,
1.1e-06,135,135,
1.2e-06,136,136,
1.2e-06,135,135,
1.2e-06,134,134,
1.1e-06,131,131,
1.2e-06,130,130,
1.1e-06,133,133,
1.2e-06,132,132,
1.2e-06,131,131,
1.3e-06,131,131,
1.2e-06,132,132,
1.3e-06,138,138,
1.3e-06,141,141,
1.3e-06,142,142,
1.3e-06,144,144,
1.4e-06,142,142,
1.4e-06,146,146,
1.3e-06,147,147,
1.4e-06,143,143,
1.3e-06,143,143,
1.3e-06,145,145,
1.2e-06,141,141,
1.3e-06,139,139,
1.2e-06,140,140,
1.2e-06,137,137,
1.3e-06,142,142,
1.2e-06,142,142,
1.2e-06,141,141,
1.3e-06,145,145,
1.3e-06,147,147,
1.2e-06,148,148,
1.3e-06,150,150,
1.3e-06,154,154,
1.3e-06,151,151,
1.2e-06,146,146,
1.2e-06,146,146,
1.3e-06,150,150,
1.3e-06,149,149,
1.3e-06,146,146,
1.3e-06,145,145,
1.2e-06,142,142,
1.2e-06,145,145,
