cas operacie,vlozene cislo,priorita,velkost frontu,,,,,,,,
3.91E-05,9,6652,33,,,,,0.0001049,8,4690,10
3.90E-05,29,6048,34,,,,,0.0000493,19,3615,10
4.62E-05,30,1406,34,,,,,0.000039,4,9108,10
3.87E-05,20,202,35,,,,,0.0000514,3,7463,10
3.86E-05,20,1251,35,,,,,0.0000389,19,5641,10
3.88E-05,2,9510,35,,,,,0.0000385,24,5779,10
3.86E-05,4,6561,36,,,,,0.0000385,29,6958,10
3.85E-05,20,2720,36,,,,,0.0001049,11,2933,10
3.87E-05,19,2515,37,,,,,0.0001726,23,343,10
3.85E-05,34,7933,38,,,,,0.000039,27,956,10
3.86E-05,31,4065,39,,,,,0.0000385,25,6924,10
3.86E-05,18,6500,40,,,,,0.0000388,10,9765,10
3.89E-05,10,1932,36,,,,,0.0000385,32,7416,10
3.90E-05,34,3911,36,,,,,0.0001205,8,132,10
3.85E-05,25,1289,36,,,,,0.0000389,8,2568,10
4.58E-05,13,7569,37,,,,,0.000039,28,333,10
3.78E-05,11,8827,38,,,,,0.000039,29,5598,10
3.77E-05,33,7758,39,,,,,0.000039,4,6687,10
0.0001686,11,315,40,,,,,0.0001052,1,2344,10
3.89E-05,9,1936,38,,,,,0.0000498,18,3434,10
3.78E-05,3,7056,36,,,,,0.000054,9,2365,10
3.88E-05,5,3554,33,,,,,0.000039,18,3053,10
3.86E-05,1,618,34,,,,,0.000039,21,2021,10
5.08E-05,23,1892,33,,,,,0.0000389,25,9060,10
5.16E-05,12,3438,33,,,,,0.000039,10,8770,10
3.88E-05,17,4282,34,,,,,0.0000391,27,3691,10
3.87E-05,24,2196,33,,,,,0.0000391,30,2142,10
3.87E-05,25,7466,32,,,,,0.000039,5,7489,10
3.95E-05,25,544,32,,,,,0.0000387,19,6838,10
3.88E-05,5,8651,33,,,,,0.0000388,15,1088,10
3.89E-05,3,7192,34,,,,,0.0001824,13,77,10
3.86E-05,25,8164,33,,,,,0.0001713,9,68,10
3.87E-05,25,3451,32,,,,,0.0000388,7,9414,10
5.32E-05,34,6857,23,,,,,0.0000495,16,5108,10
0.000542,10,1660,21,,,,,0.0000508,8,5292,10
5.11E-05,4,4943,22,,,,,0.0000395,3,6507,10
5.07E-05,15,8347,23,,,,,0.000052,21,9320,10
4.80E-05,33,3506,24,,,,,0.0000406,20,7109,10
5.03E-05,11,839,24,,,,,0.0001053,27,572,10
4.85E-05,20,2782,25,,,,,0.0000564,30,9904,10
5.31E-05,3,4712,24,,,,,0.0000388,7,1710,10
5.20E-05,17,1046,25,,,,,0.00004,13,9848,10
5.82E-05,25,9826,24,,,,,0.0000549,33,6151,10
3.99E-05,24,6056,25,,,,,0.0000544,28,6880,10
0.0001204,30,1868,26,,,,,0.0000396,21,1592,10
4.10E-05,27,2465,26,,,,,0.0000385,18,1358,10
4.00E-05,24,5416,26,,,,,0.0000389,5,9542,10
5.30E-05,29,1174,27,,,,,0.0001048,13,3917,10
4.97E-05,19,9628,27,,,,,0.0000385,27,7580,10
5.30E-05,29,478,27,,,,,0.0000392,20,5204,10
5.27E-05,32,9031,25,,,,,0.0001056,29,968,10
5.22E-05,2,6570,26,,,,,0.0000525,5,3335,10
5.21E-05,23,6316,26,,,,,0.0000392,19,1048,10
7.61E-05,14,7079,26,,,,,0.0000386,22,1975,10
6.57E-05,13,1286,27,,,,,0.00004,8,2662,10
5.55E-05,18,1437,28,,,,,0.0000387,21,6956,10
3.92E-05,20,8001,27,,,,,0.0000488,19,2588,10
3.94E-05,3,5371,28,,,,,0.0000522,3,6693,10
3.88E-05,28,5125,28,,,,,0.000039,21,9929,10
3.90E-05,16,8787,29,,,,,0.0000394,23,9999,10
5.47E-05,1,2981,29,,,,,0.0000392,4,6570,10
5.28E-05,34,6180,30,,,,,0.0000377,2,5974,10
5.30E-05,16,9695,31,,,,,0.0001431,28,2611,10
0.0009978,15,5971,32,,,,,0.0000439,3,6943,10
0.0001499,35,2612,32,,,,,0.0000474,31,2799,10
5.76E-05,17,8993,33,,,,,0.000052,24,6434,10
4.97E-05,35,133,34,,,,,0.0000391,6,4086,10
4.93E-05,22,2422,34,,,,,0.0001732,5,1525,10
4.80E-05,9,4212,35,,,,,0.0001866,11,26,10
4.78E-05,25,6740,36,,,,,0.0000514,30,5307,10
4.79E-05,12,1904,37,,,,,0.0000498,6,6183,10
4.51E-05,26,2505,38,,,,,0.0000524,15,9277,10
4.44E-05,3,9286,39,,,,,0.0002348,23,1132,10
5.77E-05,13,3747,38,,,,,0.000039,29,8052,10
4.38E-05,30,6223,38,,,,,0.0000501,6,9842,10
4.87E-05,5,7878,39,,,,,0.0000567,16,2842,10
4.92E-05,18,3777,40,,,,,0.0000395,9,2119,10
4.90E-05,28,5927,36,,,,,0.0001113,26,1434,10
5.30E-05,5,2765,37,,,,,0.0000389,19,9544,10
5.19E-05,7,2179,38,,,,,0.0000393,2,7780,10
0.00024,13,10,34,,,,,0.0000389,32,5171,10
3.88E-05,18,3913,35,,,,,0.0000388,17,7703,10
3.93E-05,31,6835,35,,,,,0.0000503,19,5377,10
3.93E-05,7,4663,34,,,,,0.0000402,20,7294,10
3.92E-05,9,7602,35,,,,,0.000107,35,2717,10
4.69E-05,26,2916,36,,,,,0.0001722,34,1238,10
4.01E-05,12,7682,36,,,,,0.0000389,10,6601,10
3.88E-05,18,2775,36,,,,,0.0001583,9,1981,10
3.93E-05,3,3118,37,,,,,0.0000578,2,8497,10
3.89E-05,26,8047,38,,,,,0.0000394,31,4989,10
3.93E-05,22,2615,39,,,,,0.0001058,8,4626,10
3.87E-05,15,5118,36,,,,,0.0000534,12,6617,10
3.89E-05,16,1435,35,,,,,0.0000393,20,8412,10
3.90E-05,29,5300,36,,,,,0.0000497,11,5279,10
3.90E-05,14,9379,35,,,,,0.0000496,29,4788,10
6.22E-05,27,7602,35,,,,,0.0000502,3,6671,10
3.86E-05,1,1275,34,,,,,0.0000571,10,9090,10
3.89E-05,12,5769,35,,,,,0.0000388,17,3157,10
3.88E-05,27,9695,36,,,,,0.0000388,34,9315,10
6.25E-05,24,9183,36,,,,,0.0000417,22,5994,10
3.90E-05,19,5075,35,,,,,0.0001059,34,795,10
3.88E-05,26,5648,36,,,,,0.0000392,4,2860,10
3.94E-05,23,7397,36,,,,,0.0000392,16,1156,10
3.88E-05,7,5029,37,,,,,0.0000391,24,2142,10
3.89E-05,15,6908,38,,,,,0.000039,15,1389,10
5.23E-05,22,1695,38,,,,,0.0000397,28,4990,10
5.33E-05,21,5988,38,,,,,0.0000466,7,3426,10
6.74E-05,20,4706,39,,,,,0.0000385,4,4773,10
5.44E-05,29,1197,40,,,,,0.000039,6,4993,10
5.25E-05,32,8585,41,,,,,0.0000389,15,5327,10
0.0001332,12,3793,41,,,,,0.0000388,34,2534,10
8.78E-05,27,8975,42,,,,,0.0000429,8,9997,10
0.0003071,12,2764,43,,,,,0.0000391,8,2254,10
3.95E-05,17,4913,38,,,,,0.0000396,34,1319,10
3.92E-05,1,5560,36,,,,,0.0000386,33,8590,10
3.90E-05,20,3026,37,,,,,0.000043,34,9832,10
3.92E-05,19,7153,37,,,,,0.0001348,31,3905,10
3.88E-05,13,7958,38,,,,,0.0001061,5,4402,10
3.87E-05,18,2448,39,,,,,0.0000386,6,5481,10
3.88E-05,6,3620,39,,,,,0.0000391,13,5252,10
3.91E-05,10,1101,31,,,,,0.0000389,22,7995,10
3.90E-05,20,8879,24,,,,,0.0000386,13,1736,10
3.93E-05,20,2186,23,,,,,0.0001131,10,390,10
3.94E-05,27,3862,21,,,,,0.0000389,13,3278,10
3.87E-05,27,5530,22,,,,,0.0000456,7,1620,10
3.89E-05,2,7365,23,,,,,0.000081,32,3706,10
3.87E-05,12,2464,24,,,,,0.000039,24,4100,10
3.88E-05,15,1214,25,,,,,0.0000388,18,639,10
4.01E-05,18,6807,25,,,,,0.0000389,19,9907,10
3.91E-05,27,9538,26,,,,,0.0001054,8,1773,10
3.89E-05,14,1429,27,,,,,0.0000386,1,5527,10
3.93E-05,21,1103,27,,,,,0.00005,21,6253,10
3.86E-05,7,470,27,,,,,0.00005,8,418,10
3.89E-05,5,4720,24,,,,,0.0000497,10,9408,10
3.89E-05,13,1416,25,,,,,0.0000502,4,5373,10
3.87E-05,35,6099,25,,,,,0.0000551,14,1996,10
3.89E-05,25,8778,26,,,,,0.0000389,5,6507,10
3.88E-05,4,1463,26,,,,,0.0000393,29,6814,10
5.13E-05,26,8304,26,,,,,0.0000501,30,4573,10
4.99E-05,9,9360,27,,,,,0.0001096,18,1114,10
3.90E-05,23,9552,28,,,,,0.0000389,19,4433,10
3.89E-05,20,5673,29,,,,,0.0000499,2,2051,10
3.89E-05,35,3335,29,,,,,0.0000499,25,4147,10
3.95E-05,23,862,28,,,,,0.0000497,24,1567,10
3.88E-05,12,3953,28,,,,,0.0000476,29,5819,10
3.91E-05,27,1023,28,,,,,0.0000391,2,8146,10
0.0001056,7,195,28,,,,,0.0001056,30,742,10
3.89E-05,8,9467,26,,,,,0.000222,25,0,10
3.88E-05,32,8956,27,,,,,0.0000394,17,9014,10
3.88E-05,14,403,27,,,,,0.0000389,12,8183,10
3.90E-05,29,1586,28,,,,,0.0000393,20,633,10
4.25E-05,30,1592,29,,,,,0.0000394,31,4013,10
5.10E-05,4,8147,28,,,,,0.0000389,14,3617,10
4.61E-05,9,7429,29,,,,,0.0000391,6,4955,10
3.93E-05,27,3960,29,,,,,0.0001127,29,2092,10
3.88E-05,27,2742,30,,,,,0.0000392,30,4523,10
3.89E-05,29,4000,29,,,,,0.0000428,20,7309,10
3.88E-05,32,1081,30,,,,,0.0000395,32,2146,10
3.87E-05,21,6133,31,,,,,0.0000391,22,2359,10
0.0001066,24,207,25,,,,,0.0000393,20,4316,10
3.90E-05,4,4195,25,,,,,0.0000432,22,1999,10
3.91E-05,5,849,26,,,,,0.0002963,18,60,10
3.89E-05,5,3503,26,,,,,0.0000647,23,4069,10
3.88E-05,15,7926,26,,,,,0.0000503,27,1341,10
5.05E-05,23,1884,26,,,,,0.0000502,27,9321,10
3.87E-05,10,7097,27,,,,,0.0000545,11,4119,10
3.88E-05,35,9293,27,,,,,0.0000387,17,7700,10
0.0001029,24,2156,26,,,,,0.0001969,6,812,10
4.22E-05,26,8948,27,,,,,0.0000569,18,3491,10
3.90E-05,3,3120,26,,,,,0.0000574,26,1899,10
3.89E-05,34,4100,27,,,,,0.0000393,32,9241,11
3.90E-05,20,6844,25,,,,,0.0000529,6,9089,11
3.91E-05,17,7145,26,,,,,0.000144,8,1537,11
3.90E-05,9,2017,26,,,,,0.0001004,1,7281,11
4.15E-05,18,2051,23,,,,,0.0000388,4,8189,11
3.93E-05,15,2455,24,,,,,0.0000389,7,6526,11
3.91E-05,13,6802,25,,,,,0.000043,31,2568,11
3.91E-05,12,1012,26,,,,,0.0000389,30,6584,11
3.90E-05,8,3839,26,,,,,0.0000396,19,1934,11
3.93E-05,22,966,27,,,,,0.000039,27,3972,11
3.89E-05,35,394,28,,,,,0.0000387,23,7149,11
3.87E-05,35,4382,29,,,,,0.0000388,24,2888,11
3.86E-05,14,5969,28,,,,,0.0000389,12,8178,11
3.88E-05,17,5675,29,,,,,0.0000555,1,7921,11
0.0002137,21,32,29,,,,,0.0000528,27,4737,11
3.97E-05,22,8710,30,,,,,0.0000396,18,6189,11
3.97E-05,5,1182,31,,,,,0.0000393,28,8804,11
0.0001074,24,153,32,,,,,0.0000514,6,5581,11
4.03E-05,29,576,32,,,,,0.0000387,34,2102,11
3.92E-05,4,3904,32,,,,,0.0001433,6,1995,11
5.71E-05,6,3664,33,,,,,0.000142,13,1632,11
3.99E-05,30,256,34,,,,,0.0001059,28,296,11
3.91E-05,33,346,35,,,,,0.0000389,5,8596,11
3.96E-05,28,9415,36,,,,,0.0000389,28,8150,11
3.87E-05,22,8709,36,,,,,0.0000447,34,4648,11
3.89E-05,33,9890,37,,,,,0.0000388,6,7917,11
3.89E-05,23,2403,36,,,,,0.0000388,34,6721,11
3.92E-05,14,2626,35,,,,,0.0000485,6,6127,11
3.91E-05,24,8631,31,,,,,0.0001726,28,792,11
3.87E-05,3,1086,28,,,,,0.0000393,16,3985,11
3.87E-05,19,5447,28,,,,,0.0000522,16,7791,11
3.87E-05,25,2076,29,,,,,0.0000395,17,5511,11
3.86E-05,13,4444,30,,,,,0.000248,29,155,11
3.89E-05,10,549,31,,,,,0.0000561,18,4428,11
3.86E-05,17,3136,31,,,,,0.000054,15,8628,11
3.87E-05,17,9544,32,,,,,0.0000391,3,8021,11
3.87E-05,24,1711,33,,,,,0.000039,32,9502,11
3.85E-05,22,7035,34,,,,,0.0000388,9,6312,11
5.05E-05,2,6244,33,,,,,0.0000523,26,4544,11
4.91E-05,18,8113,33,,,,,0.0000402,10,942,11
5.16E-05,2,7497,33,,,,,0.0000389,24,5314,11
5.54E-05,7,1480,33,,,,,0.0001058,6,162,11
0.0004989,3,2057,34,,,,,0.0000388,23,7610,11
5.19E-05,12,8852,34,,,,,0.0000389,19,7592,11
5.52E-05,21,5292,35,,,,,0.0000389,2,1868,11
6.37E-05,1,6566,34,,,,,0.0000515,13,4250,11
5.08E-05,16,5721,35,,,,,0.0000387,31,8484,11
5.76E-05,30,2437,36,,,,,0.0000386,22,5722,11
6.13E-05,28,7818,35,,,,,0.0000388,32,7712,11
3.88E-05,6,2003,33,,,,,0.0000388,16,3024,11
4.29E-05,33,7139,34,,,,,0.0000389,2,4111,11
3.88E-05,9,1968,35,,,,,0.0000387,1,666,11
3.86E-05,2,1281,35,,,,,0.0000387,33,8996,11
3.86E-05,17,849,36,,,,,0.0000385,5,7624,11
3.84E-05,5,872,37,,,,,0.0000391,21,5579,11
3.90E-05,8,9637,36,,,,,0.0000385,12,1480,11
3.86E-05,1,7660,37,,,,,0.0000509,3,3784,11
3.88E-05,5,2819,36,,,,,0.0000528,15,2468,11
5.27E-05,31,8909,36,,,,,0.0000393,11,719,11
5.01E-05,32,6249,37,,,,,0.0000436,21,9726,11
3.92E-05,5,9534,35,,,,,0.0000395,13,4014,11
3.88E-05,31,1409,33,,,,,0.0000481,4,3436,11
3.90E-05,5,6769,33,,,,,0.0002099,5,1350,11
3.90E-05,12,4387,34,,,,,0.0000488,14,4674,11
3.87E-05,7,7796,35,,,,,0.0000551,6,6395,11
3.86E-05,30,883,36,,,,,0.0000387,31,1173,11
3.85E-05,1,6715,37,,,,,0.0000385,11,5997,11
4.26E-05,34,1501,38,,,,,0.0000385,21,3433,11
3.92E-05,31,3537,39,,,,,0.0000385,33,1241,11
3.93E-05,28,645,40,,,,,0.0000534,24,6090,11
3.86E-05,24,3816,40,,,,,0.0000529,25,2280,11
3.92E-05,21,8451,41,,,,,0.00005,28,4473,11
3.87E-05,15,501,41,,,,,0.0000812,12,6847,11
3.87E-05,18,2259,41,,,,,0.00004,32,330,11
3.89E-05,14,2415,39,,,,,0.0000389,32,1224,11
3.86E-05,10,9699,39,,,,,0.000039,7,158,11
3.85E-05,8,8201,40,,,,,0.0000387,26,608,11
3.89E-05,26,8088,40,,,,,0.0000387,15,1929,11
3.91E-05,19,3434,34,,,,,0.0000389,8,4360,11
3.89E-05,7,4105,35,,,,,0.0003079,15,1372,11
4.11E-05,1,8537,35,,,,,0.0000395,26,4260,11
3.91E-05,16,9758,36,,,,,0.0000392,17,3903,11
3.85E-05,22,9136,36,,,,,0.0000391,12,4748,11
3.88E-05,35,2706,37,,,,,0.0000391,17,990,11
4.30E-05,32,4852,37,,,,,0.0000387,27,1188,11
3.86E-05,14,5922,38,,,,,0.0000389,30,7996,11
3.86E-05,2,9351,38,,,,,0.0000393,35,1606,11
3.87E-05,27,328,39,,,,,0.0000392,24,3648,11
3.90E-05,12,4033,38,,,,,0.0000389,11,8146,11
5.00E-05,13,7198,38,,,,,0.0000615,20,154,11
4.78E-05,19,2022,39,,,,,0.0000519,19,4877,11
4.93E-05,17,4518,40,,,,,0.0000442,29,3809,11
5.47E-05,26,4266,38,,,,,0.000039,4,7594,11
5.34E-05,17,2497,39,,,,,0.0000394,12,8263,11
5.18E-05,34,7592,40,,,,,0.0000393,34,7917,11
3.93E-05,22,4204,41,,,,,0.0000524,24,2812,11
3.89E-05,13,8793,41,,,,,0.0000497,32,5181,11
3.88E-05,23,2676,40,,,,,0.000044,6,5329,11
0.000171,12,207,40,,,,,0.0000391,28,3041,11
3.89E-05,25,2055,41,,,,,0.0000387,21,9726,11
3.89E-05,31,4628,40,,,,,0.0000574,12,7024,11
3.88E-05,22,1111,41,,,,,0.0000397,8,2466,11
0.0001059,8,3839,42,,,,,0.0000388,23,3604,11
3.90E-05,4,6532,43,,,,,0.0000386,19,9167,11
3.97E-05,10,3939,43,,,,,0.0000508,25,2540,11
3.97E-05,17,8798,44,,,,,0.0000475,26,7904,11
0.0001063,1,4085,44,,,,,0.0000483,1,1525,11
4.10E-05,5,5573,45,,,,,0.0000496,11,8424,11
0.0001733,10,1039,44,,,,,0.0000391,5,4554,11
0.0001735,17,251,45,,,,,0.000039,17,7269,11
3.90E-05,1,9678,46,,,,,0.0000389,30,1494,11
3.98E-05,30,5301,46,,,,,0.0000534,17,8079,11
3.93E-05,26,3678,47,,,,,0.0000505,18,9795,11
3.90E-05,30,3376,45,,,,,0.0000525,27,3935,11
0.0001054,25,475,45,,,,,0.0000557,23,3405,11
4.40E-05,4,781,44,,,,,0.0000572,24,8894,11
4.43E-05,7,7398,45,,,,,0.0000562,8,5898,11
4.01E-05,5,1788,44,,,,,0.0000541,31,3829,11
3.94E-05,25,1612,45,,,,,0.0001056,24,513,11
0.0001063,28,799,46,,,,,0.0000387,30,4396,11
3.97E-05,18,1289,46,,,,,0.0000485,32,9144,11
3.90E-05,12,4479,46,,,,,0.0000388,34,9356,11
3.88E-05,15,1006,47,,,,,0.0000509,12,7863,11
5.06E-05,33,2640,47,,,,,0.0000399,10,4019,11
4.26E-05,30,3502,48,,,,,0.0000485,33,4745,11
3.89E-05,19,5481,49,,,,,0.0000397,17,1515,11
0.0001054,13,2350,50,,,,,0.0000387,30,127,11
3.89E-05,16,4443,50,,,,,0.0000389,32,9389,11
0.0001057,1,2297,51,,,,,0.0000388,28,7112,11
5.04E-05,23,4403,50,,,,,0.0000388,21,2303,11
0.0001333,19,2091,51,,,,,0.0000389,25,7894,11
4.98E-05,10,7350,51,,,,,0.0001302,29,5705,11
0.0001343,6,3273,52,,,,,0.0001199,30,4628,11
0.0001354,25,160,53,,,,,0.0001049,13,3779,11
5.16E-05,27,6117,51,,,,,0.0001385,28,1690,11
5.16E-05,22,2814,52,,,,,0.0000391,20,7895,11
5.11E-05,31,7152,53,,,,,0.000053,21,9966,11
0.0001437,12,74,53,,,,,0.0001054,31,4724,11
5.15E-05,2,8971,49,,,,,0.0001715,1,173,11
5.18E-05,28,7536,49,,,,,0.0001409,9,7161,11
5.13E-05,1,7851,50,,,,,0.0000578,31,7402,11
5.10E-05,1,6691,51,,,,,0.0001243,5,5437,11
5.10E-05,18,5903,52,,,,,0.0001571,9,1161,11
3.89E-05,35,6704,52,,,,,0.0000533,6,5876,11
4.36E-05,34,6457,53,,,,,0.0000529,17,9967,11
5.14E-05,11,4282,53,,,,,0.0000524,24,2453,11
5.03E-05,34,6043,54,,,,,0.0000387,22,5166,11
4.88E-05,15,8526,55,,,,,0.0000567,25,9020,11
4.94E-05,20,5668,56,,,,,0.0000392,19,5740,11
3.99E-05,14,2300,54,,,,,0.0001554,23,2381,11
6.38E-05,22,3785,55,,,,,0.0000534,8,5660,11
4.68E-05,31,7428,55,,,,,0.0000438,16,8752,11
0.0002336,22,4147,56,,,,,0.0000395,9,1019,11
0.0001064,18,2426,56,,,,,0.000039,3,639,11
3.93E-05,12,3054,55,,,,,0.0000388,12,460,11
3.94E-05,30,8869,53,,,,,0.0000398,9,9025,11
3.90E-05,12,3703,53,,,,,0.000066,29,2062,11
3.88E-05,4,9254,52,,,,,0.0000386,31,1828,11
3.93E-05,10,9952,52,,,,,0.0000497,19,5275,11
3.90E-05,6,2285,51,,,,,0.0000486,16,5592,11
3.93E-05,7,5826,51,,,,,0.0000926,25,2663,11
3.89E-05,4,1396,46,,,,,0.0000526,19,7556,11
3.89E-05,17,9934,46,,,,,0.0000473,11,7967,11
3.87E-05,14,8512,47,,,,,0.0000497,3,6355,11
6.02E-05,5,2854,47,,,,,0.0001142,13,1137,11
4.92E-05,8,7120,48,,,,,0.0000391,35,8484,11
5.47E-05,11,3317,49,,,,,0.0000744,3,2182,11
3.92E-05,6,5355,48,,,,,0.0000386,32,9171,11
3.95E-05,35,6625,48,,,,,0.0000386,23,1793,11
0.00024,28,79,43,,,,,0.00004,34,3173,11
4.36E-05,27,5859,44,,,,,0.0000386,28,2486,11
3.88E-05,30,3131,43,,,,,0.0000504,5,4327,11
3.95E-05,26,2151,41,,,,,0.0002875,34,1810,11
4.98E-05,22,438,40,,,,,0.0000389,34,4062,11
5.67E-05,7,2284,41,,,,,0.0000404,12,5467,11
5.09E-05,25,7116,42,,,,,0.0000389,30,2763,11
5.10E-05,2,2269,42,,,,,0.0000575,25,5789,11
5.62E-05,35,7098,39,,,,,0.0000517,33,8708,11
0.0004515,19,2887,39,,,,,0.0000385,19,8194,11
5.55E-05,11,2651,40,,,,,0.0000398,7,9535,11
0.0004523,33,217,37,,,,,0.0000392,35,2572,11
6.15E-05,32,9932,36,,,,,0.0000385,25,8083,11
4.94E-05,34,4434,37,,,,,0.0000387,35,8051,11
7.07E-05,35,440,38,,,,,0.000039,12,4153,11
5.32E-05,28,1628,39,,,,,0.0000391,13,1432,11
5.23E-05,3,2522,37,,,,,0.0000388,2,9368,11
5.72E-05,26,911,38,,,,,0.0001057,8,624,11
0.0001467,26,8598,33,,,,,0.0000385,35,7054,11
0.0001418,7,209,34,,,,,0.0000492,10,5556,11
5.02E-05,9,2800,31,,,,,0.0000391,26,4914,11
0.0001128,6,7549,32,,,,,0.0000394,32,8934,11
3.98E-05,6,9440,33,,,,,0.0000388,23,9965,11
0.0003056,14,3660,31,,,,,0.0000386,30,7895,11
0.0001393,11,3086,32,,,,,0.0000379,30,7497,11
5.33E-05,7,9338,21,,,,,0.0000389,22,7405,11
3.95E-05,28,2231,21,,,,,0.0001049,17,5784,11
6.84E-05,7,8725,22,,,,,0.0001079,26,2333,11
4.96E-05,28,8456,23,,,,,0.0001455,8,79,11
3.94E-05,19,9840,24,,,,,0.0000396,24,8487,11
3.88E-05,19,9237,24,,,,,0.0001706,31,1311,11
3.86E-05,11,7346,25,,,,,0.0000486,1,2628,11
0.0001056,21,50,24,,,,,0.0000388,9,3227,11
3.90E-05,7,7637,24,,,,,0.0000384,9,5282,11
4.03E-05,30,5783,21,,,,,0.0000387,31,7083,11
3.92E-05,16,9563,22,,,,,0.0000386,35,6991,11
3.87E-05,27,9159,23,,,,,0.0002029,32,6169,11
3.93E-05,15,5960,24,,,,,0.0000394,1,7937,11
4.16E-05,6,9478,25,,,,,0.0001316,29,5862,11
5.17E-05,30,9532,24,,,,,0.0000398,28,7714,11
5.68E-05,12,2368,25,,,,,0.0001054,9,257,11
5.22E-05,12,9594,26,,,,,0.0000388,27,4254,11
0.0004018,17,3179,27,,,,,0.0000388,13,2463,11
5.33E-05,23,9131,28,,,,,0.0000389,22,8010,11
0.0001427,29,8623,27,,,,,0.0000387,25,6494,11
0.0001398,9,5905,28,,,,,0.0000389,20,8081,11
5.60E-05,1,1923,26,,,,,0.0000385,24,6693,11
4.62E-05,2,9671,23,,,,,0.0000386,5,2018,11
5.00E-05,4,912,24,,,,,0.000039,35,9073,11
5.03E-05,21,2052,25,,,,,0.000106,32,181,11
7.26E-05,26,5332,26,,,,,0.0000388,14,7345,11
0.0001485,1,8687,27,,,,,0.0000387,15,7929,11
0.0001556,5,2743,28,,,,,0.0000532,33,5212,11
5.06E-05,1,270,28,,,,,0.0000388,31,3639,11
5.02E-05,23,1599,26,,,,,0.0000387,6,3984,11
4.85E-05,5,3876,27,,,,,0.0001063,3,1367,11
4.86E-05,30,2529,28,,,,,0.0001104,30,1236,11
0.0018443,2,7605,29,,,,,0.0000392,27,5678,11
5.82E-05,7,8628,30,,,,,0.0001058,20,1142,11
5.53E-05,28,5481,31,,,,,0.0000391,33,6920,11
0.0001536,25,8429,32,,,,,0.0000552,3,3120,11
4.62E-05,28,5158,26,,,,,0.0000394,9,8512,11
4.88E-05,7,8441,26,,,,,0.0001684,17,495,11
4.61E-05,6,2512,27,,,,,0.0000385,1,6937,11
4.71E-05,16,3871,28,,,,,0.0000485,21,953,11
5.23E-05,18,381,27,,,,,0.0001381,4,420,11
5.05E-05,18,4776,28,,,,,0.0000392,15,5181,11
5.07E-05,29,5713,29,,,,,0.0000432,5,6396,11
0.0001506,25,1733,30,,,,,0.0000389,32,3831,11
5.02E-05,34,3482,31,,,,,0.0000387,35,6291,11
5.33E-05,19,3088,31,,,,,0.0001053,10,1554,11
9.77E-05,6,276,31,,,,,0.0001052,33,720,11
5.70E-05,12,5881,30,,,,,0.0000509,22,2206,11
4.99E-05,5,4803,30,,,,,0.0001397,18,440,11
4.61E-05,34,8847,31,,,,,0.0000498,32,6881,11
4.93E-05,5,7165,30,,,,,0.0000512,11,9258,11
5.11E-05,11,7822,30,,,,,0.0001051,18,3087,11
0.0002898,32,9220,29,,,,,0.0000585,19,6745,11
5.31E-05,8,2656,29,,,,,0.0000504,32,4727,11
6.97E-05,15,6556,28,,,,,0.0000393,19,6928,11
5.11E-05,28,1408,29,,,,,0.0001053,26,3004,11
4.99E-05,21,1495,30,,,,,0.0001057,11,72,11
5.03E-05,6,7314,31,,,,,0.0000391,32,8926,11
6.33E-05,5,6490,32,,,,,0.0000389,18,8451,11
5.07E-05,11,6796,33,,,,,0.0000387,31,6251,11
4.97E-05,35,9361,34,,,,,0.0000386,31,7997,11
5.88E-05,32,2300,34,,,,,0.0000391,14,4575,11
6.44E-05,25,236,35,,,,,0.0002424,1,847,11
5.94E-05,24,5132,35,,,,,0.0000392,33,8704,11
0.0001225,26,9249,35,,,,,0.0000389,13,590,11
4.82E-05,3,7649,36,,,,,0.000039,30,5946,11
4.98E-05,17,9770,37,,,,,0.0000391,35,4718,11
7.61E-05,7,6495,37,,,,,0.0000387,2,1957,11
5.10E-05,22,4211,37,,,,,0.0000389,6,2168,11
6.44E-05,35,4364,37,,,,,0.0000388,10,1031,11
4.86E-05,1,2707,36,,,,,0.0000386,26,1379,11
4.83E-05,18,7077,36,,,,,0.000039,35,2171,11
4.76E-05,32,509,37,,,,,0.0000387,13,5531,11
5.40E-05,3,2778,38,,,,,0.0000389,25,298,11
0.0001294,30,2824,37,,,,,0.000039,23,6968,11
6.61E-05,2,8381,38,,,,,0.0000529,22,90,11
7.53E-05,13,592,37,,,,,0.0001365,25,407,11
5.09E-05,19,410,37,,,,,0.0000391,11,3489,11
3.96E-05,6,520,37,,,,,0.0000388,15,2286,11
3.90E-05,8,3808,38,,,,,0.0000388,31,2693,11
3.90E-05,31,9350,39,,,,,0.0001713,27,42,11
5.04E-05,17,8570,36,,,,,0.0000385,16,4997,11
7.61E-05,30,521,36,,,,,0.0000499,15,796,11
5.17E-05,8,2181,35,,,,,0.000053,28,2031,11
4.96E-05,20,7319,36,,,,,0.0000389,12,3876,11
3.90E-05,16,1740,36,,,,,0.000039,13,3842,11
3.87E-05,19,8554,37,,,,,0.0000387,12,8398,11
3.93E-05,33,6944,36,,,,,0.0000567,6,1874,11
0.000155,7,9012,34,,,,,0.0000393,2,3916,11
5.31E-05,34,1793,34,,,,,0.0000388,29,7845,11
3.95E-05,2,9632,32,,,,,0.0000389,21,8661,11
3.87E-05,26,7685,33,,,,,0.000039,35,9432,11
5.12E-05,5,4938,33,,,,,0.0000388,10,708,11
