cas operacie,vybrane cislo,velkost frontu,,,,,,,
0.0002015,31,23,,,,,0.0002037,31,19
0.000202,22,24,,,,,0.0002674,26,19
0.0004477,2,23,,,,,0.0002166,20,19
0.000202,34,23,,,,,0.0003286,24,19
0.0002011,20,25,,,,,0.0002537,18,19
0.000201,35,25,,,,,0.0002178,33,19
0.0002017,20,25,,,,,0.0002014,30,19
0.0002014,22,26,,,,,0.000273,3,19
0.0002301,4,25,,,,,0.0002594,18,19
0.0003214,29,25,,,,,0.0002672,22,19
0.0003074,1,24,,,,,0.0002551,22,19
0.0003131,6,23,,,,,0.0002614,13,19
0.0002542,9,23,,,,,0.0004413,14,19
0.0002063,18,26,,,,,0.0002564,22,19
0.0002015,23,25,,,,,0.000215,31,19
0.0002009,26,24,,,,,0.0002037,7,19
0.0002013,29,30,,,,,0.0002042,14,19
0.0002009,21,29,,,,,0.0002024,8,19
0.0002599,11,34,,,,,0.0002064,17,19
0.0002588,32,35,,,,,0.0002585,23,19
0.0002839,2,39,,,,,0.0002036,30,19
0.0002759,12,40,,,,,0.0002022,23,19
0.0003357,33,39,,,,,0.000406,15,19
0.0002728,5,40,,,,,0.0002573,11,19
0.0002654,11,41,,,,,0.0002513,27,19
0.0002954,26,40,,,,,0.0002744,35,19
0.0002603,31,40,,,,,0.0004008,12,19
0.0002788,19,39,,,,,0.0002542,31,19
0.0002547,20,40,,,,,0.0002011,6,19
0.0003686,30,40,,,,,0.0002021,33,19
0.0003249,14,41,,,,,0.0002018,10,19
0.0002552,9,40,,,,,0.0002016,7,19
0.0002527,11,39,,,,,0.000278,11,19
0.0003725,26,38,,,,,0.0003123,21,20
0.0003247,6,40,,,,,0.0002114,6,20
0.0004482,12,39,,,,,0.0002017,8,20
0.0005834,18,38,,,,,0.0002609,32,20
0.0007086,20,39,,,,,0.0003683,22,20
0.0003167,17,38,,,,,0.0002077,17,20
0.000317,20,37,,,,,0.0002778,24,20
0.0004511,12,37,,,,,0.0002037,26,20
0.0003169,16,37,,,,,0.000277,23,20
0.0012479,27,36,,,,,0.0002892,17,20
0.0003186,26,35,,,,,0.0002832,34,20
0.0003027,27,34,,,,,0.0002067,5,20
0.0003236,26,33,,,,,0.0002029,6,20
0.0003146,12,32,,,,,0.0002015,16,20
0.0003427,5,31,,,,,0.0002011,25,20
0.0002593,14,31,,,,,0.0002057,7,20
0.0002673,19,33,,,,,0.0002015,32,20
0.0002654,16,34,,,,,0.0002019,23,20
0.0002626,22,34,,,,,0.0002011,20,20
0.0002634,6,33,,,,,0.0002263,20,20
0.0002622,17,32,,,,,0.000201,23,20
0.0007976,15,31,,,,,0.0002587,8,20
0.000263,20,33,,,,,0.0002025,21,20
0.0002589,27,32,,,,,0.0002003,27,20
0.0002623,6,34,,,,,0.0006572,7,20
0.0002599,17,33,,,,,0.0002026,7,20
0.00026,21,32,,,,,0.0002087,14,20
0.0003845,14,32,,,,,0.0002014,2,20
0.0002985,13,31,,,,,0.0002015,25,20
0.0003166,17,31,,,,,0.0002777,10,20
0.0003404,14,31,,,,,0.0002009,20,20
0.0002612,7,30,,,,,0.0002011,30,20
0.0002683,29,31,,,,,0.0002012,2,20
0.0002638,9,31,,,,,0.0002011,1,20
0.0002593,13,31,,,,,0.0002024,15,20
0.0002604,4,31,,,,,0.0002651,23,20
0.0002633,11,30,,,,,0.0002691,25,20
0.0002602,12,31,,,,,0.0002023,32,20
0.0002616,9,30,,,,,0.0002022,28,20
0.0003143,24,29,,,,,0.0002032,3,20
0.000333,34,30,,,,,0.0002682,24,20
0.0002666,29,30,,,,,0.000253,26,20
0.0003094,18,30,,,,,0.0002578,19,20
0.000343,23,30,,,,,0.0002044,7,20
0.000252,29,30,,,,,0.0002034,7,20
0.0004304,30,30,,,,,0.0003232,28,20
0.0002665,33,29,,,,,0.0002008,3,20
0.0002661,19,30,,,,,0.000206,14,20
0.00035,18,31,,,,,0.0002149,12,20
0.0002389,28,31,,,,,0.0003933,3,20
0.0002331,6,30,,,,,0.0002017,22,20
0.0002389,29,29,,,,,0.0002007,14,20
0.000242,3,28,,,,,0.0002019,33,20
0.0002378,20,27,,,,,0.0002404,20,20
0.0002533,9,26,,,,,0.0002403,26,20
0.0002662,6,27,,,,,0.0002386,32,20
0.0002571,1,29,,,,,0.0002636,34,20
0.0002748,7,29,,,,,0.0002015,7,20
0.000263,30,29,,,,,0.0002271,35,20
0.0004158,32,32,,,,,0.0002013,5,20
0.0002029,27,32,,,,,0.0002033,11,20
0.000427,26,32,,,,,0.000268,11,20
0.0002555,24,35,,,,,0.0002718,17,20
0.0003003,26,34,,,,,0.0002724,19,20
0.0002754,17,33,,,,,0.0002009,26,20
0.0002719,21,35,,,,,0.0011504,20,20
0.0002683,27,39,,,,,0.0002612,13,20
0.0003745,15,38,,,,,0.0002857,33,20
0.0004317,29,37,,,,,0.0002749,2,20
0.0003447,35,36,,,,,0.0002903,33,20
0.0002605,22,36,,,,,0.0002021,12,20
0.0002615,18,35,,,,,0.0002011,30,20
0.0002748,35,34,,,,,0.0002038,13,20
0.0002725,12,35,,,,,0.000203,27,20
0.0002768,10,34,,,,,0.0002013,16,20
0.0002783,29,33,,,,,0.0002013,17,20
0.0002033,19,34,,,,,0.0002069,13,20
0.0002016,17,35,,,,,0.0002011,21,20
0.0002011,2,34,,,,,0.000202,16,20
0.0002063,20,33,,,,,0.0003522,1,20
0.0002018,13,35,,,,,0.000539,28,20
0.0002011,31,34,,,,,0.0003296,21,20
0.0002414,7,33,,,,,0.0002021,9,20
0.0002016,8,35,,,,,0.0008817,5,20
0.0002535,23,35,,,,,0.0002018,28,20
0.0002552,22,34,,,,,0.0002027,5,20
0.0002488,18,33,,,,,0.0003018,18,20
0.000249,32,32,,,,,0.0002024,1,20
0.000261,9,31,,,,,0.0002058,25,20
0.0002608,10,33,,,,,0.0002026,24,20
0.0002641,33,33,,,,,0.0002233,35,20
0.0002602,15,32,,,,,0.0002047,16,20
0.0002604,26,32,,,,,0.0002016,27,20
0.0002637,22,31,,,,,0.0002019,15,20
0.0002734,3,30,,,,,0.0002132,5,20
0.0002599,27,29,,,,,0.0002059,7,20
0.0002639,18,28,,,,,0.0002016,18,20
0.000261,26,29,,,,,0.0002014,3,20
0.0002623,22,31,,,,,0.0002012,32,20
0.0002616,26,30,,,,,0.000202,17,20
0.0002739,7,29,,,,,0.0002017,10,20
0.0002537,23,30,,,,,0.0002014,15,20
0.0002015,34,30,,,,,0.0002355,22,20
0.0002061,12,31,,,,,0.0002014,33,20
0.0002021,5,31,,,,,0.0002016,26,20
0.0002015,30,30,,,,,0.0002098,21,20
0.0002135,13,32,,,,,0.0002008,15,20
0.0002022,25,33,,,,,0.0002013,27,20
0.000201,13,32,,,,,0.0002041,8,20
0.0002017,8,31,,,,,0.0002462,5,20
0.0002015,25,30,,,,,0.0002151,10,20
0.0002017,31,29,,,,,0.0004379,12,20
0.0002021,21,29,,,,,0.0003053,7,20
0.0002494,3,31,,,,,0.000264,28,20
0.000262,10,32,,,,,0.0002728,30,20
0.0002055,3,32,,,,,0.0002931,16,20
0.0002043,10,33,,,,,0.0002021,19,20
0.0006184,30,32,,,,,0.0002594,16,20
0.0004021,14,33,,,,,0.0002115,16,20
0.0004101,8,32,,,,,0.0002258,28,20
0.0004086,5,31,,,,,0.0002004,23,20
0.0006583,13,30,,,,,0.0002046,25,20
0.0005296,17,33,,,,,0.0002008,9,20
0.0002793,30,36,,,,,0.0002028,4,20
0.0002567,15,35,,,,,0.0002043,23,20
0.0002599,6,35,,,,,0.0002015,4,20
0.0007712,23,34,,,,,0.0003892,11,20
0.0008581,13,34,,,,,0.0002024,19,20
0.0003225,1,35,,,,,0.0002868,5,20
0.0003456,10,37,,,,,0.0009228,12,20
0.0002905,4,36,,,,,0.0002013,2,20
0.0003181,34,39,,,,,0.0002053,28,20
0.0002596,34,38,,,,,0.0002009,26,20
0.0002026,16,39,,,,,0.0002005,19,20
0.0002029,21,39,,,,,0.0002002,21,20
0.0002171,19,38,,,,,0.0002587,22,20
0.000201,20,39,,,,,0.0002035,10,20
0.0002013,24,38,,,,,0.0003536,19,20
0.0002238,4,37,,,,,0.0002055,35,20
0.0002018,20,38,,,,,0.0002062,18,20
0.0002009,11,37,,,,,0.0002654,29,20
0.0002315,5,37,,,,,0.0002983,8,20
0.0002609,23,36,,,,,0.0002894,12,20
0.0002021,32,37,,,,,0.000201,34,20
0.000202,24,41,,,,,0.0002012,15,20
0.0002017,13,40,,,,,0.000202,4,20
0.0002175,11,40,,,,,0.0002193,29,20
0.0002023,3,39,,,,,0.0002014,14,20
0.0002019,8,38,,,,,0.0002018,20,20
0.0002564,20,38,,,,,0.0002388,24,20
0.0002588,31,37,,,,,0.000203,27,20
0.0002947,2,37,,,,,0.0002009,25,20
0.0002616,8,37,,,,,0.0002162,5,20
0.0002618,34,36,,,,,0.0005172,33,20
0.0002615,13,35,,,,,0.0002039,25,20
0.0003003,8,34,,,,,0.0002011,22,20
0.000202,24,35,,,,,0.0002803,4,20
0.0002012,3,36,,,,,0.0002023,9,20
0.0002022,34,36,,,,,0.0002645,1,20
0.0002123,32,35,,,,,0.0002025,18,20
0.0002023,20,35,,,,,0.0002023,3,20
0.0002014,7,34,,,,,0.0002807,16,20
0.0002018,2,33,,,,,0.0002028,35,20
0.0002028,2,36,,,,,0.0002612,32,20
0.0002019,20,35,,,,,0.0002619,30,20
0.0002008,9,34,,,,,0.0002644,26,20
0.0002056,2,33,,,,,0.0003365,7,20
0.0002013,10,32,,,,,0.0002027,19,20
0.0002008,34,32,,,,,0.0002028,27,20
0.0002022,29,31,,,,,0.0002017,3,20
0.0003031,23,30,,,,,0.0003421,18,20
0.0003197,32,30,,,,,0.0006988,33,20
0.0002584,30,30,,,,,0.0002662,30,20
0.000265,8,29,,,,,0.0002265,1,20
0.0008198,35,31,,,,,0.0002025,27,20
0.0002737,32,30,,,,,0.0002012,17,20
0.0003259,7,30,,,,,0.0002747,21,20
0.0003128,2,30,,,,,0.0002006,17,20
0.0002875,10,30,,,,,0.0002012,8,20
0.0002013,11,29,,,,,0.0002554,15,20
0.0004155,11,28,,,,,0.0002804,20,20
0.0002038,21,27,,,,,0.0002021,32,20
0.0002019,21,32,,,,,0.0002021,7,20
0.0002017,23,31,,,,,0.0002025,14,20
0.0008673,17,31,,,,,0.0003229,28,20
0.0003427,9,32,,,,,0.0002539,34,20
0.0003492,16,32,,,,,0.0002493,18,20
0.0002527,1,31,,,,,0.0010756,28,20
0.0002656,11,31,,,,,0.000276,15,20
0.000262,21,30,,,,,0.0002753,31,20
0.0002756,12,29,,,,,0.0002721,7,20
0.0002409,17,32,,,,,0.0002738,2,20
0.000262,27,32,,,,,0.0002744,26,20
0.0002637,19,35,,,,,0.0003021,25,20
0.0002618,16,35,,,,,0.0004514,4,20
0.000317,16,34,,,,,0.000273,32,20
0.0004088,33,38,,,,,0.0003828,34,20
0.0002736,19,37,,,,,0.0002846,12,20
0.0002704,4,36,,,,,0.0002049,28,20
0.000257,17,37,,,,,0.0005062,34,20
0.000263,10,37,,,,,0.0002054,28,20
0.0002608,1,36,,,,,0.0004429,23,20
0.0002719,31,35,,,,,0.0003541,12,20
0.0002765,9,35,,,,,0.0002001,29,20
0.0002726,5,34,,,,,0.0002801,32,20
0.0002726,1,33,,,,,0.0002138,5,20
0.0002762,29,32,,,,,0.0002107,14,20
0.0002724,30,32,,,,,0.0002615,26,20
0.000273,21,34,,,,,0.0002606,9,20
0.0002784,7,34,,,,,0.0002609,14,20
0.0002782,27,34,,,,,0.0002749,11,20
0.0002691,29,33,,,,,0.0003125,30,20
0.0003926,15,33,,,,,0.000202,25,20
0.0002042,20,32,,,,,0.0002768,28,20
0.0002024,6,32,,,,,0.0002628,1,20
0.00026,27,31,,,,,0.0002603,34,20
0.0002487,22,31,,,,,0.0004386,26,20
0.0002583,16,31,,,,,0.0002737,28,20
0.0002631,3,30,,,,,0.0002744,5,20
0.0002612,7,32,,,,,0.0002739,21,20
0.0002641,28,32,,,,,0.0002059,16,20
0.0002614,16,32,,,,,0.0002914,1,20
0.0002769,24,33,,,,,0.0006691,29,20
0.0002611,4,35,,,,,0.0002737,8,20
0.0002638,18,34,,,,,0.0002636,22,20
0.0002615,16,33,,,,,0.0002235,24,20
0.0002642,2,33,,,,,0.0002057,7,20
0.0002615,33,32,,,,,0.0002005,16,20
0.0002695,20,31,,,,,0.0003369,5,20
0.0004053,8,31,,,,,0.0002262,6,20
0.0002703,34,31,,,,,0.0002024,3,20
0.0002245,27,30,,,,,0.0002131,25,20
0.0002105,9,31,,,,,0.0002024,35,20
0.0002054,10,31,,,,,0.0002024,34,20
0.0002175,10,30,,,,,0.0002019,13,20
0.0002008,4,30,,,,,0.0002034,1,20
0.0002405,35,29,,,,,0.0002892,11,20
0.0002672,3,28,,,,,0.000201,11,20
0.0002484,5,27,,,,,0.0002018,20,20
0.0003512,6,30,,,,,0.0002009,25,20
0.0002603,7,30,,,,,0.0002864,16,20
0.000263,25,29,,,,,0.0002007,10,20
0.0002602,21,28,,,,,0.000251,2,20
0.0002691,15,32,,,,,0.0002053,6,20
0.00026,6,34,,,,,0.0002004,8,20
0.0002588,30,33,,,,,0.0003556,6,20
0.0002589,11,32,,,,,0.0002002,6,20
0.0002601,33,31,,,,,0.000249,34,20
0.0002627,1,31,,,,,0.000203,26,20
0.0002586,31,30,,,,,0.0002025,27,20
0.0002622,24,30,,,,,0.0002735,30,20
0.0002627,29,29,,,,,0.0002108,22,20
0.0002596,34,28,,,,,0.0003396,24,20
0.0002618,29,29,,,,,0.0002009,3,20
0.000261,20,28,,,,,0.0002006,32,20
0.0002612,34,27,,,,,0.0001968,7,20
0.0002759,8,27,,,,,0.0002199,21,20
0.0002454,5,26,,,,,0.0002008,7,20
0.0002035,11,25,,,,,0.0002009,5,20
0.0002033,27,26,,,,,0.0002315,23,20
0.000242,1,25,,,,,0.0002016,18,20
0.0005655,9,27,,,,,0.0002232,16,20
0.0002063,25,27,,,,,0.0002998,8,20
0.0002045,19,26,,,,,0.0003959,9,20
0.0003939,15,25,,,,,0.0002012,18,20
0.0002028,20,24,,,,,0.0002005,14,20
0.0002015,6,23,,,,,0.0002013,33,20
0.0002016,2,23,,,,,0.000227,32,20
0.0002012,10,23,,,,,0.0002136,10,20
0.0002019,6,22,,,,,0.0002008,22,20
0.000398,35,21,,,,,0.0002009,35,20
0.0002611,31,23,,,,,0.0003535,8,20
0.0002615,23,22,,,,,0.0002047,31,20
0.0002463,31,27,,,,,0.0002004,31,20
0.0002008,1,26,,,,,0.0002014,9,20
0.0002026,29,28,,,,,0.0002008,33,20
0.000291,10,27,,,,,0.0002431,6,20
0.0002604,5,27,,,,,0.0002065,22,20
0.000279,12,28,,,,,0.0002011,5,20
0.0002696,27,28,,,,,0.0002104,12,20
0.0002666,17,29,,,,,0.0002008,31,20
0.0002733,3,28,,,,,0.0002052,21,20
0.0005577,17,27,,,,,0.0002015,3,20
0.0002501,34,27,,,,,0.0002011,16,20
0.0003238,6,27,,,,,0.0002009,7,20
0.000271,8,26,,,,,0.000201,13,20
0.0002704,23,26,,,,,0.0002299,26,20
0.0002018,35,27,,,,,0.0003826,26,20
0.0002802,28,30,,,,,0.000264,23,20
0.0002017,14,30,,,,,0.0002026,12,20
0.0002061,28,31,,,,,0.0002029,17,20
0.0002011,4,30,,,,,0.0002903,6,20
0.0003007,9,30,,,,,0.0002046,14,20
0.0004238,31,29,,,,,0.0002051,15,20
0.0002729,6,29,,,,,0.0008682,31,20
0.0002766,13,28,,,,,0.0002008,32,20
0.0002754,10,28,,,,,0.0002585,5,20
0.0004032,24,30,,,,,0.0002018,20,20
0.0006047,16,31,,,,,0.0002017,11,20
0.0002017,1,31,,,,,0.0002012,26,20
0.0003381,24,31,,,,,0.0002012,5,20
0.0002014,9,31,,,,,0.0002568,4,20
0.0004853,23,31,,,,,0.0002727,29,20
0.0002035,21,30,,,,,0.0002349,6,20
0.0002022,25,29,,,,,0.0002658,18,20
0.0002024,12,34,,,,,0.0002026,19,20
0.0002066,1,34,,,,,0.0002007,28,20
0.0002024,27,36,,,,,0.0002011,4,20
0.0003053,15,35,,,,,0.0002002,16,20
0.0004878,3,34,,,,,0.0002018,30,20
0.0002639,33,33,,,,,0.0003206,27,20
0.000301,21,33,,,,,0.0002023,33,20
0.0002725,10,36,,,,,0.0002657,13,20
0.0003129,14,37,,,,,0.0002328,15,20
0.0002855,34,37,,,,,0.0002035,4,20
0.0002446,19,36,,,,,0.0002002,32,20
0.0002036,31,35,,,,,0.0002587,34,20
0.0002023,5,35,,,,,0.0002027,23,20
0.0002011,28,35,,,,,0.0002183,24,20
0.0008473,31,34,,,,,0.0002374,27,20
0.0002044,18,34,,,,,0.0002017,29,20
0.0002558,18,40,,,,,0.0002017,27,20
0.0003352,1,39,,,,,0.0002967,31,20
0.0002804,26,45,,,,,0.000259,5,20
0.0005984,8,45,,,,,0.0002634,30,20
0.0002651,28,44,,,,,0.0002728,28,20
0.000276,1,43,,,,,0.0002719,29,20
0.0002672,12,43,,,,,0.0002054,1,20
0.0002543,25,44,,,,,0.0002019,35,20
0.0002142,13,43,,,,,0.0002014,24,20
0.0002023,7,42,,,,,0.0002019,23,20
0.0002024,9,41,,,,,0.0002784,23,20
0.0002024,31,40,,,,,0.000256,9,20
0.0002055,28,39,,,,,0.0002867,18,20
0.0002033,12,39,,,,,0.0002598,28,20
0.0002036,23,38,,,,,0.0002723,12,20
0.0002018,24,43,,,,,0.000263,3,20
0.0002724,7,44,,,,,0.0002567,24,20
0.0002019,15,43,,,,,0.0002019,20,20
0.0002007,5,42,,,,,0.0002021,9,20
0.0002655,26,41,,,,,0.000201,17,20
0.0003677,11,42,,,,,0.0002021,12,20
0.0002709,20,41,,,,,0.0002532,5,20
0.000272,22,45,,,,,0.0002009,7,20
0.0002741,13,45,,,,,0.000303,33,20
0.0002704,5,45,,,,,0.0002843,17,20
0.0003719,30,44,,,,,0.0002833,17,20
0.0002781,18,43,,,,,0.0002825,24,20
0.0002728,13,44,,,,,0.0002667,24,20
0.0002908,31,43,,,,,0.0002541,30,20
0.000435,29,42,,,,,0.0002012,17,20
0.000202,18,41,,,,,0.0002056,21,20
0.0002005,33,41,,,,,0.000201,2,20
0.0002049,6,42,,,,,0.0002598,6,20
0.0001995,24,41,,,,,0.0002004,3,20
0.000201,27,41,,,,,0.0002128,16,20
0.0007979,12,40,,,,,0.0002012,29,20
0.0007833,17,39,,,,,0.0002055,32,20
0.0002623,24,38,,,,,0.0002011,27,20
0.0002814,4,38,,,,,0.0002504,19,20
0.0002721,10,37,,,,,0.0002036,12,20
0.0004274,33,36,,,,,0.0002016,23,20
0.0002016,14,37,,,,,0.0002133,3,20
0.0002916,12,41,,,,,0.0002066,28,20
0.0003183,14,40,,,,,0.0002014,5,20
0.0002028,20,39,,,,,0.0002815,17,20
0.0002,24,38,,,,,0.0002008,10,20
0.0002004,29,37,,,,,0.0002055,14,20
0.000204,7,36,,,,,0.0002141,23,20
0.0002007,11,35,,,,,0.0002174,2,20
0.0001998,31,35,,,,,0.0003027,3,20
0.0002007,10,34,,,,,0.0002036,31,20
0.0002183,5,33,,,,,0.0002061,31,20
0.0002004,29,33,,,,,0.0002007,35,20
0.0002012,18,33,,,,,0.0002018,2,20
0.0002363,1,33,,,,,0.0002019,17,20
0.0002855,14,32,,,,,0.0002503,22,20
0.0002111,21,34,,,,,0.0002014,26,20
0.0002007,35,33,,,,,0.0002013,24,20
0.0002007,12,33,,,,,0.0002019,7,20
0.0002364,20,32,,,,,0.0002014,34,20
0.0002612,34,31,,,,,0.0002008,9,20
0.0002514,35,30,,,,,0.0002146,27,20
0.0002506,17,30,,,,,0.0002032,6,20
0.0002613,7,30,,,,,0.000203,25,20
0.0002603,26,29,,,,,0.0002015,24,20
0.0002641,16,28,,,,,0.000274,31,20
0.0002612,13,27,,,,,0.0002746,33,20
0.0002611,10,26,,,,,0.0002217,25,20
0.0005092,5,25,,,,,0.0002725,27,20
0.0002477,10,31,,,,,0.0002004,16,20
0.0002004,20,32,,,,,0.000201,10,20
0.0003706,19,31,,,,,0.0005825,9,20
0.0003927,1,30,,,,,0.0002659,19,20
0.0003017,5,35,,,,,0.0002055,3,20
0.0002733,25,34,,,,,0.0003787,27,20
0.0002022,2,34,,,,,0.0002509,19,20
0.0002014,12,33,,,,,0.000278,19,20
0.0002261,6,32,,,,,0.0002409,9,20
0.0004042,22,32,,,,,0.0002473,19,20
0.0003428,21,34,,,,,0.0006157,17,20
0.0002497,7,35,,,,,0.0002411,34,20
0.0002717,30,34,,,,,0.0002022,6,20
0.0002622,17,33,,,,,0.0002429,25,20
0.000261,23,37,,,,,0.0002661,16,20
0.0003721,29,39,,,,,0.0002074,16,20
0.0002538,28,38,,,,,0.0002079,34,20
0.0002544,31,38,,,,,0.0003505,16,20
0.000259,35,37,,,,,0.0002635,31,20
0.0002545,24,36,,,,,0.0003373,2,20
0.0002685,30,35,,,,,0.0002607,1,20
0.0002681,9,34,,,,,0.0002847,26,20
0.0002676,11,33,,,,,0.0002827,1,20
0.000272,10,32,,,,,0.0002022,26,20
0.0002697,8,35,,,,,0.0002018,3,20
0.0002699,32,35,,,,,0.0002035,23,20
0.0002667,17,34,,,,,0.0003348,20,20
0.0002654,18,33,,,,,0.0002572,19,20
0.0002721,32,32,,,,,0.0002468,31,20
0.0002643,18,31,,,,,0.0004878,23,20
0.00024,23,31,,,,,0.0002021,28,20
0.0002004,31,31,,,,,0.0002011,4,20
0.0002008,4,30,,,,,0.0002329,19,20
0.0002047,15,29,,,,,0.000202,31,20
0.000363,20,28,,,,,0.0002123,23,20
0.0002021,25,30,,,,,0.0002009,33,20
0.000582,15,30,,,,,0.0002008,8,20
0.0003002,10,31,,,,,0.0002012,6,20
0.000203,2,30,,,,,0.0002386,11,20
0.0003485,12,29,,,,,0.00026,34,20
0.0002168,7,28,,,,,0.0002594,19,20
0.0002027,5,28,,,,,0.0002473,11,20
0.000201,2,27,,,,,0.000201,27,20
0.0028505,27,26,,,,,0.0002008,7,20
0.0009212,15,25,,,,,0.0002005,11,20
0.0002875,33,24,,,,,0.0002014,13,20
0.0004725,7,23,,,,,0.0002014,30,20
0.0002721,1,23,,,,,0.0002034,22,20
0.000738,21,22,,,,,0.0002019,10,20
0.000276,14,24,,,,,0.0002017,25,20
0.0002746,26,23,,,,,0.0002004,4,20
0.0002634,35,22,,,,,0.0002011,8,20
0.0002833,34,22,,,,,0.0003871,6,20
0.0010789,16,22,,,,,0.0002596,34,20
0.000639,25,24,,,,,0.0002683,31,20
0.0003652,12,23,,,,,0.0002645,21,20
0.0002698,10,25,,,,,0.0002107,15,20
0.0002695,27,24,,,,,0.0002101,29,20
0.0002589,27,23,,,,,0.0002489,14,20
0.0002613,28,24,,,,,0.0002023,1,20
0.0002597,29,23,,,,,0.0002017,23,20
0.0002613,32,24,,,,,0.0002629,19,20
0.000273,5,23,,,,,0.0002622,34,20
0.0002189,24,22,,,,,0.0003696,33,20
0.0002014,18,21,,,,,0.0002042,34,20
0.0002846,12,20,,,,,0.0002124,29,20
0.0002049,28,20,,,,,0.0002685,22,20
0.0003768,6,21,,,,,0.0002666,27,20
0.0005062,34,20,,,,,0.0002025,15,20
0.0002054,28,20,,,,,0.000204,15,20
0.0002019,33,19,,,,,0.0002015,19,20
0.0002025,7,18,,,,,0.0002623,22,20
0.000202,11,17,,,,,0.0002601,5,20
0.0002427,9,17,,,,,0.0002544,21,20
0.0002416,6,16,,,,,0.0002541,29,20
0.0002375,32,16,,,,,0.0002694,33,20
0.0002668,28,15,,,,,0.0002812,9,20
0.0002673,15,14,,,,,0.0002021,5,20
0.0002642,15,15,,,,,0.0002766,29,20
0.0002608,5,14,,,,,0.0002025,25,20
0.0002898,17,18,,,,,0.0002024,9,20
0.0002148,13,17,,,,,0.0002959,27,20
0.0002018,8,17,,,,,0.0002121,23,20
0.0002016,30,16,,,,,0.0003263,17,20
0.0002122,5,16,,,,,0.0004134,5,20
0.0002008,21,16,,,,,0.0002336,12,20
0.0002426,11,16,,,,,0.0002139,33,20
0.0002024,10,17,,,,,0.0002028,24,20
0.0002535,22,17,,,,,0.0002009,17,21
0.0004429,23,20,,,,,0.0002014,18,21
0.0002995,10,22,,,,,0.0002575,24,21
0.0010096,22,21,,,,,0.0002026,28,21
0.0003541,12,20,,,,,0.0002615,19,21
0.0002022,25,21,,,,,0.0002739,23,21
0.0002004,10,21,,,,,0.000282,3,21
0.0002983,26,22,,,,,0.0002355,24,21
0.0002004,12,21,,,,,0.0002033,30,21
0.0002001,29,20,,,,,0.0002169,20,21
0.0002801,32,20,,,,,0.0002011,9,21
0.000202,29,19,,,,,0.0002009,1,21
0.000201,30,18,,,,,0.0003335,7,21
0.0002138,5,20,,,,,0.0002061,8,21
0.0002012,31,19,,,,,0.0002011,21,21
0.0002107,14,20,,,,,0.0002012,32,21
0.0002033,21,22,,,,,0.0002007,16,21
0.0002054,14,22,,,,,0.0002008,27,21
0.0002006,6,23,,,,,0.0002006,32,21
0.0002182,15,22,,,,,0.0002582,1,21
0.0002634,31,22,,,,,0.0002013,32,21
0.000261,21,21,,,,,0.0002677,13,21
0.0002613,29,21,,,,,0.0002014,2,21
0.0002605,6,21,,,,,0.0002054,13,21
0.0002626,1,21,,,,,0.0002073,18,21
0.0002615,26,20,,,,,0.0002863,4,21
0.0002683,16,19,,,,,0.0002011,5,21
0.0002633,2,19,,,,,0.0002371,2,21
0.0002606,9,20,,,,,0.0002027,23,21
0.0002861,19,19,,,,,0.0002506,12,21
0.0002609,14,20,,,,,0.0002748,26,21
0.0002749,11,20,,,,,0.0002587,29,21
0.0002368,18,19,,,,,0.0002632,35,21
0.0002009,6,19,,,,,0.0002555,25,21
0.0003125,30,20,,,,,0.0002587,11,21
0.0002025,13,22,,,,,0.0002787,35,21
0.0002022,32,23,,,,,0.0002417,19,21
0.0002013,7,22,,,,,0.0004248,8,21
0.0002909,29,22,,,,,0.0002617,22,21
0.0002736,26,22,,,,,0.0002505,10,21
0.0002018,5,22,,,,,0.0002607,13,21
0.0002064,27,21,,,,,0.0002792,24,21
0.000202,25,20,,,,,0.0002018,24,21
0.0002013,33,19,,,,,0.0002022,29,21
0.000201,14,18,,,,,0.0003347,24,21
0.0002573,13,17,,,,,0.0002067,19,21
0.0002591,25,16,,,,,0.0002009,21,21
0.0002605,2,15,,,,,0.0002005,20,21
0.0002603,16,15,,,,,0.0003755,34,21
0.0002591,8,16,,,,,0.0002018,5,21
0.0002655,26,16,,,,,0.0002007,5,21
0.0002633,11,15,,,,,0.0002401,16,21
0.0002662,8,14,,,,,0.0002325,29,21
0.00062,30,13,,,,,0.0002594,6,21
0.0002966,6,16,,,,,0.0002714,33,21
0.0002768,28,20,,,,,0.0002669,25,21
0.0002729,33,24,,,,,0.0002677,8,21
0.0003046,7,24,,,,,0.0002702,2,21
0.0002438,28,23,,,,,0.0002174,5,21
0.0002441,13,22,,,,,0.0002164,24,21
0.0002377,7,21,,,,,0.0002833,34,21
0.0002706,31,24,,,,,0.0002948,27,21
0.0002641,21,23,,,,,0.0002765,4,21
0.0002821,14,25,,,,,0.0002767,17,21
0.0002666,34,24,,,,,0.0002006,17,21
0.0002741,5,24,,,,,0.0002172,15,21
0.0002662,33,23,,,,,0.0002262,16,21
0.0041318,24,23,,,,,0.0002014,20,21
0.0003377,17,22,,,,,0.0002004,31,21
0.0002628,27,21,,,,,0.0002009,3,21
0.0002628,1,20,,,,,0.0005019,12,21
0.0003703,4,21,,,,,0.0002449,24,21
0.0004062,4,22,,,,,0.000397,15,21
0.000424,18,21,,,,,0.0002021,2,21
0.0002603,34,20,,,,,0.0002008,34,21
