cas operacie,cislo,velkost frontu,,,,,,,
2.35E-05,10,35,,,,,0.000035,10,36
2.33E-05,10,35,,,,,0.0000234,10,36
2.34E-05,10,34,,,,,0.0000235,10,36
4.36E-05,10,36,,,,,0.0000356,10,36
4.36E-05,10,36,,,,,0.0000238,10,36
4.67E-05,10,36,,,,,0.0000236,10,36
3.84E-05,10,34,,,,,0.0000234,10,36
3.13E-05,10,34,,,,,0.0000327,10,36
2.49E-05,10,35,,,,,0.0000234,10,36
2.37E-05,10,37,,,,,0.0000232,10,36
3.25E-05,10,35,,,,,0.0000233,10,36
2.37E-05,10,34,,,,,0.0000301,10,36
2.34E-05,10,34,,,,,0.0000356,10,36
2.37E-05,10,35,,,,,0.0000293,10,36
2.35E-05,10,36,,,,,0.0000304,10,36
2.35E-05,10,37,,,,,0.0000283,10,36
2.33E-05,10,38,,,,,0.0000234,10,36
2.32E-05,10,37,,,,,0.0000235,10,36
2.35E-05,10,37,,,,,0.0000343,10,36
2.35E-05,10,37,,,,,0.0000345,10,36
3.08E-05,10,40,,,,,0.0000347,10,36
3.00E-05,10,39,,,,,0.0000276,10,36
3.02E-05,10,38,,,,,0.0000288,10,36
3.01E-05,10,40,,,,,0.0000307,10,36
3.11E-05,10,42,,,,,0.000028,10,36
3.09E-05,10,42,,,,,0.0000281,10,36
0.0001784,10,43,,,,,0.0000233,10,36
3.10E-05,10,41,,,,,0.0000233,10,36
3.08E-05,10,41,,,,,0.0000231,10,36
3.07E-05,10,40,,,,,0.0000232,10,36
2.37E-05,10,41,,,,,0.0000274,10,36
2.32E-05,10,41,,,,,0.0000291,10,36
2.34E-05,10,40,,,,,0.0000295,10,36
2.30E-05,10,39,,,,,0.0000303,10,36
2.33E-05,10,44,,,,,0.000034,10,36
2.36E-05,10,43,,,,,0.0000236,10,36
2.32E-05,10,44,,,,,0.0000236,10,36
2.32E-05,10,44,,,,,0.0000234,10,36
2.30E-05,10,45,,,,,0.0000369,10,36
2.34E-05,10,46,,,,,0.0000235,10,36
2.30E-05,10,45,,,,,0.0000232,10,36
2.35E-05,10,46,,,,,0.0000234,10,36
2.32E-05,10,44,,,,,0.0000231,10,36
2.30E-05,10,46,,,,,0.0000233,10,36
2.34E-05,10,46,,,,,0.0000297,10,36
3.13E-05,10,46,,,,,0.0000234,10,36
2.33E-05,10,46,,,,,0.0000309,10,36
2.32E-05,10,47,,,,,0.0000237,10,36
2.33E-05,10,47,,,,,0.0000302,10,36
2.83E-05,10,46,,,,,0.0000304,10,36
3.55E-05,10,46,,,,,0.0000295,10,36
2.37E-05,10,47,,,,,0.0000296,10,36
2.35E-05,10,47,,,,,0.0000233,10,36
4.53E-05,10,45,,,,,0.000031,10,36
2.38E-05,10,48,,,,,0.0000307,10,36
2.37E-05,10,50,,,,,0.0000436,10,36
2.79E-05,10,50,,,,,0.0000436,10,36
2.36E-05,10,51,,,,,0.0000467,10,36
2.35E-05,10,51,,,,,0.0000235,10,36
2.28E-05,10,49,,,,,0.0000368,10,36
2.41E-05,10,46,,,,,0.0000249,10,36
2.36E-05,10,43,,,,,0.0000345,10,36
2.36E-05,10,41,,,,,0.0000236,10,36
2.35E-05,10,41,,,,,0.0000309,10,36
2.33E-05,10,43,,,,,0.0000235,10,36
2.33E-05,10,42,,,,,0.0000353,10,36
2.32E-05,10,40,,,,,0.0000315,10,36
2.35E-05,10,39,,,,,0.0000338,10,36
2.85E-05,10,39,,,,,0.0000626,10,36
2.98E-05,10,41,,,,,0.0000236,10,36
2.34E-05,10,43,,,,,0.0000235,10,36
2.35E-05,10,43,,,,,0.0000282,10,36
2.61E-05,10,44,,,,,0.0000279,10,36
2.34E-05,10,43,,,,,0.0000277,10,36
2.29E-05,10,46,,,,,0.0000305,10,36
2.58E-05,10,47,,,,,0.0000235,10,36
2.49E-05,10,49,,,,,0.0000227,10,36
2.38E-05,10,51,,,,,0.0000273,10,36
2.37E-05,10,51,,,,,0.0000291,10,36
2.37E-05,10,51,,,,,0.0000274,10,36
2.35E-05,10,51,,,,,0.000033,10,36
3.12E-05,10,51,,,,,0.0000393,10,36
2.37E-05,10,48,,,,,0.0000235,10,36
2.34E-05,10,47,,,,,0.0000237,10,36
2.35E-05,10,48,,,,,0.0000235,10,36
3.31E-05,10,48,,,,,0.0000313,10,36
2.35E-05,10,50,,,,,0.0000236,3,36
2.34E-05,10,50,,,,,0.0000235,3,36
2.33E-05,10,51,,,,,0.0000236,3,36
2.37E-05,10,52,,,,,0.0000234,3,36
2.35E-05,10,53,,,,,0.0000234,3,36
2.33E-05,10,52,,,,,0.0000237,3,36
2.33E-05,10,50,,,,,0.0000238,3,36
3.09E-05,10,50,,,,,0.0000319,3,36
2.45E-05,10,50,,,,,0.0000288,3,36
2.37E-05,10,50,,,,,0.0000301,3,36
3.06E-05,10,48,,,,,0.0000336,3,36
3.35E-05,10,48,,,,,0.0000279,3,36
4.55E-05,10,48,,,,,0.0000299,3,36
2.36E-05,10,47,,,,,0.0000286,3,36
2.35E-05,10,49,,,,,0.0000325,3,36
2.34E-05,10,49,,,,,0.0000315,3,36
2.35E-05,10,49,,,,,0.0000237,3,36
2.33E-05,10,50,,,,,0.0000235,3,36
2.34E-05,10,51,,,,,0.0000237,3,36
2.33E-05,10,51,,,,,0.0000234,3,36
3.14E-05,10,47,,,,,0.0000233,3,36
2.52E-05,10,47,,,,,0.0000235,3,36
2.35E-05,10,43,,,,,0.00003,3,36
2.35E-05,10,43,,,,,0.0000302,3,36
2.46E-05,10,44,,,,,0.0000244,3,36
2.34E-05,10,44,,,,,0.0000239,3,36
2.34E-05,10,44,,,,,0.0000313,3,36
2.32E-05,10,46,,,,,0.0000235,3,36
2.35E-05,10,46,,,,,0.0000233,3,36
2.33E-05,10,46,,,,,0.000028,3,36
3.07E-05,10,46,,,,,0.0000339,3,36
3.03E-05,10,44,,,,,0.000034,3,36
3.06E-05,10,45,,,,,0.0000343,3,36
2.32E-05,10,45,,,,,0.0000314,3,36
2.32E-05,10,39,,,,,0.000034,3,36
2.33E-05,10,39,,,,,0.0000234,15,37
2.35E-05,10,42,,,,,0.0000357,15,37
2.87E-05,10,42,,,,,0.0000228,15,37
2.33E-05,10,41,,,,,0.0000234,15,37
2.34E-05,10,42,,,,,0.0000233,15,37
2.34E-05,10,42,,,,,0.0000234,15,37
2.91E-05,10,41,,,,,0.0000233,15,37
2.34E-05,10,39,,,,,0.0000233,15,37
2.31E-05,10,39,,,,,0.0000237,15,37
2.33E-05,10,40,,,,,0.0000234,15,37
2.33E-05,10,38,,,,,0.0000236,15,37
2.27E-05,10,37,,,,,0.0000233,15,37
2.27E-05,10,37,,,,,0.0000236,15,37
2.24E-05,10,38,,,,,0.0000235,15,37
2.25E-05,10,39,,,,,0.000024,15,37
3.04E-05,10,40,,,,,0.0000235,15,37
2.33E-05,10,45,,,,,0.0000237,15,37
2.88E-05,10,42,,,,,0.000024,15,37
3.01E-05,10,41,,,,,0.0000235,15,37
2.33E-05,10,43,,,,,0.0000271,15,37
2.36E-05,10,42,,,,,0.0000342,15,37
2.33E-05,10,42,,,,,0.0000325,15,37
3.01E-05,10,40,,,,,0.0000233,15,37
2.38E-05,10,39,,,,,0.0000233,15,37
2.34E-05,10,37,,,,,0.0000231,15,37
3.68E-05,10,36,,,,,0.0000233,15,37
2.49E-05,10,36,,,,,0.0000233,15,37
3.45E-05,10,36,,,,,0.0000235,15,37
2.33E-05,10,37,,,,,0.0000232,15,37
2.33E-05,10,37,,,,,0.0000328,15,37
2.35E-05,10,37,,,,,0.0000374,15,37
2.36E-05,10,36,,,,,0.0000235,15,37
2.35E-05,10,37,,,,,0.0000235,15,37
2.36E-05,10,43,,,,,0.0000235,15,37
2.34E-05,10,43,,,,,0.0000236,15,37
2.36E-05,10,43,,,,,0.0000237,15,37
2.36E-05,10,42,,,,,0.0000234,15,37
2.36E-05,10,41,,,,,0.0000236,15,37
2.34E-05,10,41,,,,,0.0000235,15,37
2.35E-05,10,41,,,,,0.0000424,15,37
2.35E-05,10,43,,,,,0.000031,15,37
2.34E-05,10,43,,,,,0.000041,15,37
2.33E-05,10,43,,,,,0.0000379,15,37
2.34E-05,10,43,,,,,0.0000298,15,37
2.34E-05,10,43,,,,,0.0000332,15,37
2.33E-05,10,44,,,,,0.0000234,15,37
0.0001302,10,45,,,,,0.0000232,15,37
2.41E-05,10,45,,,,,0.0000289,15,37
2.38E-05,10,44,,,,,0.0000234,15,37
2.39E-05,10,46,,,,,0.0000235,15,37
2.35E-05,10,47,,,,,0.0000233,15,37
2.34E-05,10,48,,,,,0.0000233,15,37
2.33E-05,10,49,,,,,0.0000233,15,37
2.32E-05,10,48,,,,,0.0000306,15,37
2.33E-05,10,46,,,,,0.0000236,24,37
2.34E-05,10,46,,,,,0.0000235,24,37
2.86E-05,10,45,,,,,0.000031,24,37
2.36E-05,10,45,,,,,0.0000233,24,37
3.00E-05,10,45,,,,,0.0000229,24,37
2.38E-05,10,45,,,,,0.0000229,24,37
2.34E-05,10,45,,,,,0.0000237,24,37
2.35E-05,10,45,,,,,0.0000318,24,37
2.34E-05,10,45,,,,,0.0000233,24,37
2.33E-05,10,47,,,,,0.0000233,24,37
2.35E-05,10,45,,,,,0.0000234,24,37
2.33E-05,10,45,,,,,0.0000237,24,37
3.06E-05,10,45,,,,,0.0000322,24,37
2.34E-05,10,49,,,,,0.0000371,24,37
2.34E-05,10,49,,,,,0.0000289,24,37
2.33E-05,10,50,,,,,0.0000458,24,37
2.34E-05,10,50,,,,,0.0000328,24,37
2.33E-05,10,50,,,,,0.0000237,24,37
2.78E-05,10,50,,,,,0.0000303,24,37
2.35E-05,10,49,,,,,0.0000242,24,37
2.36E-05,10,49,,,,,0.0000348,24,37
2.33E-05,10,49,,,,,0.0000303,24,37
2.35E-05,10,50,,,,,0.0000239,24,37
2.32E-05,10,51,,,,,0.0000236,24,37
2.99E-05,10,53,,,,,0.0000234,24,37
2.82E-05,10,53,,,,,0.000032,24,37
2.60E-05,10,52,,,,,0.0000291,24,37
2.44E-05,10,52,,,,,0.0000299,24,37
2.37E-05,10,50,,,,,0.0000313,24,37
2.35E-05,10,52,,,,,0.0000301,24,37
2.36E-05,10,55,,,,,0.0000236,24,37
2.36E-05,10,54,,,,,0.0000233,24,37
2.30E-05,10,52,,,,,0.0000311,24,37
2.28E-05,10,52,,,,,0.0000354,24,37
2.35E-05,10,50,,,,,0.0000234,24,37
2.33E-05,10,51,,,,,0.0000233,24,37
2.35E-05,10,51,,,,,0.0000231,24,37
2.34E-05,10,51,,,,,0.0000235,24,37
2.35E-05,10,50,,,,,0.0000232,24,37
2.28E-05,10,50,,,,,0.0000233,24,37
2.35E-05,10,49,,,,,0.0000233,24,37
3.19E-05,10,48,,,,,0.0000233,24,37
3.39E-05,10,48,,,,,0.0000233,24,37
2.39E-05,10,46,,,,,0.000024,24,37
2.35E-05,10,48,,,,,0.0000237,24,37
2.34E-05,10,48,,,,,0.0000277,24,37
3.12E-05,10,51,,,,,0.0000272,24,37
2.35E-05,10,51,,,,,0.0000978,24,37
2.33E-05,10,49,,,,,0.0000234,24,37
2.34E-05,10,46,,,,,0.0000307,24,37
2.34E-05,10,47,,,,,0.0000234,24,37
2.32E-05,10,46,,,,,0.0000283,24,37
2.33E-05,10,47,,,,,0.000031,24,37
2.37E-05,10,46,,,,,0.0000313,24,37
3.03E-05,10,44,,,,,0.0000311,24,37
0.0003347,10,48,,,,,0.0000287,24,37
0.0001996,10,51,,,,,0.0000235,24,37
3.77E-05,10,51,,,,,0.0000236,24,37
3.04E-05,10,51,,,,,0.0000285,24,37
2.36E-05,10,54,,,,,0.000123,24,37
2.34E-05,10,55,,,,,0.000035,24,37
3.11E-05,10,52,,,,,0.0000321,24,37
2.41E-05,10,49,,,,,0.0000344,24,37
2.35E-05,10,48,,,,,0.0000315,24,37
2.35E-05,10,49,,,,,0.0000246,24,37
2.36E-05,10,49,,,,,0.0000234,24,37
2.38E-05,10,49,,,,,0.0000237,24,37
2.37E-05,10,49,,,,,0.0000234,24,37
2.32E-05,10,49,,,,,0.0000233,24,37
2.34E-05,10,49,,,,,0.0000251,24,37
2.34E-05,10,51,,,,,0.0000293,24,37
2.42E-05,10,51,,,,,0.0000931,24,37
2.37E-05,10,52,,,,,0.0000322,24,37
2.44E-05,10,54,,,,,0.0000319,24,37
2.36E-05,10,55,,,,,0.0000241,24,37
2.36E-05,10,58,,,,,0.0000279,24,37
2.33E-05,10,58,,,,,0.0000311,24,37
2.35E-05,10,53,,,,,0.0000331,24,37
2.33E-05,10,53,,,,,0.0000232,24,37
2.32E-05,10,52,,,,,0.0000233,24,37
2.34E-05,10,52,,,,,0.0000233,24,37
2.33E-05,10,50,,,,,0.0000234,24,37
2.34E-05,10,50,,,,,0.0000234,24,37
2.34E-05,10,51,,,,,0.0000327,24,37
2.34E-05,10,52,,,,,0.0000319,24,37
2.33E-05,10,53,,,,,0.000032,24,37
2.33E-05,10,53,,,,,0.0000235,24,37
3.71E-05,10,53,,,,,0.000032,24,37
3.39E-05,10,57,,,,,0.0000234,24,37
3.02E-05,10,57,,,,,0.00003,24,37
3.02E-05,10,57,,,,,0.0000298,24,37
3.12E-05,10,56,,,,,0.0000311,24,37
2.85E-05,10,57,,,,,0.0000436,24,37
3.79E-05,10,56,,,,,0.0000311,24,37
3.16E-05,10,54,,,,,0.0000377,24,37
4.09E-05,10,54,,,,,0.0000298,24,37
3.31E-05,10,56,,,,,0.0000312,24,37
3.19E-05,10,55,,,,,0.0000287,24,37
3.68E-05,10,56,,,,,0.0000282,24,37
3.91E-05,10,56,,,,,0.0000233,24,37
2.36E-05,10,56,,,,,0.0000301,24,37
2.32E-05,10,56,,,,,0.0000311,24,37
2.78E-05,10,54,,,,,0.0000299,24,37
2.32E-05,10,52,,,,,0.0000319,24,37
2.35E-05,10,51,,,,,0.000034,24,37
2.32E-05,10,48,,,,,0.0000333,24,37
3.33E-05,10,50,,,,,0.0000297,24,37
2.88E-05,10,49,,,,,0.0000317,24,37
2.83E-05,10,49,,,,,0.0000318,24,37
2.88E-05,10,49,,,,,0.0000301,24,37
2.86E-05,10,50,,,,,0.0000316,10,37
2.89E-05,10,50,,,,,0.0000319,10,37
2.85E-05,10,50,,,,,0.0000233,10,37
2.81E-05,10,49,,,,,0.0000235,10,37
2.77E-05,10,48,,,,,0.0000233,10,37
3.00E-05,10,46,,,,,0.0000232,10,37
3.02E-05,10,46,,,,,0.0000232,10,37
2.89E-05,10,48,,,,,0.0000231,10,37
2.69E-05,10,48,,,,,0.0000226,10,37
2.73E-05,10,45,,,,,0.0000242,10,37
2.74E-05,10,47,,,,,0.0000423,10,37
2.80E-05,10,40,,,,,0.000066,10,37
3.09E-05,10,36,,,,,0.0000294,10,37
3.05E-05,10,35,,,,,0.0000294,10,37
3.11E-05,10,35,,,,,0.0000297,10,37
3.06E-05,10,35,,,,,0.0000232,10,37
3.16E-05,10,35,,,,,0.0000232,10,37
3.02E-05,10,33,,,,,0.0000234,10,37
3.13E-05,10,33,,,,,0.0000278,10,37
3.21E-05,10,33,,,,,0.0000237,10,37
2.99E-05,10,33,,,,,0.0000235,10,37
3.09E-05,10,34,,,,,0.0000237,10,37
3.06E-05,10,34,,,,,0.0000345,10,37
2.97E-05,10,34,,,,,0.0000236,10,37
3.28E-05,10,34,,,,,0.0000351,10,37
3.48E-05,10,34,,,,,0.0000346,10,37
2.35E-05,10,36,,,,,0.0000345,10,37
2.79E-05,10,35,,,,,0.0000294,10,37
2.79E-05,10,34,,,,,0.0000339,10,37
2.92E-05,10,32,,,,,0.0000301,10,37
2.75E-05,10,31,,,,,0.0000236,10,37
2.34E-05,10,24,,,,,0.0000237,10,37
2.35E-05,10,24,,,,,0.0000234,10,37
2.34E-05,10,24,,,,,0.0000292,10,37
2.35E-05,10,25,,,,,0.0000293,10,37
2.33E-05,10,24,,,,,0.0000235,10,37
2.36E-05,10,24,,,,,0.0000233,10,37
2.84E-05,10,24,,,,,0.0000236,10,37
3.15E-05,10,25,,,,,0.0000235,10,37
3.05E-05,10,25,,,,,0.0000233,10,37
0.0001654,10,25,,,,,0.0000234,10,37
3.13E-05,10,23,,,,,0.0000235,10,37
2.35E-05,10,24,,,,,0.0000341,10,37
2.34E-05,10,25,,,,,0.0000342,10,37
2.33E-05,10,25,,,,,0.0000235,10,37
2.33E-05,10,26,,,,,0.0000235,10,37
2.34E-05,10,26,,,,,0.0000236,10,37
2.32E-05,10,26,,,,,0.0000234,10,37
2.33E-05,10,26,,,,,0.0000237,10,37
2.33E-05,10,26,,,,,0.0000237,10,37
2.34E-05,10,27,,,,,0.0000233,10,37
3.72E-05,10,27,,,,,0.0000232,10,37
2.88E-05,10,30,,,,,0.0000235,10,37
3.12E-05,10,29,,,,,0.0000233,10,37
3.12E-05,10,29,,,,,0.0000237,10,37
2.79E-05,10,29,,,,,0.0000236,10,37
2.38E-05,10,29,,,,,0.0000236,10,37
2.35E-05,10,29,,,,,0.0000315,10,37
2.36E-05,10,31,,,,,0.0000313,10,37
2.34E-05,10,31,,,,,0.0000302,10,37
3.04E-05,10,30,,,,,0.0000305,10,37
3.30E-05,10,30,,,,,0.0000296,10,37
3.14E-05,10,30,,,,,0.0000233,10,37
3.02E-05,10,30,,,,,0.0000329,10,37
2.34E-05,10,29,,,,,0.0000307,10,37
3.77E-05,10,32,,,,,0.0000287,10,37
3.90E-05,10,32,,,,,0.0000233,10,37
3.42E-05,10,33,,,,,0.0000236,10,37
3.51E-05,10,35,,,,,0.0000237,10,37
3.40E-05,10,34,,,,,0.0000235,10,37
3.39E-05,10,33,,,,,0.0000232,10,37
3.22E-05,10,33,,,,,0.0000235,10,37
3.21E-05,10,33,,,,,0.0000235,10,37
2.93E-05,10,35,,,,,0.0000227,10,37
2.37E-05,10,33,,,,,0.0000227,10,37
3.34E-05,10,31,,,,,0.0000234,10,37
3.41E-05,10,30,,,,,0.0000233,10,37
3.65E-05,10,29,,,,,0.0000233,10,37
3.35E-05,10,30,,,,,0.0000235,10,37
3.41E-05,10,32,,,,,0.0000235,10,37
3.39E-05,10,33,,,,,0.0000238,10,37
3.92E-05,10,33,,,,,0.0000236,10,37
3.85E-05,10,33,,,,,0.0000308,10,37
2.35E-05,10,32,,,,,0.0000236,10,37
2.32E-05,10,31,,,,,0.0000366,10,37
2.35E-05,10,30,,,,,0.0000294,10,37
2.36E-05,10,28,,,,,0.0000338,10,37
2.35E-05,10,27,,,,,0.0000244,10,37
2.35E-05,10,28,,,,,0.000024,10,37
2.33E-05,10,29,,,,,0.0000238,10,37
2.34E-05,10,28,,,,,0.0000236,10,37
3.00E-05,10,27,,,,,0.0000327,10,37
3.44E-05,10,27,,,,,0.0000299,10,37
2.34E-05,10,26,,,,,0.0000285,10,37
2.37E-05,10,26,,,,,0.0000315,10,37
2.32E-05,10,26,,,,,0.0000455,10,37
2.33E-05,10,26,,,,,0.0000417,10,37
2.34E-05,10,26,,,,,0.0000234,10,37
0.0003302,10,28,,,,,0.0000239,10,37
3.55E-05,10,28,,,,,0.0000924,10,37
2.35E-05,10,29,,,,,0.0000232,10,37
2.36E-05,10,30,,,,,0.0000234,10,37
2.35E-05,10,27,,,,,0.0000233,10,37
2.34E-05,10,24,,,,,0.0000236,10,37
2.36E-05,10,23,,,,,0.0000235,10,37
2.39E-05,10,24,,,,,0.0000233,10,37
2.34E-05,10,25,,,,,0.0000234,10,37
2.35E-05,10,25,,,,,0.0000234,10,37
2.33E-05,10,27,,,,,0.0000237,10,37
2.33E-05,10,29,,,,,0.0000359,10,37
2.35E-05,10,28,,,,,0.0000266,10,37
3.03E-05,10,29,,,,,0.0000232,10,37
3.42E-05,10,30,,,,,0.0000234,10,37
3.33E-05,10,30,,,,,0.0000234,10,37
3.30E-05,10,30,,,,,0.0000304,10,37
3.29E-05,10,31,,,,,0.0000235,3,37
3.35E-05,10,31,,,,,0.00003,3,37
2.33E-05,10,32,,,,,0.000024,3,37
2.34E-05,10,30,,,,,0.0000237,3,37
2.34E-05,10,29,,,,,0.0000234,3,37
2.34E-05,10,27,,,,,0.0000233,3,37
2.33E-05,10,28,,,,,0.0000469,3,37
2.33E-05,10,34,,,,,0.0000238,3,37
3.45E-05,10,34,,,,,0.0000296,3,37
3.10E-05,10,34,,,,,0.0000319,3,37
3.53E-05,10,36,,,,,0.0000312,3,37
3.51E-05,10,35,,,,,0.0000272,3,37
2.40E-05,10,39,,,,,0.0000281,3,37
2.36E-05,10,39,,,,,0.0000306,3,37
2.37E-05,10,38,,,,,0.0000306,3,37
2.38E-05,10,37,,,,,0.0000236,3,37
2.36E-05,10,37,,,,,0.0001039,3,37
2.35E-05,10,39,,,,,0.000037,3,37
2.37E-05,10,40,,,,,0.000046,3,37
2.37E-05,10,40,,,,,0.0000236,3,37
3.29E-05,10,38,,,,,0.0000235,3,37
3.11E-05,10,38,,,,,0.0000376,3,37
3.15E-05,10,36,,,,,0.0000968,3,37
3.08E-05,10,37,,,,,0.0000234,3,37
3.18E-05,10,35,,,,,0.0000233,3,37
3.63E-05,10,34,,,,,0.0000234,3,37
2.36E-05,10,33,,,,,0.0000315,3,37
2.36E-05,10,34,,,,,0.000031,3,37
2.36E-05,10,37,,,,,0.000032,3,37
3.66E-05,10,37,,,,,0.0000318,3,37
2.94E-05,10,37,,,,,0.0000237,3,37
2.88E-05,10,35,,,,,0.0000302,3,37
2.90E-05,10,35,,,,,0.0000348,3,37
3.38E-05,10,36,,,,,0.0000336,3,37
6.26E-05,10,36,,,,,0.0000341,3,37
2.41E-05,10,41,,,,,0.0000342,3,37
2.38E-05,10,41,,,,,0.0000234,15,38
2.39E-05,10,41,,,,,0.0000233,15,38
2.35E-05,10,41,,,,,0.0000234,15,38
2.33E-05,10,39,,,,,0.0000232,15,38
2.37E-05,10,39,,,,,0.0000228,15,38
2.35E-05,10,39,,,,,0.0000238,15,38
2.35E-05,10,39,,,,,0.0000234,15,38
2.35E-05,10,40,,,,,0.0000234,15,38
2.43E-05,10,40,,,,,0.0000229,15,38
0.0001066,10,41,,,,,0.0000234,15,38
3.10E-05,10,42,,,,,0.0000235,15,38
2.85E-05,10,42,,,,,0.000024,15,38
0.0002386,10,42,,,,,0.0000237,15,38
3.01E-05,10,42,,,,,0.0000272,15,38
0.0001065,10,44,,,,,0.0000315,15,38
2.41E-05,10,47,,,,,0.0000305,15,38
2.37E-05,10,47,,,,,0.0000233,15,38
2.34E-05,10,47,,,,,0.0000233,15,38
2.40E-05,10,48,,,,,0.0000233,15,38
2.35E-05,10,50,,,,,0.0000234,15,38
2.35E-05,10,51,,,,,0.0000233,15,38
3.39E-05,10,52,,,,,0.0000238,15,38
3.08E-05,10,52,,,,,0.0000234,15,38
3.17E-05,10,54,,,,,0.0000234,15,38
3.08E-05,10,54,,,,,0.000024,15,38
3.19E-05,10,54,,,,,0.0000235,15,38
3.13E-05,10,54,,,,,0.0000236,15,38
3.14E-05,10,55,,,,,0.0000279,15,38
3.16E-05,10,55,,,,,0.0000234,15,38
2.36E-05,10,53,,,,,0.0000233,15,38
2.36E-05,10,55,,,,,0.0000341,15,38
2.99E-05,10,54,,,,,0.0000236,15,38
3.08E-05,10,54,,,,,0.0000234,15,38
2.97E-05,10,51,,,,,0.0000233,15,38
3.08E-05,10,54,,,,,0.0000234,15,38
3.25E-05,10,56,,,,,0.0000232,15,38
3.09E-05,10,56,,,,,0.0000232,15,38
3.26E-05,10,57,,,,,0.0000232,15,38
5.80E-05,10,57,,,,,0.0000311,15,38
3.46E-05,10,57,,,,,0.000032,15,38
3.10E-05,10,58,,,,,0.0000237,15,38
3.09E-05,10,57,,,,,0.0000232,15,38
3.15E-05,10,57,,,,,0.0000228,15,38
3.21E-05,10,56,,,,,0.0000337,15,38
2.43E-05,10,53,,,,,0.0000324,15,38
2.38E-05,10,53,,,,,0.0000232,15,38
2.36E-05,10,52,,,,,0.0000236,15,38
2.83E-05,10,52,,,,,0.0000234,15,38
2.36E-05,10,52,,,,,0.0000236,15,38
2.41E-05,10,53,,,,,0.0000336,24,38
2.36E-05,10,53,,,,,0.0000233,24,38
2.37E-05,10,53,,,,,0.0000235,24,38
2.35E-05,10,51,,,,,0.0000234,24,38
2.35E-05,10,51,,,,,0.0000234,24,38
2.34E-05,10,51,,,,,0.0000284,24,38
2.34E-05,10,53,,,,,0.0000272,24,38
2.36E-05,10,54,,,,,0.0000235,24,38
2.35E-05,10,53,,,,,0.0000302,24,38
2.35E-05,10,54,,,,,0.0000237,24,38
2.34E-05,10,54,,,,,0.0000237,24,38
2.36E-05,10,54,,,,,0.0000235,24,38
2.34E-05,10,55,,,,,0.0000233,24,38
2.35E-05,10,55,,,,,0.0000232,24,38
2.40E-05,10,53,,,,,0.0000313,24,38
2.39E-05,10,53,,,,,0.0000324,24,38
2.37E-05,10,52,,,,,0.0000321,24,38
2.35E-05,10,52,,,,,0.0000332,24,38
2.35E-05,10,52,,,,,0.000034,24,38
2.34E-05,10,52,,,,,0.0000326,24,38
2.35E-05,10,54,,,,,0.0002336,24,38
3.01E-05,10,53,,,,,0.0000339,24,38
3.26E-05,10,52,,,,,0.0000336,24,38
2.37E-05,10,55,,,,,0.00004,24,38
2.35E-05,10,53,,,,,0.0000238,24,38
2.35E-05,10,54,,,,,0.0000234,24,38
2.35E-05,10,54,,,,,0.0000305,24,38
2.34E-05,10,54,,,,,0.0000303,24,38
2.90E-05,10,54,,,,,0.0000306,24,38
2.39E-05,10,52,,,,,0.0000374,24,38
2.36E-05,10,52,,,,,0.0000339,24,38
2.39E-05,10,52,,,,,0.0000309,24,38
2.37E-05,10,52,,,,,0.0000244,24,38
2.37E-05,10,52,,,,,0.0000236,24,38
2.38E-05,10,52,,,,,0.0000234,24,38
3.05E-05,10,53,,,,,0.0000233,24,38
3.13E-05,10,53,,,,,0.0000311,24,38
4.16E-05,10,52,,,,,0.0000233,24,38
2.81E-05,10,51,,,,,0.0000694,24,38
2.84E-05,10,53,,,,,0.0000235,24,38
3.18E-05,10,55,,,,,0.0000272,24,38
2.80E-05,10,52,,,,,0.0000231,24,38
3.14E-05,10,51,,,,,0.0000289,24,38
2.84E-05,10,51,,,,,0.0000296,24,38
3.21E-05,10,52,,,,,0.0000235,24,38
3.19E-05,10,52,,,,,0.0000238,24,38
3.09E-05,10,50,,,,,0.0000233,24,38
0.0004421,10,50,,,,,0.0000234,24,38
3.06E-05,10,47,,,,,0.0000283,24,38
3.15E-05,10,48,,,,,0.0000294,24,38
3.12E-05,10,48,,,,,0.0000267,24,38
3.21E-05,10,48,,,,,0.0000325,24,38
2.79E-05,10,47,,,,,0.0000324,24,38
8.82E-05,10,46,,,,,0.0000277,24,38
4.06E-05,10,46,,,,,0.0000236,24,38
3.46E-05,10,46,,,,,0.0000324,24,38
3.18E-05,10,48,,,,,0.0000302,24,38
3.12E-05,10,48,,,,,0.0000301,24,38
3.08E-05,10,48,,,,,0.0000303,24,38
2.44E-05,10,47,,,,,0.0065183,24,38
9.72E-05,10,47,,,,,0.0000308,24,38
2.37E-05,10,49,,,,,0.000097,24,38
2.37E-05,10,48,,,,,0.0000324,24,38
2.37E-05,10,47,,,,,0.0000236,24,38
2.35E-05,10,43,,,,,0.0000236,24,38
2.38E-05,10,43,,,,,0.0000233,24,38
2.35E-05,10,41,,,,,0.0000233,24,38
2.32E-05,10,41,,,,,0.0000234,24,38
2.41E-05,10,40,,,,,0.0000303,24,38
9.69E-05,10,40,,,,,0.0000237,24,38
2.62E-05,10,40,,,,,0.0000296,24,38
4.56E-05,10,42,,,,,0.00003,24,38
0.0002905,10,42,,,,,0.0000296,24,38
2.75E-05,10,44,,,,,0.0000234,24,38
2.39E-05,10,44,,,,,0.0000231,24,38
0.0001223,10,44,,,,,0.0000233,24,38
