cas operacie,cislo,velkost frontu,,,,,,,
2.36E-05,24,14,,,,,0.0000235,15,13
2.38E-05,24,15,,,,,0.0000442,15,13
2.35E-05,24,15,,,,,0.0000451,15,13
2.35E-05,24,15,,,,,0.0000271,15,13
2.40E-05,24,11,,,,,0.0000293,15,13
2.34E-05,24,11,,,,,0.0000306,15,13
2.36E-05,24,11,,,,,0.0000272,15,13
3.29E-05,24,11,,,,,0.0000233,15,13
3.22E-05,24,11,,,,,0.0000293,15,13
2.42E-05,24,11,,,,,0.0000236,15,13
2.36E-05,24,10,,,,,0.0000342,15,13
2.37E-05,24,10,,,,,0.0000232,15,13
2.35E-05,24,10,,,,,0.0000233,15,13
3.54E-05,24,12,,,,,0.0000236,15,13
2.35E-05,24,9,,,,,0.0000237,15,13
2.33E-05,24,8,,,,,0.0000487,15,13
2.33E-05,24,9,,,,,0.0000443,15,13
3.47E-05,24,12,,,,,0.0000311,15,13
2.56E-05,24,11,,,,,0.0000727,15,13
3.00E-05,24,11,,,,,0.0000351,15,13
3.11E-05,24,11,,,,,0.0000365,15,13
2.40E-05,24,10,,,,,0.0000322,15,13
2.39E-05,24,11,,,,,0.0000319,15,13
2.34E-05,24,12,,,,,0.0000237,15,13
2.36E-05,24,14,,,,,0.0000232,15,13
2.34E-05,24,13,,,,,0.0000235,15,13
2.34E-05,24,17,,,,,0.0000234,15,13
2.94E-05,24,14,,,,,0.0000235,15,13
3.10E-05,24,15,,,,,0.0000234,15,13
2.78E-05,24,15,,,,,0.0000235,15,13
2.34E-05,24,18,,,,,0.0000234,15,13
2.33E-05,24,18,,,,,0.0000233,15,13
2.35E-05,24,18,,,,,0.0000296,15,13
2.33E-05,24,19,,,,,0.0000337,15,13
2.76E-05,24,19,,,,,0.0000231,15,13
2.35E-05,24,17,,,,,0.0000232,15,13
2.36E-05,24,17,,,,,0.0000233,15,13
2.35E-05,24,17,,,,,0.0000237,15,13
2.35E-05,24,18,,,,,0.0000234,15,13
2.36E-05,24,19,,,,,0.0000237,15,13
2.33E-05,24,19,,,,,0.0000233,15,13
2.33E-05,24,17,,,,,0.0000233,15,13
2.34E-05,24,15,,,,,0.0000232,15,13
2.34E-05,24,11,,,,,0.0000232,15,13
2.34E-05,24,11,,,,,0.0000317,15,13
2.32E-05,24,11,,,,,0.0000289,15,13
2.85E-05,24,13,,,,,0.0000346,15,13
2.88E-05,24,13,,,,,0.0000305,15,13
2.93E-05,24,15,,,,,0.0000308,15,13
2.65E-05,24,15,,,,,0.0000365,15,13
2.35E-05,24,15,,,,,0.0000303,15,13
2.33E-05,24,15,,,,,0.0000236,15,13
2.35E-05,24,16,,,,,0.0000232,15,13
2.35E-05,24,16,,,,,0.0000234,15,13
2.33E-05,24,16,,,,,0.0000237,15,13
2.35E-05,24,14,,,,,0.0000301,15,13
2.34E-05,24,15,,,,,0.0000289,15,13
2.33E-05,24,15,,,,,0.0000289,15,13
2.32E-05,24,15,,,,,0.0000292,15,13
2.81E-05,24,16,,,,,0.0000259,15,13
2.32E-05,24,16,,,,,0.0000312,24,13
2.74E-05,24,16,,,,,0.0000237,24,13
2.34E-05,24,16,,,,,0.0000236,24,13
2.32E-05,24,18,,,,,0.0000234,24,13
2.33E-05,24,21,,,,,0.0000307,24,13
2.32E-05,24,20,,,,,0.000031,24,13
2.34E-05,24,21,,,,,0.0000296,24,13
2.36E-05,24,19,,,,,0.0000232,24,13
2.33E-05,24,20,,,,,0.0000231,24,13
2.33E-05,24,20,,,,,0.0000232,24,13
2.37E-05,24,20,,,,,0.0000237,24,13
2.37E-05,24,21,,,,,0.0000231,24,13
2.34E-05,24,20,,,,,0.0000321,24,13
2.34E-05,24,21,,,,,0.0000235,24,13
2.34E-05,24,21,,,,,0.0000305,24,13
2.37E-05,24,21,,,,,0.0000292,24,13
2.35E-05,24,23,,,,,0.0000295,24,13
2.45E-05,24,21,,,,,0.0000307,24,13
3.05E-05,24,20,,,,,0.0000315,24,13
2.34E-05,24,19,,,,,0.0000335,24,13
2.35E-05,24,19,,,,,0.0000237,24,13
2.39E-05,24,21,,,,,0.0000323,24,13
2.34E-05,24,23,,,,,0.0000239,24,13
2.32E-05,24,27,,,,,0.0000234,24,13
2.33E-05,24,27,,,,,0.0000285,24,13
2.34E-05,24,26,,,,,0.0000288,24,13
3.15E-05,24,29,,,,,0.0000237,24,13
0.0009467,24,29,,,,,0.0000301,24,13
3.20E-05,24,29,,,,,0.0000242,24,13
3.12E-05,24,29,,,,,0.0000237,24,13
2.35E-05,24,25,,,,,0.0000337,24,13
2.33E-05,24,24,,,,,0.0000235,24,13
2.92E-05,24,22,,,,,0.0000233,24,13
3.69E-05,24,20,,,,,0.0000232,24,13
2.38E-05,24,21,,,,,0.0000234,24,13
2.36E-05,24,20,,,,,0.0000286,24,13
2.32E-05,24,19,,,,,0.0000246,24,13
2.33E-05,24,19,,,,,0.0000236,24,13
0.0001243,24,20,,,,,0.0000313,24,13
3.64E-05,24,21,,,,,0.0000316,24,13
3.21E-05,24,26,,,,,0.0000252,24,13
3.05E-05,24,24,,,,,0.000027,24,13
3.14E-05,24,24,,,,,0.0000237,24,13
3.07E-05,24,24,,,,,0.000028,24,13
2.97E-05,24,23,,,,,0.0000233,24,13
3.08E-05,24,22,,,,,0.0000248,24,13
3.09E-05,24,22,,,,,0.0000242,24,13
3.03E-05,24,22,,,,,0.0000234,24,13
6.28E-05,24,21,,,,,0.0000234,24,13
3.82E-05,24,21,,,,,0.0000233,24,13
2.35E-05,24,22,,,,,0.0000233,24,13
2.34E-05,24,27,,,,,0.0000356,24,13
2.36E-05,24,28,,,,,0.0000238,24,13
2.35E-05,24,28,,,,,0.0000785,24,13
2.70E-05,24,29,,,,,0.0000236,24,13
2.34E-05,24,29,,,,,0.0000243,24,13
2.33E-05,24,31,,,,,0.0000232,10,13
2.33E-05,24,33,,,,,0.0000316,10,13
2.33E-05,24,33,,,,,0.0000236,10,13
2.34E-05,24,33,,,,,0.0000238,10,13
2.33E-05,24,33,,,,,0.0000274,10,13
2.32E-05,24,33,,,,,0.0000239,10,13
2.31E-05,24,30,,,,,0.0000234,10,13
3.01E-05,24,30,,,,,0.0000233,10,13
2.89E-05,24,32,,,,,0.000024,10,13
5.87E-05,24,32,,,,,0.0000291,10,13
9.63E-05,24,32,,,,,0.0000294,10,13
3.24E-05,24,33,,,,,0.0000235,10,13
2.44E-05,24,33,,,,,0.0000233,10,13
2.40E-05,24,30,,,,,0.0000234,10,13
3.24E-05,24,31,,,,,0.0000233,10,13
6.35E-05,24,32,,,,,0.0000233,10,13
2.38E-05,24,33,,,,,0.0000234,10,13
2.38E-05,24,32,,,,,0.0000291,10,13
2.33E-05,24,32,,,,,0.0000234,10,13
2.33E-05,24,31,,,,,0.0000234,10,13
2.35E-05,24,31,,,,,0.0000239,10,13
2.33E-05,24,30,,,,,0.0000236,10,13
2.37E-05,24,30,,,,,0.0000304,10,13
2.33E-05,24,32,,,,,0.0000233,10,13
2.32E-05,24,32,,,,,0.0000234,10,13
2.34E-05,24,31,,,,,0.0000235,10,13
2.33E-05,24,31,,,,,0.0000303,10,13
2.34E-05,24,31,,,,,0.0000232,10,13
2.33E-05,24,31,,,,,0.0000236,10,13
2.34E-05,24,31,,,,,0.0000234,10,13
3.23E-05,24,28,,,,,0.0000235,10,13
3.27E-05,24,27,,,,,0.0000235,10,13
2.36E-05,24,28,,,,,0.0000233,10,13
2.36E-05,24,25,,,,,0.0000234,10,13
2.35E-05,24,25,,,,,0.0000233,10,13
2.35E-05,24,27,,,,,0.0000287,10,13
2.33E-05,24,27,,,,,0.0000232,10,13
2.36E-05,24,26,,,,,0.0000382,10,13
2.36E-05,24,25,,,,,0.0000247,10,13
2.37E-05,24,25,,,,,0.0000234,10,13
2.33E-05,24,24,,,,,0.0000232,10,13
2.35E-05,24,24,,,,,0.0000232,10,13
2.34E-05,24,24,,,,,0.0000231,10,13
2.76E-05,24,24,,,,,0.0000234,10,13
2.33E-05,24,24,,,,,0.0000233,10,13
2.34E-05,24,26,,,,,0.0000921,10,13
2.35E-05,24,27,,,,,0.0000245,10,13
2.42E-05,24,26,,,,,0.0000301,10,13
2.34E-05,24,28,,,,,0.0000238,10,13
2.35E-05,24,23,,,,,0.0000235,10,13
2.33E-05,24,23,,,,,0.0000234,10,13
3.79E-05,24,22,,,,,0.0000931,10,13
2.96E-05,24,23,,,,,0.0000233,10,13
2.96E-05,24,22,,,,,0.0000233,10,13
2.96E-05,24,22,,,,,0.0000232,10,13
3.78E-05,24,22,,,,,0.0000233,10,13
2.36E-05,24,21,,,,,0.0000233,10,13
2.36E-05,24,21,,,,,0.0000236,10,13
2.34E-05,24,21,,,,,0.0000269,10,13
2.34E-05,24,21,,,,,0.000029,10,13
2.35E-05,24,23,,,,,0.0000291,10,13
2.33E-05,24,21,,,,,0.0000317,10,13
2.33E-05,24,21,,,,,0.000033,10,13
2.33E-05,24,22,,,,,0.0000307,10,13
2.38E-05,24,20,,,,,0.0000291,10,13
2.76E-05,24,22,,,,,0.0000291,10,13
3.20E-05,24,22,,,,,0.0000716,10,13
2.34E-05,24,22,,,,,0.0000414,10,13
2.34E-05,24,22,,,,,0.0000516,10,13
2.34E-05,24,22,,,,,0.0000332,10,13
2.33E-05,24,22,,,,,0.0000236,10,13
3.06E-05,24,17,,,,,0.0000236,10,13
3.28E-05,24,18,,,,,0.0000235,10,13
3.26E-05,24,18,,,,,0.0000234,10,13
2.32E-05,24,18,,,,,0.0000332,10,13
2.35E-05,24,18,,,,,0.0000301,10,13
2.83E-05,24,17,,,,,0.0000296,10,13
2.35E-05,24,18,,,,,0.0002416,10,13
2.34E-05,24,16,,,,,0.0000235,10,13
2.33E-05,24,14,,,,,0.0000294,10,13
2.33E-05,24,14,,,,,0.0000238,10,13
2.37E-05,24,13,,,,,0.0000234,10,13
2.36E-05,24,15,,,,,0.0000235,10,13
3.01E-05,24,13,,,,,0.000024,10,13
3.14E-05,24,14,,,,,0.0000317,10,13
3.04E-05,24,14,,,,,0.0000233,10,13
3.33E-05,24,8,,,,,0.0000312,10,13
3.47E-05,24,9,,,,,0.0000286,10,13
3.14E-05,24,14,,,,,0.0000302,10,13
2.42E-05,24,13,,,,,0.0000291,10,13
2.37E-05,24,13,,,,,0.0000274,10,13
3.01E-05,24,12,,,,,0.0000234,10,13
2.98E-05,24,12,,,,,0.000024,10,13
3.08E-05,24,12,,,,,0.0000305,10,13
3.05E-05,24,11,,,,,0.0000312,10,13
2.35E-05,24,10,,,,,0.0000308,10,13
2.35E-05,24,10,,,,,0.0000313,10,13
2.33E-05,24,14,,,,,0.0000318,10,13
2.32E-05,24,14,,,,,0.0000237,10,13
3.37E-05,24,13,,,,,0.0000237,10,13
2.92E-05,24,12,,,,,0.0000236,10,13
3.22E-05,24,14,,,,,0.0000468,3,13
2.33E-05,24,15,,,,,0.0000332,3,13
2.38E-05,24,15,,,,,0.0000326,3,13
2.35E-05,24,13,,,,,0.0000317,3,13
2.35E-05,24,12,,,,,0.0000234,3,13
2.33E-05,24,13,,,,,0.0000232,3,13
2.34E-05,24,14,,,,,0.0000235,3,13
2.32E-05,24,14,,,,,0.0000331,3,13
2.34E-05,24,14,,,,,0.0000325,3,13
2.34E-05,24,14,,,,,0.0000239,3,13
2.33E-05,24,21,,,,,0.0000234,3,13
2.32E-05,24,22,,,,,0.0000233,3,13
3.19E-05,24,21,,,,,0.0000234,3,13
3.04E-05,24,22,,,,,0.0000235,3,13
2.39E-05,24,20,,,,,0.0000304,3,13
2.38E-05,24,20,,,,,0.0000304,3,13
2.47E-05,24,19,,,,,0.0000234,3,13
3.10E-05,24,20,,,,,0.0000303,3,13
4.45E-05,24,21,,,,,0.0000288,3,13
8.07E-05,24,21,,,,,0.0000234,3,13
0.0002057,24,22,,,,,0.0000234,3,13
7.29E-05,24,22,,,,,0.0000234,3,13
3.64E-05,24,21,,,,,0.0000234,3,13
2.64E-05,24,23,,,,,0.0000232,3,13
2.49E-05,24,24,,,,,0.0000238,3,13
2.36E-05,24,23,,,,,0.0000285,3,13
2.32E-05,24,23,,,,,0.0000298,3,13
2.34E-05,24,21,,,,,0.0000366,3,13
2.36E-05,24,24,,,,,0.0000341,3,13
2.33E-05,24,24,,,,,0.0000328,3,13
2.68E-05,24,28,,,,,0.0000298,3,13
3.27E-05,24,28,,,,,0.0000286,3,13
2.89E-05,24,27,,,,,0.0000297,3,13
3.39E-05,24,25,,,,,0.0000297,3,13
3.03E-05,24,26,,,,,0.0000299,3,13
2.92E-05,24,25,,,,,0.000029,3,13
3.35E-05,24,25,,,,,0.0000301,3,13
2.89E-05,24,25,,,,,0.0000299,3,13
2.94E-05,24,24,,,,,0.0000234,3,13
2.92E-05,24,25,,,,,0.0000234,3,13
3.15E-05,24,25,,,,,0.0000233,3,13
3.49E-05,24,24,,,,,0.0000305,3,13
2.39E-05,24,25,,,,,0.0000238,3,13
2.35E-05,24,25,,,,,0.0000237,3,13
2.34E-05,24,25,,,,,0.0000237,3,13
2.38E-05,24,24,,,,,0.0000232,3,13
2.34E-05,24,25,,,,,0.0000235,3,13
2.35E-05,24,25,,,,,0.0000234,3,13
3.19E-05,24,25,,,,,0.0000235,3,13
3.29E-05,24,25,,,,,0.0000351,3,13
2.36E-05,24,26,,,,,0.0000272,3,13
2.34E-05,24,25,,,,,0.0000266,3,13
3.03E-05,24,27,,,,,0.000027,3,13
2.41E-05,24,28,,,,,0.0000275,3,13
2.36E-05,24,29,,,,,0.0000281,3,13
2.34E-05,24,29,,,,,0.0000283,3,13
3.51E-05,24,29,,,,,0.0000243,3,13
3.30E-05,24,28,,,,,0.0000235,3,13
3.92E-05,24,32,,,,,0.0000345,3,13
2.37E-05,24,32,,,,,0.0000238,3,13
2.38E-05,24,31,,,,,0.0000298,3,13
2.35E-05,24,31,,,,,0.0000447,3,13
2.35E-05,24,31,,,,,0.0000294,15,14
2.34E-05,24,32,,,,,0.0000322,15,14
2.34E-05,24,32,,,,,0.0001124,15,14
2.31E-05,24,29,,,,,0.0000245,15,14
2.34E-05,24,29,,,,,0.0000231,15,14
2.81E-05,24,30,,,,,0.0000301,15,14
2.32E-05,24,32,,,,,0.0000235,15,14
2.33E-05,24,31,,,,,0.0000233,15,14
2.37E-05,24,31,,,,,0.0000235,15,14
2.33E-05,24,30,,,,,0.0000234,15,14
2.36E-05,24,32,,,,,0.0000233,15,14
2.35E-05,24,32,,,,,0.0000322,15,14
2.90E-05,24,32,,,,,0.0000235,15,14
3.03E-05,24,32,,,,,0.0000295,15,14
2.36E-05,24,28,,,,,0.0000236,15,14
2.38E-05,24,26,,,,,0.0000234,15,14
2.40E-05,24,25,,,,,0.0000239,15,14
2.37E-05,24,26,,,,,0.0000356,15,14
2.42E-05,24,25,,,,,0.0000301,15,14
2.36E-05,24,23,,,,,0.0000272,15,14
2.36E-05,24,23,,,,,0.0000273,15,14
2.39E-05,24,25,,,,,0.0000265,15,14
2.79E-05,24,24,,,,,0.0000275,15,14
2.38E-05,24,23,,,,,0.0000313,15,14
2.33E-05,24,24,,,,,0.0000321,15,14
2.34E-05,24,19,,,,,0.0000308,15,14
2.32E-05,24,18,,,,,0.0000312,15,14
2.35E-05,24,18,,,,,0.0000342,15,14
2.32E-05,24,18,,,,,0.0000234,15,14
2.32E-05,24,16,,,,,0.0000235,15,14
2.32E-05,24,13,,,,,0.0000234,15,14
2.32E-05,24,14,,,,,0.000095,15,14
2.37E-05,24,14,,,,,0.0000234,15,14
2.34E-05,24,13,,,,,0.0000348,15,14
2.86E-05,24,13,,,,,0.0000326,15,14
2.46E-05,24,13,,,,,0.0000332,15,14
2.35E-05,24,14,,,,,0.0000348,15,14
2.36E-05,24,13,,,,,0.0000339,15,14
2.35E-05,24,12,,,,,0.0000235,15,14
5.79E-05,24,10,,,,,0.0000234,15,14
2.39E-05,24,8,,,,,0.0000352,15,14
2.34E-05,24,8,,,,,0.000028,15,14
2.32E-05,24,6,,,,,0.0000285,15,14
2.34E-05,24,6,,,,,0.0002355,15,14
2.35E-05,24,6,,,,,0.0000333,15,14
2.32E-05,24,6,,,,,0.0000323,15,14
2.35E-05,24,6,,,,,0.0000316,15,14
2.33E-05,24,7,,,,,0.0000234,15,14
2.35E-05,24,10,,,,,0.0000246,15,14
3.28E-05,24,7,,,,,0.0000233,15,14
3.25E-05,24,7,,,,,0.0000234,15,14
3.52E-05,24,4,,,,,0.0000233,15,14
3.19E-05,24,4,,,,,0.0000234,15,14
3.14E-05,24,4,,,,,0.0000369,15,14
3.41E-05,24,4,,,,,0.0000284,15,14
3.30E-05,24,4,,,,,0.0000305,15,14
3.26E-05,24,5,,,,,0.0000313,15,14
2.34E-05,24,6,,,,,0.0000311,15,14
2.92E-05,24,5,,,,,0.0000392,15,14
9.68E-05,24,7,,,,,0.0000324,15,14
2.36E-05,24,6,,,,,0.0000318,15,14
3.61E-05,24,6,,,,,0.0000233,15,14
3.60E-05,24,6,,,,,0.0000236,15,14
2.35E-05,24,5,,,,,0.0000234,15,14
2.36E-05,24,5,,,,,0.0000235,15,14
2.35E-05,24,5,,,,,0.0000234,15,14
2.36E-05,24,5,,,,,0.0000233,15,14
2.36E-05,24,5,,,,,0.0000235,15,14
2.33E-05,24,5,,,,,0.0000232,15,14
3.23E-05,24,5,,,,,0.0000232,15,14
2.35E-05,24,4,,,,,0.0000298,15,14
0.0001052,24,1,,,,,0.0000234,15,14
3.34E-05,24,2,,,,,0.0000232,15,14
3.43E-05,24,2,,,,,0.0000233,15,14
3.32E-05,24,3,,,,,0.0000231,15,14
3.10E-05,24,3,,,,,0.0000286,15,14
3.45E-05,24,2,,,,,0.0000237,15,14
3.29E-05,24,2,,,,,0.0000233,15,14
3.36E-05,24,2,,,,,0.0000234,15,14
3.26E-05,24,3,,,,,0.0000232,15,14
0.0001137,24,4,,,,,0.0000316,15,14
3.88E-05,24,4,,,,,0.0000235,15,14
3.81E-05,24,4,,,,,0.0000448,15,14
3.55E-05,24,5,,,,,0.0000235,15,14
3.59E-05,24,5,,,,,0.0000234,15,14
3.27E-05,24,6,,,,,0.0000238,15,14
3.25E-05,24,6,,,,,0.0000236,15,14
3.18E-05,24,11,,,,,0.0000235,15,14
2.97E-05,24,12,,,,,0.0000234,15,14
2.96E-05,24,12,,,,,0.0000233,15,14
3.35E-05,24,10,,,,,0.0000238,24,14
3.30E-05,24,10,,,,,0.0000235,24,14
3.32E-05,24,10,,,,,0.0000238,24,14
3.31E-05,24,11,,,,,0.0000232,24,14
3.12E-05,24,10,,,,,0.0000294,24,14
3.17E-05,24,12,,,,,0.0000294,24,14
3.13E-05,24,13,,,,,0.0000235,24,14
3.16E-05,24,13,,,,,0.0000236,24,14
3.10E-05,24,12,,,,,0.0000236,24,14
3.26E-05,24,12,,,,,0.0000313,24,14
3.09E-05,24,15,,,,,0.0000325,24,14
3.09E-05,24,15,,,,,0.0000319,24,14
3.16E-05,24,14,,,,,0.0000319,24,14
3.17E-05,24,15,,,,,0.0000245,24,14
3.33E-05,24,17,,,,,0.0000234,24,14
3.30E-05,24,19,,,,,0.0000311,24,14
3.30E-05,24,18,,,,,0.0000276,24,14
3.18E-05,24,18,,,,,0.0000234,24,14
3.30E-05,24,18,,,,,0.0000235,24,14
3.31E-05,24,18,,,,,0.0000233,24,14
3.32E-05,24,19,,,,,0.0000236,24,14
3.25E-05,24,19,,,,,0.0000236,24,14
2.36E-05,24,18,,,,,0.0000294,24,14
2.34E-05,24,16,,,,,0.0000235,24,14
2.95E-05,24,16,,,,,0.0000233,24,14
2.34E-05,24,15,,,,,0.0000233,24,14
2.34E-05,24,15,,,,,0.0000314,24,14
2.33E-05,24,15,,,,,0.0000304,24,14
2.33E-05,24,14,,,,,0.0000314,24,14
2.87E-05,24,11,,,,,0.0000233,24,14
2.34E-05,24,11,,,,,0.0000232,24,14
2.37E-05,24,9,,,,,0.0000322,24,14
2.35E-05,24,10,,,,,0.0000234,24,14
3.03E-05,24,9,,,,,0.0000232,24,14
2.34E-05,24,8,,,,,0.0000234,24,14
3.31E-05,24,5,,,,,0.0000234,24,14
3.28E-05,24,4,,,,,0.0000232,24,14
3.24E-05,24,4,,,,,0.0000237,24,14
3.31E-05,24,4,,,,,0.0000235,24,14
3.22E-05,24,4,,,,,0.0000316,24,14
3.28E-05,24,4,,,,,0.0000233,24,14
3.20E-05,24,4,,,,,0.0000249,24,14
4.03E-05,24,3,,,,,0.0000338,24,14
3.40E-05,24,2,,,,,0.0000234,24,14
3.52E-05,24,2,,,,,0.0000234,24,14
3.59E-05,24,2,,,,,0.0000291,24,14
3.47E-05,24,2,,,,,0.0000233,24,14
3.82E-05,24,1,,,,,0.0000233,24,14
3.73E-05,24,1,,,,,0.0000233,24,14
3.92E-05,24,2,,,,,0.0000234,24,14
3.92E-05,24,1,,,,,0.0000311,24,14
3.52E-05,24,1,,,,,0.0000238,24,14
2.38E-05,24,2,,,,,0.0000235,24,14
2.36E-05,24,1,,,,,0.0000237,24,14
0.000516,24,1,,,,,0.0000238,24,14
2.93E-05,24,2,,,,,0.0000236,24,14
3.01E-05,24,1,,,,,0.0000241,24,14
3.02E-05,24,1,,,,,0.0000235,24,14
2.97E-05,24,1,,,,,0.0000305,24,14
2.98E-05,24,1,,,,,0.0000236,24,14
3.30E-05,24,1,,,,,0.0000278,10,14
3.19E-05,24,2,,,,,0.0000273,10,14
3.21E-05,24,2,,,,,0.0000272,10,14
3.19E-05,24,2,,,,,0.0000284,10,14
3.21E-05,24,1,,,,,0.0000234,10,14
2.89E-05,24,1,,,,,0.0000233,10,14
3.23E-05,24,2,,,,,0.0000236,10,14
2.96E-05,24,1,,,,,0.0000233,10,14
2.35E-05,24,2,,,,,0.000023,10,14
2.36E-05,24,1,,,,,0.0000229,10,14
2.35E-05,24,2,,,,,0.0000234,10,14
8.01E-05,24,1,,,,,0.0000234,10,14
0.0001092,24,1,,,,,0.0000232,10,14
2.38E-05,24,1,,,,,0.0000303,10,14
2.34E-05,24,2,,,,,0.0000238,10,14
2.33E-05,24,2,,,,,0.0000234,10,14
2.34E-05,24,2,,,,,0.0000233,10,14
2.35E-05,24,4,,,,,0.0000307,10,14
2.35E-05,24,4,,,,,0.0000339,10,14
2.32E-05,24,4,,,,,0.0000334,10,14
3.14E-05,24,2,,,,,0.0000233,10,14
3.37E-05,24,2,,,,,0.0000234,10,14
3.28E-05,24,2,,,,,0.0000234,10,14
3.35E-05,24,2,,,,,0.0000309,10,14
3.21E-05,24,1,,,,,0.0000303,10,14
3.29E-05,24,2,,,,,0.0000233,10,14
3.33E-05,24,1,,,,,0.0000235,10,14
3.27E-05,24,3,,,,,0.0000288,10,14
3.33E-05,24,3,,,,,0.0000239,10,14
3.85E-05,24,4,,,,,0.0000234,10,14
3.32E-05,24,6,,,,,0.0000236,10,14
3.31E-05,24,6,,,,,0.0000232,10,14
3.41E-05,24,3,,,,,0.0000233,10,14
3.26E-05,24,2,,,,,0.0000236,10,14
3.32E-05,24,1,,,,,0.0000235,10,14
3.26E-05,24,1,,,,,0.0000315,10,14
2.34E-05,24,1,,,,,0.0000236,10,14
2.34E-05,24,3,,,,,0.0000232,10,14
2.39E-05,24,8,,,,,0.0000233,10,14
2.35E-05,24,8,,,,,0.0000235,10,14
2.34E-05,24,10,,,,,0.0000234,10,14
2.85E-05,24,9,,,,,0.0000297,10,14
2.34E-05,24,8,,,,,0.000033,10,14
2.93E-05,24,6,,,,,0.0000304,10,14
3.79E-05,24,7,,,,,0.0000345,10,14
3.36E-05,24,8,,,,,0.0000238,10,14
0.0001143,24,8,,,,,0.0000239,10,14
3.05E-05,24,9,,,,,0.0000236,10,14
2.37E-05,24,10,,,,,0.0000234,10,14
2.36E-05,24,9,,,,,0.0000234,10,14
2.34E-05,24,8,,,,,0.0000235,10,14
2.33E-05,24,8,,,,,0.0000236,10,14
2.52E-05,24,13,,,,,0.0000243,10,14
2.49E-05,24,14,,,,,0.0000236,10,14
3.38E-05,24,14,,,,,0.0000236,10,14
2.70E-05,24,13,,,,,0.0000235,10,14
2.37E-05,24,13,,,,,0.0000235,10,14
2.34E-05,24,14,,,,,0.0000233,10,14
2.35E-05,24,15,,,,,0.0000235,10,14
2.34E-05,24,14,,,,,0.0000235,10,14
2.35E-05,24,16,,,,,0.0000323,10,14
2.33E-05,24,18,,,,,0.0000287,10,14
2.33E-05,24,17,,,,,0.0000296,10,14
2.32E-05,24,17,,,,,0.0000235,10,14
2.31E-05,24,17,,,,,0.0000231,10,14
3.03E-05,24,16,,,,,0.0000236,10,14
2.35E-05,24,19,,,,,0.0000234,10,14
2.37E-05,24,21,,,,,0.0000236,10,14
2.36E-05,24,22,,,,,0.0000233,10,14
2.37E-05,24,22,,,,,0.0000234,10,14
0.0001246,24,22,,,,,0.0000238,10,14
2.36E-05,24,25,,,,,0.0000239,10,14
2.37E-05,24,25,,,,,0.0000275,10,14
2.88E-05,24,27,,,,,0.0000359,10,14
2.66E-05,24,25,,,,,0.0000246,10,14
2.79E-05,24,26,,,,,0.0000233,10,14
3.32E-05,24,29,,,,,0.0000326,10,14
3.00E-05,24,29,,,,,0.0000236,10,14
2.38E-05,24,31,,,,,0.0000233,10,14
2.35E-05,24,31,,,,,0.0000233,10,14
2.36E-05,24,32,,,,,0.0000232,10,14
2.98E-05,24,33,,,,,0.0000233,10,14
3.11E-05,24,35,,,,,0.0000337,10,14
3.12E-05,24,33,,,,,0.0000339,10,14
3.13E-05,24,33,,,,,0.0000284,10,14
3.06E-05,24,32,,,,,0.0000349,10,14
3.07E-05,24,32,,,,,0.0000234,10,14
3.15E-05,24,32,,,,,0.0000232,10,14
2.35E-05,24,31,,,,,0.0000333,10,14
2.31E-05,24,31,,,,,0.0000393,10,14
2.33E-05,24,31,,,,,0.0000236,10,14
2.34E-05,24,32,,,,,0.0000234,10,14
2.33E-05,24,32,,,,,0.0000312,10,14
2.32E-05,24,32,,,,,0.0000309,10,14
2.32E-05,24,33,,,,,0.0000495,10,14
2.31E-05,24,34,,,,,0.0000299,10,14
3.07E-05,24,32,,,,,0.0000235,10,14
2.38E-05,24,32,,,,,0.0000231,10,14
2.38E-05,24,34,,,,,0.0000234,10,14
3.34E-05,24,33,,,,,0.0000273,10,14
2.36E-05,24,34,,,,,0.0000354,10,14
2.39E-05,24,35,,,,,0.0000307,10,14
2.37E-05,24,35,,,,,0.0000305,10,14
2.34E-05,24,35,,,,,0.0000239,10,14
2.35E-05,24,36,,,,,0.0000314,10,14
2.35E-05,24,36,,,,,0.0001044,10,14
2.35E-05,24,36,,,,,0.0000383,10,14
2.34E-05,24,35,,,,,0.0000305,10,14
2.37E-05,24,33,,,,,0.000031,10,14
2.36E-05,24,33,,,,,0.0000303,10,14
2.37E-05,24,30,,,,,0.0000292,10,14
2.33E-05,24,31,,,,,0.0000298,10,14
2.35E-05,24,31,,,,,0.0000233,10,14
2.33E-05,24,30,,,,,0.0000234,10,14
2.33E-05,24,30,,,,,0.0000234,10,14
2.32E-05,24,30,,,,,0.0000233,10,14
2.32E-05,24,31,,,,,0.0000232,10,14
2.32E-05,24,29,,,,,0.0000227,10,14
2.34E-05,24,29,,,,,0.0000226,10,14
2.33E-05,24,29,,,,,0.0000237,10,14
2.34E-05,24,29,,,,,0.0000236,10,14
3.16E-05,24,29,,,,,0.0000316,10,14
2.34E-05,24,28,,,,,0.0000301,10,14
2.34E-05,24,27,,,,,0.0000234,10,14
2.33E-05,24,27,,,,,0.0000238,10,14
2.32E-05,24,27,,,,,0.0000233,10,14
2.50E-05,24,26,,,,,0.000024,10,14
3.00E-05,24,25,,,,,0.0000233,10,14
2.36E-05,24,24,,,,,0.000024,10,14
2.35E-05,24,24,,,,,0.0000239,10,14
2.34E-05,24,23,,,,,0.0000236,10,14
