cas operacie,cislo,velkost frontu,,,
6.00E-07,58,25940,,,
6.00E-07,58,25954,,,
6.00E-07,19,25955,,,
6.00E-07,19,25960,,,
6.00E-07,64,25989,,,
6.00E-07,4,25996,,,
6.00E-07,4,26000,,,
6.00E-07,4,26000,,,
6.00E-07,46,26035,,,
6.00E-07,34,26038,,,
7.00E-07,56,26060,,,
6.00E-07,36,26085,,,
6.00E-07,11,26093,,,
6.00E-07,11,26093,,,
6.00E-07,7,26101,,,
6.00E-07,13,26134,,,
6.00E-07,66,26147,,,
6.00E-07,66,26150,,,
6.00E-07,7,26151,,,
6.00E-07,46,26158,,,
7.00E-07,1,26200,,,
6.00E-07,16,26201,,,
6.00E-07,62,26207,,,
6.00E-07,60,26213,,,
6.00E-07,4,26234,,,
6.00E-07,11,26239,,,
6.00E-07,48,26250,,,
6.00E-07,19,26251,,,
6.00E-07,62,26255,,,
6.00E-07,67,26257,,,
6.00E-07,3,26279,,,
6.00E-07,3,26279,,,
6.00E-07,49,26285,,,
6.00E-07,49,26287,,,
6.00E-07,38,26295,,,
6.00E-07,12,26301,,,
6.00E-07,22,26312,,,
6.00E-07,39,26314,,,
6.00E-07,22,26314,,,
6.00E-07,4,26324,,,
6.00E-07,17,26331,,,
7.00E-07,19,26344,,,
6.00E-07,19,26348,,,
6.00E-07,64,26352,,,
6.00E-07,18,26372,,,
6.00E-07,58,26401,,,
7.00E-07,7,26421,,,
6.00E-07,68,26442,,,
1.70E-06,68,26448,,,
7.00E-07,58,26463,,,
6.00E-07,2,26467,,,
8.00E-07,40,26466,,,
9.00E-07,40,26466,,,
8.00E-07,40,26466,,,
9.00E-07,19,26501,,,
7.00E-07,39,26500,,,
6.00E-07,39,26502,,,
6.00E-07,20,26512,,,
6.00E-07,51,26528,,,
6.00E-07,51,26528,,,
7.00E-07,51,26530,,,
6.00E-07,33,26534,,,
6.00E-07,16,26550,,,
6.00E-07,18,26567,,,
7.00E-07,39,26577,,,
6.00E-07,13,26575,,,
6.00E-07,18,26577,,,
6.00E-07,18,26578,,,
6.00E-07,13,26581,,,
6.00E-07,43,26583,,,
6.00E-07,2,26593,,,
7.00E-07,2,26601,,,
6.00E-07,2,26610,,,
6.00E-07,37,26612,,,
6.00E-07,42,26638,,,
6.00E-07,43,26649,,,
1.90E-06,65,26678,,,
9.00E-07,26,26681,,,
6.00E-07,36,26720,,,
6.00E-07,69,26722,,,
7.00E-07,69,26723,,,
