cas operacie,vybrane cislo,velkost frontu,,,
1.30E-06,43,21451,,,
1.30E-06,32,21450,,,
1.20E-06,8,21449,,,
1.40E-06,28,21450,,,
2.10E-06,35,21451,,,
1.30E-06,27,21451,,,
1.20E-06,56,21452,,,
1.30E-06,68,21451,,,
1.30E-06,6,21452,,,
1.30E-06,36,21452,,,
1.30E-06,11,21453,,,
1.30E-06,4,21452,,,
1.30E-06,49,21455,,,
1.40E-06,32,21457,,,
1.40E-06,24,21459,,,
1.30E-06,12,21469,,,
1.30E-06,65,21474,,,
1.20E-06,6,21475,,,
1.30E-06,3,21483,,,
1.40E-06,69,21484,,,
1.30E-06,41,21486,,,
1.30E-06,30,21495,,,
1.30E-06,2,21496,,,
1.30E-06,40,21496,,,
1.30E-06,11,21497,,,
1.30E-06,30,21496,,,
1.30E-06,6,21497,,,
1.30E-06,9,21501,,,
1.30E-06,1,21502,,,
1.20E-06,23,21512,,,
1.30E-06,67,21513,,,
1.30E-06,17,21522,,,
1.40E-06,33,21522,,,
1.30E-06,28,21522,,,
1.30E-06,12,21531,,,
1.30E-06,34,21531,,,
1.30E-06,62,21532,,,
1.30E-06,59,21531,,,
1.30E-06,9,21532,,,
1.30E-06,8,21544,,,
1.40E-06,5,21552,,,
1.30E-06,54,21551,,,
1.30E-06,9,21550,,,
1.30E-06,52,21549,,,
1.20E-06,40,21548,,,
1.20E-06,40,21551,,,
1.30E-06,7,21550,,,
1.20E-06,45,21549,,,
1.20E-06,50,21548,,,
1.20E-06,35,21553,,,
1.30E-06,53,21566,,,
1.30E-06,48,21570,,,
1.30E-06,50,21572,,,
1.70E-06,61,21580,,,
1.30E-06,12,21580,,,
1.50E-06,16,21579,,,
1.30E-06,9,21578,,,
1.30E-06,70,21582,,,
1.30E-06,26,21582,,,
1.40E-06,33,21581,,,
1.50E-06,27,21593,,,
1.30E-06,29,21593,,,
1.30E-06,63,21598,,,
1.30E-06,49,21597,,,
1.40E-06,19,21596,,,
1.30E-06,25,21595,,,
1.30E-06,54,21596,,,
1.30E-06,22,21596,,,
1.50E-06,67,21595,,,
1.30E-06,45,21599,,,
1.30E-06,42,21599,,,
1.30E-06,20,21599,,,
1.30E-06,37,21598,,,
1.30E-06,9,21601,,,
1.30E-06,53,21600,,,
1.30E-06,17,21600,,,
1.50E-06,24,21599,,,
1.30E-06,5,21601,,,
1.30E-06,7,21605,,,
1.30E-06,48,21610,,,
1.30E-06,29,21617,,,
1.30E-06,22,21616,,,
1.30E-06,70,21633,,,
1.30E-06,11,21636,,,
1.30E-06,49,21635,,,
