cas operacie,vybrane cislo,velkost frontu,,,
0.000522,18,270,,,
0.0003352,43,272,,,
0.0002675,45,271,,,
0.0003517,47,271,,,
0.0002696,17,270,,,
0.0002602,33,270,,,
0.0002961,46,269,,,
0.0007578,36,270,,,
0.0006496,19,270,,,
0.0002582,8,269,,,
0.0002699,15,268,,,
0.0003421,6,267,,,
0.000252,36,266,,,
0.0003035,2,269,,,
0.0002961,36,268,,,
0.0003042,3,267,,,
0.0002995,24,268,,,
0.0007449,49,268,,,
0.0002356,18,268,,,
0.0002828,20,267,,,
0.0002596,7,266,,,
0.0002594,30,265,,,
0.000294,32,264,,,
0.0002939,14,263,,,
0.0002811,47,264,,,
0.0002783,2,263,,,
0.000815,17,262,,,
0.0003177,22,262,,,
0.0002997,45,261,,,
0.0005292,31,261,,,
0.0003733,9,261,,,
0.0003063,31,262,,,
0.0003008,32,261,,,
0.0002969,13,260,,,
0.0003019,22,260,,,
0.0002969,40,259,,,
0.0006587,40,259,,,
0.0002742,20,258,,,
0.000285,34,257,,,
0.0002463,35,256,,,
0.0002857,41,258,,,
0.0002971,10,257,,,
0.0002978,27,257,,,
0.0002972,37,262,,,
0.0002961,42,266,,,
0.0002965,33,267,,,
0.0002844,49,268,,,
0.0003011,50,269,,,
0.0003484,33,268,,,
0.0003089,47,267,,,
0.0003036,4,266,,,
0.0003444,27,265,,,
0.0002649,36,269,,,
0.0002863,39,277,,,
0.0003078,6,283,,,
0.0004017,40,286,,,
0.0003133,48,285,,,
0.000317,14,285,,,
0.0007928,11,286,,,
0.0002972,33,285,,,
0.0002779,3,285,,,
0.000265,18,285,,,
0.000238,16,289,,,
0.0002967,24,290,,,
0.0002687,44,289,,,
0.0002645,25,288,,,
0.00027,32,295,,,
0.0003051,42,297,,,
0.0002745,37,299,,,
0.000276,4,298,,,
0.0002735,9,297,,,
0.0002741,33,296,,,
0.0002672,2,301,,,
0.0003055,11,303,,,
0.0003515,46,303,,,
0.0002709,28,306,,,
0.0003713,40,307,,,
0.0003555,21,306,,,
0.0002879,45,308,,,
0.0004996,14,312,,,
0.0002704,31,311,,,
0.0002783,22,311,,,
0.0002655,3,312,,,
0.0002981,1,312,,,
0.0003048,30,316,,,
0.0003002,42,317,,,
0.000296,18,319,,,
0.0002919,38,318,,,
0.0002912,7,319,,,
0.0003438,20,320,,,
0.0002694,24,323,,,
0.000513,26,322,,,
0.000275,36,321,,,
0.0004451,47,322,,,
0.0003555,10,321,,,
0.0002725,12,323,,,
0.0002577,8,323,,,
0.0002562,38,325,,,
0.0004332,45,328,,,
0.0002809,25,329,,,
0.0002985,3,335,,,
0.0002912,35,335,,,
0.0009691,24,334,,,
0.0002622,35,334,,,
0.0003235,5,333,,,
0.0004118,19,332,,,
0.0002905,33,331,,,
0.0002897,27,332,,,
0.000261,38,335,,,
0.0002521,38,334,,,
0.0002659,16,333,,,
0.000271,45,332,,,
0.0003249,3,331,,,
0.00027,50,330,,,
0.0002635,9,329,,,
0.0002487,15,328,,,
0.0002675,22,327,,,
0.0002723,15,326,,,
0.0002681,47,325,,,
0.0002674,26,327,,,
0.0002032,16,326,,,
0.0002039,43,326,,,
0.0002072,3,325,,,
0.0002028,39,324,,,
0.0002863,47,325,,,
0.000264,34,328,,,
0.0002675,23,327,,,
0.0002128,16,328,,,
0.0002299,39,327,,,
0.0002471,13,327,,,
0.0003723,26,327,,,
0.0003444,50,326,,,
0.0007609,44,327,,,
0.0003853,45,328,,,
0.0002028,13,327,,,
0.0002022,47,328,,,
0.000202,20,327,,,
0.0002016,43,327,,,
0.0002028,29,329,,,
0.0002026,3,333,,,
0.0002026,5,337,,,
0.0003489,29,337,,,
0.0002694,31,337,,,
0.0002694,25,336,,,
0.0002696,12,337,,,
0.0002034,40,337,,,
0.0002016,37,337,,,
0.0002025,15,336,,,
0.000217,45,335,,,
0.000203,49,334,,,
0.0003312,21,336,,,
0.0003331,38,335,,,
0.0004733,46,334,,,
0.0002717,35,333,,,
0.0002723,46,332,,,
0.0002693,29,338,,,
0.0002701,30,338,,,
0.0007186,12,337,,,
0.0002423,9,336,,,
0.0003282,35,336,,,
0.0004043,17,337,,,
0.0002614,30,341,,,
0.0002552,10,340,,,
0.0003914,3,340,,,
0.0002036,35,342,,,
0.0002025,22,343,,,
0.0002026,3,344,,,
0.0002066,31,343,,,
0.0002031,27,342,,,
0.0002023,30,341,,,
0.0002023,6,340,,,
0.0002032,2,343,,,
0.0002031,2,343,,,
0.0002696,33,344,,,
0.0003783,25,344,,,
0.0002757,16,345,,,
0.0002701,35,344,,,
0.000221,40,344,,,
0.0002046,26,343,,,
0.0002048,4,343,,,
0.0002038,5,344,,,
0.0002844,1,343,,,
0.0002632,34,343,,,
0.0002622,35,342,,,
0.0002589,34,341,,,
0.0002023,17,345,,,
0.0002473,48,358,,,
0.0002635,21,358,,,
0.0002691,11,360,,,
0.0002026,14,362,,,
0.000203,8,362,,,
0.0002066,30,362,,,
0.0002018,1,361,,,
0.000202,31,362,,,
0.0002304,12,361,,,
0.0002016,37,361,,,
0.0002135,26,363,,,
0.0002023,48,362,,,
0.0002024,45,362,,,
0.0002392,40,369,,,
0.0003489,46,369,,,
0.0003478,1,368,,,
0.0002457,41,369,,,
0.0003331,1,370,,,
0.0003952,18,371,,,
0.0002369,9,374,,,
0.0003571,11,373,,,
0.0002733,47,372,,,
0.0003463,48,372,,,
0.0002695,7,374,,,
0.0007962,29,377,,,
0.0002613,11,376,,,
0.0002621,2,376,,,
0.0002748,29,375,,,
0.0002499,30,379,,,
0.0002393,39,382,,,
0.0002704,45,381,,,
0.00026,33,385,,,
0.0002613,3,384,,,
0.0002669,44,383,,,
0.0002649,50,382,,,
0.0003194,40,381,,,
0.0004427,16,388,,,
0.0004268,47,387,,,
0.0011403,26,390,,,
0.0005681,30,391,,,
0.0011845,46,390,,,
0.0003289,13,389,,,
0.0003461,35,390,,,
0.0002949,23,390,,,
0.0003001,43,389,,,
0.0003817,19,392,,,
