cas operacie,vlozene cislo,priorita,velkost frontu,,,
5.04E-05,34,7884,110,,,
5.12E-05,30,1932,111,,,
0.0002211,21,530,112,,,
6.77E-05,35,6371,113,,,
7.09E-05,50,8927,114,,,
0.0001607,47,555,115,,,
5.37E-05,13,9677,116,,,
5.84E-05,32,7580,117,,,
5.25E-05,19,6403,117,,,
5.32E-05,23,8330,118,,,
0.0001407,47,1691,119,,,
5.31E-05,43,7119,120,,,
0.0004311,6,266,121,,,
0.0001523,20,956,122,,,
5.37E-05,6,3870,123,,,
0.0044552,6,4647,124,,,
5.46E-05,29,4886,125,,,
5.09E-05,22,5860,124,,,
5.95E-05,48,7416,125,,,
5.04E-05,18,8003,124,,,
0.0001337,28,3120,125,,,
4.95E-05,7,4416,124,,,
4.95E-05,29,5570,125,,,
5.07E-05,44,8929,125,,,
0.0002153,50,399,126,,,
4.74E-05,43,824,127,,,
4.96E-05,27,7001,128,,,
0.0001315,33,1899,129,,,
0.0001321,26,7293,130,,,
0.000218,3,565,131,,,
4.83E-05,14,9569,132,,,
0.0001332,36,1761,133,,,
4.94E-05,30,1920,133,,,
0.0001362,33,1340,134,,,
4.98E-05,46,6092,135,,,
4.98E-05,32,9312,136,,,
6.76E-05,43,4850,136,,,
0.0007723,6,4417,137,,,
5.13E-05,2,6238,137,,,
5.06E-05,5,9413,137,,,
4.93E-05,50,8984,138,,,
0.0001322,18,3542,139,,,
0.0002217,30,523,140,,,
4.65E-05,36,9632,141,,,
4.84E-05,18,4809,141,,,
5.05E-05,40,3684,141,,,
0.000139,48,5975,142,,,
0.000137,30,1064,143,,,
0.0002233,20,2516,144,,,
0.0001503,38,3387,144,,,
5.02E-05,20,7449,145,,,
0.0001339,14,3689,146,,,
5.01E-05,49,5140,147,,,
4.97E-05,33,4757,148,,,
0.0001354,42,1843,149,,,
5.16E-05,16,9398,145,,,
5.17E-05,9,8134,146,,,
0.0002224,2,2353,147,,,
4.82E-05,33,6674,147,,,
5.07E-05,13,2823,148,,,
5.39E-05,37,3153,149,,,
0.0001491,5,1608,149,,,
0.0001485,36,3977,150,,,
5.29E-05,2,5840,151,,,
0.0003108,13,1115,152,,,
8.14E-05,44,9162,153,,,
0.0001257,35,6590,154,,,
0.0002162,1,5686,155,,,
0.0001872,44,4588,156,,,
0.0003546,15,2906,157,,,
0.0003828,49,647,158,,,
0.0001238,18,4778,158,,,
5.66E-05,5,9309,158,,,
0.0001297,36,1135,159,,,
5.24E-05,1,3276,159,,,
9.59E-05,48,6672,160,,,
6.08E-05,48,8342,161,,,
5.15E-05,18,8093,161,,,
5.17E-05,39,7450,162,,,
5.34E-05,22,8862,160,,,
5.14E-05,18,6793,160,,,
0.0001513,45,2811,161,,,
0.0002869,12,632,162,,,
5.02E-05,24,6645,162,,,
9.40E-05,40,3446,163,,,
5.04E-05,31,2315,164,,,
5.02E-05,38,4045,163,,,
0.0004033,46,388,164,,,
5.05E-05,25,1204,165,,,
0.0001298,3,3111,166,,,
7.67E-05,5,5341,167,,,
0.0001437,45,3711,168,,,
5.58E-05,24,9313,168,,,
0.0001741,40,2060,169,,,
0.0003062,29,350,170,,,
3.89E-05,9,3646,170,,,
3.87E-05,20,9721,171,,,
0.0001052,38,2773,168,,,
3.88E-05,5,9169,169,,,
3.90E-05,10,2430,170,,,
3.85E-05,30,3561,171,,,
0.0001715,35,1909,172,,,
0.0001766,47,1438,173,,,
3.89E-05,49,9769,174,,,
0.0001722,40,539,175,,,
0.0001719,42,785,176,,,
3.87E-05,44,2100,177,,,
3.87E-05,37,9737,178,,,
0.0001261,7,2933,179,,,
3.89E-05,7,8301,180,,,
0.000306,14,4606,180,,,
0.0005434,49,4833,181,,,
5.21E-05,10,1992,177,,,
5.21E-05,24,6049,176,,,
5.19E-05,18,7837,177,,,
5.13E-05,46,4599,178,,,
5.17E-05,11,8712,179,,,
4.88E-05,28,6972,180,,,
0.0001324,11,3086,181,,,
8.70E-05,23,2270,182,,,
5.20E-05,48,8822,183,,,
5.19E-05,9,3769,184,,,
5.25E-05,36,9524,185,,,
0.0002327,37,1344,184,,,
4.98E-05,49,7366,184,,,
0.0003482,33,558,184,,,
5.21E-05,40,9633,185,,,
0.0001177,18,9712,186,,,
4.89E-05,2,8743,187,,,
4.98E-05,1,7746,188,,,
0.0001389,47,5842,187,,,
0.0002572,1,1203,188,,,
5.28E-05,16,3178,189,,,
0.0001309,1,2251,190,,,
4.77E-05,4,6911,191,,,
6.13E-05,49,7428,190,,,
0.0002229,3,573,191,,,
0.0001369,40,1752,192,,,
5.14E-05,22,3492,193,,,
5.08E-05,17,3151,193,,,
5.47E-05,34,4330,193,,,
5.15E-05,32,1079,191,,,
4.94E-05,43,4755,191,,,
5.11E-05,32,1366,191,,,
0.0001424,35,1751,192,,,
0.0002614,33,1237,193,,,
5.61E-05,14,9173,192,,,
5.54E-05,23,6195,192,,,
7.85E-05,34,5794,192,,,
5.51E-05,38,7067,193,,,
5.33E-05,4,8152,192,,,
4.94E-05,40,1891,189,,,
5.09E-05,22,2351,188,,,
5.10E-05,29,9444,189,,,
