cas operacie,index prvku,dlzka zoznamu,,,,,,,
8.42E-05,0,29,,,,,0.0000921,0,29
8.33E-05,0,28,,,,,0.0000847,0,29
8.65E-05,0,33,,,,,0.0000838,0,29
8.50E-05,0,33,,,,,0.00009,0,29
8.47E-05,0,31,,,,,0.0000884,0,29
8.50E-05,0,29,,,,,0.0001276,0,29
8.51E-05,0,30,,,,,0.0000842,0,29
8.68E-05,0,29,,,,,0.000084,0,29
0.0001209,0,25,,,,,0.0000842,0,29
8.58E-05,0,23,,,,,0.000085,0,29
8.68E-05,0,23,,,,,0.0000868,0,29
8.54E-05,0,22,,,,,0.0000849,0,29
0.0001608,0,19,,,,,0.0000891,0,29
8.44E-05,0,22,,,,,0.0000843,0,29
8.38E-05,0,24,,,,,0.0000841,0,29
8.49E-05,0,29,,,,,0.0000923,0,29
8.91E-05,0,29,,,,,0.0000841,0,29
8.46E-05,0,28,,,,,0.0000836,0,29
8.43E-05,0,29,,,,,0.0000884,0,29
0.0001569,0,28,,,,,0.0000839,0,29
9.02E-05,0,28,,,,,0.0000838,0,29
8.56E-05,0,26,,,,,0.000084,0,29
8.53E-05,0,22,,,,,0.0000849,0,29
8.39E-05,0,23,,,,,0.0000839,0,29
8.36E-05,0,22,,,,,0.0000837,0,29
9.02E-05,0,21,,,,,0.0000838,0,29
8.37E-05,0,22,,,,,0.0000935,0,29
8.35E-05,0,23,,,,,0.0000942,0,29
8.39E-05,0,23,,,,,0.000096,0,29
0.0001528,0,23,,,,,0.0000841,0,29
9.54E-05,0,22,,,,,0.0000841,0,29
0.0001827,0,22,,,,,0.0000836,0,29
8.34E-05,0,23,,,,,0.0000867,0,29
8.42E-05,0,24,,,,,0.0000838,0,29
8.74E-05,0,33,,,,,0.0001163,0,29
8.39E-05,0,31,,,,,0.0000838,0,29
8.38E-05,0,31,,,,,0.0000942,0,29
8.41E-05,0,29,,,,,0.0000848,0,29
8.60E-05,0,26,,,,,0.000084,0,29
8.41E-05,0,24,,,,,0.0000855,0,29
8.40E-05,0,26,,,,,0.000085,0,29
8.39E-05,0,26,,,,,0.0000918,0,29
8.41E-05,0,28,,,,,0.0000858,0,29
8.41E-05,0,28,,,,,0.000084,0,29
8.42E-05,0,27,,,,,0.000085,0,29
8.59E-05,0,30,,,,,0.0000858,0,29
8.39E-05,0,28,,,,,0.0000852,0,29
8.39E-05,0,32,,,,,0.0000847,0,29
8.90E-05,0,32,,,,,0.0000851,0,29
8.42E-05,0,32,,,,,0.0000849,0,29
8.42E-05,0,32,,,,,0.0000921,0,29
0.0001295,0,35,,,,,0.0000837,0,29
8.59E-05,0,28,,,,,0.0000855,0,29
8.45E-05,0,28,,,,,0.0000938,0,30
8.51E-05,0,25,,,,,0.0001351,0,30
8.42E-05,0,25,,,,,0.0004063,0,30
8.47E-05,0,25,,,,,0.0001732,0,30
8.88E-05,0,26,,,,,0.0000842,0,30
0.0001683,0,27,,,,,0.0000845,0,30
8.36E-05,0,26,,,,,0.0000942,0,30
8.42E-05,0,24,,,,,0.0000834,0,30
8.39E-05,0,26,,,,,0.0001096,0,30
9.32E-05,0,31,,,,,0.0000839,0,30
8.37E-05,0,31,,,,,0.000084,0,30
8.36E-05,0,31,,,,,0.000091,0,30
9.12E-05,0,32,,,,,0.0000842,0,30
8.97E-05,0,33,,,,,0.0000883,0,30
8.37E-05,0,34,,,,,0.0000837,0,30
8.52E-05,0,35,,,,,0.0000842,0,30
8.65E-05,0,35,,,,,0.0000851,0,30
9.11E-05,0,36,,,,,0.0000837,0,30
8.33E-05,0,36,,,,,0.0000904,0,30
8.41E-05,0,36,,,,,0.0000941,0,30
0.000122,0,40,,,,,0.0001147,0,30
0.0001066,0,43,,,,,0.0001234,0,30
8.47E-05,0,43,,,,,0.0000872,0,30
8.42E-05,0,42,,,,,0.0000842,0,30
8.38E-05,0,40,,,,,0.0000848,0,30
8.59E-05,0,39,,,,,0.0000845,0,30
8.41E-05,0,38,,,,,0.0000836,0,30
8.39E-05,0,36,,,,,0.0000856,0,30
8.39E-05,0,36,,,,,0.000084,0,30
8.58E-05,0,36,,,,,0.0000836,0,30
8.40E-05,0,37,,,,,0.0000847,0,30
8.62E-05,0,45,,,,,0.0000838,0,30
8.40E-05,0,46,,,,,0.0000842,0,30
8.39E-05,0,44,,,,,0.000084,0,30
8.35E-05,0,48,,,,,0.0000851,0,30
8.61E-05,0,52,,,,,0.0000859,0,30
8.38E-05,0,51,,,,,0.0000848,0,30
8.40E-05,0,52,,,,,0.0000841,0,30
8.41E-05,0,51,,,,,0.0000835,0,30
8.37E-05,0,50,,,,,0.000084,0,30
8.44E-05,0,49,,,,,0.0000843,0,30
8.40E-05,0,49,,,,,0.0000918,0,30
8.30E-05,0,53,,,,,0.0000837,0,30
8.39E-05,0,51,,,,,0.0000839,0,30
8.42E-05,0,49,,,,,0.0000856,0,30
9.63E-05,0,50,,,,,0.0000838,0,30
0.0001251,0,47,,,,,0.0000844,0,30
8.47E-05,0,52,,,,,0.000084,0,30
8.44E-05,0,51,,,,,0.0000853,0,30
8.49E-05,0,51,,,,,0.0000838,0,30
9.40E-05,0,50,,,,,0.0000836,0,30
8.40E-05,0,54,,,,,0.0000852,0,30
8.38E-05,0,55,,,,,0.0000851,0,30
8.76E-05,0,56,,,,,0.0000834,0,30
8.47E-05,0,55,,,,,0.0001227,0,30
8.55E-05,0,54,,,,,0.0001225,0,30
8.59E-05,0,53,,,,,0.0001104,0,30
8.34E-05,0,53,,,,,0.0000848,0,30
8.39E-05,0,55,,,,,0.000084,0,30
8.39E-05,0,53,,,,,0.0000933,0,30
8.34E-05,0,52,,,,,0.0001272,0,30
8.41E-05,0,56,,,,,0.0000853,0,30
8.44E-05,0,53,,,,,0.0000847,0,30
8.38E-05,0,55,,,,,0.0000846,0,30
8.36E-05,0,54,,,,,0.0000849,0,30
8.42E-05,0,54,,,,,0.0000842,0,30
8.56E-05,0,54,,,,,0.0000838,0,30
8.41E-05,0,55,,,,,0.000085,0,30
8.55E-05,0,61,,,,,0.0001143,0,30
9.28E-05,0,60,,,,,0.0000891,0,30
8.40E-05,0,61,,,,,0.0001211,0,30
0.0003292,0,59,,,,,0.0000853,0,30
8.43E-05,0,63,,,,,0.0000852,0,30
8.46E-05,0,62,,,,,0.0000843,0,30
9.00E-05,0,62,,,,,0.000122,0,31
8.40E-05,0,64,,,,,0.0001692,0,31
8.39E-05,0,68,,,,,0.0001257,0,31
8.42E-05,0,64,,,,,0.000798,0,31
8.37E-05,0,63,,,,,0.0001156,0,31
0.0001325,0,63,,,,,0.0001277,0,31
8.32E-05,0,63,,,,,0.0001712,0,31
8.63E-05,0,60,,,,,0.0003798,0,31
0.0002636,0,59,,,,,0.0000853,0,31
8.84E-05,0,60,,,,,0.0000843,0,31
9.70E-05,0,59,,,,,0.0000916,0,31
8.63E-05,0,58,,,,,0.0000836,0,31
8.43E-05,0,58,,,,,0.0000835,0,31
8.39E-05,0,58,,,,,0.0000841,0,31
8.67E-05,0,59,,,,,0.0000884,0,31
8.46E-05,0,59,,,,,0.0000839,0,31
9.19E-05,0,59,,,,,0.000084,0,31
8.59E-05,0,61,,,,,0.0000911,0,31
8.39E-05,0,60,,,,,0.000085,0,31
8.40E-05,0,58,,,,,0.0000837,0,31
8.49E-05,0,61,,,,,0.0000841,0,31
8.37E-05,0,54,,,,,0.0000898,0,31
9.57E-05,0,55,,,,,0.0000832,0,31
8.66E-05,0,54,,,,,0.0000834,0,31
8.43E-05,0,55,,,,,0.0000849,0,31
8.42E-05,0,53,,,,,0.0000848,0,31
8.39E-05,0,53,,,,,0.0000851,0,31
8.46E-05,0,54,,,,,0.0001086,0,31
8.52E-05,0,55,,,,,0.0000845,0,31
8.45E-05,0,54,,,,,0.0001222,0,31
8.45E-05,0,52,,,,,0.0000843,0,31
8.44E-05,0,51,,,,,0.0001964,0,31
8.36E-05,0,52,,,,,0.0001102,0,31
8.41E-05,0,53,,,,,0.0000839,0,31
9.32E-05,0,52,,,,,0.0000837,0,31
8.33E-05,0,49,,,,,0.0000857,0,31
8.86E-05,0,49,,,,,0.0000838,0,31
8.39E-05,0,49,,,,,0.000086,0,31
8.42E-05,0,50,,,,,0.0000836,0,31
8.36E-05,0,49,,,,,0.0000843,0,31
0.0001208,0,46,,,,,0.0000867,0,31
8.62E-05,0,45,,,,,0.0000841,0,31
8.44E-05,0,47,,,,,0.0000841,0,31
8.38E-05,0,46,,,,,0.0000839,0,31
8.40E-05,0,49,,,,,0.0000847,0,31
8.35E-05,0,48,,,,,0.0000839,0,31
9.14E-05,0,47,,,,,0.0000838,0,31
8.42E-05,0,49,,,,,0.0000932,0,31
8.38E-05,0,48,,,,,0.0000837,0,31
8.38E-05,0,48,,,,,0.0000836,0,31
8.29E-05,0,47,,,,,0.0000856,0,31
8.44E-05,0,46,,,,,0.0000852,0,31
8.39E-05,0,46,,,,,0.0000841,0,31
8.37E-05,0,45,,,,,0.0000838,0,31
8.41E-05,0,44,,,,,0.0000837,0,31
8.37E-05,0,45,,,,,0.0000866,0,31
0.00011,0,47,,,,,0.0000923,0,31
8.41E-05,0,48,,,,,0.0000842,0,31
8.51E-05,0,49,,,,,0.0000866,0,31
8.57E-05,0,47,,,,,0.0001216,0,31
0.0001144,0,46,,,,,0.0000925,0,31
8.48E-05,0,45,,,,,0.000084,0,31
8.39E-05,0,46,,,,,0.0000928,0,31
8.54E-05,0,51,,,,,0.0000846,0,31
8.41E-05,0,52,,,,,0.0001071,0,31
8.39E-05,0,56,,,,,0.0001466,0,31
8.44E-05,0,55,,,,,0.0000919,0,31
8.39E-05,0,51,,,,,0.0000846,0,31
8.50E-05,0,51,,,,,0.0000932,0,31
8.34E-05,0,48,,,,,0.0000845,0,31
9.38E-05,0,54,,,,,0.0000837,0,31
8.40E-05,0,51,,,,,0.000084,0,31
8.36E-05,0,52,,,,,0.0000853,0,31
8.35E-05,0,51,,,,,0.0000988,0,31
8.43E-05,0,52,,,,,0.0000839,0,31
8.56E-05,0,49,,,,,0.000084,0,31
8.38E-05,0,46,,,,,0.0000836,0,31
8.41E-05,0,46,,,,,0.0000952,0,31
8.37E-05,0,42,,,,,0.0001006,0,31
8.37E-05,0,41,,,,,0.0000843,0,31
8.60E-05,0,40,,,,,0.0000837,0,31
8.82E-05,0,38,,,,,0.0001106,0,31
8.61E-05,0,37,,,,,0.0000925,0,31
8.43E-05,0,34,,,,,0.0001411,0,31
9.05E-05,0,36,,,,,0.0001089,0,31
8.48E-05,0,30,,,,,0.0001282,0,32
8.39E-05,0,28,,,,,0.0001704,0,32
9.23E-05,0,29,,,,,0.0003719,0,32
8.41E-05,0,30,,,,,0.0001605,0,32
8.35E-05,0,30,,,,,0.0007723,0,32
8.54E-05,0,32,,,,,0.0005281,0,32
8.56E-05,0,31,,,,,0.0001229,0,32
8.40E-05,0,30,,,,,0.0000878,0,32
8.44E-05,0,27,,,,,0.0000838,0,32
8.39E-05,0,26,,,,,0.0000841,0,32
8.39E-05,0,26,,,,,0.0000969,0,32
8.47E-05,0,21,,,,,0.0000913,0,32
8.59E-05,0,23,,,,,0.0000842,0,32
0.0001715,0,21,,,,,0.0000876,0,32
8.40E-05,0,20,,,,,0.0000926,0,32
8.37E-05,0,18,,,,,0.000084,0,32
8.66E-05,0,19,,,,,0.0000846,0,32
9.10E-05,0,17,,,,,0.0000847,0,32
8.42E-05,0,15,,,,,0.0000844,0,32
8.42E-05,0,14,,,,,0.0000847,0,32
8.54E-05,0,14,,,,,0.0000858,0,32
9.15E-05,0,14,,,,,0.0000909,0,32
0.0001214,0,13,,,,,0.0001214,0,32
8.40E-05,0,15,,,,,0.0000853,0,32
8.38E-05,0,17,,,,,0.0000845,0,32
8.34E-05,0,16,,,,,0.0000849,0,32
8.37E-05,0,16,,,,,0.0000844,0,32
8.44E-05,0,14,,,,,0.0000838,0,32
8.40E-05,0,17,,,,,0.0000841,0,32
8.33E-05,0,16,,,,,0.0000841,0,32
8.74E-05,0,14,,,,,0.000085,0,32
8.38E-05,0,13,,,,,0.0000841,0,32
8.38E-05,0,12,,,,,0.0000842,0,32
9.18E-05,0,13,,,,,0.0000839,0,32
8.44E-05,0,17,,,,,0.0000851,0,32
8.59E-05,0,16,,,,,0.0000845,0,32
8.35E-05,0,21,,,,,0.0000839,0,32
8.32E-05,0,18,,,,,0.000089,0,32
9.44E-05,0,20,,,,,0.0000842,0,32
0.0001167,0,19,,,,,0.0000842,0,32
8.40E-05,0,18,,,,,0.0000912,0,32
8.54E-05,0,20,,,,,0.0000854,0,32
8.61E-05,0,20,,,,,0.0000837,0,32
8.45E-05,0,18,,,,,0.000091,0,32
0.0001072,0,20,,,,,0.0000843,0,32
8.52E-05,0,17,,,,,0.000084,0,32
0.0001146,0,16,,,,,0.0000839,0,32
8.41E-05,0,14,,,,,0.0000896,0,32
8.50E-05,0,11,,,,,0.0000844,0,32
8.55E-05,0,9,,,,,0.0001899,0,32
8.41E-05,0,14,,,,,0.0000838,0,32
8.77E-05,0,15,,,,,0.0000843,0,32
8.40E-05,0,14,,,,,0.0002691,0,32
8.41E-05,0,12,,,,,0.0001124,0,32
8.35E-05,0,11,,,,,0.0001105,0,32
8.78E-05,0,11,,,,,0.000093,0,32
8.38E-05,0,11,,,,,0.000084,0,32
8.37E-05,0,12,,,,,0.000084,0,32
8.40E-05,0,15,,,,,0.0000853,0,32
9.14E-05,0,14,,,,,0.000084,0,32
8.94E-05,0,13,,,,,0.0000839,0,32
8.36E-05,0,14,,,,,0.0000838,0,32
8.40E-05,0,12,,,,,0.0000839,0,32
8.55E-05,0,11,,,,,0.0000854,0,32
8.40E-05,0,12,,,,,0.0000859,0,32
9.65E-05,0,11,,,,,0.0000843,0,32
9.07E-05,0,10,,,,,0.000084,0,32
9.57E-05,0,9,,,,,0.0000858,0,32
9.00E-05,0,9,,,,,0.0000842,0,32
9.80E-05,0,9,,,,,0.0000839,0,32
8.44E-05,0,6,,,,,0.0001022,0,32
8.44E-05,0,8,,,,,0.0000842,0,32
8.40E-05,0,7,,,,,0.0000841,0,32
8.40E-05,0,7,,,,,0.0000858,0,32
9.09E-05,0,8,,,,,0.0000887,0,33
0.0013449,0,15,,,,,0.0001172,0,33
0.0005301,0,14,,,,,0.00017,0,33
8.55E-05,0,12,,,,,0.0001335,0,33
8.36E-05,0,14,,,,,0.0001699,0,33
8.45E-05,0,13,,,,,0.0001722,0,33
8.37E-05,0,12,,,,,0.0001707,0,33
8.40E-05,0,14,,,,,0.0001157,0,33
0.0001248,0,13,,,,,0.0001705,0,33
0.0001062,0,15,,,,,0.0000883,0,33
8.52E-05,0,17,,,,,0.0000835,0,33
8.41E-05,0,16,,,,,0.0001055,0,33
9.19E-05,0,15,,,,,0.0000838,0,33
9.12E-05,0,20,,,,,0.0000836,0,33
8.42E-05,0,19,,,,,0.0000839,0,33
8.37E-05,0,18,,,,,0.0000843,0,33
8.40E-05,0,17,,,,,0.0000845,0,33
8.44E-05,0,17,,,,,0.0001756,0,33
8.41E-05,0,20,,,,,0.000084,0,33
8.34E-05,0,19,,,,,0.0000841,0,33
9.15E-05,0,18,,,,,0.0000854,0,33
8.51E-05,0,22,,,,,0.0000902,0,33
8.41E-05,0,21,,,,,0.0001145,0,33
0.000113,0,20,,,,,0.0000853,0,33
9.02E-05,0,24,,,,,0.0001665,0,33
8.58E-05,0,23,,,,,0.0002197,0,33
8.39E-05,0,23,,,,,0.000086,0,33
8.80E-05,0,24,,,,,0.0000845,0,33
9.24E-05,0,25,,,,,0.0000846,0,33
8.67E-05,0,27,,,,,0.0000839,0,33
8.57E-05,0,26,,,,,0.0001216,0,33
8.44E-05,0,27,,,,,0.0001068,0,33
0.0001206,0,28,,,,,0.000083,0,33
9.31E-05,0,26,,,,,0.0000865,0,33
8.48E-05,0,25,,,,,0.000085,0,33
8.42E-05,0,25,,,,,0.0000874,0,33
0.0001085,0,23,,,,,0.0000897,0,33
8.92E-05,0,23,,,,,0.0000861,0,33
8.37E-05,0,25,,,,,0.0000845,0,33
8.48E-05,0,23,,,,,0.0000855,0,33
9.07E-05,0,21,,,,,0.000083,0,33
8.47E-05,0,21,,,,,0.0000861,0,33
0.0001287,0,19,,,,,0.0000841,0,33
8.56E-05,0,20,,,,,0.0000842,0,33
8.91E-05,0,18,,,,,0.0000906,0,33
8.45E-05,0,20,,,,,0.0001012,0,33
8.41E-05,0,29,,,,,0.0000851,0,33
8.52E-05,0,31,,,,,0.0000858,0,33
8.36E-05,0,29,,,,,0.0000842,0,33
8.43E-05,0,30,,,,,0.0000848,0,33
8.84E-05,0,29,,,,,0.0000855,0,33
8.35E-05,0,28,,,,,0.0000856,0,33
9.40E-05,0,27,,,,,0.0000842,0,33
8.40E-05,0,24,,,,,0.000087,0,33
8.40E-05,0,21,,,,,0.0000862,0,33
8.42E-05,0,21,,,,,0.0000849,0,33
8.44E-05,0,26,,,,,0.0000841,0,33
8.38E-05,0,28,,,,,0.0000844,0,33
8.60E-05,0,25,,,,,0.0000857,0,33
8.45E-05,0,25,,,,,0.0000854,0,33
8.45E-05,0,28,,,,,0.0001255,0,33
8.39E-05,0,29,,,,,0.0000842,0,33
8.41E-05,0,28,,,,,0.000162,0,33
8.39E-05,0,27,,,,,0.0000841,0,33
0.0001041,0,26,,,,,0.0000838,0,33
8.40E-05,0,25,,,,,0.0000841,0,33
8.38E-05,0,25,,,,,0.0000836,0,33
8.40E-05,0,25,,,,,0.0000837,0,33
8.37E-05,0,25,,,,,0.0000846,0,33
8.38E-05,0,29,,,,,0.0000843,0,33
8.37E-05,0,32,,,,,0.0000838,0,33
8.40E-05,0,29,,,,,0.000085,0,33
8.49E-05,0,29,,,,,0.0000886,0,33
8.39E-05,0,29,,,,,0.0000843,0,33
8.35E-05,0,28,,,,,0.0000849,0,33
8.41E-05,0,28,,,,,0.0000876,0,33
8.37E-05,0,27,,,,,0.0000835,0,33
9.10E-05,0,32,,,,,0.0000837,0,33
8.52E-05,0,35,,,,,0.0001689,0,33
8.46E-05,0,41,,,,,0.0000844,0,33
8.44E-05,0,40,,,,,0.0000846,0,33
8.42E-05,0,38,,,,,0.0001244,0,34
8.61E-05,0,34,,,,,0.0001027,0,34
8.61E-05,0,33,,,,,0.0001212,0,34
8.43E-05,0,32,,,,,0.0001708,0,34
8.37E-05,0,29,,,,,0.0002738,0,34
8.38E-05,0,29,,,,,0.0001049,0,34
9.35E-05,0,29,,,,,0.0001491,0,34
8.35E-05,0,28,,,,,0.0000839,0,34
8.41E-05,0,31,,,,,0.0000832,0,34
8.44E-05,0,35,,,,,0.000091,0,34
9.08E-05,0,35,,,,,0.0000841,0,34
8.45E-05,0,33,,,,,0.0000841,0,34
8.55E-05,0,33,,,,,0.0000861,0,34
9.18E-05,0,30,,,,,0.0000836,0,34
8.37E-05,0,37,,,,,0.000088,0,34
8.37E-05,0,37,,,,,0.0001221,0,34
8.43E-05,0,41,,,,,0.000099,0,34
8.42E-05,0,39,,,,,0.0000862,0,34
8.84E-05,0,47,,,,,0.00015,0,34
8.40E-05,0,46,,,,,0.0001177,0,34
8.37E-05,0,45,,,,,0.0000838,0,34
8.47E-05,0,42,,,,,0.000084,0,34
8.33E-05,0,42,,,,,0.0000841,0,34
8.39E-05,0,37,,,,,0.0000918,0,34
8.35E-05,0,38,,,,,0.0000849,0,34
8.46E-05,0,41,,,,,0.000084,0,34
8.38E-05,0,40,,,,,0.0000841,0,34
9.13E-05,0,39,,,,,0.000084,0,34
8.39E-05,0,38,,,,,0.000084,0,34
8.52E-05,0,37,,,,,0.000084,0,34
8.52E-05,0,37,,,,,0.0005379,0,34
0.0002399,0,38,,,,,0.0000906,0,34
8.43E-05,0,47,,,,,0.0001172,0,34
8.43E-05,0,47,,,,,0.0000928,0,34
8.56E-05,0,48,,,,,0.0000907,0,34
8.40E-05,0,47,,,,,0.0000836,0,34
8.40E-05,0,43,,,,,0.0000847,0,34
9.41E-05,0,46,,,,,0.0000839,0,34
8.55E-05,0,45,,,,,0.0000834,0,34
8.55E-05,0,44,,,,,0.0000837,0,34
8.60E-05,0,42,,,,,0.0000837,0,34
8.41E-05,0,42,,,,,0.0000866,0,34
8.57E-05,0,42,,,,,0.0000837,0,34
8.46E-05,0,41,,,,,0.0000843,0,34
8.44E-05,0,40,,,,,0.0000861,0,34
8.41E-05,0,40,,,,,0.0000921,0,34
8.47E-05,0,40,,,,,0.0000833,0,34
8.45E-05,0,40,,,,,0.000111,0,34
8.41E-05,0,40,,,,,0.0000898,0,34
8.36E-05,0,41,,,,,0.0000842,0,34
8.38E-05,0,40,,,,,0.000084,0,34
8.34E-05,0,42,,,,,0.0001782,0,34
8.55E-05,0,41,,,,,0.0000986,0,34
8.30E-05,0,41,,,,,0.0001207,0,34
8.44E-05,0,40,,,,,0.0000836,0,34
8.37E-05,0,47,,,,,0.0000842,0,34
8.41E-05,0,41,,,,,0.0000842,0,34
8.55E-05,0,45,,,,,0.0000842,0,34
9.22E-05,0,44,,,,,0.0000993,0,34
8.33E-05,0,42,,,,,0.000084,0,34
8.33E-05,0,42,,,,,0.0000845,0,34
8.40E-05,0,43,,,,,0.0000876,0,34
8.38E-05,0,42,,,,,0.0000895,0,34
8.66E-05,0,42,,,,,0.0000847,0,34
8.55E-05,0,41,,,,,0.0000839,0,34
8.54E-05,0,40,,,,,0.0000854,0,34
0.0001253,0,39,,,,,0.0000861,0,34
8.58E-05,0,37,,,,,0.0000944,0,34
8.72E-05,0,36,,,,,0.0000846,0,34
8.40E-05,0,35,,,,,0.000084,0,34
8.41E-05,0,35,,,,,0.0000841,0,34
8.40E-05,0,32,,,,,0.0001565,0,34
9.12E-05,0,38,,,,,0.0000853,0,34
9.21E-05,0,34,,,,,0.000084,0,34
8.33E-05,0,34,,,,,0.0000863,0,34
8.38E-05,0,31,,,,,0.0000936,0,34
9.39E-05,0,24,,,,,0.0000844,0,34
8.40E-05,0,24,,,,,0.000084,0,34
8.37E-05,0,23,,,,,0.0000928,0,34
8.50E-05,0,24,,,,,0.0000837,0,34
8.83E-05,0,23,,,,,0.000084,0,34
0.0001252,0,24,,,,,0.0000838,0,34
8.43E-05,0,26,,,,,0.0000862,0,34
0.0001247,0,24,,,,,0.0000846,0,34
0.0001271,0,26,,,,,0.0000849,0,34
0.0001258,0,23,,,,,0.0000849,0,34
0.0001286,0,24,,,,,0.0000842,0,34
8.45E-05,0,27,,,,,0.0002497,0,34
8.56E-05,0,27,,,,,0.00011,0,35
8.37E-05,0,35,,,,,0.0001764,0,35
0.000111,0,34,,,,,0.0001714,0,35
8.98E-05,0,34,,,,,0.0000997,0,35
8.42E-05,0,34,,,,,0.000176,0,35
8.47E-05,0,41,,,,,0.0001684,0,35
8.40E-05,0,41,,,,,0.0001225,0,35
0.0001113,0,44,,,,,0.0001019,0,35
8.39E-05,0,50,,,,,0.000172,0,35
8.48E-05,0,49,,,,,0.000092,0,35
0.0001908,0,49,,,,,0.0001694,0,35
0.0001283,0,48,,,,,0.0001167,0,35
0.0005232,0,47,,,,,0.0001629,0,35
0.0001527,0,46,,,,,0.0001982,0,35
0.0001235,0,45,,,,,0.0001057,0,35
8.70E-05,0,51,,,,,0.000084,0,35
8.50E-05,0,49,,,,,0.0000833,0,35
8.94E-05,0,48,,,,,0.0000917,0,35
8.52E-05,0,47,,,,,0.0000839,0,35
8.44E-05,0,48,,,,,0.000084,0,35
8.50E-05,0,47,,,,,0.000084,0,35
8.48E-05,0,46,,,,,0.000084,0,35
8.48E-05,0,47,,,,,0.0000839,0,35
8.60E-05,0,47,,,,,0.0000841,0,35
8.52E-05,0,47,,,,,0.0000854,0,35
8.47E-05,0,47,,,,,0.0001077,0,35
8.53E-05,0,47,,,,,0.0000924,0,35
8.50E-05,0,49,,,,,0.0000933,0,35
8.41E-05,0,52,,,,,0.0000932,0,35
8.50E-05,0,55,,,,,0.0000852,0,35
8.50E-05,0,54,,,,,0.0000839,0,35
8.47E-05,0,53,,,,,0.0000836,0,35
8.66E-05,0,54,,,,,0.0000843,0,35
8.58E-05,0,53,,,,,0.0000923,0,35
0.0001131,0,51,,,,,0.0000883,0,35
8.47E-05,0,49,,,,,0.0001204,0,35
0.0003145,0,49,,,,,0.0001122,0,35
0.0001226,0,49,,,,,0.000171,0,35
0.0001161,0,48,,,,,0.0001183,0,35
0.0001267,0,46,,,,,0.000085,0,35
0.0001195,0,50,,,,,0.0000836,0,35
0.0001187,0,50,,,,,0.0000838,0,35
0.0001297,0,52,,,,,0.0000858,0,35
0.0003787,0,52,,,,,0.0000838,0,35
9.11E-05,0,54,,,,,0.0000854,0,35
8.54E-05,0,53,,,,,0.0001295,0,35
8.99E-05,0,53,,,,,0.0000852,0,35
8.44E-05,0,54,,,,,0.0000865,0,35
8.41E-05,0,54,,,,,0.0000852,0,35
9.19E-05,0,57,,,,,0.0000844,0,35
9.61E-05,0,56,,,,,0.0000908,0,35
8.41E-05,0,51,,,,,0.000084,0,35
8.42E-05,0,51,,,,,0.0000841,0,35
9.19E-05,0,52,,,,,0.0000837,0,35
8.75E-05,0,51,,,,,0.000084,0,35
8.37E-05,0,56,,,,,0.000083,0,35
8.56E-05,0,57,,,,,0.0000835,0,35
8.34E-05,0,54,,,,,0.0000836,0,35
8.90E-05,0,54,,,,,0.0000858,0,35
9.26E-05,0,53,,,,,0.0000843,0,35
8.45E-05,0,49,,,,,0.0000876,0,35
8.43E-05,0,49,,,,,0.0000919,0,35
8.49E-05,0,51,,,,,0.0001203,0,35
8.38E-05,0,56,,,,,0.0000835,0,35
9.25E-05,0,54,,,,,0.0000867,0,35
9.68E-05,0,54,,,,,0.0000838,0,35
8.41E-05,0,54,,,,,0.0001025,0,35
8.37E-05,0,54,,,,,0.0000839,0,35
8.39E-05,0,54,,,,,0.0000931,0,35
0.0001049,0,62,,,,,0.0000838,0,35
8.49E-05,0,68,,,,,0.0000841,0,35
8.41E-05,0,68,,,,,0.0000839,0,35
8.36E-05,0,65,,,,,0.0000865,0,35
8.56E-05,0,63,,,,,0.0000836,0,35
8.56E-05,0,65,,,,,0.0000841,0,35
8.44E-05,0,67,,,,,0.0000853,0,35
8.40E-05,0,68,,,,,0.0000848,0,35
8.37E-05,0,65,,,,,0.0000857,0,35
8.46E-05,0,64,,,,,0.0001036,0,35
8.39E-05,0,62,,,,,0.000084,0,35
8.38E-05,0,63,,,,,0.000111,0,35
8.37E-05,0,63,,,,,0.0001233,0,35
8.59E-05,0,64,,,,,0.0000839,0,35
8.41E-05,0,63,,,,,0.0000847,0,35
8.42E-05,0,62,,,,,0.0001878,0,35
8.37E-05,0,61,,,,,0.0000845,0,35
8.45E-05,0,60,,,,,0.0000844,0,35
0.0001017,0,60,,,,,0.0000835,0,35
9.60E-05,0,58,,,,,0.0000839,0,35
9.25E-05,0,57,,,,,0.0000865,0,35
8.49E-05,0,57,,,,,0.0000837,0,35
8.99E-05,0,54,,,,,0.0001619,0,35
0.0001212,0,52,,,,,0.000085,0,35
9.09E-05,0,55,,,,,0.0000831,0,35
8.63E-05,0,61,,,,,0.000089,0,35
8.56E-05,0,63,,,,,0.0000842,0,35
8.56E-05,0,61,,,,,0.0000839,0,35
8.51E-05,0,60,,,,,0.0000838,0,35
0.0001169,0,61,,,,,0.0000833,0,35
0.0001114,0,59,,,,,0.0001227,0,35
0.0001088,0,57,,,,,0.0000851,0,35
0.0001233,0,57,,,,,0.0000901,0,35
0.000108,0,59,,,,,0.0000836,0,35
0.0001793,0,57,,,,,0.0000841,0,35
0.000114,0,54,,,,,0.0000841,0,35
0.0001251,0,53,,,,,0.0000838,0,35
0.0001131,0,55,,,,,0.000085,0,35
0.000115,0,54,,,,,0.0001153,0,35
0.0001225,0,51,,,,,0.0000924,0,35
0.000109,0,49,,,,,0.0001199,0,35
