cas operacie,index prvku,dlzka zoznamu,,,,,,,
8.50E-05,0,7,,,,,0.0000847,0,12
8.75E-05,0,9,,,,,0.0001004,0,12
9.42E-05,0,8,,,,,0.0000839,0,12
9.31E-05,0,6,,,,,0.0000855,0,12
0.0001682,0,5,,,,,0.0001032,0,12
8.34E-05,0,8,,,,,0.0001241,0,12
8.48E-05,0,7,,,,,0.0000841,0,12
8.38E-05,0,7,,,,,0.0000837,0,12
8.37E-05,0,7,,,,,0.0000843,0,12
8.39E-05,0,6,,,,,0.000091,0,12
8.38E-05,0,6,,,,,0.0000846,0,12
8.42E-05,0,7,,,,,0.0000836,0,12
0.0001032,0,8,,,,,0.0000837,0,12
8.36E-05,0,7,,,,,0.0000838,0,12
8.36E-05,0,7,,,,,0.0000838,0,12
8.34E-05,0,6,,,,,0.000084,0,12
8.85E-05,0,7,,,,,0.0000854,0,12
8.32E-05,0,4,,,,,0.0000841,0,12
0.0001103,0,2,,,,,0.0001153,0,12
5.23E-05,0,0,,,,,0.0000836,0,12
0.0001219,0,1,,,,,0.0000841,0,12
0.0001232,0,2,,,,,0.0001747,0,12
0.0001219,0,1,,,,,0.0001209,0,12
8.49E-05,0,3,,,,,0.0000841,0,12
9.41E-05,0,4,,,,,0.0001748,0,12
9.30E-05,0,3,,,,,0.0000847,0,12
8.53E-05,0,3,,,,,0.0000865,0,12
0.000163,0,2,,,,,0.0000863,0,12
0.0001096,0,7,,,,,0.0000842,0,12
0.0001038,0,10,,,,,0.0000862,0,12
8.53E-05,0,9,,,,,0.0001645,0,12
0.0001153,0,8,,,,,0.0000843,0,12
8.43E-05,0,9,,,,,0.0000915,0,12
8.50E-05,0,9,,,,,0.0000842,0,12
8.35E-05,0,13,,,,,0.0000918,0,12
8.38E-05,0,12,,,,,0.0000842,0,12
8.37E-05,0,11,,,,,0.0001251,0,12
8.44E-05,0,9,,,,,0.0000857,0,12
8.64E-05,0,8,,,,,0.0000945,0,12
8.43E-05,0,8,,,,,0.0000906,0,12
8.43E-05,0,7,,,,,0.0001284,0,12
8.35E-05,0,5,,,,,0.0000844,0,12
8.49E-05,0,6,,,,,0.0000923,0,12
9.26E-05,0,8,,,,,0.0000838,0,12
8.56E-05,0,9,,,,,0.0000841,0,12
8.40E-05,0,6,,,,,0.0000837,0,12
0.0001054,0,6,,,,,0.000084,0,12
9.30E-05,0,5,,,,,0.000084,0,12
8.38E-05,0,1,,,,,0.0000855,0,12
2.48E-05,0,0,,,,,0.0000837,0,12
2.47E-05,0,0,,,,,0.0000843,0,12
8.40E-05,0,4,,,,,0.0000848,0,12
8.41E-05,0,4,,,,,0.0000957,0,12
8.37E-05,0,3,,,,,0.000091,0,12
8.48E-05,0,9,,,,,0.0000846,0,12
8.37E-05,0,11,,,,,0.0000831,0,12
0.0001479,0,8,,,,,0.0000859,0,12
8.65E-05,0,6,,,,,0.0000842,0,12
8.53E-05,0,9,,,,,0.0000847,0,12
8.46E-05,0,14,,,,,0.0000838,0,12
8.38E-05,0,12,,,,,0.000084,0,12
8.38E-05,0,9,,,,,0.0000872,0,12
0.0001218,0,10,,,,,0.0000921,0,12
0.0001263,0,9,,,,,0.0000835,0,12
8.36E-05,0,7,,,,,0.0002555,0,12
8.40E-05,0,6,,,,,0.0000857,0,12
8.40E-05,0,4,,,,,0.0000833,0,12
8.37E-05,0,1,,,,,0.0000877,0,12
9.19E-05,0,1,,,,,0.0000843,0,12
8.58E-05,0,4,,,,,0.000084,0,12
0.0001182,0,3,,,,,0.0000842,0,12
8.50E-05,0,5,,,,,0.0001051,0,12
9.46E-05,0,8,,,,,0.0000833,0,12
8.46E-05,0,7,,,,,0.0000958,0,12
8.39E-05,0,3,,,,,0.0000879,0,12
8.35E-05,0,2,,,,,0.0000839,0,12
8.36E-05,0,1,,,,,0.0000849,0,12
8.44E-05,0,1,,,,,0.0000851,0,12
8.36E-05,0,3,,,,,0.0001003,0,12
2.45E-05,0,0,,,,,0.000166,0,12
8.74E-05,0,1,,,,,0.0000839,0,12
3.28E-05,0,0,,,,,0.0000839,0,12
8.44E-05,0,9,,,,,0.0000867,0,12
8.39E-05,0,9,,,,,0.0000835,0,12
8.36E-05,0,13,,,,,0.0000834,0,12
8.44E-05,0,13,,,,,0.000085,0,12
8.65E-05,0,13,,,,,0.0001712,0,13
8.40E-05,0,12,,,,,0.0001582,0,13
8.38E-05,0,9,,,,,0.0000882,0,13
8.37E-05,0,8,,,,,0.0001255,0,13
8.33E-05,0,7,,,,,0.0001609,0,13
8.39E-05,0,11,,,,,0.0000836,0,13
8.40E-05,0,10,,,,,0.0000856,0,13
8.37E-05,0,9,,,,,0.0000856,0,13
0.0002566,0,6,,,,,0.0000842,0,13
8.37E-05,0,4,,,,,0.0000841,0,13
9.07E-05,0,9,,,,,0.0000835,0,13
8.34E-05,0,10,,,,,0.0000923,0,13
0.0002457,0,9,,,,,0.0000832,0,13
8.44E-05,0,8,,,,,0.0000847,0,13
8.39E-05,0,8,,,,,0.0000953,0,13
8.51E-05,0,6,,,,,0.0000852,0,13
9.34E-05,0,5,,,,,0.000084,0,13
8.44E-05,0,4,,,,,0.0000847,0,13
8.36E-05,0,2,,,,,0.0000843,0,13
8.37E-05,0,3,,,,,0.0000847,0,13
8.35E-05,0,3,,,,,0.000086,0,13
8.40E-05,0,2,,,,,0.0001122,0,13
9.98E-05,0,3,,,,,0.0000843,0,13
8.50E-05,0,2,,,,,0.0000845,0,13
8.39E-05,0,5,,,,,0.0000837,0,13
8.35E-05,0,8,,,,,0.000084,0,13
8.45E-05,0,8,,,,,0.0000833,0,13
9.33E-05,0,7,,,,,0.000085,0,13
8.38E-05,0,7,,,,,0.0000859,0,13
8.37E-05,0,6,,,,,0.0000836,0,13
8.44E-05,0,7,,,,,0.0000928,0,13
8.41E-05,0,7,,,,,0.0000842,0,13
8.39E-05,0,7,,,,,0.0000847,0,13
8.37E-05,0,6,,,,,0.0000834,0,13
0.0001149,0,9,,,,,0.0000862,0,13
8.50E-05,0,5,,,,,0.0000842,0,13
8.62E-05,0,6,,,,,0.0000839,0,13
8.54E-05,0,12,,,,,0.0000837,0,13
8.51E-05,0,11,,,,,0.0000838,0,13
9.16E-05,0,11,,,,,0.0000912,0,13
8.62E-05,0,13,,,,,0.0000917,0,13
0.0001216,0,13,,,,,0.0000843,0,13
8.41E-05,0,12,,,,,0.0000835,0,13
8.39E-05,0,11,,,,,0.0000836,0,13
8.69E-05,0,11,,,,,0.0000844,0,13
8.61E-05,0,14,,,,,0.0000865,0,13
8.49E-05,0,13,,,,,0.0000862,0,13
0.0001197,0,18,,,,,0.0001216,0,13
8.73E-05,0,14,,,,,0.0000849,0,13
0.0001128,0,15,,,,,0.0000986,0,13
8.58E-05,0,17,,,,,0.0000844,0,13
8.61E-05,0,17,,,,,0.0000866,0,13
0.0002805,0,21,,,,,0.0000847,0,13
8.51E-05,0,22,,,,,0.000084,0,13
0.0001034,0,21,,,,,0.0000839,0,13
9.94E-05,0,19,,,,,0.0000909,0,13
0.0001785,0,18,,,,,0.0000848,0,13
8.54E-05,0,14,,,,,0.0000843,0,13
8.53E-05,0,14,,,,,0.0000845,0,13
9.86E-05,0,13,,,,,0.0000845,0,13
0.0001153,0,12,,,,,0.0000831,0,13
8.47E-05,0,10,,,,,0.000084,0,13
0.0006891,0,7,,,,,0.0000838,0,13
8.48E-05,0,3,,,,,0.0000851,0,13
8.46E-05,0,4,,,,,0.0001214,0,13
8.42E-05,0,9,,,,,0.0000838,0,13
0.0001722,0,11,,,,,0.0000918,0,13
0.0001014,0,10,,,,,0.0000894,0,13
8.36E-05,0,12,,,,,0.0000845,0,13
8.44E-05,0,13,,,,,0.0001248,0,13
8.66E-05,0,13,,,,,0.0000837,0,13
8.62E-05,0,16,,,,,0.0000836,0,13
8.47E-05,0,13,,,,,0.0001573,0,13
8.41E-05,0,12,,,,,0.0000838,0,13
8.37E-05,0,8,,,,,0.0000851,0,13
8.38E-05,0,5,,,,,0.0000839,0,13
8.52E-05,0,4,,,,,0.0000863,0,13
0.0001236,0,6,,,,,0.0000849,0,13
9.36E-05,0,4,,,,,0.0000837,0,13
8.39E-05,0,2,,,,,0.0000848,0,13
8.35E-05,0,6,,,,,0.0000838,0,13
8.43E-05,0,7,,,,,0.0000898,0,13
8.89E-05,0,5,,,,,0.000084,0,13
8.42E-05,0,9,,,,,0.0000839,0,13
8.40E-05,0,13,,,,,0.0000841,0,13
8.37E-05,0,11,,,,,0.0000852,0,13
8.35E-05,0,11,,,,,0.000083,0,13
8.51E-05,0,10,,,,,0.0000855,0,13
8.39E-05,0,11,,,,,0.0000925,0,13
8.38E-05,0,10,,,,,0.0000853,0,13
0.0001763,0,8,,,,,0.0000837,0,13
0.0001123,0,7,,,,,0.0000836,0,13
0.0001738,0,2,,,,,0.0001081,0,13
9.33E-05,0,1,,,,,0.0001604,0,13
0.0001279,0,3,,,,,0.0000842,0,13
8.93E-05,0,4,,,,,0.0000847,0,13
8.46E-05,0,4,,,,,0.0000837,0,13
0.000122,0,4,,,,,0.0000845,0,13
2.67E-05,0,0,,,,,0.000084,0,13
2.51E-05,0,0,,,,,0.0000915,0,13
9.10E-05,0,3,,,,,0.000085,0,13
8.48E-05,0,5,,,,,0.0000895,0,14
8.37E-05,0,3,,,,,0.000171,0,14
8.33E-05,0,2,,,,,0.0001687,0,14
4.14E-05,0,0,,,,,0.0003188,0,14
2.65E-05,0,0,,,,,0.0000926,0,14
2.60E-05,0,0,,,,,0.0001437,0,14
8.37E-05,0,3,,,,,0.0005228,0,14
8.44E-05,0,5,,,,,0.0000857,0,14
8.42E-05,0,4,,,,,0.0000935,0,14
2.46E-05,0,0,,,,,0.0001034,0,14
8.44E-05,0,5,,,,,0.0000847,0,14
8.37E-05,0,4,,,,,0.0000841,0,14
8.85E-05,0,2,,,,,0.0000857,0,14
8.45E-05,0,3,,,,,0.0000848,0,14
8.65E-05,0,2,,,,,0.0001318,0,14
2.59E-05,0,0,,,,,0.0001135,0,14
8.61E-05,0,3,,,,,0.000085,0,14
8.54E-05,0,2,,,,,0.000085,0,14
8.46E-05,0,2,,,,,0.000084,0,14
8.45E-05,0,3,,,,,0.0001636,0,14
8.51E-05,0,1,,,,,0.0000845,0,14
8.39E-05,0,2,,,,,0.0001263,0,14
8.39E-05,0,5,,,,,0.0000836,0,14
8.52E-05,0,4,,,,,0.0000839,0,14
8.39E-05,0,7,,,,,0.0000871,0,14
8.41E-05,0,7,,,,,0.0000842,0,14
0.0001681,0,7,,,,,0.0000857,0,14
8.43E-05,0,9,,,,,0.0001048,0,14
8.38E-05,0,10,,,,,0.0000838,0,14
9.11E-05,0,10,,,,,0.0000861,0,14
8.58E-05,0,11,,,,,0.0000863,0,14
8.42E-05,0,11,,,,,0.0000853,0,14
8.39E-05,0,13,,,,,0.0001164,0,14
0.0001214,0,11,,,,,0.0000866,0,14
9.09E-05,0,13,,,,,0.0000841,0,14
0.0001747,0,12,,,,,0.00023,0,14
9.51E-05,0,19,,,,,0.0000914,0,14
8.33E-05,0,16,,,,,0.0000844,0,14
0.0001001,0,20,,,,,0.0000848,0,14
8.33E-05,0,19,,,,,0.0000839,0,14
8.49E-05,0,18,,,,,0.0000841,0,14
8.54E-05,0,21,,,,,0.0000846,0,14
8.43E-05,0,19,,,,,0.0000861,0,14
8.43E-05,0,17,,,,,0.0000873,0,14
8.39E-05,0,17,,,,,0.0000854,0,14
8.48E-05,0,16,,,,,0.0000853,0,14
8.40E-05,0,16,,,,,0.0000854,0,14
8.36E-05,0,15,,,,,0.0000845,0,14
8.36E-05,0,19,,,,,0.0001822,0,14
8.68E-05,0,18,,,,,0.0001262,0,14
8.41E-05,0,21,,,,,0.0000846,0,14
9.11E-05,0,25,,,,,0.0000839,0,14
8.43E-05,0,24,,,,,0.0000847,0,14
8.41E-05,0,23,,,,,0.0001005,0,14
8.38E-05,0,22,,,,,0.0000838,0,14
8.38E-05,0,23,,,,,0.0000836,0,14
9.15E-05,0,18,,,,,0.0001,0,14
8.56E-05,0,19,,,,,0.0000836,0,14
8.36E-05,0,20,,,,,0.0000861,0,14
9.25E-05,0,22,,,,,0.0000842,0,14
8.38E-05,0,24,,,,,0.0000854,0,14
8.43E-05,0,27,,,,,0.0000915,0,14
8.35E-05,0,24,,,,,0.0000844,0,14
0.0004188,0,23,,,,,0.0000874,0,14
9.42E-05,0,24,,,,,0.0000841,0,14
0.0001534,0,24,,,,,0.0000841,0,14
8.44E-05,0,27,,,,,0.000084,0,14
8.52E-05,0,35,,,,,0.0000914,0,14
8.40E-05,0,38,,,,,0.0000836,0,14
8.34E-05,0,39,,,,,0.0005301,0,14
8.47E-05,0,40,,,,,0.0000836,0,14
8.51E-05,0,41,,,,,0.000084,0,14
8.43E-05,0,40,,,,,0.0000833,0,14
9.40E-05,0,39,,,,,0.0001172,0,14
8.66E-05,0,38,,,,,0.0000834,0,14
8.39E-05,0,35,,,,,0.0000849,0,14
8.42E-05,0,40,,,,,0.0000852,0,14
8.95E-05,0,39,,,,,0.0000847,0,14
0.0001741,0,38,,,,,0.0000851,0,14
8.58E-05,0,37,,,,,0.0000853,0,14
8.41E-05,0,37,,,,,0.0000838,0,14
8.36E-05,0,35,,,,,0.0000859,0,14
8.58E-05,0,41,,,,,0.0000839,0,14
8.40E-05,0,39,,,,,0.0000839,0,14
8.30E-05,0,40,,,,,0.0000842,0,14
8.41E-05,0,39,,,,,0.0000847,0,14
8.38E-05,0,41,,,,,0.0000839,0,14
8.90E-05,0,41,,,,,0.0000836,0,14
8.45E-05,0,42,,,,,0.0000856,0,14
8.42E-05,0,41,,,,,0.0000858,0,14
8.36E-05,0,41,,,,,0.0000846,0,14
8.37E-05,0,43,,,,,0.0000844,0,14
9.28E-05,0,44,,,,,0.0000844,0,14
8.41E-05,0,44,,,,,0.0000832,0,14
8.35E-05,0,42,,,,,0.0000847,0,14
8.35E-05,0,41,,,,,0.0000847,0,14
9.45E-05,0,42,,,,,0.0000842,0,14
8.38E-05,0,42,,,,,0.0000842,0,14
0.0001074,0,43,,,,,0.0000845,0,14
0.0001146,0,41,,,,,0.0000931,0,14
8.42E-05,0,39,,,,,0.0000846,0,14
8.37E-05,0,37,,,,,0.0000862,0,14
8.68E-05,0,37,,,,,0.0000839,0,14
8.51E-05,0,36,,,,,0.0000846,0,14
8.43E-05,0,35,,,,,0.0000843,0,14
8.37E-05,0,30,,,,,0.0000845,0,14
8.42E-05,0,30,,,,,0.000084,0,14
8.98E-05,0,31,,,,,0.000084,0,14
8.32E-05,0,31,,,,,0.000084,0,14
8.34E-05,0,29,,,,,0.0000841,0,14
8.35E-05,0,28,,,,,0.0000832,0,14
8.51E-05,0,30,,,,,0.0000902,0,14
8.34E-05,0,31,,,,,0.0000845,0,14
8.37E-05,0,30,,,,,0.0000837,0,14
8.58E-05,0,32,,,,,0.0000838,0,14
8.54E-05,0,33,,,,,0.0000859,0,14
0.0001274,0,29,,,,,0.0000914,0,14
0.0001695,0,28,,,,,0.0000923,0,15
0.0002305,0,27,,,,,0.0001716,0,15
8.92E-05,0,24,,,,,0.0001771,0,15
0.0001125,0,23,,,,,0.0001268,0,15
8.47E-05,0,22,,,,,0.0002711,0,15
9.52E-05,0,22,,,,,0.0011305,0,15
9.35E-05,0,18,,,,,0.0006494,0,15
8.84E-05,0,16,,,,,0.0000855,0,15
8.69E-05,0,20,,,,,0.000085,0,15
8.41E-05,0,21,,,,,0.0000841,0,15
8.66E-05,0,20,,,,,0.0001318,0,15
8.39E-05,0,20,,,,,0.0000913,0,15
0.000118,0,20,,,,,0.0001878,0,15
8.45E-05,0,21,,,,,0.0000849,0,15
8.49E-05,0,20,,,,,0.0000842,0,15
8.56E-05,0,16,,,,,0.0000921,0,15
0.0001263,0,16,,,,,0.0000841,0,15
0.0001804,0,11,,,,,0.0000843,0,15
0.0001209,0,12,,,,,0.0000849,0,15
0.0001297,0,11,,,,,0.000119,0,15
8.61E-05,0,15,,,,,0.0000849,0,15
8.54E-05,0,14,,,,,0.0001619,0,15
8.48E-05,0,13,,,,,0.000084,0,15
8.41E-05,0,12,,,,,0.0001279,0,15
8.51E-05,0,15,,,,,0.000085,0,15
8.45E-05,0,14,,,,,0.0000893,0,15
0.0001822,0,14,,,,,0.0000839,0,15
0.0001748,0,12,,,,,0.0001128,0,15
0.0001189,0,10,,,,,0.0000836,0,15
8.40E-05,0,11,,,,,0.0000861,0,15
8.50E-05,0,9,,,,,0.0000851,0,15
8.45E-05,0,10,,,,,0.0000839,0,15
8.79E-05,0,9,,,,,0.000084,0,15
8.40E-05,0,7,,,,,0.000084,0,15
8.44E-05,0,6,,,,,0.0001232,0,15
8.44E-05,0,6,,,,,0.0001207,0,15
8.63E-05,0,5,,,,,0.0000848,0,15
8.49E-05,0,5,,,,,0.0000874,0,15
9.55E-05,0,6,,,,,0.0000837,0,15
8.49E-05,0,4,,,,,0.0000835,0,15
0.0001359,0,3,,,,,0.0000921,0,15
0.0001274,0,1,,,,,0.0000837,0,15
8.41E-05,0,1,,,,,0.000087,0,15
2.44E-05,0,0,,,,,0.0000852,0,15
2.56E-05,0,0,,,,,0.0001152,0,15
3.01E-05,0,0,,,,,0.0000839,0,15
2.70E-05,0,0,,,,,0.0000842,0,15
8.42E-05,0,5,,,,,0.000084,0,15
0.0001459,0,4,,,,,0.0000877,0,15
0.000107,0,5,,,,,0.000084,0,15
8.40E-05,0,2,,,,,0.0013449,0,15
0.0001324,0,4,,,,,0.0001062,0,15
8.36E-05,0,7,,,,,0.0000919,0,15
8.31E-05,0,5,,,,,0.0000841,0,15
8.43E-05,0,6,,,,,0.0000838,0,15
8.58E-05,0,5,,,,,0.0000855,0,15
8.42E-05,0,6,,,,,0.0000838,0,15
8.42E-05,0,5,,,,,0.0000835,0,15
8.49E-05,0,1,,,,,0.000084,0,15
2.46E-05,0,0,,,,,0.0000837,0,15
8.40E-05,0,3,,,,,0.0000844,0,15
8.36E-05,0,2,,,,,0.0000949,0,15
8.37E-05,0,1,,,,,0.0000841,0,15
8.88E-05,0,4,,,,,0.0000844,0,15
9.21E-05,0,2,,,,,0.0000856,0,15
8.36E-05,0,4,,,,,0.0000845,0,15
8.42E-05,0,3,,,,,0.0000844,0,15
8.34E-05,0,4,,,,,0.0000841,0,15
8.37E-05,0,7,,,,,0.0000844,0,15
8.52E-05,0,8,,,,,0.0000834,0,15
8.41E-05,0,7,,,,,0.0000892,0,15
8.61E-05,0,7,,,,,0.000158,0,15
8.54E-05,0,7,,,,,0.0000872,0,15
8.50E-05,0,5,,,,,0.0000861,0,15
8.47E-05,0,5,,,,,0.0000844,0,15
8.49E-05,0,3,,,,,0.0000844,0,15
8.52E-05,0,2,,,,,0.0000842,0,15
8.66E-05,0,3,,,,,0.0000848,0,15
8.53E-05,0,4,,,,,0.0000839,0,15
8.50E-05,0,5,,,,,0.0000839,0,15
8.48E-05,0,4,,,,,0.0000841,0,15
9.57E-05,0,3,,,,,0.0000841,0,15
8.56E-05,0,2,,,,,0.0000854,0,15
0.000113,0,5,,,,,0.0000936,0,15
0.0001127,0,4,,,,,0.0001094,0,15
8.45E-05,0,5,,,,,0.0000838,0,15
0.0002627,0,3,,,,,0.0000875,0,15
0.0004472,0,3,,,,,0.0000853,0,15
8.41E-05,0,3,,,,,0.0001663,0,15
9.94E-05,0,3,,,,,0.0001329,0,16
0.0001824,0,7,,,,,0.0001236,0,16
0.0001925,0,9,,,,,0.0001152,0,16
8.49E-05,0,9,,,,,0.0005696,0,16
0.0001185,0,4,,,,,0.0001751,0,16
0.000108,0,5,,,,,0.0009553,0,16
8.47E-05,0,3,,,,,0.0001255,0,16
0.0001083,0,3,,,,,0.000182,0,16
0.0001337,0,3,,,,,0.0000869,0,16
8.52E-05,0,3,,,,,0.0000862,0,16
0.0001817,0,3,,,,,0.0000851,0,16
0.0001131,0,10,,,,,0.0000845,0,16
0.0001288,0,7,,,,,0.0001219,0,16
0.0001014,0,6,,,,,0.0000849,0,16
0.0001013,0,5,,,,,0.0000929,0,16
8.48E-05,0,6,,,,,0.0000835,0,16
0.000126,0,3,,,,,0.0000843,0,16
8.52E-05,0,3,,,,,0.0000844,0,16
8.91E-05,0,2,,,,,0.0002742,0,16
8.50E-05,0,1,,,,,0.0000955,0,16
2.57E-05,0,0,,,,,0.0001213,0,16
9.23E-05,0,1,,,,,0.0000849,0,16
8.43E-05,0,1,,,,,0.0000849,0,16
2.58E-05,0,0,,,,,0.0000834,0,16
0.0001801,0,1,,,,,0.0000846,0,16
8.37E-05,0,3,,,,,0.0000848,0,16
8.42E-05,0,4,,,,,0.0000848,0,16
8.40E-05,0,6,,,,,0.0000892,0,16
8.47E-05,0,12,,,,,0.000084,0,16
8.43E-05,0,11,,,,,0.0000839,0,16
8.38E-05,0,10,,,,,0.0000869,0,16
8.38E-05,0,10,,,,,0.000084,0,16
8.36E-05,0,9,,,,,0.0000849,0,16
8.84E-05,0,9,,,,,0.0000862,0,16
9.54E-05,0,8,,,,,0.0000833,0,16
9.27E-05,0,4,,,,,0.0000848,0,16
8.45E-05,0,2,,,,,0.000084,0,16
8.53E-05,0,6,,,,,0.0000884,0,16
8.37E-05,0,5,,,,,0.0000856,0,16
8.45E-05,0,8,,,,,0.0001263,0,16
0.0001181,0,8,,,,,0.0001283,0,16
8.35E-05,0,8,,,,,0.0000846,0,16
8.42E-05,0,6,,,,,0.0001048,0,16
8.37E-05,0,5,,,,,0.000084,0,16
8.45E-05,0,8,,,,,0.0000838,0,16
8.33E-05,0,8,,,,,0.0000854,0,16
9.01E-05,0,8,,,,,0.0000836,0,16
8.38E-05,0,10,,,,,0.0000835,0,16
8.33E-05,0,4,,,,,0.0000848,0,16
8.39E-05,0,5,,,,,0.0000836,0,16
8.37E-05,0,4,,,,,0.0000838,0,16
8.39E-05,0,3,,,,,0.0000834,0,16
8.56E-05,0,3,,,,,0.0000837,0,16
9.19E-05,0,2,,,,,0.0000833,0,16
4.32E-05,0,0,,,,,0.0000859,0,16
8.39E-05,0,1,,,,,0.0001146,0,16
0.0005686,0,1,,,,,0.0000841,0,16
8.44E-05,0,2,,,,,0.0000911,0,16
8.65E-05,0,12,,,,,0.0000842,0,16
8.37E-05,0,19,,,,,0.000086,0,16
0.0001263,0,17,,,,,0.0000849,0,16
0.0002494,0,18,,,,,0.000118,0,16
0.0001283,0,16,,,,,0.0001163,0,16
8.84E-05,0,18,,,,,0.0000851,0,16
8.96E-05,0,17,,,,,0.0000841,0,16
8.43E-05,0,13,,,,,0.0000836,0,16
0.0001262,0,14,,,,,0.0000844,0,16
8.55E-05,0,19,,,,,0.0000839,0,16
9.72E-05,0,18,,,,,0.0000838,0,16
8.38E-05,0,20,,,,,0.0000845,0,16
8.34E-05,0,21,,,,,0.0001048,0,16
8.35E-05,0,20,,,,,0.0000839,0,16
9.68E-05,0,23,,,,,0.0000843,0,16
9.03E-05,0,22,,,,,0.0000834,0,16
8.46E-05,0,22,,,,,0.0001501,0,16
8.34E-05,0,23,,,,,0.0000848,0,16
8.60E-05,0,22,,,,,0.000091,0,16
8.34E-05,0,21,,,,,0.0000845,0,16
8.55E-05,0,19,,,,,0.0000853,0,16
8.51E-05,0,19,,,,,0.000084,0,16
8.52E-05,0,20,,,,,0.0000839,0,16
8.42E-05,0,20,,,,,0.000084,0,16
0.0001124,0,21,,,,,0.0000841,0,16
8.61E-05,0,18,,,,,0.000084,0,16
0.0001994,0,22,,,,,0.0000919,0,16
9.51E-05,0,21,,,,,0.0000834,0,16
8.48E-05,0,18,,,,,0.0001927,0,16
8.46E-05,0,16,,,,,0.0000848,0,16
8.49E-05,0,21,,,,,0.0001278,0,16
8.51E-05,0,18,,,,,0.0000929,0,16
0.000391,0,18,,,,,0.0004365,0,17
0.0001117,0,19,,,,,0.0001126,0,17
0.0001251,0,19,,,,,0.0007012,0,17
8.55E-05,0,26,,,,,0.0000861,0,17
0.0002832,0,23,,,,,0.0000877,0,17
0.0001152,0,24,,,,,0.0000847,0,17
0.0001119,0,23,,,,,0.0000878,0,17
8.52E-05,0,21,,,,,0.0000845,0,17
0.0001954,0,18,,,,,0.000085,0,17
8.46E-05,0,14,,,,,0.000085,0,17
8.63E-05,0,12,,,,,0.0000842,0,17
8.42E-05,0,12,,,,,0.0000836,0,17
8.62E-05,0,12,,,,,0.0002132,0,17
8.89E-05,0,11,,,,,0.0002231,0,17
8.39E-05,0,15,,,,,0.0001669,0,17
8.39E-05,0,14,,,,,0.0001173,0,17
8.40E-05,0,15,,,,,0.0001198,0,17
8.38E-05,0,20,,,,,0.0000866,0,17
8.45E-05,0,19,,,,,0.0000842,0,17
8.38E-05,0,23,,,,,0.0001038,0,17
8.38E-05,0,25,,,,,0.0001281,0,17
9.11E-05,0,24,,,,,0.0001012,0,17
8.35E-05,0,25,,,,,0.0000835,0,17
8.62E-05,0,28,,,,,0.0000858,0,17
8.38E-05,0,27,,,,,0.0000856,0,17
8.39E-05,0,26,,,,,0.0000842,0,17
8.34E-05,0,25,,,,,0.0000955,0,17
9.44E-05,0,25,,,,,0.000122,0,17
9.24E-05,0,41,,,,,0.0000837,0,17
0.0002077,0,40,,,,,0.0000871,0,17
0.0001697,0,39,,,,,0.0000845,0,17
8.38E-05,0,39,,,,,0.0001422,0,17
0.000169,0,37,,,,,0.0000882,0,17
9.23E-05,0,35,,,,,0.0000843,0,17
8.40E-05,0,34,,,,,0.0000846,0,17
0.0005379,0,34,,,,,0.0000875,0,17
0.00011,0,37,,,,,0.0000858,0,17
8.77E-05,0,37,,,,,0.0000861,0,17
8.40E-05,0,37,,,,,0.0000843,0,17
8.47E-05,0,37,,,,,0.0000839,0,17
9.02E-05,0,33,,,,,0.0001263,0,17
9.09E-05,0,32,,,,,0.0000896,0,17
8.49E-05,0,31,,,,,0.0001106,0,17
9.04E-05,0,30,,,,,0.000151,0,17
8.48E-05,0,27,,,,,0.0000839,0,17
0.0001763,0,26,,,,,0.0000838,0,17
0.0001832,0,23,,,,,0.0000834,0,17
0.0001145,0,33,,,,,0.0000938,0,17
9.06E-05,0,34,,,,,0.000084,0,17
8.48E-05,0,31,,,,,0.0000844,0,17
9.41E-05,0,30,,,,,0.0000837,0,17
8.51E-05,0,31,,,,,0.0000856,0,17
0.0001147,0,30,,,,,0.0000849,0,17
0.0001086,0,31,,,,,0.0000841,0,17
0.0001172,0,34,,,,,0.0001095,0,17
8.53E-05,0,33,,,,,0.000091,0,17
0.0001665,0,33,,,,,0.0000838,0,17
0.0002197,0,33,,,,,0.000084,0,17
8.83E-05,0,35,,,,,0.0000844,0,17
0.0001204,0,35,,,,,0.0000852,0,17
9.48E-05,0,39,,,,,0.0000852,0,17
8.39E-05,0,38,,,,,0.000084,0,17
9.46E-05,0,38,,,,,0.0000844,0,17
8.39E-05,0,39,,,,,0.0000836,0,17
9.19E-05,0,36,,,,,0.0000841,0,17
9.28E-05,0,34,,,,,0.0000836,0,17
0.0001214,0,32,,,,,0.0000847,0,17
8.60E-05,0,33,,,,,0.0000851,0,17
8.53E-05,0,32,,,,,0.0000885,0,17
0.000122,0,25,,,,,0.0000865,0,17
0.0001199,0,21,,,,,0.0000841,0,17
0.0001158,0,21,,,,,0.0000856,0,17
8.64E-05,0,26,,,,,0.000084,0,17
9.06E-05,0,25,,,,,0.000123,0,17
0.0001537,0,25,,,,,0.0000867,0,17
8.48E-05,0,25,,,,,0.0001049,0,17
8.48E-05,0,24,,,,,0.00012,0,17
8.62E-05,0,24,,,,,0.0000848,0,17
8.37E-05,0,21,,,,,0.0000841,0,17
0.0001645,0,12,,,,,0.0000836,0,17
8.46E-05,0,11,,,,,0.0000839,0,17
8.47E-05,0,10,,,,,0.0000839,0,17
8.46E-05,0,11,,,,,0.0000842,0,17
