cas operacie,index prvku,dlzka zoznamu,,,,,,
0.000117,3,6,,,,0.0000839,7,11
8.54E-05,5,6,,,,0.0000841,3,11
8.48E-05,7,10,,,,0.0000857,3,11
8.44E-05,0,9,,,,0.0000946,8,11
8.46E-05,0,10,,,,0.0000839,7,11
8.44E-05,1,5,,,,0.0000842,1,11
9.42E-05,1,3,,,,0.0000835,0,11
8.85E-05,1,7,,,,0.0000842,6,11
8.39E-05,4,8,,,,0.000103,7,11
8.39E-05,4,5,,,,0.0000842,3,11
8.40E-05,6,8,,,,0.0000927,5,11
8.37E-05,7,9,,,,0.0000835,0,11
8.53E-05,7,8,,,,0.0000876,6,11
9.41E-05,1,7,,,,0.0000901,9,11
8.45E-05,4,5,,,,0.0001155,6,11
8.67E-05,5,6,,,,0.0000835,1,11
8.33E-05,0,10,,,,0.0000839,8,11
8.85E-05,7,10,,,,0.0000839,4,11
8.40E-05,3,7,,,,0.000085,6,11
8.64E-05,0,7,,,,0.000084,7,11
8.34E-05,0,7,,,,0.0000845,7,11
9.17E-05,5,8,,,,0.0000844,5,11
8.92E-05,2,7,,,,0.0000838,6,11
8.35E-05,1,3,,,,0.0001735,7,12
8.89E-05,2,3,,,,0.0001227,3,12
9.09E-05,0,2,,,,0.0001799,10,12
8.32E-05,4,5,,,,0.0001682,1,12
9.09E-05,1,2,,,,0.0001337,11,12
8.54E-05,0,2,,,,0.0007821,3,12
0.0001184,1,2,,,,0.0001749,2,12
8.45E-05,1,2,,,,0.0000836,2,12
0.0001226,0,6,,,,0.0000898,7,12
0.0001259,3,5,,,,0.0000926,7,12
0.0001184,6,9,,,,0.0000838,6,12
8.41E-05,1,8,,,,0.0000836,10,12
8.43E-05,2,7,,,,0.0001617,0,12
8.98E-05,2,8,,,,0.0000856,7,12
8.40E-05,2,14,,,,0.0000849,1,12
8.51E-05,1,10,,,,0.0000874,11,12
8.40E-05,2,6,,,,0.0000923,7,12
8.34E-05,2,8,,,,0.0000837,8,12
8.39E-05,5,6,,,,0.0000857,9,12
8.39E-05,2,5,,,,0.0000892,1,12
8.81E-05,3,5,,,,0.0002157,1,12
9.21E-05,1,4,,,,0.0000917,3,12
8.80E-05,3,5,,,,0.000085,7,12
8.36E-05,1,5,,,,0.0000885,3,12
8.84E-05,0,4,,,,0.0000892,2,12
8.38E-05,2,4,,,,0.0000879,11,12
8.35E-05,5,10,,,,0.000085,5,12
8.32E-05,0,9,,,,0.0001948,2,12
8.41E-05,5,7,,,,0.0000888,2,12
8.61E-05,1,2,,,,0.000561,7,12
8.36E-05,1,2,,,,0.0001207,8,12
8.45E-05,0,1,,,,0.0001043,6,12
2.46E-05,0,0,,,,0.0001254,3,12
8.35E-05,1,4,,,,0.0000838,11,12
8.33E-05,0,4,,,,0.0000913,6,12
8.84E-05,2,5,,,,0.0000841,4,12
9.17E-05,0,3,,,,0.0000837,7,12
8.65E-05,2,7,,,,0.0000842,2,12
8.41E-05,2,7,,,,0.000084,9,12
8.57E-05,8,10,,,,0.0001163,7,12
8.63E-05,2,8,,,,0.0000846,7,12
9.13E-05,4,16,,,,0.0000842,2,12
8.36E-05,2,13,,,,0.000084,2,12
8.37E-05,8,11,,,,0.000084,9,12
8.37E-05,5,11,,,,0.0000842,10,12
8.43E-05,5,8,,,,0.0000838,8,12
8.33E-05,2,5,,,,0.0000846,7,12
8.38E-05,3,7,,,,0.0000841,1,12
8.37E-05,4,5,,,,0.0000919,10,12
0.0001163,0,2,,,,0.0000849,3,12
8.97E-05,0,1,,,,0.000084,9,12
8.50E-05,1,2,,,,0.0000858,6,12
3.64E-05,0,0,,,,0.0000837,8,12
8.52E-05,2,3,,,,0.0000837,3,12
8.56E-05,1,2,,,,0.0000836,4,12
9.17E-05,1,7,,,,0.0001277,4,12
0.0001027,7,9,,,,0.0000843,3,12
8.38E-05,1,3,,,,0.0000836,0,12
8.34E-05,0,2,,,,0.0001056,2,12
2.46E-05,0,0,,,,0.000084,11,12
2.49E-05,0,0,,,,0.0001245,3,12
9.08E-05,0,4,,,,0.0000842,3,12
8.36E-05,0,1,,,,0.0000847,6,12
8.43E-05,0,1,,,,0.0000838,1,12
8.40E-05,0,1,,,,0.0000842,7,12
0.0003565,8,9,,,,0.0000947,3,12
9.59E-05,6,7,,,,0.0001125,8,12
8.45E-05,6,7,,,,0.0000912,0,12
8.37E-05,0,10,,,,0.000085,0,12
8.38E-05,12,14,,,,0.0000848,7,12
8.59E-05,1,10,,,,0.0000863,7,12
8.39E-05,7,8,,,,0.0000852,3,12
9.67E-05,1,4,,,,0.0000834,4,12
8.88E-05,0,3,,,,0.0000951,0,12
8.54E-05,0,5,,,,0.0000846,1,12
8.39E-05,2,6,,,,0.0000837,3,12
8.37E-05,4,5,,,,0.0000888,6,12
8.34E-05,5,6,,,,0.000093,0,12
8.41E-05,8,9,,,,0.0000844,9,12
8.44E-05,4,9,,,,0.0001254,1,12
8.66E-05,2,7,,,,0.000084,10,12
8.48E-05,2,7,,,,0.0000869,6,12
8.40E-05,1,2,,,,0.00012,7,12
0.000109,2,6,,,,0.0000852,1,12
0.0001079,0,5,,,,0.0000834,5,12
0.000119,3,4,,,,0.0000832,2,12
0.0001112,1,4,,,,0.0000834,11,12
8.40E-05,3,5,,,,0.0001729,9,13
8.48E-05,1,6,,,,0.0001686,12,13
8.34E-05,3,7,,,,0.0000892,2,13
8.56E-05,5,9,,,,0.0001192,1,13
8.40E-05,0,7,,,,0.0001701,1,13
8.37E-05,7,8,,,,0.0001437,5,13
8.34E-05,2,5,,,,0.0006027,3,13
8.38E-05,3,7,,,,0.0001714,10,13
8.34E-05,2,5,,,,0.0003068,6,13
8.62E-05,2,7,,,,0.0001687,7,13
8.47E-05,3,6,,,,0.0000845,11,13
9.12E-05,1,7,,,,0.0001347,11,13
8.47E-05,2,7,,,,0.000084,12,13
8.41E-05,5,7,,,,0.0000963,1,13
0.0001101,0,8,,,,0.0001158,2,13
0.0001181,4,7,,,,0.0000856,11,13
8.42E-05,14,15,,,,0.0001202,8,13
8.38E-05,3,14,,,,0.0000849,4,13
8.44E-05,1,14,,,,0.0000839,0,13
0.0001126,0,13,,,,0.0000863,11,13
0.0001207,8,12,,,,0.0000844,5,13
0.0001043,6,12,,,,0.0000926,5,13
8.45E-05,9,14,,,,0.0000846,6,13
0.0001254,3,12,,,,0.0000843,5,13
8.54E-05,16,17,,,,0.0000851,5,13
0.0002172,8,15,,,,0.0001146,7,13
0.0001014,8,17,,,,0.0000842,4,13
8.49E-05,3,17,,,,0.0000834,9,13
0.0001105,10,20,,,,0.0000837,7,13
8.48E-05,1,13,,,,0.000085,4,13
0.0001271,10,14,,,,0.0000884,1,13
0.0001138,6,11,,,,0.0000845,2,13
0.0001125,4,10,,,,0.0000897,12,13
9.38E-05,6,10,,,,0.0000897,3,13
0.0001284,6,8,,,,0.0000839,12,13
8.53E-05,4,5,,,,0.0000845,1,13
8.44E-05,1,4,,,,0.000084,12,13
0.0002479,1,3,,,,0.0001452,12,13
8.63E-05,6,10,,,,0.0000834,0,13
8.63E-05,0,10,,,,0.0000852,2,13
8.97E-05,3,11,,,,0.0000839,0,13
8.48E-05,4,11,,,,0.0000836,2,13
8.33E-05,2,15,,,,0.0001126,0,13
8.43E-05,10,14,,,,0.0000848,1,13
0.000191,7,11,,,,0.0000847,0,13
8.51E-05,5,10,,,,0.0000912,12,13
8.38E-05,0,9,,,,0.0001167,9,13
9.43E-05,0,9,,,,0.0000873,4,13
8.39E-05,4,9,,,,0.0000959,8,13
8.35E-05,0,7,,,,0.0000839,3,13
8.37E-05,2,6,,,,0.0005676,12,13
8.39E-05,2,5,,,,0.0000848,1,13
8.97E-05,2,5,,,,0.0000887,3,13
0.0001406,1,4,,,,0.000086,12,13
8.41E-05,3,6,,,,0.000084,3,13
8.39E-05,3,4,,,,0.0000854,2,13
8.42E-05,0,3,,,,0.0001223,2,13
9.24E-05,5,7,,,,0.0001171,3,13
8.85E-05,1,3,,,,0.0000845,11,13
8.48E-05,0,2,,,,0.0000853,6,13
8.44E-05,6,7,,,,0.0000833,11,13
9.17E-05,3,6,,,,0.0000842,12,13
8.36E-05,2,10,,,,0.0001182,5,13
8.53E-05,6,10,,,,0.0000881,5,13
8.38E-05,11,12,,,,0.000084,10,13
8.32E-05,2,10,,,,0.0000832,9,13
0.0001003,7,9,,,,0.0000841,12,13
0.0001649,7,8,,,,0.000084,9,13
8.47E-05,3,4,,,,0.0000878,5,13
8.50E-05,0,3,,,,0.0000834,9,13
8.87E-05,1,2,,,,0.0000846,3,13
0.0001364,2,3,,,,0.0000838,10,13
9.29E-05,0,5,,,,0.0000849,11,13
8.50E-05,3,5,,,,0.0000864,1,13
8.45E-05,1,2,,,,0.0000849,11,13
8.60E-05,2,3,,,,0.0000874,2,13
0.0001163,0,2,,,,0.000084,0,13
0.0001021,0,1,,,,0.0000902,3,13
8.42E-05,0,3,,,,0.0000839,0,13
8.83E-05,0,2,,,,0.0000835,8,13
9.01E-05,0,2,,,,0.0000841,0,13
2.47E-05,0,0,,,,0.0000839,9,13
2.45E-05,0,0,,,,0.0000842,11,13
8.35E-05,1,4,,,,0.000084,3,13
4.11E-05,0,0,,,,0.0000845,5,13
2.61E-05,0,0,,,,0.0000848,11,13
8.43E-05,0,1,,,,0.0000869,1,13
8.35E-05,2,4,,,,0.0000837,2,13
8.40E-05,2,3,,,,0.0000847,12,13
8.59E-05,4,5,,,,0.0000841,1,13
8.94E-05,1,4,,,,0.0000898,1,13
8.79E-05,0,6,,,,0.0000851,8,13
0.0010261,1,4,,,,0.0000848,11,13
8.63E-05,0,1,,,,0.0000841,7,13
9.05E-05,1,2,,,,0.0000843,9,13
8.46E-05,1,2,,,,0.0000838,0,13
8.42E-05,1,2,,,,0.0000852,1,13
0.0001237,0,1,,,,0.000084,11,13
2.67E-05,0,0,,,,0.0000838,5,13
8.49E-05,0,1,,,,0.0000839,3,13
8.49E-05,0,2,,,,0.000084,12,13
2.59E-05,0,0,,,,0.0000844,1,13
3.71E-05,0,0,,,,0.0000843,2,13
8.39E-05,1,2,,,,0.0000922,9,13
8.41E-05,1,2,,,,0.0000838,0,13
8.39E-05,3,4,,,,0.0000832,3,13
8.42E-05,1,2,,,,0.0008991,13,14
2.47E-05,0,0,,,,0.001132,9,14
8.84E-05,1,4,,,,0.0001741,5,14
8.59E-05,2,4,,,,0.0000895,3,14
8.35E-05,0,6,,,,0.0001363,5,14
8.37E-05,1,4,,,,0.0001691,10,14
8.39E-05,0,7,,,,0.0001768,6,14
0.000174,0,5,,,,0.0000927,3,14
0.000126,3,5,,,,0.0001705,1,14
8.46E-05,3,7,,,,0.0001041,11,14
8.39E-05,3,8,,,,0.0000846,4,14
8.38E-05,3,6,,,,0.0000842,4,14
8.62E-05,5,6,,,,0.0001278,13,14
8.43E-05,5,8,,,,0.0001103,7,14
8.47E-05,6,9,,,,0.0000841,3,14
9.26E-05,3,11,,,,0.0000861,11,14
9.13E-05,6,12,,,,0.0000858,10,14
8.58E-05,12,14,,,,0.0001624,9,14
8.47E-05,0,13,,,,0.0000839,10,14
8.52E-05,17,18,,,,0.0001172,7,14
8.60E-05,7,20,,,,0.0000885,8,14
8.89E-05,7,19,,,,0.0000863,9,14
8.32E-05,6,19,,,,0.0000853,5,14
8.37E-05,14,17,,,,0.000084,2,14
8.50E-05,9,19,,,,0.0000842,13,14
8.98E-05,10,18,,,,0.0001258,10,14
9.52E-05,9,18,,,,0.0000851,13,14
8.35E-05,0,16,,,,0.0000843,4,14
8.37E-05,14,15,,,,0.000142,3,14
8.38E-05,3,15,,,,0.0000839,3,14
8.39E-05,6,14,,,,0.0000845,3,14
9.12E-05,12,13,,,,0.0000846,10,14
8.36E-05,0,20,,,,0.0000837,0,14
8.38E-05,16,18,,,,0.0000845,12,14
8.36E-05,6,21,,,,0.0002336,7,14
8.40E-05,4,19,,,,0.0000893,3,14
8.43E-05,2,19,,,,0.0000841,11,14
8.38E-05,13,17,,,,0.0000837,5,14
8.41E-05,12,17,,,,0.0000836,5,14
8.47E-05,15,16,,,,0.0000839,11,14
8.44E-05,12,19,,,,0.0000841,6,14
8.36E-05,4,19,,,,0.0000866,6,14
8.45E-05,13,21,,,,0.0000843,10,14
8.37E-05,11,25,,,,0.0000839,4,14
8.38E-05,1,26,,,,0.0000838,10,14
8.38E-05,21,26,,,,0.000084,2,14
8.39E-05,10,26,,,,0.0000838,12,14
8.33E-05,18,24,,,,0.0000838,3,14
8.66E-05,10,24,,,,0.0000844,1,14
8.51E-05,12,25,,,,0.0000845,9,14
8.32E-05,21,24,,,,0.0001271,10,14
8.48E-05,34,42,,,,0.0000843,10,14
8.79E-05,9,39,,,,0.0000858,12,14
8.41E-05,32,42,,,,0.0000839,6,14
8.32E-05,26,41,,,,0.0001227,7,14
8.43E-05,15,37,,,,0.0000844,11,14
8.50E-05,23,35,,,,0.0000851,0,14
8.37E-05,18,34,,,,0.0002044,11,14
0.0001164,18,37,,,,0.0000839,0,14
0.0001236,24,38,,,,0.000084,9,14
0.00012,0,36,,,,0.0001328,10,14
8.46E-05,15,38,,,,0.000085,9,14
8.96E-05,32,38,,,,0.0000857,5,14
8.36E-05,6,40,,,,0.0000843,11,14
8.93E-05,11,38,,,,0.0000836,0,14
8.36E-05,1,41,,,,0.000084,0,14
8.33E-05,21,39,,,,0.0000871,9,14
8.31E-05,1,38,,,,0.0000886,4,14
8.41E-05,12,39,,,,0.000084,9,14
8.36E-05,5,40,,,,0.0000896,2,14
8.39E-05,38,42,,,,0.000084,9,14
0.0002177,41,44,,,,0.0001005,0,14
8.38E-05,41,43,,,,0.0000849,12,14
8.42E-05,30,41,,,,0.0000839,13,14
8.35E-05,17,43,,,,0.0000917,13,14
8.36E-05,18,42,,,,0.0001468,1,14
8.30E-05,35,41,,,,0.0000832,12,14
8.37E-05,14,38,,,,0.0000852,11,14
8.35E-05,26,33,,,,0.0000865,11,14
8.36E-05,10,31,,,,0.0000844,1,14
8.36E-05,3,32,,,,0.0000836,6,14
8.31E-05,8,30,,,,0.0000835,3,14
9.17E-05,17,31,,,,0.0000841,7,14
8.66E-05,0,30,,,,0.0000841,6,14
0.0001143,3,33,,,,0.0000836,12,14
8.45E-05,18,31,,,,0.000084,10,14
8.41E-05,4,30,,,,0.0000852,13,14
8.40E-05,21,29,,,,0.0001226,11,14
9.14E-05,7,28,,,,0.0001613,3,14
8.50E-05,0,27,,,,0.0000866,12,14
0.0001885,13,29,,,,0.0000843,11,14
0.0001621,11,28,,,,0.000084,3,14
0.0001923,15,25,,,,0.0000853,4,14
9.63E-05,17,23,,,,0.0000837,12,14
0.0002401,3,22,,,,0.0000835,5,14
8.66E-05,4,23,,,,0.0000837,11,14
8.95E-05,6,22,,,,0.0000857,9,14
8.38E-05,0,20,,,,0.000084,11,14
8.38E-05,9,19,,,,0.0000836,1,14
8.45E-05,8,18,,,,0.0000839,12,14
9.07E-05,15,17,,,,0.0001427,6,14
0.0001042,13,15,,,,0.0000844,10,14
8.45E-05,16,21,,,,0.0000848,1,14
8.46E-05,8,19,,,,0.0000841,5,14
8.47E-05,7,21,,,,0.0000859,3,14
8.43E-05,12,19,,,,0.000084,6,14
0.000112,12,16,,,,0.0000845,7,14
0.0001197,13,15,,,,0.0000953,3,14
0.0001227,7,14,,,,0.0000937,4,14
0.0001167,9,13,,,,0.0000871,5,14
8.49E-05,7,10,,,,0.0000837,1,14
8.44E-05,2,11,,,,0.000083,0,14
8.41E-05,8,10,,,,0.000084,5,14
8.38E-05,6,11,,,,0.0000837,7,14
8.40E-05,5,11,,,,0.0000844,7,14
8.73E-05,4,13,,,,0.0000836,3,14
8.95E-05,8,11,,,,0.0001224,8,14
8.46E-05,5,9,,,,0.0002488,6,14
0.0001147,4,9,,,,0.0001701,8,15
0.0001474,4,9,,,,0.0001791,1,15
8.44E-05,4,8,,,,0.0004648,3,15
8.42E-05,1,6,,,,0.0008704,13,15
8.47E-05,1,7,,,,0.0001797,7,15
8.47E-05,1,6,,,,0.0001229,8,15
0.0001121,1,5,,,,0.0001105,1,15
8.61E-05,1,4,,,,0.0001181,13,15
8.50E-05,1,3,,,,0.0001723,13,15
8.53E-05,0,2,,,,0.0000922,0,15
2.63E-05,0,0,,,,0.0001701,8,15
2.70E-05,0,0,,,,0.000141,14,15
2.50E-05,0,0,,,,0.0001167,10,15
2.91E-05,0,0,,,,0.0001183,11,15
2.58E-05,0,0,,,,0.0001254,5,15
5.06E-05,0,0,,,,0.0000848,7,15
0.0001527,3,4,,,,0.0000886,2,15
8.93E-05,1,3,,,,0.0000852,3,15
8.50E-05,0,2,,,,0.0000838,11,15
8.45E-05,0,1,,,,0.0000837,8,15
2.65E-05,0,0,,,,0.0000843,7,15
8.32E-05,0,1,,,,0.0000835,4,15
8.36E-05,4,6,,,,0.0000854,6,15
8.28E-05,2,5,,,,0.0000881,8,15
8.86E-05,4,6,,,,0.0000897,10,15
8.31E-05,6,7,,,,0.0000857,3,15
8.35E-05,1,6,,,,0.0000852,0,15
8.43E-05,1,6,,,,0.0000844,14,15
8.54E-05,0,5,,,,0.0000839,6,15
9.23E-05,5,6,,,,0.0000839,5,15
8.42E-05,0,5,,,,0.0000843,1,15
8.38E-05,3,4,,,,0.0000862,12,15
9.10E-05,0,1,,,,0.0000852,10,15
2.49E-05,0,0,,,,0.0000853,8,15
2.46E-05,0,0,,,,0.0000847,0,15
2.48E-05,0,0,,,,0.0000925,11,15
8.60E-05,0,1,,,,0.0000836,12,15
8.36E-05,4,5,,,,0.0000909,12,15
8.42E-05,6,7,,,,0.0000842,3,15
8.29E-05,1,8,,,,0.0001191,14,15
8.30E-05,3,8,,,,0.000084,4,15
8.31E-05,0,8,,,,0.0000842,0,15
8.36E-05,0,6,,,,0.0000842,6,15
8.50E-05,3,6,,,,0.000085,12,15
0.000108,2,5,,,,0.0000859,12,15
8.52E-05,0,1,,,,0.0000837,6,15
2.59E-05,0,0,,,,0.000084,3,15
2.49E-05,0,0,,,,0.0000842,14,15
9.07E-05,0,4,,,,0.0002172,8,15
8.42E-05,0,3,,,,0.0000833,2,15
8.41E-05,5,6,,,,0.0000837,14,15
8.58E-05,0,6,,,,0.0000838,3,15
8.37E-05,1,3,,,,0.0001042,13,15
8.37E-05,0,3,,,,0.0001197,13,15
8.35E-05,0,1,,,,0.000084,8,15
2.97E-05,0,0,,,,0.0000911,5,15
8.47E-05,2,3,,,,0.000085,5,15
0.0001295,0,4,,,,0.0000897,10,15
8.49E-05,1,5,,,,0.0000867,12,15
8.42E-05,0,4,,,,0.000084,4,15
0.0001116,0,2,,,,0.0000852,8,15
8.54E-05,0,2,,,,0.0000839,5,15
0.0002299,1,4,,,,0.0000837,8,15
8.87E-05,1,7,,,,0.000083,13,15
8.46E-05,2,8,,,,0.000084,9,15
8.76E-05,4,9,,,,0.0000838,1,15
0.0001053,2,8,,,,0.0001684,3,15
8.79E-05,5,7,,,,0.000084,1,15
0.0001233,3,6,,,,0.0000844,14,15
0.0001932,2,5,,,,0.0000892,6,15
0.0001159,0,4,,,,0.0000835,2,15
0.000117,0,3,,,,0.0000838,14,15
8.62E-05,0,5,,,,0.0000854,13,15
8.70E-05,1,4,,,,0.0000847,2,15
8.54E-05,2,3,,,,0.0000843,11,15
8.50E-05,0,2,,,,0.0000835,6,15
8.50E-05,1,2,,,,0.0000835,2,15
9.03E-05,2,4,,,,0.0000845,1,15
8.44E-05,0,4,,,,0.000085,2,15
8.47E-05,1,2,,,,0.0001021,12,15
3.87E-05,0,0,,,,0.000087,14,15
0.000112,1,2,,,,0.0000904,13,15
8.98E-05,1,2,,,,0.0000861,7,15
8.70E-05,0,2,,,,0.0000835,12,15
8.47E-05,1,2,,,,0.0000842,1,15
0.0001701,9,10,,,,0.0000831,8,15
0.000111,1,9,,,,0.0000847,13,15
0.0001236,4,8,,,,0.0000837,11,15
0.0001065,1,5,,,,0.000156,9,15
8.53E-05,1,6,,,,0.0000839,0,15
8.49E-05,1,6,,,,0.0000834,4,15
0.0001367,1,4,,,,0.0000838,3,15
8.51E-05,3,4,,,,0.0000935,12,15
8.46E-05,1,3,,,,0.0000851,1,15
8.48E-05,1,2,,,,0.0000886,12,15
8.91E-05,0,1,,,,0.000084,2,15
2.56E-05,0,0,,,,0.0000912,4,15
8.44E-05,0,1,,,,0.0000839,14,15
8.84E-05,0,5,,,,0.0000856,7,15
8.36E-05,0,2,,,,0.000084,7,15
8.38E-05,0,1,,,,0.0000919,5,15
0.0002013,2,3,,,,0.0000848,8,15
9.21E-05,3,8,,,,0.0000835,10,15
8.45E-05,6,7,,,,0.0000846,6,15
8.57E-05,1,6,,,,0.0000843,13,15
8.97E-05,8,11,,,,0.0000835,10,15
8.78E-05,5,6,,,,0.0000841,12,15
9.29E-05,0,5,,,,0.0000837,2,15
9.03E-05,0,3,,,,0.0000851,13,15
0.0001539,3,6,,,,0.0000834,4,15
8.42E-05,0,5,,,,0.0000836,14,15
0.0002017,1,3,,,,0.0000844,5,15
0.0001728,2,4,,,,0.000092,11,15
8.55E-05,0,3,,,,0.0000859,9,15
0.0001306,1,5,,,,0.0000844,3,15
8.39E-05,5,8,,,,0.0000904,3,15
8.46E-05,0,5,,,,0.0000836,7,15
8.66E-05,0,5,,,,0.000087,10,15
9.17E-05,1,4,,,,0.0001106,7,15
0.0001254,0,3,,,,0.0001097,8,15
8.41E-05,2,3,,,,0.0001112,8,15
8.39E-05,1,2,,,,0.0001139,2,16
8.71E-05,1,8,,,,0.000105,10,16
9.22E-05,2,7,,,,0.0001018,15,16
8.44E-05,3,10,,,,0.000092,15,16
8.37E-05,2,5,,,,0.0001147,9,16
8.36E-05,2,7,,,,0.0002293,10,16
8.38E-05,1,6,,,,0.0003206,10,16
8.90E-05,1,9,,,,0.0001221,10,16
8.38E-05,0,9,,,,0.0001293,12,16
8.88E-05,0,4,,,,0.0000845,8,16
8.35E-05,1,2,,,,0.0000861,13,16
8.56E-05,2,5,,,,0.0000916,11,16
9.78E-05,0,4,,,,0.0000845,2,16
8.37E-05,0,1,,,,0.000085,4,16
8.41E-05,5,9,,,,0.0000845,4,16
8.40E-05,8,15,,,,0.0000846,6,16
8.41E-05,6,19,,,,0.0000838,5,16
9.04E-05,0,19,,,,0.0001252,1,16
0.0001237,14,20,,,,0.0000846,9,16
0.0001237,12,19,,,,0.0000845,14,16
8.48E-05,2,18,,,,0.0000845,6,16
0.0001104,2,16,,,,0.0000843,7,16
9.11E-05,5,15,,,,0.0000891,14,16
8.44E-05,11,14,,,,0.0000847,1,16
0.0001204,12,19,,,,0.0000843,14,16
8.98E-05,14,19,,,,0.000095,4,16
8.41E-05,5,19,,,,0.0000945,7,16
9.35E-05,5,19,,,,0.0000834,8,16
9.12E-05,7,16,,,,0.0001154,1,16
8.83E-05,7,16,,,,0.0000947,4,16
8.44E-05,15,21,,,,0.0000939,4,16
8.36E-05,3,19,,,,0.0000937,2,16
8.34E-05,11,17,,,,0.0001443,10,16
8.82E-05,5,17,,,,0.0000844,12,16
8.42E-05,5,23,,,,0.0000841,2,16
8.61E-05,6,23,,,,0.0000913,4,16
8.49E-05,14,22,,,,0.0000835,0,16
8.37E-05,20,21,,,,0.0000847,15,16
8.36E-05,2,20,,,,0.000112,12,16
8.55E-05,16,22,,,,0.0001104,2,16
9.39E-05,12,20,,,,0.0000912,7,16
8.49E-05,6,19,,,,0.0000883,7,16
9.18E-05,14,19,,,,0.0000866,3,16
8.51E-05,14,18,,,,0.0000838,0,16
9.16E-05,6,18,,,,0.0000839,3,16
0.000113,1,18,,,,0.0000841,0,16
8.58E-05,1,20,,,,0.0000846,6,16
9.10E-05,12,21,,,,0.0000868,4,16
0.0001219,5,20,,,,0.0000839,12,16
8.98E-05,12,19,,,,0.0000843,1,16
8.50E-05,0,17,,,,0.0000841,4,16
0.0001209,4,19,,,,0.0001303,6,16
9.43E-05,14,20,,,,0.0000851,12,16
8.65E-05,15,20,,,,0.0000837,1,16
8.53E-05,5,21,,,,0.0000891,8,16
8.75E-05,6,19,,,,0.0000965,14,16
8.57E-05,4,20,,,,0.000083,11,16
9.32E-05,13,18,,,,0.0000897,10,16
8.43E-05,4,17,,,,0.0000856,4,16
8.41E-05,12,19,,,,0.0000842,13,16
0.0001147,9,23,,,,0.0000831,10,16
8.42E-05,23,27,,,,0.0000893,5,16
8.46E-05,17,26,,,,0.0000858,8,16
0.0001344,9,26,,,,0.0000935,7,16
0.0001877,1,25,,,,0.0000847,2,16
8.59E-05,2,23,,,,0.0000904,5,16
0.0001486,20,22,,,,0.0000838,0,16
8.62E-05,13,23,,,,0.0000852,7,16
8.66E-05,3,16,,,,0.0000855,5,16
8.51E-05,0,14,,,,0.0000853,13,16
8.50E-05,5,15,,,,0.0001259,10,16
0.0002044,11,14,,,,0.0000861,7,16
9.59E-05,8,13,,,,0.0000839,6,16
8.39E-05,0,14,,,,0.0000837,6,16
8.39E-05,3,13,,,,0.0000948,11,16
8.38E-05,0,11,,,,0.0000891,2,16
8.41E-05,4,12,,,,0.0000899,1,16
8.83E-05,1,11,,,,0.0000839,4,16
8.46E-05,13,20,,,,0.0000841,8,16
8.50E-05,4,24,,,,0.0000843,1,16
8.39E-05,13,24,,,,0.0000861,1,16
8.43E-05,10,27,,,,0.0000838,8,16
8.42E-05,15,26,,,,0.0000869,11,16
8.91E-05,3,27,,,,0.0000864,14,16
9.12E-05,8,29,,,,0.0000834,12,16
0.0001591,19,30,,,,0.0000833,10,16
8.53E-05,11,35,,,,0.0000891,2,16
8.36E-05,25,34,,,,0.0000914,11,16
8.97E-05,21,34,,,,0.0000831,9,16
9.43E-05,26,36,,,,0.0000855,7,16
8.61E-05,12,36,,,,0.0000997,15,16
8.55E-05,20,38,,,,0.0000837,7,16
8.43E-05,37,39,,,,0.0001717,9,17
8.49E-05,34,38,,,,0.0001209,3,17
8.57E-05,18,35,,,,0.0001706,15,17
0.000111,10,36,,,,0.0001754,12,17
0.0001121,1,36,,,,0.0009503,7,17
0.0001693,3,36,,,,0.0000839,1,17
8.95E-05,3,35,,,,0.0000839,13,17
8.77E-05,3,32,,,,0.0001182,7,17
9.30E-05,17,32,,,,0.0002206,6,17
0.0001755,1,29,,,,0.0001465,7,17
9.03E-05,12,28,,,,0.0000839,9,17
8.53E-05,14,27,,,,0.0000846,9,17
8.69E-05,6,25,,,,0.0000865,10,17
9.07E-05,3,24,,,,0.0000923,1,17
8.70E-05,0,23,,,,0.0000904,3,17
8.57E-05,9,23,,,,0.0001071,9,17
8.50E-05,4,29,,,,0.0001426,3,17
8.52E-05,21,28,,,,0.0000848,5,17
8.50E-05,12,28,,,,0.0000873,16,17
8.47E-05,23,30,,,,0.0000876,2,17
8.38E-05,8,30,,,,0.0000984,1,17
0.0001318,2,33,,,,0.0001266,16,17
0.0001153,27,32,,,,0.0001174,12,17
8.58E-05,3,29,,,,0.000219,4,17
8.33E-05,2,35,,,,0.0000847,5,17
8.98E-05,1,37,,,,0.0000833,12,17
8.38E-05,18,36,,,,0.0000837,13,17
8.44E-05,3,35,,,,0.0000837,2,17
9.36E-05,25,35,,,,0.0000874,0,17
8.39E-05,15,36,,,,0.0000837,0,17
8.37E-05,0,38,,,,0.000088,2,17
0.0001089,25,39,,,,0.0000846,7,17
8.45E-05,15,39,,,,0.0000832,8,17
9.00E-05,29,37,,,,0.0000854,16,17
8.44E-05,16,35,,,,0.0001014,8,17
0.0001299,15,33,,,,0.0000849,3,17
0.0007745,7,29,,,,0.0000837,14,17
0.000116,10,26,,,,0.0000838,13,17
0.0001157,2,24,,,,0.0000841,12,17
0.0001263,5,26,,,,0.0000907,15,17
8.44E-05,16,23,,,,0.0000834,11,17
8.37E-05,8,22,,,,0.0000882,5,17
