cas operacie,index prvku,dlzka zoznamu,,,,,,
2.45E-05,1,1,,,,0.0000245,13,13
3.34E-05,5,5,,,,0.0000247,13,13
3.16E-05,4,4,,,,0.0000247,13,13
2.60E-05,5,5,,,,0.0000366,13,13
2.64E-05,7,7,,,,0.0000246,13,13
2.58E-05,7,7,,,,0.0000258,13,13
2.48E-05,7,7,,,,0.0000248,13,13
2.47E-05,7,7,,,,0.0000266,13,13
2.46E-05,8,8,,,,0.0002282,13,13
3.17E-05,7,7,,,,0.0000255,13,13
2.46E-05,8,8,,,,0.0000246,13,13
3.55E-05,8,8,,,,0.0000251,13,13
5.32E-05,8,8,,,,0.0000395,13,13
2.56E-05,7,7,,,,0.0000247,13,13
3.56E-05,6,6,,,,0.0000248,13,13
3.78E-05,5,5,,,,0.0000256,13,13
2.58E-05,6,6,,,,0.0000321,13,13
2.57E-05,12,12,,,,0.0000255,13,13
2.58E-05,12,12,,,,0.0000262,13,13
2.57E-05,14,14,,,,0.0000384,13,13
4.31E-05,13,13,,,,0.0000273,13,13
2.57E-05,12,12,,,,0.0000248,13,13
3.17E-05,12,12,,,,0.0000246,13,13
2.62E-05,11,11,,,,0.0000252,13,13
3.09E-05,15,15,,,,0.0000249,13,13
2.71E-05,15,15,,,,0.0000264,13,13
2.59E-05,15,15,,,,0.000025,13,13
2.55E-05,16,16,,,,0.0000247,13,13
4.59E-05,15,15,,,,0.0000247,13,13
2.93E-05,16,16,,,,0.0000258,13,13
2.76E-05,17,17,,,,0.0000255,13,13
3.27E-05,17,17,,,,0.000027,13,13
2.82E-05,18,18,,,,0.0000248,13,13
3.45E-05,20,20,,,,0.0000322,13,13
3.66E-05,18,18,,,,0.0000247,13,13
4.27E-05,17,17,,,,0.0000423,14,14
2.62E-05,16,16,,,,0.000029,14,14
2.59E-05,15,15,,,,0.0000423,14,14
4.60E-05,15,15,,,,0.0000392,14,14
2.61E-05,11,11,,,,0.0000383,14,14
4.13E-05,9,9,,,,0.0000431,14,14
3.04E-05,6,6,,,,0.0000288,14,14
2.65E-05,4,4,,,,0.0000289,14,14
3.14E-05,3,3,,,,0.0000402,14,14
2.48E-05,7,7,,,,0.0000388,14,14
2.46E-05,6,6,,,,0.0000255,14,14
2.45E-05,10,10,,,,0.0000247,14,14
2.47E-05,10,10,,,,0.0000499,14,14
2.46E-05,12,12,,,,0.0000391,14,14
2.50E-05,15,15,,,,0.0000291,14,14
2.48E-05,15,15,,,,0.000026,14,14
2.61E-05,11,11,,,,0.0000257,14,14
2.50E-05,11,11,,,,0.0000256,14,14
2.48E-05,4,4,,,,0.0000256,14,14
3.29E-05,6,6,,,,0.0000259,14,14
2.87E-05,5,5,,,,0.0000336,14,14
2.46E-05,3,3,,,,0.0000262,14,14
2.44E-05,8,8,,,,0.0000311,14,14
2.46E-05,10,10,,,,0.0000258,14,14
4.48E-05,9,9,,,,0.0000262,14,14
2.61E-05,9,9,,,,0.0000256,14,14
2.59E-05,9,9,,,,0.0000378,14,14
3.47E-05,6,6,,,,0.0000256,14,14
3.30E-05,6,6,,,,0.0000255,14,14
2.83E-05,6,6,,,,0.0000248,14,14
2.60E-05,5,5,,,,0.0000247,14,14
2.58E-05,4,4,,,,0.000032,14,14
2.62E-05,6,6,,,,0.0000262,14,14
2.86E-05,3,3,,,,0.0000304,14,14
2.57E-05,2,2,,,,0.000025,14,14
3.58E-05,3,3,,,,0.0000254,14,14
2.60E-05,1,1,,,,0.0000255,14,14
2.59E-05,0,0,,,,0.0000248,14,14
2.57E-05,4,4,,,,0.000025,14,14
2.59E-05,1,1,,,,0.0000248,14,14
2.50E-05,0,0,,,,0.0000248,14,14
2.91E-05,2,2,,,,0.0000257,14,14
2.46E-05,4,4,,,,0.0000248,14,14
2.46E-05,1,1,,,,0.0000247,14,14
2.58E-05,3,3,,,,0.0000367,14,14
4.45E-05,2,2,,,,0.0000254,14,14
4.08E-05,1,1,,,,0.0000403,14,14
2.67E-05,0,0,,,,0.000028,14,14
4.68E-05,3,3,,,,0.0000251,14,14
2.95E-05,4,4,,,,0.0000269,14,14
2.51E-05,3,3,,,,0.0000249,14,14
2.58E-05,4,4,,,,0.0000406,14,14
2.46E-05,4,4,,,,0.0000246,14,14
2.72E-05,3,3,,,,0.000025,14,14
2.46E-05,2,2,,,,0.0000246,14,14
2.46E-05,2,2,,,,0.0000254,14,14
2.45E-05,1,1,,,,0.0000255,14,14
2.49E-05,0,0,,,,0.0000296,14,14
2.52E-05,3,3,,,,0.0000245,14,14
3.77E-05,5,5,,,,0.000025,14,14
5.01E-05,7,7,,,,0.0000247,14,14
2.49E-05,5,5,,,,0.0000255,14,14
2.52E-05,5,5,,,,0.0000445,14,14
2.47E-05,4,4,,,,0.0000252,14,14
2.50E-05,4,4,,,,0.0000249,14,14
4.31E-05,3,3,,,,0.0000248,14,14
3.21E-05,2,2,,,,0.0000274,14,14
3.16E-05,1,1,,,,0.0000247,14,14
3.02E-05,0,0,,,,0.0000307,14,14
2.60E-05,1,1,,,,0.000025,14,14
2.58E-05,1,1,,,,0.0000248,14,14
4.84E-05,1,1,,,,0.0000245,14,14
2.60E-05,2,2,,,,0.0000245,14,14
2.60E-05,2,2,,,,0.0000247,14,14
2.54E-05,2,2,,,,0.0000244,14,14
2.56E-05,3,3,,,,0.0000248,14,14
2.56E-05,2,2,,,,0.0000263,14,14
2.49E-05,1,1,,,,0.0000248,14,14
3.64E-05,3,3,,,,0.0000267,14,14
2.50E-05,4,4,,,,0.0000259,14,14
2.47E-05,3,3,,,,0.0000276,14,14
2.48E-05,3,3,,,,0.0000265,14,14
2.46E-05,6,6,,,,0.0000258,14,14
2.61E-05,4,4,,,,0.000026,14,14
2.47E-05,12,12,,,,0.0000263,14,14
2.44E-05,13,13,,,,0.0000262,14,14
2.45E-05,12,12,,,,0.0000247,14,14
2.94E-05,13,13,,,,0.0000256,14,14
2.47E-05,13,13,,,,0.0000256,14,14
2.78E-05,13,13,,,,0.0000248,14,14
2.47E-05,12,12,,,,0.0000248,14,14
2.48E-05,14,14,,,,0.0000247,14,14
2.48E-05,13,13,,,,0.0000248,14,14
3.29E-05,12,12,,,,0.0000246,14,14
5.13E-05,11,11,,,,0.0000255,14,14
2.62E-05,13,13,,,,0.000025,14,14
2.59E-05,18,18,,,,0.0000256,14,14
7.57E-05,19,19,,,,0.0000247,14,14
2.46E-05,18,18,,,,0.000027,14,14
2.44E-05,18,18,,,,0.0000245,14,14
2.55E-05,16,16,,,,0.0000249,14,14
2.60E-05,20,20,,,,0.0000249,14,14
2.48E-05,18,18,,,,0.0000261,14,14
2.57E-05,18,18,,,,0.0000286,15,15
2.54E-05,21,21,,,,0.0000342,15,15
2.48E-05,20,20,,,,0.0000397,15,15
2.46E-05,17,17,,,,0.0000298,15,15
2.45E-05,16,16,,,,0.0000772,15,15
2.48E-05,16,16,,,,0.0000394,15,15
2.47E-05,14,14,,,,0.0000287,15,15
2.49E-05,20,20,,,,0.0000288,15,15
2.45E-05,21,21,,,,0.0000717,15,15
2.47E-05,22,22,,,,0.000038,15,15
2.48E-05,21,21,,,,0.000039,15,15
2.45E-05,20,20,,,,0.0001899,15,15
2.47E-05,19,19,,,,0.0000432,15,15
3.05E-05,19,19,,,,0.0000262,15,15
2.48E-05,18,18,,,,0.0000258,15,15
2.49E-05,18,18,,,,0.0000249,15,15
2.48E-05,16,16,,,,0.0000371,15,15
2.47E-05,15,15,,,,0.0000301,15,15
2.47E-05,19,19,,,,0.0000357,15,15
2.46E-05,26,26,,,,0.0000267,15,15
2.51E-05,26,26,,,,0.0000258,15,15
2.45E-05,25,25,,,,0.0000323,15,15
3.86E-05,24,24,,,,0.0000256,15,15
3.71E-05,23,23,,,,0.0000246,15,15
2.52E-05,24,24,,,,0.0000248,15,15
2.45E-05,26,26,,,,0.0000457,15,15
2.52E-05,28,28,,,,0.0000246,15,15
2.59E-05,36,36,,,,0.0000246,15,15
2.50E-05,34,34,,,,0.0000363,15,15
2.54E-05,35,35,,,,0.0000274,15,15
3.18E-05,36,36,,,,0.0000258,15,15
3.15E-05,38,38,,,,0.0000258,15,15
2.71E-05,38,38,,,,0.0000325,15,15
2.59E-05,43,43,,,,0.0000243,15,15
2.59E-05,41,41,,,,0.000031,15,15
2.48E-05,36,36,,,,0.0000247,15,15
2.46E-05,35,35,,,,0.0000251,15,15
2.46E-05,35,35,,,,0.0000256,15,15
2.54E-05,38,38,,,,0.0000321,15,15
0.0001385,39,39,,,,0.0000258,15,15
2.63E-05,37,37,,,,0.0000261,15,15
2.46E-05,36,36,,,,0.0000246,15,15
2.73E-05,39,39,,,,0.0000248,15,15
2.43E-05,39,39,,,,0.0000246,15,15
2.54E-05,40,40,,,,0.000025,15,15
2.46E-05,42,42,,,,0.0000245,15,15
2.49E-05,41,41,,,,0.0000309,15,15
2.47E-05,44,44,,,,0.0000271,15,15
2.45E-05,43,43,,,,0.0000259,15,15
3.64E-05,42,42,,,,0.0000459,15,15
2.45E-05,43,43,,,,0.0000259,15,15
2.78E-05,42,42,,,,0.000046,15,15
4.08E-05,40,40,,,,0.000025,15,15
2.52E-05,39,39,,,,0.0000248,15,15
2.47E-05,36,36,,,,0.0000247,15,15
2.46E-05,34,34,,,,0.0000341,15,15
2.47E-05,32,32,,,,0.0000256,15,15
2.46E-05,30,30,,,,0.000036,15,15
2.64E-05,32,32,,,,0.000026,15,15
3.25E-05,31,31,,,,0.0000268,15,15
2.45E-05,30,30,,,,0.0000248,15,15
2.48E-05,30,30,,,,0.000025,15,15
2.47E-05,31,31,,,,0.0000264,15,15
2.49E-05,31,31,,,,0.0000249,15,15
2.49E-05,31,31,,,,0.000027,15,15
2.60E-05,32,32,,,,0.0000246,15,15
2.99E-05,29,29,,,,0.0000247,15,15
0.0001919,30,30,,,,0.0000347,15,15
4.41E-05,26,26,,,,0.0000259,15,15
2.78E-05,25,25,,,,0.000025,15,15
2.95E-05,24,24,,,,0.0000247,15,15
2.50E-05,21,21,,,,0.0000247,15,15
2.51E-05,19,19,,,,0.0000259,15,15
2.65E-05,17,17,,,,0.0000245,15,15
2.53E-05,17,17,,,,0.0000248,15,15
2.45E-05,19,19,,,,0.0000344,15,15
4.38E-05,20,20,,,,0.0000248,15,15
2.50E-05,20,20,,,,0.0000242,15,15
2.76E-05,19,19,,,,0.0000257,15,15
2.59E-05,18,18,,,,0.0000247,15,15
2.45E-05,19,19,,,,0.0000259,15,15
3.74E-05,19,19,,,,0.0000248,15,15
2.47E-05,19,19,,,,0.0000296,15,15
2.73E-05,18,18,,,,0.0000249,15,15
2.67E-05,17,17,,,,0.0000251,15,15
3.37E-05,12,12,,,,0.0000249,15,15
2.63E-05,12,12,,,,0.000025,15,15
4.32E-05,13,13,,,,0.0000246,15,15
3.41E-05,15,15,,,,0.0000249,15,15
3.67E-05,14,14,,,,0.0000259,15,15
2.56E-05,12,12,,,,0.0000247,15,15
2.65E-05,11,11,,,,0.0000252,15,15
2.54E-05,14,14,,,,0.0000246,15,15
2.56E-05,15,15,,,,0.0000247,15,15
2.59E-05,12,12,,,,0.0000248,15,15
2.57E-05,11,11,,,,0.0000258,15,15
3.98E-05,12,12,,,,0.0000246,15,15
2.77E-05,11,11,,,,0.0000296,15,15
2.59E-05,10,10,,,,0.0000252,15,15
2.59E-05,8,8,,,,0.0000246,15,15
2.57E-05,8,8,,,,0.0000255,15,15
2.62E-05,10,10,,,,0.0000248,15,15
2.59E-05,6,6,,,,0.0000323,15,15
2.57E-05,5,5,,,,0.0000258,15,15
2.62E-05,4,4,,,,0.0000263,15,15
2.82E-05,2,2,,,,0.0000279,15,15
2.62E-05,3,3,,,,0.0000272,15,15
2.51E-05,0,0,,,,0.0000247,15,15
2.46E-05,0,0,,,,0.0000498,15,15
2.51E-05,0,0,,,,0.0000246,15,15
2.51E-05,0,0,,,,0.0000248,15,15
2.64E-05,1,1,,,,0.0000245,15,15
2.51E-05,0,0,,,,0.0000249,15,15
2.82E-05,3,3,,,,0.0000351,15,15
2.56E-05,4,4,,,,0.0000262,15,15
2.46E-05,0,0,,,,0.0000361,15,15
3.33E-05,0,0,,,,0.000027,15,15
2.51E-05,1,1,,,,0.0000261,15,15
2.57E-05,0,0,,,,0.0000299,15,15
2.54E-05,5,5,,,,0.0000253,15,15
2.50E-05,7,7,,,,0.0000252,15,15
2.47E-05,4,4,,,,0.0000303,15,15
2.66E-05,5,5,,,,0.0000248,15,15
2.49E-05,6,6,,,,0.0000248,15,15
2.52E-05,5,5,,,,0.0000261,15,15
2.45E-05,4,4,,,,0.0000287,16,16
2.47E-05,3,3,,,,0.0000375,16,16
3.38E-05,4,4,,,,0.0000317,16,16
2.46E-05,3,3,,,,0.0000416,16,16
2.47E-05,2,2,,,,0.0000397,16,16
2.49E-05,3,3,,,,0.0000396,16,16
2.45E-05,2,2,,,,0.0000364,16,16
2.80E-05,0,0,,,,0.0000276,16,16
2.47E-05,5,5,,,,0.0000259,16,16
2.50E-05,4,4,,,,0.0000261,16,16
2.48E-05,2,2,,,,0.0000255,16,16
2.86E-05,3,3,,,,0.0000448,16,16
2.56E-05,5,5,,,,0.0000247,16,16
2.50E-05,4,4,,,,0.0000261,16,16
2.50E-05,8,8,,,,0.0000257,16,16
2.46E-05,7,7,,,,0.0000258,16,16
2.44E-05,8,8,,,,0.0000265,16,16
2.44E-05,7,7,,,,0.0000368,16,16
2.48E-05,7,7,,,,0.0000445,16,16
3.21E-05,8,8,,,,0.0000384,16,16
2.58E-05,4,4,,,,0.0000346,16,16
2.97E-05,1,1,,,,0.0000329,16,16
3.33E-05,2,2,,,,0.0000261,16,16
2.46E-05,2,2,,,,0.000026,16,16
2.49E-05,5,5,,,,0.0000258,16,16
2.48E-05,4,4,,,,0.0000259,16,16
2.46E-05,2,2,,,,0.0000384,16,16
2.60E-05,4,4,,,,0.0000251,16,16
2.67E-05,6,6,,,,0.0000248,16,16
2.59E-05,4,4,,,,0.0000247,16,16
2.59E-05,6,6,,,,0.0000249,16,16
2.61E-05,5,5,,,,0.0000253,16,16
2.58E-05,3,3,,,,0.000026,16,16
4.62E-05,4,4,,,,0.0000287,16,16
2.59E-05,8,8,,,,0.000026,16,16
3.23E-05,9,9,,,,0.0000257,16,16
2.56E-05,1,1,,,,0.0000257,16,16
2.58E-05,0,0,,,,0.0000259,16,16
2.58E-05,3,3,,,,0.0000248,16,16
3.87E-05,9,9,,,,0.0000246,16,16
3.90E-05,6,6,,,,0.0000255,16,16
2.63E-05,4,4,,,,0.000025,16,16
2.65E-05,7,7,,,,0.0000246,16,16
3.75E-05,5,5,,,,0.0000245,16,16
2.57E-05,2,2,,,,0.0000255,16,16
2.60E-05,2,2,,,,0.0000293,16,16
2.60E-05,1,1,,,,0.0000262,16,16
2.49E-05,0,0,,,,0.0000255,16,16
2.87E-05,2,2,,,,0.0000245,16,16
3.30E-05,2,2,,,,0.0000248,16,16
2.47E-05,5,5,,,,0.0000248,16,16
2.49E-05,5,5,,,,0.0000246,16,16
2.48E-05,4,4,,,,0.0000261,16,16
2.48E-05,3,3,,,,0.0000254,16,16
2.44E-05,8,8,,,,0.0000257,16,16
2.48E-05,8,8,,,,0.0000283,16,16
2.48E-05,6,6,,,,0.0000303,16,16
2.52E-05,5,5,,,,0.0000289,16,16
2.48E-05,9,9,,,,0.0000295,16,16
2.46E-05,8,8,,,,0.0000407,16,16
2.45E-05,7,7,,,,0.0000284,16,16
3.44E-05,7,7,,,,0.0000248,16,16
2.55E-05,4,4,,,,0.0000247,16,16
7.53E-05,7,7,,,,0.0000249,16,16
2.65E-05,5,5,,,,0.0000249,16,16
2.64E-05,5,5,,,,0.0000272,16,16
2.47E-05,4,4,,,,0.0000259,16,16
2.69E-05,7,7,,,,0.0000302,16,16
2.51E-05,6,6,,,,0.0000292,16,16
2.50E-05,7,7,,,,0.0000616,16,16
2.63E-05,9,9,,,,0.0000247,16,16
2.49E-05,9,9,,,,0.0000247,16,16
2.48E-05,8,8,,,,0.0000252,16,16
2.46E-05,8,8,,,,0.0000392,16,16
2.47E-05,7,7,,,,0.0000245,16,16
2.46E-05,4,4,,,,0.0000243,16,16
2.46E-05,8,8,,,,0.0000246,16,16
2.46E-05,9,9,,,,0.0000249,16,16
2.45E-05,8,8,,,,0.0000251,16,16
2.46E-05,8,8,,,,0.0001818,16,16
2.46E-05,7,7,,,,0.0000368,16,16
2.46E-05,6,6,,,,0.0000247,16,16
2.46E-05,5,5,,,,0.0000251,16,16
2.52E-05,3,3,,,,0.0000322,16,16
2.45E-05,4,4,,,,0.0000253,16,16
2.48E-05,3,3,,,,0.0000312,16,16
2.49E-05,5,5,,,,0.000026,16,16
2.52E-05,3,3,,,,0.0000329,16,16
3.00E-05,0,0,,,,0.0000246,16,16
3.39E-05,2,2,,,,0.0000248,16,16
2.48E-05,8,8,,,,0.0000368,16,16
2.49E-05,19,19,,,,0.0000307,16,16
8.29E-05,18,18,,,,0.0000448,16,16
3.84E-05,18,18,,,,0.0000249,16,16
7.57E-05,17,17,,,,0.0000261,16,16
3.60E-05,15,15,,,,0.0000258,16,16
4.03E-05,14,14,,,,0.0000264,16,16
2.80E-05,14,14,,,,0.0000244,16,16
3.31E-05,17,17,,,,0.0000247,16,16
3.68E-05,19,19,,,,0.0000251,16,16
3.41E-05,19,19,,,,0.0000256,16,16
3.69E-05,19,19,,,,0.0000251,16,16
2.95E-05,20,20,,,,0.0000244,16,16
2.60E-05,19,19,,,,0.0000261,16,16
2.58E-05,20,20,,,,0.0000374,16,16
2.74E-05,17,17,,,,0.0000311,16,16
2.52E-05,17,17,,,,0.000037,16,16
2.46E-05,16,16,,,,0.000025,16,16
2.50E-05,18,18,,,,0.0000336,16,16
2.47E-05,17,17,,,,0.000025,16,16
2.61E-05,16,16,,,,0.0000254,16,16
2.83E-05,23,23,,,,0.0000245,16,16
2.52E-05,22,22,,,,0.0000248,16,16
2.47E-05,22,22,,,,0.0000247,16,16
3.18E-05,20,20,,,,0.000031,16,16
2.48E-05,20,20,,,,0.0000318,16,16
2.47E-05,21,21,,,,0.0000248,16,16
2.46E-05,22,22,,,,0.0000299,16,16
3.40E-05,21,21,,,,0.0000252,16,16
2.59E-05,20,20,,,,0.0000246,16,16
2.58E-05,21,21,,,,0.000025,16,16
3.74E-05,20,20,,,,0.0000247,16,16
2.59E-05,19,19,,,,0.0000335,16,16
2.58E-05,18,18,,,,0.0000324,16,16
2.59E-05,19,19,,,,0.0000283,17,17
2.61E-05,19,19,,,,0.0000553,17,17
2.61E-05,22,22,,,,0.0000282,17,17
2.64E-05,20,20,,,,0.0000292,17,17
2.61E-05,19,19,,,,0.0000384,17,17
4.00E-05,20,20,,,,0.0000275,17,17
2.54E-05,16,16,,,,0.0000358,17,17
2.57E-05,16,16,,,,0.0000413,17,17
3.31E-05,19,19,,,,0.0000424,17,17
2.86E-05,24,24,,,,0.0001298,17,17
4.96E-05,25,25,,,,0.0000265,17,17
2.63E-05,28,28,,,,0.0000257,17,17
4.01E-05,24,24,,,,0.0000258,17,17
3.93E-05,22,22,,,,0.0000493,17,17
2.67E-05,24,24,,,,0.0000261,17,17
2.61E-05,22,22,,,,0.0000318,17,17
2.57E-05,20,20,,,,0.0000258,17,17
2.57E-05,19,19,,,,0.0000282,17,17
3.14E-05,17,17,,,,0.0000245,17,17
2.60E-05,15,15,,,,0.0000284,17,17
2.83E-05,16,16,,,,0.0000256,17,17
2.68E-05,15,15,,,,0.0000335,17,17
3.40E-05,13,13,,,,0.000026,17,17
2.84E-05,13,13,,,,0.0000356,17,17
2.69E-05,13,13,,,,0.0000255,17,17
2.47E-05,12,12,,,,0.000026,17,17
2.49E-05,19,19,,,,0.0000256,17,17
2.47E-05,18,18,,,,0.0000256,17,17
2.46E-05,19,19,,,,0.0000258,17,17
2.48E-05,19,19,,,,0.0000408,17,17
2.47E-05,23,23,,,,0.0000307,17,17
2.46E-05,23,23,,,,0.0000329,17,17
2.48E-05,23,23,,,,0.0000257,17,17
2.48E-05,26,26,,,,0.0000346,17,17
2.68E-05,27,27,,,,0.0000245,17,17
2.48E-05,26,26,,,,0.0000243,17,17
2.48E-05,31,31,,,,0.0000246,17,17
2.47E-05,34,34,,,,0.000025,17,17
2.47E-05,34,34,,,,0.0000245,17,17
2.50E-05,37,37,,,,0.0000257,17,17
2.46E-05,39,39,,,,0.0000248,17,17
2.64E-05,41,41,,,,0.0000309,17,17
2.60E-05,40,40,,,,0.0000276,17,17
2.63E-05,39,39,,,,0.0000327,17,17
2.65E-05,37,37,,,,0.0000427,17,17
2.57E-05,38,38,,,,0.0000246,17,17
2.49E-05,39,39,,,,0.0000265,17,17
2.48E-05,37,37,,,,0.0000253,17,17
2.46E-05,36,36,,,,0.0000267,17,17
2.48E-05,33,33,,,,0.0000757,17,17
2.49E-05,36,36,,,,0.0000331,17,17
2.64E-05,35,35,,,,0.0000274,17,17
2.51E-05,34,34,,,,0.0000252,17,17
5.06E-05,34,34,,,,0.0000247,17,17
2.62E-05,33,33,,,,0.0000314,17,17
4.33E-05,31,31,,,,0.0000384,17,17
3.40E-05,28,28,,,,0.0000245,17,17
2.61E-05,23,23,,,,0.0000245,17,17
3.39E-05,22,22,,,,0.0000247,17,17
2.59E-05,27,27,,,,0.0000245,17,17
2.47E-05,31,31,,,,0.0000248,17,17
2.58E-05,33,33,,,,0.0000247,17,17
2.59E-05,33,33,,,,0.0000256,17,17
2.57E-05,32,32,,,,0.0000249,17,17
2.59E-05,32,32,,,,0.0000248,17,17
3.78E-05,33,33,,,,0.0000258,17,17
3.54E-05,32,32,,,,0.0000261,17,17
3.22E-05,31,31,,,,0.0000298,17,17
4.51E-05,32,32,,,,0.0000308,17,17
8.94E-05,33,33,,,,0.000031,17,17
3.94E-05,36,36,,,,0.0000245,17,17
2.56E-05,35,35,,,,0.0000261,17,17
2.47E-05,39,39,,,,0.0000248,17,17
3.15E-05,39,39,,,,0.000026,17,17
2.64E-05,38,38,,,,0.0000255,17,17
3.11E-05,38,38,,,,0.0000248,17,17
2.61E-05,36,36,,,,0.0000258,17,17
2.82E-05,35,35,,,,0.0000258,17,17
3.89E-05,36,36,,,,0.0000256,17,17
3.91E-05,35,35,,,,0.0000314,17,17
2.57E-05,31,31,,,,0.0000422,17,17
4.25E-05,30,30,,,,0.0000248,17,17
0.0001007,30,30,,,,0.0000249,17,17
3.73E-05,28,28,,,,0.0000264,17,17
3.76E-05,27,27,,,,0.0000245,17,17
3.38E-05,26,26,,,,0.0000247,17,17
5.58E-05,25,25,,,,0.0000247,17,17
2.59E-05,26,26,,,,0.0000257,17,17
3.59E-05,26,26,,,,0.0000248,17,17
3.23E-05,24,24,,,,0.0000302,17,17
2.62E-05,23,23,,,,0.000026,17,17
3.93E-05,22,22,,,,0.0000253,17,17
4.00E-05,20,20,,,,0.0000247,17,17
2.60E-05,22,22,,,,0.0000245,17,17
2.58E-05,21,21,,,,0.000025,17,17
3.88E-05,25,25,,,,0.0000245,17,17
3.69E-05,24,24,,,,0.0000246,17,17
2.57E-05,23,23,,,,0.0000246,17,17
2.60E-05,24,24,,,,0.0000247,17,17
2.60E-05,26,26,,,,0.0000246,17,17
2.50E-05,23,23,,,,0.0000263,17,17
2.46E-05,20,20,,,,0.0000419,18,18
2.50E-05,19,19,,,,0.0000281,18,18
2.48E-05,15,15,,,,0.0000313,18,18
2.62E-05,13,13,,,,0.0000336,18,18
2.55E-05,10,10,,,,0.0000354,18,18
2.56E-05,12,12,,,,0.0000251,18,18
3.03E-05,16,16,,,,0.0000245,18,18
4.42E-05,18,18,,,,0.0000256,18,18
3.52E-05,19,19,,,,0.0000389,18,18
3.84E-05,17,17,,,,0.0000357,18,18
3.66E-05,18,18,,,,0.0000257,18,18
3.67E-05,20,20,,,,0.0000259,18,18
2.66E-05,20,20,,,,0.0000458,18,18
3.12E-05,19,19,,,,0.0001102,18,18
2.63E-05,19,19,,,,0.0000255,18,18
2.81E-05,22,22,,,,0.000109,18,18
3.96E-05,20,20,,,,0.0000256,18,18
2.96E-05,21,21,,,,0.0000267,18,18
2.49E-05,19,19,,,,0.0000258,18,18
2.48E-05,18,18,,,,0.0000255,18,18
2.45E-05,17,17,,,,0.0000248,18,18
2.60E-05,18,18,,,,0.0000374,18,18
2.89E-05,16,16,,,,0.0000379,18,18
2.50E-05,15,15,,,,0.0000309,18,18
2.48E-05,13,13,,,,0.0000314,18,18
2.64E-05,15,15,,,,0.0000246,18,18
2.51E-05,14,14,,,,0.0000252,18,18
2.49E-05,13,13,,,,0.0000247,18,18
2.46E-05,12,12,,,,0.0000388,18,18
2.95E-05,11,11,,,,0.0000248,18,18
5.20E-05,11,11,,,,0.0000244,18,18
2.56E-05,11,11,,,,0.0000248,18,18
4.95E-05,12,12,,,,0.0000255,18,18
3.65E-05,11,11,,,,0.0000259,18,18
3.35E-05,10,10,,,,0.0000251,18,18
3.91E-05,9,9,,,,0.0000397,18,18
4.40E-05,9,9,,,,0.0000262,18,18
0.0001118,8,8,,,,0.0000265,18,18
5.77E-05,7,7,,,,0.000025,18,18
2.51E-05,6,6,,,,0.0000248,18,18
2.50E-05,6,6,,,,0.0000282,18,18
2.50E-05,5,5,,,,0.0000366,18,18
2.47E-05,7,7,,,,0.0000259,18,18
2.49E-05,4,4,,,,0.0000246,18,18
2.46E-05,3,3,,,,0.0000244,18,18
2.49E-05,6,6,,,,0.0000248,18,18
2.47E-05,3,3,,,,0.0000257,18,18
2.47E-05,5,5,,,,0.0000248,18,18
2.49E-05,4,4,,,,0.0000249,18,18
2.47E-05,0,0,,,,0.0000259,18,18
3.18E-05,1,1,,,,0.0000273,18,18
3.31E-05,0,0,,,,0.0000829,18,18
2.50E-05,1,1,,,,0.0000384,18,18
2.48E-05,0,0,,,,0.000025,18,18
2.57E-05,4,4,,,,0.0000258,18,18
2.46E-05,4,4,,,,0.0000247,18,18
3.59E-05,4,4,,,,0.0000442,18,18
2.45E-05,8,8,,,,0.0000366,18,18
2.49E-05,15,15,,,,0.0000248,18,18
2.46E-05,21,21,,,,0.000026,18,18
2.47E-05,22,22,,,,0.0000245,18,18
2.47E-05,20,20,,,,0.0000247,18,18
2.45E-05,18,18,,,,0.0000259,18,18
4.34E-05,20,20,,,,0.0000247,18,18
3.04E-05,19,19,,,,0.000025,18,18
2.45E-05,17,17,,,,0.0000354,18,18
3.11E-05,19,19,,,,0.0000252,18,18
2.95E-05,16,16,,,,0.0000258,18,18
2.47E-05,18,18,,,,0.0000246,18,18
2.47E-05,17,17,,,,0.0000257,18,18
2.45E-05,17,17,,,,0.0000261,18,18
2.56E-05,19,19,,,,0.0000313,18,18
4.07E-05,16,16,,,,0.000026,18,18
2.69E-05,14,14,,,,0.0000255,18,18
2.70E-05,15,15,,,,0.0000249,18,18
2.57E-05,19,19,,,,0.0000292,18,18
3.50E-05,20,20,,,,0.0000254,18,18
2.59E-05,18,18,,,,0.0000251,18,18
2.62E-05,19,19,,,,0.0000263,18,18
2.46E-05,22,22,,,,0.0000274,18,18
2.58E-05,21,21,,,,0.0000258,18,18
6.49E-05,20,20,,,,0.0000256,18,18
2.48E-05,17,17,,,,0.0000246,18,18
2.49E-05,14,14,,,,0.0000318,18,18
4.06E-05,14,14,,,,0.0000259,18,18
2.48E-05,13,13,,,,0.0000249,18,18
2.47E-05,11,11,,,,0.0000248,18,18
2.46E-05,10,10,,,,0.0000249,18,18
2.46E-05,14,14,,,,0.0000249,18,18
2.60E-05,26,26,,,,0.0000248,18,18
2.56E-05,28,28,,,,0.0000255,18,18
2.79E-05,28,28,,,,0.0000258,18,18
2.54E-05,38,38,,,,0.0000248,18,18
2.49E-05,40,40,,,,0.0000249,18,18
2.48E-05,39,39,,,,0.0000278,18,18
2.56E-05,33,33,,,,0.0000263,18,18
