cas operacie,index prvku,dlzka zoznamu,,,,,,
3.22E-05,25,25,,,,0.0000248,33,33
2.54E-05,24,24,,,,0.0000262,33,33
2.45E-05,25,25,,,,0.0000258,33,33
2.46E-05,24,24,,,,0.0000259,33,33
2.50E-05,28,28,,,,0.0000378,33,33
2.46E-05,27,27,,,,0.0000894,33,33
2.46E-05,26,26,,,,0.0000256,33,33
2.48E-05,27,27,,,,0.0000293,33,33
2.47E-05,29,29,,,,0.0000245,33,33
2.53E-05,31,31,,,,0.0000248,33,33
2.49E-05,33,33,,,,0.0000246,33,33
2.48E-05,32,32,,,,0.0000249,33,33
2.45E-05,31,31,,,,0.0000248,33,33
2.50E-05,31,31,,,,0.0000246,33,33
2.49E-05,31,31,,,,0.0000974,33,33
2.48E-05,30,30,,,,0.0000248,33,33
2.45E-05,28,28,,,,0.0000257,33,33
2.46E-05,26,26,,,,0.0000248,33,33
2.48E-05,27,27,,,,0.0000463,33,33
3.19E-05,29,29,,,,0.000031,33,33
2.49E-05,31,31,,,,0.000025,33,33
2.71E-05,32,32,,,,0.0000259,33,33
2.45E-05,36,36,,,,0.000025,33,33
2.45E-05,36,36,,,,0.000027,33,33
2.46E-05,40,40,,,,0.0000249,33,33
2.47E-05,39,39,,,,0.0000298,33,33
2.46E-05,30,30,,,,0.0000246,33,33
2.65E-05,28,28,,,,0.0000247,33,33
2.48E-05,27,27,,,,0.000025,33,33
2.49E-05,26,26,,,,0.0000332,33,33
2.59E-05,31,31,,,,0.0000247,33,33
0.0001081,35,35,,,,0.0000791,33,33
2.98E-05,35,35,,,,0.0000246,33,33
2.48E-05,35,35,,,,0.0000302,33,33
2.49E-05,34,34,,,,0.0000255,33,33
2.60E-05,34,34,,,,0.0000246,33,33
2.48E-05,34,34,,,,0.0000264,33,33
2.98E-05,33,33,,,,0.0000289,33,33
2.50E-05,31,31,,,,0.0000248,33,33
2.49E-05,35,35,,,,0.0000304,33,33
2.51E-05,34,34,,,,0.0000294,33,33
2.46E-05,33,33,,,,0.000025,33,33
2.54E-05,32,32,,,,0.0000325,33,33
2.49E-05,37,37,,,,0.0000261,33,33
0.0001316,39,39,,,,0.0000247,33,33
2.46E-05,40,40,,,,0.000025,33,33
2.52E-05,43,43,,,,0.0000323,33,33
2.47E-05,46,46,,,,0.0000254,33,33
2.50E-05,44,44,,,,0.0000246,33,33
2.83E-05,44,44,,,,0.0000249,33,33
2.47E-05,39,39,,,,0.0000246,33,33
2.48E-05,39,39,,,,0.0000247,33,33
2.47E-05,38,38,,,,0.0000247,33,33
2.47E-05,37,37,,,,0.0000322,33,33
2.57E-05,37,37,,,,0.0000248,33,33
2.45E-05,37,37,,,,0.0000246,33,33
2.52E-05,38,38,,,,0.0000256,33,33
2.48E-05,37,37,,,,0.0000248,33,33
2.46E-05,37,37,,,,0.000029,33,33
2.47E-05,39,39,,,,0.0000295,33,33
4.35E-05,39,39,,,,0.0000248,33,33
3.50E-05,42,42,,,,0.0000246,33,33
2.49E-05,45,45,,,,0.0000266,33,33
2.64E-05,45,45,,,,0.0000271,33,33
6.99E-05,47,47,,,,0.0000256,33,33
2.47E-05,49,49,,,,0.0000255,33,33
2.44E-05,48,48,,,,0.0000265,33,33
2.45E-05,50,50,,,,0.00003,33,33
2.51E-05,50,50,,,,0.0000408,34,34
2.50E-05,49,49,,,,0.0000443,34,34
2.50E-05,49,49,,,,0.0000504,34,34
2.49E-05,48,48,,,,0.0000286,34,34
2.44E-05,46,46,,,,0.000029,34,34
3.05E-05,42,42,,,,0.0000425,34,34
2.48E-05,47,47,,,,0.0000338,34,34
2.53E-05,46,46,,,,0.0000376,34,34
3.05E-05,43,43,,,,0.0000329,34,34
2.44E-05,43,43,,,,0.0000286,34,34
2.48E-05,42,42,,,,0.0000557,34,34
2.47E-05,39,39,,,,0.0000429,34,34
2.61E-05,40,40,,,,0.0000355,34,34
2.48E-05,42,42,,,,0.0000555,34,34
2.52E-05,41,41,,,,0.0000248,34,34
2.49E-05,42,42,,,,0.0000247,34,34
2.45E-05,44,44,,,,0.000025,34,34
2.45E-05,44,44,,,,0.0000245,34,34
2.46E-05,45,45,,,,0.0000348,34,34
2.59E-05,43,43,,,,0.0000358,34,34
2.51E-05,42,42,,,,0.0000247,34,34
2.44E-05,42,42,,,,0.0000261,34,34
3.32E-05,42,42,,,,0.0000262,34,34
5.44E-05,41,41,,,,0.0000256,34,34
2.48E-05,44,44,,,,0.0000258,34,34
2.47E-05,43,43,,,,0.0000388,34,34
3.56E-05,47,47,,,,0.0000249,34,34
2.50E-05,46,46,,,,0.0000249,34,34
2.57E-05,39,39,,,,0.0000247,34,34
2.64E-05,38,38,,,,0.000025,34,34
3.03E-05,35,35,,,,0.0000246,34,34
2.49E-05,34,34,,,,0.0000247,34,34
2.47E-05,33,33,,,,0.0000247,34,34
2.45E-05,32,32,,,,0.0000251,34,34
2.50E-05,31,31,,,,0.0000506,34,34
2.46E-05,41,41,,,,0.0000257,34,34
2.46E-05,37,37,,,,0.0000247,34,34
2.60E-05,35,35,,,,0.0000246,34,34
2.46E-05,37,37,,,,0.0000246,34,34
2.47E-05,36,36,,,,0.0000244,34,34
2.48E-05,35,35,,,,0.0000246,34,34
2.44E-05,34,34,,,,0.0000259,34,34
2.45E-05,34,34,,,,0.0000263,34,34
2.46E-05,34,34,,,,0.0000247,34,34
2.49E-05,32,32,,,,0.000025,34,34
2.47E-05,28,28,,,,0.0000246,34,34
2.54E-05,29,29,,,,0.0000246,34,34
2.48E-05,26,26,,,,0.0000249,34,34
2.48E-05,23,23,,,,0.000026,34,34
2.48E-05,30,30,,,,0.0000248,34,34
2.46E-05,28,28,,,,0.0000251,34,34
2.63E-05,26,26,,,,0.0000249,34,34
2.48E-05,26,26,,,,0.0000244,34,34
4.17E-05,27,27,,,,0.0000245,34,34
9.76E-05,26,26,,,,0.0000246,34,34
3.09E-05,25,25,,,,0.0000248,34,34
2.60E-05,25,25,,,,0.0000262,34,34
2.60E-05,25,25,,,,0.0000251,34,34
3.45E-05,22,22,,,,0.0000247,34,34
3.74E-05,24,24,,,,0.0000252,34,34
3.59E-05,26,26,,,,0.000025,34,34
0.0001131,28,28,,,,0.0000457,34,34
3.91E-05,24,24,,,,0.0000355,34,34
3.82E-05,29,29,,,,0.0000398,34,34
2.67E-05,30,30,,,,0.0000257,34,34
2.61E-05,28,28,,,,0.0000254,34,34
2.66E-05,27,27,,,,0.0000248,34,34
2.49E-05,37,37,,,,0.0001368,34,34
2.46E-05,37,37,,,,0.0000252,34,34
2.49E-05,37,37,,,,0.0000259,34,34
2.46E-05,36,36,,,,0.0000264,34,34
2.48E-05,35,35,,,,0.000026,34,34
2.49E-05,43,43,,,,0.0000259,34,34
2.46E-05,49,49,,,,0.0000247,34,34
2.50E-05,48,48,,,,0.0000388,34,34
2.52E-05,51,51,,,,0.0000248,34,34
2.54E-05,49,49,,,,0.0000341,34,34
3.89E-05,45,45,,,,0.0000322,34,34
2.73E-05,50,50,,,,0.000025,34,34
2.54E-05,49,49,,,,0.0000246,34,34
2.54E-05,48,48,,,,0.0000247,34,34
2.60E-05,50,50,,,,0.0000253,34,34
2.57E-05,47,47,,,,0.0000262,34,34
2.58E-05,46,46,,,,0.0000263,34,34
2.54E-05,47,47,,,,0.0000251,34,34
2.57E-05,47,47,,,,0.0000246,34,34
2.59E-05,52,52,,,,0.0000247,34,34
3.08E-05,55,55,,,,0.0000248,34,34
2.59E-05,55,55,,,,0.0000248,34,34
2.55E-05,55,55,,,,0.0000248,34,34
2.57E-05,52,52,,,,0.0000245,34,34
3.52E-05,54,54,,,,0.0000265,34,34
3.50E-05,53,53,,,,0.0000253,34,34
4.20E-05,55,55,,,,0.0000255,34,34
3.17E-05,52,52,,,,0.0000245,34,34
4.83E-05,50,50,,,,0.0000245,34,34
3.73E-05,47,47,,,,0.0000264,34,34
4.16E-05,47,47,,,,0.0000245,34,34
2.60E-05,52,52,,,,0.0000247,34,34
2.48E-05,55,55,,,,0.0000249,34,34
2.47E-05,56,56,,,,0.0000247,34,34
2.57E-05,55,55,,,,0.0000248,34,34
2.57E-05,55,55,,,,0.0000262,34,34
2.48E-05,57,57,,,,0.0000247,34,34
2.60E-05,57,57,,,,0.0000247,34,34
2.52E-05,56,56,,,,0.0000248,34,34
2.72E-05,55,55,,,,0.0000247,34,34
2.48E-05,52,52,,,,0.0000246,34,34
2.47E-05,54,54,,,,0.0000261,34,34
2.44E-05,56,56,,,,0.0000246,34,34
2.50E-05,55,55,,,,0.0000292,35,35
2.46E-05,54,54,,,,0.0000291,35,35
2.52E-05,52,52,,,,0.0000378,35,35
2.48E-05,49,49,,,,0.0004056,35,35
2.49E-05,48,48,,,,0.0001571,35,35
3.02E-05,50,50,,,,0.0000433,35,35
2.51E-05,51,51,,,,0.0001015,35,35
2.50E-05,57,57,,,,0.0000283,35,35
2.47E-05,56,56,,,,0.0004134,35,35
2.50E-05,54,54,,,,0.0000291,35,35
2.47E-05,53,53,,,,0.0000295,35,35
2.48E-05,51,51,,,,0.000048,35,35
2.74E-05,50,50,,,,0.0000245,35,35
2.45E-05,52,52,,,,0.0000244,35,35
2.57E-05,51,51,,,,0.0000248,35,35
2.57E-05,50,50,,,,0.0000255,35,35
2.47E-05,54,54,,,,0.0000425,35,35
2.47E-05,54,54,,,,0.0000255,35,35
2.45E-05,54,54,,,,0.000035,35,35
2.49E-05,54,54,,,,0.0000247,35,35
2.49E-05,61,61,,,,0.0000248,35,35
3.15E-05,67,67,,,,0.0000256,35,35
2.48E-05,67,67,,,,0.0000249,35,35
2.50E-05,66,66,,,,0.0000248,35,35
2.49E-05,65,65,,,,0.0000247,35,35
2.68E-05,65,65,,,,0.0000254,35,35
3.59E-05,64,64,,,,0.0000246,35,35
2.70E-05,68,68,,,,0.0000246,35,35
2.47E-05,64,64,,,,0.0000264,35,35
2.50E-05,69,69,,,,0.0000256,35,35
2.50E-05,68,68,,,,0.0000282,35,35
2.49E-05,68,68,,,,0.0000391,35,35
2.50E-05,68,68,,,,0.0000398,35,35
2.46E-05,67,67,,,,0.000038,35,35
2.45E-05,66,66,,,,0.0000307,35,35
2.46E-05,64,64,,,,0.0000247,35,35
2.52E-05,63,63,,,,0.0000248,35,35
2.49E-05,62,62,,,,0.0000244,35,35
2.45E-05,60,60,,,,0.0000262,35,35
2.59E-05,55,55,,,,0.0000247,35,35
2.65E-05,52,52,,,,0.0000251,35,35
2.57E-05,54,54,,,,0.000025,35,35
2.61E-05,55,55,,,,0.0000249,35,35
3.90E-05,61,61,,,,0.0000245,35,35
2.64E-05,61,61,,,,0.0000249,35,35
2.64E-05,60,60,,,,0.0000263,35,35
2.60E-05,60,60,,,,0.0001081,35,35
2.56E-05,59,59,,,,0.0000298,35,35
3.61E-05,61,61,,,,0.0000248,35,35
2.61E-05,64,64,,,,0.0000249,35,35
2.57E-05,64,64,,,,0.0000303,35,35
2.56E-05,63,63,,,,0.000026,35,35
3.17E-05,62,62,,,,0.0000248,35,35
2.71E-05,62,62,,,,0.0000248,35,35
4.27E-05,60,60,,,,0.0000287,35,35
4.67E-05,59,59,,,,0.000037,35,35
3.92E-05,60,60,,,,0.0000248,35,35
4.16E-05,60,60,,,,0.0000248,35,35
3.37E-05,60,60,,,,0.0000246,35,35
4.11E-05,59,59,,,,0.0000248,35,35
3.36E-05,58,58,,,,0.0000256,35,35
4.03E-05,58,58,,,,0.0000247,35,35
2.79E-05,59,59,,,,0.0000261,35,35
2.68E-05,58,58,,,,0.0000394,35,35
3.83E-05,56,56,,,,0.0000265,35,35
2.90E-05,55,55,,,,0.0000248,35,35
3.96E-05,53,53,,,,0.0000281,35,35
3.84E-05,53,53,,,,0.0000256,35,35
6.63E-05,52,52,,,,0.0000256,35,35
4.26E-05,50,50,,,,0.0000268,35,35
3.39E-05,52,52,,,,0.0000319,35,35
3.96E-05,52,52,,,,0.0000261,35,35
3.25E-05,55,55,,,,0.0000247,35,35
2.61E-05,55,55,,,,0.0000264,35,35
2.59E-05,55,55,,,,0.000026,35,35
2.57E-05,54,54,,,,0.0000256,35,35
3.76E-05,53,53,,,,0.0000247,35,35
2.91E-05,53,53,,,,0.0000243,35,35
3.17E-05,60,60,,,,0.0000248,35,35
2.62E-05,58,58,,,,0.0000256,35,35
2.48E-05,58,58,,,,0.0000333,35,35
2.47E-05,59,59,,,,0.000025,35,35
2.48E-05,68,68,,,,0.0000246,35,35
2.49E-05,66,66,,,,0.000026,35,35
2.48E-05,65,65,,,,0.0000333,35,35
2.46E-05,68,68,,,,0.0000245,35,35
2.47E-05,67,67,,,,0.0000477,35,35
2.50E-05,64,64,,,,0.0000247,35,35
2.49E-05,63,63,,,,0.0000279,35,35
2.44E-05,57,57,,,,0.0000247,35,35
2.47E-05,56,56,,,,0.0000252,35,35
2.51E-05,59,59,,,,0.0000246,35,35
2.47E-05,57,57,,,,0.0000246,35,35
2.47E-05,56,56,,,,0.0000251,35,35
2.46E-05,54,54,,,,0.0000246,35,35
2.46E-05,54,54,,,,0.0000366,35,35
2.55E-05,55,55,,,,0.0000248,35,35
2.46E-05,51,51,,,,0.0000247,35,35
2.46E-05,50,50,,,,0.0000247,35,35
2.51E-05,50,50,,,,0.0000358,35,35
3.98E-05,48,48,,,,0.0000247,35,35
3.23E-05,52,52,,,,0.0000247,35,35
3.13E-05,51,51,,,,0.0000246,35,35
2.65E-05,50,50,,,,0.0000319,35,35
3.42E-05,47,47,,,,0.0000255,35,35
2.63E-05,48,48,,,,0.0000246,35,35
2.63E-05,45,45,,,,0.0000249,35,35
2.60E-05,42,42,,,,0.0000249,35,35
3.11E-05,39,39,,,,0.0000249,35,35
3.38E-05,38,38,,,,0.0000248,35,35
3.08E-05,39,39,,,,0.0000245,35,35
2.60E-05,39,39,,,,0.0000247,35,35
2.87E-05,35,35,,,,0.0000261,35,35
2.48E-05,34,34,,,,0.0000259,35,35
2.49E-05,36,36,,,,0.0000257,35,35
2.50E-05,38,38,,,,0.0000258,35,35
2.49E-05,38,38,,,,0.0000253,35,35
3.86E-05,39,39,,,,0.0000248,35,35
2.44E-05,41,41,,,,0.0000255,35,35
2.47E-05,48,48,,,,0.0000284,35,35
2.54E-05,48,48,,,,0.0000434,35,35
2.56E-05,48,48,,,,0.0000419,36,36
2.63E-05,45,45,,,,0.000032,36,36
2.60E-05,44,44,,,,0.0000298,36,36
2.58E-05,44,44,,,,0.0000308,36,36
2.58E-05,42,42,,,,0.0000323,36,36
3.29E-05,40,40,,,,0.0000408,36,36
2.65E-05,39,39,,,,0.0001057,36,36
2.54E-05,43,43,,,,0.0000247,36,36
2.48E-05,44,44,,,,0.0000248,36,36
2.49E-05,43,43,,,,0.0000249,36,36
2.50E-05,41,41,,,,0.0000246,36,36
2.91E-05,40,40,,,,0.0000256,36,36
2.46E-05,43,43,,,,0.0000257,36,36
2.47E-05,41,41,,,,0.0000256,36,36
2.48E-05,42,42,,,,0.0000285,36,36
2.49E-05,41,41,,,,0.0000248,36,36
2.48E-05,39,39,,,,0.0000247,36,36
2.47E-05,38,38,,,,0.0000254,36,36
2.62E-05,34,34,,,,0.0000246,36,36
3.01E-05,40,40,,,,0.0000247,36,36
3.09E-05,42,42,,,,0.0000247,36,36
3.53E-05,43,43,,,,0.0000282,36,36
3.76E-05,42,42,,,,0.0000259,36,36
3.39E-05,41,41,,,,0.0000318,36,36
3.35E-05,43,43,,,,0.0000248,36,36
2.58E-05,42,42,,,,0.0000246,36,36
4.39E-05,41,41,,,,0.0000247,36,36
2.64E-05,40,40,,,,0.0000246,36,36
0.0002241,40,40,,,,0.0000249,36,36
3.91E-05,40,40,,,,0.0000394,36,36
2.80E-05,40,40,,,,0.0000261,36,36
3.79E-05,39,39,,,,0.0000389,36,36
3.54E-05,41,41,,,,0.0000409,36,36
3.54E-05,42,42,,,,0.0000248,36,36
4.06E-05,44,44,,,,0.0000247,36,36
4.24E-05,48,48,,,,0.0000246,36,36
2.90E-05,47,47,,,,0.0000253,36,36
3.54E-05,48,48,,,,0.0000244,36,36
3.87E-05,48,48,,,,0.0000247,36,36
3.52E-05,48,48,,,,0.0000256,36,36
4.12E-05,47,47,,,,0.0000245,36,36
3.86E-05,47,47,,,,0.0000252,36,36
3.51E-05,47,47,,,,0.0000265,36,36
3.40E-05,46,46,,,,0.0000245,36,36
3.41E-05,45,45,,,,0.0000245,36,36
3.67E-05,45,45,,,,0.0000247,36,36
3.41E-05,43,43,,,,0.0000246,36,36
2.72E-05,45,45,,,,0.0000249,36,36
4.71E-05,45,45,,,,0.0000323,36,36
3.89E-05,45,45,,,,0.0000249,36,36
2.69E-05,44,44,,,,0.0000867,36,36
4.47E-05,44,44,,,,0.0000249,36,36
3.76E-05,38,38,,,,0.0000251,36,36
3.70E-05,35,35,,,,0.0000248,36,36
3.67E-05,37,37,,,,0.0000259,36,36
2.52E-05,32,32,,,,0.0000259,36,36
2.52E-05,32,32,,,,0.000025,36,36
2.48E-05,35,35,,,,0.0000263,36,36
2.48E-05,35,35,,,,0.0000245,36,36
2.51E-05,34,34,,,,0.0000256,36,36
2.54E-05,32,32,,,,0.0000245,36,36
3.19E-05,30,30,,,,0.000029,36,36
2.46E-05,29,29,,,,0.0000265,36,36
2.62E-05,30,30,,,,0.0000306,36,36
2.48E-05,28,28,,,,0.0000451,36,36
2.47E-05,39,39,,,,0.0000332,36,36
2.44E-05,38,38,,,,0.0000248,36,36
2.48E-05,41,41,,,,0.0000261,36,36
2.63E-05,43,43,,,,0.0000256,36,36
2.54E-05,46,46,,,,0.0000249,36,36
2.62E-05,46,46,,,,0.0000247,36,36
2.51E-05,43,43,,,,0.0000246,36,36
2.63E-05,42,42,,,,0.0000243,36,36
2.50E-05,41,41,,,,0.0000258,36,36
2.51E-05,41,41,,,,0.0000259,36,36
2.54E-05,38,38,,,,0.000026,36,36
2.50E-05,37,37,,,,0.0000249,36,36
2.71E-05,40,40,,,,0.0000248,36,36
2.53E-05,39,39,,,,0.0000248,36,36
2.46E-05,35,35,,,,0.0000251,36,36
2.47E-05,34,34,,,,0.00003,36,36
2.47E-05,32,32,,,,0.000025,36,36
2.48E-05,32,32,,,,0.0000244,36,36
2.78E-05,27,27,,,,0.0000255,36,36
2.59E-05,26,26,,,,0.000025,36,36
2.46E-05,26,26,,,,0.0000245,36,36
2.49E-05,26,26,,,,0.0000246,36,36
2.57E-05,27,27,,,,0.0000368,36,36
2.47E-05,30,30,,,,0.0000372,36,36
2.49E-05,28,28,,,,0.0000247,36,36
2.48E-05,27,27,,,,0.0000245,36,36
3.24E-05,31,31,,,,0.0000246,36,36
2.52E-05,34,34,,,,0.0000274,36,36
2.50E-05,34,34,,,,0.0000252,36,36
2.48E-05,35,35,,,,0.0000246,36,36
3.23E-05,36,36,,,,0.0000311,36,36
4.57E-05,34,34,,,,0.0000254,36,36
2.56E-05,35,35,,,,0.0000247,36,36
2.50E-05,33,33,,,,0.0000247,36,36
2.49E-05,32,32,,,,0.0000247,36,36
2.46E-05,41,41,,,,0.0000258,36,36
2.48E-05,40,40,,,,0.0000347,36,36
2.47E-05,39,39,,,,0.0000328,36,36
2.45E-05,37,37,,,,0.0000449,36,36
2.47E-05,37,37,,,,0.000026,36,36
2.49E-05,36,36,,,,0.0000257,36,36
8.67E-05,36,36,,,,0.0000248,36,36
2.47E-05,35,35,,,,0.000026,36,36
2.49E-05,36,36,,,,0.000026,36,36
2.49E-05,32,32,,,,0.0000246,36,36
2.47E-05,29,29,,,,0.0000258,36,36
2.67E-05,27,27,,,,0.0000258,36,36
2.48E-05,26,26,,,,0.0000259,36,36
2.51E-05,36,36,,,,0.0000246,36,36
2.48E-05,36,36,,,,0.0000261,36,36
2.61E-05,35,35,,,,0.0000309,36,36
3.97E-05,39,39,,,,0.0000248,36,36
2.46E-05,41,41,,,,0.0000258,36,36
2.65E-05,41,41,,,,0.0000376,37,37
2.58E-05,41,41,,,,0.000037,37,37
2.55E-05,39,39,,,,0.0000307,37,37
2.48E-05,40,40,,,,0.0000946,37,37
2.46E-05,40,40,,,,0.0000386,37,37
2.47E-05,38,38,,,,0.0000438,37,37
2.47E-05,37,37,,,,0.0000384,37,37
2.49E-05,39,39,,,,0.0000258,37,37
2.47E-05,42,42,,,,0.0000246,37,37
2.54E-05,41,41,,,,0.0000366,37,37
2.50E-05,39,39,,,,0.0000247,37,37
3.94E-05,35,35,,,,0.0000247,37,37
3.55E-05,34,34,,,,0.0000246,37,37
2.60E-05,32,32,,,,0.0000247,37,37
2.51E-05,32,32,,,,0.0000258,37,37
2.46E-05,32,32,,,,0.0000383,37,37
2.51E-05,26,26,,,,0.0000259,37,37
2.47E-05,32,32,,,,0.0000261,37,37
2.44E-05,31,31,,,,0.0000259,37,37
2.56E-05,31,31,,,,0.0000247,37,37
2.47E-05,27,27,,,,0.0000252,37,37
2.75E-05,26,26,,,,0.0000263,37,37
2.51E-05,30,30,,,,0.000025,37,37
3.32E-05,33,33,,,,0.0000265,37,37
7.28E-05,32,32,,,,0.0000248,37,37
2.64E-05,31,31,,,,0.0000258,37,37
2.50E-05,29,29,,,,0.0000262,37,37
2.62E-05,28,28,,,,0.000036,37,37
2.48E-05,27,27,,,,0.0000375,37,37
2.62E-05,25,25,,,,0.0000247,37,37
2.47E-05,25,25,,,,0.0000244,37,37
3.18E-05,28,28,,,,0.0000249,37,37
2.52E-05,29,29,,,,0.0000247,37,37
2.47E-05,33,33,,,,0.0000257,37,37
2.59E-05,36,36,,,,0.0000245,37,37
2.59E-05,36,36,,,,0.0000248,37,37
2.50E-05,36,36,,,,0.0000246,37,37
3.98E-05,34,34,,,,0.0000246,37,37
2.65E-05,35,35,,,,0.0000246,37,37
2.57E-05,34,34,,,,0.0000249,37,37
2.63E-05,36,36,,,,0.0000246,37,37
2.47E-05,43,43,,,,0.0000249,37,37
4.39E-05,42,42,,,,0.0000367,37,37
2.54E-05,41,41,,,,0.000025,37,37
2.48E-05,39,39,,,,0.0000245,37,37
2.51E-05,40,40,,,,0.0000247,37,37
2.51E-05,39,39,,,,0.0000247,37,37
3.24E-05,38,38,,,,0.0000271,37,37
3.11E-05,46,46,,,,0.0000251,37,37
2.88E-05,51,51,,,,0.0000256,37,37
2.44E-05,54,54,,,,0.0000256,37,37
2.44E-05,54,54,,,,0.0000248,37,37
2.49E-05,55,55,,,,0.0000246,37,37
3.28E-05,57,57,,,,0.0000258,37,37
2.51E-05,56,56,,,,0.0000261,37,37
2.70E-05,58,58,,,,0.0000256,37,37
2.49E-05,60,60,,,,0.0000254,37,37
2.53E-05,57,57,,,,0.000025,37,37
3.12E-05,55,55,,,,0.0000252,37,37
0.000131,54,54,,,,0.0000246,37,37
2.65E-05,59,59,,,,0.0000259,37,37
2.59E-05,59,59,,,,0.000029,37,37
2.51E-05,56,56,,,,0.0000246,37,37
2.47E-05,58,58,,,,0.0000254,37,37
2.95E-05,60,60,,,,0.0000249,37,37
2.54E-05,59,59,,,,0.0000261,37,37
2.54E-05,59,59,,,,0.0000261,37,37
3.16E-05,60,60,,,,0.0000255,37,37
2.50E-05,64,64,,,,0.0000249,37,37
2.47E-05,71,71,,,,0.0000261,37,37
2.46E-05,69,69,,,,0.0000359,37,37
2.47E-05,69,69,,,,0.0000249,37,37
3.26E-05,68,68,,,,0.0000403,37,37
2.46E-05,68,68,,,,0.000025,37,37
2.47E-05,71,71,,,,0.0000262,37,37
2.77E-05,70,70,,,,0.0000258,37,37
2.49E-05,68,68,,,,0.0000544,37,37
2.52E-05,71,71,,,,0.0000248,37,37
2.59E-05,70,70,,,,0.0000248,37,37
2.54E-05,70,70,,,,0.0000248,37,37
2.70E-05,67,67,,,,0.0000248,37,37
3.38E-05,65,65,,,,0.0000246,37,37
2.49E-05,71,71,,,,0.0000294,37,37
2.48E-05,73,73,,,,0.0000263,37,37
2.48E-05,75,75,,,,0.000025,37,37
2.51E-05,75,75,,,,0.0000258,37,37
2.49E-05,76,76,,,,0.0000253,37,37
2.48E-05,75,75,,,,0.0000245,37,37
3.68E-05,72,72,,,,0.0000249,37,37
4.22E-05,72,72,,,,0.0000246,37,37
5.60E-05,73,73,,,,0.0000294,37,37
2.61E-05,70,70,,,,0.0000249,37,37
2.62E-05,70,70,,,,0.0000247,37,37
2.60E-05,69,69,,,,0.0000253,37,37
3.48E-05,68,68,,,,0.0000258,37,37
2.75E-05,69,69,,,,0.0000248,37,37
2.64E-05,69,69,,,,0.0000255,37,37
2.60E-05,68,68,,,,0.0000423,37,37
7.08E-05,69,69,,,,0.0000248,37,37
2.58E-05,67,67,,,,0.0000248,37,37
2.99E-05,65,65,,,,0.0000263,37,37
2.56E-05,65,65,,,,0.0000248,37,37
2.57E-05,63,63,,,,0.0000347,37,37
3.47E-05,62,62,,,,0.0000264,37,37
2.64E-05,63,63,,,,0.0001402,37,37
4.32E-05,71,71,,,,0.0000255,37,37
2.62E-05,73,73,,,,0.0000396,38,38
2.62E-05,71,71,,,,0.0000313,38,38
3.67E-05,70,70,,,,0.0000387,38,38
2.71E-05,69,69,,,,0.0000433,38,38
2.66E-05,68,68,,,,0.0000419,38,38
0.000141,70,70,,,,0.0000289,38,38
3.62E-05,70,70,,,,0.0000337,38,38
2.60E-05,75,75,,,,0.0000247,38,38
3.96E-05,78,78,,,,0.0000288,38,38
3.39E-05,78,78,,,,0.0000269,38,38
2.66E-05,77,77,,,,0.0000244,38,38
2.62E-05,78,78,,,,0.0000253,38,38
2.57E-05,78,78,,,,0.0000257,38,38
3.20E-05,77,77,,,,0.0000257,38,38
2.59E-05,87,87,,,,0.0000272,38,38
2.58E-05,86,86,,,,0.0000255,38,38
4.11E-05,86,86,,,,0.0000457,38,38
2.83E-05,82,82,,,,0.0000255,38,38
2.66E-05,91,91,,,,0.0000249,38,38
3.62E-05,90,90,,,,0.0000268,38,38
3.25E-05,89,89,,,,0.0000259,38,38
2.57E-05,88,88,,,,0.0000315,38,38
2.50E-05,90,90,,,,0.0000271,38,38
2.45E-05,87,87,,,,0.0000254,38,38
2.50E-05,86,86,,,,0.0000257,38,38
2.47E-05,85,85,,,,0.0000264,38,38
2.54E-05,84,84,,,,0.0000311,38,38
2.48E-05,83,83,,,,0.0000254,38,38
2.48E-05,83,83,,,,0.0000262,38,38
3.86E-05,78,78,,,,0.0000259,38,38
2.78E-05,79,79,,,,0.0000978,38,38
2.46E-05,85,85,,,,0.000029,38,38
2.44E-05,84,84,,,,0.0000246,38,38
2.46E-05,83,83,,,,0.0000247,38,38
2.49E-05,82,82,,,,0.0000252,38,38
2.47E-05,79,79,,,,0.0000264,38,38
2.56E-05,73,73,,,,0.0000338,38,38
2.48E-05,73,73,,,,0.000025,38,38
2.50E-05,69,69,,,,0.0000249,38,38
2.49E-05,68,68,,,,0.0000247,38,38
2.48E-05,67,67,,,,0.0000376,38,38
2.96E-05,65,65,,,,0.0000244,38,38
2.47E-05,68,68,,,,0.0000254,38,38
2.45E-05,66,66,,,,0.0000247,38,38
2.45E-05,68,68,,,,0.0000324,38,38
3.80E-05,77,77,,,,0.000026,38,38
2.61E-05,78,78,,,,0.0000247,38,38
2.57E-05,77,77,,,,0.0000259,38,38
2.59E-05,76,76,,,,0.0000299,38,38
2.54E-05,75,75,,,,0.0000275,38,38
2.88E-05,74,74,,,,0.0000335,38,38
3.15E-05,73,73,,,,0.000026,38,38
2.68E-05,72,72,,,,0.0000263,38,38
3.62E-05,71,71,,,,0.0000246,38,38
2.48E-05,71,71,,,,0.0000302,38,38
2.65E-05,79,79,,,,0.0000247,38,38
2.46E-05,76,76,,,,0.0000249,38,38
2.50E-05,76,76,,,,0.0000356,38,38
2.47E-05,75,75,,,,0.0000261,38,38
2.53E-05,69,69,,,,0.0000602,38,38
2.49E-05,68,68,,,,0.0000316,38,38
