cas operacie,cislo,index prvku,dlzka zoznamu,,
0.0000391,42,12,16,,
0.0000289,88,7,15,,
0.0000363,47,11,16,,
0.0000285,72,12,19,,
0.0001014,58,9,18,,
0.0000284,64,17,19,,
0.0002306,70,8,19,,
0.0000323,64,13,17,,
0.0000378,67,10,19,,
0.00004,51,11,15,,
0.000041,68,15,17,,
0.0000402,56,11,14,,
0.0001047,50,2,14,,
0.0000329,67,10,14,,
0.0000408,79,9,15,,
0.0000398,49,7,15,,
0.0000407,57,11,15,,
0.0000399,65,4,15,,
0.0000415,45,0,11,,
0.00005,72,10,14,,
0.0000391,46,9,14,,
0.0000304,69,11,15,,
0.0000287,87,11,14,,
0.0002041,72,8,14,,
0.0000323,47,7,14,,
0.0000323,51,0,12,,
0.0000282,62,8,14,,
0.0000283,74,10,14,,
0.0000283,84,12,14,,
0.00004,57,0,14,,
0.0000288,72,1,15,,
0.0000285,87,9,16,,
0.0000288,64,1,16,,
0.0000286,73,13,16,,
0.0000282,74,9,15,,
0.0000285,48,10,17,,
0.0000285,70,7,17,,
0.0000283,56,9,17,,
0.0000478,74,1,16,,
0.0000395,87,8,16,,
0.0006032,61,0,16,,
0.0000283,79,0,18,,
0.0000383,89,14,18,,
0.0000323,79,14,16,,
0.0000283,53,5,16,,
0.0000287,71,7,14,,
0.0000321,67,6,14,,
0.0000289,76,12,14,,
0.0000285,62,3,16,,
0.0000405,72,1,15,,
0.0000384,43,9,16,,
0.0000515,82,4,15,,
0.0002413,90,13,15,,
0.0000382,43,6,15,,
0.0000282,52,14,16,,
0.0001448,59,9,15,,
0.0000397,74,9,15,,
0.0003168,77,10,15,,
0.0000293,73,6,17,,
0.0000281,72,6,14,,
0.0000452,59,5,14,,
0.0000319,56,0,14,,
0.0000449,68,1,14,,
0.0000304,83,12,15,,
0.0000422,70,5,19,,
0.0000625,63,12,17,,
0.0000367,47,0,21,,
0.0000368,56,11,22,,
0.0000343,66,18,22,,
0.0000422,66,14,22,,
0.000166,79,21,25,,
0.0000429,86,12,25,,
0.0000403,49,14,25,,
0.0000281,61,12,25,,
0.0000323,90,12,26,,
0.0000397,82,11,26,,
0.0000325,76,24,26,,
0.0000579,44,22,26,,
0.000076,78,0,23,,
0.0000304,45,19,24,,
0.0000317,73,7,26,,
0.0000387,46,1,26,,
0.0000318,45,4,26,,
0.0000332,87,0,28,,
0.0000492,69,4,32,,
0.0000306,60,18,33,,
0.0000423,51,15,35,,
0.0000304,67,17,37,,
0.0000289,85,19,37,,
0.0000284,42,35,37,,
0.0000321,84,30,35,,
0.0000283,70,24,34,,
0.0000314,89,25,34,,
0.0000407,54,6,35,,
0.0000402,79,2,36,,
0.0000328,59,31,36,,
0.0000399,72,26,35,,
0.0000286,67,11,35,,
0.0000283,80,23,35,,
0.0000284,80,19,35,,
0.0000287,86,13,35,,
0.0000322,72,13,34,,
0.0000346,67,8,34,,
0.0000287,89,16,35,,
0.000036,77,6,36,,
0.0000325,46,34,38,,
0.0000407,61,7,40,,
0.0002449,53,12,39,,
0.0000422,50,5,39,,
0.000045,81,16,40,,
0.0000427,78,8,40,,
0.0000314,55,35,40,,
0.0000288,63,36,40,,
0.0000447,55,32,40,,
0.0000283,87,26,39,,
0.0000288,54,14,38,,
0.0000285,75,37,39,,
0.0000289,49,0,39,,
0.0000284,73,21,39,,
0.0000322,83,22,39,,
0.0000285,57,13,39,,
0.0000295,76,7,38,,
0.000032,41,14,38,,
0.0000284,62,30,37,,
0.0000282,69,19,36,,
0.0001209,66,25,36,,
0.000028,71,24,36,,
0.0000283,89,7,37,,
0.0000323,53,25,35,,
0.0000285,66,2,36,,
0.0000412,78,2,35,,
0.0000286,46,29,36,,
0.0000286,71,5,35,,
0.0000444,85,8,35,,
0.0000287,64,33,36,,
0.0000409,86,17,37,,
0.0000326,74,6,37,,
0.0000356,50,33,38,,
0.0000293,61,2,40,,
0.0000315,62,30,39,,
0.000033,67,18,35,,
0.0000413,45,20,34,,
0.0000349,77,18,34,,
0.0000285,53,7,32,,
0.0000427,76,16,34,,
0.0000428,56,6,33,,
0.0000323,60,25,34,,
0.0000289,69,8,32,,
0.0000285,52,4,32,,
0.0000284,53,19,31,,
0.0000355,54,25,32,,
0.000029,75,16,32,,
0.000032,74,23,33,,
0.0000322,84,6,33,,
0.0000285,76,12,33,,
0.0000417,61,22,33,,
0.0000288,81,10,33,,
0.0000286,45,15,33,,
0.000028,59,6,33,,
0.0002672,73,14,33,,
0.0000394,61,9,33,,
0.0001072,42,29,33,,
0.0001041,70,18,34,,
0.0000336,87,17,34,,
0.0003763,76,18,33,,
0.0000391,68,19,33,,
0.000037,81,7,33,,
0.0001145,85,18,32,,
0.0023813,43,5,33,,
0.0000403,51,12,33,,
0.0000332,44,2,32,,
0.0004854,62,0,32,,
0.0000405,45,13,31,,
0.0004502,42,16,29,,
0.0001716,68,0,29,,
0.0000439,76,11,29,,
0.0001663,47,1,30,,
0.0000396,87,14,30,,
0.0000388,56,21,30,,
0.0000392,86,1,30,,
0.0000361,76,0,29,,
0.0000399,79,9,30,,
0.0001899,54,24,30,,
0.0001043,88,19,30,,
0.0003076,41,14,30,,
0.00011,86,13,31,,
0.0000457,64,17,31,,
0.000041,77,8,31,,
0.0000445,71,2,33,,
0.0001045,74,23,32,,
0.0000412,87,25,32,,
0.0000386,55,10,32,,
0.0000293,84,2,35,,
0.000036,61,9,35,,
0.0000429,71,7,35,,
0.0000408,50,14,34,,
0.0000415,72,11,35,,
0.0000432,73,4,34,,
0.0000405,81,11,33,,
0.0004709,59,28,32,,
0.0000431,57,21,33,,
0.0000412,82,19,33,,
0.0001115,60,1,33,,
0.0000413,51,26,35,,
0.000103,89,6,35,,
0.0000392,45,21,35,,
0.0000382,79,0,35,,
0.0000373,65,15,35,,
0.0000441,51,20,35,,
0.0000395,77,24,35,,
0.0000379,80,26,35,,
0.000038,85,2,35,,
0.0000441,89,24,35,,
0.0000367,47,2,35,,
0.0001099,50,23,35,,
0.0000484,52,16,37,,
0.0000421,63,17,34,,
0.0000401,49,2,29,,
0.0002282,62,14,30,,
0.0000388,84,12,28,,
0.000028,70,23,29,,
0.0000336,84,23,29,,
0.0000374,85,1,29,,
0.0000466,41,16,30,,
0.000042,41,27,30,,
0.0000306,88,12,30,,
0.0000286,78,10,30,,
0.0000426,50,5,29,,
0.0001126,60,22,29,,
0.0010311,58,14,28,,
0.0000286,63,7,28,,
0.0000282,58,4,29,,
0.0000323,74,4,28,,
0.0000356,63,0,28,,
0.0000312,61,24,28,,
0.0000285,62,17,28,,
0.0000289,45,13,26,,
0.0000321,41,9,26,,
0.0000287,41,21,26,,
0.0000425,81,1,27,,
0.0000319,48,20,28,,
0.0000286,58,12,27,,
0.0000287,45,6,28,,
0.0000371,78,10,27,,
0.0000294,44,3,27,,
0.0000354,78,25,27,,
0.0000284,80,14,28,,
0.000047,54,6,28,,
0.0000418,53,16,28,,
0.0000435,53,6,29,,
0.0001047,75,13,28,,
0.0000509,44,22,28,,
0.0000424,84,9,29,,
0.0000456,83,7,27,,
0.0000353,65,8,29,,
0.000035,46,3,29,,
0.0000282,85,13,27,,
0.0000291,45,13,36,,
0.0000322,87,5,36,,
0.0000319,59,4,36,,
0.0000301,41,16,33,,
0.0000287,46,29,32,,
0.0000313,46,10,30,,
0.0000325,84,17,30,,
0.0000327,70,14,30,,
0.0000288,54,12,30,,
0.0000291,69,9,30,,
0.0000454,82,9,29,,
0.00004,50,16,30,,
0.0000394,58,3,33,,
0.0000434,55,25,29,,
0.0000399,87,11,30,,
0.0000441,48,4,30,,
0.0000395,84,17,29,,
0.000035,58,27,29,,
0.0000382,41,30,33,,
0.0000287,64,21,34,,
0.0000308,82,17,33,,
0.0000322,75,14,35,,
0.0000405,69,0,33,,
0.0000286,71,10,33,,
0.0000321,60,5,35,,
0.0000329,60,17,36,,
0.0000289,82,11,36,,
0.0000301,69,26,36,,
0.0000287,79,13,36,,
0.0000393,59,8,35,,
0.0000367,73,9,38,,
0.0000494,49,31,39,,
0.000049,46,36,38,,
0.0000411,47,17,38,,
0.0000376,70,31,38,,
0.0000379,55,5,37,,
0.000039,53,29,37,,
0.0000388,83,3,37,,
0.0000372,71,12,36,,
0.0004702,54,16,38,,
0.0000431,85,7,38,,
0.0000386,72,15,39,,
0.0006275,65,0,36,,
0.0000299,65,11,37,,
0.0000443,70,5,37,,
0.0000417,48,29,33,,
0.0000334,45,24,33,,
0.0000379,59,7,33,,
0.0000324,53,1,33,,
0.000079,58,16,32,,
0.0000336,67,17,32,,
0.0000526,57,15,33,,
0.0000501,67,26,35,,
0.0000364,46,8,36,,
0.0000399,69,6,36,,
0.000036,47,31,37,,
0.0000436,85,19,37,,
0.0006087,58,18,37,,
0.0000407,63,14,37,,
0.0000444,41,26,37,,
0.0000389,89,35,37,,
0.0000333,77,1,37,,
0.0000433,42,31,39,,
0.000037,46,5,39,,
0.0000361,50,23,39,,
0.0000366,69,18,39,,
0.0000567,54,25,38,,
0.0000365,60,5,38,,
0.0000384,76,0,39,,
0.0004956,90,22,40,,
0.00004,50,9,40,,
0.0001705,75,7,43,,
0.000043,73,1,43,,
0.0000419,45,37,42,,
0.0000416,52,16,43,,
0.0000411,82,39,43,,
0.0000398,67,19,44,,
0.0000364,78,30,44,,
0.0001624,71,23,44,,
0.0000284,43,26,42,,
0.0000317,90,10,40,,
0.0000285,72,33,40,,
0.0000424,59,7,41,,
0.0000286,45,33,41,,
0.0000287,77,12,41,,
0.0000326,67,35,41,,
0.000031,60,2,41,,
0.0000285,76,12,41,,
0.0000284,66,7,39,,
0.0000281,90,21,39,,
0.0000282,45,18,41,,
0.0000333,55,13,40,,
0.0000285,83,10,37,,
0.0000552,69,25,37,,
0.0001012,68,31,35,,
0.0000302,88,26,35,,
0.0000378,44,28,35,,
0.0000323,77,19,35,,
0.0000287,49,33,35,,
0.0000284,90,9,34,,
0.0000318,55,19,34,,
0.0000325,75,28,35,,
0.0000285,47,22,35,,
0.0000283,43,28,35,,
0.0000281,70,9,35,,
0.0000319,43,20,35,,
0.0000319,74,4,35,,
0.0000285,75,28,35,,
0.0000288,68,8,34,,
0.0000286,58,5,38,,
0.0000287,69,25,37,,
0.0000286,81,6,37,,
0.0000286,42,23,36,,
0.0000319,63,15,36,,
0.0000285,75,30,34,,
0.0000324,89,23,34,,
0.0000314,64,17,33,,
0.0000293,55,11,33,,
0.0000445,74,31,33,,
0.0000447,70,20,35,,
0.0000401,70,32,35,,
0.00003,70,14,34,,
0.0000338,59,25,35,,
0.0000285,90,20,35,,
0.0000284,88,17,35,,
0.0000283,86,19,35,,
0.0001002,53,3,36,,
0.0000397,69,0,35,,
0.0000289,78,11,37,,
0.0001009,88,16,36,,
0.0000288,83,12,38,,
0.0000287,69,15,38,,
0.0000426,46,18,38,,
0.0000322,42,19,39,,
0.0001246,47,12,41,,
0.0000458,77,13,41,,
0.0000322,64,8,41,,
0.0000555,83,4,41,,
0.0000499,85,30,41,,
0.0001306,68,27,40,,
0.0000493,74,19,41,,
0.0000282,86,7,41,,
0.0000283,78,11,41,,
0.0000283,61,1,42,,
0.0000329,64,25,42,,
0.0000392,53,33,42,,
