cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,,
1.79E-05,89,62,90,,,
1.71E-05,87,5,92,,,
1.83E-05,2,51,92,,,
1.79E-05,15,92,97,,,
1.79E-05,22,1,102,,,
2.18E-05,80,68,104,,,
1.71E-05,19,104,106,,,
1.71E-05,26,100,105,,,
1.89E-05,84,36,105,,,
2.14E-05,72,50,105,,,
1.77E-05,17,15,104,,,
1.92E-05,3,43,105,,,
1.78E-05,7,81,104,,,
1.87E-05,2,56,103,,,
1.90E-05,13,30,103,,,
1.85E-05,16,35,106,,,
2.08E-05,72,38,104,,,
1.90E-05,89,27,106,,,
1.99E-05,81,42,108,,,
1.92E-05,3,33,108,,,
1.75E-05,13,98,112,,,
1.72E-05,78,5,114,,,
1.85E-05,34,109,113,,,
1.93E-05,12,82,108,,,
1.78E-05,22,18,106,,,
1.77E-05,7,92,108,,,
1.87E-05,87,38,108,,,
1.84E-05,80,29,105,,,
1.85E-05,9,40,105,,,
1.75E-05,11,95,105,,,
1.84E-05,78,73,107,,,
1.88E-05,3,52,105,,,
2.25E-05,15,1,99,,,
1.99E-05,81,66,97,,,
1.82E-05,73,22,100,,,
1.82E-05,32,28,94,,,
1.77E-05,73,21,99,,,
1.82E-05,89,23,99,,,
1.78E-05,18,12,97,,,
1.70E-05,35,5,96,,,
1.86E-05,81,44,98,,,
1.89E-05,84,67,100,,,
1.83E-05,14,18,96,,,
1.94E-05,87,41,99,,,
1.86E-05,83,52,103,,,
1.93E-05,75,34,102,,,
1.78E-05,32,74,93,,,
1.70E-05,2,0,95,,,
1.81E-05,30,53,90,,,
1.96E-05,14,11,84,,,
1.75E-05,71,14,86,,,
1.81E-05,84,56,86,,,
1.78E-05,8,68,83,,,
1.71E-05,88,77,84,,,
1.88E-05,22,47,80,,,
1.85E-05,21,34,74,,,
1.83E-05,81,72,75,,,
2.34E-05,82,63,75,,,
1.77E-05,33,67,79,,,
1.72E-05,29,2,78,,,
1.88E-05,83,33,78,,,
1.82E-05,34,29,78,,,
2.08E-05,29,2,73,,,
1.97E-05,30,30,73,,,
1.93E-05,86,32,73,,,
1.78E-05,9,20,70,,,
1.72E-05,6,0,71,,,
1.73E-05,14,61,71,,,
1.76E-05,30,24,70,,,
1.72E-05,14,6,74,,,
1.81E-05,78,23,78,,,
1.73E-05,73,12,77,,,
1.89E-05,80,35,69,,,
1.71E-05,30,1,70,,,
1.69E-05,35,0,73,,,
1.80E-05,19,18,74,,,
2.06E-05,30,20,73,,,
1.72E-05,17,5,74,,,
1.80E-05,79,41,74,,,
1.73E-05,87,11,74,,,
1.71E-05,17,5,74,,,
1.97E-05,82,52,74,,,
1.74E-05,77,54,71,,,
1.81E-05,9,28,71,,,
1.80E-05,25,22,70,,,
1.73E-05,18,7,71,,,
1.82E-05,25,43,77,,,
1.69E-05,7,1,77,,,
1.80E-05,74,27,77,,,
1.73E-05,23,7,76,,,
1.73E-05,78,3,72,,,
1.75E-05,7,3,77,,,
1.75E-05,85,11,79,,,
1.73E-05,34,62,76,,,
1.76E-05,85,11,76,,,
1.92E-05,30,34,75,,,
2.01E-05,34,62,75,,,
1.90E-05,30,34,75,,,
1.83E-05,17,9,74,,,
1.92E-05,30,41,78,,,
2.84E-05,30,41,78,,,
2.87E-05,22,38,80,,,
2.13E-05,30,33,85,,,
1.98E-05,88,49,83,,,
1.83E-05,77,74,85,,,
1.83E-05,74,66,83,,,
1.78E-05,71,2,82,,,
2.03E-05,11,12,83,,,
1.82E-05,88,69,83,,,
3.70E-05,12,53,85,,,
1.95E-05,10,97,99,,,
1.85E-05,2,30,95,,,
1.83E-05,88,53,93,,,
1.76E-05,21,5,92,,,
1.75E-05,78,76,91,,,
1.77E-05,26,63,89,,,
1.77E-05,85,17,89,,,
1.74E-05,23,13,88,,,
1.77E-05,75,67,87,,,
1.73E-05,1,5,87,,,
1.70E-05,15,82,84,,,
1.70E-05,1,4,84,,,
1.86E-05,84,39,85,,,
1.79E-05,16,54,84,,,
2.50E-05,83,34,85,,,
1.82E-05,33,20,85,,,
1.72E-05,71,9,86,,,
1.76E-05,75,14,86,,,
1.81E-05,30,22,86,,,
1.78E-05,78,61,84,,,
1.79E-05,8,9,84,,,
1.71E-05,9,77,84,,,
1.90E-05,11,44,86,,,
1.81E-05,88,51,84,,,
1.75E-05,89,69,84,,,
1.72E-05,19,3,84,,,
1.83E-05,23,33,87,,,
1.79E-05,79,22,87,,,
1.78E-05,80,60,85,,,
1.77E-05,35,61,86,,,
1.76E-05,71,69,86,,,
1.74E-05,71,11,84,,,
1.68E-05,19,1,82,,,
1.68E-05,9,4,76,,,
1.75E-05,16,50,73,,,
2.01E-05,23,42,74,,,
1.80E-05,23,12,78,,,
1.81E-05,71,26,83,,,
1.83E-05,87,36,84,,,
1.77E-05,35,56,83,,,
1.74E-05,79,16,82,,,
1.90E-05,71,23,79,,,
1.86E-05,88,45,79,,,
1.78E-05,16,48,73,,,
1.80E-05,9,22,71,,,
1.82E-05,32,27,61,,,
1.79E-05,5,35,63,,,
1.72E-05,82,55,63,,,
2.56E-05,75,15,65,,,
1.81E-05,84,25,65,,,
1.82E-05,25,41,66,,,
1.72E-05,23,57,67,,,
1.80E-05,80,52,67,,,
1.83E-05,5,47,74,,,
1.78E-05,20,42,72,,,
1.74E-05,23,62,73,,,
1.85E-05,71,36,76,,,
1.73E-05,26,73,79,,,
2.37E-05,23,21,79,,,
1.83E-05,79,32,78,,,
3.05E-05,80,66,81,,,
2.79E-05,71,33,80,,,
1.91E-05,24,4,77,,,
1.97E-05,4,44,82,,,
1.87E-05,78,75,86,,,
1.71E-05,14,5,84,,,
2.01E-05,71,36,80,,,
2.46E-05,71,23,82,,,
2.99E-05,13,28,81,,,
1.75E-05,79,19,84,,,
1.72E-05,1,13,84,,,
1.77E-05,11,16,84,,,
1.94E-05,26,47,85,,,
1.94E-05,10,40,86,,,
1.85E-05,20,53,86,,,
1.79E-05,25,57,86,,,
1.70E-05,14,82,91,,,
1.87E-05,13,35,90,,,
1.87E-05,35,67,91,,,
2.19E-05,85,5,89,,,
1.84E-05,81,55,88,,,
1.82E-05,83,53,89,,,
1.83E-05,90,32,84,,,
1.72E-05,16,84,86,,,
1.87E-05,75,40,86,,,
1.77E-05,73,68,86,,,
1.81E-05,75,28,85,,,
1.85E-05,74,39,85,,,
1.77E-05,16,15,84,,,
1.76E-05,90,15,83,,,
1.70E-05,20,0,83,,,
1.84E-05,13,31,83,,,
1.87E-05,1,35,87,,,
1.74E-05,29,72,87,,,
1.73E-05,85,77,88,,,
1.81E-05,20,56,89,,,
3.55E-05,14,15,88,,,
1.81E-05,23,21,86,,,
1.81E-05,75,28,83,,,
1.71E-05,75,71,78,,,
1.80E-05,73,20,77,,,
1.81E-05,24,23,81,,,
1.83E-05,83,45,81,,,
1.85E-05,8,34,81,,,
1.79E-05,13,54,81,,,
1.78E-05,86,7,75,,,
1.86E-05,89,31,74,,,
1.82E-05,76,43,73,,,
1.80E-05,6,47,70,,,
1.86E-05,85,65,74,,,
1.80E-05,72,51,74,,,
1.81E-05,87,27,72,,,
1.78E-05,23,15,75,,,
1.90E-05,79,15,75,,,
1.82E-05,88,41,74,,,
1.79E-05,13,42,72,,,
2.15E-05,10,65,74,,,
1.72E-05,16,6,77,,,
1.75E-05,90,13,76,,,
1.88E-05,17,35,76,,,
3.09E-05,13,21,86,,,
2.21E-05,10,43,87,,,
1.88E-05,19,5,85,,,
1.84E-05,10,72,87,,,
2.01E-05,85,45,89,,,
1.95E-05,88,46,88,,,
1.86E-05,18,18,88,,,
1.95E-05,11,12,85,,,
3.90E-05,9,68,85,,,
1.94E-05,17,45,85,,,
1.87E-05,77,63,85,,,
1.94E-05,8,32,85,,,
2.02E-05,35,56,86,,,
1.94E-05,82,13,84,,,
1.93E-05,18,27,83,,,
1.96E-05,87,36,85,,,
1.86E-05,18,21,82,,,
1.86E-05,73,15,82,,,
1.93E-05,80,44,84,,,
2.25E-05,81,41,85,,,
2.23E-05,34,1,84,,,
1.72E-05,28,5,94,,,
1.79E-05,19,16,97,,,
1.75E-05,19,13,92,,,
1.83E-05,22,8,91,,,
1.80E-05,77,5,91,,,
2.07E-05,20,63,91,,,
1.77E-05,74,66,89,,,
1.82E-05,75,26,92,,,
1.82E-05,35,51,92,,,
1.70E-05,29,0,92,,,
1.93E-05,21,43,90,,,
2.55E-05,87,51,88,,,
1.86E-05,88,36,90,,,
1.80E-05,81,22,90,,,
2.33E-05,15,19,90,,,
1.83E-05,35,47,89,,,
1.88E-05,84,36,89,,,
1.72E-05,11,7,92,,,
1.80E-05,81,20,94,,,
1.78E-05,29,19,98,,,
1.91E-05,86,50,100,,,
1.87E-05,73,32,100,,,
1.97E-05,7,56,103,,,
1.93E-05,86,38,104,,,
1.81E-05,77,69,104,,,
1.72E-05,6,6,103,,,
1.82E-05,77,69,102,,,
1.81E-05,28,26,103,,,
1.79E-05,27,86,103,,,
1.70E-05,2,99,103,,,
3.81E-05,86,54,106,,,
2.95E-05,74,72,108,,,
1.93E-05,35,79,110,,,
2.44E-05,11,16,113,,,
2.81E-05,20,22,119,,,
1.83E-05,24,109,117,,,
1.69E-05,28,0,114,,,
1.74E-05,6,9,111,,,
0.0001376,15,89,114,,,
1.91E-05,17,59,118,,,
1.73E-05,19,114,120,,,
1.81E-05,32,27,119,,,
1.71E-05,19,122,126,,,
1.78E-05,72,20,126,,,
1.89E-05,86,68,128,,,
1.79E-05,25,105,124,,,
1.84E-05,12,7,121,,,
1.84E-05,75,75,120,,,
1.79E-05,20,26,118,,,
1.78E-05,7,97,120,,,
1.78E-05,6,19,120,,,
1.75E-05,32,0,117,,,
2.09E-05,82,45,116,,,
1.90E-05,23,115,117,,,
1.95E-05,72,69,112,,,
1.70E-05,25,2,109,,,
1.88E-05,32,57,110,,,
1.71E-05,11,4,109,,,
1.82E-05,88,36,112,,,
1.78E-05,27,92,109,,,
1.74E-05,6,9,109,,,
1.69E-05,12,1,108,,,
1.71E-05,73,2,106,,,
1.78E-05,32,83,105,,,
1.81E-05,30,85,105,,,
1.86E-05,6,40,107,,,
1.84E-05,72,30,104,,,
1.75E-05,71,11,105,,,
1.90E-05,4,46,105,,,
1.72E-05,17,100,106,,,
1.76E-05,79,15,106,,,
1.80E-05,18,27,107,,,
1.78E-05,32,87,107,,,
3.24E-05,32,47,110,,,
3.99E-05,12,77,116,,,
2.03E-05,6,59,117,,,
1.89E-05,86,42,113,,,
1.89E-05,8,39,113,,,
1.79E-05,8,87,116,,,
1.71E-05,12,4,119,,,
1.84E-05,13,0,119,,,
3.36E-05,75,41,119,,,
2.09E-05,79,19,118,,,
1.96E-05,13,56,118,,,
1.83E-05,84,85,119,,,
1.84E-05,72,35,119,,,
1.93E-05,12,75,119,,,
1.82E-05,21,28,119,,,
1.77E-05,79,17,120,,,
1.83E-05,12,78,121,,,
2.61E-05,1,38,120,,,
1.86E-05,9,92,120,,,
1.83E-05,31,80,121,,,
1.85E-05,1,37,118,,,
2.37E-05,74,96,119,,,
1.88E-05,75,35,116,,,
1.75E-05,27,97,116,,,
1.97E-05,86,41,114,,,
1.89E-05,11,27,114,,,
3.13E-05,10,75,113,,,
1.94E-05,15,22,115,,,
1.90E-05,84,83,116,,,
2.01E-05,78,76,114,,,
2.01E-05,20,32,115,,,
1.99E-05,86,47,115,,,
1.84E-05,6,5,117,,,
1.93E-05,74,76,117,,,
1.84E-05,81,16,115,,,
1.79E-05,19,105,115,,,
2.43E-05,75,68,112,,,
1.83E-05,78,90,111,,,
1.94E-05,10,75,110,,,
1.99E-05,8,41,110,,,
2.01E-05,19,52,109,,,
1.73E-05,7,98,109,,,
1.81E-05,21,26,112,,,
1.75E-05,79,15,111,,,
1.86E-05,29,37,117,,,
1.73E-05,79,9,117,,,
1.89E-05,75,62,117,,,
1.95E-05,78,68,119,,,
1.75E-05,24,16,115,,,
1.89E-05,82,19,109,,,
1.78E-05,76,94,110,,,
1.83E-05,15,31,111,,,
2.19E-05,34,0,107,,,
1.87E-05,86,9,110,,,
1.93E-05,82,44,111,,,
1.97E-05,30,56,112,,,
1.85E-05,80,34,116,,,
1.74E-05,25,109,117,,,
1.90E-05,86,43,118,,,
1.79E-05,76,21,119,,,
1.87E-05,78,68,119,,,
1.70E-05,21,1,121,,,
1.91E-05,73,52,121,,,
2.10E-05,15,55,111,,,
1.83E-05,76,31,110,,,
2.17E-05,77,102,110,,,
1.91E-05,4,62,118,,,
1.83E-05,24,29,116,,,
1.84E-05,35,84,117,,,
1.87E-05,10,72,117,,,
1.77E-05,86,96,122,,,
1.80E-05,86,96,121,,,
1.81E-05,25,92,120,,,
1.91E-05,72,97,118,,,
1.81E-05,18,28,118,,,
1.82E-05,13,68,112,,,
1.83E-05,76,39,111,,,
1.86E-05,15,42,110,,,
1.75E-05,13,106,108,,,
1.75E-05,13,118,123,,,
1.78E-05,85,105,126,,,
1.80E-05,80,17,124,,,
1.72E-05,33,111,118,,,
1.98E-05,11,26,119,,,
1.84E-05,11,7,120,,,
2.09E-05,15,49,122,,,
2.19E-05,11,74,121,,,
2.59E-05,29,78,121,,,
2.36E-05,24,18,121,,,
1.72E-05,76,110,118,,,
1.76E-05,32,102,119,,,
1.88E-05,73,60,118,,,
1.89E-05,86,47,113,,,
1.81E-05,4,27,113,,,
1.79E-05,86,21,114,,,
1.83E-05,18,29,116,,,
1.78E-05,8,95,115,,,
1.98E-05,18,57,122,,,
1.73E-05,5,9,115,,,
1.76E-05,8,91,113,,,
2.22E-05,1,52,114,,,
1.78E-05,72,22,114,,,
1.92E-05,7,51,116,,,
1.75E-05,4,9,119,,,
1.84E-05,12,83,121,,,
1.91E-05,19,50,124,,,
1.92E-05,71,42,122,,,
1.68E-05,31,119,122,,,
1.88E-05,80,63,124,,,
2.18E-05,26,98,124,,,
2.55E-05,6,84,121,,,
1.77E-05,90,99,118,,,
2.59E-05,71,64,118,,,
1.71E-05,2,111,118,,,
1.87E-05,4,29,116,,,
1.76E-05,24,103,119,,,
1.77E-05,33,13,117,,,
1.91E-05,87,47,119,,,
1.72E-05,34,4,118,,,
1.80E-05,74,26,116,,,
1.73E-05,6,7,117,,,
1.84E-05,29,69,116,,,
2.07E-05,87,50,121,,,
1.81E-05,90,99,125,,,
2.03E-05,18,37,123,,,
1.83E-05,72,29,120,,,
1.70E-05,18,2,120,,,
2.04E-05,87,48,121,,,
2.12E-05,29,70,119,,,
1.94E-05,79,64,124,,,
1.97E-05,89,72,125,,,
1.83E-05,72,29,122,,,
2.71E-05,77,60,122,,,
1.80E-05,14,122,124,,,
1.93E-05,74,36,125,,,
1.84E-05,24,81,119,,,
1.83E-05,11,82,124,,,
1.94E-05,6,93,124,,,
1.86E-05,35,82,124,,,
2.02E-05,75,57,125,,,
2.02E-05,29,64,128,,,
2.79E-05,86,89,127,,,
1.76E-05,85,98,118,,,
1.81E-05,1,87,119,,,
1.89E-05,75,63,121,,,
1.70E-05,33,112,121,,,
1.93E-05,75,60,122,,,
1.79E-05,14,19,124,,,
1.84E-05,79,84,123,,,
1.77E-05,80,101,122,,,
1.72E-05,5,8,117,,,
1.78E-05,76,106,116,,,
1.69E-05,22,115,117,,,
1.81E-05,10,23,116,,,
1.94E-05,24,18,116,,,
1.96E-05,30,67,115,,,
1.76E-05,86,21,115,,,
1.82E-05,81,18,115,,,
1.78E-05,35,88,115,,,
1.90E-05,78,71,115,,,
1.84E-05,74,33,117,,,
1.71E-05,5,5,117,,,
1.79E-05,10,22,119,,,
1.85E-05,12,74,116,,,
2.71E-05,86,78,109,,,
1.80E-05,23,27,104,,,
1.79E-05,26,22,105,,,
1.73E-05,81,97,105,,,
1.83E-05,11,20,107,,,
1.87E-05,15,58,107,,,
2.59E-05,30,59,103,,,
1.79E-05,72,4,103,,,
1.97E-05,33,30,103,,,
1.82E-05,86,12,103,,,
1.80E-05,6,5,104,,,
2.31E-05,81,11,105,,,
2.32E-05,76,93,105,,,
2.67E-05,78,76,105,,,
1.93E-05,33,96,104,,,
1.90E-05,34,78,105,,,
2.82E-05,15,56,102,,,
1.84E-05,89,35,102,,,
1.74E-05,34,8,104,,,
1.82E-05,9,34,104,,,
1.69E-05,23,0,99,,,
1.82E-05,24,7,98,,,
1.90E-05,74,36,96,,,
1.80E-05,9,31,100,,,
1.78E-05,6,75,100,,,
1.81E-05,75,76,101,,,
1.94E-05,23,27,101,,,
2.53E-05,86,49,100,,,
1.87E-05,79,39,96,,,
1.72E-05,90,84,97,,,
1.71E-05,29,89,95,,,
1.74E-05,76,12,95,,,
2.05E-05,72,62,91,,,
1.71E-05,15,0,95,,,
1.84E-05,79,29,94,,,
1.80E-05,4,60,94,,,
1.77E-05,86,14,96,,,
1.98E-05,23,65,97,,,
1.87E-05,86,76,96,,,
1.87E-05,32,71,96,,,
1.91E-05,79,53,95,,,
1.97E-05,14,46,93,,,
1.88E-05,26,67,93,,,
1.82E-05,19,1,91,,,
1.87E-05,11,54,87,,,
2.19E-05,80,78,83,,,
2.15E-05,12,0,83,,,
1.92E-05,32,21,87,,,
1.87E-05,78,62,88,,,
1.92E-05,32,74,92,,,
1.82E-05,23,62,90,,,
1.86E-05,74,33,92,,,
2.44E-05,15,50,91,,,
1.78E-05,34,78,90,,,
2.00E-05,84,43,91,,,
1.79E-05,76,21,90,,,
1.73E-05,72,2,90,,,
1.87E-05,15,44,91,,,
1.83E-05,79,45,90,,,
1.84E-05,12,8,90,,,
1.85E-05,79,46,91,,,
1.72E-05,88,80,87,,,
2.13E-05,84,30,88,,,
2.59E-05,77,76,91,,,
3.41E-05,81,59,91,,,
3.14E-05,86,24,91,,,
0.0001094,83,20,85,,,
2.18E-05,88,26,85,,,
2.60E-05,86,39,84,,,
2.30E-05,88,17,85,,,
1.86E-05,76,15,84,,,
1.86E-05,22,62,84,,,
1.82E-05,88,7,84,,,
1.81E-05,74,5,84,,,
1.83E-05,35,4,86,,,
1.83E-05,77,68,86,,,
1.86E-05,18,66,86,,,
1.85E-05,13,15,86,,,
1.89E-05,10,51,81,,,
1.89E-05,29,30,81,,,
1.87E-05,17,31,78,,,
1.91E-05,29,29,78,,,
2.76E-05,84,32,79,,,
1.83E-05,90,67,78,,,
1.96E-05,79,42,79,,,
1.81E-05,79,73,80,,,
1.93E-05,88,35,87,,,
1.84E-05,23,9,88,,,
1.96E-05,74,48,81,,,
1.87E-05,89,30,81,,,
1.72E-05,6,4,82,,,
1.83E-05,73,41,80,,,
1.77E-05,78,57,80,,,
1.70E-05,16,78,80,,,
1.84E-05,9,42,81,,,
1.72E-05,85,5,81,,,
1.71E-05,82,4,82,,,
1.75E-05,76,72,85,,,
1.72E-05,27,7,84,,,
1.75E-05,72,16,83,,,
3.16E-05,16,22,84,,,
2.66E-05,79,12,82,,,
1.90E-05,85,21,84,,,
2.40E-05,84,55,83,,,
1.85E-05,22,65,80,,,
2.68E-05,6,20,82,,,
2.35E-05,87,20,80,,,
2.26E-05,21,16,79,,,
1.82E-05,18,13,78,,,
1.81E-05,34,62,79,,,
1.96E-05,10,42,81,,,
2.15E-05,10,12,80,,,
1.72E-05,22,65,76,,,
1.96E-05,87,20,76,,,
1.82E-05,3,14,73,,,
1.80E-05,6,51,73,,,
1.84E-05,6,27,70,,,
1.78E-05,34,68,72,,,
1.87E-05,72,40,73,,,
1.89E-05,76,22,73,,,
1.85E-05,3,13,73,,,
1.91E-05,6,18,70,,,
1.95E-05,2,30,69,,,
3.27E-05,4,11,71,,,
1.75E-05,27,59,68,,,
1.72E-05,3,8,64,,,
2.01E-05,86,22,65,,,
1.87E-05,75,21,66,,,
1.79E-05,11,15,65,,,
1.82E-05,84,41,67,,,
1.71E-05,18,2,64,,,
1.83E-05,31,27,64,,,
1.82E-05,76,29,65,,,
1.73E-05,35,54,64,,,
1.71E-05,4,6,64,,,
1.82E-05,76,33,66,,,
1.72E-05,8,60,71,,,
1.78E-05,6,18,71,,,
1.76E-05,75,19,72,,,
1.78E-05,18,49,75,,,
1.80E-05,86,26,75,,,
1.69E-05,28,0,74,,,
1.88E-05,87,17,71,,,
1.78E-05,1,49,72,,,
1.80E-05,31,39,72,,,
1.77E-05,75,54,75,,,
1.79E-05,32,41,78,,,
1.73E-05,13,72,78,,,
1.80E-05,87,19,77,,,
1.75E-05,89,64,78,,,
2.21E-05,25,58,81,,,
1.84E-05,89,46,82,,,
1.77E-05,6,19,82,,,
1.79E-05,28,54,82,,,
1.80E-05,81,51,82,,,
1.77E-05,84,61,82,,,
1.74E-05,3,8,80,,,
1.76E-05,22,70,80,,,
1.76E-05,32,67,83,,,
2.80E-05,22,3,84,,,
1.76E-05,5,60,82,,,
1.73E-05,34,67,82,,,
1.78E-05,76,49,74,,,
2.44E-05,35,4,75,,,
1.79E-05,76,22,74,,,
1.74E-05,5,62,75,,,
1.84E-05,80,35,75,,,
1.87E-05,16,62,71,,,
1.78E-05,89,64,70,,,
1.74E-05,32,58,71,,,
1.79E-05,9,38,71,,,
1.72E-05,35,3,72,,,
1.73E-05,8,10,69,,,
1.73E-05,71,7,63,,,
1.82E-05,23,30,63,,,
1.80E-05,18,26,67,,,
3.60E-05,73,8,68,,,
1.88E-05,76,17,69,,,
3.11E-05,9,36,70,,,
2.22E-05,9,67,70,,,
1.82E-05,14,27,70,,,
1.78E-05,76,41,72,,,
2.73E-05,5,2,83,,,
1.85E-05,23,38,82,,,
1.72E-05,19,70,83,,,
1.76E-05,4,16,82,,,
1.78E-05,27,57,82,,,
1.84E-05,73,14,83,,,
1.77E-05,13,2,83,,,
1.83E-05,32,72,82,,,
1.86E-05,20,45,87,,,
2.15E-05,23,3,89,,,
1.86E-05,75,31,90,,,
1.72E-05,25,80,90,,,
1.71E-05,32,78,89,,,
1.74E-05,25,85,92,,,
1.78E-05,2,55,86,,,
1.71E-05,25,79,86,,,
1.77E-05,77,10,85,,,
1.77E-05,17,59,82,,,
1.84E-05,76,45,80,,,
1.80E-05,80,23,80,,,
1.76E-05,82,12,82,,,
1.84E-05,82,34,82,,,
1.80E-05,19,26,82,,,
1.74E-05,11,71,82,,,
1.68E-05,11,80,82,,,
2.14E-05,84,5,88,,,
1.90E-05,86,45,92,,,
1.81E-05,85,28,92,,,
1.73E-05,79,87,94,,,
1.71E-05,31,2,94,,,
1.85E-05,86,51,94,,,
1.70E-05,23,0,94,,,
1.83E-05,33,50,93,,,
1.80E-05,20,62,93,,,
1.72E-05,32,87,94,,,
1.95E-05,6,67,96,,,
1.71E-05,79,90,95,,,
1.87E-05,76,63,95,,,
1.96E-05,9,42,95,,,
1.94E-05,9,31,91,,,
2.05E-05,2,39,89,,,
1.73E-05,79,79,85,,,
1.73E-05,33,78,87,,,
1.83E-05,6,56,87,,,
1.89E-05,32,28,87,,,
1.75E-05,71,76,88,,,
1.69E-05,32,83,87,,,
1.82E-05,81,45,87,,,
1.76E-05,89,17,87,,,
1.70E-05,15,0,87,,,
1.83E-05,20,50,80,,,
1.75E-05,30,78,82,,,
2.24E-05,15,2,82,,,
2.14E-05,33,47,85,,,
2.53E-05,33,47,86,,,
1.83E-05,83,47,87,,,
1.72E-05,19,78,90,,,
1.90E-05,2,13,91,,,
2.10E-05,17,42,88,,,
1.91E-05,24,29,88,,,
1.98E-05,71,47,88,,,
1.83E-05,1,14,88,,,
1.77E-05,4,16,84,,,
1.72E-05,24,8,88,,,
1.81E-05,5,57,89,,,
1.82E-05,2,21,90,,,
1.75E-05,27,69,87,,,
1.71E-05,24,7,88,,,
1.80E-05,72,59,90,,,
1.85E-05,13,54,93,,,
1.68E-05,28,2,93,,,
1.89E-05,71,49,97,,,
1.80E-05,9,24,97,,,
1.70E-05,23,3,98,,,
1.85E-05,27,29,98,,,
1.81E-05,5,66,98,,,
1.72E-05,79,86,95,,,
1.73E-05,20,10,92,,,
1.72E-05,20,9,91,,,
1.69E-05,28,0,90,,,
1.75E-05,79,79,90,,,
1.71E-05,8,3,93,,,
1.75E-05,86,14,90,,,
1.72E-05,3,79,90,,,
1.76E-05,80,15,88,,,
2.14E-05,14,48,86,,,
1.73E-05,16,81,85,,,
1.71E-05,2,0,82,,,
1.96E-05,89,41,81,,,
2.04E-05,80,12,81,,,
1.81E-05,24,2,85,,,
2.09E-05,76,6,85,,,
1.97E-05,18,82,85,,,
1.87E-05,7,60,83,,,
1.96E-05,21,42,83,,,
3.31E-05,21,42,83,,,
1.94E-05,13,53,78,,,
1.71E-05,80,6,76,,,
1.79E-05,13,42,75,,,
1.76E-05,71,62,77,,,
2.32E-05,82,30,77,,,
1.81E-05,7,58,77,,,
1.77E-05,7,58,78,,,
1.78E-05,87,18,83,,,
1.78E-05,34,20,83,,,
1.86E-05,9,37,79,,,
1.84E-05,34,25,77,,,
1.74E-05,83,66,78,,,
1.82E-05,81,28,77,,,
1.71E-05,89,66,76,,,
1.85E-05,90,32,75,,,
1.79E-05,11,20,76,,,
1.85E-05,9,36,76,,,
1.80E-05,13,45,76,,,
1.75E-05,33,60,72,,,
2.11E-05,14,20,73,,,
2.03E-05,77,40,73,,,
1.83E-05,31,43,73,,,
1.81E-05,15,26,74,,,
1.77E-05,89,11,83,,,
1.87E-05,90,41,85,,,
1.89E-05,90,40,85,,,
1.76E-05,9,74,89,,,
1.81E-05,87,62,86,,,
1.75E-05,31,69,86,,,
1.75E-05,83,72,86,,,
1.75E-05,78,10,86,,,
1.89E-05,15,30,86,,,
1.83E-05,81,26,88,,,
1.75E-05,87,14,82,,,
1.69E-05,75,2,82,,,
1.77E-05,71,68,80,,,
1.85E-05,81,32,83,,,
1.75E-05,87,16,85,,,
1.80E-05,19,65,83,,,
2.04E-05,3,33,86,,,
1.85E-05,88,50,88,,,
1.73E-05,20,10,89,,,
1.88E-05,25,32,91,,,
1.81E-05,13,62,91,,,
1.93E-05,13,63,90,,,
1.80E-05,78,71,88,,,
1.77E-05,33,66,85,,,
1.87E-05,83,33,83,,,
1.80E-05,83,56,82,,,
5.92E-05,14,41,85,,,
1.85E-05,90,40,86,,,
1.76E-05,9,16,87,,,
1.76E-05,4,13,88,,,
2.10E-05,25,31,86,,,
1.98E-05,7,74,84,,,
2.04E-05,14,44,80,,,
1.75E-05,20,60,77,,,
1.80E-05,3,17,77,,,
1.76E-05,87,18,81,,,
1.76E-05,12,14,79,,,
1.97E-05,20,49,79,,,
1.74E-05,25,9,86,,,
7.65E-05,90,41,90,,,
1.80E-05,80,18,89,,,
1.80E-05,27,22,89,,,
1.76E-05,23,12,89,,,
1.80E-05,20,51,85,,,
1.81E-05,20,52,87,,,
1.77E-05,83,64,87,,,
1.78E-05,83,61,82,,,
1.79E-05,3,18,83,,,
1.75E-05,85,59,80,,,
1.95E-05,78,69,81,,,
2.54E-05,27,13,80,,,
1.78E-05,32,15,78,,,
1.81E-05,6,53,80,,,
1.77E-05,3,19,79,,,
1.68E-05,32,0,79,,,
1.71E-05,30,79,82,,,
1.75E-05,4,12,76,,,
1.72E-05,9,3,77,,,
1.80E-05,18,25,77,,,
1.76E-05,72,59,78,,,
2.04E-05,77,9,71,,,
1.86E-05,14,45,71,,,
1.75E-05,71,10,70,,,
1.73E-05,1,9,71,,,
1.84E-05,18,29,71,,,
2.26E-05,17,64,71,,,
2.10E-05,21,25,72,,,
2.01E-05,22,6,71,,,
1.79E-05,21,25,70,,,
1.81E-05,71,38,71,,,
1.75E-05,24,55,72,,,
1.97E-05,27,29,76,,,
1.84E-05,18,32,84,,,
1.82E-05,71,24,85,,,
1.71E-05,22,5,85,,,
1.92E-05,90,31,86,,,
1.78E-05,20,0,77,,,
1.93E-05,87,21,77,,,
1.90E-05,27,29,79,,,
1.85E-05,14,62,82,,,
1.81E-05,80,9,82,,,
1.85E-05,24,58,82,,,
2.10E-05,35,40,82,,,
1.75E-05,83,11,81,,,
