cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
2.00E-06,24,24,26,,,
1.90E-06,21,21,32,,,
2.10E-06,26,26,32,,,
2.40E-06,31,31,37,,,
7.00E-07,2,2,38,,,
5.00E-07,1,1,38,,,
2.40E-06,19,19,40,,,
8.00E-07,2,2,40,,,
8.00E-07,4,4,38,,,
3.10E-06,35,35,41,,,
8.00E-07,6,6,41,,,
1.90E-06,15,15,46,,,
1.50E-06,17,17,46,,,
4.00E-07,0,0,46,,,
1.50E-06,11,11,46,,,
1.40E-06,14,14,43,,,
2.60E-06,32,32,43,,,
2.60E-06,19,19,40,,,
1.70E-06,15,15,41,,,
1.30E-06,11,11,41,,,
6.00E-07,3,3,41,,,
6.00E-07,4,4,45,,,
3.10E-06,23,23,45,,,
1.20E-06,14,14,48,,,
1.00E-06,5,5,46,,,
3.60E-06,34,34,44,,,
8.00E-07,5,5,44,,,
1.30E-06,13,13,47,,,
1.10E-06,4,4,47,,,
1.60E-06,13,13,47,,,
1.30E-06,13,13,48,,,
1.60E-06,15,15,51,,,
5.00E-07,1,1,50,,,
1.40E-06,14,14,51,,,
1.40E-06,12,12,43,,,
2.50E-06,23,23,43,,,
2.00E-06,24,24,46,,,
4.00E-07,0,0,45,,,
9.00E-07,8,8,44,,,
1.10E-06,12,12,44,,,
1.80E-06,18,18,42,,,
1.90E-06,22,22,42,,,
2.30E-06,21,21,40,,,
1.00E-06,9,9,46,,,
1.90E-06,21,21,46,,,
3.90E-06,38,38,44,,,
1.00E-06,8,8,41,,,
3.00E-07,0,0,40,,,
3.20E-06,33,33,40,,,
1.00E-06,6,6,36,,,
2.00E-06,19,19,35,,,
2.10E-06,22,22,35,,,
1.90E-06,20,20,37,,,
8.00E-07,5,5,36,,,
8.00E-07,5,5,36,,,
2.60E-06,24,24,36,,,
1.00E-06,5,5,33,,,
2.30E-06,18,18,32,,,
2.20E-06,20,20,36,,,
8.00E-07,1,1,40,,,
3.50E-06,29,29,44,,,
2.00E-06,25,25,41,,,
1.50E-06,12,12,48,,,
1.20E-06,11,11,48,,,
