cas operacie,cislo,index prvku,dlzka zoznamu,,,
2.05E-05,78,45,123,,,
2.04E-05,79,62,124,,,
2.04E-05,83,55,124,,,
1.93E-05,82,30,123,,,
1.99E-05,87,78,123,,,
1.93E-05,71,89,123,,,
2.03E-05,72,62,120,,,
1.89E-05,86,98,121,,,
1.88E-05,84,73,121,,,
1.74E-05,87,4,122,,,
2.08E-05,86,29,124,,,
2.07E-05,81,62,120,,,
1.89E-05,87,38,121,,,
1.81E-05,71,17,121,,,
1.72E-05,72,2,121,,,
1.77E-05,75,103,120,,,
2.01E-05,83,71,125,,,
1.86E-05,80,112,124,,,
1.86E-05,81,118,124,,,
2.00E-05,90,76,126,,,
1.96E-05,78,104,123,,,
1.87E-05,73,86,124,,,
1.91E-05,72,44,124,,,
2.02E-05,73,63,123,,,
1.91E-05,85,71,126,,,
1.89E-05,87,42,122,,,
1.84E-05,90,25,122,,,
1.90E-05,79,38,121,,,
1.74E-05,86,4,120,,,
1.81E-05,88,102,120,,,
1.91E-05,78,46,118,,,
2.00E-05,81,99,112,,,
2.01E-05,71,24,112,,,
1.81E-05,89,91,116,,,
2.07E-05,89,59,117,,,
1.87E-05,76,33,117,,,
2.26E-05,84,55,113,,,
1.84E-05,90,104,116,,,
1.91E-05,79,31,116,,,
1.74E-05,75,4,115,,,
1.89E-05,77,71,116,,,
1.83E-05,88,85,115,,,
1.97E-05,87,46,109,,,
1.90E-05,89,64,109,,,
1.89E-05,87,66,109,,,
2.05E-05,80,42,106,,,
1.90E-05,76,58,109,,,
2.21E-05,84,45,110,,,
1.74E-05,72,2,110,,,
1.93E-05,85,44,110,,,
1.88E-05,72,38,110,,,
1.81E-05,81,87,109,,,
2.66E-05,72,46,109,,,
2.44E-05,87,71,114,,,
1.87E-05,83,71,113,,,
1.96E-05,81,62,104,,,
2.00E-05,72,50,102,,,
1.91E-05,77,51,101,,,
1.93E-05,86,65,98,,,
1.77E-05,83,85,97,,,
2.09E-05,74,86,95,,,
1.84E-05,84,17,98,,,
1.77E-05,86,11,98,,,
1.75E-05,80,7,98,,,
1.83E-05,81,25,98,,,
1.87E-05,78,38,98,,,
3.05E-05,80,15,97,,,
1.85E-05,89,31,97,,,
1.90E-05,79,51,97,,,
1.74E-05,84,87,95,,,
1.75E-05,79,89,95,,,
1.74E-05,71,89,92,,,
1.78E-05,74,11,96,,,
1.82E-05,84,67,97,,,
1.95E-05,80,71,92,,,
2.25E-05,73,63,92,,,
2.30E-05,82,58,93,,,
1.81E-05,87,64,90,,,
2.16E-05,81,5,85,,,
1.91E-05,90,39,88,,,
1.83E-05,89,69,89,,,
1.88E-05,85,46,91,,,
1.92E-05,75,24,89,,,
1.79E-05,83,75,92,,,
1.79E-05,89,16,93,,,
1.84E-05,86,31,90,,,
1.96E-05,72,42,92,,,
1.75E-05,84,10,93,,,
1.99E-05,82,36,94,,,
3.53E-05,75,74,97,,,
1.79E-05,88,79,101,,,
2.61E-05,80,47,104,,,
1.88E-05,83,40,105,,,
1.81E-05,81,19,102,,,
1.87E-05,75,67,103,,,
2.32E-05,74,53,103,,,
1.87E-05,84,63,103,,,
2.24E-05,88,7,105,,,
1.73E-05,78,2,105,,,
2.24E-05,75,33,105,,,
2.35E-05,73,23,106,,,
2.04E-05,80,30,108,,,
1.88E-05,90,64,109,,,
1.74E-05,84,103,109,,,
1.77E-05,89,94,109,,,
5.65E-05,88,95,110,,,
1.96E-05,81,18,110,,,
1.80E-05,85,16,105,,,
1.90E-05,71,26,106,,,
1.83E-05,82,19,105,,,
1.83E-05,88,21,105,,,
2.19E-05,81,66,105,,,
1.82E-05,89,22,104,,,
1.81E-05,82,88,104,,,
1.79E-05,73,15,105,,,
2.31E-05,77,84,102,,,
1.87E-05,80,95,100,,,
2.56E-05,71,97,100,,,
3.70E-05,80,56,100,,,
2.81E-05,79,19,99,,,
2.05E-05,86,8,99,,,
2.69E-05,71,18,100,,,
2.60E-05,79,6,100,,,
3.16E-05,86,56,100,,,
2.58E-05,72,58,100,,,
2.52E-05,86,52,99,,,
1.90E-05,89,81,98,,,
2.12E-05,75,31,96,,,
1.71E-05,81,94,96,,,
2.29E-05,72,72,99,,,
1.80E-05,83,86,102,,,
1.90E-05,83,52,103,,,
2.30E-05,89,80,102,,,
1.78E-05,88,83,96,,,
1.79E-05,84,70,93,,,
2.07E-05,81,93,96,,,
1.99E-05,88,89,96,,,
1.84E-05,84,13,95,,,
1.81E-05,85,65,93,,,
1.84E-05,76,58,93,,,
1.80E-05,86,64,84,,,
1.87E-05,78,29,86,,,
1.85E-05,73,48,83,,,
1.78E-05,73,7,84,,,
1.82E-05,87,21,78,,,
2.61E-05,73,4,79,,,
1.90E-05,73,25,79,,,
1.77E-05,87,3,74,,,
1.90E-05,82,42,75,,,
1.87E-05,77,49,79,,,
1.91E-05,90,23,78,,,
1.79E-05,80,66,70,,,
1.72E-05,90,67,70,,,
1.86E-05,90,43,71,,,
1.82E-05,72,43,71,,,
1.80E-05,79,57,70,,,
1.83E-05,80,37,70,,,
1.75E-05,81,1,70,,,
1.87E-05,80,49,69,,,
1.80E-05,86,54,71,,,
2.03E-05,86,55,70,,,
1.86E-05,84,27,72,,,
1.75E-05,79,70,74,,,
1.77E-05,87,1,78,,,
1.81E-05,90,51,76,,,
2.27E-05,83,1,73,,,
1.90E-05,82,26,72,,,
1.87E-05,87,28,70,,,
1.88E-05,72,30,69,,,
1.76E-05,82,63,70,,,
1.84E-05,79,39,77,,,
1.75E-05,88,68,72,,,
1.74E-05,85,5,72,,,
1.88E-05,84,35,73,,,
1.80E-05,82,52,73,,,
1.75E-05,75,64,75,,,
1.73E-05,78,2,74,,,
1.87E-05,74,29,75,,,
2.29E-05,81,12,74,,,
1.84E-05,88,47,72,,,
1.79E-05,79,51,71,,,
1.88E-05,88,45,73,,,
1.89E-05,74,53,73,,,
1.77E-05,80,73,76,,,
1.81E-05,81,55,78,,,
1.84E-05,87,26,77,,,
1.86E-05,73,32,76,,,
1.97E-05,88,59,75,,,
1.85E-05,77,22,77,,,
1.88E-05,85,37,76,,,
2.15E-05,82,0,76,,,
1.95E-05,74,33,76,,,
1.82E-05,84,53,76,,,
1.77E-05,87,69,78,,,
1.75E-05,82,70,79,,,
1.81E-05,79,17,75,,,
2.02E-05,74,52,74,,,
1.78E-05,77,65,74,,,
1.85E-05,84,46,75,,,
1.74E-05,73,73,75,,,
1.71E-05,77,71,76,,,
2.68E-05,82,17,76,,,
1.87E-05,80,54,74,,,
2.32E-05,88,48,73,,,
1.85E-05,78,63,73,,,
1.89E-05,83,67,74,,,
1.87E-05,75,64,76,,,
2.87E-05,74,66,81,,,
2.82E-05,82,20,80,,,
1.94E-05,90,50,81,,,
1.81E-05,73,78,80,,,
1.84E-05,84,80,84,,,
1.94E-05,77,22,83,,,
3.51E-05,78,72,84,,,
2.98E-05,76,63,84,,,
2.18E-05,78,72,83,,,
1.85E-05,71,4,82,,,
1.97E-05,71,39,83,,,
2.26E-05,79,13,83,,,
2.71E-05,81,31,83,,,
1.89E-05,80,60,92,,,
1.74E-05,72,94,96,,,
1.87E-05,78,52,97,,,
4.03E-05,79,48,100,,,
1.88E-05,82,17,101,,,
1.81E-05,77,83,99,,,
1.79E-05,74,16,98,,,
1.90E-05,83,40,97,,,
1.86E-05,85,29,97,,,
2.00E-05,84,45,95,,,
1.78E-05,75,13,95,,,
1.89E-05,71,28,96,,,
1.73E-05,76,1,96,,,
1.75E-05,85,92,97,,,
1.89E-05,75,81,95,,,
1.75E-05,75,83,92,,,
1.74E-05,77,5,91,,,
1.81E-05,85,54,84,,,
1.81E-05,78,59,84,,,
1.74E-05,84,82,86,,,
1.86E-05,86,48,86,,,
1.82E-05,90,61,85,,,
1.83E-05,75,24,84,,,
1.91E-05,75,39,84,,,
2.29E-05,86,56,86,,,
1.77E-05,71,69,86,,,
1.74E-05,73,0,83,,,
1.84E-05,90,54,86,,,
1.84E-05,75,44,76,,,
1.88E-05,82,34,75,,,
1.75E-05,73,68,75,,,
1.77E-05,80,60,75,,,
2.38E-05,86,44,74,,,
1.89E-05,71,7,75,,,
1.88E-05,79,34,75,,,
1.88E-05,76,35,83,,,
1.82E-05,86,21,70,,,
1.77E-05,77,57,70,,,
1.75E-05,73,10,70,,,
1.79E-05,90,19,70,,,
1.77E-05,76,61,70,,,
1.77E-05,81,7,70,,,
1.89E-05,77,35,67,,,
1.75E-05,73,56,67,,,
1.74E-05,90,3,61,,,
1.74E-05,80,51,61,,,
1.83E-05,85,34,63,,,
1.81E-05,74,37,62,,,
1.81E-05,75,14,65,,,
1.79E-05,82,17,65,,,
1.79E-05,79,49,67,,,
1.78E-05,72,60,73,,,
1.85E-05,74,26,73,,,
1.74E-05,78,5,74,,,
1.86E-05,80,42,78,,,
1.83E-05,84,49,77,,,
1.88E-05,72,54,79,,,
1.94E-05,73,22,78,,,
1.81E-05,83,22,78,,,
1.88E-05,71,35,78,,,
1.81E-05,80,21,78,,,
2.21E-05,88,13,81,,,
1.85E-05,75,75,80,,,
2.48E-05,90,1,76,,,
3.74E-05,88,67,76,,,
3.30E-05,74,22,76,,,
1.84E-05,82,51,78,,,
1.73E-05,90,76,79,,,
1.88E-05,81,44,83,,,
1.84E-05,73,66,87,,,
1.79E-05,79,19,87,,,
1.90E-05,72,71,85,,,
1.77E-05,75,12,81,,,
1.83E-05,88,73,80,,,
1.80E-05,80,2,81,,,
1.89E-05,80,43,81,,,
1.78E-05,85,75,82,,,
1.85E-05,90,29,82,,,
1.82E-05,80,23,80,,,
1.86E-05,82,46,84,,,
1.83E-05,83,46,84,,,
1.90E-05,78,42,84,,,
1.84E-05,75,42,84,,,
1.76E-05,82,9,84,,,
1.78E-05,80,68,84,,,
2.50E-05,90,66,85,,,
1.75E-05,86,75,85,,,
1.78E-05,73,75,87,,,
1.86E-05,88,70,91,,,
1.76E-05,85,2,91,,,
1.78E-05,79,68,89,,,
2.15E-05,77,19,91,,,
1.90E-05,89,36,89,,,
1.72E-05,90,83,85,,,
1.77E-05,77,11,87,,,
1.73E-05,86,0,89,,,
2.07E-05,81,46,88,,,
1.73E-05,72,74,83,,,
1.77E-05,79,68,84,,,
2.19E-05,79,68,79,,,
1.79E-05,77,15,79,,,
1.82E-05,76,47,76,,,
1.74E-05,87,4,77,,,
1.97E-05,73,42,79,,,
1.82E-05,82,18,81,,,
1.83E-05,73,33,81,,,
2.32E-05,83,63,76,,,
3.41E-05,86,10,78,,,
1.87E-05,79,30,71,,,
1.79E-05,72,10,69,,,
1.80E-05,78,47,68,,,
1.75E-05,85,7,67,,,
2.21E-05,82,4,70,,,
1.76E-05,88,61,71,,,
1.81E-05,86,21,72,,,
1.79E-05,81,49,73,,,
1.76E-05,75,58,73,,,
1.85E-05,77,52,73,,,
1.86E-05,80,31,76,,,
1.89E-05,84,16,71,,,
1.85E-05,87,26,71,,,
1.78E-05,79,14,73,,,
9.75E-05,79,13,73,,,
2.89E-05,72,35,75,,,
2.24E-05,85,39,73,,,
1.82E-05,71,9,72,,,
1.83E-05,90,14,75,,,
1.81E-05,86,52,73,,,
2.45E-05,77,75,77,,,
1.78E-05,81,13,78,,,
1.78E-05,72,16,77,,,
1.79E-05,90,13,77,,,
1.84E-05,88,24,76,,,
1.79E-05,76,16,76,,,
2.02E-05,80,39,85,,,
1.99E-05,77,75,87,,,
1.89E-05,73,12,89,,,
1.99E-05,75,38,90,,,
1.96E-05,82,38,90,,,
1.95E-05,80,22,90,,,
2.01E-05,81,41,88,,,
1.83E-05,77,3,87,,,
1.86E-05,78,76,86,,,
1.97E-05,83,30,85,,,
2.23E-05,71,31,83,,,
1.87E-05,71,27,88,,,
1.84E-05,88,61,88,,,
1.82E-05,77,25,88,,,
2.26E-05,74,74,94,,,
1.82E-05,73,65,93,,,
1.81E-05,88,17,93,,,
2.18E-05,71,10,92,,,
1.86E-05,79,82,91,,,
1.90E-05,75,27,95,,,
1.95E-05,83,57,95,,,
1.71E-05,74,1,95,,,
1.78E-05,83,75,94,,,
1.99E-05,87,59,94,,,
1.74E-05,89,2,87,,,
1.71E-05,87,1,86,,,
2.39E-05,71,56,87,,,
1.90E-05,73,84,87,,,
1.79E-05,76,70,92,,,
2.04E-05,83,33,89,,,
2.42E-05,77,76,90,,,
1.80E-05,85,71,91,,,
1.92E-05,72,38,90,,,
1.89E-05,71,11,90,,,
1.84E-05,90,24,93,,,
1.80E-05,76,76,92,,,
1.74E-05,72,4,94,,,
1.88E-05,76,84,101,,,
1.95E-05,72,49,100,,,
1.87E-05,85,32,102,,,
1.82E-05,74,18,103,,,
2.10E-05,74,70,106,,,
2.19E-05,72,28,108,,,
1.92E-05,76,80,112,,,
1.85E-05,90,12,113,,,
2.66E-05,81,72,113,,,
2.28E-05,72,16,120,,,
2.87E-05,78,38,118,,,
2.73E-05,75,22,118,,,
3.18E-05,81,21,116,,,
2.59E-05,79,23,114,,,
1.99E-05,73,59,113,,,
1.99E-05,87,57,116,,,
1.79E-05,72,107,118,,,
1.84E-05,77,99,121,,,
1.85E-05,71,30,120,,,
1.77E-05,77,13,119,,,
1.90E-05,88,40,120,,,
1.99E-05,78,53,124,,,
1.83E-05,83,25,123,,,
1.95E-05,80,57,123,,,
1.84E-05,84,87,126,,,
1.82E-05,85,25,125,,,
2.38E-05,74,41,127,,,
1.78E-05,84,109,127,,,
1.85E-05,74,98,128,,,
1.86E-05,88,92,129,,,
1.91E-05,90,77,129,,,
1.89E-05,78,42,128,,,
1.90E-05,82,43,128,,,
2.00E-05,77,58,127,,,
1.75E-05,74,2,123,,,
2.25E-05,83,46,122,,,
1.99E-05,79,39,125,,,
1.86E-05,84,33,118,,,
1.83E-05,78,91,116,,,
2.34E-05,80,14,116,,,
1.79E-05,84,9,111,,,
1.92E-05,78,46,108,,,
1.75E-05,73,7,109,,,
1.83E-05,90,77,109,,,
2.46E-05,88,97,111,,,
2.00E-05,85,23,114,,,
8.86E-05,89,98,114,,,
1.75E-05,90,104,112,,,
1.72E-05,79,4,112,,,
1.99E-05,83,54,111,,,
2.43E-05,87,20,105,,,
1.88E-05,86,38,106,,,
1.93E-05,81,42,101,,,
1.91E-05,87,24,99,,,
1.93E-05,90,61,105,,,
1.91E-05,85,35,105,,,
1.85E-05,75,64,106,,,
2.37E-05,73,29,103,,,
1.87E-05,83,69,102,,,
1.89E-05,87,67,106,,,
1.94E-05,76,14,111,,,
1.91E-05,71,93,114,,,
2.36E-05,85,28,117,,,
1.88E-05,75,34,113,,,
1.77E-05,74,91,111,,,
1.85E-05,86,12,120,,,
1.76E-05,89,116,120,,,
2.03E-05,75,48,120,,,
1.93E-05,72,72,121,,,
1.88E-05,74,74,120,,,
1.89E-05,78,68,119,,,
1.87E-05,81,28,119,,,
1.96E-05,88,57,121,,,
2.23E-05,71,12,120,,,
1.84E-05,84,29,122,,,
1.74E-05,71,117,121,,,
3.22E-05,86,90,121,,,
1.78E-05,79,12,120,,,
1.95E-05,74,54,115,,,
1.82E-05,74,27,117,,,
1.74E-05,79,107,117,,,
2.23E-05,83,61,119,,,
1.95E-05,72,80,114,,,
1.85E-05,79,8,114,,,
1.99E-05,89,59,114,,,
8.76E-05,77,101,114,,,
1.83E-05,84,0,112,,,
1.93E-05,85,93,115,,,
2.46E-05,76,72,115,,,
1.89E-05,86,90,115,,,
2.22E-05,76,44,111,,,
3.27E-05,88,71,111,,,
1.88E-05,90,2,111,,,
1.83E-05,82,21,111,,,
1.88E-05,86,67,107,,,
1.87E-05,77,35,107,,,
1.74E-05,82,1,111,,,
1.78E-05,76,100,115,,,
1.86E-05,80,32,113,,,
1.91E-05,80,45,116,,,
1.84E-05,87,22,118,,,
1.82E-05,85,26,118,,,
1.75E-05,71,4,119,,,
1.85E-05,76,82,118,,,
1.73E-05,88,5,116,,,
1.78E-05,77,102,114,,,
1.90E-05,88,28,116,,,
1.88E-05,79,65,117,,,
1.88E-05,77,34,120,,,
1.93E-05,85,43,118,,,
1.94E-05,82,29,119,,,
1.75E-05,83,11,117,,,
1.74E-05,76,0,116,,,
5.65E-05,82,41,113,,,
1.90E-05,88,41,109,,,
1.73E-05,76,2,109,,,
1.76E-05,78,9,109,,,
1.77E-05,86,106,111,,,
1.73E-05,87,109,111,,,
1.89E-05,86,36,111,,,
1.96E-05,71,45,110,,,
1.81E-05,88,87,114,,,
2.37E-05,90,26,115,,,
1.81E-05,89,97,120,,,
2.72E-05,86,21,118,,,
1.75E-05,78,115,118,,,
1.92E-05,72,38,120,,,
2.27E-05,81,37,119,,,
1.93E-05,73,48,121,,,
3.42E-05,77,10,121,,,
1.93E-05,71,29,119,,,
1.87E-05,72,84,121,,,
1.95E-05,90,37,114,,,
1.87E-05,79,27,111,,,
1.86E-05,76,31,111,,,
7.17E-05,82,38,110,,,
1.74E-05,88,8,115,,,
1.76E-05,75,11,115,,,
2.68E-05,73,58,116,,,
1.76E-05,88,109,120,,,
2.06E-05,81,34,117,,,
1.87E-05,80,79,123,,,
1.88E-05,85,33,121,,,
1.83E-05,71,94,121,,,
1.72E-05,80,0,119,,,
1.82E-05,76,16,119,,,
1.96E-05,76,47,118,,,
1.94E-05,73,51,118,,,
2.46E-05,76,37,118,,,
1.75E-05,89,6,116,,,
1.86E-05,90,68,116,,,
1.78E-05,81,15,114,,,
1.80E-05,73,107,114,,,
1.84E-05,81,30,113,,,
1.85E-05,89,73,113,,,
1.84E-05,80,73,110,,,
1.83E-05,83,97,116,,,
1.85E-05,79,85,124,,,
1.76E-05,72,111,119,,,
1.81E-05,79,98,119,,,
2.95E-05,73,79,117,,,
2.57E-05,86,22,117,,,
1.90E-05,84,38,118,,,
1.81E-05,73,95,121,,,
1.95E-05,80,52,119,,,
1.75E-05,87,112,114,,,
1.87E-05,86,78,115,,,
1.89E-05,87,42,115,,,
1.78E-05,90,105,123,,,
1.75E-05,82,118,122,,,
1.87E-05,71,38,117,,,
1.91E-05,88,36,114,,,
2.02E-05,76,24,116,,,
1.93E-05,82,59,115,,,
1.74E-05,75,108,115,,,
2.05E-05,79,58,120,,,
1.90E-05,88,39,122,,,
1.89E-05,89,68,123,,,
2.07E-05,75,54,120,,,
2.19E-05,85,38,118,,,
1.91E-05,88,109,118,,,
2.48E-05,76,68,117,,,
2.77E-05,79,63,116,,,
1.93E-05,72,58,116,,,
1.74E-05,81,111,116,,,
1.77E-05,80,105,116,,,
1.92E-05,84,43,116,,,
1.89E-05,87,47,115,,,
0.0001006,81,31,118,,,
6.65E-05,79,66,119,,,
1.85E-05,90,20,118,,,
1.94E-05,87,60,119,,,
1.85E-05,74,27,117,,,
1.83E-05,72,22,116,,,
2.34E-05,81,73,119,,,
1.90E-05,73,31,118,,,
2.13E-05,82,116,120,,,
1.74E-05,76,2,125,,,
1.93E-05,71,44,125,,,
1.97E-05,75,54,127,,,
2.02E-05,77,60,123,,,
2.03E-05,73,46,122,,,
1.83E-05,78,93,120,,,
1.84E-05,84,28,121,,,
3.10E-05,80,111,122,,,
2.00E-05,90,14,124,,,
1.80E-05,84,106,124,,,
2.43E-05,74,42,126,,,
2.04E-05,72,87,125,,,
2.04E-05,72,47,125,,,
1.76E-05,82,115,120,,,
1.97E-05,84,55,120,,,
1.99E-05,86,90,124,,,
2.19E-05,86,57,124,,,
1.90E-05,79,42,125,,,
1.82E-05,81,114,125,,,
1.94E-05,72,119,125,,,
1.93E-05,79,54,125,,,
1.88E-05,73,35,125,,,
1.84E-05,72,27,121,,,
1.99E-05,77,48,123,,,
1.87E-05,78,37,125,,,
1.93E-05,82,28,128,,,
1.99E-05,78,32,126,,,
1.91E-05,80,106,127,,,
2.03E-05,78,64,127,,,
2.86E-05,76,119,128,,,
2.04E-05,73,85,126,,,
1.77E-05,84,119,122,,,
1.83E-05,75,33,122,,,
1.94E-05,71,46,118,,,
1.81E-05,85,98,118,,,
1.87E-05,73,75,119,,,
1.92E-05,85,65,121,,,
2.00E-05,76,106,121,,,
2.18E-05,85,69,123,,,
1.92E-05,89,38,124,,,
1.79E-05,76,114,122,,,
1.81E-05,75,95,122,,,
1.79E-05,81,99,120,,,
1.83E-05,87,14,121,,,
1.81E-05,75,97,120,,,
2.42E-05,71,35,117,,,
1.88E-05,78,72,117,,,
1.74E-05,82,106,117,,,
2.76E-05,90,88,115,,,
1.85E-05,79,66,115,,,
1.97E-05,88,48,116,,,
1.92E-05,80,47,118,,,
2.13E-05,75,2,117,,,
1.80E-05,87,97,117,,,
1.75E-05,76,2,118,,,
1.75E-05,75,3,108,,,
1.82E-05,78,78,104,,,
1.88E-05,88,65,105,,,
1.83E-05,84,69,103,,,
2.76E-05,72,4,104,,,
2.13E-05,89,36,102,,,
1.91E-05,76,80,103,,,
1.83E-05,80,96,103,,,
1.78E-05,90,79,98,,,
1.76E-05,86,81,97,,,
1.79E-05,88,12,99,,,
1.77E-05,90,87,102,,,
2.79E-05,80,56,101,,,
2.03E-05,85,84,105,,,
1.98E-05,74,63,105,,,
1.85E-05,74,33,105,,,
1.86E-05,85,89,104,,,
1.83E-05,82,24,103,,,
2.46E-05,72,49,98,,,
1.73E-05,83,2,96,,,
1.81E-05,84,64,99,,,
2.08E-05,74,60,100,,,
2.12E-05,88,33,98,,,
1.81E-05,72,16,97,,,
1.87E-05,75,42,98,,,
1.85E-05,90,63,90,,,
1.92E-05,90,65,91,,,
1.89E-05,79,37,96,,,
1.76E-05,76,7,96,,,
1.72E-05,88,0,97,,,
1.92E-05,90,65,96,,,
1.83E-05,78,22,96,,,
2.20E-05,84,41,96,,,
1.90E-05,71,95,98,,,
1.78E-05,76,17,95,,,
1.78E-05,88,13,96,,,
2.58E-05,73,62,94,,,
1.87E-05,77,80,95,,,
1.92E-05,85,27,95,,,
1.90E-05,73,63,94,,,
1.82E-05,87,90,92,,,
1.93E-05,72,28,95,,,
3.07E-05,83,47,95,,,
1.91E-05,78,20,94,,,
1.82E-05,74,4,91,,,
1.83E-05,72,3,91,,,
1.82E-05,73,0,86,,,
2.36E-05,73,45,85,,,
1.93E-05,86,21,84,,,
1.85E-05,79,84,92,,,
2.10E-05,81,24,90,,,
1.80E-05,88,88,90,,,
2.05E-05,86,50,91,,,
1.92E-05,76,65,91,,,
1.83E-05,78,62,92,,,
1.88E-05,90,60,89,,,
1.86E-05,81,24,91,,,
2.06E-05,73,58,90,,,
2.05E-05,83,19,91,,,
1.86E-05,72,52,90,,,
2.26E-05,86,22,89,,,
1.83E-05,81,56,88,,,
1.79E-05,76,74,87,,,
2.22E-05,80,81,90,,,
1.78E-05,88,7,89,,,
2.05E-05,80,61,88,,,
1.80E-05,77,68,88,,,
1.83E-05,84,22,87,,,
3.88E-05,82,38,85,,,
2.47E-05,85,34,84,,,
2.38E-05,75,56,84,,,
2.55E-05,83,81,85,,,
1.97E-05,72,33,84,,,
2.01E-05,88,11,87,,,
1.97E-05,79,71,86,,,
1.88E-05,78,16,85,,,
1.97E-05,88,37,84,,,
1.87E-05,79,68,81,,,
1.83E-05,81,77,80,,,
1.85E-05,89,74,77,,,
2.02E-05,72,46,81,,,
1.87E-05,78,59,81,,,
2.44E-05,84,49,79,,,
1.82E-05,79,2,80,,,
1.90E-05,71,27,79,,,
1.93E-05,88,20,80,,,
1.81E-05,74,5,79,,,
1.81E-05,90,3,79,,,
1.89E-05,85,18,84,,,
3.68E-05,89,29,81,,,
2.20E-05,80,54,81,,,
1.80E-05,76,14,78,,,
1.74E-05,77,7,79,,,
1.73E-05,82,2,82,,,
1.81E-05,73,72,82,,,
2.41E-05,83,31,83,,,
1.86E-05,71,27,82,,,
1.81E-05,72,15,81,,,
1.82E-05,76,62,81,,,
1.78E-05,84,12,82,,,
1.85E-05,76,47,83,,,
1.76E-05,75,67,81,,,
1.82E-05,73,56,78,,,
1.80E-05,85,5,80,,,
1.80E-05,86,53,80,,,
1.83E-05,82,28,85,,,
1.92E-05,72,31,83,,,
2.00E-05,88,16,84,,,
2.79E-05,76,72,85,,,
3.34E-05,87,20,82,,,
1.97E-05,73,41,83,,,
1.95E-05,77,30,84,,,
1.94E-05,72,53,85,,,
1.93E-05,73,29,83,,,
2.94E-05,77,66,81,,,
2.24E-05,77,18,78,,,
1.93E-05,80,14,80,,,
2.13E-05,89,40,81,,,
1.89E-05,85,66,79,,,
2.69E-05,84,34,81,,,
2.55E-05,90,31,80,,,
1.96E-05,89,63,81,,,
1.86E-05,77,30,81,,,
1.90E-05,79,34,78,,,
1.74E-05,71,5,70,,,
3.71E-05,86,55,69,,,
1.84E-05,74,62,72,,,
1.96E-05,86,49,71,,,
1.93E-05,75,23,69,,,
2.69E-05,72,49,70,,,
3.99E-05,75,52,71,,,
2.18E-05,76,31,71,,,
1.95E-05,84,42,70,,,
2.64E-05,81,26,69,,,
1.88E-05,77,45,67,,,
2.34E-05,75,17,66,,,
1.79E-05,86,49,64,,,
1.71E-05,85,0,65,,,
2.05E-05,87,43,63,,,
1.81E-05,89,4,63,,,
1.72E-05,76,1,64,,,
1.75E-05,83,56,65,,,
1.86E-05,82,28,65,,,
1.73E-05,83,64,67,,,
1.85E-05,84,23,68,,,
1.82E-05,88,41,69,,,
1.71E-05,87,0,71,,,
1.79E-05,76,14,71,,,
2.33E-05,89,67,72,,,
1.90E-05,86,31,71,,,
1.79E-05,86,52,70,,,
2.40E-05,75,33,70,,,
1.87E-05,89,32,69,,,
1.83E-05,76,43,71,,,
1.84E-05,85,14,73,,,
1.80E-05,76,9,70,,,
1.90E-05,83,28,70,,,
1.80E-05,75,50,70,,,
1.77E-05,89,9,72,,,
1.75E-05,81,0,72,,,
1.82E-05,85,23,72,,,
1.74E-05,79,75,78,,,
2.46E-05,86,46,78,,,
1.75E-05,76,66,76,,,
1.78E-05,78,61,77,,,
1.86E-05,78,37,75,,,
1.82E-05,82,23,76,,,
1.81E-05,81,50,78,,,
1.79E-05,75,54,77,,,
1.77E-05,82,11,83,,,
1.75E-05,84,3,82,,,
1.80E-05,71,14,82,,,
1.92E-05,80,39,82,,,
1.87E-05,80,38,83,,,
1.87E-05,86,37,82,,,
1.86E-05,84,44,84,,,
1.90E-05,90,41,83,,,
1.79E-05,73,16,83,,,
1.83E-05,76,25,78,,,
1.77E-05,74,10,77,,,
1.83E-05,86,46,77,,,
1.76E-05,78,64,73,,,
1.73E-05,73,71,75,,,
1.83E-05,90,28,75,,,
1.86E-05,80,35,72,,,
1.81E-05,82,47,72,,,
1.81E-05,79,54,68,,,
1.81E-05,85,19,65,,,
1.85E-05,88,30,65,,,
1.86E-05,86,64,69,,,
1.79E-05,89,19,78,,,
2.02E-05,74,49,83,,,
1.87E-05,90,49,83,,,
1.93E-05,80,39,83,,,
1.81E-05,76,56,83,,,
2.50E-05,77,9,83,,,
2.09E-05,89,31,83,,,
2.11E-05,79,38,83,,,
1.74E-05,72,3,84,,,
1.86E-05,82,34,84,,,
1.86E-05,74,32,82,,,
1.83E-05,84,49,83,,,
1.95E-05,76,51,89,,,
1.96E-05,76,19,89,,,
1.89E-05,83,45,87,,,
1.84E-05,80,23,83,,,
2.52E-05,80,6,80,,,
1.80E-05,72,54,79,,,
1.84E-05,81,25,82,,,
1.82E-05,80,28,83,,,
1.87E-05,81,38,84,,,
1.76E-05,79,76,84,,,
2.74E-05,90,61,87,,,
2.27E-05,71,71,87,,,
1.78E-05,89,10,88,,,
1.88E-05,82,31,87,,,
1.81E-05,81,59,87,,,
1.91E-05,84,43,88,,,
1.86E-05,80,26,93,,,
1.72E-05,79,2,96,,,
1.93E-05,74,28,92,,,
1.80E-05,81,76,93,,,
1.75E-05,84,78,85,,,
1.92E-05,79,36,88,,,
1.77E-05,78,74,85,,,
2.36E-05,88,23,86,,,
1.78E-05,74,5,88,,,
1.82E-05,83,18,81,,,
2.07E-05,78,57,81,,,
1.86E-05,82,20,88,,,
