cas operacie,index prvku,dlzka zoznamu,,
1.88E-05,15,51,,
1.84E-05,36,50,,
1.82E-05,43,49,,
1.84E-05,46,53,,
1.84E-05,34,58,,
1.89E-05,28,57,,
2.10E-05,14,58,,
2.92E-05,8,59,,
1.76E-05,53,54,,
1.97E-05,21,64,,
2.54E-05,12,64,,
1.83E-05,52,63,,
1.99E-05,29,66,,
1.81E-05,59,71,,
1.89E-05,40,70,,
1.87E-05,46,70,,
1.94E-05,35,79,,
2.08E-05,49,78,,
1.82E-05,61,73,,
2.27E-05,15,74,,
2.77E-05,57,80,,
1.02E-05,0,78,,
2.03E-05,46,75,,
2.59E-05,45,72,,
1.95E-05,39,73,,
1.82E-05,58,74,,
2.13E-05,37,71,,
1.92E-05,61,70,,
1.80E-05,66,70,,
1.85E-05,56,69,,
2.85E-05,21,68,,
1.89E-05,37,68,,
1.78E-05,63,67,,
2.07E-05,9,69,,
2.09E-05,43,69,,
1.84E-05,55,71,,
1.99E-05,40,73,,
2.12E-05,37,71,,
3.32E-05,65,70,,
1.87E-05,69,74,,
2.60E-05,39,77,,
1.84E-05,73,82,,
1.04E-05,0,81,,
1.89E-05,48,82,,
1.87E-05,53,82,,
1.90E-05,47,81,,
1.84E-05,52,80,,
1.94E-05,64,81,,
2.21E-05,48,85,,
2.02E-05,62,84,,
2.03E-05,40,87,,
1.95E-05,67,84,,
2.13E-05,25,84,,
1.95E-05,68,84,,
3.51E-05,34,83,,
2.03E-05,33,82,,
1.88E-05,60,82,,
1.84E-05,63,80,,
1.95E-05,38,80,,
1.95E-05,44,77,,
1.95E-05,35,76,,
1.83E-05,68,75,,
1.87E-05,10,74,,
1.86E-05,57,75,,
1.89E-05,18,76,,
2.14E-05,18,73,,
1.81E-05,64,72,,
2.11E-05,22,72,,
2.09E-05,7,74,,
1.93E-05,41,71,,
1.87E-05,47,70,,
1.85E-05,56,70,,
1.01E-05,0,70,,
2.17E-05,16,72,,
2.00E-05,20,71,,
1.90E-05,67,72,,
1.90E-05,14,71,,
1.98E-05,65,72,,
1.90E-05,40,70,,
1.88E-05,23,70,,
1.84E-05,44,68,,
1.84E-05,44,67,,
0.000301,56,65,,
1.83E-05,47,64,,
1.81E-05,11,64,,
1.81E-05,4,66,,
1.87E-05,56,62,,
1.84E-05,39,63,,
1.84E-05,13,63,,
1.79E-05,7,65,,
1.89E-05,20,64,,
1.79E-05,59,63,,
2.60E-05,20,64,,
1.93E-05,30,63,,
1.89E-05,41,65,,
1.83E-05,9,66,,
1.89E-05,34,64,,
1.86E-05,18,64,,
1.86E-05,20,63,,
2.15E-05,28,59,,
1.85E-05,16,61,,
1.91E-05,26,60,,
1.89E-05,44,56,,
1.86E-05,50,60,,
1.88E-05,20,59,,
1.86E-05,34,60,,
3.41E-05,37,69,,
2.06E-05,1,66,,
1.93E-05,55,64,,
2.02E-05,38,65,,
1.92E-05,15,65,,
1.95E-05,46,68,,
2.81E-05,39,69,,
1.94E-05,51,65,,
1.81E-05,55,63,,
1.86E-05,43,61,,
1.82E-05,7,58,,
1.83E-05,13,57,,
1.88E-05,22,54,,
2.06E-05,45,59,,
1.81E-05,3,57,,
1.87E-05,20,55,,
1.81E-05,43,53,,
1.80E-05,43,52,,
1.77E-05,3,50,,
1.85E-05,36,54,,
1.96E-05,28,50,,
1.88E-05,5,54,,
2.25E-05,10,54,,
2.04E-05,18,55,,
1.91E-05,45,54,,
1.92E-05,39,53,,
2.63E-05,24,47,,
2.44E-05,37,46,,
1.06E-05,0,47,,
1.87E-05,23,48,,
1.81E-05,8,46,,
1.81E-05,3,50,,
3.22E-05,29,49,,
2.98E-05,7,48,,
1.88E-05,8,49,,
1.86E-05,19,48,,
1.87E-05,25,48,,
1.77E-05,1,51,,
3.22E-05,28,53,,
1.98E-05,11,51,,
1.92E-05,34,50,,
1.89E-05,41,49,,
1.87E-05,15,51,,
1.80E-05,43,50,,
1.85E-05,36,53,,
1.84E-05,16,53,,
1.89E-05,42,54,,
1.91E-05,44,53,,
1.85E-05,12,53,,
1.91E-05,26,58,,
1.88E-05,25,56,,
1.84E-05,34,57,,
2.05E-05,33,57,,
1.88E-05,29,56,,
1.84E-05,35,55,,
1.87E-05,28,54,,
1.86E-05,20,47,,
1.83E-05,30,46,,
1.84E-05,16,48,,
2.56E-05,36,48,,
2.32E-05,26,46,,
1.83E-05,32,49,,
1.78E-05,44,47,,
1.98E-05,32,52,,
1.94E-05,33,50,,
2.00E-05,26,50,,
1.89E-05,49,52,,
1.91E-05,39,48,,
1.99E-05,28,46,,
2.56E-05,23,47,,
1.80E-05,42,46,,
1.89E-05,24,45,,
2.26E-05,20,44,,
2.02E-05,34,48,,
1.93E-05,31,48,,
2.11E-05,47,55,,
2.48E-05,53,55,,
1.85E-05,32,52,,
1.92E-05,1,54,,
2.41E-05,26,51,,
1.79E-05,53,57,,
1.88E-05,8,55,,
1.91E-05,31,58,,
1.81E-05,48,59,,
1.86E-05,34,56,,
1.98E-05,5,55,,
1.83E-05,43,57,,
1.87E-05,4,55,,
1.80E-05,47,53,,
2.51E-05,51,52,,
1.80E-05,6,52,,
1.88E-05,12,51,,
1.82E-05,39,53,,
1.84E-05,36,53,,
1.86E-05,32,53,,
1.77E-05,1,55,,
1.78E-05,2,56,,
1.90E-05,51,53,,
1.81E-05,3,52,,
2.36E-05,25,53,,
1.90E-05,26,56,,
1.81E-05,43,56,,
1.95E-05,53,56,,
1.90E-05,34,56,,
1.87E-05,31,58,,
9.60E-05,26,60,,
2.32E-05,51,59,,
2.52E-05,7,60,,
1.80E-05,48,61,,
2.14E-05,22,62,,
1.81E-05,3,60,,
1.82E-05,50,59,,
1.89E-05,29,58,,
1.88E-05,28,57,,
1.81E-05,48,54,,
2.12E-05,24,53,,
1.88E-05,3,55,,
1.89E-05,42,54,,
1.90E-05,29,53,,
2.01E-05,28,55,,
2.36E-05,49,54,,
2.31E-05,42,58,,
1.87E-05,39,58,,
1.87E-05,32,57,,
1.99E-05,19,58,,
2.00E-05,37,57,,
2.66E-05,39,56,,
2.74E-05,8,56,,
2.42E-05,31,55,,
1.89E-05,54,56,,
1.90E-05,53,56,,
3.04E-05,42,55,,
2.07E-05,28,55,,
1.93E-05,13,56,,
1.94E-05,16,55,,
1.88E-05,2,55,,
1.94E-05,38,54,,
2.05E-05,34,54,,
1.89E-05,31,54,,
1.85E-05,16,56,,
1.79E-05,50,53,,
1.87E-05,21,52,,
1.90E-05,14,51,,
1.88E-05,22,49,,
1.86E-05,33,49,,
2.10E-05,24,48,,
1.86E-05,33,52,,
1.83E-05,45,51,,
2.26E-05,38,56,,
1.85E-05,54,56,,
1.85E-05,37,55,,
1.82E-05,43,52,,
1.78E-05,50,51,,
1.87E-05,22,50,,
1.86E-05,42,51,,
1.77E-05,1,53,,
1.91E-05,22,54,,
3.66E-05,24,53,,
1.80E-05,48,52,,
2.01E-05,21,55,,
1.86E-05,46,53,,
1.87E-05,48,52,,
1.76E-05,1,56,,
2.02E-05,5,56,,
2.38E-05,12,55,,
1.80E-05,49,55,,
1.76E-05,49,50,,
2.25E-05,34,47,,
1.85E-05,41,45,,
1.89E-05,26,45,,
1.86E-05,23,42,,
1.81E-05,4,41,,
1.76E-05,2,38,,
2.14E-05,20,40,,
1.83E-05,32,41,,
1.86E-05,16,38,,
1.86E-05,34,39,,
2.22E-05,13,39,,
1.85E-05,7,37,,
1.84E-05,2,35,,
1.81E-05,6,33,,
1.86E-05,18,36,,
1.88E-05,25,35,,
1.03E-05,0,33,,
1.90E-05,29,30,,
3.39E-05,7,28,,
1.82E-05,25,31,,
1.78E-05,25,30,,
1.81E-05,19,32,,
2.12E-05,19,29,,
1.94E-05,25,31,,
2.58E-05,22,31,,
1.78E-05,1,36,,
1.83E-05,20,36,,
1.79E-05,28,34,,
1.82E-05,5,36,,
1.82E-05,15,33,,
1.76E-05,1,34,,
2.33E-05,32,34,,
1.82E-05,7,39,,
1.85E-05,25,38,,
2.12E-05,24,37,,
2.63E-05,23,33,,
1.83E-05,12,33,,
1.93E-05,19,32,,
2.61E-05,18,31,,
2.37E-05,13,29,,
1.93E-05,22,27,,
2.39E-05,13,29,,
1.98E-05,16,28,,
1.82E-05,10,30,,
1.79E-05,24,29,,
2.09E-05,12,31,,
1.84E-05,16,32,,
1.82E-05,4,31,,
1.86E-05,22,30,,
1.81E-05,16,29,,
1.86E-05,13,28,,
1.80E-05,13,17,,
2.29E-05,12,16,,
1.78E-05,3,17,,
2.08E-05,12,16,,
1.82E-05,11,14,,
1.80E-05,7,12,,
1.75E-05,8,11,,
1.80E-05,7,10,,
2.37E-05,6,13,,
1.80E-05,10,12,,
1.77E-05,1,12,,
1.80E-05,7,11,,
1.02E-05,0,11,,
2.35E-05,2,13,,
1.09E-05,0,12,,
1.81E-05,13,16,,
2.28E-05,18,20,,
1.80E-05,19,20,,
1.80E-05,16,24,,
1.82E-05,25,26,,
2.11E-05,17,26,,
1.89E-05,24,27,,
1.84E-05,22,30,,
1.79E-05,8,32,,
1.78E-05,28,30,,
2.67E-05,27,29,,
1.91E-05,22,30,,
2.24E-05,21,32,,
1.01E-05,0,34,,
1.81E-05,10,32,,
1.02E-05,0,29,,
1.80E-05,6,28,,
2.00E-05,16,27,,
1.86E-05,7,28,,
1.83E-05,11,27,,
1.03E-05,0,28,,
1.94E-05,12,27,,
1.85E-05,22,27,,
3.20E-05,12,29,,
2.27E-05,19,30,,
1.83E-05,11,32,,
2.01E-05,13,31,,
1.84E-05,4,30,,
2.06E-05,12,31,,
1.90E-05,27,29,,
1.94E-05,15,27,,
1.93E-05,21,26,,
1.91E-05,24,26,,
1.89E-05,23,27,,
1.93E-05,1,28,,
1.89E-05,11,30,,
1.87E-05,3,25,,
1.85E-05,25,26,,
1.92E-05,9,25,,
1.93E-05,13,26,,
1.84E-05,23,31,,
1.82E-05,16,32,,
1.89E-05,25,36,,
1.83E-05,27,36,,
1.81E-05,21,33,,
2.64E-05,24,36,,
1.82E-05,27,38,,
1.85E-05,17,37,,
1.87E-05,14,36,,
9.33E-05,19,38,,
1.88E-05,31,37,,
1.80E-05,36,39,,
1.78E-05,38,40,,
1.90E-05,3,40,,
1.86E-05,8,44,,
1.93E-05,21,51,,
1.80E-05,39,48,,
2.30E-05,38,47,,
1.94E-05,40,46,,
2.07E-05,28,52,,
1.85E-05,1,51,,
1.89E-05,32,51,,
2.50E-05,16,54,,
1.94E-05,19,55,,
1.83E-05,8,52,,
1.84E-05,45,53,,
1.82E-05,36,51,,
1.02E-05,0,51,,
1.84E-05,37,46,,
1.83E-05,12,45,,
1.79E-05,43,44,,
3.23E-05,12,45,,
1.90E-05,41,44,,
1.96E-05,24,43,,
2.00E-05,42,46,,
1.91E-05,4,45,,
1.91E-05,32,44,,
1.89E-05,2,59,,
1.89E-05,5,58,,
1.91E-05,21,59,,
5.34E-05,24,59,,
1.89E-05,20,59,,
1.81E-05,7,57,,
2.11E-05,44,56,,
2.48E-05,15,56,,
1.91E-05,27,56,,
1.82E-05,43,55,,
1.84E-05,12,55,,
1.87E-05,29,55,,
1.82E-05,45,57,,
1.89E-05,43,60,,
1.85E-05,31,59,,
1.86E-05,17,56,,
1.78E-05,47,54,,
1.79E-05,44,46,,
1.77E-05,39,42,,
1.89E-05,3,42,,
1.82E-05,32,41,,
1.95E-05,17,40,,
2.76E-05,10,42,,
1.96E-05,40,45,,
1.93E-05,11,43,,
1.94E-05,24,42,,
1.98E-05,32,42,,
1.83E-05,14,40,,
1.97E-05,21,42,,
1.86E-05,22,45,,
1.86E-05,34,48,,
1.77E-05,2,49,,
1.78E-05,39,46,,
1.85E-05,24,46,,
2.56E-05,22,45,,
2.01E-05,28,45,,
1.83E-05,27,45,,
2.26E-05,34,45,,
1.87E-05,34,46,,
1.83E-05,10,48,,
1.90E-05,16,49,,
1.85E-05,15,49,,
1.80E-05,46,52,,
1.88E-05,9,52,,
1.89E-05,24,52,,
1.88E-05,22,52,,
2.19E-05,38,54,,
1.87E-05,22,51,,
1.87E-05,40,52,,
1.88E-05,5,54,,
1.82E-05,15,51,,
1.77E-05,4,50,,
1.84E-05,10,57,,
1.87E-05,33,55,,
1.89E-05,32,52,,
1.93E-05,32,53,,
1.83E-05,38,52,,
1.82E-05,31,50,,
2.03E-05,15,54,,
2.03E-05,24,54,,
2.10E-05,13,58,,
1.09E-05,0,58,,
1.81E-05,7,58,,
1.83E-05,40,56,,
2.01E-05,14,55,,
1.90E-05,30,56,,
1.82E-05,6,53,,
1.82E-05,10,53,,
1.82E-05,41,52,,
1.87E-05,15,55,,
1.90E-05,27,55,,
1.03E-05,0,54,,
2.45E-05,9,55,,
1.91E-05,51,54,,
2.80E-05,35,56,,
1.91E-05,55,56,,
2.70E-05,10,53,,
1.85E-05,22,52,,
1.82E-05,12,55,,
1.82E-05,14,53,,
2.05E-05,47,52,,
1.82E-05,35,49,,
1.83E-05,33,50,,
2.31E-05,6,53,,
1.86E-05,30,51,,
1.89E-05,24,49,,
1.87E-05,28,46,,
1.79E-05,37,45,,
1.86E-05,9,46,,
1.85E-05,25,45,,
1.79E-05,43,45,,
1.80E-05,7,45,,
1.77E-05,41,44,,
1.80E-05,34,45,,
2.10E-05,40,53,,
1.85E-05,12,53,,
2.41E-05,49,53,,
2.53E-05,3,52,,
2.02E-05,39,51,,
1.99E-05,20,51,,
1.84E-05,36,49,,
1.85E-05,30,47,,
1.86E-05,19,48,,
1.97E-05,38,52,,
2.25E-05,39,53,,
1.93E-05,42,53,,
2.53E-05,21,53,,
1.87E-05,34,50,,
1.83E-05,12,51,,
1.86E-05,41,53,,
1.87E-05,49,57,,
1.92E-05,36,66,,
2.02E-05,52,65,,
1.89E-05,40,66,,
1.82E-05,11,66,,
3.50E-05,39,65,,
1.80E-05,56,64,,
1.95E-05,33,69,,
1.85E-05,16,66,,
1.90E-05,47,69,,
1.89E-05,21,72,,
1.84E-05,62,75,,
2.45E-05,59,75,,
1.83E-05,64,75,,
1.91E-05,33,73,,
2.26E-05,79,80,,
4.55E-05,23,85,,
1.92E-05,36,87,,
2.03E-05,29,85,,
1.85E-05,13,86,,
1.84E-05,64,80,,
1.98E-05,49,89,,
2.04E-05,4,84,,
1.93E-05,61,82,,
1.98E-05,21,81,,
1.92E-05,48,85,,
1.86E-05,63,85,,
1.83E-05,11,86,,
2.04E-05,33,92,,
1.85E-05,18,92,,
1.79E-05,3,91,,
1.78E-05,89,91,,
1.91E-05,53,87,,
1.88E-05,69,89,,
1.86E-05,73,92,,
1.87E-05,74,89,,
2.61E-05,33,98,,
1.96E-05,14,100,,
1.85E-05,89,102,,
1.86E-05,80,102,,
1.93E-05,38,104,,
1.83E-05,1,102,,
1.91E-05,60,99,,
1.77E-05,5,98,,
1.89E-05,23,98,,
1.82E-05,3,100,,
2.08E-05,37,106,,
2.00E-05,84,104,,
0.0001379,96,104,,
2.08E-05,30,104,,
2.03E-05,77,104,,
1.92E-05,94,102,,
1.97E-05,18,101,,
3.10E-05,7,99,,
2.12E-05,62,98,,
1.92E-05,11,97,,
3.11E-05,78,96,,
3.14E-05,17,95,,
2.70E-05,43,93,,
2.66E-05,86,93,,
2.60E-05,21,93,,
1.94E-05,90,94,,
2.02E-05,80,92,,
2.62E-05,8,89,,
2.23E-05,47,88,,
2.17E-05,75,89,,
1.92E-05,19,89,,
3.37E-05,9,88,,
1.89E-05,5,95,,
1.90E-05,63,94,,
2.71E-05,13,90,,
2.00E-05,68,89,,
2.08E-05,53,87,,
1.98E-05,20,88,,
2.32E-05,26,86,,
2.35E-05,3,85,,
1.95E-05,62,83,,
2.09E-05,45,98,,
2.74E-05,28,98,,
3.13E-05,91,95,,
2.08E-05,28,94,,
2.05E-05,39,94,,
1.99E-05,26,92,,
2.12E-05,56,91,,
1.93E-05,25,92,,
2.01E-05,25,91,,
1.99E-05,48,90,,
1.99E-05,45,93,,
2.76E-05,57,97,,
1.90E-05,65,100,,
1.88E-05,76,101,,
1.93E-05,58,99,,
1.94E-05,56,99,,
1.93E-05,59,98,,
2.23E-05,99,100,,
1.88E-05,23,101,,
1.99E-05,45,103,,
2.07E-05,71,102,,
1.88E-05,13,101,,
2.29E-05,11,99,,
1.91E-05,31,100,,
1.90E-05,67,99,,
1.93E-05,38,96,,
1.93E-05,31,95,,
1.91E-05,33,93,,
1.92E-05,65,94,,
1.89E-05,60,93,,
3.25E-05,70,90,,
2.04E-05,54,91,,
1.96E-05,70,91,,
2.04E-05,39,90,,
1.96E-05,19,89,,
1.92E-05,9,86,,
2.89E-05,58,86,,
2.48E-05,69,92,,
2.08E-05,52,94,,
1.96E-05,37,93,,
1.85E-05,12,96,,
2.01E-05,28,95,,
1.95E-05,25,97,,
1.93E-05,31,95,,
1.85E-05,78,91,,
1.91E-05,46,89,,
1.87E-05,21,89,,
1.84E-05,67,88,,
1.87E-05,77,92,,
1.81E-05,7,95,,
2.67E-05,9,94,,
2.06E-05,38,91,,
2.03E-05,70,90,,
1.91E-05,17,90,,
1.85E-05,62,88,,
2.76E-05,82,87,,
1.91E-05,50,89,,
1.90E-05,17,92,,
1.97E-05,28,94,,
1.82E-05,11,93,,
1.87E-05,10,91,,
1.95E-05,33,90,,
1.92E-05,34,92,,
2.06E-05,72,85,,
2.37E-05,19,82,,
1.99E-05,16,82,,
1.80E-05,70,81,,
1.87E-05,23,79,,
1.80E-05,75,78,,
1.86E-05,22,74,,
1.90E-05,29,78,,
2.37E-05,23,76,,
1.90E-05,38,71,,
1.85E-05,8,77,,
1.85E-05,17,82,,
1.78E-05,77,81,,
2.47E-05,62,81,,
1.88E-05,29,82,,
1.89E-05,30,82,,
1.92E-05,41,81,,
1.81E-05,74,80,,
1.79E-05,80,84,,
1.83E-05,73,82,,
1.85E-05,20,81,,
1.93E-05,52,82,,
2.00E-05,16,83,,
1.83E-05,67,84,,
1.84E-05,16,81,,
1.87E-05,53,81,,
2.37E-05,24,78,,
1.89E-05,20,80,,
1.87E-05,23,80,,
1.83E-05,10,80,,
1.80E-05,1,87,,
1.80E-05,84,88,,
1.82E-05,12,87,,
2.11E-05,65,84,,
2.05E-05,1,83,,
1.84E-05,64,83,,
1.85E-05,53,81,,
1.89E-05,53,82,,
2.03E-05,18,86,,
3.54E-05,27,85,,
1.91E-05,19,86,,
1.97E-05,18,83,,
1.87E-05,62,82,,
1.85E-05,63,81,,
1.89E-05,55,80,,
1.81E-05,63,78,,
1.85E-05,16,77,,
1.88E-05,13,78,,
1.95E-05,36,77,,
1.81E-05,71,79,,
1.06E-05,0,79,,
1.93E-05,49,78,,
1.88E-05,25,78,,
2.58E-05,44,75,,
1.86E-05,68,74,,
1.88E-05,45,72,,
1.90E-05,17,72,,
1.84E-05,59,72,,
1.94E-05,17,71,,
1.84E-05,59,70,,
1.85E-05,16,69,,
1.87E-05,21,70,,
1.91E-05,32,69,,
5.82E-05,21,66,,
1.89E-05,63,71,,
2.58E-05,41,70,,
1.89E-05,21,67,,
1.87E-05,10,70,,
1.88E-05,13,72,,
1.86E-05,58,75,,
1.79E-05,71,76,,
1.83E-05,63,78,,
1.82E-05,72,77,,
1.79E-05,75,77,,
1.81E-05,2,77,,
1.83E-05,5,78,,
1.85E-05,12,80,,
1.87E-05,57,79,,
1.89E-05,74,81,,
1.89E-05,18,82,,
1.84E-05,69,81,,
1.81E-05,12,80,,
2.57E-05,36,80,,
1.83E-05,77,79,,
1.83E-05,9,77,,
2.51E-05,60,74,,
1.94E-05,6,72,,
1.94E-05,25,74,,
2.50E-05,60,72,,
1.80E-05,61,71,,
2.53E-05,27,70,,
1.88E-05,49,69,,
1.90E-05,25,70,,
1.84E-05,66,78,,
1.91E-05,57,78,,
1.89E-05,47,78,,
1.91E-05,17,76,,
1.89E-05,17,76,,
1.91E-05,28,74,,
2.02E-05,32,78,,
1.95E-05,21,77,,
2.03E-05,33,76,,
2.08E-05,34,74,,
2.05E-05,43,76,,
1.93E-05,58,71,,
2.00E-05,30,71,,
2.05E-05,44,70,,
2.00E-05,32,69,,
1.80E-05,67,71,,
2.26E-05,65,72,,
1.99E-05,61,70,,
2.67E-05,38,70,,
3.00E-05,4,69,,
1.88E-05,20,68,,
1.87E-05,37,68,,
1.94E-05,45,69,,
1.90E-05,35,64,,
2.03E-05,58,63,,
1.91E-05,6,62,,
4.19E-05,37,60,,
1.95E-05,47,61,,
1.84E-05,50,59,,
1.86E-05,18,58,,
1.83E-05,53,61,,
1.84E-05,44,59,,
2.01E-05,35,62,,
1.91E-05,33,61,,
1.84E-05,16,59,,
1.05E-05,0,58,,
1.81E-05,4,56,,
1.91E-05,17,67,,
1.78E-05,62,67,,
1.80E-05,11,66,,
1.81E-05,9,75,,
1.86E-05,70,79,,
1.80E-05,7,79,,
2.03E-05,33,81,,
1.96E-05,42,83,,
1.92E-05,39,83,,
1.90E-05,30,81,,
1.94E-05,72,84,,
1.97E-05,61,85,,
1.92E-05,51,86,,
1.01E-05,0,89,,
2.40E-05,52,94,,
2.03E-05,58,93,,
1.96E-05,61,101,,
2.11E-05,45,102,,
1.85E-05,15,101,,
1.99E-05,54,100,,
2.01E-05,38,102,,
1.98E-05,64,103,,
1.91E-05,74,105,,
1.88E-05,21,104,,
1.89E-05,97,112,,
1.92E-05,14,111,,
1.81E-05,113,116,,
2.25E-05,49,115,,
1.86E-05,15,115,,
1.85E-05,4,116,,
2.02E-05,59,113,,
1.97E-05,46,112,,
1.93E-05,35,112,,
2.02E-05,35,114,,
2.27E-05,41,114,,
1.82E-05,4,114,,
1.79E-05,4,114,,
1.96E-05,65,110,,
2.39E-05,101,110,,
1.97E-05,67,115,,
1.92E-05,79,115,,
1.87E-05,20,114,,
1.91E-05,80,115,,
1.93E-05,34,112,,
1.89E-05,82,111,,
1.89E-05,10,115,,
2.09E-05,32,113,,
1.93E-05,26,112,,
1.85E-05,92,112,,
3.16E-05,102,114,,
1.83E-05,14,115,,
2.32E-05,14,115,,
1.80E-05,6,117,,
1.95E-05,36,117,,
1.92E-05,89,117,,
1.99E-05,53,113,,
1.91E-05,117,118,,
2.65E-05,84,115,,
3.14E-05,28,114,,
1.98E-05,17,115,,
1.89E-05,115,116,,
1.97E-05,21,115,,
2.01E-05,37,119,,
2.04E-05,84,119,,
1.97E-05,23,118,,
1.99E-05,99,128,,
2.01E-05,25,126,,
2.35E-05,9,125,,
2.00E-05,37,125,,
1.93E-05,35,124,,
1.80E-05,122,123,,
2.09E-05,46,121,,
1.88E-05,99,120,,
2.19E-05,85,120,,
1.84E-05,14,120,,
1.81E-05,112,118,,
1.82E-05,109,118,,
1.96E-05,102,122,,
2.00E-05,57,121,,
2.00E-05,41,119,,
2.18E-05,83,117,,
2.17E-05,90,115,,
1.85E-05,11,115,,
1.93E-05,32,114,,
3.02E-05,54,115,,
1.83E-05,7,114,,
1.88E-05,24,111,,
1.87E-05,18,110,,
2.13E-05,33,116,,
1.91E-05,10,112,,
2.09E-05,48,112,,
2.73E-05,42,111,,
1.94E-05,53,104,,
2.00E-05,55,112,,
1.93E-05,65,110,,
2.02E-05,53,108,,
1.92E-05,83,112,,
1.83E-05,98,111,,
1.99E-05,59,110,,
1.86E-05,92,111,,
2.02E-05,68,113,,
1.88E-05,95,128,,
5.56E-05,123,127,,
0.0001558,68,127,,
1.88E-05,96,125,,
1.92E-05,84,129,,
1.94E-05,35,130,,
2.31E-05,74,130,,
1.91E-05,29,134,,
1.84E-05,8,133,,
9.13E-05,52,132,,
1.89E-05,13,132,,
1.90E-05,26,133,,
2.00E-05,67,130,,
1.98E-05,82,131,,
2.72E-05,108,127,,
1.97E-05,41,128,,
1.79E-05,5,126,,
1.92E-05,22,125,,
1.97E-05,7,126,,
2.14E-05,50,125,,
2.01E-05,53,124,,
1.97E-05,81,126,,
2.01E-05,71,126,,
2.59E-05,5,130,,
2.03E-05,92,128,,
2.07E-05,63,128,,
2.02E-05,30,125,,
2.11E-05,53,124,,
2.08E-05,61,123,,
1.95E-05,63,121,,
2.10E-05,40,116,,
1.95E-05,41,115,,
2.01E-05,70,114,,
2.14E-05,65,111,,
2.08E-05,57,110,,
2.53E-05,58,118,,
1.98E-05,78,116,,
1.98E-05,60,115,,
1.97E-05,42,115,,
1.86E-05,17,114,,
2.44E-05,23,114,,
1.90E-05,78,115,,
2.02E-05,53,117,,
1.81E-05,5,118,,
2.16E-05,56,125,,
2.12E-05,44,124,,
2.02E-05,34,123,,
2.67E-05,51,123,,
2.09E-05,35,122,,
1.99E-05,91,121,,
2.05E-05,31,126,,
2.39E-05,47,126,,
2.06E-05,35,123,,
2.02E-05,90,123,,
2.06E-05,92,124,,
2.04E-05,81,124,,
1.96E-05,103,118,,
1.94E-05,74,117,,
1.96E-05,64,118,,
2.04E-05,14,116,,
2.04E-05,66,115,,
2.24E-05,31,116,,
3.38E-05,8,115,,
2.40E-05,57,114,,
2.53E-05,47,114,,
1.85E-05,103,117,,
1.86E-05,13,117,,
1.89E-05,95,121,,
1.87E-05,111,118,,
1.93E-05,122,123,,
2.03E-05,1,124,,
1.92E-05,83,123,,
1.79E-05,116,121,,
2.03E-05,80,121,,
1.92E-05,17,120,,
1.93E-05,35,119,,
1.86E-05,94,118,,
1.93E-05,70,120,,
1.87E-05,21,119,,
1.95E-05,40,121,,
1.93E-05,119,128,,
1.04E-05,0,127,,
1.94E-05,78,126,,
2.01E-05,63,125,,
0.0001169,44,126,,
2.07E-05,49,131,,
1.81E-05,9,131,,
1.91E-05,91,132,,
1.96E-05,15,140,,
1.93E-05,118,138,,
2.00E-05,46,137,,
2.08E-05,3,138,,
2.10E-05,59,146,,
3.21E-05,30,149,,
1.98E-05,111,149,,
1.93E-05,36,146,,
1.84E-05,137,146,,
1.91E-05,112,146,,
1.99E-05,51,145,,
1.91E-05,124,151,,
2.02E-05,83,150,,
2.21E-05,138,149,,
4.44E-05,16,148,,
3.06E-05,53,147,,
2.65E-05,17,145,,
1.98E-05,48,145,,
1.89E-05,124,150,,
1.92E-05,108,149,,
1.95E-05,100,151,,
1.90E-05,134,153,,
2.02E-05,79,153,,
2.12E-05,37,154,,
1.89E-05,27,156,,
2.25E-05,74,157,,
2.00E-05,48,155,,
1.98E-05,118,155,,
1.95E-05,32,155,,
2.01E-05,119,157,,
2.08E-05,17,153,,
2.05E-05,93,154,,
2.43E-05,29,156,,
2.13E-05,53,155,,
1.84E-05,17,153,,
2.07E-05,66,151,,
2.11E-05,74,150,,
1.95E-05,86,148,,
2.02E-05,112,148,,
2.44E-05,132,148,,
2.03E-05,88,149,,
2.73E-05,59,149,,
2.95E-05,27,153,,
2.08E-05,106,153,,
2.39E-05,14,156,,
2.09E-05,136,155,,
2.91E-05,53,155,,
1.88E-05,144,160,,
2.02E-05,94,160,,
2.19E-05,69,161,,
2.00E-05,107,160,,
1.86E-05,14,159,,
2.05E-05,65,157,,
2.04E-05,49,155,,
2.37E-05,158,159,,
2.03E-05,91,158,,
1.83E-05,144,157,,
1.88E-05,124,157,,
1.98E-05,124,157,,
1.97E-05,40,154,,
2.06E-05,84,154,,
2.84E-05,14,156,,
2.81E-05,82,155,,
1.86E-05,16,154,,
1.98E-05,40,153,,
2.10E-05,73,152,,
2.06E-05,111,158,,
2.07E-05,83,166,,
2.17E-05,53,165,,
1.89E-05,138,167,,
1.88E-05,23,163,,
1.92E-05,127,167,,
1.81E-05,4,163,,
1.79E-05,4,160,,
2.17E-05,96,161,,
2.01E-05,90,161,,
2.11E-05,79,160,,
1.98E-05,106,162,,
1.92E-05,127,162,,
2.69E-05,80,161,,
1.82E-05,148,160,,
1.81E-05,149,161,,
1.96E-05,33,166,,
2.56E-05,160,165,,
2.08E-05,105,165,,
2.10E-05,68,167,,
2.07E-05,128,169,,
2.02E-05,89,168,,
2.07E-05,82,164,,
2.31E-05,50,167,,
