cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,sum,pocet
8.39E-05,36,0,28,,,,
0.0001257,28,0,26,,,,
9.14E-05,16,0,26,,,,
8.56E-05,5,0,26,,,,
8.43E-05,21,0,26,,,,
8.39E-05,1,0,28,,,,
8.93E-05,24,0,25,,,,
8.33E-05,44,0,25,,,,
0.0001369,38,0,28,,,,
0.0001828,18,0,29,,,,
8.85E-05,28,0,29,,,,
8.67E-05,13,0,30,,,,
8.77E-05,23,0,34,,,,
0.0001139,33,0,29,,,,
0.0001075,23,0,29,,,,
8.40E-05,10,0,28,,,,
9.43E-05,41,0,29,,,,
0.0003262,1,0,29,,,,
9.02E-05,40,0,30,,,,
8.49E-05,30,0,31,,,,
8.42E-05,19,0,29,,,,
8.35E-05,7,0,30,,,,
8.33E-05,34,0,34,,,,
8.39E-05,6,0,35,,,,
0.0001746,40,0,34,,,,
8.40E-05,29,0,36,,,,
0.0001617,12,0,37,,,,
8.38E-05,10,0,36,,,,
8.37E-05,38,0,37,,,,
8.48E-05,5,0,36,,,,
9.11E-05,42,0,35,,,,
0.0002491,6,0,30,,,,
8.34E-05,45,0,24,,,,
8.31E-05,16,0,26,,,,
8.51E-05,11,0,26,,,,
8.37E-05,32,0,25,,,,
9.10E-05,3,0,25,,,,
8.41E-05,2,0,23,,,,
8.41E-05,18,0,23,,,,
8.41E-05,22,0,23,,,,
8.44E-05,21,0,26,,,,
8.37E-05,13,0,21,,,,
8.41E-05,41,0,21,,,,
9.04E-05,2,0,25,,,,
9.15E-05,21,0,26,,,,
9.39E-05,38,0,27,,,,
9.11E-05,24,0,30,,,,
8.38E-05,8,0,20,,,,
8.38E-05,33,0,19,,,,
8.40E-05,30,0,20,,,,
8.74E-05,9,0,20,,,,
8.47E-05,25,0,21,,,,
0.0002378,31,0,22,,,,
8.48E-05,13,0,23,,,,
8.45E-05,32,0,24,,,,
0.0002563,39,0,23,,,,
0.0001108,8,0,19,,,,
8.41E-05,10,0,23,,,,
9.02E-05,28,0,16,,,,
8.38E-05,10,0,17,,,,
8.85E-05,25,0,18,,,,
0.0001245,18,0,17,,,,
8.37E-05,19,0,16,,,,
8.36E-05,24,0,15,,,,
8.36E-05,33,0,16,,,,
8.37E-05,43,0,13,,,,
8.40E-05,18,0,14,,,,
0.0001746,18,0,11,,,,
8.37E-05,30,0,17,,,,
8.36E-05,14,0,18,,,,
8.36E-05,40,0,19,,,,
8.38E-05,42,0,20,,,,
0.0001519,11,0,21,,,,
0.0001896,1,0,21,,,,
8.54E-05,21,0,26,,,,
0.0001083,5,0,26,,,,
0.0001079,39,0,27,,,,
0.0001076,29,0,29,,,,
0.0002119,36,0,29,,,,
8.76E-05,1,0,30,,,,
8.35E-05,29,0,29,,,,
8.49E-05,30,0,29,,,,
8.42E-05,16,0,25,,,,
8.40E-05,43,0,27,,,,
8.36E-05,1,0,28,,,,
8.51E-05,33,0,30,,,,
8.60E-05,1,0,36,,,,
8.52E-05,26,0,37,,,,
0.0002366,40,0,35,,,,
0.0001224,14,0,36,,,,
0.0002562,21,0,36,,,,
8.52E-05,22,0,28,,,,
8.49E-05,39,0,30,,,,
0.0001098,34,0,32,,,,
8.45E-05,43,0,32,,,,
8.47E-05,10,0,32,,,,
