cas operacie,cislo,index prvku,dlzka zoznamu,,,sum,pocet
2.93E-05,91,42,217,,,,
2.48E-05,93,61,216,,,,
2.47E-05,93,203,217,,,,
2.46E-05,92,54,227,,,,
2.45E-05,91,2,214,,,,
2.46E-05,93,71,206,,,,
2.46E-05,94,183,207,,,,
2.47E-05,94,28,203,,,,
6.43E-05,91,26,207,,,,
2.51E-05,94,43,208,,,,
2.46E-05,94,179,204,,,,
2.94E-05,92,62,204,,,,
2.46E-05,93,164,195,,,,
2.45E-05,93,118,192,,,,
2.47E-05,92,179,196,,,,
2.49E-05,91,168,192,,,,
2.45E-05,91,60,179,,,,
2.51E-05,92,163,178,,,,
2.47E-05,93,3,181,,,,
2.55E-05,95,56,171,,,,
2.50E-05,94,93,173,,,,
2.47E-05,93,171,173,,,,
2.44E-05,95,1,170,,,,
2.47E-05,94,137,167,,,,
2.48E-05,93,78,170,,,,
6.24E-05,95,22,170,,,,
2.52E-05,93,95,173,,,,
2.66E-05,91,23,179,,,,
2.55E-05,91,83,177,,,,
2.47E-05,92,94,172,,,,
2.49E-05,91,43,173,,,,
2.61E-05,92,64,170,,,,
3.08E-05,92,146,163,,,,
3.46E-05,92,26,157,,,,
2.54E-05,95,68,155,,,,
2.93E-05,93,25,166,,,,
2.46E-05,91,120,169,,,,
2.74E-05,91,91,167,,,,
2.48E-05,91,53,160,,,,
2.48E-05,94,4,156,,,,
2.48E-05,94,1,162,,,,
2.44E-05,93,146,162,,,,
2.48E-05,91,131,152,,,,
2.74E-05,92,32,167,,,,
2.60E-05,95,71,167,,,,
2.98E-05,93,41,160,,,,
2.45E-05,91,152,161,,,,
2.47E-05,92,20,161,,,,
2.47E-05,92,80,162,,,,
3.05E-05,94,46,167,,,,
2.74E-05,91,102,169,,,,
2.51E-05,91,148,167,,,,
2.45E-05,93,18,168,,,,
2.68E-05,92,159,161,,,,
2.50E-05,93,122,161,,,,
2.46E-05,92,34,158,,,,
3.59E-05,93,90,167,,,,
3.26E-05,93,161,164,,,,
2.50E-05,91,161,164,,,,
2.50E-05,94,127,163,,,,
2.56E-05,94,27,172,,,,
3.21E-05,94,58,171,,,,
2.47E-05,91,84,169,,,,
2.48E-05,94,114,168,,,,
2.50E-05,93,123,170,,,,
2.45E-05,93,159,170,,,,
2.47E-05,91,161,169,,,,
2.48E-05,93,55,168,,,,
2.47E-05,91,13,170,,,,
3.01E-05,91,22,161,,,,
2.47E-05,93,76,161,,,,
2.45E-05,93,91,160,,,,
2.69E-05,93,156,163,,,,
3.13E-05,95,59,164,,,,
2.56E-05,92,148,164,,,,
2.55E-05,91,137,172,,,,
2.49E-05,91,7,172,,,,
2.46E-05,93,123,172,,,,
3.04E-05,91,154,175,,,,
2.62E-05,93,184,187,,,,
2.49E-05,93,26,193,,,,
2.45E-05,91,51,187,,,,
2.45E-05,92,171,182,,,,
2.44E-05,91,55,186,,,,
2.48E-05,93,76,188,,,,
2.90E-05,95,36,187,,,,
2.48E-05,95,66,184,,,,
5.87E-05,91,134,184,,,,
2.48E-05,91,58,188,,,,
2.49E-05,91,135,205,,,,
2.47E-05,95,13,218,,,,
2.51E-05,94,130,212,,,,
2.63E-05,91,125,216,,,,
2.47E-05,94,124,211,,,,
5.70E-05,95,182,213,,,,
2.98E-05,93,125,219,,,,
2.56E-05,95,32,219,,,,
2.45E-05,93,42,217,,,,
3.08E-05,91,102,218,,,,
2.54E-05,95,136,218,,,,
2.47E-05,94,70,221,,,,
2.48E-05,91,184,222,,,,
2.50E-05,93,148,228,,,,
2.48E-05,92,107,229,,,,
3.02E-05,94,145,227,,,,
2.46E-05,94,93,229,,,,
3.41E-05,92,80,226,,,,
3.22E-05,93,58,224,,,,
2.69E-05,95,1,215,,,,
2.49E-05,93,129,217,,,,
2.49E-05,94,195,217,,,,
2.47E-05,91,141,217,,,,
2.55E-05,95,55,213,,,,
2.46E-05,93,176,212,,,,
2.47E-05,92,17,212,,,,
2.47E-05,92,8,208,,,,
2.48E-05,95,192,202,,,,
2.46E-05,91,154,209,,,,
2.55E-05,92,105,195,,,,
2.47E-05,91,159,194,,,,
2.45E-05,92,72,196,,,,
2.46E-05,95,28,195,,,,
2.48E-05,92,89,194,,,,
2.62E-05,91,71,187,,,,
2.46E-05,94,77,181,,,,
2.50E-05,91,139,172,,,,
2.71E-05,93,100,161,,,,
2.47E-05,94,135,165,,,,
2.48E-05,91,93,162,,,,
2.47E-05,95,126,164,,,,
2.73E-05,95,86,166,,,,
2.89E-05,93,131,165,,,,
2.48E-05,95,103,163,,,,
2.50E-05,95,61,168,,,,
2.62E-05,93,51,158,,,,
2.56E-05,94,80,142,,,,
2.46E-05,93,130,145,,,,
2.46E-05,94,130,145,,,,
2.45E-05,93,81,144,,,,
2.47E-05,93,14,143,,,,
2.47E-05,93,33,148,,,,
2.45E-05,91,50,143,,,,
2.50E-05,91,60,140,,,,
3.17E-05,95,73,143,,,,
2.46E-05,95,90,135,,,,
2.43E-05,93,73,132,,,,
2.46E-05,91,83,130,,,,
2.50E-05,93,39,119,,,,
2.47E-05,95,35,119,,,,
2.44E-05,91,103,118,,,,
2.71E-05,92,56,124,,,,
2.98E-05,95,69,129,,,,
2.46E-05,93,89,126,,,,
2.48E-05,91,10,131,,,,
2.46E-05,92,65,131,,,,
2.48E-05,93,70,124,,,,
3.62E-05,93,113,124,,,,
2.50E-05,91,107,125,,,,
2.73E-05,94,108,117,,,,
3.02E-05,92,104,113,,,,
3.18E-05,94,8,108,,,,
2.45E-05,92,54,109,,,,
2.47E-05,95,49,111,,,,
2.54E-05,95,19,116,,,,
2.55E-05,93,45,114,,,,
2.54E-05,95,95,116,,,,
2.57E-05,93,109,113,,,,
2.76E-05,92,80,119,,,,
2.50E-05,93,26,119,,,,
5.35E-05,93,115,123,,,,
2.55E-05,94,64,121,,,,
3.16E-05,92,105,120,,,,
2.46E-05,92,39,114,,,,
2.46E-05,93,38,119,,,,
2.46E-05,95,86,117,,,,
2.48E-05,95,87,119,,,,
2.77E-05,91,39,112,,,,
6.06E-05,93,27,119,,,,
2.48E-05,92,112,118,,,,
3.34E-05,91,107,118,,,,
2.47E-05,93,36,120,,,,
2.45E-05,92,55,121,,,,
2.46E-05,94,7,118,,,,
2.55E-05,93,75,117,,,,
2.54E-05,93,78,117,,,,
2.54E-05,92,8,121,,,,
2.98E-05,93,66,127,,,,
2.50E-05,92,64,131,,,,
2.48E-05,95,88,132,,,,
2.48E-05,94,17,137,,,,
2.45E-05,94,104,141,,,,
2.47E-05,95,95,142,,,,
2.47E-05,95,66,141,,,,
2.47E-05,95,15,150,,,,
4.22E-05,93,151,163,,,,
2.59E-05,91,73,171,,,,
2.46E-05,95,111,170,,,,
6.19E-05,95,135,172,,,,
2.65E-05,91,89,179,,,,
2.48E-05,92,156,177,,,,
2.46E-05,92,42,180,,,,
2.46E-05,93,146,179,,,,
2.47E-05,92,69,173,,,,
2.49E-05,95,118,174,,,,
2.53E-05,92,107,167,,,,
2.47E-05,94,106,173,,,,
2.58E-05,91,6,176,,,,
2.49E-05,94,18,167,,,,
3.92E-05,94,155,164,,,,
2.47E-05,92,31,171,,,,
2.49E-05,93,42,173,,,,
2.50E-05,95,49,171,,,,
2.47E-05,91,23,165,,,,
2.45E-05,94,120,165,,,,
2.50E-05,94,144,161,,,,
2.95E-05,93,138,162,,,,
2.46E-05,95,131,167,,,,
2.47E-05,94,128,167,,,,
2.47E-05,93,64,171,,,,
2.82E-05,94,31,175,,,,
2.46E-05,92,127,176,,,,
2.45E-05,94,95,183,,,,
3.08E-05,95,118,201,,,,
3.83E-05,91,63,203,,,,
2.55E-05,91,114,204,,,,
2.55E-05,94,144,210,,,,
2.46E-05,92,53,214,,,,
2.47E-05,95,132,214,,,,
2.48E-05,92,91,216,,,,
2.75E-05,92,55,211,,,,
2.76E-05,91,113,226,,,,
2.47E-05,91,161,224,,,,
2.49E-05,93,36,221,,,,
2.47E-05,94,88,226,,,,
4.01E-05,92,114,224,,,,
2.45E-05,91,175,219,,,,
2.79E-05,95,72,223,,,,
2.51E-05,93,28,221,,,,
2.44E-05,94,117,227,,,,
2.49E-05,94,47,221,,,,
2.48E-05,92,93,217,,,,
2.48E-05,94,54,219,,,,
2.49E-05,94,204,207,,,,
2.47E-05,93,155,213,,,,
2.49E-05,91,163,216,,,,
2.49E-05,93,174,217,,,,
5.31E-05,95,192,220,,,,
2.57E-05,95,68,216,,,,
2.95E-05,91,7,212,,,,
2.53E-05,94,34,210,,,,
2.56E-05,93,5,208,,,,
2.52E-05,91,158,207,,,,
2.55E-05,91,83,208,,,,
2.67E-05,95,151,221,,,,
2.47E-05,91,54,216,,,,
2.58E-05,91,145,215,,,,
2.93E-05,92,55,219,,,,
2.48E-05,93,0,219,,,,
2.46E-05,91,184,218,,,,
2.46E-05,95,132,218,,,,
2.47E-05,94,28,209,,,,
2.45E-05,95,177,208,,,,
2.49E-05,94,95,207,,,,
2.47E-05,94,215,226,,,,
2.71E-05,92,208,232,,,,
2.65E-05,94,161,234,,,,
2.49E-05,93,46,231,,,,
2.62E-05,94,64,230,,,,
2.46E-05,93,222,228,,,,
3.31E-05,93,38,227,,,,
2.47E-05,93,93,235,,,,
2.48E-05,91,27,234,,,,
2.59E-05,94,115,237,,,,
2.49E-05,93,122,228,,,,
2.46E-05,92,65,226,,,,
2.71E-05,91,104,226,,,,
2.50E-05,91,152,229,,,,
2.45E-05,91,213,232,,,,
2.46E-05,92,184,226,,,,
2.46E-05,95,60,222,,,,
2.71E-05,93,70,222,,,,
2.60E-05,95,117,227,,,,
2.46E-05,95,200,230,,,,
2.46E-05,94,142,232,,,,
2.45E-05,91,24,248,,,,
2.49E-05,93,133,253,,,,
2.48E-05,95,41,255,,,,
2.72E-05,91,207,254,,,,
2.46E-05,92,176,253,,,,
2.51E-05,93,217,249,,,,
3.00E-05,92,16,252,,,,
2.47E-05,92,8,252,,,,
2.46E-05,91,226,252,,,,
2.47E-05,95,98,252,,,,
2.48E-05,94,219,254,,,,
2.50E-05,95,44,252,,,,
2.94E-05,93,181,252,,,,
2.81E-05,93,216,252,,,,
2.46E-05,95,140,254,,,,
3.09E-05,95,92,255,,,,
2.48E-05,93,83,256,,,,
2.50E-05,94,68,252,,,,
2.46E-05,92,104,254,,,,
2.45E-05,94,78,258,,,,
2.51E-05,95,145,261,,,,
3.11E-05,94,27,266,,,,
2.55E-05,95,202,262,,,,
2.47E-05,92,9,267,,,,
2.64E-05,93,93,265,,,,
2.55E-05,93,28,263,,,,
2.50E-05,95,176,262,,,,
2.46E-05,95,83,261,,,,
2.46E-05,95,174,260,,,,
2.54E-05,91,169,260,,,,
2.71E-05,92,235,255,,,,
2.45E-05,93,138,255,,,,
2.46E-05,93,76,249,,,,
2.45E-05,93,219,255,,,,
2.45E-05,95,12,253,,,,
2.47E-05,93,141,254,,,,
2.50E-05,94,199,254,,,,
2.46E-05,93,202,253,,,,
2.48E-05,95,50,255,,,,
2.93E-05,94,68,259,,,,
2.48E-05,94,91,258,,,,
2.47E-05,92,123,262,,,,
2.45E-05,95,148,263,,,,
2.54E-05,95,185,267,,,,
2.46E-05,91,219,255,,,,
2.47E-05,92,21,255,,,,
2.52E-05,95,166,248,,,,
2.67E-05,92,86,264,,,,
2.90E-05,92,114,264,,,,
2.46E-05,92,0,266,,,,
2.48E-05,94,3,266,,,,
2.45E-05,95,238,266,,,,
2.46E-05,91,90,274,,,,
2.46E-05,93,92,267,,,,
2.65E-05,91,221,270,,,,
2.61E-05,95,49,266,,,,
2.60E-05,92,0,267,,,,
2.46E-05,94,70,281,,,,
2.48E-05,93,126,275,,,,
2.48E-05,93,122,274,,,,
2.46E-05,95,28,271,,,,
2.55E-05,94,106,284,,,,
2.46E-05,92,211,298,,,,
2.45E-05,94,266,303,,,,
2.48E-05,91,153,303,,,,
2.44E-05,93,33,303,,,,
2.52E-05,92,49,304,,,,
2.46E-05,92,71,304,,,,
2.44E-05,95,225,305,,,,
2.46E-05,93,95,325,,,,
2.45E-05,92,165,324,,,,
2.99E-05,94,244,332,,,,
2.53E-05,91,123,335,,,,
2.54E-05,91,150,333,,,,
2.61E-05,94,174,336,,,,
2.68E-05,95,89,344,,,,
3.09E-05,92,42,345,,,,
2.46E-05,92,28,341,,,,
2.46E-05,91,330,343,,,,
2.46E-05,91,57,336,,,,
2.45E-05,93,26,332,,,,
2.46E-05,91,14,337,,,,
2.54E-05,91,281,337,,,,
2.55E-05,95,73,340,,,,
2.49E-05,95,128,332,,,,
2.84E-05,91,290,334,,,,
2.49E-05,92,125,336,,,,
2.45E-05,92,221,334,,,,
2.81E-05,94,216,336,,,,
2.46E-05,92,282,332,,,,
2.46E-05,91,90,330,,,,
2.46E-05,92,102,328,,,,
2.51E-05,92,63,324,,,,
2.45E-05,94,110,326,,,,
2.55E-05,91,217,320,,,,
2.80E-05,95,303,332,,,,
3.09E-05,93,32,331,,,,
2.88E-05,92,18,330,,,,
3.16E-05,94,298,334,,,,
3.20E-05,93,134,335,,,,
3.15E-05,95,66,334,,,,
2.53E-05,95,319,326,,,,
2.68E-05,93,322,324,,,,
2.56E-05,93,93,319,,,,
3.08E-05,93,269,317,,,,
2.47E-05,95,142,312,,,,
2.46E-05,91,50,323,,,,
4.80E-05,91,134,314,,,,
2.58E-05,93,150,316,,,,
2.57E-05,94,205,312,,,,
2.57E-05,91,84,312,,,,
2.49E-05,94,218,314,,,,
2.67E-05,95,116,316,,,,
3.00E-05,94,158,317,,,,
3.36E-05,95,185,324,,,,
2.86E-05,94,242,323,,,,
2.47E-05,94,126,322,,,,
2.46E-05,91,182,324,,,,
2.51E-05,91,269,321,,,,
2.47E-05,95,224,328,,,,
3.13E-05,91,218,327,,,,
2.90E-05,93,301,333,,,,
2.48E-05,91,209,331,,,,
2.46E-05,91,223,331,,,,
2.47E-05,95,191,333,,,,
2.49E-05,95,122,337,,,,
2.56E-05,92,6,324,,,,
2.61E-05,93,283,325,,,,
2.51E-05,95,3,319,,,,
2.48E-05,92,241,317,,,,
2.43E-05,95,172,312,,,,
2.47E-05,92,108,298,,,,
2.65E-05,92,299,304,,,,
2.48E-05,92,53,311,,,,
2.55E-05,92,68,315,,,,
3.60E-05,93,33,314,,,,
2.47E-05,93,242,310,,,,
2.46E-05,92,165,312,,,,
2.46E-05,92,125,320,,,,
2.46E-05,94,110,312,,,,
2.49E-05,95,130,312,,,,
2.47E-05,94,104,312,,,,
3.49E-05,95,287,299,,,,
2.52E-05,93,186,299,,,,
3.15E-05,95,240,296,,,,
2.48E-05,94,164,295,,,,
2.58E-05,91,255,290,,,,
2.49E-05,95,76,294,,,,
2.50E-05,92,231,289,,,,
2.47E-05,92,18,289,,,,
2.46E-05,94,19,291,,,,
2.46E-05,94,174,290,,,,
2.46E-05,92,275,292,,,,
2.44E-05,93,163,287,,,,
2.69E-05,92,165,289,,,,
2.48E-05,92,233,296,,,,
3.15E-05,95,219,307,,,,
2.50E-05,94,238,305,,,,
2.57E-05,94,153,301,,,,
2.54E-05,94,285,301,,,,
2.51E-05,91,190,309,,,,
2.54E-05,95,231,289,,,,
2.47E-05,91,147,297,,,,
2.46E-05,94,131,306,,,,
2.49E-05,93,300,305,,,,
2.48E-05,95,217,297,,,,
2.48E-05,92,16,300,,,,
2.45E-05,94,38,299,,,,
2.47E-05,94,228,302,,,,
2.92E-05,95,291,302,,,,
2.45E-05,94,50,302,,,,
2.87E-05,93,66,305,,,,
2.46E-05,91,39,303,,,,
2.48E-05,91,29,303,,,,
2.48E-05,94,276,301,,,,
2.79E-05,93,90,305,,,,
2.47E-05,91,199,302,,,,
2.74E-05,91,304,309,,,,
2.53E-05,91,147,318,,,,
2.55E-05,95,145,321,,,,
3.63E-05,95,138,317,,,,
2.54E-05,91,166,316,,,,
2.46E-05,95,231,324,,,,
2.48E-05,95,223,318,,,,
2.49E-05,94,258,322,,,,
3.76E-05,93,164,324,,,,
2.56E-05,91,110,324,,,,
5.17E-05,92,128,321,,,,
2.59E-05,94,297,327,,,,
2.51E-05,91,269,341,,,,
2.46E-05,92,204,336,,,,
2.51E-05,91,96,337,,,,
2.48E-05,92,142,332,,,,
2.46E-05,91,11,321,,,,
2.46E-05,95,113,322,,,,
2.49E-05,91,69,319,,,,
2.46E-05,94,112,319,,,,
3.00E-05,95,104,321,,,,
2.51E-05,94,242,319,,,,
2.45E-05,92,271,320,,,,
2.95E-05,91,261,321,,,,
2.62E-05,92,305,328,,,,
2.88E-05,92,42,323,,,,
2.48E-05,95,266,322,,,,
2.90E-05,93,91,317,,,,
2.58E-05,94,92,319,,,,
2.46E-05,91,154,305,,,,
2.49E-05,93,291,298,,,,
2.48E-05,94,48,300,,,,
2.73E-05,95,17,302,,,,
2.70E-05,95,187,300,,,,
4.98E-05,93,111,301,,,,
2.46E-05,92,24,307,,,,
3.05E-05,91,3,308,,,,
2.52E-05,93,186,308,,,,
2.46E-05,91,29,302,,,,
2.46E-05,93,87,293,,,,
2.50E-05,94,214,295,,,,
3.37E-05,93,52,298,,,,
2.47E-05,91,127,295,,,,
2.72E-05,93,21,289,,,,
2.52E-05,91,258,285,,,,
2.47E-05,92,41,297,,,,
2.46E-05,93,56,295,,,,
2.47E-05,94,155,290,,,,
2.47E-05,92,286,293,,,,
3.26E-05,92,47,289,,,,
2.46E-05,94,52,285,,,,
3.86E-05,93,174,287,,,,
3.17E-05,95,204,287,,,,
2.55E-05,93,50,285,,,,
2.56E-05,92,201,283,,,,
2.49E-05,94,269,284,,,,
2.69E-05,95,276,279,,,,
2.80E-05,92,187,278,,,,
5.03E-05,94,146,278,,,,
2.59E-05,94,147,281,,,,
2.73E-05,92,116,288,,,,
2.65E-05,94,283,296,,,,
2.48E-05,93,147,284,,,,
2.47E-05,91,221,290,,,,
2.46E-05,92,141,289,,,,
3.11E-05,95,107,289,,,,
2.59E-05,91,42,289,,,,
2.44E-05,93,199,278,,,,
3.24E-05,91,194,277,,,,
2.45E-05,95,104,278,,,,
2.49E-05,91,174,277,,,,
2.46E-05,91,145,275,,,,
3.66E-05,94,67,266,,,,
4.25E-05,91,209,259,,,,
2.87E-05,93,207,251,,,,
2.48E-05,92,145,251,,,,
2.80E-05,94,135,257,,,,
2.47E-05,92,21,248,,,,
2.49E-05,93,119,256,,,,
2.47E-05,93,208,264,,,,
2.47E-05,95,4,260,,,,
2.48E-05,94,189,258,,,,
2.48E-05,92,231,264,,,,
3.06E-05,95,136,272,,,,
3.08E-05,95,218,277,,,,
2.49E-05,91,70,277,,,,
2.47E-05,94,70,269,,,,
4.27E-05,92,93,278,,,,
2.55E-05,92,49,285,,,,
2.59E-05,95,224,290,,,,
2.58E-05,91,175,302,,,,
2.49E-05,93,124,301,,,,
2.47E-05,92,282,295,,,,
2.43E-05,93,216,295,,,,
2.47E-05,94,193,285,,,,
2.48E-05,93,242,275,,,,
2.47E-05,91,239,268,,,,
2.48E-05,94,191,263,,,,
2.45E-05,91,59,267,,,,
2.45E-05,93,187,268,,,,
2.57E-05,93,244,272,,,,
2.50E-05,91,73,259,,,,
2.47E-05,92,60,255,,,,
2.60E-05,92,39,258,,,,
2.56E-05,91,156,264,,,,
2.46E-05,94,133,268,,,,
2.46E-05,92,227,268,,,,
2.73E-05,95,251,271,,,,
2.53E-05,95,41,271,,,,
2.45E-05,92,37,266,,,,
2.51E-05,95,79,249,,,,
2.49E-05,93,18,250,,,,
2.44E-05,92,5,248,,,,
2.46E-05,92,155,248,,,,
2.46E-05,92,192,250,,,,
2.70E-05,94,19,252,,,,
2.47E-05,95,152,240,,,,
2.49E-05,91,180,231,,,,
2.45E-05,93,32,228,,,,
3.01E-05,95,13,226,,,,
2.52E-05,92,223,226,,,,
2.46E-05,95,80,220,,,,
2.47E-05,95,62,215,,,,
6.54E-05,93,188,213,,,,
2.48E-05,93,160,216,,,,
2.70E-05,92,38,217,,,,
2.46E-05,94,106,213,,,,
2.47E-05,94,75,210,,,,
2.52E-05,94,5,202,,,,
2.51E-05,92,4,198,,,,
2.49E-05,92,54,196,,,,
2.49E-05,91,166,209,,,,
2.46E-05,91,206,211,,,,
2.48E-05,94,35,199,,,,
2.65E-05,94,125,191,,,,
2.53E-05,91,107,194,,,,
2.56E-05,94,159,187,,,,
2.49E-05,94,56,187,,,,
2.47E-05,92,99,187,,,,
2.46E-05,92,49,194,,,,
2.43E-05,92,71,181,,,,
2.48E-05,93,3,182,,,,
3.06E-05,91,150,184,,,,
2.49E-05,93,162,183,,,,
4.22E-05,94,91,184,,,,
2.49E-05,93,136,189,,,,
2.46E-05,92,37,190,,,,
2.46E-05,94,63,191,,,,
2.45E-05,91,95,189,,,,
2.70E-05,93,93,192,,,,
2.85E-05,91,165,185,,,,
2.45E-05,93,54,193,,,,
2.78E-05,94,14,188,,,,
2.44E-05,95,118,178,,,,
2.44E-05,94,99,192,,,,
2.46E-05,91,169,191,,,,
2.46E-05,92,29,190,,,,
2.48E-05,93,4,215,,,,
2.69E-05,92,172,216,,,,
2.47E-05,93,57,215,,,,
3.84E-05,95,58,215,,,,
2.74E-05,92,91,215,,,,
2.64E-05,94,177,219,,,,
2.64E-05,95,57,216,,,,
2.45E-05,93,66,212,,,,
2.54E-05,94,195,217,,,,
2.49E-05,91,116,212,,,,
2.45E-05,94,94,209,,,,
2.90E-05,92,18,212,,,,
2.48E-05,91,152,220,,,,
2.48E-05,92,66,220,,,,
2.48E-05,92,89,224,,,,
3.17E-05,93,150,223,,,,
2.49E-05,91,68,225,,,,
2.56E-05,94,180,236,,,,
2.48E-05,95,185,222,,,,
2.46E-05,92,135,222,,,,
4.00E-05,94,14,215,,,,
3.18E-05,95,61,224,,,,
2.50E-05,93,100,224,,,,
3.42E-05,92,8,219,,,,
2.48E-05,91,173,224,,,,
2.44E-05,94,5,224,,,,
2.45E-05,93,35,219,,,,
2.91E-05,94,155,226,,,,
4.39E-05,95,59,230,,,,
8.80E-05,93,164,229,,,,
3.12E-05,93,136,227,,,,
3.30E-05,94,10,227,,,,
4.11E-05,95,193,231,,,,
2.56E-05,95,105,231,,,,
2.59E-05,94,210,233,,,,
3.05E-05,95,147,236,,,,
2.61E-05,94,77,236,,,,
2.54E-05,93,82,229,,,,
2.47E-05,91,86,228,,,,
3.18E-05,93,94,219,,,,
2.49E-05,93,65,230,,,,
5.95E-05,91,5,226,,,,
2.87E-05,95,179,224,,,,
3.68E-05,92,168,229,,,,
2.47E-05,94,96,223,,,,
2.48E-05,91,124,217,,,,
2.45E-05,94,190,214,,,,
2.48E-05,92,173,214,,,,
2.46E-05,91,199,207,,,,
2.79E-05,94,2,203,,,,
2.48E-05,94,152,202,,,,
2.46E-05,94,189,191,,,,
2.50E-05,92,32,194,,,,
5.56E-05,94,68,195,,,,
2.48E-05,94,60,189,,,,
2.46E-05,95,177,179,,,,
2.46E-05,93,43,184,,,,
2.53E-05,95,51,180,,,,
2.62E-05,93,61,169,,,,
2.49E-05,91,109,171,,,,
2.48E-05,95,103,170,,,,
2.89E-05,93,153,171,,,,
2.48E-05,91,129,169,,,,
2.61E-05,91,146,179,,,,
2.46E-05,91,76,177,,,,
2.50E-05,91,88,184,,,,
2.80E-05,95,15,189,,,,
2.44E-05,93,162,192,,,,
2.46E-05,92,56,190,,,,
2.46E-05,93,61,189,,,,
2.59E-05,91,177,191,,,,
2.47E-05,95,126,192,,,,
2.49E-05,92,154,185,,,,
2.47E-05,91,176,186,,,,
2.46E-05,94,139,187,,,,
2.45E-05,95,114,191,,,,
2.61E-05,92,164,186,,,,
4.03E-05,94,68,182,,,,
2.56E-05,92,168,179,,,,
4.88E-05,92,114,188,,,,
2.54E-05,95,8,187,,,,
2.46E-05,91,78,189,,,,
2.47E-05,92,75,189,,,,
2.46E-05,91,137,190,,,,
2.47E-05,91,19,187,,,,
2.76E-05,93,100,191,,,,
2.53E-05,95,189,195,,,,
2.67E-05,91,88,200,,,,
2.46E-05,93,109,202,,,,
2.50E-05,93,130,194,,,,
2.46E-05,93,72,195,,,,
2.47E-05,94,94,195,,,,
3.09E-05,93,108,194,,,,
2.47E-05,95,9,195,,,,
2.50E-05,94,27,190,,,,
2.45E-05,91,161,197,,,,
2.46E-05,94,72,199,,,,
2.46E-05,93,173,202,,,,
2.52E-05,93,48,199,,,,
2.54E-05,95,80,200,,,,
2.85E-05,94,143,196,,,,
2.46E-05,93,10,192,,,,
2.80E-05,93,39,193,,,,
2.50E-05,95,98,189,,,,
2.48E-05,94,149,188,,,,
6.44E-05,94,146,189,,,,
2.48E-05,93,20,186,,,,
2.47E-05,93,142,175,,,,
2.43E-05,95,34,171,,,,
2.46E-05,95,4,170,,,,
2.46E-05,94,161,171,,,,
4.27E-05,93,10,168,,,,
2.45E-05,94,131,167,,,,
2.58E-05,93,76,164,,,,
2.46E-05,92,69,163,,,,
2.59E-05,95,55,161,,,,
2.45E-05,91,137,164,,,,
2.44E-05,92,93,167,,,,
2.48E-05,93,56,166,,,,
2.47E-05,91,7,177,,,,
2.47E-05,92,89,184,,,,
2.43E-05,95,122,185,,,,
2.54E-05,94,74,156,,,,
2.48E-05,95,69,157,,,,
2.53E-05,94,88,158,,,,
3.30E-05,93,38,160,,,,
3.05E-05,95,120,151,,,,
3.29E-05,91,5,151,,,,
2.51E-05,93,143,153,,,,
2.44E-05,92,39,150,,,,
2.54E-05,92,64,149,,,,
2.50E-05,94,92,145,,,,
2.48E-05,93,3,146,,,,
2.47E-05,94,12,149,,,,
2.45E-05,92,40,155,,,,
3.02E-05,93,140,155,,,,
2.60E-05,95,27,154,,,,
6.35E-05,92,81,150,,,,
2.46E-05,95,47,136,,,,
2.48E-05,94,3,128,,,,
2.46E-05,91,24,124,,,,
2.47E-05,91,1,124,,,,
3.74E-05,92,32,127,,,,
2.49E-05,95,7,131,,,,
2.69E-05,95,56,135,,,,
2.58E-05,95,134,144,,,,
2.48E-05,94,18,143,,,,
3.06E-05,93,50,144,,,,
2.51E-05,91,100,145,,,,
2.45E-05,95,123,142,,,,
2.46E-05,91,107,129,,,,
2.47E-05,94,47,130,,,,
2.49E-05,93,69,126,,,,
2.46E-05,91,49,125,,,,
2.48E-05,92,115,118,,,,
2.45E-05,92,14,115,,,,
2.83E-05,94,76,109,,,,
2.70E-05,95,57,109,,,,
2.57E-05,91,79,117,,,,
2.45E-05,92,111,117,,,,
2.47E-05,92,1,121,,,,
3.52E-05,94,35,124,,,,
2.48E-05,92,30,122,,,,
2.69E-05,95,94,117,,,,
2.46E-05,94,98,114,,,,
2.48E-05,91,82,109,,,,
2.60E-05,91,75,111,,,,
2.43E-05,94,54,92,,,,
2.55E-05,91,43,105,,,,
2.58E-05,94,82,105,,,,
3.00E-05,93,92,119,,,,
2.50E-05,94,71,112,,,,
2.46E-05,93,37,113,,,,
2.51E-05,92,92,115,,,,
2.49E-05,91,76,118,,,,
3.21E-05,95,44,119,,,,
2.44E-05,93,21,117,,,,
2.52E-05,95,114,119,,,,
2.47E-05,91,81,124,,,,
2.47E-05,91,113,122,,,,
2.49E-05,95,54,120,,,,
4.17E-05,91,1,121,,,,
2.50E-05,94,40,111,,,,
2.45E-05,92,0,100,,,,
2.55E-05,95,49,102,,,,
3.02E-05,92,34,113,,,,
2.46E-05,94,52,114,,,,
2.44E-05,93,93,117,,,,
2.48E-05,94,97,112,,,,
3.57E-05,91,82,120,,,,
2.47E-05,93,92,118,,,,
4.71E-05,92,97,122,,,,
2.46E-05,94,35,127,,,,
2.57E-05,94,23,125,,,,
2.47E-05,94,101,125,,,,
2.48E-05,93,74,122,,,,
2.48E-05,95,57,118,,,,
2.45E-05,94,123,128,,,,
2.48E-05,93,18,126,,,,
2.53E-05,92,22,130,,,,
2.55E-05,94,73,137,,,,
2.56E-05,94,51,139,,,,
3.76E-05,95,125,136,,,,
