cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,
0.0001709,6,6,47,,,,
0.0006443,28,28,48,,,,
0.0006895,30,30,44,,,,
0.0007514,31,31,45,,,,
0.0006955,30,30,42,,,,
0.0001113,4,4,44,,,,
0.0004043,17,17,43,,,,
0.0009217,40,40,44,,,,
0.0009332,40,40,43,,,,
0.000539,22,22,42,,,,
0.0001869,7,7,40,,,,
0.0004794,19,19,39,,,,
0.0006103,21,21,41,,,,
0.0007675,27,27,39,,,,
0.0005081,19,19,36,,,,
0.0005936,26,26,39,,,,
6.79E-05,2,2,40,,,,
0.0001341,5,5,35,,,,
6.70E-05,2,2,35,,,,
0.0002448,10,10,33,,,,
0.0001116,4,4,42,,,,
2.27E-05,0,0,43,,,,
0.000178,7,7,38,,,,
0.0006752,15,15,45,,,,
8.92E-05,3,3,48,,,,
0.0004131,12,12,49,,,,
0.0003583,15,15,48,,,,
0.0003763,15,15,49,,,,
0.0003118,13,13,47,,,,
0.0002234,9,9,26,,,,
4.52E-05,1,1,27,,,,
0.000289,12,12,27,,,,
0.0002222,9,9,28,,,,
0.0001792,7,7,26,,,,
0.0001116,4,4,22,,,,
0.0004222,18,18,20,,,,
0.0003777,6,6,21,,,,
0.0001819,7,7,24,,,,
0.0002877,12,12,26,,,,
0.0003568,15,15,24,,,,
3.39E-05,0,0,16,,,,
2.27E-05,0,0,17,,,,
6.69E-05,2,2,15,,,,
2.26E-05,0,0,13,,,,
0.0001786,7,7,9,,,,
0.0001588,6,6,10,,,,
4.82E-05,1,1,2,,,,
4.54E-05,1,1,3,,,,
4.50E-05,1,1,3,,,,
8.98E-05,3,3,9,,,,
8.96E-05,3,3,9,,,,
0.0001804,7,7,10,,,,
8.97E-05,3,3,9,,,,
2.29E-05,0,0,3,,,,
8.96E-05,3,3,4,,,,
6.74E-05,2,2,6,,,,
2.29E-05,0,0,7,,,,
6.73E-05,2,2,3,,,,
4.49E-05,1,1,2,,,,
2.38E-05,0,0,5,,,,
2.30E-05,0,0,4,,,,
6.79E-05,2,2,4,,,,
6.74E-05,2,2,3,,,,
2.34E-05,0,0,1,,,,
2.35E-05,0,0,1,,,,
2.32E-05,0,0,1,,,,
2.71E-05,0,0,2,,,,
4.53E-05,1,1,4,,,,
8.98E-05,3,3,4,,,,
0.000201,8,8,14,,,,
0.0001555,6,6,15,,,,
0.0001323,5,5,13,,,,
0.0001367,5,5,10,,,,
0.0001118,4,4,8,,,,
0.0001569,6,6,10,,,,
0.0001123,4,4,8,,,,
0.0002443,10,10,20,,,,
2.27E-05,0,0,13,,,,
8.95E-05,3,3,17,,,,
2.28E-05,0,0,8,,,,
6.69E-05,2,2,7,,,,
0.0002044,8,8,13,,,,
2.30E-05,0,0,12,,,,
8.86E-05,3,3,13,,,,
0.000448,8,8,17,,,,
9.08E-05,3,3,19,,,,
0.0002643,11,11,23,,,,
2.25E-05,0,0,22,,,,
0.0003382,14,14,19,,,,
0.0001764,7,7,22,,,,
0.0005056,16,16,20,,,,
0.0002897,12,12,20,,,,
0.0004016,17,17,27,,,,
0.0008387,20,20,27,,,,
2.29E-05,0,0,29,,,,
0.0004551,16,16,25,,,,
0.0003385,13,13,16,,,,
2.29E-05,0,0,20,,,,
6.75E-05,2,2,18,,,,
2.29E-05,0,0,18,,,,
0.0001122,4,4,18,,,,
0.0001413,5,5,19,,,,
0.0002656,11,11,20,,,,
0.0001322,5,5,22,,,,
0.000395,17,17,18,,,,
2.31E-05,0,0,1,,,,
6.77E-05,2,2,3,,,,
2.45E-05,0,0,1,,,,
2.30E-05,0,0,1,,,,
8.94E-05,3,3,9,,,,
0.0002218,9,9,10,,,,
4.45E-05,1,1,11,,,,
0.0004273,3,3,10,,,,
2.29E-05,0,0,9,,,,
2.27E-05,0,0,5,,,,
4.54E-05,1,1,3,,,,
0.0001651,4,4,6,,,,
0.0001334,5,5,9,,,,
8.94E-05,3,3,9,,,,
8.94E-05,3,3,9,,,,
8.94E-05,3,3,7,,,,
0.0001142,4,4,11,,,,
2.28E-05,0,0,11,,,,
2.27E-05,0,0,11,,,,
0.0001544,6,6,12,,,,
0.0003187,13,13,16,,,,
0.000391,16,16,19,,,,
0.0001121,4,4,24,,,,
0.0001112,4,4,23,,,,
0.0004489,14,14,20,,,,
0.0001647,6,6,20,,,,
6.67E-05,2,2,20,,,,
4.53E-05,1,1,22,,,,
0.0003873,11,11,19,,,,
0.0003563,15,15,25,,,,
0.0005351,23,23,33,,,,
0.0002008,8,8,30,,,,
0.0004034,17,17,21,,,,
0.0003106,13,13,23,,,,
0.0001555,6,6,17,,,,
5.74E-05,1,1,16,,,,
0.0005558,24,24,26,,,,
0.0009115,39,39,49,,,,
0.0001527,4,4,52,,,,
0.0001879,5,5,45,,,,
0.0006923,30,30,54,,,,
0.00082,28,28,54,,,,
0.0013265,42,42,54,,,,
0.0002908,12,12,53,,,,
0.0022912,38,38,50,,,,
0.0005817,21,21,45,,,,
2.29E-05,0,0,42,,,,
0.0007801,34,34,42,,,,
0.0001104,4,4,38,,,,
0.0005817,25,25,40,,,,
0.0006627,29,29,42,,,,
0.0002914,12,12,43,,,,
0.000265,7,7,44,,,,
0.0004249,18,18,44,,,,
0.0002007,8,8,56,,,,
0.0006042,26,26,58,,,,
0.0003125,8,8,56,,,,
0.0003553,15,15,56,,,,
0.0007272,26,26,56,,,,
6.92E-05,2,2,56,,,,
0.0003355,14,14,53,,,,
0.0001764,7,7,59,,,,
0.0002027,8,8,64,,,,
0.0002222,9,9,61,,,,
0.0001557,6,6,59,,,,
0.0003128,13,13,55,,,,
0.0001349,5,5,51,,,,
0.0002674,11,11,58,,,,
0.0011921,52,52,57,,,,
0.0009046,31,31,57,,,,
0.0002473,10,10,53,,,,
0.0001786,7,7,55,,,,
0.0003985,17,17,58,,,,
0.0006055,26,26,58,,,,
0.0008691,38,38,64,,,,
0.0007362,32,32,70,,,,
0.0003114,8,8,59,,,,
0.0001772,7,7,60,,,,
0.0010313,45,45,61,,,,
0.0004073,17,17,59,,,,
0.0003355,14,14,66,,,,
0.0014531,64,64,74,,,,
0.0004223,18,18,74,,,,
0.0004679,20,20,70,,,,
0.0006326,27,27,69,,,,
0.0004439,19,19,71,,,,
0.0011488,51,51,74,,,,
0.0008844,39,39,73,,,,
0.0003114,13,13,79,,,,
0.0001016,2,2,78,,,,
0.0012779,47,47,67,,,,
0.0006446,28,28,65,,,,
0.0007525,33,33,63,,,,
0.0006075,25,25,62,,,,
0.0004449,19,19,68,,,,
0.0007152,31,31,66,,,,
7.47E-05,2,2,64,,,,
0.0005174,22,22,62,,,,
0.0008991,33,33,57,,,,
0.0008142,35,35,54,,,,
0.0001556,6,6,42,,,,
0.0003973,17,17,46,,,,
0.0004536,19,19,45,,,,
2.29E-05,0,0,35,,,,
0.0003378,6,6,34,,,,
0.0003773,16,16,34,,,,
0.0002964,12,12,33,,,,
0.0001929,7,7,34,,,,
2.30E-05,0,0,36,,,,
0.0001336,5,5,36,,,,
0.0001115,4,4,36,,,,
0.0006289,22,22,33,,,,
8.72E-05,2,2,29,,,,
0.0007561,33,33,36,,,,
4.47E-05,1,1,36,,,,
4.50E-05,1,1,35,,,,
0.0004032,17,17,29,,,,
0.0005002,14,14,23,,,,
0.0002746,8,8,24,,,,
0.0002444,7,7,21,,,,
0.000236,9,9,20,,,,
0.0003136,13,13,23,,,,
0.0004041,17,17,22,,,,
0.0001116,4,4,22,,,,
6.73E-05,2,2,21,,,,
0.000167,6,6,18,,,,
0.0002004,8,8,21,,,,
0.0009081,25,25,28,,,,
0.0006466,24,24,30,,,,
0.0001565,6,6,32,,,,
0.0004152,14,14,33,,,,
0.0001383,4,4,32,,,,
0.0005496,18,18,30,,,,
0.0001081,3,3,33,,,,
2.32E-05,0,0,31,,,,
0.0002904,12,12,33,,,,
0.0004905,21,21,30,,,,
0.0005081,22,22,29,,,,
0.0002,8,8,31,,,,
0.0005329,23,23,31,,,,
0.0006243,27,27,40,,,,
0.0001545,6,6,37,,,,
0.0001549,6,6,35,,,,
0.000155,6,6,34,,,,
0.0004691,20,20,34,,,,
0.0001105,4,4,34,,,,
2.32E-05,0,0,35,,,,
0.000267,11,11,40,,,,
0.0002439,10,10,39,,,,
0.000637,28,28,33,,,,
8.97E-05,3,3,41,,,,
2.28E-05,0,0,44,,,,
0.0007267,32,32,41,,,,
0.0004841,15,15,41,,,,
0.0003759,16,16,36,,,,
0.0003528,15,15,30,,,,
0.0005397,23,23,28,,,,
0.000291,12,12,27,,,,
9.18E-05,3,3,26,,,,
0.0006321,27,27,28,,,,
0.0003103,13,13,33,,,,
9.11E-05,3,3,33,,,,
0.000292,12,12,32,,,,
0.0001335,5,5,29,,,,
0.0005561,24,24,38,,,,
0.0002456,10,10,37,,,,
0.0004,17,17,31,,,,
0.0001803,7,7,35,,,,
6.74E-05,2,2,33,,,,
6.73E-05,2,2,28,,,,
0.0001569,6,6,25,,,,
0.0004815,18,18,26,,,,
0.0002449,10,10,27,,,,
0.0003468,13,13,30,,,,
2.32E-05,0,0,31,,,,
0.0002224,9,9,25,,,,
0.0004014,17,17,27,,,,
0.000155,6,6,19,,,,
0.0003129,13,13,17,,,,
0.0002902,12,12,19,,,,
0.000267,11,11,16,,,,
0.000112,4,4,15,,,,
0.0001781,7,7,18,,,,
0.0003697,15,15,19,,,,
0.0004554,16,16,19,,,,
6.72E-05,2,2,24,,,,
0.0004905,21,21,27,,,,
0.0004555,18,18,24,,,,
0.0003589,15,15,33,,,,
0.0005567,24,24,34,,,,
0.0006217,26,26,36,,,,
0.0002891,12,12,31,,,,
0.0005113,14,14,26,,,,
0.0002474,10,10,23,,,,
0.0001124,4,4,15,,,,
0.0003353,14,14,15,,,,
4.51E-05,1,1,9,,,,
2.27E-05,0,0,13,,,,
2.27E-05,0,0,16,,,,
2.29E-05,0,0,19,,,,
4.51E-05,1,1,20,,,,
0.0001121,4,4,20,,,,
0.0004658,20,20,21,,,,
0.0001683,6,6,25,,,,
0.0003573,15,15,24,,,,
0.0002683,11,11,20,,,,
9.02E-05,3,3,20,,,,
0.0004327,18,18,23,,,,
0.000255,10,10,25,,,,
0.0002552,10,10,26,,,,
0.0002018,8,8,26,,,,
0.0001342,5,5,24,,,,
0.0003339,14,14,28,,,,
0.0002451,10,10,39,,,,
0.0006222,27,27,46,,,,
0.0002012,8,8,46,,,,
0.0007109,31,31,42,,,,
0.0004212,18,18,34,,,,
0.0005312,20,20,32,,,,
0.0006464,24,24,30,,,,
0.0004907,21,21,25,,,,
4.54E-05,1,1,23,,,,
0.0001095,0,0,24,,,,
0.0001564,6,6,24,,,,
0.000357,15,15,31,,,,
0.0005373,18,18,29,,,,
4.52E-05,1,1,30,,,,
0.0003865,15,15,28,,,,
0.0006421,28,28,29,,,,
0.0002015,7,7,20,,,,
0.0002446,10,10,28,,,,
0.0004675,20,20,26,,,,
0.0002443,10,10,34,,,,
0.0001355,5,5,34,,,,
0.0003795,16,16,34,,,,
0.0002562,10,10,35,,,,
0.0007026,28,28,34,,,,
0.0005786,25,25,33,,,,
0.0003545,15,15,33,,,,
0.0002195,9,9,34,,,,
0.0012148,31,31,32,,,,
0.0002731,7,7,41,,,,
0.0002317,9,9,39,,,,
0.0007144,31,31,41,,,,
0.0008657,38,38,42,,,,
0.0008325,36,36,40,,,,
0.0003582,15,15,30,,,,
0.0002674,11,11,29,,,,
2.29E-05,0,0,29,,,,
0.0001784,7,7,27,,,,
2.46E-05,0,0,29,,,,
0.0001336,5,5,27,,,,
4.45E-05,1,1,27,,,,
0.000605,18,18,23,,,,
0.0002874,12,12,23,,,,
0.0003995,16,16,23,,,,
0.0001347,5,5,18,,,,
0.0003552,15,15,21,,,,
0.0001127,4,4,16,,,,
0.0004444,15,15,17,,,,
0.0001344,5,5,16,,,,
0.0002231,9,9,18,,,,
0.0002251,9,9,18,,,,
0.0003337,14,14,15,,,,
0.000156,6,6,15,,,,
0.0001559,6,6,15,,,,
0.0002236,9,9,14,,,,
0.0003362,14,14,16,,,,
8.87E-05,3,3,10,,,,
0.0002013,8,8,12,,,,
6.73E-05,2,2,12,,,,
2.29E-05,0,0,15,,,,
4.52E-05,1,1,11,,,,
0.000289,12,12,25,,,,
8.95E-05,3,3,21,,,,
0.0001352,5,5,22,,,,
0.0004244,18,18,20,,,,
4.49E-05,1,1,21,,,,
0.0003148,7,7,20,,,,
0.0003999,13,13,21,,,,
0.0001387,4,4,22,,,,
0.000344,10,10,22,,,,
8.88E-05,3,3,16,,,,
0.0003509,15,15,16,,,,
0.0003958,17,17,23,,,,
0.0004492,11,11,31,,,,
0.0003561,15,15,31,,,,
0.0001119,4,4,32,,,,
2.26E-05,0,0,33,,,,
0.0003666,8,8,40,,,,
9.02E-05,3,3,41,,,,
0.000112,4,4,39,,,,
2.27E-05,0,0,41,,,,
2.29E-05,0,0,44,,,,
0.0003153,8,8,44,,,,
0.0008716,37,37,44,,,,
0.0003531,13,13,48,,,,
0.0003563,15,15,47,,,,
0.0009549,42,42,49,,,,
0.0007877,34,34,42,,,,
8.98E-05,3,3,38,,,,
9.82E-05,2,2,39,,,,
0.0001809,7,7,39,,,,
0.0009321,24,24,38,,,,
0.0007046,31,31,33,,,,
0.0011343,13,13,30,,,,
0.0002971,12,12,42,,,,
0.0002228,9,9,41,,,,
2.29E-05,0,0,43,,,,
0.0004111,17,17,44,,,,
0.0001349,5,5,45,,,,
0.0009747,43,43,46,,,,
0.0002497,10,10,42,,,,
0.0006687,29,29,40,,,,
0.0004229,18,18,37,,,,
0.0001784,7,7,35,,,,
0.0003697,11,11,35,,,,
0.0001522,5,5,37,,,,
6.79E-05,2,2,32,,,,
0.0003137,13,13,36,,,,
0.00052,22,22,42,,,,
0.0006014,26,26,46,,,,
0.0006126,26,26,47,,,,
0.0003352,14,14,41,,,,
0.0002017,6,6,37,,,,
0.0002912,12,12,40,,,,
0.0001344,5,5,44,,,,
0.0005768,25,25,45,,,,
2.29E-05,0,0,36,,,,
0.0006015,26,26,36,,,,
0.0001115,4,4,34,,,,
0.0002043,7,7,37,,,,
0.0003794,14,14,43,,,,
0.0002408,7,7,28,,,,
0.0007792,23,23,31,,,,
8.52E-05,2,2,22,,,,
0.0002674,11,11,20,,,,
0.0002674,11,11,19,,,,
9.01E-05,2,2,29,,,,
0.0003553,7,7,31,,,,
0.0002295,8,8,13,,,,
0.00026,7,7,13,,,,
4.52E-05,1,1,10,,,,
9.00E-05,3,3,11,,,,
8.97E-05,3,3,20,,,,
4.50E-05,1,1,20,,,,
0.0001788,7,7,17,,,,
0.0001335,5,5,16,,,,
0.0001339,5,5,13,,,,
0.0002442,10,10,18,,,,
8.95E-05,3,3,19,,,,
0.0002416,7,7,12,,,,
6.40E-05,1,1,10,,,,
0.0002098,6,6,10,,,,
0.0001528,4,4,11,,,,
8.95E-05,3,3,11,,,,
0.0001582,4,4,13,,,,
7.40E-05,2,2,13,,,,
0.0003949,9,9,10,,,,
4.49E-05,1,1,11,,,,
0.0001562,6,6,19,,,,
4.54E-05,1,1,21,,,,
0.0002436,10,10,18,,,,
0.0002563,10,10,23,,,,
0.0002234,9,9,24,,,,
0.0002226,9,9,33,,,,
0.0005198,18,18,21,,,,
0.0001706,3,3,21,,,,
0.0001466,2,2,21,,,,
3.22E-05,0,0,14,,,,
0.0003612,11,11,13,,,,
2.36E-05,0,0,15,,,,
0.0003544,12,12,18,,,,
0.0002253,7,7,17,,,,
4.59E-05,1,1,17,,,,
0.0001119,4,4,23,,,,
0.0003092,9,9,24,,,,
0.0004355,12,12,24,,,,
6.73E-05,2,2,16,,,,
6.88E-05,2,2,13,,,,
0.0001783,7,7,13,,,,
0.000276,11,11,14,,,,
0.0002232,9,9,17,,,,
2.29E-05,0,0,24,,,,
0.0003638,15,15,18,,,,
0.0001577,6,6,22,,,,
0.0001348,5,5,18,,,,
0.0001565,6,6,7,,,,
2.29E-05,0,0,3,,,,
2.38E-05,0,0,4,,,,
0.0001483,4,4,5,,,,
0.0001806,5,5,8,,,,
0.0004453,14,14,17,,,,
0.0002526,9,9,24,,,,
0.0003745,16,16,17,,,,
6.77E-05,2,2,13,,,,
4.48E-05,1,1,5,,,,
7.12E-05,2,2,3,,,,
0.0003108,13,13,15,,,,
0.0001087,3,3,9,,,,
0.0001118,4,4,9,,,,
0.0001376,3,3,8,,,,
4.51E-05,1,1,6,,,,
6.40E-05,1,1,10,,,,
5.05E-05,1,1,8,,,,
7.93E-05,2,2,9,,,,
0.0005258,15,15,16,,,,
2.69E-05,0,0,14,,,,
8.56E-05,2,2,13,,,,
0.0001347,1,1,14,,,,
0.0001365,5,5,15,,,,
0.0002198,7,7,30,,,,
0.0002939,12,12,34,,,,
0.000537,23,23,37,,,,
0.0001116,4,4,37,,,,
0.0003593,15,15,35,,,,
0.0002975,12,12,37,,,,
0.0006197,27,27,37,,,,
4.54E-05,1,1,37,,,,
0.0002346,6,6,35,,,,
0.0002472,6,6,35,,,,
0.0015157,31,31,36,,,,
0.0002724,8,8,38,,,,
0.0002474,10,10,46,,,,
6.76E-05,2,2,46,,,,
0.000491,16,16,44,,,,
0.0005994,26,26,51,,,,
0.0004878,21,21,52,,,,
0.0011227,49,49,52,,,,
0.0009519,41,41,42,,,,
0.0005994,26,26,40,,,,
0.0004225,18,18,42,,,,
0.000488,21,21,41,,,,
8.94E-05,3,3,41,,,,
0.0005361,17,17,45,,,,
0.0012207,33,33,44,,,,
0.0006211,24,24,44,,,,
0.0009786,21,21,47,,,,
0.0003176,9,9,47,,,,
0.0009228,12,12,35,,,,
0.0003163,13,13,42,,,,
0.0007688,33,33,39,,,,
0.0003786,13,13,41,,,,
0.0009153,40,40,44,,,,
0.0001126,4,4,44,,,,
0.0004984,19,19,42,,,,
0.0007041,27,27,42,,,,
0.0001446,5,5,39,,,,
0.0003514,15,15,37,,,,
0.0005116,22,22,40,,,,
8.94E-05,3,3,41,,,,
0.0002901,12,12,39,,,,
0.0010094,40,40,45,,,,
0.0017923,24,24,50,,,,
0.0003082,9,9,52,,,,
0.0005558,23,23,52,,,,
0.000931,23,23,57,,,,
0.000611,26,26,55,,,,
0.0004182,18,18,55,,,,
8.89E-05,3,3,55,,,,
0.000407,17,17,52,,,,
0.0002965,12,12,49,,,,
0.0005176,13,13,52,,,,
0.0001004,2,2,48,,,,
0.0005419,19,19,52,,,,
0.0005738,25,25,53,,,,
0.0002438,10,10,54,,,,
0.0004771,20,20,44,,,,
0.00081,24,24,44,,,,
0.0004681,20,20,38,,,,
0.0005655,24,24,35,,,,
0.0003337,14,14,34,,,,
0.0001122,4,4,29,,,,
0.0001118,4,4,29,,,,
0.0002732,8,8,33,,,,
0.0001048,3,3,33,,,,
0.0011286,37,37,41,,,,
0.001593,22,22,41,,,,
0.0004207,13,13,39,,,,
0.0006223,27,27,39,,,,
0.0002009,8,8,39,,,,
0.0001107,4,4,42,,,,
0.0002048,8,8,45,,,,
0.0004997,21,21,38,,,,
0.0002894,12,12,38,,,,
0.0003963,17,17,38,,,,
2.32E-05,0,0,39,,,,
0.000466,20,20,35,,,,
2.29E-05,0,0,14,,,,
0.0003691,11,11,12,,,,
0.0001608,6,6,14,,,,
6.77E-05,2,2,15,,,,
8.95E-05,3,3,10,,,,
6.72E-05,2,2,6,,,,
2.29E-05,0,0,2,,,,
8.95E-05,3,3,6,,,,
2.28E-05,0,0,8,,,,
5.42E-05,1,1,6,,,,
2.36E-05,0,0,2,,,,
5.43E-05,1,1,4,,,,
6.72E-05,2,2,10,,,,
6.36E-05,1,1,12,,,,
0.0001171,3,3,11,,,,
0.0001825,5,5,10,,,,
0.0001574,6,6,11,,,,
0.0002675,11,11,15,,,,
2.29E-05,0,0,14,,,,
2.30E-05,0,0,11,,,,
2.28E-05,0,0,10,,,,
4.50E-05,1,1,10,,,,
2.28E-05,0,0,4,,,,
6.76E-05,2,2,4,,,,
9.69E-05,2,2,4,,,,
6.74E-05,2,2,5,,,,
0.0001112,4,4,6,,,,
6.74E-05,2,2,3,,,,
8.98E-05,3,3,6,,,,
0.0001117,4,4,6,,,,
0.0001346,5,5,10,,,,
0.0001198,4,4,11,,,,
8.97E-05,3,3,8,,,,
0.0001811,7,7,9,,,,
0.0001336,5,5,7,,,,
0.000133,5,5,7,,,,
8.99E-05,3,3,11,,,,
4.56E-05,1,1,9,,,,
4.56E-05,1,1,2,,,,
2.30E-05,0,0,5,,,,
0.0001332,5,5,6,,,,
0.0003333,14,14,17,,,,
4.55E-05,1,1,10,,,,
6.79E-05,2,2,10,,,,
4.56E-05,1,1,14,,,,
0.0001555,6,6,13,,,,
6.69E-05,2,2,13,,,,
0.0001348,5,5,12,,,,
0.0003482,12,12,13,,,,
6.74E-05,2,2,18,,,,
0.0002671,11,11,18,,,,
0.0004237,18,18,20,,,,
2.48E-05,0,0,26,,,,
0.000121,3,3,23,,,,
0.0004886,16,16,28,,,,
0.0006612,19,19,27,,,,
0.0005324,17,17,25,,,,
0.0006373,22,22,23,,,,
2.37E-05,0,0,26,,,,
0.000162,0,0,18,,,,
4.50E-05,1,1,14,,,,
0.0001125,4,4,16,,,,
0.0001347,5,5,8,,,,
0.0001135,4,4,11,,,,
0.0001365,5,5,18,,,,
0.0002236,9,9,18,,,,
6.70E-05,2,2,17,,,,
0.0002009,8,8,14,,,,
0.0001114,4,4,16,,,,
0.0001119,4,4,15,,,,
0.0003485,14,14,20,,,,
0.0002021,8,8,20,,,,
0.0001842,7,7,17,,,,
0.0002211,9,9,17,,,,
0.0004213,16,16,17,,,,
0.000316,13,13,22,,,,
6.75E-05,2,2,22,,,,
0.0001563,6,6,18,,,,
0.0001329,5,5,19,,,,
0.0003526,15,15,22,,,,
0.0003519,15,15,26,,,,
0.0002869,12,12,26,,,,
6.76E-05,2,2,23,,,,
8.94E-05,3,3,25,,,,
0.0001336,5,5,23,,,,
0.0001341,5,5,20,,,,
0.0002653,11,11,20,,,,
6.75E-05,2,2,20,,,,
0.0001198,4,4,21,,,,
0.0002013,8,8,20,,,,
0.0001599,6,6,20,,,,
2.28E-05,0,0,16,,,,
0.0001332,5,5,8,,,,
6.77E-05,2,2,6,,,,
8.87E-05,3,3,5,,,,
2.27E-05,0,0,5,,,,
8.97E-05,3,3,9,,,,
6.88E-05,2,2,19,,,,
0.0004629,20,20,30,,,,
5.88E-05,1,1,31,,,,
2.31E-05,0,0,30,,,,
0.0002202,9,9,35,,,,
0.0001107,4,4,34,,,,
0.0004874,19,19,40,,,,
0.0005085,17,17,38,,,,
0.0001676,6,6,47,,,,
0.0004441,14,14,47,,,,
0.0004107,13,13,47,,,,
0.0004813,18,18,48,,,,
0.0002004,8,8,47,,,,
0.0005462,23,23,44,,,,
2.28E-05,0,0,44,,,,
0.0002229,9,9,44,,,,
0.0004362,18,18,41,,,,
0.0009817,31,31,43,,,,
0.0003006,12,12,43,,,,
0.0004396,19,19,42,,,,
4.55E-05,1,1,36,,,,
0.0001572,6,6,36,,,,
2.38E-05,0,0,40,,,,
0.0011918,33,33,39,,,,
0.0004839,17,17,39,,,,
6.82E-05,2,2,36,,,,
0.0001787,7,7,35,,,,
0.0003205,13,13,32,,,,
0.0007541,33,33,35,,,,
0.0003339,14,14,34,,,,
0.0004496,19,19,34,,,,
0.0006431,28,28,30,,,,
0.0003134,12,12,30,,,,
0.0001103,4,4,30,,,,
6.72E-05,2,2,23,,,,
5.55E-05,1,1,20,,,,
0.0002869,12,12,22,,,,
4.47E-05,1,1,21,,,,
2.27E-05,0,0,21,,,,
0.0001553,6,6,20,,,,
0.0002022,8,8,17,,,,
4.50E-05,1,1,13,,,,
8.93E-05,3,3,11,,,,
4.60E-05,1,1,22,,,,
0.0003793,16,16,22,,,,
0.0002297,9,9,22,,,,
0.0001962,7,7,10,,,,
0.0001326,5,5,6,,,,
4.50E-05,1,1,3,,,,
2.28E-05,0,0,1,,,,
2.27E-05,0,0,1,,,,
0.0001143,4,4,7,,,,
0.0001492,4,4,7,,,,
5.83E-05,1,1,5,,,,
3.15E-05,0,0,6,,,,
0.0002385,6,6,9,,,,
0.0004042,13,13,18,,,,
8.37E-05,2,2,17,,,,
0.0002711,5,5,15,,,,
0.0004551,13,13,15,,,,
0.0001038,2,2,18,,,,
0.0001368,3,3,18,,,,
0.000396,17,17,22,,,,
0.0005028,12,12,22,,,,
0.0001553,6,6,20,,,,
0.0004453,19,19,26,,,,
0.000245,10,10,27,,,,
0.0002449,10,10,27,,,,
0.0001779,7,7,26,,,,
0.0006452,28,28,31,,,,
6.74E-05,2,2,33,,,,
0.0005123,22,22,44,,,,
0.0001353,5,5,45,,,,
0.0005329,23,23,44,,,,
6.79E-05,2,2,44,,,,
0.0009361,41,41,43,,,,
0.0009281,41,41,42,,,,
0.0006346,22,22,46,,,,
0.0010936,34,34,44,,,,
0.0001855,4,4,48,,,,
0.0006224,27,27,51,,,,
4.46E-05,1,1,50,,,,
0.0013825,44,44,49,,,,
0.0005552,24,24,46,,,,
2.37E-05,0,0,51,,,,
0.0008495,37,37,48,,,,
0.0002802,8,8,48,,,,
0.0010776,47,47,48,,,,
0.0008203,36,36,48,,,,
0.0008548,37,37,50,,,,
0.0010796,46,46,47,,,,
0.0006434,28,28,47,,,,
0.0001122,4,4,46,,,,
6.73E-05,2,2,51,,,,
0.0009672,38,38,48,,,,
0.0009836,41,41,48,,,,
0.0001788,7,7,45,,,,
0.0002671,11,11,41,,,,
0.0007105,31,31,40,,,,
2.25E-05,0,0,40,,,,
0.0013836,28,28,33,,,,
0.0001555,6,6,37,,,,
0.0007667,15,15,39,,,,
8.94E-05,3,3,40,,,,
0.0003089,13,13,43,,,,
0.0008887,19,19,40,,,,
0.0009773,31,31,36,,,,
0.0002569,10,10,34,,,,
0.0006452,28,28,38,,,,
0.0003112,13,13,40,,,,
0.0005853,23,23,44,,,,
0.0001115,4,4,41,,,,
0.0003004,12,12,42,,,,
0.0003572,15,15,42,,,,
0.0005586,24,24,40,,,,
0.0009423,17,17,42,,,,
0.0009395,41,41,42,,,,
0.0009552,42,42,51,,,,
4.49E-05,1,1,54,,,,
0.0024833,50,50,51,,,,
0.0004461,19,19,55,,,,
0.0008034,35,35,49,,,,
2.28E-05,0,0,54,,,,
0.0004334,18,18,58,,,,
0.000267,11,11,60,,,,
0.0007769,34,34,59,,,,
0.0001997,8,8,57,,,,
0.0005647,24,24,56,,,,
0.0008114,35,35,55,,,,
0.0004236,18,18,62,,,,
0.0011274,35,35,45,,,,
0.0004457,19,19,46,,,,
0.0021279,43,43,48,,,,
0.0002684,11,11,50,,,,
0.0008362,34,34,48,,,,
0.0008373,36,36,42,,,,
0.0005105,22,22,48,,,,
6.68E-05,2,2,51,,,,
0.0006741,28,28,51,,,,
0.0023264,47,47,50,,,,
0.0002754,11,11,55,,,,
0.0001563,6,6,53,,,,
0.0002444,10,10,45,,,,
0.0001794,7,7,39,,,,
0.0004465,19,19,39,,,,
0.0003333,14,14,35,,,,
0.0004646,20,20,34,,,,
0.0001785,7,7,34,,,,
0.0002696,11,11,33,,,,
2.30E-05,0,0,31,,,,
0.0004115,8,8,31,,,,
0.0001359,4,4,32,,,,
0.0008123,35,35,39,,,,
0.0006968,30,30,37,,,,
2.37E-05,0,0,23,,,,
0.0004979,21,21,22,,,,
0.0001565,6,6,16,,,,
6.70E-05,2,2,14,,,,
0.0003604,15,15,17,,,,
0.0004308,18,18,21,,,,
0.0002447,10,10,12,,,,
0.0001798,7,7,14,,,,
8.97E-05,3,3,9,,,,
6.74E-05,2,2,5,,,,
6.73E-05,2,2,4,,,,
4.51E-05,1,1,10,,,,
2.27E-05,0,0,6,,,,
2.29E-05,0,0,13,,,,
2.31E-05,0,0,2,,,,
4.45E-05,1,1,3,,,,
4.51E-05,1,1,3,,,,
