cas operacie,index prvku,dlzka zoznamu,,,sum,pocet
8.43E-05,33,46,,,,
8.51E-05,32,45,,,,
8.53E-05,37,45,,,,
9.12E-05,7,44,,,,
8.42E-05,39,43,,,,
8.93E-05,19,47,,,,
8.43E-05,34,45,,,,
8.40E-05,18,43,,,,
8.37E-05,8,42,,,,
8.35E-05,2,40,,,,
8.42E-05,13,39,,,,
8.39E-05,38,41,,,,
8.54E-05,26,41,,,,
8.40E-05,19,40,,,,
0.0001377,16,42,,,,
8.77E-05,14,41,,,,
8.90E-05,14,39,,,,
8.54E-05,6,37,,,,
8.41E-05,33,39,,,,
8.40E-05,15,40,,,,
9.09E-05,38,40,,,,
9.21E-05,30,39,,,,
8.48E-05,20,38,,,,
8.45E-05,27,37,,,,
8.42E-05,24,37,,,,
8.36E-05,2,33,,,,
8.79E-05,15,33,,,,
8.69E-05,31,38,,,,
0.0001201,9,38,,,,
9.75E-05,16,37,,,,
8.38E-05,37,39,,,,
8.56E-05,16,37,,,,
8.34E-05,16,35,,,,
0.0001035,31,33,,,,
0.0001777,16,34,,,,
8.45E-05,5,33,,,,
8.40E-05,14,36,,,,
8.36E-05,24,35,,,,
9.65E-05,3,35,,,,
8.32E-05,14,33,,,,
8.28E-05,7,32,,,,
8.32E-05,19,32,,,,
8.70E-05,2,33,,,,
8.68E-05,17,32,,,,
8.35E-05,24,32,,,,
9.21E-05,20,31,,,,
8.55E-05,19,30,,,,
8.38E-05,29,33,,,,
0.0001203,36,37,,,,
9.26E-05,32,36,,,,
8.54E-05,27,39,,,,
0.0001233,20,37,,,,
8.44E-05,34,37,,,,
8.39E-05,13,36,,,,
8.38E-05,19,36,,,,
8.64E-05,22,35,,,,
8.97E-05,32,36,,,,
8.38E-05,32,35,,,,
8.37E-05,24,34,,,,
8.39E-05,4,33,,,,
8.40E-05,25,34,,,,
8.40E-05,2,36,,,,
8.39E-05,0,35,,,,
8.60E-05,27,36,,,,
8.42E-05,4,36,,,,
8.42E-05,2,34,,,,
8.36E-05,1,32,,,,
8.39E-05,21,31,,,,
8.35E-05,1,30,,,,
8.36E-05,19,29,,,,
9.22E-05,27,30,,,,
8.53E-05,23,29,,,,
8.42E-05,7,33,,,,
8.38E-05,19,33,,,,
0.0001298,6,34,,,,
8.42E-05,23,30,,,,
8.38E-05,15,29,,,,
8.35E-05,15,28,,,,
8.39E-05,6,28,,,,
8.48E-05,24,30,,,,
8.31E-05,8,31,,,,
8.27E-05,29,30,,,,
8.32E-05,5,29,,,,
8.33E-05,13,29,,,,
8.81E-05,10,29,,,,
9.14E-05,20,30,,,,
8.43E-05,10,27,,,,
8.38E-05,2,28,,,,
8.58E-05,3,28,,,,
8.35E-05,7,28,,,,
0.0001311,5,25,,,,
8.94E-05,14,24,,,,
8.39E-05,9,22,,,,
8.43E-05,17,21,,,,
8.50E-05,5,23,,,,
8.70E-05,15,22,,,,
8.61E-05,17,19,,,,
8.39E-05,7,19,,,,
0.0001635,6,19,,,,
8.78E-05,2,18,,,,
8.45E-05,10,19,,,,
8.38E-05,10,21,,,,
8.41E-05,13,27,,,,
8.37E-05,21,26,,,,
8.38E-05,5,25,,,,
0.000105,17,29,,,,
8.91E-05,23,28,,,,
8.52E-05,7,25,,,,
8.38E-05,23,25,,,,
8.29E-05,23,24,,,,
8.34E-05,4,23,,,,
8.31E-05,1,25,,,,
8.30E-05,19,25,,,,
8.59E-05,3,23,,,,
8.43E-05,12,21,,,,
8.40E-05,11,21,,,,
9.57E-05,5,20,,,,
8.57E-05,1,22,,,,
8.45E-05,13,23,,,,
8.49E-05,15,22,,,,
8.85E-05,3,28,,,,
9.51E-05,11,26,,,,
8.44E-05,9,26,,,,
8.38E-05,20,30,,,,
9.33E-05,17,32,,,,
8.36E-05,21,25,,,,
8.41E-05,1,29,,,,
8.35E-05,6,28,,,,
8.40E-05,2,24,,,,
9.44E-05,7,25,,,,
8.42E-05,10,25,,,,
8.39E-05,2,24,,,,
0.0001294,5,23,,,,
0.0002189,5,22,,,,
9.00E-05,10,21,,,,
8.55E-05,15,22,,,,
8.53E-05,3,26,,,,
8.48E-05,14,27,,,,
8.45E-05,8,22,,,,
8.40E-05,3,21,,,,
8.43E-05,16,22,,,,
8.40E-05,21,22,,,,
8.34E-05,14,23,,,,
