cas operacie,cislo,index prvku,dlzka zoznamu,,,,,,,,
1.80E-05,94,5,309,,,,,0.0000243,94,132,297
1.88E-05,92,21,304,,,,,0.0000287,91,199,297
2.62E-05,95,248,303,,,,,0.0000193,92,54,298
2.31E-05,94,145,307,,,,,0.0000278,95,282,298
3.05E-05,92,89,312,,,,,0.0000278,93,69,298
2.33E-05,95,174,301,,,,,0.0000275,92,31,298
1.85E-05,95,34,306,,,,,0.0000193,91,58,298
2.15E-05,93,131,302,,,,,0.0000277,95,33,299
3.65E-05,91,240,288,,,,,0.0000341,95,159,299
1.93E-05,91,58,298,,,,,0.0000228,94,94,299
2.66E-05,95,265,301,,,,,0.0000196,95,60,299
2.43E-05,93,202,300,,,,,0.00002,94,50,299
1.83E-05,95,25,302,,,,,0.0000181,91,23,300
2.36E-05,92,185,302,,,,,0.000019,91,44,300
2.36E-05,94,184,303,,,,,0.0000251,94,149,300
2.14E-05,93,124,303,,,,,0.0000232,95,59,300
2.39E-05,92,186,302,,,,,0.0000243,93,202,300
2.12E-05,94,114,301,,,,,0.0000201,91,57,300
2.37E-05,92,11,311,,,,,0.0000251,95,129,300
1.92E-05,95,23,312,,,,,0.0000279,92,271,300
2.01E-05,91,57,300,,,,,0.0000201,95,87,300
2.41E-05,95,191,295,,,,,0.0000181,92,25,301
1.95E-05,93,64,296,,,,,0.0000233,95,174,301
2.57E-05,91,246,295,,,,,0.0000266,95,265,301
2.00E-05,91,74,289,,,,,0.0000212,94,114,301
2.22E-05,91,96,283,,,,,0.0000214,95,115,301
2.73E-05,91,261,286,,,,,0.0000203,93,73,302
2.10E-05,93,73,285,,,,,0.0000324,95,291,302
2.69E-05,93,270,278,,,,,0.0000215,93,131,302
2.18E-05,92,131,268,,,,,0.0000183,95,25,302
2.31E-05,93,166,266,,,,,0.0000236,92,185,302
3.23E-05,92,207,265,,,,,0.0000239,92,186,302
2.45E-05,92,173,275,,,,,0.000041,91,163,302
2.37E-05,92,148,273,,,,,0.0000218,95,93,303
2.88E-05,91,257,272,,,,,0.0000265,92,221,303
2.36E-05,91,182,274,,,,,0.0000326,93,238,303
2.54E-05,91,204,275,,,,,0.0000425,92,244,303
2.63E-05,91,259,288,,,,,0.0000216,94,107,303
2.68E-05,93,262,287,,,,,0.0000262,95,248,303
2.14E-05,91,78,290,,,,,0.0000236,94,184,303
2.10E-05,94,95,294,,,,,0.0000214,93,124,303
2.81E-05,94,101,295,,,,,0.0000254,94,220,304
2.70E-05,95,280,292,,,,,0.0000262,93,248,304
1.86E-05,95,40,295,,,,,0.000025,93,115,304
2.87E-05,91,199,297,,,,,0.0000203,93,56,304
4.07E-05,94,214,289,,,,,0.0000188,92,21,304
1.91E-05,94,23,287,,,,,0.0000184,93,14,304
2.62E-05,93,128,281,,,,,0.0000327,92,224,304
3.21E-05,91,233,280,,,,,0.0000222,92,138,305
2.29E-05,93,65,281,,,,,0.0000246,94,218,305
2.51E-05,95,129,300,,,,,0.0000224,91,148,305
2.79E-05,92,271,300,,,,,0.0000236,92,177,305
2.24E-05,91,148,305,,,,,0.000022,93,111,306
2.31E-05,93,36,310,,,,,0.0000278,92,295,306
2.24E-05,91,144,309,,,,,0.0000239,94,194,306
2.18E-05,95,7,330,,,,,0.0000185,95,34,306
2.94E-05,95,313,321,,,,,0.0000273,93,263,306
1.89E-05,92,48,319,,,,,0.0000255,94,231,306
2.15E-05,93,119,324,,,,,0.0000256,91,235,306
2.44E-05,94,198,315,,,,,0.0000244,93,217,307
2.73E-05,93,263,306,,,,,0.0000273,91,227,307
2.55E-05,94,231,306,,,,,0.0000202,94,82,307
1.84E-05,93,14,304,,,,,0.0000326,93,134,307
3.27E-05,92,224,304,,,,,0.0000231,94,145,307
2.36E-05,92,177,305,,,,,0.0000203,91,90,308
2.56E-05,91,235,306,,,,,0.0000254,93,224,308
7.46E-05,94,73,319,,,,,0.0000235,95,182,308
2.35E-05,95,182,308,,,,,0.0000267,91,270,309
2.14E-05,95,115,301,,,,,0.0000218,93,99,309
2.00E-05,94,50,299,,,,,0.000018,94,5,309
3.43E-05,92,235,294,,,,,0.0000224,91,144,309
2.01E-05,95,87,300,,,,,0.0000372,94,151,310
4.10E-05,91,163,302,,,,,0.0000262,95,260,310
3.77E-05,93,264,291,,,,,0.0000267,92,246,310
2.37E-05,91,149,276,,,,,0.0000231,93,36,310
2.34E-05,93,174,273,,,,,0.0000277,95,107,311
2.33E-05,94,144,274,,,,,0.0000288,92,283,311
1.76E-05,94,8,270,,,,,0.0000241,91,35,311
1.86E-05,94,37,272,,,,,0.0000439,94,81,311
1.74E-05,93,5,270,,,,,0.0000237,92,11,311
2.77E-05,91,218,263,,,,,0.0000269,93,279,312
2.62E-05,91,233,259,,,,,0.0000199,92,52,312
2.25E-05,93,130,263,,,,,0.0000305,92,89,312
1.97E-05,95,44,261,,,,,0.0000192,95,23,312
1.96E-05,91,63,264,,,,,0.0000348,93,82,313
2.82E-05,94,53,269,,,,,0.0000202,92,76,315
2.12E-05,94,118,268,,,,,0.000025,95,179,315
3.72E-05,92,156,265,,,,,0.0000244,94,198,315
3.44E-05,93,208,264,,,,,0.0000225,91,126,317
3.04E-05,94,180,255,,,,,0.0000189,92,48,319
2.24E-05,92,153,264,,,,,0.0000746,94,73,319
2.64E-05,92,257,267,,,,,0.0000294,95,313,321
2.21E-05,94,141,273,,,,,0.0000215,93,119,324
2.12E-05,94,118,274,,,,,0.0000218,95,7,330
