cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
1.80E-05,28,10,22,,,
1.83E-05,31,18,23,,,
1.94E-05,10,11,21,,,
1.87E-05,37,10,23,,,
1.08E-05,26,0,25,,,
2.12E-05,37,4,24,,,
1.83E-05,34,13,27,,,
1.75E-05,20,1,28,,,
1.80E-05,6,13,32,,,
1.86E-05,15,23,33,,,
1.78E-05,25,10,28,,,
1.77E-05,22,10,29,,,
1.80E-05,9,13,23,,,
1.83E-05,30,22,24,,,
1.81E-05,23,21,24,,,
1.89E-05,44,20,24,,,
1.85E-05,11,5,20,,,
1.89E-05,45,2,16,,,
2.67E-05,29,15,17,,,
2.42E-05,26,6,18,,,
3.21E-05,6,6,15,,,
1.85E-05,29,8,13,,,
1.87E-05,28,9,13,,,
1.83E-05,43,2,10,,,
1.36E-05,5,0,12,,,
1.87E-05,42,3,12,,,
1.85E-05,14,3,7,,,
1.86E-05,37,6,9,,,
1.93E-05,3,8,11,,,
1.83E-05,41,1,12,,,
1.88E-05,30,2,12,,,
1.84E-05,39,5,13,,,
1.89E-05,38,11,15,,,
8.83E-05,17,10,13,,,
1.08E-05,8,0,13,,,
2.65E-05,36,4,15,,,
3.39E-05,20,3,17,,,
1.86E-05,9,10,14,,,
1.90E-05,37,1,14,,,
2.05E-05,18,5,14,,,
1.00E-05,4,0,15,,,
1.76E-05,20,6,12,,,
1.78E-05,34,4,13,,,
1.78E-05,21,7,14,,,
1.79E-05,4,14,16,,,
1.79E-05,41,11,15,,,
9.80E-06,13,0,15,,,
2.36E-05,27,9,15,,,
1.16E-05,24,0,12,,,
2.35E-05,16,6,13,,,
1.79E-05,32,7,14,,,
1.75E-05,3,5,13,,,
1.77E-05,40,2,16,,,
2.26E-05,13,9,18,,,
1.79E-05,36,16,20,,,
1.79E-05,27,8,17,,,
1.81E-05,33,14,18,,,
1.78E-05,33,10,19,,,
3.49E-05,24,5,21,,,
2.33E-05,25,9,22,,,
1.92E-05,11,3,23,,,
1.88E-05,24,9,23,,,
2.04E-05,18,23,26,,,
1.95E-05,23,22,24,,,
2.29E-05,36,12,25,,,
2.21E-05,34,23,26,,,
1.81E-05,26,18,29,,,
1.79E-05,7,12,31,,,
1.82E-05,38,17,33,,,
1.06E-05,32,0,33,,,
1.83E-05,32,11,30,,,
1.92E-05,39,22,32,,,
1.01E-05,26,0,34,,,
1.98E-05,29,23,31,,,
1.88E-05,33,7,33,,,
1.83E-05,32,22,30,,,
1.81E-05,4,17,31,,,
2.06E-05,23,10,32,,,
2.60E-05,8,23,33,,,
1.84E-05,29,18,32,,,
1.83E-05,6,27,32,,,
1.84E-05,12,13,35,,,
2.06E-05,11,37,39,,,
1.87E-05,6,33,36,,,
1.88E-05,24,11,37,,,
1.85E-05,22,14,38,,,
1.77E-05,16,3,39,,,
2.01E-05,41,9,44,,,
2.15E-05,38,44,46,,,
1.78E-05,3,1,48,,,
1.86E-05,4,27,50,,,
1.87E-05,41,31,52,,,
1.94E-05,35,49,53,,,
1.87E-05,35,32,46,,,
1.93E-05,34,35,42,,,
1.77E-05,36,6,43,,,
1.94E-05,36,39,43,,,
1.89E-05,14,34,47,,,
1.77E-05,7,4,47,,,
1.83E-05,41,24,49,,,
1.84E-05,28,26,51,,,
1.83E-05,40,27,51,,,
1.94E-05,44,15,52,,,
2.17E-05,27,55,57,,,
1.84E-05,36,26,57,,,
1.88E-05,39,37,59,,,
1.90E-05,27,38,58,,,
1.87E-05,1,32,60,,,
1.74E-05,36,5,61,,,
1.76E-05,40,9,62,,,
1.94E-05,45,58,61,,,
1.86E-05,38,37,61,,,
1.92E-05,34,20,63,,,
1.99E-05,40,38,63,,,
1.91E-05,19,10,64,,,
2.03E-05,35,54,69,,,
1.95E-05,36,59,74,,,
1.97E-05,23,61,76,,,
1.92E-05,12,9,74,,,
1.91E-05,5,24,74,,,
1.76E-05,28,1,76,,,
2.13E-05,7,58,75,,,
1.94E-05,38,56,76,,,
1.95E-05,25,15,78,,,
1.95E-05,39,61,79,,,
1.98E-05,14,57,79,,,
2.02E-05,29,77,79,,,
1.85E-05,5,14,83,,,
9.90E-06,30,0,84,,,
1.89E-05,43,38,84,,,
1.95E-05,12,53,84,,,
1.96E-05,32,58,82,,,
1.82E-05,2,4,81,,,
1.78E-05,26,14,79,,,
1.98E-05,3,63,76,,,
1.98E-05,13,55,79,,,
2.01E-05,16,72,83,,,
2.05E-05,19,82,84,,,
1.84E-05,7,15,86,,,
9.90E-06,29,0,88,,,
2.03E-05,4,63,90,,,
1.78E-05,37,3,89,,,
3.71E-05,28,87,94,,,
2.02E-05,33,63,95,,,
2.07E-05,11,59,96,,,
2.05E-05,7,85,95,,,
1.94E-05,41,52,96,,,
1.99E-05,19,71,97,,,
2.03E-05,9,80,95,,,
2.18E-05,44,42,96,,,
1.82E-05,41,17,91,,,
1.75E-05,2,1,88,,,
1.82E-05,27,19,89,,,
1.89E-05,7,45,81,,,
1.76E-05,36,6,82,,,
1.82E-05,26,25,82,,,
1.39E-05,41,0,84,,,
1.21E-05,12,0,84,,,
1.83E-05,10,21,83,,,
1.98E-05,10,63,83,,,
2.52E-05,22,5,82,,,
1.95E-05,31,60,83,,,
2.03E-05,44,80,84,,,
1.98E-05,8,72,80,,,
1.89E-05,9,44,82,,,
2.07E-05,14,66,83,,,
1.85E-05,5,21,83,,,
1.95E-05,5,51,86,,,
1.96E-05,31,61,86,,,
1.89E-05,12,33,86,,,
1.94E-05,6,54,88,,,
1.87E-05,44,36,88,,,
1.97E-05,11,66,88,,,
1.89E-05,44,32,87,,,
1.90E-05,38,34,84,,,
1.81E-05,9,13,74,,,
2.17E-05,22,57,74,,,
1.90E-05,24,46,74,,,
1.80E-05,45,11,75,,,
1.95E-05,10,53,76,,,
1.95E-05,27,61,74,,,
1.93E-05,11,44,75,,,
1.92E-05,16,8,77,,,
1.99E-05,19,60,77,,,
1.89E-05,13,41,79,,,
1.98E-05,7,65,79,,,
1.93E-05,27,56,77,,,
1.42E-05,26,0,80,,,
2.02E-05,36,30,80,,,
1.89E-05,11,10,82,,,
2.97E-05,5,79,83,,,
1.96E-05,4,32,81,,,
2.02E-05,32,11,84,,,
1.91E-05,45,19,84,,,
1.89E-05,44,11,84,,,
2.15E-05,34,76,84,,,
2.16E-05,30,46,83,,,
2.08E-05,1,59,84,,,
1.88E-05,44,4,85,,,
1.88E-05,22,10,84,,,
1.96E-05,4,32,86,,,
2.04E-05,44,51,87,,,
2.00E-05,18,47,87,,,
2.55E-05,1,10,88,,,
2.63E-05,41,46,89,,,
2.15E-05,36,88,90,,,
2.57E-05,12,90,92,,,
1.93E-05,16,18,93,,,
1.93E-05,11,26,92,,,
1.94E-05,40,33,92,,,
1.97E-05,15,39,93,,,
1.86E-05,15,17,93,,,
2.07E-05,35,80,91,,,
1.79E-05,21,7,94,,,
1.92E-05,33,55,95,,,
5.61E-05,2,36,92,,,
1.83E-05,24,11,91,,,
3.40E-05,8,19,94,,,
1.94E-05,43,40,94,,,
1.98E-05,14,64,95,,,
1.99E-05,34,67,94,,,
1.82E-05,23,19,93,,,
1.97E-05,40,35,98,,,
2.49E-05,32,51,96,,,
1.78E-05,12,12,97,,,
2.03E-05,15,49,95,,,
2.21E-05,43,56,97,,,
2.05E-05,31,85,93,,,
2.56E-05,33,6,94,,,
2.05E-05,44,66,96,,,
2.09E-05,38,87,98,,,
1.84E-05,26,24,97,,,
4.42E-05,7,20,96,,,
1.84E-05,35,18,98,,,
2.73E-05,1,81,102,,,
3.12E-05,27,1,103,,,
1.99E-05,20,22,103,,,
1.99E-05,32,69,105,,,
2.10E-05,40,92,106,,,
2.11E-05,17,40,108,,,
1.94E-05,41,11,109,,,
3.65E-05,8,38,109,,,
2.10E-05,38,98,107,,,
2.12E-05,32,93,106,,,
1.95E-05,2,60,109,,,
1.89E-05,27,36,109,,,
2.06E-05,25,49,110,,,
1.99E-05,40,32,109,,,
2.50E-05,37,38,107,,,
2.02E-05,33,75,106,,,
1.82E-05,5,18,105,,,
1.81E-05,24,11,106,,,
2.04E-05,28,81,105,,,
1.94E-05,15,57,101,,,
2.14E-05,15,64,101,,,
1.82E-05,24,15,100,,,
1.99E-05,21,79,99,,,
2.28E-05,39,58,100,,,
2.00E-05,11,54,104,,,
1.80E-05,12,15,105,,,
3.54E-05,30,65,102,,,
1.79E-05,31,16,101,,,
2.09E-05,27,97,102,,,
1.85E-05,11,27,100,,,
2.61E-05,6,78,99,,,
1.98E-05,26,61,101,,,
2.12E-05,18,96,101,,,
1.84E-05,18,25,100,,,
1.88E-05,40,36,99,,,
2.03E-05,16,85,97,,,
1.90E-05,18,47,96,,,
