cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,,,,,,,
2.24E-05,91,144,202,,,,,0.0000197,40,78,169
2.20E-05,3,110,203,,,,,0.000021,12,116,170
2.14E-05,14,131,202,,,,,0.0000234,3,22,170
2.04E-05,1,95,200,,,,,0.0000209,95,99,170
2.36E-05,34,187,199,,,,,0.0000197,91,47,170
2.26E-05,33,125,204,,,,,0.0000219,16,97,170
2.28E-05,25,163,191,,,,,0.0000215,12,130,170
2.05E-05,93,98,183,,,,,0.0000198,21,49,170
2.36E-05,22,117,154,,,,,0.000018,14,9,170
2.15E-05,25,119,152,,,,,0.0000192,38,58,170
1.89E-05,41,53,161,,,,,0.0000185,34,47,170
2.04E-05,36,95,164,,,,,0.0000194,29,74,171
2.10E-05,19,107,165,,,,,0.0000184,34,46,171
1.85E-05,95,41,167,,,,,0.0000188,10,55,171
1.72E-05,3,6,163,,,,,0.0000224,44,146,171
2.13E-05,20,121,166,,,,,0.0000308,23,80,171
1.82E-05,29,23,167,,,,,0.000029,15,68,171
2.01E-05,43,90,144,,,,,0.0000274,23,165,171
2.06E-05,37,99,152,,,,,0.0000226,18,129,171
3.54E-05,12,8,146,,,,,0.000022,39,151,171
1.72E-05,10,10,143,,,,,0.0000264,8,162,171
1.71E-05,21,6,143,,,,,0.0000262,17,101,171
1.84E-05,91,41,128,,,,,0.000038,12,109,172
1.93E-05,32,65,110,,,,,0.0000181,41,33,172
1.81E-05,92,25,102,,,,,0.0000194,34,66,172
2.07E-05,14,78,107,,,,,0.0000227,91,160,172
2.53E-05,16,105,125,,,,,0.0000195,95,63,172
2.29E-05,12,121,126,,,,,0.0000224,2,157,172
3.11E-05,92,26,131,,,,,0.0000189,28,40,173
2.14E-05,3,88,134,,,,,0.000019,4,51,173
2.05E-05,14,95,128,,,,,0.0000181,6,25,173
2.13E-05,18,123,138,,,,,0.0000188,34,56,173
1.74E-05,40,15,137,,,,,0.000019,41,57,173
2.02E-05,39,55,133,,,,,0.0000303,14,93,173
1.82E-05,4,32,130,,,,,0.0000201,95,90,173
1.91E-05,94,28,125,,,,,0.0000242,10,114,173
1.71E-05,32,0,129,,,,,0.000018,43,0,173
1.87E-05,94,51,137,,,,,0.0000196,22,43,173
1.74E-05,18,18,132,,,,,0.0000233,32,150,173
2.02E-05,40,84,120,,,,,0.0000187,26,45,174
1.98E-05,7,73,123,,,,,0.0000175,37,10,174
1.88E-05,21,47,126,,,,,0.0000201,45,88,174
2.52E-05,37,78,133,,,,,0.0000281,13,63,174
2.21E-05,31,121,135,,,,,0.0000209,42,106,174
2.48E-05,9,131,135,,,,,0.0000202,93,99,174
2.05E-05,25,73,134,,,,,0.0000238,29,169,174
1.95E-05,21,50,136,,,,,0.0000193,36,60,174
1.86E-05,27,27,135,,,,,0.0000223,5,37,174
4.34E-05,15,56,112,,,,,0.0000183,7,38,175
1.80E-05,92,28,120,,,,,0.0000171,16,0,175
2.15E-05,40,109,117,,,,,0.0000186,91,14,175
1.79E-05,27,16,104,,,,,0.0000186,37,16,175
2.03E-05,95,87,107,,,,,0.0000196,24,48,175
2.00E-05,32,88,104,,,,,0.0000181,16,23,176
1.80E-05,11,27,101,,,,,0.0000219,44,134,176
2.36E-05,45,28,101,,,,,0.0000213,43,121,176
2.00E-05,11,30,98,,,,,0.0000231,22,93,176
2.74E-05,4,33,98,,,,,0.0000219,41,151,176
1.84E-05,15,12,105,,,,,0.0000232,37,164,176
1.82E-05,12,35,96,,,,,0.0000242,1,170,176
1.85E-05,19,34,91,,,,,0.0000209,20,105,176
1.77E-05,45,13,89,,,,,0.0000323,10,174,176
1.96E-05,95,73,89,,,,,0.0000228,93,163,176
1.95E-05,11,44,92,,,,,0.0000171,2,7,176
2.08E-05,22,74,92,,,,,0.0000236,45,108,176
1.82E-05,24,32,92,,,,,0.0000187,7,39,177
1.85E-05,20,13,95,,,,,0.0000221,20,95,177
2.71E-05,26,53,95,,,,,0.0000227,23,18,177
1.94E-05,45,62,92,,,,,0.0000206,35,102,177
1.97E-05,27,74,95,,,,,0.0000193,4,61,177
1.79E-05,36,22,96,,,,,0.0000192,41,65,177
1.70E-05,34,1,98,,,,,0.0000177,24,18,177
1.91E-05,15,66,95,,,,,0.0000198,33,76,177
2.04E-05,28,82,103,,,,,0.0000226,27,147,177
2.02E-05,27,88,109,,,,,0.0000186,35,18,177
1.90E-05,15,36,107,,,,,0.0000193,2,50,177
1.81E-05,23,31,113,,,,,0.0000223,35,155,178
1.88E-05,27,55,112,,,,,0.0000205,2,97,178
2.04E-05,35,58,123,,,,,0.0000251,9,161,178
2.07E-05,8,94,121,,,,,0.0000178,30,21,178
1.91E-05,1,28,129,,,,,0.0000193,37,67,178
1.83E-05,45,35,129,,,,,0.0000198,20,90,178
1.98E-05,34,14,134,,,,,0.0000231,30,170,178
1.79E-05,27,26,136,,,,,0.0000201,35,82,179
2.07E-05,11,113,138,,,,,0.0000225,44,161,179
2.42E-05,6,138,142,,,,,0.0000224,19,132,179
2.35E-05,39,126,144,,,,,0.0000232,20,116,179
3.34E-05,3,99,135,,,,,0.0000245,1,161,179
2.69E-05,4,37,125,,,,,0.0000217,37,134,179
2.69E-05,5,34,125,,,,,0.0000279,37,105,179
1.83E-05,21,12,119,,,,,0.0000187,11,32,179
2.10E-05,39,91,121,,,,,0.0000182,30,33,180
2.05E-05,28,66,121,,,,,0.0000257,35,174,180
1.90E-05,42,51,130,,,,,0.0000252,26,147,180
2.38E-05,5,110,124,,,,,0.0000184,36,38,180
1.86E-05,31,38,118,,,,,0.0000189,30,58,180
1.84E-05,22,37,114,,,,,0.0000265,38,139,180
1.86E-05,40,51,112,,,,,0.0000228,16,159,181
2.04E-05,19,103,111,,,,,0.0000202,1,90,181
1.77E-05,42,20,102,,,,,0.0000209,28,70,181
1.90E-05,43,51,90,,,,,0.0000218,31,132,181
2.55E-05,31,75,90,,,,,0.0000211,45,113,182
1.88E-05,18,52,88,,,,,0.0000206,37,90,182
1.84E-05,44,46,87,,,,,0.0000299,35,153,183
1.90E-05,3,3,80,,,,,0.0000177,19,24,183
1.86E-05,13,2,75,,,,,0.000021,8,102,183
1.92E-05,43,72,77,,,,,0.0000214,29,110,183
1.95E-05,20,71,81,,,,,0.0000214,13,128,183
1.91E-05,44,56,92,,,,,0.0000227,18,166,183
1.68E-05,22,2,84,,,,,0.0000205,93,98,183
1.97E-05,5,80,91,,,,,0.0000204,14,96,184
1.81E-05,24,27,85,,,,,0.0000197,21,59,184
2.40E-05,25,54,90,,,,,0.0000235,3,175,184
2.15E-05,32,51,76,,,,,0.0000286,11,129,184
1.75E-05,42,15,75,,,,,0.0000229,13,166,184
1.88E-05,91,58,75,,,,,0.0000245,93,161,185
1.87E-05,33,43,71,,,,,0.0000205,17,15,185
1.81E-05,95,32,72,,,,,0.0000215,19,130,186
1.71E-05,20,3,72,,,,,0.0000223,44,105,186
1.84E-05,92,40,88,,,,,0.0000233,35,35,186
1.99E-05,1,82,88,,,,,0.0000188,35,52,186
2.09E-05,28,43,80,,,,,0.0000196,34,75,187
1.86E-05,42,11,82,,,,,0.0000286,94,157,187
1.84E-05,14,16,84,,,,,0.0000225,26,158,187
2.07E-05,7,72,88,,,,,0.0000228,28,76,187
1.92E-05,34,57,83,,,,,0.0000287,14,75,187
1.78E-05,28,19,74,,,,,0.0000181,5,28,187
2.01E-05,4,70,78,,,,,0.0000197,93,75,187
3.37E-05,14,72,79,,,,,0.0000217,20,138,187
1.99E-05,38,59,78,,,,,0.0000178,25,24,187
1.88E-05,37,35,68,,,,,0.0000178,25,3,188
1.96E-05,24,46,73,,,,,0.0000198,13,75,188
1.95E-05,7,62,88,,,,,0.0000221,32,147,188
2.05E-05,43,78,84,,,,,0.0000214,24,120,188
1.98E-05,7,59,89,,,,,0.0000253,32,162,188
1.87E-05,8,40,90,,,,,0.0000208,38,106,189
1.78E-05,94,14,89,,,,,0.0000195,95,74,190
2.39E-05,10,79,86,,,,,0.0000188,9,54,191
1.84E-05,42,46,96,,,,,0.0000228,25,163,191
1.70E-05,11,9,103,,,,,0.0000215,22,130,191
1.89E-05,1,60,104,,,,,0.0000175,16,17,191
1.82E-05,43,5,106,,,,,0.0000191,9,66,193
2.04E-05,21,87,112,,,,,0.0000182,1,30,193
2.15E-05,91,56,110,,,,,0.0000234,41,174,195
2.29E-05,1,94,109,,,,,0.0000209,28,105,195
2.06E-05,18,80,113,,,,,0.0000172,14,3,195
2.12E-05,6,40,117,,,,,0.0000256,33,121,196
2.05E-05,8,79,115,,,,,0.0000216,92,135,197
2.01E-05,3,67,113,,,,,0.0000207,14,96,197
1.83E-05,32,5,106,,,,,0.0000185,31,50,198
1.90E-05,91,29,109,,,,,0.0000202,12,98,198
1.84E-05,93,6,104,,,,,0.000024,10,154,199
2.30E-05,20,37,107,,,,,0.0000235,42,186,199
1.81E-05,10,23,107,,,,,0.0000193,9,71,199
1.98E-05,1,60,104,,,,,0.0000184,91,34,199
2.00E-05,12,79,103,,,,,0.0000236,34,187,199
1.71E-05,18,8,104,,,,,0.0000221,42,143,199
1.85E-05,30,38,112,,,,,0.0000203,30,40,200
2.05E-05,19,75,111,,,,,0.0000243,45,181,200
2.74E-05,44,95,116,,,,,0.0000186,23,16,200
1.83E-05,93,41,123,,,,,0.0000228,92,168,200
1.97E-05,37,72,121,,,,,0.0000204,1,95,200
2.19E-05,5,39,121,,,,,0.0000204,39,100,201
2.25E-05,4,22,120,,,,,0.0000231,29,183,202
2.04E-05,9,102,120,,,,,0.0000224,91,144,202
2.12E-05,14,118,120,,,,,0.0000214,14,131,202
2.04E-05,39,104,124,,,,,0.000022,3,110,203
1.87E-05,36,50,125,,,,,0.0000226,33,125,204
1.92E-05,10,60,123,,,,,0.0000198,33,75,205
2.07E-05,22,83,121,,,,,0.0000284,25,12,205
2.03E-05,22,83,124,,,,,0.000019,16,55,205
2.73E-05,25,30,122,,,,,0.0000224,42,155,205
1.98E-05,92,77,123,,,,,0.0000192,24,64,205
1.82E-05,24,36,119,,,,,0.0000205,7,101,206
1.70E-05,25,9,107,,,,,0.0000272,31,43,206
2.87E-05,91,22,107,,,,,0.0000211,14,124,206
1.85E-05,6,40,101,,,,,0.0000199,22,91,206
1.87E-05,31,46,99,,,,,0.000023,1,177,206
1.85E-05,36,44,95,,,,,0.0000177,8,12,207
1.81E-05,45,37,97,,,,,0.0000184,42,45,208
1.81E-05,41,30,97,,,,,0.0000174,37,1,208
1.73E-05,22,11,95,,,,,0.0000222,93,59,208
1.75E-05,1,17,110,,,,,0.0000192,45,54,208
1.90E-05,28,58,119,,,,,0.0000233,14,172,209
1.94E-05,30,62,103,,,,,0.0000191,40,57,209
1.87E-05,11,48,99,,,,,0.0000239,25,190,209
1.88E-05,34,52,91,,,,,0.0000339,95,88,210
1.81E-05,10,19,93,,,,,0.0000182,7,34,210
1.92E-05,92,67,94,,,,,0.0000227,10,168,211
1.77E-05,94,26,95,,,,,0.0000191,35,47,211
1.86E-05,10,42,93,,,,,0.0000225,17,157,211
1.98E-05,24,9,84,,,,,0.000024,10,196,211
1.98E-05,43,78,86,,,,,0.0000217,38,64,211
1.98E-05,41,40,67,,,,,0.00002,18,85,211
1.72E-05,40,0,56,,,,,0.0000234,32,181,212
1.99E-05,10,5,61,,,,,0.0000185,38,36,212
1.89E-05,15,31,61,,,,,0.0000221,93,135,212
1.94E-05,43,42,57,,,,,0.00002,14,84,213
1.90E-05,9,50,55,,,,,0.0000197,10,73,213
1.70E-05,7,3,55,,,,,0.0000192,37,61,213
4.04E-05,20,17,49,,,,,0.000022,38,115,213
1.84E-05,43,34,50,,,,,0.0000228,28,108,213
2.07E-05,26,0,48,,,,,0.0000247,15,210,213
1.80E-05,16,0,48,,,,,0.0000238,31,187,213
1.82E-05,17,13,58,,,,,0.0000189,24,45,214
1.86E-05,12,24,53,,,,,0.0000205,95,104,214
1.79E-05,94,24,69,,,,,0.0000217,28,142,214
1.83E-05,38,33,69,,,,,0.0000198,2,66,215
1.73E-05,17,14,61,,,,,0.0000192,30,63,215
1.81E-05,23,11,63,,,,,0.0000402,14,138,215
1.79E-05,39,4,61,,,,,0.0000251,34,118,215
2.19E-05,12,47,56,,,,,0.0000499,8,136,216
1.95E-05,40,46,55,,,,,0.0000223,34,154,216
1.93E-05,7,33,54,,,,,0.0000188,18,44,216
1.82E-05,16,15,58,,,,,0.0000211,32,115,216
1.74E-05,36,15,57,,,,,0.0000196,16,75,216
1.73E-05,92,11,46,,,,,0.0000247,41,195,216
1.74E-05,36,14,51,,,,,0.0000188,27,27,216
1.80E-05,35,32,48,,,,,0.0000215,12,135,216
2.19E-05,94,19,48,,,,,0.0000205,39,94,216
1.84E-05,6,33,42,,,,,0.0000222,12,68,217
1.89E-05,17,47,50,,,,,0.0000181,28,29,217
1.85E-05,40,36,45,,,,,0.0000247,29,123,217
1.92E-05,40,18,45,,,,,0.0000252,30,198,217
1.80E-05,32,28,46,,,,,0.0000207,17,107,217
1.82E-05,30,15,40,,,,,0.0000232,16,178,218
1.90E-05,92,15,37,,,,,0.000023,17,165,218
1.91E-05,3,29,34,,,,,0.0000194,91,69,218
2.17E-05,91,11,33,,,,,0.0000226,7,165,218
1.79E-05,37,1,32,,,,,0.0000242,6,207,219
1.84E-05,91,15,40,,,,,0.0000231,11,172,219
1.85E-05,33,18,35,,,,,0.0000168,12,1,220
2.31E-05,6,27,37,,,,,0.0000188,15,44,220
1.82E-05,5,6,32,,,,,0.0000199,42,82,221
1.82E-05,24,7,19,,,,,0.0000222,42,151,221
1.81E-05,20,10,24,,,,,0.0000217,15,135,222
1.90E-05,45,9,23,,,,,0.0000225,17,158,222
1.82E-05,8,11,14,,,,,0.0000233,92,154,222
1.80E-05,41,0,13,,,,,0.0000242,37,158,222
3.76E-05,12,6,14,,,,,0.0000228,25,168,223
1.80E-05,45,7,9,,,,,0.0000257,26,173,225
1.83E-05,19,1,13,,,,,0.0000289,17,132,225
1.82E-05,11,12,14,,,,,0.0000201,13,91,226
1.80E-05,22,11,24,,,,,0.0000176,37,14,226
1.96E-05,91,29,36,,,,,0.0000189,1,57,226
1.86E-05,37,15,32,,,,,0.0000201,9,89,226
1.86E-05,93,26,37,,,,,0.0000198,24,80,227
1.81E-05,9,10,38,,,,,0.0000197,16,77,227
2.45E-05,11,20,42,,,,,0.0000185,24,43,227
1.83E-05,2,21,38,,,,,0.0000202,94,94,227
1.88E-05,9,34,47,,,,,0.0000184,13,40,227
1.87E-05,10,17,55,,,,,0.0000221,29,143,228
1.77E-05,13,2,54,,,,,0.0000223,13,159,228
1.99E-05,5,55,58,,,,,0.0000203,21,58,230
2.47E-05,34,46,73,,,,,0.0000294,6,74,230
2.37E-05,45,13,71,,,,,0.0000193,23,39,231
2.10E-05,43,78,80,,,,,0.0000239,22,191,231
2.72E-05,19,4,82,,,,,0.0000419,23,193,231
2.82E-05,4,59,81,,,,,0.0000235,41,150,232
2.00E-05,91,55,82,,,,,0.0000212,15,115,232
3.76E-05,32,71,86,,,,,0.0000203,44,99,232
2.85E-05,24,23,87,,,,,0.0000178,16,16,233
2.48E-05,1,9,87,,,,,0.0000209,24,35,233
2.93E-05,13,17,86,,,,,0.0000182,6,2,233
2.92E-05,92,29,81,,,,,0.0000247,20,216,233
2.77E-05,41,21,78,,,,,0.0000206,28,101,235
3.20E-05,7,29,77,,,,,0.000021,9,91,235
3.90E-05,1,11,83,,,,,0.0000252,7,205,236
4.56E-05,12,51,83,,,,,0.0000241,33,199,236
3.35E-05,30,85,93,,,,,0.0000233,4,168,236
2.22E-05,7,35,88,,,,,0.0000195,91,68,238
1.83E-05,2,15,91,,,,,0.0000239,38,179,238
1.98E-05,95,61,102,,,,,0.0000252,21,233,238
1.90E-05,29,44,102,,,,,0.0000249,21,206,238
2.14E-05,12,100,109,,,,,0.0000256,21,178,238
4.05E-05,15,91,103,,,,,0.0000222,92,140,238
1.85E-05,25,3,99,,,,,0.000024,93,204,240
2.60E-05,27,77,98,,,,,0.0000231,43,117,240
1.89E-05,19,25,97,,,,,0.0000248,39,207,242
2.32E-05,20,93,95,,,,,0.0000257,44,129,242
2.54E-05,24,88,93,,,,,0.000017,5,7,244
2.31E-05,19,9,90,,,,,0.0000264,38,124,244
2.41E-05,24,65,92,,,,,0.0000314,26,158,245
1.98E-05,39,55,95,,,,,0.0000251,40,235,245
1.89E-05,27,13,94,,,,,0.0000237,8,193,245
1.96E-05,20,36,98,,,,,0.0000182,36,5,245
1.79E-05,29,3,97,,,,,0.0000249,95,12,245
2.01E-05,18,74,96,,,,,0.0000174,91,8,246
2.23E-05,8,77,96,,,,,0.0000189,23,58,246
1.91E-05,26,35,102,,,,,0.0000421,14,51,246
2.69E-05,18,65,102,,,,,0.0000212,35,125,247
2.03E-05,20,57,95,,,,,0.0000192,4,66,247
2.91E-05,12,91,103,,,,,0.0000252,2,237,247
1.78E-05,32,1,94,,,,,0.0000172,44,7,247
2.51E-05,11,80,94,,,,,0.0000188,91,54,248
1.82E-05,23,15,91,,,,,0.0000188,28,54,248
2.02E-05,18,69,88,,,,,0.0000188,13,55,248
3.38E-05,29,21,116,,,,,0.0000189,16,57,249
1.97E-05,16,41,126,,,,,0.0000243,25,138,249
1.86E-05,1,2,128,,,,,0.0000239,12,121,251
2.88E-05,19,48,130,,,,,0.0000375,14,215,252
1.99E-05,1,11,141,,,,,0.0000238,25,197,252
2.52E-05,1,6,139,,,,,0.0000197,26,69,253
1.89E-05,27,16,132,,,,,0.000022,35,148,254
1.81E-05,39,17,131,,,,,0.0000339,32,211,254
1.79E-05,7,30,131,,,,,0.0000174,25,16,254
1.95E-05,22,38,142,,,,,0.0000241,1,199,254
1.88E-05,39,25,148,,,,,0.0000197,24,74,254
1.88E-05,2,45,148,,,,,0.000027,31,239,255
1.91E-05,2,20,146,,,,,0.0000225,14,162,255
2.06E-05,94,64,145,,,,,0.0000197,20,79,255
1.96E-05,30,51,160,,,,,0.0000309,24,173,255
1.84E-05,34,13,160,,,,,0.0000192,31,57,255
2.24E-05,92,7,163,,,,,0.0000254,8,244,256
3.51E-05,45,128,157,,,,,0.0000247,43,226,256
3.15E-05,30,34,156,,,,,0.0000228,2,155,256
2.29E-05,7,59,156,,,,,0.0000272,12,214,256
2.20E-05,14,25,159,,,,,0.0000197,45,78,257
3.30E-05,3,65,156,,,,,0.0000188,34,52,257
2.74E-05,94,55,146,,,,,0.0000239,33,200,258
2.02E-05,19,85,152,,,,,0.0000208,5,105,259
1.92E-05,30,31,159,,,,,0.0000179,13,25,259
1.81E-05,15,32,161,,,,,0.0000269,27,46,260
2.07E-05,34,110,163,,,,,0.0000239,37,200,261
2.03E-05,5,82,159,,,,,0.0000241,16,194,261
1.92E-05,16,64,158,,,,,0.0000242,19,183,261
1.98E-05,35,87,157,,,,,0.0000246,34,187,261
2.21E-05,94,117,156,,,,,0.0000193,31,71,262
1.89E-05,15,43,156,,,,,0.0000251,93,228,262
1.91E-05,29,44,153,,,,,0.0000214,13,135,263
1.76E-05,16,16,152,,,,,0.0000349,5,80,263
1.71E-05,19,2,154,,,,,0.0000201,19,68,264
2.12E-05,39,33,153,,,,,0.0000169,11,4,264
2.15E-05,2,128,150,,,,,0.0000231,43,71,264
2.63E-05,41,57,156,,,,,0.0000232,10,174,264
2.20E-05,23,137,141,,,,,0.0000219,95,144,265
1.87E-05,42,41,142,,,,,0.0000177,13,8,265
1.90E-05,41,59,153,,,,,0.0000205,33,66,266
2.20E-05,37,137,152,,,,,0.0000294,8,256,267
2.03E-05,24,92,154,,,,,0.0000184,23,9,268
4.43E-05,38,113,154,,,,,0.0000311,4,157,268
3.70E-05,39,33,140,,,,,0.0000242,43,205,268
2.32E-05,13,156,160,,,,,0.0000255,43,227,269
2.27E-05,95,29,163,,,,,0.0000226,1,117,269
1.96E-05,24,40,165,,,,,0.0000187,2,45,269
1.83E-05,9,10,163,,,,,0.0000198,11,81,270
1.92E-05,38,58,170,,,,,0.0000303,1,186,270
1.85E-05,34,47,170,,,,,0.0000173,14,14,270
2.64E-05,8,162,171,,,,,0.0000242,33,205,270
2.62E-05,17,101,171,,,,,0.0000247,37,219,271
2.33E-05,32,150,173,,,,,0.0000234,27,180,271
1.97E-05,40,78,169,,,,,0.0000217,93,133,271
1.96E-05,24,48,175,,,,,0.0000178,25,28,271
2.57E-05,40,1,167,,,,,0.0000308,22,198,272
2.28E-05,93,163,176,,,,,0.0000386,41,224,272
1.71E-05,2,7,176,,,,,0.0000171,28,7,272
2.06E-05,37,90,182,,,,,0.0000182,9,29,272
3.26E-05,7,152,163,,,,,0.0000186,37,46,272
1.80E-05,91,4,166,,,,,0.0000264,39,268,273
2.36E-05,45,108,176,,,,,0.000018,27,30,273
1.87E-05,11,32,179,,,,,0.0000235,15,185,273
2.53E-05,32,162,188,,,,,0.0000176,22,20,274
2.08E-05,38,106,189,,,,,0.000022,95,148,275
1.85E-05,31,50,198,,,,,0.0000237,41,111,275
1.82E-05,1,30,193,,,,,0.0000233,5,184,275
1.78E-05,25,24,187,,,,,0.0000181,31,22,275
2.15E-05,22,130,191,,,,,0.0000209,17,113,275
1.75E-05,16,17,191,,,,,0.0000255,39,215,276
2.02E-05,12,98,198,,,,,0.0000252,1,207,276
1.72E-05,14,3,195,,,,,0.0000219,1,144,276
2.21E-05,42,143,199,,,,,0.0000238,14,193,276
2.30E-05,1,177,206,,,,,0.0000258,9,249,276
2.39E-05,25,190,209,,,,,0.0000218,17,137,277
1.92E-05,45,54,208,,,,,0.0000218,37,137,277
2.51E-05,34,118,215,,,,,0.0000209,15,110,277
1.88E-05,15,44,220,,,,,0.0000189,5,59,277
2.26E-05,7,165,218,,,,,0.0000244,16,207,277
2.31E-05,11,172,219,,,,,0.0000196,19,75,277
2.02E-05,94,94,227,,,,,0.000018,1,22,279
1.84E-05,13,40,227,,,,,0.0000172,27,12,279
2.48E-05,39,207,242,,,,,0.0000241,91,207,280
2.57E-05,44,129,242,,,,,0.0000266,91,207,280
2.37E-05,8,193,245,,,,,0.0000218,15,111,280
1.89E-05,23,58,246,,,,,0.0000197,95,73,280
2.39E-05,12,121,251,,,,,0.0000207,41,106,281
3.39E-05,32,211,254,,,,,0.0000265,14,275,281
4.21E-05,14,51,246,,,,,0.0000248,16,118,281
1.82E-05,36,5,245,,,,,0.0000255,5,249,282
2.64E-05,38,124,244,,,,,0.0000178,44,19,282
1.88E-05,28,54,248,,,,,0.0000203,6,94,282
2.03E-05,44,99,232,,,,,0.0000194,12,62,282
2.47E-05,20,216,233,,,,,0.0000205,93,94,282
2.52E-05,21,233,238,,,,,0.0000191,5,62,282
2.49E-05,21,206,238,,,,,0.0000277,23,276,283
2.31E-05,43,117,240,,,,,0.0000261,43,246,283
2.56E-05,21,178,238,,,,,0.0000227,23,165,283
2.22E-05,92,140,238,,,,,0.0000208,36,102,283
1.72E-05,44,7,247,,,,,0.0000268,24,216,283
1.88E-05,13,55,248,,,,,0.0000196,28,68,284
2.49E-05,95,12,245,,,,,0.0000255,21,223,284
1.97E-05,26,69,253,,,,,0.000023,13,173,284
1.74E-05,25,16,254,,,,,0.0000239,25,201,284
2.41E-05,1,199,254,,,,,0.0000311,91,74,284
2.28E-05,2,155,256,,,,,0.0000261,37,258,284
2.51E-05,93,228,262,,,,,0.0000176,22,15,284
2.65E-05,14,275,281,,,,,0.0000229,42,147,284
2.61E-05,37,258,284,,,,,0.0000276,13,179,285
1.86E-05,30,50,291,,,,,0.0000225,8,165,285
1.96E-05,27,78,289,,,,,0.0000224,41,109,285
2.70E-05,4,278,291,,,,,0.0000284,92,161,285
1.72E-05,17,4,295,,,,,0.0000209,13,83,285
2.03E-05,1,94,295,,,,,0.0000342,16,219,285
2.63E-05,30,265,288,,,,,0.0000196,45,52,285
9.00E-05,2,54,294,,,,,0.0000256,36,248,286
2.70E-05,27,298,300,,,,,0.0000341,13,223,286
2.64E-05,20,259,298,,,,,0.0000218,16,140,287
2.47E-05,37,139,303,,,,,0.0000263,30,265,288
2.79E-05,7,282,289,,,,,0.0000225,33,181,288
2.57E-05,15,81,292,,,,,0.0000174,95,18,288
2.92E-05,95,247,292,,,,,0.0000192,2,60,288
2.69E-05,41,263,294,,,,,0.0000228,36,151,288
1.95E-05,13,79,293,,,,,0.0000202,95,87,289
2.11E-05,26,113,297,,,,,0.000026,42,263,289
2.14E-05,35,94,294,,,,,0.0000173,22,16,289
2.10E-05,33,88,295,,,,,0.0000196,27,78,289
2.67E-05,2,265,305,,,,,0.0000279,7,282,289
2.52E-05,1,226,306,,,,,0.0000235,23,152,289
2.59E-05,41,243,293,,,,,0.0000206,12,107,289
2.28E-05,44,21,296,,,,,0.000031,5,254,290
2.71E-05,21,231,300,,,,,0.0000347,9,279,290
2.13E-05,27,104,301,,,,,0.0000258,13,261,290
2.63E-05,13,256,304,,,,,0.0000169,9,0,290
2.06E-05,38,67,318,,,,,0.0000184,10,20,290
2.09E-05,15,76,313,,,,,0.0000254,16,245,290
6.44E-05,93,209,300,,,,,0.0000219,16,131,291
2.54E-05,37,114,300,,,,,0.0000215,92,134,291
2.47E-05,41,223,300,,,,,0.0000249,1,218,291
2.03E-05,34,43,307,,,,,0.0000236,22,190,291
1.83E-05,3,27,303,,,,,0.0000186,30,50,291
1.73E-05,25,6,298,,,,,0.000027,4,278,291
1.77E-05,3,23,297,,,,,0.0000195,37,73,291
2.15E-05,7,101,306,,,,,0.0000257,31,230,292
2.24E-05,91,127,305,,,,,0.0000257,15,81,292
2.58E-05,14,213,305,,,,,0.0000292,95,247,292
2.15E-05,4,93,306,,,,,0.0000212,9,123,292
2.71E-05,10,162,310,,,,,0.000019,41,55,292
2.77E-05,34,299,302,,,,,0.0000256,91,192,292
2.47E-05,39,217,302,,,,,0.0000249,33,224,293
2.63E-05,18,258,301,,,,,0.0000249,22,206,293
2.06E-05,36,100,298,,,,,0.0000229,25,145,293
3.41E-05,13,195,294,,,,,0.0000195,13,79,293
2.27E-05,23,165,283,,,,,0.0000259,41,243,293
2.08E-05,36,102,283,,,,,0.0000217,5,139,293
3.47E-05,9,279,290,,,,,0.0000235,43,190,293
2.58E-05,13,261,290,,,,,0.0000242,95,203,293
2.25E-05,33,181,288,,,,,0.0000248,94,227,294
2.12E-05,9,123,292,,,,,0.0000226,94,161,294
2.62E-05,93,46,296,,,,,0.00009,2,54,294
1.90E-05,31,43,299,,,,,0.0000269,41,263,294
2.33E-05,94,158,294,,,,,0.0000214,35,94,294
2.17E-05,5,139,293,,,,,0.0000341,13,195,294
2.56E-05,36,248,286,,,,,0.0000233,94,158,294
2.35E-05,23,152,289,,,,,0.0000267,28,207,294
2.52E-05,28,206,301,,,,,0.0000173,32,9,294
2.07E-05,14,107,301,,,,,0.0000258,9,248,294
1.73E-05,1,10,307,,,,,0.0000172,17,4,295
2.55E-05,5,246,307,,,,,0.0000203,1,94,295
1.89E-05,44,58,311,,,,,0.000021,33,88,295
2.10E-05,12,76,305,,,,,0.000027,43,286,295
1.87E-05,4,30,303,,,,,0.0000303,1,156,295
2.64E-05,5,241,303,,,,,0.0000236,8,187,295
1.85E-05,44,48,302,,,,,0.0000212,94,123,296
3.62E-05,4,281,307,,,,,0.0000233,5,155,296
1.72E-05,30,4,307,,,,,0.0000228,44,21,296
2.59E-05,2,70,306,,,,,0.0000262,93,46,296
1.72E-05,21,3,310,,,,,0.0000201,6,83,296
2.07E-05,16,98,312,,,,,0.0000746,11,87,296
1.96E-05,37,75,308,,,,,0.0000259,36,249,297
3.27E-05,14,290,311,,,,,0.0000218,95,135,297
3.26E-05,14,287,308,,,,,0.0000358,28,238,297
4.66E-05,9,286,308,,,,,0.0000211,26,113,297
3.40E-05,4,146,308,,,,,0.0000177,3,23,297
