cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,,,,,
7.00E-07,3,3,49,,,,,0.0000029,35,35,51
1.60E-06,17,17,47,,,,,0.0000007,5,5,51
3.10E-06,38,38,44,,,,,0.0000011,12,12,51
8.00E-07,6,6,45,,,,,0.0000009,7,7,51
2.70E-06,37,37,44,,,,,0.0000007,2,2,51
1.00E-06,6,6,44,,,,,0.0000034,21,21,52
2.30E-06,28,28,50,,,,,0.0000027,35,35,52
2.20E-06,28,28,50,,,,,0.0000028,35,35,52
2.90E-06,36,36,45,,,,,0.0000012,10,10,52
1.30E-06,12,12,50,,,,,0.0000021,24,24,52
3.00E-06,31,31,45,,,,,0.0000014,14,14,52
3.50E-06,41,41,45,,,,,0.0000021,26,26,52
1.50E-06,14,14,42,,,,,0.0000006,0,0,52
2.50E-06,31,31,46,,,,,0.0000011,10,10,52
1.70E-06,19,19,39,,,,,0.0000016,15,15,52
2.80E-06,37,37,41,,,,,0.0000004,1,1,52
7.00E-07,6,6,39,,,,,0.0000015,16,16,52
2.20E-06,29,29,38,,,,,0.0000032,39,39,52
2.00E-06,22,22,45,,,,,0.0000023,26,26,52
2.50E-06,34,34,45,,,,,0.0000008,6,6,52
3.60E-06,47,47,48,,,,,0.0000015,11,11,52
9.00E-07,8,8,43,,,,,0.0000009,6,6,52
1.90E-06,22,22,39,,,,,0.0000013,11,11,52
1.70E-06,19,19,40,,,,,0.0000004,0,0,53
2.20E-06,29,29,43,,,,,0.0000005,0,0,53
1.20E-06,9,9,43,,,,,0.0000013,14,14,53
1.60E-06,18,18,44,,,,,0.0000035,37,37,53
2.90E-06,39,39,45,,,,,0.0000014,15,15,53
8.00E-07,3,3,47,,,,,0.0000015,16,16,53
3.50E-06,44,44,47,,,,,0.000001,6,6,53
5.00E-07,1,1,45,,,,,0.0000022,24,24,53
7.00E-07,4,4,44,,,,,0.0000023,25,25,53
3.10E-06,43,43,44,,,,,0.0000019,20,20,53
1.20E-06,13,13,46,,,,,0.0000003,0,0,53
1.00E-06,9,9,47,,,,,0.0000007,4,4,53
1.70E-06,17,17,60,,,,,0.0000018,21,21,53
8.00E-07,4,4,58,,,,,0.000003,39,39,53
1.30E-06,12,12,57,,,,,0.0000027,29,29,53
1.20E-06,12,12,61,,,,,0.0000011,10,10,53
1.40E-06,15,15,60,,,,,0.0000007,4,4,53
4.00E-07,0,0,54,,,,,0.0000011,10,10,53
3.00E-06,39,39,53,,,,,0.0000015,17,17,53
2.00E-06,25,25,55,,,,,0.0000012,13,13,54
6.00E-07,3,3,55,,,,,0.0000014,13,13,54
1.80E-06,18,18,57,,,,,0.0000012,13,13,54
2.50E-06,25,25,63,,,,,0.0000017,13,13,54
1.40E-06,15,15,63,,,,,0.0000018,21,21,54
9.00E-07,8,8,63,,,,,0.0000012,6,6,54
1.10E-06,10,10,63,,,,,0.0000018,20,20,54
8.00E-07,6,6,64,,,,,0.0000014,13,13,54
1.20E-06,4,4,64,,,,,0.0000019,24,24,54
6.00E-07,3,3,63,,,,,0.000001,7,7,54
1.30E-06,12,12,63,,,,,0.0000016,14,14,54
2.10E-06,21,21,61,,,,,0.0000022,25,25,54
6.00E-07,2,2,64,,,,,0.0000038,51,51,54
2.10E-06,25,25,58,,,,,0.0000012,11,11,54
2.20E-06,17,17,55,,,,,0.0000006,4,4,54
1.20E-06,9,9,56,,,,,0.0000025,32,32,54
1.20E-06,9,9,59,,,,,0.0000004,0,0,54
1.20E-06,11,11,64,,,,,0.0000006,2,2,54
1.00E-06,6,6,65,,,,,0.0000034,23,23,54
4.20E-06,55,55,66,,,,,0.0000013,14,14,54
1.80E-06,23,23,67,,,,,0.0000021,27,27,54
5.00E-07,3,3,67,,,,,0.0000007,2,2,54
3.50E-06,51,51,67,,,,,0.0000024,29,29,55
1.10E-06,8,8,72,,,,,0.0000041,51,51,55
1.70E-06,19,19,77,,,,,0.0000015,12,12,55
2.10E-06,24,24,66,,,,,0.0000028,35,35,55
3.20E-06,45,45,63,,,,,0.0000008,3,3,55
2.00E-06,20,20,61,,,,,0.0000005,0,0,55
3.00E-06,35,35,62,,,,,0.0000012,14,14,55
3.40E-06,44,44,59,,,,,0.0000025,30,30,55
1.10E-06,9,9,58,,,,,0.0000006,3,3,55
5.00E-07,0,0,59,,,,,0.0000007,3,3,55
1.00E-06,9,9,59,,,,,0.0000009,6,6,55
2.00E-06,25,25,59,,,,,0.0000007,2,2,55
1.30E-06,10,10,64,,,,,0.000002,20,20,55
1.00E-06,4,4,70,,,,,0.0000008,6,6,55
8.00E-07,4,4,67,,,,,0.0000014,12,12,55
3.00E-06,34,34,69,,,,,0.000002,24,24,55
4.30E-06,61,61,69,,,,,0.0000006,2,2,55
5.50E-06,72,72,75,,,,,0.0000007,5,5,55
1.20E-06,12,12,75,,,,,0.000002,25,25,55
7.00E-07,4,4,75,,,,,0.0000006,3,3,55
2.00E-06,19,19,74,,,,,0.0000022,17,17,55
1.80E-06,19,19,77,,,,,0.000001,6,6,55
2.80E-06,36,36,81,,,,,0.0000023,28,28,55
1.00E-06,9,9,79,,,,,0.0000005,2,2,55
1.20E-06,10,10,76,,,,,0.0000024,29,29,56
5.00E-07,2,2,77,,,,,0.0000006,2,2,56
2.00E-06,22,22,79,,,,,0.0000013,12,12,56
7.00E-07,4,4,85,,,,,0.0000011,12,12,56
4.10E-06,59,59,85,,,,,0.0000007,2,2,56
2.00E-06,26,26,86,,,,,0.0000014,8,8,56
1.70E-06,18,18,80,,,,,0.0000004,1,1,56
8.00E-07,6,6,77,,,,,0.0000015,15,15,56
2.10E-06,16,16,67,,,,,0.0000016,17,17,56
3.10E-06,26,26,67,,,,,0.0000015,14,14,56
1.10E-06,7,7,60,,,,,0.0000038,50,50,56
1.20E-06,8,8,63,,,,,0.0000036,38,38,56
1.90E-06,20,20,68,,,,,0.0000015,16,16,56
6.00E-07,2,2,77,,,,,0.0000021,25,25,56
3.10E-06,37,37,77,,,,,0.0000005,1,1,56
6.00E-07,3,3,78,,,,,0.0000019,23,23,56
7.00E-07,4,4,70,,,,,0.0000012,14,14,56
4.00E-07,1,1,70,,,,,0.0000034,39,39,56
9.00E-07,8,8,68,,,,,0.000001,9,9,56
1.70E-06,19,19,72,,,,,0.0000004,0,0,56
3.90E-06,53,53,75,,,,,0.0000012,9,9,56
3.00E-07,0,0,74,,,,,0.0000008,7,7,56
3.90E-06,50,50,75,,,,,0.0000024,28,28,56
1.50E-06,15,15,75,,,,,0.0000013,14,14,56
1.50E-06,12,12,72,,,,,0.0000006,3,3,56
7.00E-07,2,2,77,,,,,0.0000019,24,24,56
2.10E-06,24,24,78,,,,,0.0000027,27,27,56
1.90E-06,25,25,78,,,,,0.0000008,5,5,56
1.20E-06,13,13,75,,,,,0.0000044,53,53,57
4.70E-06,66,66,76,,,,,0.0000004,1,1,57
1.30E-06,12,12,77,,,,,0.0000007,4,4,57
1.90E-06,16,16,70,,,,,0.0000005,2,2,57
4.40E-06,57,57,74,,,,,0.0000035,41,41,57
2.20E-06,28,28,73,,,,,0.0000014,15,15,57
4.40E-06,56,56,71,,,,,0.0000008,2,2,57
6.00E-07,4,4,68,,,,,0.0000012,10,10,57
9.00E-07,9,9,68,,,,,0.0000015,16,16,57
6.00E-07,2,2,68,,,,,0.0000046,53,53,57
1.50E-06,15,15,69,,,,,0.0000007,4,4,57
2.70E-06,36,36,68,,,,,0.000001,5,5,57
8.00E-07,7,7,72,,,,,0.0000006,3,3,57
2.60E-06,29,29,68,,,,,0.0000013,11,11,57
2.10E-06,25,25,69,,,,,0.0000018,22,22,57
1.00E-06,9,9,69,,,,,0.000003,42,42,57
1.70E-06,13,13,71,,,,,0.0000025,32,32,57
1.10E-06,8,8,76,,,,,0.0000018,19,19,57
4.90E-06,61,61,76,,,,,0.0000024,32,32,57
2.30E-06,26,26,70,,,,,0.0000028,31,31,57
1.60E-06,17,17,64,,,,,0.0000013,12,12,57
4.00E-07,1,1,62,,,,,0.0000018,18,18,57
4.00E-07,1,1,61,,,,,0.0000008,7,7,57
1.30E-06,14,14,64,,,,,0.0000003,0,0,57
7.00E-07,5,5,63,,,,,0.0000021,26,26,57
3.00E-06,39,39,64,,,,,0.0000008,7,7,57
1.40E-06,9,9,65,,,,,0.0000018,20,20,57
9.00E-07,8,8,66,,,,,0.0000004,2,2,57
7.00E-07,5,5,67,,,,,0.0000008,6,6,57
2.10E-06,24,24,67,,,,,0.000001,8,8,57
1.70E-06,19,19,67,,,,,0.0000009,4,4,57
1.70E-06,21,21,68,,,,,0.0000007,4,4,57
1.30E-06,11,11,67,,,,,0.0000012,8,8,57
2.30E-06,25,25,64,,,,,0.0000009,4,4,57
1.80E-06,21,21,60,,,,,0.0000042,53,53,58
1.40E-06,15,15,63,,,,,0.0000008,5,5,58
1.40E-06,13,13,62,,,,,0.0000039,50,50,58
9.00E-07,9,9,59,,,,,0.0000017,18,18,58
3.80E-06,50,50,60,,,,,0.0000036,43,43,58
3.70E-06,50,50,62,,,,,0.0000019,21,21,58
1.10E-06,8,8,61,,,,,0.0000038,42,42,58
2.70E-06,36,36,69,,,,,0.0000041,39,39,58
2.30E-06,29,29,61,,,,,0.0000014,10,10,58
2.00E-06,25,25,58,,,,,0.0000006,3,3,58
3.20E-06,39,39,52,,,,,0.0000017,17,17,58
2.50E-06,30,30,47,,,,,0.0000018,19,19,58
7.00E-07,6,6,45,,,,,0.0000032,39,39,58
1.10E-06,11,11,42,,,,,0.0000029,40,40,58
1.80E-06,23,23,42,,,,,0.0000011,12,12,58
1.10E-06,11,11,48,,,,,0.0000019,25,25,58
1.20E-06,9,9,51,,,,,0.0000009,6,6,58
7.00E-07,4,4,50,,,,,0.0000008,4,4,58
2.30E-06,26,26,52,,,,,0.0000021,25,25,58
4.20E-06,59,59,60,,,,,0.0000011,9,9,58
8.00E-07,7,7,57,,,,,0.000002,25,25,58
1.00E-06,6,6,55,,,,,0.0000005,1,1,58
3.00E-07,0,0,57,,,,,0.0000015,14,14,58
8.00E-07,7,7,56,,,,,0.0000006,3,3,58
2.10E-06,26,26,57,,,,,0.0000014,11,11,58
8.00E-07,7,7,57,,,,,0.0000022,25,25,58
3.00E-06,35,35,64,,,,,0.0000005,0,0,58
2.40E-06,28,28,56,,,,,0.0000005,3,3,58
6.00E-07,2,2,54,,,,,0.0000029,33,33,59
3.40E-06,23,23,54,,,,,0.0000024,31,31,59
1.30E-06,14,14,54,,,,,0.0000017,16,16,59
9.00E-07,6,6,49,,,,,0.0000021,22,22,59
1.80E-06,20,20,57,,,,,0.0000008,6,6,59
4.00E-07,2,2,57,,,,,0.0000005,0,0,59
5.00E-07,1,1,58,,,,,0.0000007,4,4,59
1.30E-06,14,14,56,,,,,0.0000011,9,9,59
8.00E-07,6,6,52,,,,,0.000001,10,10,59
2.10E-06,27,27,54,,,,,0.0000006,1,1,59
2.30E-06,28,28,55,,,,,0.0000037,49,49,59
6.00E-07,3,3,56,,,,,0.0000008,5,5,59
8.00E-07,6,6,57,,,,,0.0000012,3,3,59
2.00E-06,24,24,50,,,,,0.0000005,2,2,59
1.50E-06,18,18,49,,,,,0.0000027,31,31,59
1.00E-06,9,9,42,,,,,0.0000012,9,9,59
4.00E-07,0,0,40,,,,,0.0000034,44,44,59
2.10E-06,28,28,39,,,,,0.0000005,0,0,59
6.00E-07,4,4,37,,,,,0.000001,9,9,59
7.00E-07,3,3,26,,,,,0.000002,25,25,59
1.30E-06,13,13,23,,,,,0.0000009,9,9,59
4.00E-07,0,0,24,,,,,0.0000021,26,26,59
9.00E-07,8,8,21,,,,,0.0000012,14,14,59
8.00E-07,4,4,15,,,,,0.0000018,21,21,59
7.00E-07,4,4,14,,,,,0.0000045,40,40,59
9.00E-07,2,2,13,,,,,0.0000032,44,44,59
1.00E-06,7,7,15,,,,,0.000002,24,24,59
8.00E-07,6,6,13,,,,,0.0000013,10,10,60
5.00E-07,1,1,5,,,,,0.0000034,40,40,60
5.00E-07,0,0,1,,,,,0.0000009,3,3,60
1.40E-06,13,13,14,,,,,0.0000042,56,56,60
7.00E-07,5,5,28,,,,,0.0000038,51,51,60
5.00E-07,2,2,30,,,,,0.0000006,4,4,60
7.00E-07,2,2,27,,,,,0.0000026,31,31,60
1.30E-06,14,14,27,,,,,0.0000021,24,24,60
1.60E-06,19,19,28,,,,,0.0000028,39,39,60
7.00E-07,5,5,28,,,,,0.0000027,30,30,60
7.00E-07,5,5,30,,,,,0.0000008,3,3,60
1.70E-06,20,20,34,,,,,0.0000042,57,57,60
8.00E-07,8,8,34,,,,,0.0000014,15,15,60
7.00E-07,4,4,20,,,,,0.0000041,36,36,60
7.00E-07,4,4,14,,,,,0.0000035,48,48,60
5.00E-07,1,1,14,,,,,0.000001,9,9,60
8.00E-07,5,5,13,,,,,0.0000007,4,4,60
1.30E-06,12,12,17,,,,,0.0000313,42,42,60
7.00E-07,3,3,8,,,,,0.0000013,12,12,60
7.00E-07,5,5,6,,,,,0.0000034,21,21,60
4.00E-07,0,0,4,,,,,0.0000006,4,4,60
7.00E-07,3,3,5,,,,,0.0000017,17,17,60
4.00E-07,1,1,4,,,,,0.0000014,15,15,60
9.00E-07,3,3,5,,,,,0.0000011,7,7,60
7.00E-07,0,0,2,,,,,0.0000018,21,21,60
6.00E-07,0,0,1,,,,,0.0000038,50,50,60
6.00E-07,2,2,4,,,,,0.0000042,59,59,60
7.00E-07,1,1,3,,,,,0.000002,17,17,60
5.00E-07,1,1,2,,,,,0.0000021,22,22,60
7.00E-07,1,1,13,,,,,0.0000006,3,3,60
1.00E-06,4,4,13,,,,,0.0000023,22,22,60
8.00E-07,3,3,10,,,,,0.000001,1,1,61
6.00E-07,0,0,7,,,,,0.000004,44,44,61
8.00E-07,7,7,8,,,,,0.0000012,12,12,61
5.00E-07,0,0,3,,,,,0.0000036,51,51,61
4.00E-07,0,0,7,,,,,0.000001,9,9,61
5.00E-07,3,3,6,,,,,0.0000009,7,7,61
6.00E-07,2,2,6,,,,,0.0000018,21,21,61
5.00E-07,2,2,3,,,,,0.0000015,17,17,61
4.00E-07,0,0,2,,,,,0.0000023,20,20,61
4.00E-07,0,0,6,,,,,0.0000021,23,23,61
8.00E-07,5,5,6,,,,,0.0000025,30,30,61
3.00E-07,0,0,8,,,,,0.0000014,10,10,61
6.00E-07,3,3,6,,,,,0.0000024,31,31,61
6.00E-07,5,5,7,,,,,0.0000034,42,42,61
7.00E-07,4,4,8,,,,,0.0000014,14,14,61
1.00E-06,8,8,10,,,,,0.0000009,8,8,61
8.00E-07,0,0,9,,,,,0.0000021,27,27,61
1.10E-06,3,3,9,,,,,0.0000012,12,12,61
1.10E-06,8,8,9,,,,,0.0000021,21,21,61
5.00E-07,0,0,10,,,,,0.000002,20,20,61
1.20E-06,10,10,13,,,,,0.0000004,1,1,61
1.80E-06,4,4,25,,,,,0.0000011,8,8,61
2.00E-06,23,23,25,,,,,0.0000023,29,29,61
1.70E-06,12,12,26,,,,,0.0000026,29,29,61
2.10E-06,22,22,28,,,,,0.0000013,14,14,61
2.20E-06,24,24,29,,,,,0.0000035,36,36,61
1.10E-06,10,10,28,,,,,0.0000014,15,15,62
1.60E-06,17,17,28,,,,,0.0000019,22,22,62
3.00E-07,0,0,28,,,,,0.0000006,3,3,62
1.80E-06,21,21,28,,,,,0.0000018,19,19,62
1.70E-06,19,19,24,,,,,0.0000017,19,19,62
1.30E-06,13,13,25,,,,,0.0000021,24,24,62
6.00E-07,4,4,25,,,,,0.0000004,0,0,62
1.60E-06,19,19,25,,,,,0.0000027,36,36,62
1.50E-06,16,16,20,,,,,0.0000018,19,19,62
7.00E-07,5,5,16,,,,,0.0000014,14,14,62
5.00E-07,0,0,14,,,,,0.0000043,42,42,62
5.00E-07,0,0,16,,,,,0.0000005,3,3,62
9.00E-07,6,6,13,,,,,0.000003,35,35,62
6.00E-07,2,2,9,,,,,0.0000004,1,1,62
8.00E-07,6,6,7,,,,,0.0000014,13,13,62
6.00E-07,3,3,4,,,,,0.0000037,50,50,62
6.00E-07,2,2,4,,,,,0.0000035,45,45,62
3.00E-07,0,0,4,,,,,0.0000034,43,43,62
6.00E-07,3,3,7,,,,,0.000002,22,22,62
4.00E-07,0,0,6,,,,,0.000002,22,22,62
1.30E-06,10,10,11,,,,,0.0000009,8,8,63
8.00E-07,5,5,8,,,,,0.0000006,2,2,63
1.10E-06,10,10,11,,,,,0.000001,9,9,63
6.00E-07,2,2,10,,,,,0.0000038,43,43,63
3.00E-07,0,0,6,,,,,0.0000011,10,10,63
5.00E-07,1,1,8,,,,,0.0000033,39,39,63
7.00E-07,2,2,11,,,,,0.000001,10,10,63
8.00E-07,6,6,9,,,,,0.0000011,8,8,63
4.00E-07,1,1,15,,,,,0.000001,9,9,63
4.00E-07,1,1,14,,,,,0.0000021,28,28,63
1.00E-06,7,7,14,,,,,0.0000017,19,19,63
1.20E-06,13,13,14,,,,,0.0000018,22,22,63
4.00E-07,0,0,14,,,,,0.0000044,61,61,63
1.20E-06,13,13,14,,,,,0.0000025,25,25,63
1.10E-06,12,12,13,,,,,0.0000014,15,15,63
1.00E-06,9,9,11,,,,,0.0000009,8,8,63
1.10E-06,10,10,12,,,,,0.0000011,10,10,63
6.00E-07,4,4,10,,,,,0.0000006,3,3,63
5.00E-07,2,2,14,,,,,0.0000013,12,12,63
7.00E-07,4,4,12,,,,,0.0000032,45,45,63
4.59E-05,4,4,7,,,,,0.0000012,8,8,63
5.00E-07,1,1,9,,,,,0.0000007,5,5,63
9.00E-07,8,8,10,,,,,0.0000014,15,15,63
6.00E-07,4,4,10,,,,,0.0000012,12,12,63
5.00E-07,2,2,11,,,,,0.0000023,23,23,63
7.00E-07,5,5,14,,,,,0.0000016,18,18,63
1.10E-06,11,11,19,,,,,0.0000024,25,25,63
9.00E-07,8,8,21,,,,,0.0000037,47,47,64
1.60E-06,15,15,20,,,,,0.0000024,28,28,64
6.00E-07,2,2,13,,,,,0.0000029,37,37,64
4.00E-07,0,0,17,,,,,0.0000017,15,15,64
4.00E-07,1,1,12,,,,,0.000002,27,27,64
7.00E-07,3,3,8,,,,,0.0000009,6,6,64
5.00E-07,2,2,4,,,,,0.0000029,35,35,64
5.00E-07,1,1,2,,,,,0.0000036,44,44,64
4.00E-07,1,1,3,,,,,0.0000036,43,43,64
4.00E-07,1,1,6,,,,,0.0000011,8,8,64
9.00E-07,7,7,13,,,,,0.0000069,41,41,64
1.00E-06,9,9,13,,,,,0.0000045,56,56,64
1.10E-06,10,10,12,,,,,0.0000024,27,27,64
7.00E-07,1,1,13,,,,,0.0000008,6,6,64
1.00E-06,8,8,10,,,,,0.0000012,4,4,64
7.00E-07,6,6,9,,,,,0.0000006,2,2,64
5.00E-07,1,1,2,,,,,0.0000012,11,11,64
5.00E-07,1,1,2,,,,,0.0000013,10,10,64
6.00E-07,2,2,9,,,,,0.0000016,17,17,64
1.10E-06,6,6,8,,,,,0.0000013,14,14,64
7.00E-07,2,2,6,,,,,0.000003,39,39,64
4.00E-07,0,0,1,,,,,0.0000023,25,25,64
4.00E-07,0,0,1,,,,,0.000003,35,35,64
1.00E-06,6,6,8,,,,,0.0000026,29,29,64
5.00E-07,1,1,2,,,,,0.0000014,14,14,65
5.00E-07,1,1,3,,,,,0.0000026,30,30,65
6.00E-07,4,4,5,,,,,0.0000037,48,48,65
5.00E-07,2,2,8,,,,,0.000003,39,39,65
5.00E-07,1,1,3,,,,,0.0000026,34,34,65
4.00E-07,1,1,5,,,,,0.0000009,8,8,65
4.00E-07,1,1,7,,,,,0.000003,29,29,65
1.00E-06,5,5,6,,,,,0.0000012,8,8,65
6.00E-07,3,3,6,,,,,0.0000005,0,0,65
6.00E-07,2,2,4,,,,,0.0000009,5,5,65
7.00E-07,5,5,8,,,,,0.0000019,17,17,65
5.00E-07,1,1,10,,,,,0.000001,6,6,65
8.00E-07,6,6,10,,,,,0.0000014,9,9,65
7.00E-07,6,6,10,,,,,0.0000044,50,50,65
5.00E-07,1,1,10,,,,,0.0000048,56,56,66
6.00E-07,1,1,11,,,,,0.0000008,6,6,66
1.10E-06,9,9,11,,,,,0.0000021,20,20,66
5.00E-07,1,1,8,,,,,0.0000031,34,34,66
8.00E-07,2,2,8,,,,,0.000002,26,26,66
5.00E-07,2,2,4,,,,,0.0000007,5,5,66
5.00E-07,1,1,4,,,,,0.0000019,21,21,66
7.00E-07,5,5,11,,,,,0.0000024,32,32,66
6.00E-07,2,2,10,,,,,0.0000012,12,12,66
6.00E-07,3,3,11,,,,,0.0000036,34,34,66
1.10E-06,2,2,12,,,,,0.0000014,12,12,66
3.00E-07,0,0,10,,,,,0.0000026,31,31,66
3.00E-07,0,0,10,,,,,0.0000013,13,13,66
6.00E-07,3,3,10,,,,,0.0000009,5,5,66
6.00E-07,2,2,8,,,,,0.000001,7,7,66
8.00E-07,5,5,7,,,,,0.0000043,48,48,66
7.00E-07,4,4,8,,,,,0.0000042,55,55,66
7.00E-07,4,4,17,,,,,0.0000021,24,24,66
7.00E-07,4,4,19,,,,,0.0000009,8,8,66
1.00E-06,5,5,18,,,,,0.0000027,35,35,66
1.30E-06,12,12,20,,,,,0.0000008,2,2,66
8.00E-07,5,5,15,,,,,0.000004,58,58,67
1.00E-06,6,6,20,,,,,0.0000024,21,21,67
5.00E-07,2,2,22,,,,,0.0000016,15,15,67
1.20E-06,12,12,22,,,,,0.0000026,27,27,67
6.00E-07,3,3,18,,,,,0.0000036,44,44,67
1.00E-06,8,8,23,,,,,0.0000012,8,8,67
1.10E-06,10,10,20,,,,,0.0000013,13,13,67
1.10E-06,12,12,16,,,,,0.0000007,5,5,67
8.00E-07,5,5,20,,,,,0.000002,16,16,67
6.00E-07,3,3,26,,,,,0.000001,10,10,67
1.80E-06,20,20,29,,,,,0.0000032,40,40,67
2.00E-06,23,23,30,,,,,0.0000005,0,0,67
4.00E-07,0,0,29,,,,,0.0000031,37,37,67
1.00E-06,5,5,35,,,,,0.000004,48,48,67
1.00E-06,7,7,36,,,,,0.0000019,21,21,67
1.20E-06,10,10,34,,,,,0.0000026,34,34,67
2.30E-06,16,16,30,,,,,0.0000036,45,45,67
1.00E-06,8,8,30,,,,,0.0000018,23,23,67
9.00E-07,7,7,20,,,,,0.0000005,3,3,67
9.00E-07,6,6,17,,,,,0.0000035,51,51,67
9.00E-07,7,7,16,,,,,0.0000008,4,4,67
9.00E-07,8,8,14,,,,,0.0000021,16,16,67
6.00E-07,0,0,14,,,,,0.0000031,26,26,67
1.10E-06,9,9,14,,,,,0.0000007,5,5,67
8.00E-07,4,4,10,,,,,0.0000021,24,24,67
6.00E-07,2,2,3,,,,,0.0000017,19,19,67
4.00E-07,0,0,3,,,,,0.0000013,11,11,67
5.00E-07,2,2,3,,,,,0.0000045,62,62,67
4.00E-07,1,1,3,,,,,0.0000007,3,3,67
7.00E-07,2,2,4,,,,,0.0000018,21,21,67
7.00E-07,2,2,4,,,,,0.0000009,4,4,67
8.00E-07,5,5,12,,,,,0.0000027,35,35,68
6.00E-07,2,2,29,,,,,0.0000005,1,1,68
1.10E-06,11,11,29,,,,,0.0000031,38,38,68
2.30E-06,27,27,31,,,,,0.0000006,4,4,68
1.10E-06,10,10,31,,,,,0.000002,22,22,68
5.00E-07,2,2,30,,,,,0.0000013,12,12,68
2.70E-06,27,27,29,,,,,0.0000041,56,56,68
5.00E-07,1,1,30,,,,,0.0000018,19,19,68
2.10E-06,25,25,31,,,,,0.0000018,21,21,68
9.00E-07,8,8,32,,,,,0.0000029,39,39,68
8.00E-07,5,5,33,,,,,0.0000036,48,48,68
3.10E-06,40,40,43,,,,,0.000003,40,40,68
1.50E-06,14,14,58,,,,,0.0000019,20,20,68
1.50E-06,11,11,52,,,,,0.0000009,8,8,68
1.00E-06,8,8,57,,,,,0.0000006,4,4,68
2.10E-06,19,19,47,,,,,0.0000009,9,9,68
1.60E-06,10,10,48,,,,,0.0000006,2,2,68
4.10E-06,43,43,48,,,,,0.0000027,36,36,68
1.50E-06,16,16,50,,,,,0.0000026,29,29,68
2.90E-06,35,35,51,,,,,0.0000017,21,21,68
7.00E-07,5,5,51,,,,,0.0000022,29,29,68
1.10E-06,12,12,51,,,,,0.0000032,39,39,68
2.70E-06,29,29,53,,,,,0.0000047,50,50,68
1.10E-06,10,10,53,,,,,0.000001,9,9,68
1.20E-06,11,11,50,,,,,0.0000033,43,43,69
5.00E-07,0,0,45,,,,,0.0000009,8,8,69
1.60E-06,17,17,46,,,,,0.0000007,5,5,69
3.20E-06,43,43,46,,,,,0.0000027,35,35,69
9.00E-07,7,7,42,,,,,0.0000008,6,6,69
3.00E-07,0,0,42,,,,,0.0000039,48,48,69
5.00E-07,1,1,43,,,,,0.0000037,46,46,69
2.40E-06,30,30,47,,,,,0.0000039,49,49,69
2.40E-06,30,30,42,,,,,0.0000013,13,13,69
2.80E-06,38,38,42,,,,,0.000001,8,8,69
5.00E-07,2,2,44,,,,,0.0000019,22,22,69
1.70E-06,20,20,46,,,,,0.0000007,5,5,69
2.50E-06,31,31,49,,,,,0.0000009,6,6,69
3.00E-06,40,40,45,,,,,0.000003,34,34,69
1.40E-06,14,14,39,,,,,0.0000043,61,61,69
2.70E-06,34,34,41,,,,,0.0000015,15,15,69
8.00E-07,5,5,34,,,,,0.0000021,25,25,69
2.60E-06,33,33,39,,,,,0.000001,9,9,69
2.30E-06,20,20,43,,,,,0.0000027,36,36,69
1.90E-06,23,23,41,,,,,0.0000029,35,35,69
1.60E-06,20,20,39,,,,,0.0000012,11,11,69
1.20E-06,9,9,40,,,,,0.0000019,22,22,70
2.00E-06,20,20,41,,,,,0.0000053,59,59,70
1.40E-06,11,11,48,,,,,0.0000026,32,32,70
5.00E-07,2,2,42,,,,,0.0000021,25,25,70
5.00E-07,0,0,38,,,,,0.0000013,14,14,70
3.10E-06,35,35,37,,,,,0.0000029,36,36,70
2.30E-06,25,25,37,,,,,0.0000008,6,6,70
1.00E-06,10,10,35,,,,,0.000001,4,4,70
1.10E-06,11,11,38,,,,,0.0000007,4,4,70
3.00E-06,34,34,37,,,,,0.0000004,1,1,70
1.00E-06,9,9,35,,,,,0.0000019,16,16,70
1.40E-06,14,14,35,,,,,0.0000023,26,26,70
1.80E-06,16,16,36,,,,,0.0000017,19,19,70
4.00E-07,0,0,32,,,,,0.0000038,40,40,70
1.40E-06,14,14,33,,,,,0.0000067,60,60,70
1.90E-06,23,23,33,,,,,0.0000012,11,11,71
1.70E-06,19,19,36,,,,,0.0000033,37,37,71
4.00E-07,1,1,36,,,,,0.0000011,6,6,71
2.60E-06,30,30,31,,,,,0.000001,5,5,71
1.10E-06,8,8,33,,,,,0.0000007,2,2,71
2.60E-06,28,28,34,,,,,0.0000025,30,30,71
9.00E-07,9,9,34,,,,,0.0000027,31,31,71
2.10E-06,24,24,29,,,,,0.0000006,1,1,71
8.00E-07,7,7,29,,,,,0.0000039,54,54,71
7.00E-07,6,6,27,,,,,0.0000006,2,2,71
1.30E-06,13,13,27,,,,,0.0000044,56,56,71
4.00E-07,2,2,25,,,,,0.0000017,13,13,71
2.10E-06,26,26,27,,,,,0.0000021,28,28,71
8.00E-07,6,6,26,,,,,0.0000005,0,0,72
2.10E-06,20,20,21,,,,,0.0000024,27,27,72
6.00E-07,2,2,20,,,,,0.0000018,22,22,72
1.20E-06,13,13,20,,,,,0.0000064,57,57,72
7.00E-07,4,4,18,,,,,0.0000007,3,3,72
1.00E-06,5,5,15,,,,,0.0000019,24,24,72
1.00E-06,8,8,13,,,,,0.0000048,67,67,72
7.00E-07,5,5,13,,,,,0.0000007,4,4,72
8.00E-07,2,2,3,,,,,0.0000011,8,8,72
5.00E-07,3,3,4,,,,,0.0000017,19,19,72
3.00E-07,0,0,5,,,,,0.0000015,12,12,72
