cas operacie,index prvku,dlzka zoznamu,,
2.75E-05,72,72,,
3.70E-05,71,71,,
2.32E-05,69,69,,
2.00E-05,73,73,,
2.01E-05,75,75,,
2.12E-05,75,75,,
2.16E-05,79,79,,
2.03E-05,79,79,,
2.03E-05,78,78,,
2.05E-05,75,75,,
2.19E-05,73,73,,
2.01E-05,69,69,,
2.00E-05,70,70,,
1.97E-05,69,69,,
2.01E-05,70,70,,
1.99E-05,70,70,,
2.35E-05,66,66,,
2.01E-05,69,69,,
2.00E-05,73,73,,
2.02E-05,73,73,,
2.03E-05,73,73,,
2.21E-05,71,71,,
2.14E-05,70,70,,
2.11E-05,71,71,,
2.00E-05,72,72,,
2.02E-05,74,74,,
2.00E-05,73,73,,
2.23E-05,73,73,,
2.03E-05,72,72,,
2.02E-05,71,71,,
2.00E-05,69,69,,
2.02E-05,70,70,,
2.02E-05,69,69,,
2.01E-05,69,69,,
2.02E-05,68,68,,
2.58E-05,69,69,,
2.03E-05,67,67,,
2.05E-05,67,67,,
2.02E-05,67,67,,
2.01E-05,67,67,,
2.39E-05,68,68,,
2.01E-05,66,66,,
2.04E-05,69,69,,
2.00E-05,69,69,,
1.99E-05,67,67,,
1.98E-05,67,67,,
1.99E-05,67,67,,
2.01E-05,69,69,,
8.87E-05,70,70,,
2.06E-05,71,71,,
2.01E-05,69,69,,
1.99E-05,68,68,,
1.99E-05,68,68,,
2.12E-05,67,67,,
0.0002235,68,68,,
2.09E-05,69,69,,
2.21E-05,72,72,,
2.66E-05,72,72,,
2.02E-05,78,78,,
2.25E-05,76,76,,
2.00E-05,74,74,,
2.00E-05,73,73,,
3.90E-05,70,70,,
2.13E-05,70,70,,
2.08E-05,70,70,,
2.05E-05,70,70,,
2.01E-05,69,69,,
2.00E-05,69,69,,
2.02E-05,69,69,,
1.99E-05,64,64,,
1.98E-05,63,63,,
2.04E-05,63,63,,
1.98E-05,61,61,,
1.95E-05,60,60,,
2.11E-05,62,62,,
2.05E-05,64,64,,
1.97E-05,63,63,,
1.98E-05,63,63,,
2.53E-05,68,68,,
2.04E-05,69,69,,
2.02E-05,68,68,,
1.98E-05,63,63,,
1.96E-05,62,62,,
1.98E-05,62,62,,
1.98E-05,61,61,,
1.99E-05,62,62,,
1.99E-05,62,62,,
3.12E-05,63,63,,
2.00E-05,65,65,,
2.00E-05,64,64,,
2.07E-05,64,64,,
1.97E-05,64,64,,
1.97E-05,64,64,,
1.98E-05,63,63,,
2.13E-05,64,64,,
2.12E-05,62,62,,
2.05E-05,64,64,,
1.99E-05,65,65,,
3.05E-05,66,66,,
2.05E-05,68,68,,
1.99E-05,68,68,,
1.98E-05,65,65,,
2.18E-05,67,67,,
2.05E-05,70,70,,
1.99E-05,68,68,,
1.98E-05,67,67,,
2.71E-05,66,66,,
2.00E-05,63,63,,
2.10E-05,62,62,,
2.00E-05,61,61,,
1.99E-05,59,59,,
1.98E-05,60,60,,
1.97E-05,61,61,,
2.00E-05,64,64,,
1.99E-05,62,62,,
1.97E-05,60,60,,
1.96E-05,58,58,,
2.76E-05,58,58,,
2.19E-05,59,59,,
1.98E-05,61,61,,
2.01E-05,64,64,,
1.99E-05,64,64,,
1.98E-05,66,66,,
2.18E-05,69,69,,
2.01E-05,68,68,,
2.38E-05,66,66,,
1.98E-05,65,65,,
2.01E-05,64,64,,
1.98E-05,63,63,,
1.98E-05,62,62,,
1.99E-05,61,61,,
2.51E-05,61,61,,
1.97E-05,62,62,,
1.96E-05,62,62,,
1.99E-05,65,65,,
2.21E-05,66,66,,
2.00E-05,67,67,,
2.00E-05,64,64,,
1.98E-05,63,63,,
1.96E-05,62,62,,
2.68E-05,62,62,,
1.98E-05,58,58,,
1.96E-05,58,58,,
1.97E-05,57,57,,
1.94E-05,56,56,,
7.81E-05,54,54,,
1.96E-05,54,54,,
1.93E-05,52,52,,
1.93E-05,49,49,,
1.92E-05,46,46,,
1.95E-05,50,50,,
1.93E-05,49,49,,
1.91E-05,48,48,,
2.37E-05,49,49,,
1.93E-05,51,51,,
1.96E-05,48,48,,
1.93E-05,47,47,,
1.90E-05,46,46,,
1.92E-05,47,47,,
3.26E-05,48,48,,
2.10E-05,47,47,,
1.96E-05,46,46,,
1.93E-05,46,46,,
1.94E-05,46,46,,
1.90E-05,45,45,,
1.91E-05,44,44,,
1.94E-05,43,43,,
1.90E-05,42,42,,
1.89E-05,43,43,,
2.54E-05,51,51,,
1.98E-05,51,51,,
1.94E-05,57,57,,
1.94E-05,56,56,,
1.98E-05,56,56,,
2.68E-05,62,62,,
1.99E-05,67,67,,
2.00E-05,67,67,,
1.98E-05,66,66,,
1.97E-05,65,65,,
1.99E-05,64,64,,
2.58E-05,65,65,,
1.99E-05,59,59,,
1.94E-05,58,58,,
1.95E-05,57,57,,
2.08E-05,55,55,,
2.08E-05,55,55,,
1.95E-05,55,55,,
1.95E-05,54,54,,
2.02E-05,55,55,,
1.96E-05,54,54,,
1.92E-05,52,52,,
1.94E-05,51,51,,
1.91E-05,50,50,,
2.01E-05,53,53,,
1.94E-05,53,53,,
1.93E-05,51,51,,
1.92E-05,48,48,,
1.93E-05,47,47,,
1.95E-05,48,48,,
1.94E-05,55,55,,
1.93E-05,55,55,,
2.01E-05,57,57,,
2.96E-05,57,57,,
2.02E-05,56,56,,
2.03E-05,57,57,,
2.56E-05,55,55,,
1.95E-05,54,54,,
1.94E-05,54,54,,
1.97E-05,54,54,,
1.94E-05,53,53,,
1.95E-05,56,56,,
2.22E-05,53,53,,
2.27E-05,52,52,,
1.95E-05,51,51,,
1.95E-05,51,51,,
1.94E-05,50,50,,
2.11E-05,49,49,,
1.93E-05,49,49,,
2.04E-05,47,47,,
1.92E-05,47,47,,
1.95E-05,48,48,,
1.92E-05,48,48,,
1.90E-05,49,49,,
3.00E-05,47,47,,
2.37E-05,47,47,,
1.94E-05,46,46,,
1.98E-05,44,44,,
2.45E-05,42,42,,
1.94E-05,44,44,,
1.91E-05,43,43,,
1.94E-05,45,45,,
2.21E-05,43,43,,
2.49E-05,45,45,,
1.97E-05,45,45,,
1.93E-05,44,44,,
2.61E-05,46,46,,
1.94E-05,45,45,,
1.92E-05,41,41,,
1.92E-05,39,39,,
1.91E-05,40,40,,
1.90E-05,35,35,,
2.55E-05,36,36,,
1.99E-05,37,37,,
1.90E-05,35,35,,
1.96E-05,31,31,,
1.86E-05,30,30,,
1.85E-05,30,30,,
1.85E-05,29,29,,
2.16E-05,23,23,,
1.92E-05,27,27,,
1.89E-05,24,24,,
1.81E-05,21,21,,
1.98E-05,21,21,,
1.97E-05,20,20,,
2.02E-05,14,14,,
2.56E-05,13,13,,
2.43E-05,13,13,,
2.40E-05,13,13,,
2.00E-05,14,14,,
1.82E-05,13,13,,
1.81E-05,12,12,,
2.24E-05,10,10,,
1.92E-05,9,9,,
2.31E-05,7,7,,
1.80E-05,7,7,,
1.80E-05,6,6,,
1.79E-05,5,5,,
1.78E-05,5,5,,
1.76E-05,3,3,,
1.76E-05,1,1,,
1.76E-05,1,1,,
1.77E-05,4,4,,
1.78E-05,4,4,,
1.75E-05,2,2,,
1.00E-05,0,0,,
1.91E-05,4,4,,
1.77E-05,2,2,,
1.86E-05,11,11,,
1.84E-05,20,20,,
1.85E-05,23,23,,
1.90E-05,30,30,,
1.85E-05,27,27,,
1.85E-05,28,28,,
2.36E-05,30,30,,
1.84E-05,29,29,,
1.86E-05,28,28,,
1.85E-05,30,30,,
1.86E-05,31,31,,
2.22E-05,32,32,,
1.93E-05,31,31,,
1.89E-05,30,30,,
2.62E-05,29,29,,
1.91E-05,29,29,,
1.84E-05,27,27,,
1.82E-05,26,26,,
1.84E-05,26,26,,
1.85E-05,26,26,,
1.84E-05,27,27,,
1.89E-05,30,30,,
2.41E-05,32,32,,
1.90E-05,27,27,,
1.87E-05,28,28,,
1.84E-05,26,26,,
1.86E-05,31,31,,
1.86E-05,30,30,,
1.87E-05,31,31,,
3.63E-05,30,30,,
1.89E-05,30,30,,
1.85E-05,29,29,,
1.87E-05,28,28,,
1.86E-05,28,28,,
1.86E-05,27,27,,
1.83E-05,26,26,,
1.84E-05,22,22,,
1.83E-05,21,21,,
1.97E-05,17,17,,
1.84E-05,18,18,,
1.87E-05,14,14,,
2.32E-05,13,13,,
1.88E-05,16,16,,
1.82E-05,20,20,,
1.80E-05,18,18,,
1.79E-05,17,17,,
1.81E-05,15,15,,
1.79E-05,14,14,,
1.88E-05,16,16,,
1.84E-05,15,15,,
1.81E-05,14,14,,
1.82E-05,13,13,,
2.69E-05,11,11,,
2.27E-05,11,11,,
1.79E-05,6,6,,
2.01E-05,3,3,,
1.07E-05,0,0,,
1.01E-05,0,0,,
3.22E-05,2,2,,
2.10E-05,1,1,,
1.77E-05,5,5,,
1.77E-05,4,4,,
2.35E-05,4,4,,
4.92E-05,3,3,,
1.97E-05,6,6,,
1.89E-05,4,4,,
1.82E-05,5,5,,
1.80E-05,5,5,,
1.77E-05,1,1,,
1.76E-05,1,1,,
1.01E-05,0,0,,
1.78E-05,4,4,,
3.58E-05,4,4,,
2.71E-05,7,7,,
1.95E-05,13,13,,
1.92E-05,12,12,,
1.92E-05,11,11,,
1.90E-05,10,10,,
2.80E-05,10,10,,
2.00E-05,9,9,,
1.97E-05,9,9,,
2.85E-05,8,8,,
2.22E-05,7,7,,
2.54E-05,5,5,,
1.11E-05,0,0,,
1.60E-05,0,0,,
2.26E-05,4,4,,
3.63E-05,4,4,,
2.88E-05,3,3,,
1.87E-05,1,1,,
1.91E-05,3,3,,
1.85E-05,2,2,,
1.15E-05,0,0,,
1.99E-05,2,2,,
1.91E-05,2,2,,
1.78E-05,0,0,,
2.63E-05,12,12,,
2.64E-05,10,10,,
2.86E-05,10,10,,
3.01E-05,12,12,,
3.04E-05,11,11,,
2.71E-05,11,11,,
2.69E-05,10,10,,
1.94E-05,10,10,,
2.98E-05,9,9,,
2.01E-05,7,7,,
1.90E-05,9,9,,
1.79E-05,6,6,,
1.89E-05,6,6,,
1.80E-05,5,5,,
1.80E-05,2,2,,
1.76E-05,5,5,,
1.77E-05,6,6,,
1.78E-05,4,4,,
1.78E-05,7,7,,
1.96E-05,6,6,,
1.83E-05,9,9,,
1.81E-05,11,11,,
1.78E-05,10,10,,
1.83E-05,8,8,,
1.80E-05,7,7,,
1.77E-05,6,6,,
1.79E-05,5,5,,
1.78E-05,5,5,,
1.77E-05,2,2,,
1.75E-05,2,2,,
2.23E-05,3,3,,
1.90E-05,3,3,,
1.87E-05,2,2,,
1.90E-05,1,1,,
1.80E-05,1,1,,
2.12E-05,5,5,,
1.79E-05,8,8,,
1.77E-05,7,7,,
1.77E-05,6,6,,
1.78E-05,6,6,,
1.76E-05,6,6,,
1.77E-05,5,5,,
1.82E-05,9,9,,
1.87E-05,8,8,,
1.79E-05,8,8,,
1.80E-05,9,9,,
1.80E-05,8,8,,
2.70E-05,7,7,,
1.97E-05,8,8,,
1.92E-05,9,9,,
1.91E-05,8,8,,
2.72E-05,11,11,,
1.93E-05,10,10,,
1.97E-05,20,20,,
1.97E-05,22,22,,
1.83E-05,23,23,,
2.06E-05,25,25,,
1.99E-05,25,25,,
2.71E-05,25,25,,
1.87E-05,28,28,,
2.67E-05,28,28,,
2.12E-05,28,28,,
2.00E-05,27,27,,
1.98E-05,30,30,,
2.52E-05,29,29,,
2.67E-05,27,27,,
1.90E-05,29,29,,
1.87E-05,29,29,,
1.88E-05,27,27,,
1.87E-05,28,28,,
1.86E-05,27,27,,
1.86E-05,26,26,,
1.86E-05,27,27,,
1.84E-05,25,25,,
2.04E-05,24,24,,
2.01E-05,24,24,,
1.98E-05,23,23,,
2.02E-05,25,25,,
1.88E-05,26,26,,
1.83E-05,24,24,,
1.88E-05,20,20,,
1.86E-05,19,19,,
2.63E-05,19,19,,
1.84E-05,16,16,,
1.89E-05,16,16,,
1.79E-05,14,14,,
1.81E-05,13,13,,
1.82E-05,13,13,,
1.79E-05,12,12,,
1.80E-05,9,9,,
1.83E-05,12,12,,
1.83E-05,13,13,,
2.25E-05,16,16,,
1.83E-05,15,15,,
1.80E-05,13,13,,
1.80E-05,12,12,,
1.81E-05,11,11,,
1.81E-05,10,10,,
1.76E-05,9,9,,
1.82E-05,10,10,,
2.27E-05,11,11,,
1.80E-05,13,13,,
2.08E-05,14,14,,
1.96E-05,13,13,,
1.82E-05,15,15,,
1.83E-05,15,15,,
1.79E-05,14,14,,
1.83E-05,12,12,,
1.80E-05,12,12,,
1.83E-05,14,14,,
1.85E-05,13,13,,
1.81E-05,15,15,,
1.82E-05,14,14,,
1.79E-05,15,15,,
1.80E-05,15,15,,
1.80E-05,14,14,,
1.91E-05,11,11,,
2.66E-05,10,10,,
1.93E-05,9,9,,
1.80E-05,8,8,,
1.80E-05,6,6,,
1.80E-05,6,6,,
1.79E-05,6,6,,
1.81E-05,5,5,,
1.75E-05,3,3,,
1.76E-05,3,3,,
1.75E-05,3,3,,
1.77E-05,4,4,,
1.94E-05,5,5,,
1.85E-05,10,10,,
1.81E-05,8,8,,
1.79E-05,8,8,,
1.78E-05,6,6,,
1.80E-05,10,10,,
3.28E-05,12,12,,
2.26E-05,10,10,,
1.83E-05,10,10,,
1.80E-05,9,9,,
1.79E-05,8,8,,
1.79E-05,6,6,,
1.76E-05,6,6,,
1.97E-05,6,6,,
1.79E-05,7,7,,
1.81E-05,11,11,,
1.80E-05,9,9,,
1.79E-05,9,9,,
3.17E-05,16,16,,
2.70E-05,15,15,,
1.82E-05,15,15,,
1.81E-05,15,15,,
1.83E-05,14,14,,
3.16E-05,14,14,,
1.81E-05,12,12,,
1.83E-05,12,12,,
1.78E-05,14,14,,
1.80E-05,14,14,,
1.80E-05,12,12,,
1.82E-05,14,14,,
1.80E-05,11,11,,
1.84E-05,10,10,,
1.85E-05,16,16,,
1.82E-05,14,14,,
1.80E-05,14,14,,
1.79E-05,12,12,,
1.82E-05,12,12,,
1.78E-05,11,11,,
2.31E-05,9,9,,
1.80E-05,9,9,,
1.80E-05,12,12,,
1.84E-05,14,14,,
2.00E-05,12,12,,
1.83E-05,19,19,,
1.86E-05,22,22,,
2.34E-05,24,24,,
2.09E-05,22,22,,
1.99E-05,21,21,,
1.85E-05,20,20,,
1.84E-05,15,15,,
1.80E-05,13,13,,
1.78E-05,12,12,,
3.26E-05,15,15,,
2.29E-05,14,14,,
1.82E-05,13,13,,
1.80E-05,14,14,,
1.80E-05,13,13,,
1.77E-05,12,12,,
1.75E-05,11,11,,
1.79E-05,10,10,,
1.78E-05,9,9,,
1.76E-05,7,7,,
1.89E-05,8,8,,
1.78E-05,3,3,,
1.78E-05,4,4,,
1.95E-05,4,4,,
1.84E-05,7,7,,
1.76E-05,5,5,,
1.84E-05,4,4,,
1.78E-05,7,7,,
2.00E-05,13,13,,
1.84E-05,14,14,,
1.81E-05,12,12,,
1.81E-05,12,12,,
1.79E-05,13,13,,
1.82E-05,15,15,,
1.79E-05,14,14,,
1.81E-05,13,13,,
2.17E-05,14,14,,
2.89E-05,14,14,,
2.28E-05,13,13,,
2.91E-05,12,12,,
4.14E-05,12,12,,
4.29E-05,13,13,,
1.82E-05,12,12,,
2.48E-05,8,8,,
1.99E-05,7,7,,
1.94E-05,6,6,,
2.34E-05,5,5,,
1.82E-05,3,3,,
1.76E-05,2,2,,
1.77E-05,4,4,,
1.76E-05,4,4,,
1.76E-05,4,4,,
1.76E-05,4,4,,
1.90E-05,7,7,,
2.52E-05,6,6,,
1.79E-05,5,5,,
1.84E-05,5,5,,
1.79E-05,3,3,,
1.81E-05,3,3,,
1.77E-05,2,2,,
1.75E-05,1,1,,
1.00E-05,0,0,,
1.00E-05,0,0,,
1.91E-05,2,2,,
1.10E-05,0,0,,
1.31E-05,0,0,,
1.03E-05,0,0,,
1.78E-05,1,1,,
1.01E-05,0,0,,
1.03E-05,0,0,,
1.79E-05,1,1,,
1.02E-05,0,0,,
1.02E-05,0,0,,
1.00E-05,0,0,,
1.79E-05,1,1,,
2.11E-05,7,7,,
1.90E-05,6,6,,
1.76E-05,2,2,,
1.77E-05,2,2,,
1.76E-05,2,2,,
1.76E-05,1,1,,
1.79E-05,1,1,,
1.94E-05,6,6,,
1.82E-05,9,9,,
1.79E-05,7,7,,
1.80E-05,10,10,,
1.79E-05,9,9,,
1.79E-05,8,8,,
1.93E-05,4,4,,
1.01E-05,0,0,,
1.76E-05,1,1,,
1.77E-05,6,6,,
2.25E-05,6,6,,
1.80E-05,6,6,,
1.78E-05,4,4,,
1.76E-05,6,6,,
1.77E-05,4,4,,
1.77E-05,3,3,,
1.79E-05,4,4,,
1.79E-05,6,6,,
2.22E-05,6,6,,
1.86E-05,5,5,,
1.77E-05,3,3,,
1.79E-05,8,8,,
2.27E-05,12,12,,
1.82E-05,13,13,,
1.84E-05,12,12,,
1.81E-05,12,12,,
1.82E-05,11,11,,
1.78E-05,9,9,,
1.80E-05,9,9,,
1.78E-05,9,9,,
1.79E-05,10,10,,
1.78E-05,9,9,,
1.85E-05,13,13,,
2.13E-05,9,9,,
1.95E-05,8,8,,
2.28E-05,11,11,,
1.82E-05,10,10,,
1.80E-05,10,10,,
1.80E-05,10,10,,
1.79E-05,9,9,,
1.83E-05,7,7,,
1.80E-05,9,9,,
1.79E-05,11,11,,
1.78E-05,10,10,,
2.64E-05,13,13,,
2.00E-05,11,11,,
1.93E-05,11,11,,
1.91E-05,10,10,,
1.80E-05,7,7,,
1.79E-05,6,6,,
1.79E-05,6,6,,
1.78E-05,7,7,,
1.77E-05,5,5,,
1.81E-05,12,12,,
2.50E-05,11,11,,
1.80E-05,11,11,,
1.80E-05,11,11,,
1.80E-05,8,8,,
1.80E-05,9,9,,
2.09E-05,11,11,,
1.78E-05,12,12,,
1.81E-05,10,10,,
1.78E-05,9,9,,
1.76E-05,8,8,,
1.78E-05,6,6,,
1.77E-05,6,6,,
1.81E-05,12,12,,
2.06E-05,12,12,,
1.80E-05,11,11,,
1.79E-05,9,9,,
1.78E-05,9,9,,
2.29E-05,10,10,,
1.82E-05,10,10,,
1.78E-05,9,9,,
1.80E-05,8,8,,
2.08E-05,7,7,,
1.82E-05,8,8,,
1.77E-05,5,5,,
1.79E-05,4,4,,
2.18E-05,1,1,,
1.03E-05,0,0,,
1.02E-05,0,0,,
1.79E-05,3,3,,
1.83E-05,9,9,,
1.89E-05,12,12,,
1.81E-05,10,10,,
1.81E-05,9,9,,
1.81E-05,16,16,,
1.84E-05,21,21,,
1.82E-05,20,20,,
1.85E-05,17,17,,
1.86E-05,19,19,,
1.82E-05,16,16,,
1.82E-05,15,15,,
1.86E-05,22,22,,
1.85E-05,21,21,,
1.90E-05,17,17,,
1.84E-05,17,17,,
1.84E-05,23,23,,
1.81E-05,22,22,,
1.84E-05,22,22,,
1.99E-05,21,21,,
2.52E-05,21,21,,
1.82E-05,19,19,,
1.86E-05,19,19,,
1.86E-05,25,25,,
1.87E-05,28,28,,
2.38E-05,29,29,,
1.92E-05,30,30,,
1.85E-05,28,28,,
2.58E-05,27,27,,
1.86E-05,29,29,,
2.33E-05,29,29,,
2.21E-05,30,30,,
2.00E-05,34,34,,
2.26E-05,35,35,,
3.01E-05,33,33,,
1.89E-05,35,35,,
4.66E-05,34,34,,
2.06E-05,32,32,,
3.28E-05,33,33,,
1.93E-05,32,32,,
1.88E-05,30,30,,
1.87E-05,30,30,,
2.15E-05,29,29,,
4.08E-05,28,28,,
1.81E-05,20,20,,
1.81E-05,17,17,,
1.85E-05,16,16,,
1.83E-05,18,18,,
1.82E-05,17,17,,
1.84E-05,16,16,,
1.81E-05,15,15,,
1.82E-05,15,15,,
1.79E-05,13,13,,
1.80E-05,12,12,,
3.74E-05,16,16,,
2.49E-05,15,15,,
1.97E-05,16,16,,
1.89E-05,12,12,,
2.53E-05,14,14,,
1.92E-05,13,13,,
2.46E-05,14,14,,
1.93E-05,12,12,,
1.90E-05,13,13,,
1.80E-05,7,7,,
1.79E-05,6,6,,
1.77E-05,5,5,,
1.81E-05,6,6,,
1.77E-05,3,3,,
1.92E-05,4,4,,
1.89E-05,3,3,,
1.90E-05,9,9,,
1.91E-05,9,9,,
1.90E-05,11,11,,
1.90E-05,9,9,,
1.98E-05,29,29,,
3.10E-05,29,29,,
2.03E-05,29,29,,
1.99E-05,31,31,,
1.96E-05,31,31,,
2.12E-05,30,30,,
1.99E-05,31,31,,
1.96E-05,27,27,,
1.98E-05,31,31,,
1.91E-05,34,34,,
1.86E-05,33,33,,
1.91E-05,40,40,,
1.90E-05,39,39,,
1.89E-05,39,39,,
1.91E-05,44,44,,
2.10E-05,44,44,,
2.18E-05,46,46,,
1.96E-05,49,49,,
1.94E-05,48,48,,
1.94E-05,49,49,,
1.95E-05,57,57,,
1.95E-05,56,56,,
2.14E-05,55,55,,
2.16E-05,53,53,,
1.94E-05,50,50,,
1.97E-05,56,56,,
3.34E-05,61,61,,
1.98E-05,56,56,,
3.16E-05,52,52,,
2.48E-05,52,52,,
2.28E-05,49,49,,
3.26E-05,53,53,,
2.60E-05,52,52,,
2.03E-05,47,47,,
2.02E-05,48,48,,
2.23E-05,51,51,,
2.08E-05,52,52,,
1.93E-05,51,51,,
2.26E-05,53,53,,
2.09E-05,52,52,,
2.15E-05,53,53,,
1.94E-05,52,52,,
2.50E-05,51,51,,
1.97E-05,51,51,,
1.91E-05,49,49,,
1.92E-05,48,48,,
2.67E-05,47,47,,
1.91E-05,48,48,,
1.97E-05,52,52,,
1.94E-05,49,49,,
1.91E-05,47,47,,
1.92E-05,46,46,,
2.47E-05,48,48,,
2.04E-05,45,45,,
1.96E-05,46,46,,
1.92E-05,46,46,,
1.92E-05,42,42,,
1.87E-05,41,41,,
1.91E-05,45,45,,
2.25E-05,45,45,,
1.94E-05,42,42,,
2.41E-05,42,42,,
1.90E-05,42,42,,
1.90E-05,43,43,,
2.08E-05,49,49,,
2.72E-05,48,48,,
1.99E-05,47,47,,
1.92E-05,44,44,,
1.91E-05,42,42,,
2.14E-05,46,46,,
2.00E-05,46,46,,
1.90E-05,47,47,,
1.89E-05,46,46,,
1.89E-05,45,45,,
1.90E-05,43,43,,
2.66E-05,43,43,,
1.89E-05,42,42,,
2.47E-05,45,45,,
1.97E-05,42,42,,
1.90E-05,41,41,,
1.87E-05,38,38,,
1.88E-05,37,37,,
1.88E-05,36,36,,
1.88E-05,35,35,,
1.86E-05,34,34,,
1.97E-05,34,34,,
1.88E-05,35,35,,
1.93E-05,37,37,,
1.90E-05,37,37,,
1.89E-05,41,41,,
1.90E-05,42,42,,
1.88E-05,42,42,,
1.89E-05,41,41,,
1.89E-05,41,41,,
1.88E-05,40,40,,
1.87E-05,36,36,,
1.88E-05,36,36,,
1.88E-05,37,37,,
1.88E-05,33,33,,
2.04E-05,33,33,,
1.85E-05,33,33,,
1.87E-05,36,36,,
1.89E-05,38,38,,
1.96E-05,43,43,,
1.89E-05,41,41,,
1.90E-05,37,37,,
2.11E-05,41,41,,
2.00E-05,40,40,,
2.00E-05,39,39,,
2.02E-05,40,40,,
1.99E-05,38,38,,
2.07E-05,38,38,,
2.02E-05,38,38,,
2.02E-05,38,38,,
1.98E-05,39,39,,
2.00E-05,38,38,,
2.00E-05,39,39,,
2.09E-05,47,47,,
2.03E-05,46,46,,
2.02E-05,45,45,,
2.04E-05,44,44,,
2.05E-05,43,43,,
2.02E-05,41,41,,
2.02E-05,41,41,,
2.83E-05,39,39,,
2.05E-05,38,38,,
2.27E-05,40,40,,
2.00E-05,39,39,,
2.02E-05,38,38,,
2.02E-05,40,40,,
2.00E-05,39,39,,
2.00E-05,38,38,,
2.02E-05,39,39,,
2.42E-05,37,37,,
2.00E-05,37,37,,
2.20E-05,35,35,,
1.91E-05,38,38,,
1.90E-05,35,35,,
1.88E-05,35,35,,
1.91E-05,35,35,,
2.44E-05,37,37,,
2.45E-05,36,36,,
1.98E-05,37,37,,
2.08E-05,36,36,,
2.44E-05,36,36,,
1.91E-05,34,34,,
1.91E-05,37,37,,
1.88E-05,35,35,,
1.88E-05,34,34,,
1.86E-05,35,35,,
1.90E-05,32,32,,
2.09E-05,33,33,,
1.85E-05,33,33,,
1.88E-05,33,33,,
1.88E-05,32,32,,
1.87E-05,34,34,,
1.85E-05,33,33,,
1.89E-05,32,32,,
1.90E-05,34,34,,
3.14E-05,35,35,,
1.89E-05,33,33,,
1.97E-05,31,31,,
1.89E-05,32,32,,
1.89E-05,32,32,,
1.87E-05,29,29,,
1.90E-05,29,29,,
2.56E-05,28,28,,
1.90E-05,31,31,,
1.88E-05,32,32,,
1.86E-05,31,31,,
2.41E-05,32,32,,
1.86E-05,33,33,,
1.86E-05,34,34,,
2.67E-05,33,33,,
2.04E-05,36,36,,
1.99E-05,34,34,,
2.08E-05,32,32,,
1.97E-05,33,33,,
2.01E-05,36,36,,
1.98E-05,35,35,,
1.98E-05,33,33,,
2.69E-05,32,32,,
2.45E-05,30,30,,
1.89E-05,27,27,,
2.55E-05,27,27,,
1.90E-05,26,26,,
1.85E-05,27,27,,
1.84E-05,26,26,,
2.03E-05,29,29,,
1.89E-05,28,28,,
1.98E-05,28,28,,
1.86E-05,26,26,,
1.85E-05,26,26,,
2.93E-05,25,25,,
2.75E-05,20,20,,
3.15E-05,19,19,,
2.03E-05,21,21,,
1.93E-05,20,20,,
1.95E-05,20,20,,
1.96E-05,17,17,,
1.93E-05,16,16,,
2.73E-05,12,12,,
3.12E-05,11,11,,
1.92E-05,16,16,,
1.89E-05,13,13,,
1.80E-05,13,13,,
1.80E-05,12,12,,
1.79E-05,11,11,,
1.78E-05,8,8,,
1.95E-05,6,6,,
1.92E-05,5,5,,
1.88E-05,3,3,,
1.89E-05,5,5,,
1.90E-05,4,4,,
1.87E-05,3,3,,
1.76E-05,2,2,,
1.02E-05,0,0,,
1.79E-05,4,4,,
1.76E-05,4,4,,
1.97E-05,2,2,,
2.08E-05,1,1,,
1.81E-05,6,6,,
1.75E-05,2,2,,
1.02E-05,0,0,,
1.77E-05,1,1,,
1.75E-05,1,1,,
0.0001092,3,3,,
1.32E-05,0,0,,
1.87E-05,3,3,,
1.83E-05,2,2,,
1.00E-05,0,0,,
1.01E-05,0,0,,
1.01E-05,0,0,,
1.00E-05,0,0,,
2.44E-05,1,1,,
1.77E-05,1,1,,
1.76E-05,1,1,,
1.01E-05,0,0,,
1.01E-05,0,0,,
1.02E-05,0,0,,
1.80E-05,9,9,,
1.79E-05,11,11,,
1.98E-05,11,11,,
1.86E-05,10,10,,
1.80E-05,10,10,,
1.79E-05,8,8,,
5.31E-05,9,9,,
1.91E-05,8,8,,
2.54E-05,7,7,,
1.81E-05,6,6,,
1.76E-05,3,3,,
1.81E-05,2,2,,
2.37E-05,3,3,,
2.06E-05,5,5,,
1.82E-05,5,5,,
1.79E-05,5,5,,
1.77E-05,7,7,,
1.77E-05,6,6,,
2.56E-05,6,6,,
1.80E-05,9,9,,
1.79E-05,11,11,,
1.82E-05,15,15,,
1.80E-05,15,15,,
1.83E-05,17,17,,
2.46E-05,16,16,,
1.83E-05,16,16,,
1.96E-05,20,20,,
4.20E-05,19,19,,
1.82E-05,19,19,,
1.87E-05,21,21,,
1.86E-05,23,23,,
2.56E-05,20,20,,
1.83E-05,19,19,,
1.87E-05,19,19,,
1.83E-05,18,18,,
1.84E-05,20,20,,
1.85E-05,19,19,,
2.70E-05,15,15,,
1.83E-05,18,18,,
1.83E-05,19,19,,
1.83E-05,21,21,,
1.97E-05,23,23,,
1.86E-05,25,25,,
1.83E-05,24,24,,
1.99E-05,25,25,,
2.34E-05,25,25,,
1.86E-05,24,24,,
1.85E-05,27,27,,
1.99E-05,25,25,,
3.44E-05,25,25,,
1.98E-05,24,24,,
1.86E-05,23,23,,
1.86E-05,25,25,,
1.86E-05,24,24,,
