cas operacie,cislo,velkost frontu,,,
1.00E-07,27,651,,,
2.00E-07,46,655,,,
2.00E-07,45,655,,,
2.00E-07,14,655,,,
1.00E-07,47,656,,,
2.00E-07,47,653,,,
2.00E-07,22,658,,,
2.00E-07,22,660,,,
2.00E-07,23,661,,,
2.00E-07,37,661,,,
1.00E-07,22,660,,,
1.00E-07,22,662,,,
2.00E-07,45,660,,,
2.00E-07,15,661,,,
1.00E-07,15,662,,,
1.00E-07,46,666,,,
2.00E-07,41,666,,,
2.00E-07,3,671,,,
2.00E-07,16,671,,,
2.00E-07,28,672,,,
2.00E-07,35,676,,,
2.00E-07,35,676,,,
2.00E-07,35,676,,,
2.00E-07,21,676,,,
1.00E-07,10,676,,,
2.00E-07,10,676,,,
2.00E-07,33,675,,,
2.00E-07,33,676,,,
2.00E-07,21,675,,,
2.00E-07,21,676,,,
3.00E-07,41,685,,,
2.00E-07,41,688,,,
2.00E-07,1,692,,,
2.00E-07,44,690,,,
1.00E-07,50,693,,,
1.00E-07,10,693,,,
2.00E-07,16,699,,,
2.00E-07,16,699,,,
2.00E-07,29,705,,,
1.00E-07,29,705,,,
2.00E-07,24,709,,,
2.00E-07,24,710,,,
2.00E-07,43,706,,,
2.00E-07,27,707,,,
2.00E-07,27,708,,,
1.00E-07,27,708,,,
2.00E-07,37,706,,,
1.00E-07,20,703,,,
2.00E-07,32,706,,,
1.00E-07,3,715,,,
1.00E-07,11,715,,,
1.00E-07,11,715,,,
2.00E-07,17,715,,,
2.00E-07,8,715,,,
1.00E-07,12,716,,,
2.00E-07,36,719,,,
2.00E-07,36,730,,,
1.00E-07,22,732,,,
2.00E-07,42,732,,,
2.00E-07,22,734,,,
2.00E-07,3,738,,,
1.00E-07,50,738,,,
2.00E-07,50,738,,,
1.00E-07,16,739,,,
2.00E-07,16,739,,,
1.00E-07,42,738,,,
2.00E-07,40,742,,,
2.00E-07,40,743,,,
2.00E-07,40,743,,,
2.00E-07,49,740,,,
1.00E-07,49,740,,,
1.00E-07,7,740,,,
1.00E-07,40,742,,,
2.00E-07,40,747,,,
1.00E-07,25,747,,,
1.00E-07,25,747,,,
1.00E-07,45,746,,,
1.00E-07,45,746,,,
1.00E-07,45,748,,,
1.00E-07,45,749,,,
1.00E-07,45,750,,,
1.00E-07,30,752,,,
2.00E-07,30,753,,,
2.00E-07,30,754,,,
2.00E-07,45,752,,,
2.00E-07,4,753,,,
1.00E-07,20,754,,,
2.00E-07,10,753,,,
2.00E-07,27,753,,,
2.00E-07,48,758,,,
1.00E-07,26,760,,,
1.00E-07,26,760,,,
2.00E-07,44,760,,,
2.00E-07,3,759,,,
1.00E-07,3,759,,,
2.00E-07,35,760,,,
2.00E-07,35,762,,,
1.00E-07,35,763,,,
2.00E-07,9,766,,,
2.00E-07,9,766,,,
1.00E-07,34,770,,,
2.00E-07,19,774,,,
2.00E-07,7,778,,,
2.00E-07,7,782,,,
2.00E-07,7,783,,,
2.00E-07,27,783,,,
1.00E-07,19,782,,,
1.00E-07,19,782,,,
1.00E-07,12,788,,,
2.00E-07,45,790,,,
2.00E-07,45,793,,,
1.00E-07,45,793,,,
2.00E-07,12,795,,,
2.00E-07,13,801,,,
2.00E-07,13,801,,,
1.00E-07,13,801,,,
2.00E-07,13,801,,,
2.00E-07,37,801,,,
2.00E-07,7,802,,,
2.00E-07,17,804,,,
1.00E-07,2,806,,,
2.00E-07,45,809,,,
2.00E-07,45,809,,,
1.00E-07,45,809,,,
2.00E-07,45,809,,,
2.00E-07,45,809,,,
1.00E-07,45,809,,,
2.00E-07,45,811,,,
2.00E-07,17,814,,,
2.00E-07,17,817,,,
1.00E-07,10,816,,,
2.00E-07,25,819,,,
2.00E-07,25,819,,,
2.00E-07,48,820,,,
2.00E-07,10,826,,,
1.00E-07,48,826,,,
1.00E-07,48,829,,,
2.00E-07,28,828,,,
1.00E-07,28,828,,,
1.00E-07,1,830,,,
2.00E-07,5,830,,,
2.00E-07,5,834,,,
1.00E-07,5,834,,,
3.00E-07,8,834,,,
2.00E-07,27,836,,,
4.00E-07,48,835,,,
1.00E-07,48,836,,,
1.00E-07,48,838,,,
2.00E-07,33,844,,,
2.00E-07,34,843,,,
2.00E-07,13,847,,,
2.00E-07,13,848,,,
2.00E-07,31,850,,,
2.00E-07,31,850,,,
2.00E-07,37,857,,,
3.00E-07,12,857,,,
2.00E-07,44,850,,,
2.00E-07,11,847,,,
2.00E-07,11,848,,,
2.00E-07,19,849,,,
2.00E-07,40,853,,,
2.00E-07,19,855,,,
2.00E-07,19,857,,,
2.00E-07,42,856,,,
4.00E-07,18,856,,,
3.00E-07,18,863,,,
2.00E-07,31,863,,,
3.00E-07,23,866,,,
2.00E-07,25,870,,,
2.00E-07,43,869,,,
2.00E-07,43,869,,,
3.00E-07,45,871,,,
2.00E-07,45,873,,,
2.00E-07,6,874,,,
6.00E-07,6,876,,,
2.00E-07,24,877,,,
7.00E-07,24,877,,,
2.00E-07,24,877,,,
3.00E-07,45,876,,,
2.00E-07,45,876,,,
2.00E-07,8,875,,,
2.00E-07,42,878,,,
2.00E-07,42,879,,,
5.00E-07,42,879,,,
2.00E-07,41,879,,,
2.00E-07,31,881,,,
2.00E-07,42,878,,,
2.00E-07,6,880,,,
2.00E-07,14,879,,,
2.00E-07,41,878,,,
2.00E-07,39,879,,,
2.00E-07,24,880,,,
2.00E-07,19,883,,,
1.00E-07,19,883,,,
1.00E-07,24,882,,,
2.00E-07,45,885,,,
2.00E-07,12,884,,,
3.00E-07,10,884,,,
2.00E-07,4,885,,,
1.00E-07,4,887,,,
2.00E-07,4,887,,,
2.00E-07,4,888,,,
3.00E-07,44,887,,,
2.00E-07,11,889,,,
3.00E-07,39,888,,,
2.00E-07,18,889,,,
2.00E-07,18,892,,,
1.00E-07,21,893,,,
2.00E-07,5,898,,,
