cas operacie,vlozene cislo,priorita,velkost frontu,,,
5.00E-07,30,7532,199,,,
7.00E-07,12,8289,200,,,
5.00E-07,28,6998,200,,,
5.00E-07,9,9286,201,,,
5.00E-07,20,7457,201,,,
4.00E-07,21,3489,202,,,
5.00E-07,33,1209,203,,,
5.00E-07,43,1392,204,,,
6.00E-07,40,3453,205,,,
6.00E-07,34,2856,205,,,
5.00E-07,39,8284,205,,,
5.00E-07,19,9395,206,,,
7.00E-07,27,3123,207,,,
9.00E-07,46,4691,208,,,
8.00E-07,6,6054,209,,,
9.00E-07,24,4841,210,,,
2.70E-06,41,374,211,,,
7.00E-07,6,2054,211,,,
9.00E-07,33,2454,212,,,
7.00E-07,34,114,213,,,
5.00E-07,40,6093,213,,,
6.00E-07,10,2978,214,,,
5.00E-07,47,5435,215,,,
9.00E-07,11,4158,216,,,
4.00E-07,37,9907,217,,,
6.00E-07,14,1315,218,,,
6.00E-07,23,482,219,,,
5.00E-07,25,6919,220,,,
4.00E-07,17,8331,221,,,
6.00E-07,49,4051,220,,,
4.00E-07,11,993,221,,,
5.00E-07,27,40,221,,,
8.00E-07,28,3713,222,,,
5.00E-07,38,3631,222,,,
4.00E-07,20,953,222,,,
7.00E-07,38,2030,223,,,
4.00E-07,33,1736,222,,,
4.00E-07,20,6783,223,,,
5.00E-07,17,1947,224,,,
4.00E-07,40,4325,225,,,
4.00E-07,38,8021,226,,,
4.00E-07,34,7719,227,,,
6.00E-07,28,385,228,,,
7.00E-07,40,3102,229,,,
4.00E-07,8,6358,230,,,
4.00E-07,29,7912,231,,,
6.00E-07,36,171,232,,,
6.00E-07,42,2626,232,,,
5.00E-07,44,6382,233,,,
4.00E-07,2,7350,232,,,
4.00E-07,50,7589,233,,,
5.00E-07,12,8003,233,,,
4.00E-07,3,8213,233,,,
5.00E-07,35,8978,233,,,
4.00E-07,47,2402,234,,,
4.00E-07,16,9855,234,,,
5.00E-07,43,933,235,,,
4.00E-07,49,6498,235,,,
4.00E-07,27,7699,236,,,
5.00E-07,33,2529,235,,,
