cas operacie,index prvku,dlzka zoznamu,,,sum,pocet
8.36E-05,54,64,,,,
9.47E-05,31,66,,,,
8.36E-05,28,64,,,,
0.0001324,39,63,,,,
8.37E-05,20,60,,,,
8.45E-05,38,58,,,,
8.41E-05,10,58,,,,
8.56E-05,33,59,,,,
8.51E-05,25,58,,,,
8.36E-05,43,57,,,,
8.35E-05,29,58,,,,
8.55E-05,32,57,,,,
8.53E-05,33,56,,,,
8.54E-05,37,55,,,,
8.56E-05,5,54,,,,
8.43E-05,41,53,,,,
0.0001334,52,53,,,,
8.44E-05,35,60,,,,
8.41E-05,6,58,,,,
0.0001456,40,60,,,,
8.41E-05,3,65,,,,
8.39E-05,4,64,,,,
8.41E-05,56,61,,,,
8.39E-05,40,59,,,,
0.0001071,2,59,,,,
8.60E-05,16,58,,,,
8.53E-05,32,57,,,,
8.46E-05,42,56,,,,
8.41E-05,25,54,,,,
8.87E-05,50,55,,,,
9.25E-05,17,55,,,,
8.45E-05,51,54,,,,
8.54E-05,15,53,,,,
8.50E-05,27,62,,,,
8.50E-05,34,62,,,,
9.54E-05,4,63,,,,
8.47E-05,28,61,,,,
8.53E-05,37,61,,,,
0.000114,37,59,,,,
0.0001333,54,62,,,,
0.0001262,30,61,,,,
8.47E-05,24,61,,,,
8.58E-05,59,60,,,,
8.69E-05,21,57,,,,
9.02E-05,41,56,,,,
8.35E-05,23,53,,,,
8.52E-05,53,54,,,,
8.35E-05,36,58,,,,
0.000165,11,63,,,,
8.59E-05,46,64,,,,
8.33E-05,55,63,,,,
8.38E-05,41,62,,,,
8.58E-05,17,61,,,,
0.0001077,27,57,,,,
8.42E-05,19,59,,,,
8.42E-05,13,57,,,,
8.40E-05,44,55,,,,
8.36E-05,30,57,,,,
8.41E-05,12,54,,,,
8.38E-05,22,53,,,,
8.43E-05,36,52,,,,
9.10E-05,46,53,,,,
8.40E-05,41,53,,,,
8.40E-05,23,53,,,,
8.41E-05,37,54,,,,
9.16E-05,2,53,,,,
8.42E-05,4,54,,,,
0.0001597,36,58,,,,
8.46E-05,34,58,,,,
8.46E-05,35,58,,,,
8.39E-05,37,58,,,,
9.43E-05,56,57,,,,
8.38E-05,44,58,,,,
8.40E-05,38,62,,,,
9.13E-05,29,62,,,,
8.37E-05,18,63,,,,
8.38E-05,32,62,,,,
8.38E-05,54,60,,,,
8.86E-05,21,56,,,,
8.64E-05,29,53,,,,
8.41E-05,30,53,,,,
8.39E-05,7,52,,,,
8.39E-05,36,51,,,,
9.13E-05,9,52,,,,
8.46E-05,17,49,,,,
8.41E-05,0,46,,,,
8.38E-05,7,43,,,,
8.42E-05,16,45,,,,
8.32E-05,19,44,,,,
8.38E-05,11,46,,,,
0.0001221,43,46,,,,
0.0001314,6,46,,,,
8.52E-05,44,46,,,,
8.42E-05,37,46,,,,
8.40E-05,43,44,,,,
0.0001193,14,44,,,,
8.47E-05,27,43,,,,
8.37E-05,32,38,,,,
8.51E-05,1,41,,,,
8.33E-05,17,44,,,,
8.78E-05,18,51,,,,
8.66E-05,45,50,,,,
8.45E-05,23,49,,,,
8.42E-05,12,47,,,,
8.59E-05,22,51,,,,
8.41E-05,6,52,,,,
8.40E-05,28,59,,,,
9.14E-05,56,62,,,,
8.39E-05,15,65,,,,
8.40E-05,52,64,,,,
8.40E-05,49,66,,,,
8.38E-05,20,65,,,,
8.47E-05,12,62,,,,
8.46E-05,8,60,,,,
8.42E-05,6,61,,,,
8.50E-05,7,61,,,,
9.40E-05,34,60,,,,
0.0001011,38,59,,,,
8.42E-05,12,59,,,,
8.38E-05,54,58,,,,
8.42E-05,21,62,,,,
8.41E-05,59,66,,,,
8.38E-05,43,66,,,,
8.40E-05,1,63,,,,
8.43E-05,25,61,,,,
8.41E-05,34,71,,,,
8.42E-05,45,69,,,,
8.40E-05,18,65,,,,
8.41E-05,15,67,,,,
8.48E-05,20,66,,,,
9.27E-05,42,64,,,,
8.60E-05,25,60,,,,
8.47E-05,39,62,,,,
8.39E-05,21,60,,,,
8.44E-05,2,61,,,,
8.45E-05,53,62,,,,
8.40E-05,9,63,,,,
0.0001419,55,62,,,,
9.20E-05,59,70,,,,
8.41E-05,43,69,,,,
8.41E-05,2,67,,,,
8.42E-05,0,66,,,,
8.47E-05,6,66,,,,
8.50E-05,17,70,,,,
8.52E-05,0,69,,,,
8.89E-05,1,67,,,,
8.48E-05,64,69,,,,
8.49E-05,50,69,,,,
8.34E-05,23,69,,,,
8.40E-05,59,72,,,,
8.45E-05,65,73,,,,
8.59E-05,11,68,,,,
8.47E-05,69,71,,,,
8.38E-05,35,76,,,,
8.46E-05,51,79,,,,
8.40E-05,8,78,,,,
8.41E-05,36,77,,,,
0.0001025,67,76,,,,
8.33E-05,18,75,,,,
