cas operacie,cislo,index prvku,dlzka zoznamu,,sum,pocet
4.05E-05,86,6,9,,,
2.62E-05,87,4,10,,,
2.47E-05,71,4,13,,,
2.55E-05,80,4,15,,,
2.58E-05,86,3,15,,,
2.55E-05,81,3,14,,,
2.46E-05,81,2,18,,,
3.20E-05,80,5,20,,,
2.49E-05,71,12,21,,,
2.52E-05,87,15,24,,,
2.46E-05,89,13,23,,,
2.47E-05,88,20,23,,,
2.91E-05,84,1,14,,,
2.52E-05,76,9,14,,,
2.49E-05,86,4,14,,,
2.45E-05,83,2,15,,,
2.48E-05,87,2,15,,,
2.62E-05,87,6,10,,,
2.69E-05,73,2,9,,,
2.55E-05,75,11,13,,,
2.58E-05,84,9,18,,,
2.62E-05,79,10,14,,,
2.56E-05,82,2,14,,,
3.14E-05,87,6,13,,,
2.51E-05,77,1,13,,,
2.87E-05,89,10,13,,,
2.48E-05,71,7,12,,,
2.45E-05,77,7,11,,,
2.46E-05,86,1,10,,,
2.46E-05,85,3,9,,,
2.71E-05,71,5,9,,,
2.50E-05,90,1,12,,,
2.47E-05,90,7,16,,,
2.45E-05,73,7,16,,,
2.54E-05,88,1,16,,,
2.45E-05,78,10,12,,,
3.00E-05,83,6,15,,,
2.48E-05,74,7,14,,,
2.47E-05,86,7,9,,,
2.48E-05,74,5,11,,,
2.49E-05,81,5,14,,,
2.47E-05,81,1,29,,,
2.45E-05,89,17,26,,,
3.16E-05,88,17,22,,,
2.49E-05,89,16,21,,,
2.46E-05,89,2,20,,,
2.46E-05,72,12,21,,,
2.60E-05,84,4,21,,,
3.25E-05,83,16,21,,,
2.47E-05,78,5,21,,,
3.35E-05,75,3,17,,,
2.51E-05,76,0,17,,,
2.46E-05,88,2,21,,,
2.47E-05,87,4,29,,,
2.45E-05,79,0,30,,,
2.47E-05,88,10,34,,,
2.45E-05,77,11,34,,,
2.47E-05,86,10,35,,,
2.44E-05,82,18,34,,,
2.49E-05,89,19,32,,,
2.47E-05,81,3,32,,,
2.46E-05,81,12,34,,,
2.72E-05,75,2,33,,,
2.56E-05,74,14,33,,,
2.48E-05,80,6,23,,,
2.44E-05,72,16,24,,,
2.48E-05,84,5,26,,,
2.45E-05,83,8,26,,,
2.47E-05,78,17,28,,,
2.48E-05,73,16,27,,,
3.56E-05,76,9,27,,,
2.48E-05,72,25,27,,,
2.46E-05,72,2,31,,,
2.48E-05,80,22,31,,,
2.66E-05,81,20,32,,,
2.47E-05,77,5,32,,,
2.49E-05,85,11,33,,,
2.48E-05,74,13,32,,,
2.47E-05,73,27,32,,,
2.93E-05,79,8,34,,,
2.47E-05,89,32,34,,,
3.03E-05,90,15,36,,,
2.47E-05,74,10,36,,,
2.46E-05,72,14,35,,,
2.48E-05,71,28,45,,,
2.49E-05,79,34,46,,,
2.44E-05,82,35,47,,,
2.46E-05,82,16,49,,,
3.34E-05,87,24,49,,,
2.57E-05,72,15,49,,,
2.48E-05,84,22,47,,,
2.50E-05,73,35,46,,,
2.52E-05,81,38,46,,,
2.52E-05,79,39,45,,,
2.46E-05,89,19,45,,,
2.47E-05,76,37,45,,,
3.00E-05,83,13,46,,,
2.55E-05,82,28,54,,,
2.54E-05,76,1,56,,,
2.58E-05,87,46,57,,,
2.55E-05,88,24,60,,,
2.63E-05,75,36,65,,,
2.56E-05,83,46,65,,,
2.58E-05,73,52,65,,,
2.53E-05,86,46,64,,,
2.55E-05,75,12,63,,,
2.56E-05,81,50,62,,,
2.56E-05,75,0,62,,,
2.56E-05,80,6,62,,,
2.54E-05,82,26,62,,,
2.47E-05,72,57,63,,,
2.47E-05,77,37,67,,,
2.46E-05,72,0,67,,,
2.50E-05,74,27,64,,,
2.48E-05,87,47,68,,,
2.47E-05,76,5,68,,,
2.92E-05,83,44,67,,,
2.47E-05,71,58,67,,,
2.45E-05,76,40,66,,,
2.45E-05,76,7,67,,,
2.50E-05,79,65,67,,,
2.46E-05,81,66,69,,,
2.91E-05,81,56,67,,,
2.47E-05,79,20,73,,,
2.48E-05,88,53,73,,,
2.46E-05,76,3,74,,,
2.45E-05,79,22,72,,,
2.46E-05,76,3,70,,,
2.48E-05,87,18,65,,,
2.47E-05,74,48,63,,,
2.42E-05,82,24,66,,,
2.42E-05,83,2,66,,,
3.08E-05,90,60,67,,,
4.17E-05,78,62,68,,,
3.22E-05,87,66,68,,,
2.53E-05,78,52,67,,,
2.54E-05,83,64,67,,,
2.57E-05,86,20,65,,,
3.48E-05,85,48,69,,,
3.64E-05,82,11,67,,,
4.40E-05,81,41,64,,,
2.54E-05,84,54,63,,,
2.51E-05,72,35,62,,,
2.53E-05,74,43,63,,,
3.30E-05,86,21,57,,,
2.50E-05,87,31,57,,,
2.46E-05,78,2,56,,,
2.51E-05,88,26,54,,,
2.47E-05,71,46,52,,,
2.47E-05,79,13,50,,,
2.49E-05,71,30,51,,,
2.42E-05,76,43,46,,,
2.45E-05,78,7,46,,,
2.44E-05,81,35,47,,,
2.61E-05,87,4,50,,,
2.50E-05,80,41,49,,,
2.48E-05,82,40,49,,,
2.47E-05,83,24,51,,,
2.47E-05,88,24,52,,,
2.48E-05,83,8,56,,,
2.46E-05,89,43,56,,,
2.43E-05,86,44,56,,,
2.49E-05,83,36,55,,,
6.16E-05,87,28,55,,,
2.47E-05,78,43,61,,,
2.47E-05,71,15,62,,,
2.47E-05,82,8,66,,,
2.51E-05,74,27,63,,,
2.45E-05,85,52,61,,,
2.55E-05,84,16,57,,,
2.57E-05,76,13,54,,,
2.48E-05,84,0,58,,,
2.44E-05,84,20,58,,,
2.44E-05,76,2,55,,,
2.43E-05,77,6,55,,,
4.03E-05,82,18,57,,,
2.46E-05,73,18,62,,,
3.03E-05,85,46,63,,,
2.49E-05,79,50,64,,,
2.45E-05,85,5,59,,,
2.45E-05,89,27,67,,,
2.97E-05,81,47,68,,,
2.45E-05,79,46,68,,,
2.44E-05,78,47,65,,,
2.45E-05,72,36,65,,,
2.94E-05,81,37,65,,,
3.98E-05,87,36,64,,,
2.97E-05,86,40,62,,,
2.46E-05,75,10,64,,,
2.46E-05,84,24,64,,,
2.91E-05,75,26,64,,,
2.65E-05,81,20,62,,,
2.63E-05,71,18,62,,,
2.92E-05,89,28,64,,,
2.52E-05,82,14,66,,,
2.45E-05,80,15,66,,,
2.45E-05,87,56,65,,,
2.48E-05,72,1,68,,,
3.15E-05,77,36,68,,,
2.92E-05,77,66,68,,,
2.52E-05,85,61,68,,,
3.06E-05,85,59,70,,,
2.48E-05,88,45,68,,,
2.42E-05,75,65,68,,,
2.47E-05,80,9,65,,,
2.47E-05,83,30,66,,,
2.53E-05,74,47,67,,,
2.47E-05,74,8,65,,,
2.47E-05,82,57,65,,,
2.63E-05,73,13,65,,,
2.60E-05,87,3,66,,,
2.61E-05,73,65,69,,,
2.57E-05,80,3,69,,,
2.56E-05,90,6,74,,,
2.50E-05,74,13,80,,,
2.43E-05,90,30,79,,,
2.48E-05,75,8,77,,,
2.43E-05,88,52,67,,,
2.45E-05,81,12,65,,,
2.46E-05,82,46,55,,,
2.48E-05,72,36,53,,,
2.46E-05,75,38,50,,,
2.48E-05,73,31,48,,,
2.66E-05,90,39,44,,,
2.90E-05,76,1,44,,,
2.46E-05,71,19,44,,,
3.01E-05,78,18,36,,,
2.56E-05,78,3,36,,,
2.48E-05,75,18,40,,,
2.45E-05,80,16,37,,,
2.45E-05,75,30,38,,,
2.45E-05,79,23,37,,,
2.65E-05,73,13,43,,,
2.46E-05,78,7,43,,,
2.47E-05,74,23,45,,,
2.47E-05,76,11,44,,,
2.47E-05,83,0,39,,,
2.47E-05,86,32,38,,,
2.46E-05,78,17,39,,,
2.44E-05,78,26,43,,,
2.46E-05,85,10,40,,,
2.45E-05,87,34,44,,,
2.46E-05,85,21,45,,,
2.50E-05,82,25,42,,,
2.96E-05,82,27,43,,,
2.43E-05,87,23,34,,,
8.01E-05,82,9,34,,,
2.45E-05,73,6,31,,,
2.46E-05,79,24,31,,,
2.45E-05,90,10,28,,,
2.45E-05,83,5,31,,,
2.58E-05,77,21,32,,,
2.46E-05,71,5,28,,,
2.45E-05,88,6,27,,,
2.64E-05,78,6,29,,,
2.56E-05,73,7,29,,,
2.44E-05,72,20,33,,,
2.46E-05,73,31,34,,,
2.47E-05,80,13,37,,,
2.53E-05,82,11,37,,,
3.23E-05,71,10,37,,,
2.70E-05,86,13,37,,,
2.61E-05,74,16,36,,,
2.48E-05,78,25,37,,,
2.47E-05,72,3,35,,,
2.46E-05,89,1,35,,,
2.46E-05,83,20,36,,,
2.48E-05,72,1,32,,,
2.60E-05,73,26,36,,,
2.47E-05,84,22,42,,,
2.47E-05,84,28,40,,,
2.44E-05,83,7,39,,,
2.50E-05,74,21,39,,,
2.45E-05,77,28,40,,,
2.56E-05,85,2,39,,,
2.49E-05,84,28,38,,,
2.47E-05,75,26,38,,,
2.84E-05,88,23,38,,,
2.48E-05,79,26,37,,,
2.97E-05,88,19,36,,,
2.49E-05,71,26,35,,,
2.48E-05,76,26,33,,,
2.48E-05,90,29,39,,,
2.47E-05,77,21,37,,,
2.44E-05,84,11,34,,,
2.46E-05,87,29,31,,,
2.46E-05,87,1,31,,,
2.62E-05,85,14,34,,,
2.47E-05,82,18,35,,,
2.47E-05,80,16,40,,,
2.45E-05,90,24,42,,,
2.45E-05,83,7,41,,,
3.01E-05,78,15,43,,,
2.90E-05,88,22,45,,,
2.80E-05,83,2,47,,,
6.98E-05,90,28,47,,,
3.06E-05,80,4,45,,,
2.48E-05,77,5,44,,,
2.46E-05,71,1,50,,,
2.47E-05,85,9,47,,,
2.48E-05,71,29,49,,,
2.47E-05,77,41,49,,,
2.44E-05,90,0,49,,,
2.76E-05,77,47,49,,,
4.13E-05,77,25,52,,,
2.56E-05,74,7,52,,,
2.46E-05,89,43,50,,,
2.46E-05,80,4,51,,,
2.45E-05,76,32,52,,,
2.45E-05,77,24,53,,,
2.47E-05,85,4,56,,,
2.45E-05,81,30,56,,,
3.18E-05,81,5,55,,,
2.46E-05,79,13,59,,,
3.20E-05,84,6,61,,,
2.96E-05,71,47,63,,,
3.10E-05,74,36,64,,,
3.14E-05,81,3,61,,,
2.48E-05,80,27,66,,,
2.45E-05,71,34,65,,,
2.47E-05,76,2,69,,,
2.47E-05,87,54,70,,,
2.53E-05,73,24,69,,,
2.47E-05,82,58,68,,,
2.50E-05,77,41,66,,,
2.46E-05,84,63,66,,,
2.49E-05,80,7,63,,,
2.47E-05,77,46,67,,,
2.47E-05,71,20,67,,,
2.44E-05,85,57,66,,,
2.84E-05,73,58,66,,,
2.50E-05,71,61,72,,,
3.23E-05,81,52,73,,,
2.97E-05,87,5,77,,,
3.42E-05,89,71,76,,,
3.11E-05,79,53,75,,,
3.73E-05,88,53,73,,,
2.55E-05,72,65,83,,,
2.56E-05,84,14,84,,,
3.57E-05,74,29,84,,,
4.40E-05,81,3,82,,,
3.04E-05,84,30,82,,,
2.51E-05,80,57,77,,,
2.68E-05,83,45,78,,,
3.19E-05,73,50,77,,,
2.55E-05,71,65,77,,,
2.57E-05,83,55,77,,,
2.85E-05,76,58,76,,,
2.47E-05,73,16,76,,,
3.16E-05,86,58,77,,,
2.47E-05,82,28,77,,,
2.45E-05,73,27,79,,,
2.89E-05,80,37,79,,,
2.46E-05,79,43,76,,,
2.46E-05,78,48,75,,,
2.46E-05,75,34,74,,,
2.48E-05,86,33,73,,,
2.50E-05,72,32,73,,,
2.45E-05,84,6,69,,,
2.47E-05,88,59,69,,,
2.51E-05,87,65,67,,,
3.72E-05,77,45,63,,,
2.47E-05,78,46,64,,,
2.47E-05,80,10,60,,,
2.45E-05,85,24,62,,,
2.47E-05,76,12,64,,,
2.48E-05,80,32,57,,,
2.47E-05,76,49,58,,,
2.46E-05,84,46,57,,,
2.80E-05,79,36,57,,,
2.46E-05,85,34,56,,,
3.30E-05,76,20,58,,,
3.04E-05,86,45,54,,,
2.91E-05,89,13,55,,,
2.59E-05,85,48,56,,,
2.69E-05,75,37,56,,,
2.57E-05,89,36,57,,,
2.55E-05,85,2,58,,,
2.54E-05,76,34,61,,,
2.55E-05,83,49,63,,,
2.54E-05,84,32,63,,,
2.57E-05,78,60,63,,,
2.57E-05,78,21,65,,,
2.54E-05,84,11,65,,,
3.55E-05,73,44,65,,,
3.86E-05,85,24,67,,,
2.50E-05,82,37,74,,,
2.46E-05,73,27,76,,,
2.44E-05,71,19,75,,,
2.72E-05,80,29,75,,,
2.60E-05,88,15,75,,,
2.47E-05,81,56,76,,,
2.51E-05,76,42,78,,,
2.59E-05,88,51,79,,,
2.48E-05,73,3,78,,,
2.47E-05,85,60,80,,,
2.45E-05,75,37,80,,,
2.47E-05,72,69,79,,,
2.70E-05,72,36,83,,,
2.50E-05,90,9,85,,,
2.46E-05,72,37,84,,,
2.46E-05,77,30,86,,,
2.50E-05,87,72,86,,,
2.46E-05,83,21,85,,,
3.06E-05,79,37,86,,,
2.44E-05,78,1,85,,,
2.92E-05,84,79,85,,,
2.46E-05,84,62,84,,,
2.46E-05,90,10,84,,,
2.45E-05,73,10,80,,,
2.45E-05,86,51,80,,,
2.45E-05,83,46,80,,,
2.91E-05,80,1,82,,,
2.48E-05,82,72,81,,,
2.55E-05,72,3,81,,,
2.47E-05,76,61,81,,,
2.45E-05,77,43,81,,,
5.02E-05,89,4,82,,,
2.52E-05,85,21,83,,,
2.54E-05,85,54,84,,,
2.58E-05,82,22,88,,,
2.56E-05,73,26,85,,,
3.16E-05,81,22,80,,,
2.50E-05,84,68,76,,,
2.58E-05,89,24,70,,,
2.46E-05,84,52,69,,,
2.46E-05,83,65,69,,,
4.25E-05,73,52,72,,,
2.51E-05,82,11,71,,,
2.47E-05,83,55,71,,,
2.46E-05,80,62,74,,,
2.48E-05,88,22,71,,,
2.48E-05,85,37,73,,,
2.43E-05,88,42,71,,,
3.06E-05,89,51,69,,,
2.47E-05,78,37,72,,,
3.03E-05,87,28,74,,,
2.46E-05,79,20,75,,,
2.47E-05,73,8,73,,,
2.47E-05,76,40,70,,,
2.46E-05,83,55,70,,,
3.00E-05,75,18,73,,,
2.56E-05,84,42,73,,,
2.46E-05,81,0,71,,,
2.45E-05,82,1,70,,,
2.45E-05,87,59,70,,,
2.89E-05,79,59,72,,,
2.46E-05,83,56,72,,,
2.46E-05,85,40,65,,,
2.45E-05,86,48,65,,,
2.44E-05,79,18,65,,,
2.50E-05,86,54,66,,,
2.44E-05,90,63,66,,,
2.87E-05,73,33,66,,,
2.45E-05,72,25,65,,,
4.28E-05,80,31,65,,,
4.09E-05,74,63,65,,,
2.48E-05,88,61,70,,,
2.46E-05,86,26,74,,,
2.48E-05,81,31,71,,,
2.45E-05,71,41,71,,,
2.57E-05,72,14,69,,,
2.53E-05,74,0,69,,,
3.03E-05,78,7,64,,,
2.46E-05,88,39,66,,,
2.52E-05,79,27,59,,,
2.47E-05,79,30,60,,,
2.51E-05,73,54,63,,,
2.45E-05,83,43,62,,,
2.44E-05,76,24,61,,,
2.78E-05,78,55,60,,,
2.70E-05,86,50,66,,,
2.46E-05,73,3,59,,,
2.44E-05,76,20,59,,,
2.47E-05,82,2,65,,,
2.93E-05,79,22,66,,,
2.49E-05,88,5,68,,,
2.46E-05,89,62,66,,,
2.58E-05,80,24,75,,,
2.50E-05,72,74,76,,,
3.03E-05,72,14,76,,,
2.44E-05,80,48,78,,,
2.44E-05,81,30,77,,,
2.89E-05,90,44,77,,,
2.77E-05,73,32,79,,,
2.50E-05,72,37,77,,,
2.47E-05,87,13,77,,,
2.48E-05,78,30,74,,,
2.46E-05,83,46,74,,,
2.45E-05,72,44,78,,,
2.45E-05,79,34,79,,,
2.45E-05,84,73,79,,,
3.60E-05,71,58,86,,,
2.47E-05,87,74,85,,,
2.47E-05,87,66,86,,,
2.49E-05,72,13,88,,,
2.49E-05,71,69,90,,,
2.45E-05,72,46,87,,,
2.46E-05,78,52,87,,,
2.46E-05,75,40,87,,,
2.48E-05,78,78,81,,,
2.47E-05,78,13,81,,,
2.47E-05,86,25,76,,,
2.45E-05,87,21,77,,,
2.46E-05,82,11,75,,,
2.47E-05,71,56,82,,,
2.56E-05,76,77,83,,,
2.82E-05,84,26,84,,,
2.54E-05,77,3,81,,,
2.97E-05,90,40,82,,,
2.64E-05,80,8,83,,,
2.65E-05,72,24,87,,,
3.43E-05,80,65,84,,,
2.74E-05,82,55,81,,,
2.57E-05,84,74,86,,,
2.56E-05,79,77,89,,,
3.15E-05,78,31,89,,,
3.95E-05,71,14,88,,,
2.96E-05,84,52,88,,,
2.57E-05,71,48,88,,,
2.53E-05,80,53,89,,,
2.55E-05,79,31,89,,,
2.45E-05,75,80,88,,,
3.15E-05,77,36,90,,,
2.65E-05,75,64,94,,,
2.54E-05,86,42,92,,,
2.58E-05,73,3,93,,,
2.83E-05,88,30,88,,,
2.53E-05,79,54,88,,,
2.47E-05,77,81,87,,,
2.45E-05,90,12,87,,,
2.62E-05,73,72,83,,,
2.82E-05,77,42,86,,,
2.58E-05,84,42,91,,,
2.49E-05,78,25,90,,,
2.48E-05,76,44,92,,,
2.70E-05,71,35,93,,,
2.65E-05,73,64,94,,,
3.52E-05,71,21,91,,,
2.77E-05,75,33,90,,,
2.54E-05,77,37,88,,,
2.59E-05,73,3,84,,,
2.57E-05,79,3,79,,,
2.57E-05,83,2,79,,,
2.70E-05,75,75,79,,,
2.58E-05,85,21,81,,,
2.56E-05,89,64,93,,,
2.57E-05,85,58,94,,,
2.58E-05,87,11,89,,,
2.64E-05,76,37,92,,,
2.46E-05,82,82,88,,,
3.06E-05,83,19,85,,,
2.61E-05,71,24,85,,,
2.51E-05,87,55,86,,,
2.48E-05,79,1,90,,,
2.48E-05,71,90,93,,,
2.48E-05,72,91,93,,,
2.48E-05,71,2,92,,,
2.49E-05,88,30,90,,,
2.47E-05,75,72,91,,,
2.46E-05,80,52,91,,,
2.46E-05,84,33,90,,,
2.48E-05,82,3,88,,,
3.22E-05,90,62,87,,,
2.48E-05,75,68,88,,,
2.51E-05,74,86,89,,,
2.46E-05,72,46,87,,,
2.55E-05,73,54,85,,,
2.67E-05,79,11,85,,,
2.48E-05,72,39,83,,,
2.45E-05,88,15,83,,,
2.45E-05,86,2,81,,,
2.44E-05,78,30,82,,,
3.03E-05,86,66,86,,,
2.52E-05,76,31,86,,,
2.46E-05,72,51,89,,,
5.98E-05,88,34,87,,,
2.50E-05,84,5,86,,,
2.46E-05,89,74,87,,,
2.48E-05,84,54,88,,,
2.51E-05,90,78,86,,,
2.48E-05,84,82,95,,,
2.57E-05,89,35,94,,,
2.46E-05,75,6,92,,,
3.51E-05,80,81,94,,,
2.77E-05,77,53,93,,,
2.48E-05,75,26,93,,,
2.46E-05,73,23,93,,,
2.46E-05,85,61,92,,,
2.66E-05,73,70,92,,,
2.62E-05,90,76,91,,,
2.48E-05,83,0,89,,,
2.49E-05,89,22,88,,,
2.63E-05,80,20,85,,,
4.44E-05,76,63,85,,,
2.46E-05,87,50,83,,,
2.46E-05,71,33,84,,,
2.46E-05,83,29,80,,,
2.46E-05,76,23,90,,,
2.47E-05,77,20,90,,,
2.47E-05,82,59,91,,,
2.48E-05,86,52,91,,,
2.45E-05,75,80,92,,,
2.53E-05,76,88,94,,,
2.48E-05,73,61,93,,,
2.47E-05,73,13,91,,,
2.44E-05,85,23,88,,,
2.46E-05,89,25,88,,,
2.46E-05,90,2,88,,,
3.13E-05,90,37,88,,,
2.46E-05,85,81,93,,,
2.46E-05,88,41,94,,,
2.47E-05,85,34,95,,,
2.46E-05,77,88,96,,,
2.46E-05,80,5,98,,,
3.78E-05,80,32,97,,,
2.49E-05,82,90,99,,,
3.53E-05,90,3,98,,,
2.55E-05,78,95,99,,,
2.47E-05,90,82,98,,,
2.47E-05,76,33,96,,,
2.47E-05,90,86,95,,,
2.47E-05,71,70,95,,,
2.56E-05,85,86,94,,,
2.54E-05,80,58,93,,,
2.56E-05,74,51,94,,,
2.96E-05,71,34,91,,,
2.55E-05,88,96,98,,,
3.24E-05,88,25,98,,,
2.49E-05,89,94,97,,,
3.30E-05,79,80,94,,,
2.43E-05,86,64,95,,,
2.46E-05,75,71,96,,,
2.44E-05,85,36,93,,,
2.45E-05,73,76,91,,,
2.45E-05,87,68,90,,,
2.44E-05,74,57,91,,,
6.24E-05,75,35,92,,,
2.88E-05,80,89,92,,,
3.04E-05,74,18,93,,,
2.44E-05,86,92,97,,,
2.50E-05,79,50,98,,,
2.51E-05,75,13,102,,,
2.44E-05,81,48,104,,,
2.59E-05,86,88,102,,,
2.98E-05,78,96,103,,,
2.44E-05,78,55,103,,,
2.85E-05,83,74,100,,,
2.49E-05,88,34,100,,,
2.51E-05,87,19,100,,,
3.29E-05,72,40,102,,,
2.46E-05,90,81,100,,,
2.48E-05,79,23,100,,,
2.46E-05,89,89,99,,,
2.53E-05,83,5,103,,,
2.49E-05,72,8,103,,,
2.47E-05,71,98,106,,,
2.45E-05,90,1,106,,,
2.46E-05,73,103,106,,,
2.47E-05,90,50,104,,,
2.50E-05,87,46,104,,,
2.48E-05,78,80,105,,,
2.44E-05,81,49,105,,,
2.43E-05,86,50,106,,,
2.44E-05,83,79,111,,,
2.64E-05,84,96,109,,,
3.03E-05,71,87,109,,,
2.53E-05,80,78,109,,,
2.51E-05,89,17,109,,,
2.52E-05,79,55,114,,,
2.82E-05,76,23,113,,,
2.46E-05,85,93,114,,,
2.45E-05,80,31,115,,,
2.46E-05,77,85,114,,,
2.43E-05,86,67,114,,,
2.46E-05,75,18,113,,,
2.56E-05,87,73,113,,,
2.47E-05,80,98,113,,,
2.47E-05,71,105,112,,,
4.48E-05,85,97,112,,,
2.58E-05,79,23,108,,,
3.01E-05,88,55,108,,,
2.71E-05,82,17,111,,,
3.96E-05,73,20,108,,,
2.59E-05,77,50,109,,,
2.57E-05,83,85,106,,,
3.98E-05,75,87,106,,,
2.55E-05,90,96,113,,,
2.58E-05,85,33,113,,,
2.52E-05,86,49,112,,,
3.02E-05,87,96,115,,,
2.46E-05,78,80,116,,,
2.77E-05,72,87,117,,,
2.50E-05,90,17,117,,,
2.47E-05,86,63,119,,,
2.48E-05,85,85,119,,,
2.45E-05,71,45,122,,,
3.05E-05,90,43,117,,,
2.49E-05,73,82,117,,,
2.49E-05,90,0,116,,,
2.45E-05,78,5,113,,,
2.59E-05,84,79,114,,,
0.0001459,83,19,114,,,
3.40E-05,89,62,114,,,
3.12E-05,80,89,114,,,
2.72E-05,76,68,115,,,
2.55E-05,76,56,114,,,
2.55E-05,80,80,119,,,
2.58E-05,72,52,115,,,
2.89E-05,79,37,111,,,
2.58E-05,81,13,111,,,
2.54E-05,78,93,110,,,
2.56E-05,87,53,109,,,
2.57E-05,74,26,110,,,
2.56E-05,73,94,109,,,
2.55E-05,79,60,109,,,
2.58E-05,83,40,112,,,
2.54E-05,82,43,112,,,
2.47E-05,86,66,121,,,
2.61E-05,72,34,123,,,
3.71E-05,85,10,124,,,
2.54E-05,71,7,120,,,
2.64E-05,76,105,121,,,
2.79E-05,90,83,122,,,
2.49E-05,85,96,120,,,
2.50E-05,85,10,120,,,
2.49E-05,77,48,119,,,
2.47E-05,84,37,117,,,
2.44E-05,73,67,112,,,
2.49E-05,72,94,112,,,
2.48E-05,84,70,112,,,
2.46E-05,83,73,107,,,
2.62E-05,79,72,109,,,
2.60E-05,88,87,109,,,
2.47E-05,74,65,110,,,
2.48E-05,89,9,111,,,
2.46E-05,75,74,110,,,
2.51E-05,72,53,111,,,
2.49E-05,86,98,113,,,
2.50E-05,89,61,113,,,
2.47E-05,71,60,113,,,
2.46E-05,71,51,107,,,
2.48E-05,75,44,107,,,
2.50E-05,76,11,108,,,
2.67E-05,75,33,113,,,
2.58E-05,74,73,120,,,
2.46E-05,73,71,120,,,
2.45E-05,90,84,124,,,
2.47E-05,81,104,124,,,
2.43E-05,75,77,121,,,
2.42E-05,71,42,113,,,
7.44E-05,76,0,113,,,
2.46E-05,87,63,118,,,
2.73E-05,88,71,119,,,
2.50E-05,84,47,119,,,
2.49E-05,83,22,118,,,
3.38E-05,90,111,119,,,
3.36E-05,82,18,113,,,
2.78E-05,73,102,114,,,
2.66E-05,87,1,113,,,
2.46E-05,72,43,106,,,
2.46E-05,79,80,106,,,
2.48E-05,86,5,105,,,
2.67E-05,76,30,103,,,
3.04E-05,72,30,104,,,
0.0001001,71,77,105,,,
2.54E-05,81,19,104,,,
2.61E-05,77,28,104,,,
2.58E-05,82,26,104,,,
2.55E-05,74,84,100,,,
4.40E-05,78,33,98,,,
2.53E-05,79,63,97,,,
2.55E-05,85,89,98,,,
2.57E-05,86,64,97,,,
2.55E-05,74,43,96,,,
2.61E-05,84,17,97,,,
2.56E-05,88,57,92,,,
2.50E-05,78,84,95,,,
2.46E-05,74,32,95,,,
2.48E-05,90,15,97,,,
2.47E-05,90,11,97,,,
2.45E-05,71,17,93,,,
2.53E-05,76,91,95,,,
2.47E-05,86,5,96,,,
2.48E-05,86,3,99,,,
2.48E-05,84,43,94,,,
3.47E-05,83,38,92,,,
2.46E-05,77,33,83,,,
2.47E-05,78,5,86,,,
2.46E-05,78,3,80,,,
2.45E-05,76,36,79,,,
3.24E-05,83,52,72,,,
2.46E-05,80,44,74,,,
2.47E-05,85,0,75,,,
9.94E-05,71,1,75,,,
3.48E-05,80,39,73,,,
2.77E-05,81,12,73,,,
2.46E-05,71,9,70,,,
2.45E-05,77,44,71,,,
2.44E-05,81,41,70,,,
2.46E-05,75,9,71,,,
2.54E-05,84,23,74,,,
2.47E-05,75,57,76,,,
2.46E-05,77,19,77,,,
2.48E-05,74,26,83,,,
2.46E-05,89,18,83,,,
2.50E-05,82,36,78,,,
2.48E-05,76,15,80,,,
2.50E-05,81,55,78,,,
2.46E-05,76,9,78,,,
2.48E-05,72,3,79,,,
2.48E-05,78,12,79,,,
2.46E-05,71,3,77,,,
2.47E-05,74,39,78,,,
4.20E-05,84,25,81,,,
2.48E-05,81,69,78,,,
2.46E-05,81,30,72,,,
3.26E-05,85,17,72,,,
2.61E-05,72,39,59,,,
2.45E-05,81,18,51,,,
2.54E-05,72,20,49,,,
2.46E-05,84,1,50,,,
2.48E-05,76,3,51,,,
2.46E-05,72,46,51,,,
2.43E-05,76,28,51,,,
2.48E-05,84,35,52,,,
2.48E-05,89,4,55,,,
2.92E-05,80,4,54,,,
2.67E-05,86,58,61,,,
2.47E-05,90,44,65,,,
3.55E-05,90,17,61,,,
3.24E-05,87,24,61,,,
3.75E-05,78,11,60,,,
4.90E-05,84,17,61,,,
2.45E-05,73,39,63,,,
2.56E-05,85,64,68,,,
2.51E-05,85,38,67,,,
2.47E-05,71,12,67,,,
2.98E-05,80,33,67,,,
3.98E-05,77,27,68,,,
2.47E-05,78,64,69,,,
2.47E-05,71,11,69,,,
2.46E-05,77,61,75,,,
2.46E-05,84,67,76,,,
2.72E-05,89,0,77,,,
2.63E-05,71,27,70,,,
2.46E-05,85,48,71,,,
2.55E-05,79,51,69,,,
2.49E-05,72,51,70,,,
2.46E-05,71,19,70,,,
2.49E-05,79,43,72,,,
2.47E-05,77,58,67,,,
2.45E-05,84,50,66,,,
2.47E-05,86,42,68,,,
2.47E-05,71,49,68,,,
2.47E-05,77,52,67,,,
2.47E-05,80,30,66,,,
2.48E-05,82,22,68,,,
2.65E-05,72,29,62,,,
2.45E-05,90,26,59,,,
2.49E-05,71,17,57,,,
2.48E-05,74,50,55,,,
2.46E-05,73,4,55,,,
2.46E-05,82,4,54,,,
2.88E-05,77,6,56,,,
2.48E-05,85,18,58,,,
2.50E-05,81,39,54,,,
2.44E-05,88,43,55,,,
2.43E-05,80,23,54,,,
2.48E-05,78,0,54,,,
2.46E-05,83,52,54,,,
2.52E-05,90,37,50,,,
2.46E-05,86,37,50,,,
