cas operacie,index prvku,dlzka zoznamu,,,sum,pocet
2.57E-05,63,63,,,,
2.50E-05,64,64,,,,
2.53E-05,63,63,,,,
2.46E-05,63,63,,,,
2.66E-05,64,64,,,,
2.56E-05,62,62,,,,
2.48E-05,59,59,,,,
2.46E-05,58,58,,,,
2.51E-05,57,57,,,,
2.47E-05,60,60,,,,
2.48E-05,60,60,,,,
9.80E-05,58,58,,,,
3.44E-05,59,59,,,,
2.53E-05,59,59,,,,
2.47E-05,59,59,,,,
2.46E-05,62,62,,,,
2.47E-05,63,63,,,,
2.46E-05,63,63,,,,
2.47E-05,62,62,,,,
2.47E-05,60,60,,,,
2.46E-05,60,60,,,,
2.47E-05,59,59,,,,
2.55E-05,59,59,,,,
2.94E-05,58,58,,,,
2.59E-05,56,56,,,,
2.56E-05,55,55,,,,
2.57E-05,55,55,,,,
2.58E-05,53,53,,,,
2.62E-05,52,52,,,,
2.58E-05,61,61,,,,
4.48E-05,60,60,,,,
2.64E-05,62,62,,,,
2.59E-05,60,60,,,,
2.54E-05,58,58,,,,
2.59E-05,57,57,,,,
2.56E-05,59,59,,,,
2.52E-05,60,60,,,,
2.47E-05,59,59,,,,
2.47E-05,59,59,,,,
2.49E-05,58,58,,,,
3.46E-05,58,58,,,,
3.40E-05,57,57,,,,
2.48E-05,54,54,,,,
2.67E-05,56,56,,,,
3.04E-05,56,56,,,,
2.52E-05,57,57,,,,
2.50E-05,56,56,,,,
2.49E-05,59,59,,,,
2.48E-05,58,58,,,,
2.89E-05,59,59,,,,
2.47E-05,58,58,,,,
3.36E-05,57,57,,,,
3.24E-05,57,57,,,,
2.48E-05,57,57,,,,
2.46E-05,52,52,,,,
2.47E-05,54,54,,,,
2.46E-05,53,53,,,,
2.57E-05,57,57,,,,
2.60E-05,59,59,,,,
2.58E-05,58,58,,,,
2.62E-05,59,59,,,,
2.60E-05,57,57,,,,
2.49E-05,59,59,,,,
2.46E-05,61,61,,,,
2.48E-05,60,60,,,,
2.49E-05,58,58,,,,
2.46E-05,58,58,,,,
2.56E-05,61,61,,,,
2.48E-05,61,61,,,,
2.49E-05,61,61,,,,
2.50E-05,59,59,,,,
2.47E-05,58,58,,,,
2.64E-05,58,58,,,,
3.36E-05,57,57,,,,
2.48E-05,55,55,,,,
2.49E-05,53,53,,,,
2.47E-05,52,52,,,,
2.63E-05,51,51,,,,
2.49E-05,45,45,,,,
2.49E-05,44,44,,,,
2.51E-05,44,44,,,,
2.82E-05,45,45,,,,
2.50E-05,46,46,,,,
2.50E-05,46,46,,,,
2.48E-05,46,46,,,,
2.47E-05,44,44,,,,
2.45E-05,45,45,,,,
2.48E-05,44,44,,,,
2.48E-05,43,43,,,,
3.56E-05,44,44,,,,
2.60E-05,44,44,,,,
2.48E-05,39,39,,,,
3.25E-05,42,42,,,,
2.49E-05,43,43,,,,
3.97E-05,48,48,,,,
2.47E-05,48,48,,,,
2.70E-05,47,47,,,,
2.48E-05,48,48,,,,
2.48E-05,50,50,,,,
2.48E-05,52,52,,,,
2.47E-05,63,63,,,,
2.47E-05,62,62,,,,
3.52E-05,62,62,,,,
2.60E-05,63,63,,,,
2.47E-05,62,62,,,,
2.48E-05,61,61,,,,
2.45E-05,59,59,,,,
2.48E-05,60,60,,,,
2.50E-05,61,61,,,,
2.47E-05,60,60,,,,
2.49E-05,61,61,,,,
3.09E-05,67,67,,,,
2.49E-05,67,67,,,,
2.47E-05,66,66,,,,
2.46E-05,64,64,,,,
2.49E-05,62,62,,,,
2.47E-05,61,61,,,,
2.47E-05,70,70,,,,
2.49E-05,68,68,,,,
2.46E-05,67,67,,,,
2.47E-05,67,67,,,,
6.48E-05,66,66,,,,
2.50E-05,69,69,,,,
2.49E-05,68,68,,,,
2.48E-05,67,67,,,,
2.48E-05,67,67,,,,
2.45E-05,68,68,,,,
2.44E-05,67,67,,,,
2.49E-05,67,67,,,,
2.45E-05,67,67,,,,
2.47E-05,66,66,,,,
3.33E-05,63,63,,,,
3.78E-05,62,62,,,,
2.48E-05,60,60,,,,
2.51E-05,62,62,,,,
2.48E-05,63,63,,,,
2.60E-05,63,63,,,,
2.58E-05,63,63,,,,
2.58E-05,62,62,,,,
2.63E-05,70,70,,,,
2.59E-05,68,68,,,,
2.58E-05,66,66,,,,
2.56E-05,67,67,,,,
2.56E-05,67,67,,,,
2.62E-05,71,71,,,,
2.57E-05,70,70,,,,
2.57E-05,71,71,,,,
2.56E-05,70,70,,,,
2.57E-05,71,71,,,,
2.58E-05,70,70,,,,
2.67E-05,70,70,,,,
2.57E-05,71,71,,,,
2.45E-05,69,69,,,,
2.68E-05,69,69,,,,
2.98E-05,73,73,,,,
2.50E-05,71,71,,,,
2.46E-05,71,71,,,,
6.52E-05,70,70,,,,
2.49E-05,71,71,,,,
2.50E-05,76,76,,,,
2.49E-05,76,76,,,,
2.49E-05,75,75,,,,
2.46E-05,77,77,,,,
2.66E-05,79,79,,,,
2.47E-05,79,79,,,,
3.11E-05,78,78,,,,
2.50E-05,77,77,,,,
2.48E-05,76,76,,,,
2.47E-05,71,71,,,,
2.59E-05,70,70,,,,
2.88E-05,70,70,,,,
2.95E-05,69,69,,,,
2.53E-05,65,65,,,,
2.49E-05,63,63,,,,
2.47E-05,62,62,,,,
2.49E-05,61,61,,,,
2.50E-05,58,58,,,,
2.46E-05,57,57,,,,
2.49E-05,54,54,,,,
2.49E-05,50,50,,,,
2.62E-05,50,50,,,,
2.58E-05,49,49,,,,
5.01E-05,51,51,,,,
2.61E-05,50,50,,,,
2.57E-05,49,49,,,,
2.55E-05,48,48,,,,
2.56E-05,45,45,,,,
2.59E-05,40,40,,,,
5.70E-05,38,38,,,,
2.61E-05,35,35,,,,
2.47E-05,33,33,,,,
6.45E-05,36,36,,,,
2.50E-05,34,34,,,,
2.46E-05,33,33,,,,
2.48E-05,31,31,,,,
3.19E-05,33,33,,,,
4.51E-05,32,32,,,,
2.56E-05,32,32,,,,
2.45E-05,32,32,,,,
2.47E-05,33,33,,,,
2.45E-05,32,32,,,,
2.54E-05,32,32,,,,
2.48E-05,29,29,,,,
2.70E-05,29,29,,,,
2.47E-05,30,30,,,,
2.47E-05,29,29,,,,
2.49E-05,29,29,,,,
2.46E-05,31,31,,,,
