cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,sum,pocet
8.40E-05,19,5,22,,,
8.37E-05,24,4,23,,,
8.38E-05,33,21,25,,,
8.38E-05,5,5,24,,,
8.44E-05,12,2,26,,,
8.43E-05,4,22,27,,,
8.38E-05,2,4,26,,,
8.43E-05,25,0,27,,,
8.50E-05,19,15,25,,,
8.34E-05,15,4,24,,,
8.38E-05,33,7,26,,,
9.12E-05,19,23,26,,,
8.44E-05,23,12,27,,,
8.59E-05,17,2,27,,,
8.39E-05,35,14,30,,,
8.38E-05,10,10,30,,,
8.35E-05,11,17,27,,,
9.00E-05,30,23,25,,,
8.64E-05,17,0,25,,,
8.77E-05,28,15,26,,,
8.46E-05,27,5,25,,,
8.53E-05,1,11,16,,,
9.07E-05,13,4,20,,,
8.45E-05,29,1,20,,,
8.38E-05,17,13,21,,,
8.34E-05,30,8,19,,,
8.37E-05,21,1,21,,,
8.46E-05,34,7,19,,,
8.39E-05,15,16,18,,,
8.44E-05,18,8,18,,,
8.44E-05,4,13,18,,,
8.62E-05,31,9,18,,,
8.41E-05,10,5,18,,,
8.39E-05,10,15,19,,,
8.41E-05,30,10,12,,,
8.38E-05,12,14,18,,,
8.66E-05,28,0,17,,,
9.20E-05,11,8,16,,,
8.40E-05,25,5,17,,,
0.0001702,15,12,19,,,
0.0001396,27,7,9,,,
8.41E-05,19,5,7,,,
0.0001123,24,1,8,,,
8.52E-05,33,2,8,,,
8.51E-05,29,7,9,,,
8.43E-05,29,8,10,,,
0.0001235,1,6,9,,,
0.0001226,33,5,7,,,
9.46E-05,5,1,4,,,
9.49E-05,8,2,4,,,
8.47E-05,12,2,6,,,
8.49E-05,12,2,4,,,
8.50E-05,31,2,7,,,
8.48E-05,32,1,8,,,
8.45E-05,33,4,10,,,
9.42E-05,26,7,12,,,
8.43E-05,13,7,9,,,
8.35E-05,20,1,12,,,
8.44E-05,5,9,13,,,
8.38E-05,2,11,13,,,
8.37E-05,23,11,15,,,
8.42E-05,3,6,15,,,
8.42E-05,34,13,15,,,
8.34E-05,24,2,15,,,
8.39E-05,18,10,12,,,
8.39E-05,23,1,11,,,
8.36E-05,17,2,9,,,
8.37E-05,19,1,9,,,
8.96E-05,33,3,9,,,
8.36E-05,17,1,7,,,
8.35E-05,10,3,8,,,
8.39E-05,13,6,9,,,
9.09E-05,26,6,10,,,
8.39E-05,25,9,12,,,
8.56E-05,34,0,9,,,
8.35E-05,27,4,9,,,
8.37E-05,29,4,10,,,
9.24E-05,18,5,7,,,
8.58E-05,35,4,9,,,
8.47E-05,1,2,11,,,
8.38E-05,5,3,12,,,
8.52E-05,25,8,15,,,
8.36E-05,10,8,11,,,
8.38E-05,24,7,12,,,
8.36E-05,21,10,13,,,
8.34E-05,28,2,14,,,
8.56E-05,23,1,15,,,
8.40E-05,18,6,17,,,
8.36E-05,25,8,18,,,
9.28E-05,27,17,21,,,
8.36E-05,29,9,21,,,
8.39E-05,15,0,23,,,
8.40E-05,29,7,21,,,
0.0001628,35,6,19,,,
8.42E-05,28,9,16,,,
8.54E-05,33,5,17,,,
0.0001178,32,7,14,,,
8.50E-05,35,4,14,,,
9.32E-05,13,8,16,,,
8.47E-05,26,9,17,,,
8.46E-05,16,9,19,,,
8.68E-05,21,2,19,,,
8.64E-05,5,8,18,,,
8.67E-05,18,15,19,,,
8.50E-05,31,11,18,,,
8.35E-05,27,10,18,,,
8.42E-05,8,13,18,,,
8.86E-05,17,8,11,,,
8.50E-05,7,4,11,,,
0.0001102,28,0,9,,,
0.0001619,6,5,10,,,
0.0001305,31,1,9,,,
8.48E-05,9,0,6,,,
8.63E-05,10,2,4,,,
8.68E-05,22,2,5,,,
8.42E-05,34,2,5,,,
0.0001511,16,0,6,,,
8.51E-05,17,0,8,,,
8.52E-05,34,1,9,,,
8.46E-05,22,1,9,,,
8.51E-05,17,0,8,,,
8.47E-05,5,4,8,,,
0.0001214,26,0,5,,,
8.63E-05,22,0,3,,,
1.81E-05,24,0,1,,,
1.81E-05,18,0,1,,,
1.73E-05,25,0,1,,,
8.33E-05,4,0,2,,,
8.51E-05,3,1,3,,,
0.0001007,20,3,5,,,
8.39E-05,1,0,8,,,
8.34E-05,1,6,11,,,
8.38E-05,25,0,10,,,
8.37E-05,19,5,11,,,
8.37E-05,34,7,10,,,
8.43E-05,23,9,13,,,
9.29E-05,34,4,14,,,
8.42E-05,24,6,14,,,
8.38E-05,33,3,16,,,
8.40E-05,27,9,16,,,
8.36E-05,9,2,17,,,
8.33E-05,28,10,19,,,
8.43E-05,8,1,21,,,
8.40E-05,16,0,16,,,
8.48E-05,24,11,18,,,
8.51E-05,4,5,20,,,
8.37E-05,28,1,20,,,
8.36E-05,20,6,21,,,
8.38E-05,20,13,22,,,
8.35E-05,30,6,22,,,
8.39E-05,3,21,24,,,
8.39E-05,17,21,26,,,
8.44E-05,7,3,31,,,
8.37E-05,5,17,31,,,
0.0001571,15,5,27,,,
0.0001096,3,21,24,,,
8.37E-05,33,19,23,,,
8.38E-05,13,10,24,,,
8.41E-05,11,4,25,,,
8.39E-05,27,8,26,,,
9.02E-05,8,12,26,,,
8.58E-05,14,19,27,,,
8.40E-05,29,21,28,,,
8.44E-05,30,4,29,,,
8.45E-05,17,8,30,,,
8.40E-05,4,18,32,,,
8.41E-05,25,18,30,,,
8.38E-05,2,20,31,,,
9.09E-05,17,25,32,,,
8.50E-05,20,10,34,,,
8.68E-05,12,22,34,,,
8.40E-05,28,18,37,,,
8.38E-05,2,5,38,,,
8.37E-05,1,20,39,,,
8.39E-05,8,29,41,,,
8.60E-05,32,11,42,,,
8.37E-05,33,33,41,,,
8.35E-05,32,10,38,,,
8.50E-05,25,19,39,,,
8.39E-05,15,9,40,,,
8.39E-05,19,35,40,,,
0.0001105,11,30,39,,,
8.36E-05,25,34,37,,,
8.38E-05,14,24,35,,,
8.39E-05,17,4,38,,,
8.50E-05,7,14,38,,,
8.36E-05,34,3,39,,,
8.42E-05,14,36,38,,,
9.03E-05,15,8,38,,,
9.75E-05,24,13,40,,,
8.51E-05,14,25,40,,,
8.38E-05,2,8,40,,,
8.36E-05,12,12,40,,,
8.33E-05,4,6,42,,,
8.38E-05,11,31,35,,,
8.41E-05,13,35,37,,,
8.41E-05,28,13,38,,,
8.37E-05,22,18,38,,,
8.36E-05,21,3,39,,,
8.41E-05,11,30,35,,,
8.39E-05,34,28,36,,,
8.41E-05,3,32,34,,,
8.67E-05,9,16,34,,,
8.39E-05,7,11,32,,,
8.39E-05,14,29,32,,,
8.65E-05,25,20,29,,,
8.38E-05,13,5,25,,,
8.41E-05,35,11,24,,,
8.97E-05,35,13,27,,,
8.51E-05,6,13,26,,,
9.25E-05,2,16,27,,,
0.0002581,6,5,27,,,
8.49E-05,34,0,28,,,
8.39E-05,1,11,30,,,
8.39E-05,9,24,32,,,
8.40E-05,9,27,34,,,
8.39E-05,11,1,36,,,
8.40E-05,35,23,35,,,
8.38E-05,11,12,33,,,
8.48E-05,7,18,32,,,
8.74E-05,25,21,26,,,
8.72E-05,35,9,28,,,
8.32E-05,16,24,28,,,
8.33E-05,19,16,28,,,
8.49E-05,5,10,27,,,
8.40E-05,5,18,28,,,
8.38E-05,35,5,29,,,
8.54E-05,32,14,29,,,
8.37E-05,10,17,27,,,
8.65E-05,3,10,31,,,
8.42E-05,32,5,32,,,
8.33E-05,17,8,34,,,
8.35E-05,25,2,33,,,
8.40E-05,2,29,33,,,
8.60E-05,7,33,36,,,
8.42E-05,24,3,34,,,
8.38E-05,23,29,33,,,
8.35E-05,7,14,34,,,
0.0001469,25,20,38,,,
0.0001331,1,32,36,,,
0.0001257,21,8,39,,,
8.61E-05,35,5,42,,,
9.25E-05,21,31,46,,,
8.40E-05,12,41,47,,,
8.37E-05,13,5,46,,,
0.000135,9,31,47,,,
9.23E-05,21,3,48,,,
8.37E-05,4,13,47,,,
8.37E-05,18,27,49,,,
8.37E-05,1,47,50,,,
8.73E-05,25,6,49,,,
0.0001318,30,42,53,,,
8.39E-05,23,7,47,,,
8.39E-05,24,47,49,,,
0.0001165,17,22,48,,,
8.39E-05,10,40,48,,,
8.41E-05,30,17,49,,,
8.36E-05,35,27,50,,,
9.08E-05,1,48,51,,,
8.50E-05,18,24,47,,,
8.53E-05,9,9,49,,,
8.41E-05,9,14,49,,,
8.39E-05,24,40,51,,,
8.45E-05,2,34,51,,,
8.91E-05,1,6,54,,,
8.34E-05,15,23,54,,,
9.02E-05,32,49,51,,,
9.06E-05,21,12,45,,,
8.38E-05,11,25,41,,,
8.43E-05,19,35,38,,,
8.50E-05,18,8,42,,,
8.49E-05,21,25,33,,,
8.36E-05,12,15,33,,,
8.32E-05,35,22,33,,,
8.38E-05,31,25,33,,,
9.03E-05,14,22,36,,,
8.39E-05,6,30,36,,,
8.61E-05,18,28,38,,,
8.36E-05,20,19,39,,,
8.38E-05,31,32,41,,,
8.57E-05,34,14,41,,,
8.46E-05,30,38,45,,,
8.53E-05,21,35,46,,,
8.38E-05,7,26,48,,,
8.36E-05,5,44,48,,,
8.31E-05,9,14,47,,,
8.38E-05,3,42,48,,,
8.60E-05,14,35,44,,,
8.44E-05,31,33,46,,,
8.38E-05,20,24,46,,,
8.73E-05,34,30,48,,,
8.43E-05,18,36,50,,,
8.45E-05,15,20,50,,,
8.38E-05,17,16,45,,,
8.54E-05,3,1,43,,,
8.67E-05,4,28,44,,,
9.33E-05,32,1,47,,,
0.0001905,15,34,46,,,
8.33E-05,4,33,49,,,
8.33E-05,10,19,48,,,
8.53E-05,20,0,49,,,
8.37E-05,15,29,52,,,
8.52E-05,13,12,50,,,
8.38E-05,2,1,53,,,
8.39E-05,12,53,57,,,
8.36E-05,29,53,61,,,
9.16E-05,16,46,64,,,
8.39E-05,29,39,66,,,
8.38E-05,8,52,67,,,
8.35E-05,5,50,68,,,
8.37E-05,30,65,68,,,
8.43E-05,18,39,72,,,
8.47E-05,26,47,72,,,
8.40E-05,20,19,73,,,
9.16E-05,12,30,73,,,
8.50E-05,9,21,69,,,
8.32E-05,15,24,70,,,
8.50E-05,5,44,70,,,
8.34E-05,15,23,71,,,
8.35E-05,9,34,71,,,
8.46E-05,14,33,71,,,
8.36E-05,32,35,69,,,
8.37E-05,14,24,70,,,
8.39E-05,1,31,72,,,
8.34E-05,22,32,73,,,
8.38E-05,7,10,73,,,
8.41E-05,34,4,75,,,
8.40E-05,11,64,77,,,
8.37E-05,18,18,79,,,
8.38E-05,28,63,79,,,
8.40E-05,31,14,79,,,
8.62E-05,4,9,83,,,
8.37E-05,1,4,81,,,
8.27E-05,29,36,82,,,
8.31E-05,8,69,82,,,
8.32E-05,23,73,81,,,
8.49E-05,34,72,82,,,
8.38E-05,9,51,82,,,
8.44E-05,21,49,83,,,
8.40E-05,19,41,85,,,
8.38E-05,8,21,85,,,
8.43E-05,21,29,84,,,
8.36E-05,14,28,81,,,
8.35E-05,28,59,82,,,
8.39E-05,14,19,83,,,
8.36E-05,7,7,85,,,
8.32E-05,4,51,77,,,
8.29E-05,20,31,79,,,
8.44E-05,19,56,82,,,
0.0001298,34,8,80,,,
8.42E-05,30,75,81,,,
8.55E-05,17,12,82,,,
8.43E-05,11,16,80,,,
8.38E-05,27,75,79,,,
8.41E-05,30,12,80,,,
8.40E-05,5,74,80,,,
8.36E-05,33,43,82,,,
8.37E-05,9,20,83,,,
8.39E-05,28,44,84,,,
8.30E-05,7,58,83,,,
8.37E-05,21,70,84,,,
8.48E-05,24,67,84,,,
8.40E-05,15,68,81,,,
9.14E-05,25,3,82,,,
8.37E-05,21,53,83,,,
8.39E-05,13,17,82,,,
8.43E-05,10,17,82,,,
8.42E-05,2,54,83,,,
8.38E-05,11,71,86,,,
9.25E-05,21,86,88,,,
8.55E-05,9,72,86,,,
8.40E-05,8,19,88,,,
8.97E-05,9,31,90,,,
8.33E-05,24,33,88,,,
8.40E-05,8,35,90,,,
8.35E-05,28,73,90,,,
8.56E-05,27,39,88,,,
8.44E-05,4,68,89,,,
0.0001214,15,28,93,,,
8.38E-05,23,42,92,,,
8.70E-05,24,48,88,,,
8.51E-05,26,50,89,,,
0.0001141,2,76,83,,,
0.0001269,32,43,84,,,
9.20E-05,10,45,85,,,
8.47E-05,20,41,86,,,
8.55E-05,26,43,88,,,
8.38E-05,9,36,88,,,
8.50E-05,6,47,90,,,
0.0001131,5,45,91,,,
0.0001085,3,55,90,,,
8.95E-05,14,80,84,,,
8.42E-05,17,73,85,,,
8.37E-05,5,69,85,,,
8.73E-05,8,66,87,,,
8.89E-05,17,40,89,,,
8.37E-05,1,49,89,,,
8.33E-05,22,55,90,,,
8.33E-05,5,86,92,,,
8.33E-05,23,88,93,,,
8.37E-05,1,83,89,,,
8.73E-05,15,49,90,,,
8.40E-05,31,58,89,,,
8.72E-05,33,75,86,,,
8.36E-05,35,52,85,,,
8.37E-05,8,54,88,,,
8.55E-05,15,46,90,,,
8.42E-05,29,44,92,,,
8.45E-05,17,7,82,,,
8.44E-05,33,71,85,,,
8.40E-05,24,64,86,,,
8.38E-05,34,64,83,,,
8.39E-05,35,26,83,,,
8.36E-05,4,62,83,,,
8.42E-05,30,15,89,,,
8.43E-05,6,35,87,,,
8.38E-05,13,6,82,,,
8.42E-05,8,61,81,,,
8.59E-05,31,71,82,,,
8.42E-05,34,54,83,,,
8.72E-05,6,70,84,,,
8.35E-05,18,5,81,,,
8.40E-05,8,60,83,,,
8.41E-05,17,16,80,,,
8.71E-05,13,34,82,,,
8.38E-05,17,74,82,,,
8.37E-05,5,23,79,,,
8.37E-05,7,35,73,,,
8.36E-05,20,16,72,,,
8.40E-05,11,9,73,,,
8.37E-05,30,51,74,,,
8.31E-05,22,58,74,,,
8.32E-05,23,12,76,,,
8.99E-05,11,2,78,,,
9.20E-05,27,23,76,,,
8.60E-05,19,38,71,,,
8.70E-05,3,15,71,,,
8.65E-05,4,5,73,,,
0.0002325,19,8,73,,,
8.57E-05,31,53,74,,,
8.45E-05,30,65,74,,,
8.40E-05,6,0,69,,,
8.39E-05,21,64,71,,,
8.34E-05,9,70,73,,,
8.58E-05,2,35,75,,,
8.37E-05,14,27,69,,,
8.34E-05,8,56,69,,,
8.49E-05,4,44,69,,,
8.36E-05,28,28,68,,,
8.53E-05,20,15,65,,,
8.36E-05,16,34,64,,,
8.40E-05,19,25,66,,,
8.40E-05,8,2,67,,,
9.14E-05,13,45,63,,,
0.0001198,13,4,53,,,
8.42E-05,18,42,51,,,
8.37E-05,35,6,48,,,
8.59E-05,23,18,42,,,
9.22E-05,12,6,41,,,
8.52E-05,29,6,43,,,
8.35E-05,27,24,39,,,
8.38E-05,27,34,39,,,
8.43E-05,18,30,40,,,
9.18E-05,21,15,39,,,
8.41E-05,20,28,42,,,
8.40E-05,15,5,44,,,
8.36E-05,19,8,45,,,
8.49E-05,7,7,44,,,
0.0001608,5,1,47,,,
0.0001308,30,8,48,,,
8.80E-05,31,28,49,,,
8.34E-05,10,32,51,,,
8.34E-05,3,45,47,,,
0.000121,27,42,49,,,
8.49E-05,6,23,46,,,
8.39E-05,32,20,43,,,
8.41E-05,25,6,38,,,
8.38E-05,29,2,36,,,
8.38E-05,17,28,36,,,
8.34E-05,26,29,35,,,
9.37E-05,4,34,36,,,
9.36E-05,20,28,38,,,
8.79E-05,33,37,39,,,
8.48E-05,28,4,38,,,
8.48E-05,16,24,36,,,
8.38E-05,3,5,34,,,
8.37E-05,27,5,36,,,
8.42E-05,21,23,39,,,
9.42E-05,14,4,39,,,
9.16E-05,24,28,33,,,
8.34E-05,28,24,30,,,
9.24E-05,34,19,32,,,
8.34E-05,30,32,36,,,
8.35E-05,4,15,34,,,
8.34E-05,23,2,36,,,
0.0001047,32,33,37,,,
8.44E-05,13,26,36,,,
8.34E-05,14,20,35,,,
8.38E-05,30,1,31,,,
8.39E-05,21,14,26,,,
8.33E-05,18,2,26,,,
8.34E-05,8,9,28,,,
8.52E-05,32,7,27,,,
8.41E-05,13,14,23,,,
8.46E-05,6,12,23,,,
8.41E-05,31,21,23,,,
8.39E-05,29,13,23,,,
8.37E-05,26,16,22,,,
8.51E-05,19,7,23,,,
8.43E-05,32,12,23,,,
8.38E-05,5,10,25,,,
8.38E-05,19,3,26,,,
8.57E-05,31,10,26,,,
8.54E-05,8,1,26,,,
8.40E-05,31,1,24,,,
8.34E-05,18,9,24,,,
8.55E-05,16,11,25,,,
8.41E-05,27,0,24,,,
8.45E-05,16,6,24,,,
8.76E-05,30,15,26,,,
8.26E-05,35,6,29,,,
9.03E-05,10,11,27,,,
8.37E-05,1,17,26,,,
8.41E-05,33,16,27,,,
8.37E-05,2,2,19,,,
8.61E-05,8,1,20,,,
8.47E-05,32,7,17,,,
8.54E-05,34,9,17,,,
8.39E-05,32,6,13,,,
8.37E-05,3,6,10,,,
8.35E-05,6,4,9,,,
8.61E-05,25,2,12,,,
8.38E-05,17,5,8,,,
9.03E-05,1,2,5,,,
8.41E-05,4,0,3,,,
8.35E-05,20,0,4,,,
8.39E-05,12,1,3,,,
8.52E-05,26,0,2,,,
1.75E-05,18,0,1,,,
2.14E-05,28,0,1,,,
9.15E-05,4,2,4,,,
1.74E-05,34,0,1,,,
9.12E-05,8,1,3,,,
8.39E-05,28,3,5,,,
0.0003539,31,2,6,,,
8.53E-05,24,4,7,,,
8.40E-05,15,0,6,,,
8.36E-05,6,1,9,,,
8.57E-05,21,8,10,,,
8.31E-05,31,5,12,,,
8.46E-05,2,5,9,,,
9.15E-05,23,0,10,,,
0.000103,10,1,13,,,
8.40E-05,17,8,14,,,
8.38E-05,35,9,16,,,
8.36E-05,22,11,14,,,
8.39E-05,12,11,15,,,
8.42E-05,25,13,15,,,
8.46E-05,32,3,14,,,
8.41E-05,28,8,14,,,
8.43E-05,25,1,8,,,
8.36E-05,1,10,16,,,
8.41E-05,26,8,16,,,
9.41E-05,11,9,14,,,
8.30E-05,34,2,13,,,
8.48E-05,14,3,14,,,
8.40E-05,8,12,14,,,
8.53E-05,16,4,12,,,
8.44E-05,14,12,14,,,
8.36E-05,24,12,15,,,
8.42E-05,15,2,16,,,
9.34E-05,27,15,19,,,
8.50E-05,21,14,26,,,
8.50E-05,18,9,27,,,
0.00011,4,13,27,,,
8.45E-05,13,4,21,,,
8.53E-05,12,18,23,,,
8.39E-05,35,12,23,,,
8.36E-05,5,17,24,,,
8.36E-05,10,4,24,,,
8.41E-05,10,0,25,,,
9.39E-05,14,18,24,,,
8.64E-05,30,7,25,,,
8.42E-05,6,14,26,,,
9.25E-05,13,7,30,,,
8.37E-05,24,6,27,,,
8.46E-05,19,17,25,,,
0.0002742,27,14,27,,,
8.32E-05,7,15,26,,,
8.47E-05,6,11,24,,,
8.43E-05,1,23,26,,,
8.43E-05,4,6,29,,,
8.49E-05,31,19,30,,,
8.90E-05,14,5,23,,,
8.45E-05,20,5,24,,,
8.46E-05,9,13,24,,,
8.40E-05,3,4,27,,,
0.0001951,8,5,29,,,
0.000113,30,22,27,,,
0.0001209,10,19,26,,,
8.51E-05,19,3,31,,,
8.43E-05,19,9,32,,,
8.44E-05,3,22,33,,,
8.41E-05,35,22,30,,,
8.44E-05,13,4,29,,,
8.48E-05,15,2,32,,,
8.77E-05,24,19,33,,,
8.48E-05,15,13,32,,,
8.51E-05,22,17,32,,,
0.0001231,15,4,33,,,
9.24E-05,30,19,33,,,
8.47E-05,25,13,34,,,
8.50E-05,28,27,35,,,
0.0001067,21,26,35,,,
0.0001582,15,15,36,,,
8.37E-05,21,25,37,,,
8.36E-05,14,27,36,,,
9.10E-05,1,26,36,,,
8.40E-05,11,19,31,,,
9.18E-05,8,5,27,,,
8.39E-05,26,10,27,,,
8.43E-05,5,3,28,,,
8.34E-05,33,25,28,,,
8.38E-05,27,19,25,,,
8.78E-05,10,2,24,,,
8.36E-05,34,16,25,,,
8.38E-05,4,15,25,,,
8.39E-05,9,19,26,,,
8.57E-05,16,22,25,,,
0.0001626,31,25,27,,,
8.46E-05,17,20,28,,,
8.41E-05,28,14,32,,,
8.44E-05,10,26,32,,,
8.45E-05,16,8,30,,,
8.41E-05,32,13,32,,,
9.16E-05,9,21,33,,,
0.0001466,11,2,34,,,
8.50E-05,20,32,36,,,
8.37E-05,18,1,37,,,
8.37E-05,32,27,37,,,
8.41E-05,11,15,37,,,
8.39E-05,24,22,37,,,
9.21E-05,2,34,36,,,
8.38E-05,17,15,35,,,
8.39E-05,35,13,30,,,
8.39E-05,30,16,31,,,
8.38E-05,29,9,31,,,
8.41E-05,35,13,34,,,
8.41E-05,4,16,33,,,
8.41E-05,33,18,36,,,
8.37E-05,17,28,37,,,
8.59E-05,2,20,38,,,
8.43E-05,10,15,35,,,
8.37E-05,16,4,29,,,
8.33E-05,10,23,30,,,
8.54E-05,24,4,34,,,
8.50E-05,5,4,35,,,
8.40E-05,5,28,35,,,
8.50E-05,2,7,36,,,
8.61E-05,26,15,36,,,
8.40E-05,9,5,35,,,
9.06E-05,2,21,32,,,
8.49E-05,20,13,33,,,
8.41E-05,10,25,33,,,
8.39E-05,33,25,33,,,
8.40E-05,33,5,32,,,
8.38E-05,12,25,32,,,
8.82E-05,7,18,33,,,
8.38E-05,12,28,32,,,
8.42E-05,16,17,30,,,
8.42E-05,3,28,30,,,
8.39E-05,6,3,29,,,
8.40E-05,14,6,31,,,
8.37E-05,26,28,32,,,
8.40E-05,25,2,32,,,
8.87E-05,21,2,33,,,
8.45E-05,9,2,35,,,
8.50E-05,7,0,21,,,
8.34E-05,18,7,18,,,
9.11E-05,32,14,16,,,
8.54E-05,15,14,16,,,
8.48E-05,7,14,17,,,
0.0001387,25,5,19,,,
8.59E-05,14,18,20,,,
8.55E-05,19,4,14,,,
8.35E-05,23,2,7,,,
8.34E-05,33,0,8,,,
8.37E-05,18,4,8,,,
8.38E-05,4,6,8,,,
8.43E-05,5,4,12,,,
8.38E-05,12,1,13,,,
8.55E-05,29,10,14,,,
8.40E-05,28,3,17,,,
8.38E-05,14,11,18,,,
8.38E-05,31,4,18,,,
8.39E-05,18,0,20,,,
8.38E-05,29,12,21,,,
8.35E-05,18,6,20,,,
8.47E-05,4,5,21,,,
8.40E-05,12,7,23,,,
8.40E-05,15,8,24,,,
8.36E-05,5,22,24,,,
8.38E-05,30,8,24,,,
8.36E-05,29,7,25,,,
8.32E-05,20,0,25,,,
8.34E-05,6,24,26,,,
8.29E-05,18,9,25,,,
8.42E-05,18,2,25,,,
8.35E-05,5,15,26,,,
8.43E-05,20,16,24,,,
8.42E-05,25,10,25,,,
8.37E-05,31,11,25,,,
8.37E-05,10,12,26,,,
9.03E-05,17,20,26,,,
8.39E-05,13,17,29,,,
9.17E-05,23,10,27,,,
8.38E-05,35,0,29,,,
8.38E-05,8,23,29,,,
8.37E-05,8,13,20,,,
8.40E-05,26,9,21,,,
8.34E-05,29,12,22,,,
8.36E-05,23,19,22,,,
8.34E-05,6,17,20,,,
8.47E-05,16,5,24,,,
8.72E-05,3,19,24,,,
8.35E-05,13,12,26,,,
8.33E-05,12,15,27,,,
8.31E-05,4,6,28,,,
8.39E-05,16,20,28,,,
8.78E-05,33,23,28,,,
8.37E-05,25,7,30,,,
8.38E-05,31,9,31,,,
8.39E-05,7,7,27,,,
8.68E-05,8,11,19,,,
8.45E-05,20,5,19,,,
8.60E-05,11,7,20,,,
8.41E-05,33,18,20,,,
8.37E-05,1,11,21,,,
0.0001062,23,1,20,,,
0.0001029,12,14,22,,,
0.0001013,5,12,22,,,
8.65E-05,19,8,19,,,
8.56E-05,12,6,20,,,
9.30E-05,2,3,19,,,
8.49E-05,33,6,23,,,
8.50E-05,22,1,28,,,
8.55E-05,14,13,29,,,
0.0001043,34,17,27,,,
8.44E-05,9,1,28,,,
8.53E-05,17,6,29,,,
8.90E-05,11,26,29,,,
8.43E-05,1,23,27,,,
8.44E-05,31,12,29,,,
9.03E-05,17,17,33,,,
8.43E-05,10,6,28,,,
8.44E-05,5,3,29,,,
8.45E-05,8,15,24,,,
9.10E-05,6,21,25,,,
8.45E-05,27,15,28,,,
8.39E-05,12,16,25,,,
8.35E-05,19,17,21,,,
8.40E-05,1,5,23,,,
8.83E-05,21,21,25,,,
9.43E-05,7,10,26,,,
8.39E-05,20,19,27,,,
8.40E-05,8,19,27,,,
8.39E-05,22,14,27,,,
8.53E-05,19,26,30,,,
9.27E-05,15,23,31,,,
8.40E-05,17,9,28,,,
8.73E-05,32,15,32,,,
8.43E-05,13,25,33,,,
8.42E-05,27,19,35,,,
8.40E-05,12,25,37,,,
8.38E-05,27,13,38,,,
8.75E-05,2,0,37,,,
8.49E-05,15,27,38,,,
0.0001349,3,11,38,,,
8.39E-05,25,1,38,,,
8.37E-05,35,18,36,,,
8.37E-05,19,29,34,,,
8.39E-05,33,28,35,,,
8.38E-05,4,27,37,,,
8.42E-05,4,25,28,,,
8.37E-05,26,21,27,,,
8.49E-05,10,15,29,,,
8.36E-05,22,15,29,,,
8.41E-05,18,25,31,,,
8.38E-05,5,17,29,,,
8.42E-05,22,1,31,,,
8.41E-05,16,26,30,,,
8.69E-05,24,22,28,,,
8.39E-05,33,22,29,,,
8.39E-05,17,25,30,,,
8.34E-05,13,1,32,,,
8.42E-05,24,3,32,,,
9.10E-05,16,18,32,,,
8.37E-05,22,7,34,,,
8.46E-05,28,14,34,,,
8.39E-05,7,7,35,,,
9.07E-05,15,7,36,,,
8.35E-05,14,22,36,,,
8.36E-05,11,23,36,,,
8.37E-05,28,5,37,,,
8.52E-05,18,10,37,,,
8.51E-05,20,7,37,,,
8.41E-05,35,2,38,,,
8.39E-05,20,34,38,,,
8.44E-05,5,26,40,,,
8.41E-05,27,16,41,,,
8.41E-05,1,18,42,,,
8.32E-05,34,11,43,,,
8.37E-05,16,29,46,,,
8.41E-05,7,35,47,,,
8.35E-05,24,35,48,,,
8.40E-05,20,29,48,,,
9.05E-05,6,15,46,,,
8.37E-05,14,13,47,,,
8.38E-05,21,15,40,,,
8.47E-05,22,29,36,,,
8.41E-05,1,0,37,,,
8.38E-05,12,26,35,,,
8.35E-05,27,6,34,,,
8.37E-05,20,14,35,,,
8.37E-05,4,20,36,,,
8.42E-05,32,9,38,,,
8.42E-05,22,23,35,,,
8.41E-05,18,2,35,,,
9.12E-05,26,14,35,,,
8.46E-05,33,11,34,,,
8.46E-05,25,30,33,,,
9.03E-05,10,2,34,,,
8.38E-05,18,19,29,,,
8.35E-05,34,12,30,,,
8.35E-05,34,19,31,,,
8.38E-05,21,5,32,,,
0.0001455,17,15,35,,,
8.45E-05,23,5,34,,,
8.36E-05,34,5,35,,,
8.40E-05,31,2,36,,,
8.35E-05,28,12,32,,,
8.54E-05,23,20,32,,,
8.43E-05,25,19,32,,,
8.41E-05,2,22,30,,,
8.49E-05,16,6,28,,,
8.37E-05,33,10,28,,,
8.40E-05,34,6,26,,,
8.38E-05,2,1,27,,,
8.45E-05,12,22,25,,,
8.36E-05,1,4,25,,,
8.43E-05,31,2,26,,,
8.36E-05,26,20,27,,,
8.37E-05,9,20,30,,,
8.37E-05,4,21,31,,,
8.51E-05,3,20,32,,,
8.56E-05,16,22,32,,,
8.40E-05,19,28,31,,,
8.39E-05,18,0,34,,,
9.15E-05,30,26,32,,,
8.44E-05,10,26,33,,,
8.46E-05,4,11,26,,,
9.26E-05,7,13,28,,,
8.40E-05,21,22,32,,,
8.97E-05,29,30,33,,,
8.92E-05,5,26,37,,,
9.02E-05,19,15,37,,,
8.45E-05,20,33,38,,,
8.37E-05,33,2,36,,,
8.43E-05,3,10,29,,,
8.37E-05,1,16,30,,,
8.41E-05,7,4,30,,,
8.43E-05,2,21,31,,,
8.33E-05,8,1,27,,,
8.36E-05,11,21,28,,,
8.43E-05,30,16,27,,,
8.34E-05,9,13,30,,,
