cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,sum,pocet
8.48E-05,34,343,347,,,
8.41E-05,30,174,344,,,
8.40E-05,14,60,344,,,
8.36E-05,8,51,342,,,
8.50E-05,26,258,345,,,
8.48E-05,35,65,346,,,
8.35E-05,16,136,347,,,
8.44E-05,23,26,345,,,
8.40E-05,26,263,344,,,
8.43E-05,7,91,345,,,
8.39E-05,10,124,347,,,
8.94E-05,5,210,348,,,
8.39E-05,12,191,349,,,
8.37E-05,25,308,350,,,
8.36E-05,11,265,353,,,
8.38E-05,22,79,353,,,
8.39E-05,9,249,355,,,
8.64E-05,35,199,348,,,
8.36E-05,32,7,349,,,
8.43E-05,2,211,349,,,
8.40E-05,16,187,346,,,
9.38E-05,8,329,348,,,
8.40E-05,13,286,350,,,
8.36E-05,22,110,351,,,
8.32E-05,28,60,348,,,
8.45E-05,16,326,350,,,
8.54E-05,16,235,347,,,
8.38E-05,1,177,348,,,
8.40E-05,1,39,349,,,
0.0001137,15,50,352,,,
9.33E-05,29,344,352,,,
8.36E-05,26,125,347,,,
8.33E-05,18,290,348,,,
0.000101,5,277,349,,,
0.0001709,31,131,349,,,
8.39E-05,34,135,349,,,
8.43E-05,3,28,350,,,
8.47E-05,15,71,348,,,
8.42E-05,22,344,349,,,
9.01E-05,14,121,340,,,
8.40E-05,6,250,341,,,
8.65E-05,31,330,342,,,
8.40E-05,33,285,342,,,
8.53E-05,26,117,340,,,
8.50E-05,9,257,339,,,
8.80E-05,30,229,339,,,
8.40E-05,8,275,343,,,
0.0001651,1,307,345,,,
8.40E-05,12,1,347,,,
8.57E-05,17,257,348,,,
8.37E-05,28,56,347,,,
8.49E-05,10,175,349,,,
8.45E-05,4,6,353,,,
8.41E-05,22,126,354,,,
0.0001839,30,286,357,,,
8.33E-05,1,229,356,,,
8.34E-05,15,134,354,,,
8.31E-05,17,61,356,,,
8.33E-05,19,315,356,,,
0.0001618,18,351,358,,,
8.58E-05,3,45,353,,,
8.41E-05,13,77,356,,,
8.39E-05,31,325,356,,,
8.40E-05,8,333,356,,,
8.39E-05,31,246,358,,,
8.44E-05,25,66,360,,,
8.39E-05,18,6,360,,,
8.38E-05,14,40,361,,,
8.34E-05,11,185,355,,,
9.27E-05,30,80,355,,,
8.40E-05,14,6,354,,,
8.40E-05,31,17,354,,,
8.34E-05,12,287,354,,,
0.0001549,7,145,353,,,
8.31E-05,35,303,353,,,
8.38E-05,10,104,354,,,
8.38E-05,31,75,354,,,
8.35E-05,14,147,356,,,
9.38E-05,13,253,352,,,
8.40E-05,11,296,351,,,
8.40E-05,6,340,352,,,
0.0001175,5,113,353,,,
0.0001117,28,151,352,,,
8.38E-05,24,147,350,,,
8.70E-05,1,139,346,,,
8.44E-05,19,250,347,,,
8.49E-05,14,89,347,,,
9.04E-05,9,142,346,,,
8.38E-05,9,255,347,,,
8.39E-05,9,22,347,,,
8.40E-05,10,34,348,,,
8.40E-05,14,337,349,,,
0.0001043,22,80,349,,,
8.38E-05,22,12,351,,,
8.36E-05,13,210,348,,,
8.38E-05,2,113,348,,,
9.38E-05,30,87,350,,,
8.42E-05,19,6,349,,,
8.40E-05,18,71,350,,,
8.50E-05,26,305,352,,,
8.46E-05,26,98,348,,,
0.0001116,26,214,351,,,
0.0001216,33,215,349,,,
8.67E-05,5,162,348,,,
8.50E-05,33,81,347,,,
8.47E-05,3,269,344,,,
8.87E-05,10,88,346,,,
8.94E-05,13,277,346,,,
8.45E-05,7,77,344,,,
8.52E-05,35,58,344,,,
8.47E-05,1,200,344,,,
0.0001103,16,88,342,,,
8.58E-05,35,95,343,,,
8.50E-05,16,253,337,,,
8.50E-05,1,83,338,,,
8.46E-05,1,302,332,,,
8.50E-05,21,13,336,,,
8.48E-05,34,136,335,,,
8.50E-05,26,282,339,,,
0.0001191,8,182,341,,,
8.48E-05,15,330,339,,,
0.0001219,15,170,339,,,
0.0001781,18,158,338,,,
0.0001246,5,43,339,,,
0.0001249,34,306,342,,,
0.0001229,28,162,343,,,
0.0001848,31,5,343,,,
0.0001272,13,24,344,,,
0.0001238,34,330,341,,,
0.0001195,2,81,338,,,
0.0001174,35,161,338,,,
0.0001133,24,119,339,,,
0.0001137,25,4,340,,,
9.16E-05,25,111,333,,,
0.0001225,14,180,335,,,
8.48E-05,24,140,335,,,
0.0001659,22,320,335,,,
0.0001207,25,71,336,,,
0.0001336,15,105,337,,,
0.0001365,10,105,338,,,
0.0001197,28,19,340,,,
0.0001188,2,264,340,,,
9.39E-05,11,218,340,,,
8.53E-05,16,234,342,,,
9.51E-05,10,15,340,,,
8.51E-05,29,1,344,,,
8.44E-05,6,253,341,,,
8.46E-05,33,190,342,,,
0.0001202,16,282,341,,,
8.60E-05,28,129,341,,,
8.87E-05,34,288,343,,,
8.44E-05,32,149,349,,,
8.41E-05,30,23,350,,,
8.41E-05,12,208,351,,,
9.10E-05,27,42,351,,,
8.48E-05,8,25,353,,,
8.39E-05,27,176,351,,,
8.41E-05,3,269,352,,,
8.44E-05,31,154,351,,,
8.39E-05,19,174,352,,,
8.40E-05,12,128,351,,,
9.51E-05,30,167,343,,,
8.40E-05,35,22,340,,,
8.39E-05,10,102,340,,,
9.18E-05,20,132,341,,,
8.40E-05,20,5,342,,,
8.45E-05,9,183,342,,,
8.38E-05,10,282,343,,,
8.37E-05,19,235,344,,,
8.43E-05,6,66,344,,,
8.35E-05,20,107,343,,,
8.36E-05,6,158,342,,,
8.40E-05,14,239,342,,,
8.43E-05,20,273,340,,,
8.30E-05,17,304,340,,,
8.38E-05,35,77,337,,,
8.45E-05,27,95,338,,,
9.17E-05,26,239,338,,,
0.0001604,15,20,336,,,
8.56E-05,23,29,338,,,
0.0001326,18,247,338,,,
0.0001258,14,79,336,,,
0.000162,3,158,336,,,
8.61E-05,24,209,335,,,
8.53E-05,5,17,336,,,
8.43E-05,28,142,336,,,
8.39E-05,4,109,337,,,
8.54E-05,28,67,333,,,
8.35E-05,6,92,331,,,
9.60E-05,22,214,330,,,
8.41E-05,8,260,335,,,
9.16E-05,5,190,336,,,
8.38E-05,23,287,324,,,
8.50E-05,8,127,322,,,
8.41E-05,16,80,327,,,
8.42E-05,11,74,331,,,
8.44E-05,24,212,333,,,
8.39E-05,31,196,329,,,
9.10E-05,3,176,331,,,
8.40E-05,5,33,327,,,
0.000269,4,181,326,,,
8.54E-05,33,2,326,,,
8.39E-05,10,150,328,,,
8.36E-05,6,143,328,,,
8.38E-05,33,173,329,,,
8.35E-05,18,43,329,,,
8.33E-05,15,149,329,,,
8.35E-05,13,211,330,,,
8.40E-05,25,89,333,,,
8.36E-05,12,250,334,,,
0.0001571,9,306,334,,,
8.55E-05,18,275,332,,,
8.31E-05,28,212,333,,,
8.57E-05,9,226,334,,,
8.33E-05,10,67,335,,,
8.36E-05,12,281,338,,,
8.34E-05,22,125,339,,,
8.37E-05,16,193,338,,,
8.35E-05,27,213,340,,,
8.43E-05,27,225,340,,,
8.40E-05,5,266,342,,,
8.44E-05,6,112,339,,,
8.71E-05,17,1,339,,,
8.77E-05,12,293,340,,,
8.41E-05,6,165,341,,,
8.39E-05,25,205,342,,,
8.57E-05,22,2,345,,,
8.28E-05,27,28,345,,,
9.28E-05,29,329,346,,,
8.45E-05,28,99,349,,,
8.41E-05,23,138,350,,,
8.68E-05,17,86,346,,,
8.41E-05,15,89,345,,,
8.41E-05,3,165,346,,,
8.37E-05,28,230,344,,,
8.37E-05,22,103,347,,,
8.36E-05,15,31,349,,,
8.90E-05,20,177,353,,,
8.44E-05,11,47,354,,,
8.42E-05,7,248,349,,,
8.39E-05,12,307,350,,,
8.40E-05,29,242,353,,,
8.35E-05,9,269,350,,,
8.62E-05,10,174,350,,,
8.37E-05,32,175,352,,,
8.54E-05,16,179,349,,,
8.48E-05,20,1,351,,,
8.53E-05,20,188,350,,,
8.66E-05,10,83,351,,,
0.0001669,6,59,352,,,
8.44E-05,4,202,349,,,
8.43E-05,26,5,337,,,
8.42E-05,7,242,332,,,
9.13E-05,1,321,333,,,
8.41E-05,16,276,335,,,
8.37E-05,29,230,334,,,
8.46E-05,21,235,330,,,
8.39E-05,25,61,323,,,
8.83E-05,5,210,322,,,
8.58E-05,32,228,322,,,
9.44E-05,10,130,325,,,
9.07E-05,30,62,326,,,
8.47E-05,19,315,324,,,
8.52E-05,27,319,325,,,
8.40E-05,11,125,325,,,
8.58E-05,26,0,326,,,
8.53E-05,23,155,325,,,
9.35E-05,10,276,324,,,
8.35E-05,20,106,325,,,
8.35E-05,30,180,327,,,
9.06E-05,1,163,329,,,
8.61E-05,10,303,327,,,
8.40E-05,33,119,326,,,
8.42E-05,31,282,325,,,
8.41E-05,25,126,326,,,
8.36E-05,24,274,326,,,
8.31E-05,14,15,327,,,
0.0001604,29,125,327,,,
8.63E-05,35,27,328,,,
8.41E-05,33,145,328,,,
8.38E-05,20,6,326,,,
8.37E-05,13,282,326,,,
8.44E-05,3,18,327,,,
8.56E-05,30,214,327,,,
8.46E-05,1,46,321,,,
8.42E-05,7,232,322,,,
8.44E-05,22,291,323,,,
8.40E-05,17,202,325,,,
8.39E-05,26,229,326,,,
9.13E-05,32,115,327,,,
8.37E-05,12,268,328,,,
0.0001686,25,111,328,,,
8.38E-05,12,94,327,,,
8.40E-05,5,40,324,,,
8.37E-05,18,195,321,,,
8.59E-05,25,95,323,,,
8.52E-05,19,111,324,,,
8.40E-05,25,148,325,,,
8.31E-05,5,105,326,,,
8.29E-05,31,94,323,,,
8.29E-05,30,235,323,,,
8.38E-05,5,266,321,,,
8.38E-05,28,37,323,,,
8.51E-05,9,23,325,,,
8.37E-05,25,253,326,,,
9.14E-05,13,277,326,,,
8.37E-05,12,8,326,,,
8.37E-05,32,254,326,,,
8.44E-05,22,167,328,,,
8.39E-05,32,147,330,,,
8.38E-05,18,216,330,,,
8.39E-05,31,284,331,,,
8.67E-05,8,132,332,,,
8.44E-05,5,34,329,,,
8.38E-05,15,106,331,,,
8.83E-05,27,21,330,,,
8.60E-05,13,39,333,,,
8.43E-05,7,68,332,,,
8.38E-05,4,308,331,,,
8.38E-05,9,216,332,,,
8.36E-05,21,123,327,,,
0.0001401,18,114,324,,,
8.57E-05,5,278,323,,,
8.54E-05,16,42,325,,,
8.46E-05,2,166,321,,,
8.49E-05,19,21,323,,,
8.47E-05,3,171,325,,,
8.78E-05,13,250,322,,,
8.89E-05,30,178,322,,,
8.93E-05,8,5,321,,,
8.41E-05,24,218,321,,,
8.40E-05,12,92,321,,,
8.40E-05,32,43,320,,,
8.39E-05,4,153,320,,,
8.44E-05,13,72,321,,,
8.41E-05,4,286,322,,,
8.45E-05,3,269,321,,,
8.38E-05,34,20,321,,,
8.40E-05,11,135,323,,,
8.38E-05,25,271,326,,,
8.44E-05,30,157,323,,,
8.75E-05,15,66,325,,,
8.43E-05,9,72,327,,,
8.41E-05,16,93,326,,,
8.37E-05,1,246,327,,,
8.42E-05,33,96,327,,,
8.84E-05,8,275,327,,,
8.45E-05,15,323,328,,,
8.91E-05,9,284,332,,,
8.45E-05,4,276,339,,,
9.15E-05,12,53,337,,,
8.39E-05,20,263,337,,,
8.38E-05,31,212,339,,,
8.37E-05,22,123,339,,,
8.40E-05,32,174,340,,,
8.45E-05,4,40,339,,,
0.0001332,23,88,342,,,
8.42E-05,13,300,342,,,
8.47E-05,28,319,339,,,
8.37E-05,17,65,337,,,
8.42E-05,11,149,339,,,
8.42E-05,1,100,341,,,
8.39E-05,17,65,341,,,
8.39E-05,15,144,341,,,
8.38E-05,26,309,342,,,
8.43E-05,2,198,343,,,
8.38E-05,15,299,340,,,
8.36E-05,14,338,341,,,
0.0001368,33,270,340,,,
8.49E-05,3,168,340,,,
8.51E-05,32,127,341,,,
8.44E-05,30,204,342,,,
8.39E-05,9,171,344,,,
8.37E-05,2,195,345,,,
8.41E-05,33,60,345,,,
9.00E-05,29,171,347,,,
8.97E-05,26,25,346,,,
8.40E-05,7,114,347,,,
8.40E-05,1,23,342,,,
8.41E-05,3,195,343,,,
9.10E-05,7,258,344,,,
8.39E-05,31,35,345,,,
8.39E-05,8,259,337,,,
8.38E-05,5,262,335,,,
8.38E-05,7,223,334,,,
8.38E-05,18,112,337,,,
8.37E-05,8,212,338,,,
8.40E-05,27,264,338,,,
8.42E-05,35,319,339,,,
8.44E-05,1,49,336,,,
8.41E-05,11,11,337,,,
8.39E-05,27,181,341,,,
9.33E-05,26,14,341,,,
8.39E-05,6,303,341,,,
8.44E-05,34,182,343,,,
8.38E-05,1,112,346,,,
9.57E-05,27,140,347,,,
8.36E-05,13,306,348,,,
8.38E-05,22,322,351,,,
8.57E-05,5,96,352,,,
9.20E-05,26,111,352,,,
8.38E-05,14,12,352,,,
8.35E-05,34,265,353,,,
8.42E-05,19,59,353,,,
8.35E-05,29,350,352,,,
8.64E-05,17,37,353,,,
8.49E-05,30,247,354,,,
9.17E-05,35,293,353,,,
8.60E-05,17,28,354,,,
8.61E-05,24,172,354,,,
9.03E-05,33,323,355,,,
8.48E-05,1,76,349,,,
8.56E-05,26,217,345,,,
8.41E-05,13,295,344,,,
8.44E-05,18,199,334,,,
8.41E-05,9,168,335,,,
8.44E-05,22,198,334,,,
8.44E-05,7,274,332,,,
8.40E-05,8,269,333,,,
9.29E-05,18,311,337,,,
8.37E-05,12,305,338,,,
8.34E-05,11,267,337,,,
8.39E-05,24,312,339,,,
8.47E-05,7,325,337,,,
8.37E-05,26,25,334,,,
8.43E-05,7,9,335,,,
8.37E-05,32,302,336,,,
8.39E-05,4,221,336,,,
8.42E-05,19,171,338,,,
8.74E-05,27,167,337,,,
8.33E-05,1,113,336,,,
8.38E-05,14,4,334,,,
8.35E-05,32,300,334,,,
9.20E-05,15,170,334,,,
8.38E-05,32,164,332,,,
8.39E-05,33,132,332,,,
8.34E-05,16,39,329,,,
8.34E-05,17,313,328,,,
8.31E-05,26,179,327,,,
0.0001278,11,265,328,,,
8.40E-05,25,2,323,,,
8.39E-05,9,317,324,,,
9.28E-05,26,262,326,,,
8.49E-05,12,36,331,,,
8.34E-05,10,184,332,,,
8.33E-05,25,6,333,,,
8.51E-05,7,138,330,,,
0.0001136,3,192,330,,,
8.42E-05,7,288,329,,,
0.000282,35,66,330,,,
8.51E-05,25,143,332,,,
8.37E-05,21,255,333,,,
8.42E-05,34,303,334,,,
0.0001071,6,184,332,,,
0.0001218,32,247,333,,,
9.66E-05,18,254,335,,,
9.91E-05,19,133,334,,,
8.48E-05,35,34,334,,,
8.42E-05,34,6,335,,,
8.74E-05,1,234,338,,,
8.46E-05,15,244,336,,,
8.53E-05,30,274,338,,,
8.43E-05,8,137,331,,,
8.40E-05,5,144,331,,,
8.59E-05,2,4,336,,,
0.0001075,30,119,336,,,
8.48E-05,14,125,335,,,
8.46E-05,32,42,336,,,
8.43E-05,28,33,339,,,
8.39E-05,1,59,340,,,
8.40E-05,15,35,341,,,
8.39E-05,26,185,341,,,
8.40E-05,12,274,339,,,
8.41E-05,31,28,340,,,
8.37E-05,3,191,339,,,
9.73E-05,19,83,341,,,
8.43E-05,14,196,343,,,
8.38E-05,1,224,344,,,
0.000123,22,161,343,,,
8.34E-05,17,166,346,,,
8.41E-05,24,74,342,,,
9.53E-05,2,256,342,,,
0.0001617,31,124,342,,,
0.000113,34,107,344,,,
8.42E-05,26,215,344,,,
8.47E-05,16,21,345,,,
0.0001097,27,40,346,,,
8.56E-05,32,176,347,,,
8.48E-05,7,315,348,,,
8.41E-05,34,129,349,,,
8.42E-05,22,160,347,,,
9.11E-05,20,222,349,,,
8.66E-05,2,48,349,,,
0.0001288,19,52,350,,,
8.80E-05,6,104,352,,,
8.52E-05,33,307,352,,,
8.55E-05,19,35,351,,,
8.60E-05,27,241,347,,,
8.47E-05,35,67,349,,,
8.46E-05,7,161,349,,,
8.91E-05,7,177,351,,,
8.43E-05,22,194,353,,,
8.38E-05,25,245,351,,,
8.42E-05,5,203,353,,,
8.47E-05,14,248,355,,,
8.41E-05,35,233,357,,,
8.49E-05,17,311,355,,,
8.45E-05,27,207,353,,,
8.39E-05,3,66,355,,,
8.39E-05,22,348,355,,,
8.77E-05,13,81,353,,,
8.42E-05,8,155,352,,,
8.41E-05,30,128,354,,,
8.55E-05,5,338,354,,,
8.68E-05,3,215,355,,,
9.12E-05,3,285,355,,,
8.40E-05,20,13,353,,,
0.0001038,2,110,354,,,
8.63E-05,13,105,353,,,
0.0001591,19,161,354,,,
0.0002122,27,148,356,,,
8.43E-05,30,102,356,,,
9.00E-05,6,193,355,,,
9.37E-05,17,192,356,,,
8.39E-05,12,260,357,,,
8.47E-05,10,121,357,,,
8.43E-05,28,270,358,,,
0.0001171,2,100,358,,,
8.50E-05,13,97,353,,,
9.17E-05,29,214,348,,,
8.50E-05,25,231,349,,,
0.0001109,1,6,347,,,
0.0001165,1,116,344,,,
0.0001378,22,8,345,,,
8.46E-05,9,240,338,,,
9.30E-05,25,88,340,,,
8.45E-05,30,284,341,,,
8.44E-05,9,168,340,,,
9.28E-05,26,124,343,,,
0.0001102,32,2,341,,,
8.46E-05,29,11,342,,,
8.34E-05,1,231,344,,,
8.31E-05,30,312,344,,,
8.30E-05,32,166,343,,,
9.22E-05,15,139,343,,,
8.43E-05,15,310,343,,,
8.43E-05,18,309,346,,,
8.37E-05,30,273,347,,,
9.35E-05,33,8,347,,,
8.38E-05,3,186,348,,,
8.39E-05,22,168,348,,,
8.40E-05,19,56,349,,,
0.0001151,22,333,350,,,
8.45E-05,9,82,353,,,
8.48E-05,35,60,355,,,
8.43E-05,6,126,356,,,
8.37E-05,33,232,360,,,
8.35E-05,31,151,362,,,
8.33E-05,34,250,362,,,
8.82E-05,29,23,358,,,
8.40E-05,25,87,359,,,
8.40E-05,14,160,359,,,
8.37E-05,10,30,358,,,
8.60E-05,15,225,359,,,
8.42E-05,29,33,356,,,
8.42E-05,15,210,355,,,
8.37E-05,16,317,354,,,
8.48E-05,15,0,354,,,
8.43E-05,22,257,350,,,
8.45E-05,27,238,348,,,
8.60E-05,33,104,349,,,
8.55E-05,5,138,350,,,
8.36E-05,5,252,347,,,
9.45E-05,12,85,345,,,
9.10E-05,14,136,346,,,
8.41E-05,31,331,348,,,
8.79E-05,34,25,347,,,
8.40E-05,2,158,344,,,
9.16E-05,20,222,346,,,
0.0001204,18,294,349,,,
8.94E-05,17,239,350,,,
8.44E-05,19,244,347,,,
8.60E-05,5,164,347,,,
9.16E-05,15,148,348,,,
0.000101,3,104,349,,,
8.41E-05,12,49,352,,,
8.38E-05,32,120,348,,,
8.38E-05,9,150,350,,,
8.34E-05,5,47,350,,,
8.41E-05,24,249,351,,,
8.33E-05,14,140,351,,,
8.30E-05,3,276,351,,,
9.04E-05,18,80,344,,,
8.38E-05,32,153,347,,,
8.56E-05,9,288,345,,,
9.86E-05,11,288,345,,,
8.74E-05,28,188,344,,,
8.52E-05,6,318,344,,,
8.38E-05,18,262,345,,,
8.43E-05,4,65,345,,,
8.40E-05,25,145,346,,,
8.45E-05,31,9,347,,,
8.80E-05,11,157,348,,,
8.42E-05,30,13,349,,,
8.42E-05,28,261,350,,,
9.86E-05,18,333,353,,,
8.41E-05,3,318,350,,,
8.39E-05,35,37,351,,,
8.43E-05,31,43,352,,,
8.50E-05,19,218,353,,,
8.91E-05,33,58,351,,,
8.36E-05,23,52,351,,,
8.41E-05,17,271,352,,,
8.42E-05,21,121,354,,,
8.38E-05,5,330,354,,,
8.40E-05,29,262,356,,,
8.39E-05,7,51,355,,,
0.0001094,20,76,359,,,
8.75E-05,9,72,359,,,
8.35E-05,2,179,359,,,
8.35E-05,34,350,361,,,
8.78E-05,1,121,360,,,
8.35E-05,35,120,361,,,
8.39E-05,20,271,360,,,
8.39E-05,6,60,355,,,
8.58E-05,32,94,354,,,
8.36E-05,5,80,355,,,
8.36E-05,10,164,356,,,
8.59E-05,29,89,358,,,
0.0001055,4,235,354,,,
8.48E-05,8,71,356,,,
8.37E-05,15,99,357,,,
8.35E-05,6,230,357,,,
8.35E-05,13,193,356,,,
8.33E-05,20,83,355,,,
8.88E-05,11,135,357,,,
8.66E-05,19,211,363,,,
8.38E-05,18,324,364,,,
8.36E-05,28,284,366,,,
0.0001051,25,121,367,,,
0.0001148,35,282,369,,,
8.33E-05,13,36,369,,,
8.99E-05,28,227,371,,,
8.39E-05,21,74,370,,,
8.42E-05,31,308,371,,,
9.07E-05,30,198,372,,,
8.40E-05,18,134,367,,,
0.0001134,16,104,368,,,
8.44E-05,34,9,368,,,
0.0001169,14,300,369,,,
8.75E-05,30,144,369,,,
8.35E-05,34,125,363,,,
8.34E-05,30,108,364,,,
9.22E-05,24,193,360,,,
8.38E-05,26,327,360,,,
8.32E-05,12,293,361,,,
9.12E-05,6,194,362,,,
8.36E-05,27,300,360,,,
8.34E-05,13,242,363,,,
8.44E-05,23,140,364,,,
8.41E-05,35,107,363,,,
8.40E-05,3,138,363,,,
8.41E-05,21,19,361,,,
8.44E-05,23,274,359,,,
8.43E-05,18,16,360,,,
8.40E-05,31,278,361,,,
8.41E-05,35,10,359,,,
8.42E-05,32,224,360,,,
8.42E-05,34,14,359,,,
8.41E-05,18,87,363,,,
9.13E-05,32,59,363,,,
0.0001043,3,302,364,,,
8.76E-05,22,206,366,,,
8.73E-05,9,326,366,,,
8.41E-05,27,257,365,,,
8.38E-05,30,244,366,,,
8.36E-05,2,19,367,,,
8.42E-05,5,61,368,,,
9.33E-05,24,19,368,,,
8.53E-05,30,190,369,,,
8.67E-05,25,49,371,,,
8.48E-05,24,234,367,,,
8.49E-05,26,180,367,,,
0.0001237,20,343,371,,,
8.48E-05,16,217,372,,,
8.52E-05,28,357,376,,,
0.0001082,26,55,377,,,
8.74E-05,21,80,377,,,
0.0001149,34,100,376,,,
8.64E-05,2,273,376,,,
8.46E-05,7,283,375,,,
0.000107,12,139,376,,,
9.04E-05,17,288,376,,,
8.77E-05,31,9,372,,,
8.37E-05,27,289,371,,,
8.40E-05,3,187,369,,,
8.34E-05,27,238,368,,,
0.0001809,7,110,367,,,
8.46E-05,6,212,366,,,
8.40E-05,35,245,368,,,
8.39E-05,30,95,371,,,
8.42E-05,27,210,372,,,
8.57E-05,9,241,373,,,
8.43E-05,21,302,376,,,
9.21E-05,9,62,371,,,
8.46E-05,8,87,370,,,
8.42E-05,18,249,371,,,
8.38E-05,23,229,372,,,
8.38E-05,7,191,377,,,
8.39E-05,34,159,375,,,
8.36E-05,28,86,376,,,
8.39E-05,26,97,376,,,
8.40E-05,19,266,375,,,
9.17E-05,26,137,378,,,
8.38E-05,31,42,377,,,
8.48E-05,34,254,378,,,
8.57E-05,17,248,377,,,
8.46E-05,18,54,376,,,
0.000166,1,151,378,,,
8.43E-05,6,50,380,,,
8.43E-05,16,236,381,,,
8.46E-05,25,328,381,,,
9.69E-05,17,73,385,,,
8.42E-05,28,154,384,,,
8.42E-05,5,272,383,,,
8.53E-05,26,43,383,,,
8.53E-05,34,34,381,,,
8.53E-05,27,347,383,,,
0.0001301,23,21,385,,,
0.0001195,28,124,386,,,
8.60E-05,17,220,389,,,
0.0001102,3,62,391,,,
9.25E-05,26,352,392,,,
8.39E-05,4,236,389,,,
8.34E-05,1,146,385,,,
8.31E-05,26,192,386,,,
8.35E-05,17,283,387,,,
8.38E-05,1,280,386,,,
8.43E-05,29,114,385,,,
8.51E-05,17,39,390,,,
8.40E-05,7,316,391,,,
8.35E-05,14,364,392,,,
8.40E-05,8,107,394,,,
8.41E-05,11,259,396,,,
8.70E-05,32,111,394,,,
8.42E-05,28,12,390,,,
9.39E-05,30,184,384,,,
9.73E-05,34,340,382,,,
8.57E-05,9,242,384,,,
8.43E-05,17,368,383,,,
8.84E-05,10,94,384,,,
8.60E-05,8,16,384,,,
8.93E-05,8,255,384,,,
0.0001,4,107,386,,,
9.11E-05,3,270,387,,,
8.42E-05,26,178,389,,,
8.49E-05,11,266,391,,,
8.45E-05,30,389,393,,,
8.43E-05,1,13,393,,,
8.38E-05,30,278,394,,,
8.38E-05,5,72,394,,,
8.48E-05,21,122,394,,,
0.0001211,28,9,392,,,
8.92E-05,8,350,394,,,
8.37E-05,6,21,393,,,
9.20E-05,16,273,390,,,
8.42E-05,1,298,384,,,
8.36E-05,34,380,385,,,
8.39E-05,2,190,384,,,
8.44E-05,14,48,377,,,
8.39E-05,9,142,377,,,
8.37E-05,26,315,376,,,
8.39E-05,31,325,377,,,
8.38E-05,10,180,378,,,
8.40E-05,4,335,374,,,
8.47E-05,17,68,373,,,
8.34E-05,18,131,369,,,
8.38E-05,31,325,371,,,
8.32E-05,12,357,372,,,
8.34E-05,18,341,369,,,
8.47E-05,26,241,371,,,
8.91E-05,34,73,373,,,
8.60E-05,2,370,374,,,
8.49E-05,25,166,375,,,
8.43E-05,5,261,377,,,
8.53E-05,33,224,374,,,
9.16E-05,8,137,376,,,
9.11E-05,2,196,375,,,
0.0001499,35,363,368,,,
0.0001233,12,125,369,,,
8.51E-05,10,110,370,,,
8.34E-05,17,130,371,,,
8.32E-05,15,290,371,,,
9.28E-05,32,117,370,,,
8.40E-05,35,30,371,,,
8.43E-05,35,86,372,,,
8.40E-05,3,103,369,,,
9.19E-05,22,81,371,,,
8.38E-05,3,139,372,,,
8.63E-05,2,302,376,,,
8.53E-05,35,360,376,,,
8.57E-05,20,34,376,,,
8.36E-05,3,260,372,,,
8.38E-05,35,126,373,,,
0.0001199,17,329,377,,,
0.0003139,26,206,379,,,
8.42E-05,28,67,381,,,
8.54E-05,5,165,380,,,
8.39E-05,20,52,380,,,
8.46E-05,29,120,381,,,
8.38E-05,3,131,382,,,
8.38E-05,26,276,382,,,
8.69E-05,4,166,384,,,
0.0001102,12,317,381,,,
8.80E-05,29,59,382,,,
8.39E-05,9,133,378,,,
8.38E-05,33,302,376,,,
8.39E-05,34,244,380,,,
8.50E-05,5,160,381,,,
8.41E-05,19,214,381,,,
8.48E-05,29,239,377,,,
8.40E-05,30,88,378,,,
8.40E-05,10,328,380,,,
8.43E-05,17,72,373,,,
8.33E-05,28,151,372,,,
8.35E-05,27,39,373,,,
8.88E-05,9,18,374,,,
8.44E-05,26,129,372,,,
8.40E-05,9,203,373,,,
0.00032,16,31,372,,,
8.51E-05,13,173,373,,,
8.43E-05,1,345,365,,,
8.45E-05,31,93,366,,,
8.42E-05,1,252,367,,,
9.08E-05,34,182,368,,,
8.38E-05,13,252,370,,,
9.19E-05,27,310,371,,,
8.49E-05,31,51,372,,,
8.43E-05,4,121,374,,,
8.41E-05,24,9,374,,,
8.35E-05,2,139,373,,,
8.40E-05,4,193,375,,,
8.42E-05,3,216,374,,,
8.41E-05,26,89,377,,,
8.41E-05,1,106,372,,,
8.43E-05,15,315,373,,,
9.08E-05,28,7,374,,,
9.24E-05,12,327,374,,,
9.24E-05,10,9,369,,,
8.37E-05,20,319,369,,,
8.54E-05,16,197,368,,,
8.54E-05,28,122,369,,,
8.49E-05,8,306,368,,,
8.43E-05,16,181,363,,,
8.42E-05,24,216,362,,,
8.41E-05,11,111,361,,,
8.54E-05,20,90,361,,,
8.47E-05,21,330,361,,,
8.41E-05,8,90,363,,,
8.41E-05,17,156,363,,,
8.50E-05,31,330,364,,,
8.57E-05,18,210,366,,,
9.18E-05,27,104,367,,,
8.43E-05,21,39,364,,,
8.44E-05,28,171,365,,,
8.42E-05,32,209,365,,,
8.38E-05,20,133,364,,,
8.36E-05,5,38,365,,,
8.38E-05,2,276,363,,,
8.41E-05,20,20,364,,,
8.36E-05,34,326,363,,,
8.39E-05,4,352,364,,,
8.39E-05,9,242,366,,,
8.43E-05,18,166,367,,,
8.44E-05,15,42,367,,,
8.39E-05,34,23,371,,,
8.41E-05,26,281,370,,,
8.40E-05,27,241,370,,,
8.42E-05,13,75,371,,,
