cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,sum,pocet,
8.52E-05,31,0,73,,,,
0.0001706,19,0,72,,,,
8.54E-05,25,0,72,,,,
0.0001089,27,0,75,,,,
8.51E-05,4,0,69,,,,
8.44E-05,23,0,72,,,,
8.41E-05,34,0,73,,,,
8.38E-05,16,0,74,,,,
8.48E-05,11,0,74,,,,
8.42E-05,26,0,67,,,,
8.41E-05,34,0,68,,,,
8.40E-05,14,0,64,,,,
8.44E-05,33,0,63,,,,
8.37E-05,1,0,64,,,,
8.35E-05,27,0,65,,,,
8.40E-05,31,0,65,,,,
8.36E-05,20,0,63,,,,
8.38E-05,22,0,56,,,,
8.40E-05,20,0,48,,,,
8.42E-05,34,0,42,,,,
9.21E-05,26,0,42,,,,
8.56E-05,12,0,42,,,,
8.46E-05,35,0,43,,,,
8.37E-05,13,0,40,,,,
8.35E-05,27,0,39,,,,
8.35E-05,13,0,41,,,,
0.0001686,14,0,42,,,,
8.39E-05,6,0,40,,,,
8.36E-05,9,0,41,,,,
8.34E-05,28,0,42,,,,
8.38E-05,22,0,44,,,,
8.37E-05,10,0,45,,,,
8.43E-05,7,0,44,,,,
8.38E-05,3,0,45,,,,
8.41E-05,31,0,46,,,,
8.38E-05,23,0,47,,,,
8.37E-05,27,0,46,,,,
8.31E-05,19,0,46,,,,
8.35E-05,12,0,50,,,,
8.34E-05,35,0,49,,,,
8.37E-05,12,0,45,,,,
8.31E-05,1,0,46,,,,
8.31E-05,19,0,47,,,,
8.40E-05,1,0,42,,,,
8.49E-05,18,0,38,,,,
8.38E-05,20,0,39,,,,
8.38E-05,15,0,36,,,,
8.44E-05,10,0,36,,,,
8.60E-05,20,0,37,,,,
8.40E-05,28,0,34,,,,
9.08E-05,3,0,37,,,,
8.52E-05,28,0,37,,,,
8.95E-05,35,0,33,,,,
8.47E-05,2,0,34,,,,
8.66E-05,14,0,35,,,,
8.39E-05,23,0,37,,,,
8.39E-05,24,0,35,,,,
9.16E-05,1,0,35,,,,
8.38E-05,6,0,35,,,,
0.0002105,28,0,36,,,,
8.42E-05,17,0,40,,,,
8.40E-05,28,0,41,,,,
8.37E-05,13,0,40,,,,
9.17E-05,25,0,38,,,,
8.37E-05,30,0,36,,,,
8.38E-05,29,0,32,,,,
8.55E-05,9,0,33,,,,
9.09E-05,25,0,34,,,,
9.23E-05,18,0,35,,,,
8.39E-05,20,0,33,,,,
0.000107,34,0,36,,,,
8.49E-05,11,0,33,,,,
8.38E-05,1,0,34,,,,
8.34E-05,8,0,26,,,,
8.32E-05,1,0,27,,,,
8.44E-05,17,0,25,,,,
8.38E-05,19,0,27,,,,
9.09E-05,30,0,23,,,,
8.41E-05,6,0,21,,,,
8.37E-05,14,0,23,,,,
8.37E-05,30,0,24,,,,
8.41E-05,24,0,25,,,,
0.0001188,24,0,26,,,,
8.40E-05,25,0,25,,,,
8.42E-05,30,0,25,,,,
8.39E-05,15,0,26,,,,
8.45E-05,6,0,26,,,,
0.0001258,25,0,25,,,,
8.47E-05,8,0,23,,,,
8.39E-05,6,0,24,,,,
8.48E-05,23,0,23,,,,
8.36E-05,20,0,25,,,,
8.39E-05,31,0,27,,,,
8.32E-05,6,0,27,,,,
8.35E-05,18,0,28,,,,
8.99E-05,20,0,28,,,,
8.54E-05,27,0,29,,,,
8.47E-05,10,0,28,,,,
8.38E-05,24,0,19,,,,
8.67E-05,27,0,17,,,,
8.39E-05,33,0,17,,,,
8.34E-05,15,0,12,,,,
8.37E-05,35,0,9,,,,
8.54E-05,31,0,12,,,,
8.39E-05,25,0,12,,,,
8.38E-05,26,0,12,,,,
8.45E-05,22,0,13,,,,
8.54E-05,34,0,4,,,,
8.40E-05,32,0,3,,,,
8.37E-05,13,0,2,,,,
8.37E-05,8,0,3,,,,
8.39E-05,33,0,3,,,,
9.46E-05,2,0,8,,,,
8.37E-05,27,0,4,,,,
8.39E-05,12,0,5,,,,
0.000119,1,0,5,,,,
8.36E-05,26,0,5,,,,
0.0001642,10,0,11,,,,
8.32E-05,17,0,11,,,,
8.30E-05,3,0,13,,,,
8.40E-05,14,0,13,,,,
8.34E-05,6,0,10,,,,
9.01E-05,22,0,8,,,,
8.74E-05,12,0,11,,,,
8.37E-05,31,0,13,,,,
8.40E-05,26,0,15,,,,
8.45E-05,4,0,14,,,,
8.54E-05,29,0,15,,,,
9.44E-05,33,0,15,,,,
8.44E-05,16,0,16,,,,
8.39E-05,13,0,13,,,,
8.38E-05,22,0,15,,,,
8.41E-05,3,0,16,,,,
8.33E-05,28,0,8,,,,
8.34E-05,6,0,9,,,,
8.39E-05,5,0,13,,,,
9.16E-05,29,0,14,,,,
0.000111,33,0,14,,,,
8.40E-05,35,0,15,,,,
8.39E-05,4,0,17,,,,
0.0001234,7,0,17,,,,
0.0001748,1,0,14,,,,
8.35E-05,35,0,14,,,,
8.34E-05,5,0,15,,,,
8.48E-05,1,0,13,,,,
8.38E-05,11,0,17,,,,
8.39E-05,27,0,22,,,,
8.38E-05,11,0,23,,,,
0.0003882,18,0,23,,,,
0.0001804,27,0,24,,,,
8.60E-05,17,0,25,,,,
8.42E-05,3,0,24,,,,
8.39E-05,2,0,24,,,,
8.39E-05,32,0,21,,,,
8.35E-05,34,0,22,,,,
8.54E-05,8,0,23,,,,
8.45E-05,12,0,24,,,,
8.37E-05,4,0,24,,,,
8.98E-05,33,0,27,,,,
8.39E-05,14,0,31,,,,
8.45E-05,22,0,30,,,,
8.44E-05,15,0,29,,,,
8.40E-05,3,0,28,,,,
8.59E-05,22,0,26,,,,
8.48E-05,24,0,26,,,,
8.44E-05,31,0,27,,,,
9.06E-05,32,0,25,,,,
8.49E-05,20,0,26,,,,
8.54E-05,6,0,27,,,,
8.35E-05,17,0,28,,,,
8.37E-05,30,0,26,,,,
8.75E-05,12,0,27,,,,
8.97E-05,30,0,28,,,,
0.0001867,32,0,29,,,,
0.0001915,28,0,30,,,,
0.0001894,29,0,28,,,,
0.0001075,9,0,26,,,,
0.0001966,13,0,26,,,,
0.000188,34,0,27,,,,
0.0001192,13,0,26,,,,
0.0001235,8,0,28,,,,
8.57E-05,16,0,29,,,,
8.74E-05,17,0,30,,,,
8.71E-05,4,0,31,,,,
8.40E-05,23,0,33,,,,
8.42E-05,23,0,30,,,,
8.45E-05,26,0,31,,,,
8.42E-05,33,0,33,,,,
8.49E-05,25,0,33,,,,
8.46E-05,9,0,32,,,,
8.49E-05,28,0,33,,,,
8.44E-05,29,0,36,,,,
0.0001,5,0,26,,,,
8.43E-05,15,0,25,,,,
8.34E-05,18,0,26,,,,
0.0001204,20,0,29,,,,
8.39E-05,25,0,27,,,,
8.47E-05,34,0,26,,,,
8.50E-05,16,0,24,,,,
8.38E-05,21,0,25,,,,
8.37E-05,5,0,25,,,,
8.48E-05,30,0,26,,,,
8.38E-05,25,0,31,,,,
8.38E-05,12,0,31,,,,
9.31E-05,24,0,33,,,,
8.36E-05,15,0,37,,,,
8.56E-05,18,0,37,,,,
9.41E-05,3,0,35,,,,
8.36E-05,32,0,36,,,,
8.41E-05,13,0,34,,,,
8.45E-05,15,0,31,,,,
8.50E-05,22,0,31,,,,
8.53E-05,24,0,30,,,,
8.56E-05,34,0,31,,,,
8.37E-05,7,0,34,,,,
8.38E-05,22,0,35,,,,
8.35E-05,16,0,35,,,,
8.39E-05,17,0,36,,,,
8.41E-05,5,0,29,,,,
8.38E-05,2,0,30,,,,
8.58E-05,18,0,31,,,,
8.71E-05,2,0,33,,,,
8.46E-05,2,0,35,,,,
8.39E-05,3,0,35,,,,
8.41E-05,19,0,32,,,,
8.38E-05,32,0,31,,,,
8.44E-05,34,0,33,,,,
8.32E-05,31,0,33,,,,
8.33E-05,14,0,34,,,,
8.43E-05,20,0,30,,,,
9.19E-05,34,0,32,,,,
9.67E-05,23,0,34,,,,
8.68E-05,20,0,34,,,,
8.42E-05,22,0,22,,,,
8.40E-05,21,0,22,,,,
9.34E-05,4,0,23,,,,
8.39E-05,10,0,17,,,,
8.38E-05,34,0,17,,,,
0.0003204,25,0,16,,,,
8.47E-05,33,0,19,,,,
8.56E-05,32,0,15,,,,
8.35E-05,25,0,9,,,,
8.37E-05,31,0,9,,,,
8.50E-05,22,0,11,,,,
8.35E-05,34,0,15,,,,
8.40E-05,23,0,16,,,,
8.40E-05,12,0,16,,,,
8.37E-05,25,0,19,,,,
8.36E-05,31,0,24,,,,
8.44E-05,35,0,25,,,,
8.42E-05,28,0,24,,,,
8.37E-05,11,0,25,,,,
8.42E-05,24,0,27,,,,
8.42E-05,16,0,25,,,,
8.39E-05,8,0,26,,,,
8.42E-05,6,0,25,,,,
8.36E-05,11,0,26,,,,
8.35E-05,25,0,27,,,,
8.37E-05,24,0,25,,,,
8.35E-05,21,0,25,,,,
8.40E-05,20,0,27,,,,
8.37E-05,1,0,27,,,,
8.47E-05,25,0,26,,,,
8.37E-05,12,0,21,,,,
8.95E-05,22,0,18,,,,
9.27E-05,35,0,19,,,,
8.56E-05,12,0,17,,,,
9.12E-05,1,0,18,,,,
8.37E-05,29,0,19,,,,
8.37E-05,15,0,21,,,,
8.35E-05,21,0,22,,,,
8.35E-05,7,0,18,,,,
8.41E-05,22,0,19,,,,
8.34E-05,16,0,20,,,,
8.36E-05,13,0,21,,,,
9.22E-05,28,0,24,,,,
8.31E-05,27,0,22,,,,
8.29E-05,19,0,25,,,,
8.34E-05,17,0,29,,,,
8.31E-05,35,0,27,,,,
8.55E-05,29,0,28,,,,
8.41E-05,14,0,29,,,,
8.45E-05,2,0,22,,,,
8.35E-05,24,0,20,,,,
0.0001686,11,0,20,,,,
9.53E-05,4,0,19,,,,
8.90E-05,31,0,20,,,,
8.41E-05,23,0,20,,,,
8.38E-05,4,0,21,,,,
8.39E-05,7,0,22,,,,
8.39E-05,35,0,23,,,,
0.0001161,31,0,21,,,,
0.0001201,28,0,20,,,,
0.0001111,26,0,21,,,,
0.0001027,32,0,22,,,,
8.57E-05,25,0,21,,,,
8.50E-05,5,0,22,,,,
8.69E-05,7,0,25,,,,
8.71E-05,18,0,26,,,,
8.48E-05,7,0,28,,,,
0.0001098,26,0,28,,,,
8.49E-05,20,0,23,,,,
0.0001248,17,0,26,,,,
8.50E-05,12,0,26,,,,
8.44E-05,12,0,27,,,,
8.38E-05,26,0,28,,,,
8.39E-05,13,0,28,,,,
0.0001254,27,0,30,,,,
8.36E-05,7,0,33,,,,
8.46E-05,8,0,27,,,,
8.37E-05,2,0,25,,,,
0.0001347,15,0,24,,,,
8.56E-05,8,0,26,,,,
8.49E-05,14,0,27,,,,
8.43E-05,3,0,28,,,,
8.50E-05,14,0,29,,,,
8.56E-05,31,0,24,,,,
9.08E-05,18,0,25,,,,
8.38E-05,18,0,24,,,,
8.40E-05,33,0,24,,,,
8.40E-05,21,0,26,,,,
8.72E-05,31,0,25,,,,
8.48E-05,31,0,26,,,,
8.42E-05,35,0,28,,,,
8.43E-05,29,0,31,,,,
0.0001517,26,0,30,,,,
8.41E-05,12,0,30,,,,
8.47E-05,29,0,29,,,,
8.36E-05,22,0,29,,,,
8.34E-05,14,0,30,,,,
8.41E-05,6,0,31,,,,
8.34E-05,16,0,31,,,,
8.52E-05,22,0,31,,,,
8.62E-05,28,0,32,,,,
9.27E-05,13,0,33,,,,
8.43E-05,14,0,33,,,,
8.38E-05,27,0,34,,,,
8.39E-05,8,0,36,,,,
8.40E-05,3,0,37,,,,
0.0001651,31,0,37,,,,
8.46E-05,15,0,35,,,,
8.59E-05,21,0,36,,,,
8.41E-05,14,0,38,,,,
8.46E-05,7,0,38,,,,
8.37E-05,1,0,39,,,,
8.39E-05,14,0,41,,,,
8.37E-05,3,0,42,,,,
8.40E-05,35,0,40,,,,
8.38E-05,35,0,40,,,,
8.38E-05,13,0,40,,,,
0.000132,29,0,39,,,,
8.38E-05,35,0,39,,,,
9.46E-05,19,0,35,,,,
8.47E-05,29,0,37,,,,
8.32E-05,25,0,36,,,,
8.36E-05,12,0,36,,,,
8.38E-05,5,0,36,,,,
9.12E-05,1,0,37,,,,
8.37E-05,29,0,26,,,,
9.24E-05,11,0,28,,,,
8.76E-05,33,0,30,,,,
8.49E-05,2,0,29,,,,
8.47E-05,4,0,29,,,,
8.41E-05,9,0,28,,,,
8.41E-05,1,0,29,,,,
8.41E-05,15,0,32,,,,
9.07E-05,30,0,32,,,,
8.40E-05,34,0,35,,,,
8.50E-05,17,0,33,,,,
8.44E-05,27,0,35,,,,
8.36E-05,7,0,36,,,,
8.43E-05,13,0,36,,,,
8.43E-05,24,0,38,,,,
8.38E-05,3,0,36,,,,
8.39E-05,7,0,39,,,,
8.42E-05,2,0,42,,,,
8.38E-05,6,0,42,,,,
8.36E-05,5,0,42,,,,
8.36E-05,13,0,43,,,,
8.75E-05,11,0,45,,,,
8.40E-05,28,0,46,,,,
8.54E-05,31,0,37,,,,
8.40E-05,25,0,39,,,,
8.37E-05,20,0,39,,,,
8.37E-05,10,0,40,,,,
8.38E-05,14,0,41,,,,
0.0001021,35,0,41,,,,
8.41E-05,21,0,41,,,,
8.44E-05,6,0,38,,,,
8.38E-05,30,0,35,,,,
9.12E-05,12,0,32,,,,
8.40E-05,23,0,33,,,,
8.39E-05,28,0,33,,,,
8.38E-05,19,0,33,,,,
8.60E-05,5,0,36,,,,
0.0001059,25,0,35,,,,
8.35E-05,29,0,32,,,,
8.48E-05,26,0,31,,,,
8.54E-05,25,0,32,,,,
8.49E-05,26,0,30,,,,
8.42E-05,21,0,31,,,,
9.36E-05,25,0,27,,,,
8.48E-05,7,0,27,,,,
8.40E-05,24,0,26,,,,
9.15E-05,4,0,28,,,,
8.58E-05,20,0,27,,,,
8.39E-05,35,0,26,,,,
8.42E-05,26,0,29,,,,
8.40E-05,6,0,29,,,,
8.35E-05,10,0,28,,,,
8.37E-05,27,0,29,,,,
8.38E-05,21,0,31,,,,
8.43E-05,11,0,33,,,,
8.36E-05,10,0,26,,,,
8.36E-05,12,0,27,,,,
8.44E-05,5,0,27,,,,
8.50E-05,19,0,29,,,,
8.51E-05,33,0,30,,,,
8.45E-05,4,0,34,,,,
8.46E-05,26,0,35,,,,
8.42E-05,27,0,35,,,,
8.40E-05,23,0,37,,,,
8.36E-05,31,0,29,,,,
8.40E-05,25,0,30,,,,
8.43E-05,4,0,29,,,,
8.42E-05,24,0,30,,,,
9.48E-05,31,0,25,,,,
8.45E-05,6,0,26,,,,
9.08E-05,4,0,28,,,,
8.38E-05,18,0,29,,,,
8.35E-05,14,0,32,,,,
9.01E-05,17,0,33,,,,
8.42E-05,23,0,36,,,,
8.41E-05,9,0,36,,,,
9.42E-05,28,0,28,,,,
8.54E-05,15,0,29,,,,
8.52E-05,25,0,29,,,,
8.49E-05,5,0,32,,,,
0.0001219,33,0,24,,,,
8.57E-05,10,0,22,,,,
8.50E-05,21,0,16,,,,
0.0002825,23,0,15,,,,
8.68E-05,24,0,15,,,,
8.37E-05,35,0,15,,,,
8.35E-05,12,0,19,,,,
0.0001561,35,0,21,,,,
0.0001044,6,0,23,,,,
9.55E-05,12,0,24,,,,
0.0001053,28,0,25,,,,
0.0001162,19,0,27,,,,
8.37E-05,10,0,28,,,,
8.41E-05,25,0,30,,,,
8.36E-05,29,0,29,,,,
8.37E-05,19,0,29,,,,
8.47E-05,3,0,32,,,,
8.37E-05,9,0,31,,,,
8.37E-05,19,0,32,,,,
0.0001214,9,0,33,,,,
8.52E-05,35,0,35,,,,
8.38E-05,21,0,33,,,,
8.40E-05,21,0,31,,,,
8.43E-05,30,0,24,,,,
8.43E-05,28,0,20,,,,
8.39E-05,35,0,21,,,,
8.37E-05,31,0,18,,,,
8.36E-05,13,0,21,,,,
8.38E-05,26,0,22,,,,
8.42E-05,7,0,23,,,,
8.51E-05,3,0,23,,,,
8.37E-05,29,0,24,,,,
8.49E-05,20,0,24,,,,
8.47E-05,23,0,26,,,,
8.42E-05,18,0,24,,,,
8.37E-05,13,0,24,,,,
0.0001215,13,0,26,,,,
8.46E-05,29,0,26,,,,
8.37E-05,33,0,30,,,,
8.39E-05,20,0,25,,,,
8.45E-05,18,0,23,,,,
8.36E-05,9,0,24,,,,
8.70E-05,31,0,20,,,,
8.58E-05,20,0,17,,,,
8.84E-05,23,0,16,,,,
8.33E-05,30,0,17,,,,
8.35E-05,11,0,15,,,,
8.37E-05,16,0,12,,,,
8.48E-05,10,0,13,,,,
8.34E-05,9,0,14,,,,
8.36E-05,20,0,16,,,,
8.38E-05,15,0,20,,,,
8.55E-05,26,0,20,,,,
8.36E-05,35,0,18,,,,
8.39E-05,8,0,17,,,,
8.40E-05,9,0,20,,,,
8.37E-05,33,0,21,,,,
8.39E-05,19,0,21,,,,
8.40E-05,30,0,17,,,,
8.38E-05,35,0,19,,,,
8.38E-05,20,0,15,,,,
8.73E-05,19,0,15,,,,
0.0003837,14,0,17,,,,
0.0001149,5,0,18,,,,
8.74E-05,8,0,19,,,,
8.42E-05,7,0,18,,,,
8.41E-05,7,0,19,,,,
8.38E-05,34,0,19,,,,
8.58E-05,9,0,17,,,,
8.54E-05,26,0,18,,,,
0.0001428,26,0,19,,,,
8.35E-05,11,0,18,,,,
8.41E-05,3,0,19,,,,
8.37E-05,22,0,17,,,,
8.42E-05,8,0,20,,,,
8.39E-05,4,0,22,,,,
9.37E-05,20,0,21,,,,
8.34E-05,29,0,17,,,,
8.32E-05,29,0,18,,,,
8.33E-05,34,0,17,,,,
8.33E-05,29,0,17,,,,
8.60E-05,7,0,16,,,,
8.48E-05,3,0,17,,,,
8.54E-05,5,0,19,,,,
8.39E-05,2,0,20,,,,
8.38E-05,14,0,20,,,,
8.42E-05,19,0,19,,,,
8.37E-05,28,0,19,,,,
8.46E-05,17,0,17,,,,
8.38E-05,29,0,19,,,,
8.64E-05,32,0,17,,,,
8.67E-05,25,0,19,,,,
8.41E-05,31,0,20,,,,
8.36E-05,20,0,23,,,,
8.37E-05,31,0,22,,,,
8.30E-05,19,0,20,,,,
8.64E-05,34,0,21,,,,
8.34E-05,29,0,21,,,,
8.55E-05,17,0,21,,,,
8.43E-05,17,0,20,,,,
8.36E-05,22,0,18,,,,
8.40E-05,1,0,19,,,,
8.44E-05,15,0,19,,,,
8.38E-05,31,0,21,,,,
9.54E-05,14,0,15,,,,
8.38E-05,5,0,10,,,,
8.59E-05,25,0,7,,,,
8.43E-05,18,0,8,,,,
0.0001136,34,0,3,,,,
2.10E-05,5,0,1,,,,
2.29E-05,3,0,1,,,,
8.62E-05,33,0,2,,,,
8.38E-05,5,0,2,,,,
8.36E-05,24,0,4,,,,
1.88E-05,32,0,1,,,,
0.0001176,21,0,2,,,,
8.65E-05,31,0,4,,,,
8.65E-05,30,0,5,,,,
8.35E-05,3,0,7,,,,
9.10E-05,24,0,7,,,,
8.40E-05,15,0,8,,,,
8.35E-05,18,0,9,,,,
9.87E-05,35,0,4,,,,
0.0001125,27,0,6,,,,
8.44E-05,28,0,3,,,,
1.79E-05,7,0,1,,,,
1.97E-05,7,0,1,,,,
8.45E-05,17,0,2,,,,
1.71E-05,15,0,1,,,,
1.72E-05,3,0,1,,,,
1.74E-05,1,0,1,,,,
8.37E-05,23,0,4,,,,
8.53E-05,23,0,8,,,,
8.43E-05,30,0,10,,,,
8.38E-05,17,0,13,,,,
8.37E-05,26,0,14,,,,
8.32E-05,22,0,17,,,,
8.38E-05,21,0,19,,,,
8.35E-05,1,0,19,,,,
8.54E-05,20,0,18,,,,
8.32E-05,20,0,14,,,,
8.34E-05,12,0,16,,,,
8.35E-05,1,0,19,,,,
8.37E-05,6,0,12,,,,
8.36E-05,35,0,13,,,,
0.0001459,15,0,8,,,,
8.38E-05,32,0,9,,,,
8.32E-05,27,0,9,,,,
8.39E-05,4,0,8,,,,
8.35E-05,11,0,10,,,,
8.35E-05,27,0,3,,,,
8.41E-05,7,0,5,,,,
8.38E-05,28,0,3,,,,
8.66E-05,19,0,4,,,,
8.36E-05,22,0,5,,,,
8.40E-05,2,0,5,,,,
8.29E-05,11,0,4,,,,
8.30E-05,33,0,4,,,,
8.36E-05,33,0,4,,,,
8.34E-05,35,0,6,,,,
9.64E-05,27,0,8,,,,
0.0001643,30,0,8,,,,
8.38E-05,14,0,9,,,,
8.37E-05,19,0,10,,,,
8.40E-05,6,0,11,,,,
8.40E-05,7,0,13,,,,
8.37E-05,25,0,13,,,,
8.48E-05,31,0,12,,,,
8.50E-05,20,0,15,,,,
8.39E-05,4,0,15,,,,
8.44E-05,35,0,14,,,,
0.0001067,25,0,16,,,,
8.36E-05,2,0,17,,,,
8.37E-05,21,0,18,,,,
8.94E-05,2,0,20,,,,
8.39E-05,25,0,14,,,,
8.36E-05,21,0,15,,,,
8.33E-05,8,0,16,,,,
8.35E-05,27,0,16,,,,
0.000101,29,0,12,,,,
8.93E-05,21,0,13,,,,
8.74E-05,31,0,11,,,,
8.48E-05,4,0,11,,,,
8.44E-05,24,0,10,,,,
0.000146,29,0,11,,,,
8.50E-05,21,0,13,,,,
8.46E-05,25,0,7,,,,
8.37E-05,29,0,8,,,,
8.39E-05,9,0,9,,,,
8.26E-05,22,0,9,,,,
8.47E-05,4,0,5,,,,
1.73E-05,12,0,1,,,,
8.45E-05,14,0,3,,,,
8.42E-05,7,0,2,,,,
8.38E-05,2,0,5,,,,
8.44E-05,7,0,6,,,,
8.38E-05,32,0,5,,,,
8.37E-05,23,0,5,,,,
8.32E-05,23,0,5,,,,
8.41E-05,15,0,7,,,,
8.78E-05,18,0,6,,,,
8.55E-05,14,0,6,,,,
8.45E-05,12,0,7,,,,
8.60E-05,35,0,12,,,,
8.96E-05,33,0,10,,,,
8.39E-05,29,0,12,,,,
8.33E-05,8,0,10,,,,
8.40E-05,25,0,10,,,,
8.38E-05,21,0,13,,,,
8.42E-05,12,0,16,,,,
8.37E-05,2,0,15,,,,
8.39E-05,24,0,16,,,,
8.37E-05,25,0,16,,,,
8.47E-05,7,0,14,,,,
8.38E-05,19,0,13,,,,
8.37E-05,16,0,11,,,,
9.13E-05,19,0,10,,,,
0.0001397,12,0,5,,,,
9.19E-05,3,0,6,,,,
8.40E-05,28,0,10,,,,
8.62E-05,4,0,7,,,,
8.63E-05,35,0,4,,,,
8.44E-05,28,0,2,,,,
8.39E-05,31,0,2,,,,
2.24E-05,1,0,1,,,,
8.37E-05,2,0,4,,,,
8.45E-05,6,0,3,,,,
8.34E-05,7,0,2,,,,
8.47E-05,6,0,7,,,,
8.39E-05,27,0,8,,,,
8.41E-05,28,0,8,,,,
8.41E-05,3,0,9,,,,
8.39E-05,9,0,8,,,,
8.38E-05,23,0,3,,,,
8.31E-05,18,0,2,,,,
1.70E-05,7,0,1,,,,
8.64E-05,16,0,2,,,,
8.35E-05,21,0,2,,,,
4.16E-05,34,0,1,,,,
0.0001023,7,0,2,,,,
0.0001052,12,0,3,,,,
0.000102,22,0,3,,,,
0.0001061,24,0,3,,,,
0.000103,13,0,4,,,,
0.0001015,12,0,5,,,,
0.0001425,26,0,6,,,,
0.0002373,30,0,7,,,,
8.57E-05,21,0,8,,,,
8.51E-05,18,0,11,,,,
8.51E-05,11,0,15,,,,
8.52E-05,7,0,19,,,,
8.53E-05,18,0,16,,,,
8.45E-05,27,0,13,,,,
8.39E-05,5,0,14,,,,
8.45E-05,3,0,7,,,,
8.38E-05,10,0,11,,,,
8.41E-05,11,0,13,,,,
8.53E-05,10,0,11,,,,
8.45E-05,4,0,14,,,,
8.34E-05,12,0,14,,,,
8.41E-05,22,0,13,,,,
8.51E-05,6,0,14,,,,
8.40E-05,33,0,14,,,,
8.41E-05,11,0,13,,,,
8.77E-05,26,0,14,,,,
9.19E-05,13,0,15,,,,
8.39E-05,5,0,15,,,,
9.26E-05,12,0,17,,,,
8.41E-05,19,0,18,,,,
9.07E-05,25,0,18,,,,
8.41E-05,24,0,16,,,,
0.0001042,17,0,18,,,,
8.40E-05,1,0,17,,,,
8.40E-05,35,0,18,,,,
8.37E-05,23,0,18,,,,
8.66E-05,32,0,19,,,,
8.35E-05,9,0,17,,,,
8.84E-05,29,0,16,,,,
8.34E-05,29,0,16,,,,
8.38E-05,1,0,13,,,,
8.39E-05,11,0,13,,,,
8.40E-05,25,0,14,,,,
8.55E-05,7,0,13,,,,
8.40E-05,22,0,8,,,,
9.10E-05,28,0,8,,,,
8.38E-05,32,0,8,,,,
8.57E-05,24,0,9,,,,
8.41E-05,28,0,5,,,,
9.07E-05,20,0,1,,,,
1.79E-05,6,0,1,,,,
8.46E-05,32,0,2,,,,
1.78E-05,32,0,1,,,,
8.84E-05,8,0,2,,,,
0.0001199,32,0,3,,,,
8.47E-05,26,0,5,,,,
8.44E-05,14,0,6,,,,
8.59E-05,29,0,8,,,,
8.44E-05,25,0,8,,,,
8.41E-05,15,0,11,,,,
8.44E-05,20,0,12,,,,
0.0001002,24,0,13,,,,
0.0001639,31,0,14,,,,
0.0001534,14,0,14,,,,
0.0001194,17,0,15,,,,
0.0001321,35,0,16,,,,
0.0001829,8,0,15,,,,
0.0001215,25,0,16,,,,
0.0001144,30,0,12,,,,
9.53E-05,8,0,13,,,,
8.37E-05,26,0,12,,,,
8.35E-05,21,0,10,,,,
8.38E-05,15,0,6,,,,
8.37E-05,24,0,7,,,,
8.36E-05,31,0,8,,,,
8.38E-05,2,0,9,,,,
8.45E-05,7,0,8,,,,
8.33E-05,27,0,10,,,,
0.0001045,18,0,11,,,,
8.42E-05,19,0,14,,,,
8.42E-05,35,0,12,,,,
8.38E-05,28,0,13,,,,
8.39E-05,30,0,14,,,,
8.38E-05,20,0,15,,,,
0.0001181,21,0,14,,,,
8.84E-05,33,0,15,,,,
8.35E-05,22,0,15,,,,
8.37E-05,16,0,16,,,,
9.52E-05,6,0,18,,,,
8.33E-05,30,0,20,,,,
9.30E-05,2,0,19,,,,
9.11E-05,12,0,21,,,,
8.68E-05,3,0,22,,,,
8.83E-05,3,0,24,,,,
8.74E-05,26,0,23,,,,
8.38E-05,18,0,27,,,,
8.40E-05,10,0,22,,,,
8.28E-05,13,0,24,,,,
8.61E-05,16,0,25,,,,
8.44E-05,25,0,26,,,,
8.43E-05,19,0,29,,,,
8.42E-05,31,0,28,,,,
8.37E-05,1,0,28,,,,
9.33E-05,13,0,31,,,,
8.43E-05,15,0,34,,,,
8.58E-05,4,0,35,,,,
8.35E-05,28,0,36,,,,
9.25E-05,21,0,36,,,,
8.37E-05,6,0,39,,,,
8.40E-05,28,0,39,,,,
8.51E-05,4,0,42,,,,
8.43E-05,7,0,39,,,,
0.0001648,5,0,38,,,,
8.59E-05,9,0,38,,,,
8.41E-05,14,0,33,,,,
0.0001174,27,0,30,,,,
8.41E-05,32,0,30,,,,
8.40E-05,27,0,32,,,,
8.39E-05,14,0,29,,,,
8.56E-05,33,0,30,,,,
8.40E-05,7,0,24,,,,
8.38E-05,1,0,26,,,,
8.38E-05,17,0,26,,,,
8.38E-05,24,0,25,,,,
8.47E-05,26,0,25,,,,
8.40E-05,21,0,24,,,,
8.40E-05,18,0,20,,,,
8.39E-05,32,0,21,,,,
8.39E-05,33,0,22,,,,
8.38E-05,5,0,24,,,,
8.44E-05,11,0,30,,,,
8.39E-05,25,0,31,,,,
8.37E-05,18,0,31,,,,
8.36E-05,24,0,31,,,,
8.42E-05,15,0,31,,,,
8.57E-05,34,0,33,,,,
8.42E-05,10,0,33,,,,
8.36E-05,14,0,33,,,,
8.35E-05,8,0,31,,,,
0.0001476,17,0,33,,,,
0.0001443,31,0,35,,,,
8.42E-05,30,0,39,,,,
8.37E-05,27,0,38,,,,
8.38E-05,17,0,41,,,,
8.41E-05,2,0,36,,,,
8.37E-05,24,0,35,,,,
8.35E-05,23,0,34,,,,
8.37E-05,14,0,36,,,,
8.37E-05,9,0,37,,,,
