cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,sum,pocet,
8.49E-05,34,0,89,,,,
8.39E-05,34,0,90,,,,
8.46E-05,32,0,91,,,,
8.40E-05,35,0,92,,,,
8.38E-05,4,0,96,,,,
8.35E-05,19,0,95,,,,
8.43E-05,7,0,95,,,,
8.31E-05,27,0,95,,,,
8.37E-05,25,0,97,,,,
8.28E-05,15,0,98,,,,
0.000115,32,0,98,,,,
8.61E-05,30,0,99,,,,
0.0001126,13,0,102,,,,
8.40E-05,26,0,102,,,,
8.54E-05,7,0,100,,,,
8.39E-05,17,0,100,,,,
8.39E-05,28,0,100,,,,
9.09E-05,15,0,99,,,,
8.47E-05,1,0,99,,,,
8.40E-05,9,0,93,,,,
8.41E-05,21,0,89,,,,
8.42E-05,25,0,88,,,,
9.12E-05,16,0,88,,,,
8.38E-05,33,0,87,,,,
8.40E-05,13,0,88,,,,
8.63E-05,6,0,88,,,,
8.40E-05,9,0,89,,,,
8.40E-05,5,0,89,,,,
8.41E-05,5,0,88,,,,
8.38E-05,5,0,89,,,,
0.0001167,16,0,87,,,,
8.45E-05,2,0,85,,,,
8.40E-05,33,0,81,,,,
8.58E-05,14,0,82,,,,
8.53E-05,22,0,80,,,,
8.48E-05,25,0,85,,,,
8.38E-05,12,0,85,,,,
8.33E-05,26,0,80,,,,
8.32E-05,6,0,80,,,,
8.51E-05,1,0,80,,,,
8.37E-05,21,0,72,,,,
9.18E-05,22,0,73,,,,
0.0001013,5,0,75,,,,
8.92E-05,8,0,76,,,,
8.37E-05,27,0,72,,,,
8.44E-05,26,0,72,,,,
8.39E-05,33,0,66,,,,
8.41E-05,33,0,62,,,,
8.50E-05,28,0,63,,,,
8.53E-05,33,0,64,,,,
8.37E-05,3,0,66,,,,
8.41E-05,11,0,64,,,,
8.41E-05,19,0,65,,,,
8.40E-05,9,0,64,,,,
8.47E-05,22,0,66,,,,
8.37E-05,19,0,62,,,,
8.40E-05,25,0,61,,,,
8.44E-05,18,0,62,,,,
8.36E-05,34,0,62,,,,
8.42E-05,9,0,63,,,,
8.39E-05,34,0,63,,,,
8.37E-05,2,0,64,,,,
0.0001196,8,0,63,,,,
8.41E-05,33,0,61,,,,
0.000183,22,0,59,,,,
8.39E-05,15,0,55,,,,
8.40E-05,12,0,52,,,,
0.0001109,15,0,52,,,,
8.40E-05,11,0,50,,,,
8.37E-05,34,0,52,,,,
8.33E-05,29,0,49,,,,
8.37E-05,34,0,51,,,,
8.77E-05,15,0,49,,,,
8.38E-05,21,0,50,,,,
8.44E-05,19,0,48,,,,
9.06E-05,7,0,47,,,,
0.0001259,7,0,47,,,,
8.35E-05,13,0,41,,,,
8.39E-05,13,0,43,,,,
8.46E-05,5,0,47,,,,
8.54E-05,8,0,40,,,,
8.41E-05,12,0,42,,,,
8.46E-05,26,0,44,,,,
8.46E-05,21,0,45,,,,
8.45E-05,2,0,47,,,,
0.0001024,32,0,44,,,,
8.44E-05,28,0,41,,,,
8.46E-05,5,0,45,,,,
8.43E-05,1,0,44,,,,
8.47E-05,16,0,45,,,,
8.44E-05,34,0,43,,,,
9.91E-05,3,0,46,,,,
8.38E-05,25,0,45,,,,
8.41E-05,2,0,44,,,,
8.40E-05,33,0,44,,,,
8.37E-05,16,0,42,,,,
8.45E-05,22,0,42,,,,
8.46E-05,14,0,41,,,,
8.44E-05,2,0,41,,,,
8.79E-05,13,0,41,,,,
8.33E-05,32,0,40,,,,
8.35E-05,35,0,41,,,,
8.89E-05,5,0,40,,,,
8.35E-05,4,0,40,,,,
8.61E-05,26,0,35,,,,
8.40E-05,13,0,33,,,,
8.63E-05,3,0,33,,,,
8.36E-05,35,0,33,,,,
8.42E-05,22,0,33,,,,
9.18E-05,15,0,35,,,,
9.23E-05,28,0,36,,,,
8.37E-05,15,0,34,,,,
8.36E-05,28,0,35,,,,
8.38E-05,13,0,32,,,,
8.41E-05,19,0,32,,,,
8.41E-05,27,0,31,,,,
9.05E-05,21,0,32,,,,
8.42E-05,19,0,33,,,,
8.37E-05,31,0,27,,,,
0.0003069,17,0,27,,,,
8.55E-05,24,0,28,,,,
8.49E-05,28,0,29,,,,
8.57E-05,19,0,26,,,,
8.46E-05,26,0,21,,,,
8.49E-05,20,0,22,,,,
8.58E-05,28,0,22,,,,
8.47E-05,18,0,24,,,,
8.35E-05,19,0,23,,,,
8.37E-05,20,0,16,,,,
8.37E-05,27,0,16,,,,
8.56E-05,15,0,18,,,,
8.94E-05,21,0,13,,,,
8.48E-05,9,0,19,,,,
8.55E-05,31,0,18,,,,
8.47E-05,29,0,19,,,,
8.59E-05,2,0,20,,,,
8.47E-05,24,0,21,,,,
0.0001043,4,0,21,,,,
8.49E-05,19,0,21,,,,
8.43E-05,27,0,21,,,,
8.54E-05,9,0,23,,,,
0.0001885,13,0,22,,,,
8.45E-05,16,0,23,,,,
8.48E-05,29,0,25,,,,
8.48E-05,19,0,23,,,,
8.40E-05,14,0,20,,,,
8.40E-05,35,0,19,,,,
8.33E-05,1,0,17,,,,
8.34E-05,22,0,17,,,,
8.32E-05,9,0,17,,,,
8.29E-05,30,0,18,,,,
8.30E-05,31,0,19,,,,
8.33E-05,20,0,20,,,,
8.36E-05,15,0,18,,,,
8.45E-05,28,0,21,,,,
8.39E-05,11,0,24,,,,
8.40E-05,11,0,25,,,,
8.37E-05,34,0,25,,,,
8.42E-05,18,0,26,,,,
8.39E-05,14,0,27,,,,
9.30E-05,20,0,26,,,,
8.43E-05,31,0,27,,,,
9.03E-05,12,0,28,,,,
8.45E-05,30,0,29,,,,
8.39E-05,26,0,30,,,,
8.35E-05,34,0,30,,,,
9.57E-05,28,0,33,,,,
8.54E-05,2,0,35,,,,
8.37E-05,16,0,37,,,,
8.40E-05,14,0,37,,,,
8.37E-05,27,0,38,,,,
8.39E-05,15,0,39,,,,
8.35E-05,5,0,40,,,,
8.41E-05,29,0,41,,,,
8.41E-05,10,0,41,,,,
8.39E-05,8,0,41,,,,
9.88E-05,17,0,43,,,,
0.0001375,13,0,44,,,,
8.36E-05,1,0,44,,,,
8.44E-05,32,0,41,,,,
8.38E-05,1,0,43,,,,
8.39E-05,5,0,41,,,,
0.0001761,20,0,38,,,,
8.34E-05,8,0,33,,,,
8.43E-05,6,0,33,,,,
8.37E-05,5,0,33,,,,
8.44E-05,12,0,35,,,,
8.37E-05,34,0,36,,,,
8.40E-05,14,0,39,,,,
8.41E-05,10,0,40,,,,
8.40E-05,8,0,41,,,,
8.37E-05,18,0,43,,,,
8.38E-05,5,0,42,,,,
8.38E-05,27,0,39,,,,
8.35E-05,16,0,40,,,,
8.70E-05,5,0,42,,,,
8.42E-05,7,0,40,,,,
8.44E-05,33,0,41,,,,
8.39E-05,27,0,44,,,,
8.41E-05,10,0,43,,,,
8.36E-05,16,0,42,,,,
8.42E-05,19,0,43,,,,
8.34E-05,5,0,44,,,,
0.0001323,20,0,43,,,,
8.56E-05,24,0,43,,,,
9.22E-05,11,0,39,,,,
8.46E-05,19,0,40,,,,
8.38E-05,12,0,35,,,,
8.37E-05,29,0,36,,,,
8.57E-05,18,0,37,,,,
8.38E-05,23,0,37,,,,
8.64E-05,33,0,39,,,,
8.39E-05,6,0,39,,,,
8.41E-05,24,0,36,,,,
8.32E-05,24,0,35,,,,
8.38E-05,17,0,34,,,,
9.15E-05,33,0,35,,,,
8.40E-05,28,0,37,,,,
8.42E-05,9,0,36,,,,
8.40E-05,19,0,37,,,,
8.41E-05,35,0,39,,,,
8.40E-05,26,0,39,,,,
8.37E-05,24,0,37,,,,
8.42E-05,7,0,41,,,,
8.48E-05,8,0,37,,,,
8.58E-05,26,0,38,,,,
8.48E-05,28,0,37,,,,
9.09E-05,20,0,40,,,,
8.51E-05,9,0,40,,,,
0.0001248,34,0,41,,,,
8.45E-05,20,0,41,,,,
8.40E-05,20,0,40,,,,
8.43E-05,13,0,41,,,,
8.37E-05,28,0,43,,,,
8.38E-05,28,0,44,,,,
9.11E-05,3,0,44,,,,
8.39E-05,13,0,40,,,,
8.40E-05,25,0,30,,,,
8.41E-05,30,0,32,,,,
8.36E-05,30,0,33,,,,
8.49E-05,13,0,35,,,,
8.38E-05,18,0,35,,,,
8.37E-05,6,0,40,,,,
8.36E-05,35,0,43,,,,
9.14E-05,21,0,44,,,,
8.37E-05,34,0,45,,,,
8.38E-05,10,0,46,,,,
8.31E-05,3,0,42,,,,
8.38E-05,8,0,42,,,,
9.12E-05,5,0,43,,,,
8.40E-05,35,0,43,,,,
8.37E-05,34,0,43,,,,
8.40E-05,1,0,39,,,,
8.54E-05,1,0,41,,,,
8.35E-05,7,0,41,,,,
8.53E-05,15,0,45,,,,
8.34E-05,26,0,43,,,,
8.42E-05,6,0,44,,,,
8.33E-05,25,0,43,,,,
8.50E-05,33,0,42,,,,
8.40E-05,25,0,42,,,,
0.0001314,28,0,44,,,,
8.74E-05,15,0,43,,,,
8.43E-05,16,0,41,,,,
8.39E-05,18,0,42,,,,
0.000148,12,0,42,,,,
8.56E-05,33,0,40,,,,
9.33E-05,28,0,40,,,,
9.04E-05,32,0,37,,,,
8.33E-05,17,0,37,,,,
8.38E-05,31,0,38,,,,
8.39E-05,2,0,39,,,,
8.53E-05,19,0,38,,,,
8.49E-05,9,0,39,,,,
8.38E-05,33,0,40,,,,
8.40E-05,20,0,41,,,,
8.38E-05,10,0,38,,,,
8.55E-05,9,0,36,,,,
8.54E-05,32,0,37,,,,
8.99E-05,18,0,41,,,,
8.39E-05,16,0,39,,,,
8.44E-05,11,0,40,,,,
8.54E-05,29,0,36,,,,
8.67E-05,11,0,38,,,,
8.58E-05,20,0,37,,,,
8.36E-05,29,0,38,,,,
8.39E-05,27,0,38,,,,
8.37E-05,20,0,38,,,,
8.79E-05,31,0,39,,,,
8.33E-05,35,0,42,,,,
8.34E-05,34,0,44,,,,
8.31E-05,25,0,43,,,,
9.33E-05,22,0,39,,,,
8.39E-05,24,0,39,,,,
8.67E-05,32,0,41,,,,
9.06E-05,32,0,37,,,,
8.41E-05,16,0,32,,,,
8.35E-05,15,0,27,,,,
8.39E-05,21,0,24,,,,
8.41E-05,13,0,27,,,,
8.40E-05,2,0,24,,,,
8.39E-05,6,0,28,,,,
8.44E-05,30,0,15,,,,
8.39E-05,34,0,16,,,,
9.04E-05,9,0,14,,,,
8.38E-05,28,0,12,,,,
8.57E-05,20,0,12,,,,
8.37E-05,15,0,10,,,,
8.39E-05,24,0,8,,,,
8.43E-05,2,0,12,,,,
8.41E-05,35,0,13,,,,
8.44E-05,29,0,12,,,,
8.39E-05,31,0,15,,,,
8.34E-05,20,0,18,,,,
8.40E-05,11,0,16,,,,
8.47E-05,18,0,18,,,,
8.40E-05,31,0,19,,,,
9.13E-05,29,0,19,,,,
8.39E-05,3,0,21,,,,
8.44E-05,21,0,19,,,,
8.35E-05,7,0,23,,,,
8.32E-05,29,0,23,,,,
8.35E-05,29,0,24,,,,
8.67E-05,12,0,26,,,,
8.30E-05,23,0,28,,,,
0.0001459,20,0,28,,,,
0.000128,4,0,29,,,,
8.54E-05,25,0,28,,,,
8.40E-05,34,0,29,,,,
8.85E-05,17,0,26,,,,
8.37E-05,1,0,27,,,,
8.32E-05,8,0,20,,,,
8.52E-05,33,0,23,,,,
8.35E-05,25,0,20,,,,
8.35E-05,24,0,18,,,,
8.42E-05,6,0,19,,,,
8.43E-05,24,0,18,,,,
8.35E-05,8,0,21,,,,
8.35E-05,31,0,22,,,,
8.41E-05,25,0,23,,,,
8.39E-05,18,0,20,,,,
0.0001113,28,0,21,,,,
8.38E-05,7,0,21,,,,
8.44E-05,28,0,22,,,,
8.40E-05,25,0,23,,,,
8.35E-05,27,0,22,,,,
8.35E-05,10,0,25,,,,
8.44E-05,19,0,23,,,,
8.56E-05,31,0,25,,,,
9.07E-05,3,0,24,,,,
8.30E-05,16,0,21,,,,
8.41E-05,29,0,19,,,,
8.39E-05,21,0,20,,,,
8.36E-05,5,0,21,,,,
8.37E-05,35,0,22,,,,
8.37E-05,3,0,26,,,,
8.37E-05,1,0,25,,,,
8.35E-05,35,0,28,,,,
8.41E-05,2,0,29,,,,
9.15E-05,35,0,25,,,,
0.0001087,25,0,25,,,,
0.0001225,23,0,25,,,,
9.03E-05,31,0,27,,,,
8.54E-05,22,0,29,,,,
8.46E-05,16,0,31,,,,
8.55E-05,27,0,32,,,,
8.41E-05,31,0,28,,,,
8.38E-05,10,0,26,,,,
8.38E-05,3,0,26,,,,
8.44E-05,3,0,31,,,,
8.75E-05,14,0,29,,,,
8.42E-05,9,0,32,,,,
8.38E-05,27,0,31,,,,
8.39E-05,32,0,31,,,,
0.0001003,2,0,32,,,,
0.0001147,6,0,34,,,,
8.46E-05,19,0,35,,,,
8.45E-05,24,0,36,,,,
8.37E-05,3,0,37,,,,
8.43E-05,18,0,36,,,,
8.42E-05,18,0,34,,,,
8.41E-05,33,0,35,,,,
9.10E-05,28,0,37,,,,
0.000112,4,0,38,,,,
9.18E-05,9,0,39,,,,
9.43E-05,26,0,41,,,,
8.38E-05,17,0,41,,,,
8.39E-05,25,0,41,,,,
9.20E-05,33,0,44,,,,
8.45E-05,26,0,46,,,,
8.43E-05,22,0,48,,,,
8.62E-05,5,0,50,,,,
8.42E-05,29,0,53,,,,
8.39E-05,1,0,49,,,,
8.51E-05,1,0,48,,,,
8.44E-05,35,0,48,,,,
8.47E-05,35,0,48,,,,
8.38E-05,22,0,44,,,,
8.40E-05,27,0,45,,,,
8.62E-05,5,0,48,,,,
0.0001046,8,0,47,,,,
0.0001266,8,0,48,,,,
8.37E-05,23,0,48,,,,
8.46E-05,3,0,48,,,,
8.41E-05,30,0,47,,,,
8.58E-05,10,0,46,,,,
8.47E-05,28,0,45,,,,
0.0001047,22,0,45,,,,
8.45E-05,2,0,42,,,,
8.41E-05,24,0,45,,,,
8.47E-05,4,0,46,,,,
9.39E-05,9,0,45,,,,
0.0001268,32,0,45,,,,
9.26E-05,8,0,46,,,,
8.44E-05,20,0,47,,,,
8.33E-05,18,0,50,,,,
8.34E-05,22,0,51,,,,
8.38E-05,1,0,47,,,,
8.41E-05,18,0,47,,,,
8.41E-05,9,0,48,,,,
8.39E-05,15,0,47,,,,
8.37E-05,20,0,47,,,,
8.45E-05,23,0,48,,,,
9.25E-05,14,0,49,,,,
8.36E-05,21,0,48,,,,
9.09E-05,9,0,49,,,,
8.41E-05,28,0,50,,,,
8.37E-05,27,0,49,,,,
8.68E-05,30,0,48,,,,
8.37E-05,35,0,45,,,,
8.39E-05,24,0,42,,,,
8.66E-05,6,0,45,,,,
8.42E-05,30,0,48,,,,
8.36E-05,11,0,45,,,,
0.0001028,21,0,43,,,,
8.63E-05,14,0,42,,,,
8.33E-05,6,0,40,,,,
8.34E-05,9,0,41,,,,
8.48E-05,14,0,36,,,,
9.95E-05,22,0,37,,,,
8.52E-05,18,0,37,,,,
8.45E-05,23,0,35,,,,
8.47E-05,4,0,36,,,,
0.0001266,8,0,37,,,,
9.14E-05,16,0,36,,,,
8.52E-05,13,0,34,,,,
8.47E-05,24,0,37,,,,
8.44E-05,5,0,40,,,,
8.42E-05,26,0,46,,,,
8.40E-05,35,0,46,,,,
8.40E-05,32,0,46,,,,
8.39E-05,16,0,47,,,,
9.38E-05,26,0,48,,,,
8.41E-05,4,0,48,,,,
9.37E-05,20,0,49,,,,
8.41E-05,26,0,44,,,,
8.38E-05,33,0,44,,,,
8.37E-05,24,0,44,,,,
8.41E-05,6,0,46,,,,
8.36E-05,3,0,47,,,,
8.39E-05,5,0,47,,,,
8.41E-05,13,0,46,,,,
8.35E-05,26,0,50,,,,
8.47E-05,13,0,51,,,,
8.42E-05,25,0,52,,,,
8.38E-05,5,0,52,,,,
8.40E-05,8,0,53,,,,
8.32E-05,1,0,53,,,,
8.44E-05,17,0,52,,,,
8.86E-05,35,0,56,,,,
8.41E-05,8,0,58,,,,
8.47E-05,11,0,60,,,,
8.36E-05,4,0,64,,,,
8.39E-05,14,0,65,,,,
8.39E-05,35,0,68,,,,
8.34E-05,2,0,69,,,,
0.0001744,32,0,69,,,,
8.52E-05,6,0,69,,,,
0.0001249,6,0,67,,,,
8.54E-05,24,0,69,,,,
8.44E-05,16,0,69,,,,
0.0001102,1,0,68,,,,
0.0001275,16,0,67,,,,
9.44E-05,9,0,64,,,,
8.40E-05,12,0,67,,,,
0.0001056,11,0,67,,,,
8.43E-05,34,0,69,,,,
8.39E-05,3,0,70,,,,
8.36E-05,3,0,69,,,,
8.63E-05,14,0,72,,,,
8.37E-05,10,0,72,,,,
8.38E-05,31,0,73,,,,
8.37E-05,11,0,76,,,,
8.57E-05,23,0,77,,,,
8.36E-05,33,0,78,,,,
8.42E-05,15,0,80,,,,
8.39E-05,14,0,79,,,,
8.40E-05,14,0,74,,,,
8.41E-05,18,0,76,,,,
8.51E-05,23,0,77,,,,
8.36E-05,35,0,74,,,,
8.35E-05,19,0,76,,,,
8.42E-05,9,0,77,,,,
8.46E-05,9,0,73,,,,
8.38E-05,27,0,72,,,,
8.66E-05,27,0,68,,,,
8.55E-05,5,0,68,,,,
8.41E-05,22,0,67,,,,
8.39E-05,15,0,69,,,,
8.42E-05,22,0,69,,,,
8.36E-05,17,0,70,,,,
8.40E-05,35,0,59,,,,
8.86E-05,17,0,59,,,,
8.46E-05,10,0,60,,,,
8.56E-05,9,0,64,,,,
9.11E-05,33,0,63,,,,
8.40E-05,21,0,58,,,,
8.39E-05,6,0,54,,,,
8.31E-05,19,0,50,,,,
0.0001646,32,0,51,,,,
8.41E-05,13,0,48,,,,
8.34E-05,23,0,49,,,,
8.37E-05,17,0,49,,,,
8.39E-05,33,0,48,,,,
8.41E-05,6,0,38,,,,
9.16E-05,25,0,40,,,,
8.37E-05,1,0,38,,,,
8.39E-05,3,0,38,,,,
9.16E-05,34,0,40,,,,
8.31E-05,29,0,40,,,,
9.16E-05,14,0,41,,,,
8.39E-05,5,0,42,,,,
8.36E-05,4,0,42,,,,
9.11E-05,32,0,44,,,,
8.38E-05,11,0,41,,,,
8.40E-05,33,0,42,,,,
8.65E-05,25,0,43,,,,
8.42E-05,2,0,45,,,,
8.35E-05,13,0,45,,,,
8.44E-05,13,0,47,,,,
8.28E-05,16,0,44,,,,
8.41E-05,17,0,47,,,,
8.38E-05,5,0,47,,,,
8.43E-05,6,0,50,,,,
8.34E-05,27,0,50,,,,
8.57E-05,7,0,50,,,,
8.42E-05,2,0,51,,,,
8.39E-05,28,0,50,,,,
8.54E-05,28,0,49,,,,
8.40E-05,15,0,48,,,,
8.37E-05,4,0,49,,,,
8.43E-05,32,0,49,,,,
8.40E-05,24,0,48,,,,
9.07E-05,29,0,46,,,,
8.39E-05,29,0,49,,,,
8.36E-05,10,0,45,,,,
8.65E-05,24,0,48,,,,
8.47E-05,26,0,49,,,,
8.38E-05,11,0,50,,,,
8.38E-05,24,0,49,,,,
8.48E-05,18,0,47,,,,
8.40E-05,28,0,49,,,,
8.43E-05,1,0,50,,,,
8.40E-05,3,0,48,,,,
8.42E-05,6,0,49,,,,
8.50E-05,28,0,50,,,,
0.000157,25,0,50,,,,
8.62E-05,11,0,48,,,,
9.42E-05,13,0,48,,,,
9.23E-05,14,0,49,,,,
8.51E-05,5,0,50,,,,
8.38E-05,11,0,51,,,,
9.16E-05,30,0,53,,,,
8.42E-05,23,0,54,,,,
8.40E-05,28,0,55,,,,
8.37E-05,14,0,57,,,,
8.57E-05,4,0,56,,,,
8.42E-05,17,0,50,,,,
8.65E-05,29,0,51,,,,
8.53E-05,1,0,50,,,,
8.37E-05,7,0,49,,,,
8.38E-05,21,0,50,,,,
8.33E-05,31,0,49,,,,
8.36E-05,25,0,49,,,,
8.53E-05,27,0,47,,,,
8.41E-05,18,0,47,,,,
8.38E-05,19,0,49,,,,
8.58E-05,9,0,47,,,,
8.46E-05,18,0,46,,,,
8.41E-05,13,0,45,,,,
8.39E-05,17,0,46,,,,
8.34E-05,29,0,51,,,,
8.36E-05,29,0,52,,,,
8.34E-05,15,0,51,,,,
8.46E-05,30,0,48,,,,
8.37E-05,26,0,48,,,,
0.0001142,12,0,48,,,,
8.55E-05,23,0,48,,,,
8.41E-05,15,0,49,,,,
8.44E-05,18,0,50,,,,
8.42E-05,4,0,51,,,,
8.42E-05,11,0,52,,,,
8.36E-05,19,0,51,,,,
8.63E-05,1,0,53,,,,
8.39E-05,32,0,54,,,,
8.40E-05,24,0,54,,,,
8.75E-05,11,0,54,,,,
8.51E-05,30,0,55,,,,
8.41E-05,28,0,51,,,,
8.43E-05,26,0,51,,,,
8.38E-05,20,0,56,,,,
8.43E-05,15,0,52,,,,
8.37E-05,32,0,53,,,,
8.37E-05,23,0,53,,,,
8.42E-05,7,0,54,,,,
8.36E-05,2,0,51,,,,
8.38E-05,19,0,51,,,,
9.05E-05,25,0,54,,,,
8.39E-05,10,0,55,,,,
8.57E-05,23,0,54,,,,
8.50E-05,34,0,51,,,,
8.38E-05,7,0,51,,,,
8.39E-05,23,0,52,,,,
8.39E-05,17,0,53,,,,
8.37E-05,17,0,54,,,,
8.38E-05,2,0,54,,,,
8.55E-05,5,0,52,,,,
8.38E-05,31,0,53,,,,
0.0001186,20,0,54,,,,
0.0001827,18,0,55,,,,
8.38E-05,15,0,53,,,,
8.36E-05,6,0,54,,,,
8.53E-05,23,0,58,,,,
8.34E-05,26,0,56,,,,
8.29E-05,23,0,57,,,,
8.30E-05,6,0,57,,,,
8.30E-05,30,0,56,,,,
8.32E-05,26,0,57,,,,
8.33E-05,32,0,60,,,,
8.31E-05,29,0,60,,,,
8.48E-05,26,0,61,,,,
8.44E-05,21,0,62,,,,
8.36E-05,31,0,66,,,,
8.42E-05,17,0,67,,,,
8.44E-05,24,0,68,,,,
8.37E-05,16,0,72,,,,
8.42E-05,5,0,71,,,,
9.04E-05,5,0,72,,,,
8.66E-05,16,0,73,,,,
8.37E-05,6,0,74,,,,
8.38E-05,31,0,76,,,,
8.39E-05,12,0,78,,,,
8.37E-05,18,0,75,,,,
8.41E-05,11,0,71,,,,
8.34E-05,10,0,72,,,,
8.43E-05,25,0,78,,,,
8.45E-05,18,0,78,,,,
0.0001183,16,0,81,,,,
8.52E-05,2,0,85,,,,
8.54E-05,28,0,86,,,,
0.000161,1,0,85,,,,
0.0001291,19,0,87,,,,
0.0001073,9,0,88,,,,
0.0001354,27,0,83,,,,
8.50E-05,11,0,81,,,,
0.0001215,34,0,82,,,,
8.52E-05,4,0,82,,,,
8.35E-05,13,0,82,,,,
8.40E-05,11,0,84,,,,
8.39E-05,26,0,89,,,,
8.33E-05,34,0,89,,,,
8.34E-05,25,0,90,,,,
8.36E-05,31,0,91,,,,
8.56E-05,16,0,90,,,,
8.45E-05,33,0,91,,,,
8.56E-05,11,0,87,,,,
8.45E-05,26,0,88,,,,
0.0001254,14,0,86,,,,
8.43E-05,11,0,79,,,,
8.63E-05,34,0,80,,,,
8.51E-05,1,0,81,,,,
8.40E-05,27,0,83,,,,
8.41E-05,34,0,85,,,,
8.52E-05,22,0,90,,,,
8.55E-05,13,0,91,,,,
8.52E-05,20,0,92,,,,
8.84E-05,27,0,93,,,,
0.000112,9,0,93,,,,
8.46E-05,16,0,94,,,,
8.39E-05,33,0,90,,,,
8.39E-05,27,0,91,,,,
8.38E-05,32,0,91,,,,
0.0002405,5,0,93,,,,
8.61E-05,23,0,93,,,,
9.30E-05,32,0,93,,,,
8.93E-05,34,0,92,,,,
9.02E-05,15,0,92,,,,
8.40E-05,1,0,92,,,,
8.42E-05,8,0,93,,,,
8.69E-05,2,0,94,,,,
8.55E-05,15,0,95,,,,
8.43E-05,11,0,93,,,,
8.36E-05,18,0,92,,,,
8.40E-05,28,0,89,,,,
8.37E-05,32,0,89,,,,
8.39E-05,30,0,86,,,,
8.37E-05,5,0,88,,,,
8.37E-05,35,0,88,,,,
8.42E-05,6,0,83,,,,
8.39E-05,35,0,84,,,,
8.39E-05,10,0,84,,,,
8.45E-05,11,0,87,,,,
8.39E-05,20,0,84,,,,
8.38E-05,1,0,86,,,,
8.36E-05,29,0,84,,,,
0.0001267,9,0,75,,,,
0.0001181,27,0,76,,,,
0.0001115,14,0,77,,,,
0.0001145,17,0,79,,,,
8.42E-05,23,0,72,,,,
8.44E-05,34,0,67,,,,
0.0001022,18,0,68,,,,
9.02E-05,6,0,67,,,,
8.51E-05,1,0,67,,,,
8.49E-05,23,0,68,,,,
0.0001061,12,0,71,,,,
8.43E-05,4,0,68,,,,
8.41E-05,30,0,67,,,,
8.50E-05,18,0,65,,,,
8.47E-05,35,0,66,,,,
8.79E-05,5,0,67,,,,
8.47E-05,15,0,68,,,,
8.47E-05,28,0,67,,,,
8.47E-05,30,0,63,,,,
8.89E-05,8,0,64,,,,
8.44E-05,22,0,63,,,,
0.0001405,25,0,63,,,,
8.86E-05,18,0,64,,,,
8.56E-05,31,0,64,,,,
8.60E-05,20,0,65,,,,
8.47E-05,16,0,65,,,,
8.47E-05,7,0,65,,,,
8.58E-05,13,0,70,,,,
8.52E-05,31,0,73,,,,
8.43E-05,19,0,68,,,,
8.38E-05,22,0,69,,,,
8.47E-05,34,0,70,,,,
8.85E-05,23,0,72,,,,
8.38E-05,24,0,75,,,,
8.95E-05,3,0,78,,,,
9.17E-05,24,0,78,,,,
9.56E-05,1,0,79,,,,
8.39E-05,24,0,81,,,,
8.71E-05,5,0,84,,,,
0.0003034,17,0,85,,,,
8.87E-05,27,0,86,,,,
8.33E-05,18,0,86,,,,
8.34E-05,5,0,87,,,,
8.30E-05,27,0,89,,,,
8.34E-05,14,0,90,,,,
8.46E-05,27,0,90,,,,
8.39E-05,17,0,90,,,,
8.44E-05,8,0,91,,,,
8.37E-05,15,0,93,,,,
8.59E-05,29,0,95,,,,
8.44E-05,6,0,95,,,,
8.36E-05,24,0,94,,,,
8.35E-05,27,0,93,,,,
8.94E-05,11,0,94,,,,
8.46E-05,31,0,93,,,,
8.36E-05,9,0,95,,,,
8.38E-05,8,0,95,,,,
8.53E-05,19,0,97,,,,
8.40E-05,35,0,100,,,,
8.41E-05,4,0,98,,,,
8.42E-05,28,0,97,,,,
8.41E-05,5,0,97,,,,
8.42E-05,21,0,96,,,,
8.40E-05,26,0,96,,,,
8.41E-05,33,0,98,,,,
8.34E-05,4,0,94,,,,
8.36E-05,9,0,96,,,,
8.40E-05,30,0,97,,,,
8.32E-05,27,0,99,,,,
8.50E-05,12,0,100,,,,
9.32E-05,22,0,101,,,,
0.0001107,12,0,102,,,,
8.38E-05,12,0,104,,,,
8.48E-05,18,0,104,,,,
8.41E-05,12,0,106,,,,
0.0001037,5,0,107,,,,
8.98E-05,5,0,105,,,,
8.42E-05,15,0,102,,,,
8.44E-05,5,0,105,,,,
8.46E-05,9,0,108,,,,
8.46E-05,19,0,107,,,,
8.45E-05,20,0,108,,,,
8.43E-05,9,0,110,,,,
8.52E-05,8,0,110,,,,
8.51E-05,26,0,112,,,,
8.51E-05,21,0,111,,,,
9.26E-05,15,0,111,,,,
8.49E-05,7,0,113,,,,
8.48E-05,33,0,114,,,,
8.48E-05,6,0,112,,,,
8.42E-05,13,0,114,,,,
8.39E-05,15,0,115,,,,
8.68E-05,34,0,113,,,,
8.85E-05,29,0,115,,,,
8.38E-05,13,0,115,,,,
8.64E-05,27,0,111,,,,
8.53E-05,26,0,112,,,,
8.48E-05,30,0,113,,,,
8.38E-05,24,0,114,,,,
8.45E-05,12,0,109,,,,
8.44E-05,31,0,111,,,,
8.40E-05,7,0,109,,,,
8.37E-05,5,0,112,,,,
8.34E-05,21,0,112,,,,
8.41E-05,30,0,111,,,,
8.41E-05,14,0,106,,,,
8.51E-05,8,0,105,,,,
8.59E-05,21,0,106,,,,
8.41E-05,1,0,106,,,,
0.0001037,23,0,108,,,,
