cas operacie,vlozene cislo,priorita,velkost frontu,,,
2.40E-06,5,941,174,,,
1.60E-06,23,6213,175,,,
3.00E-06,22,5578,176,,,
3.02E-05,34,4662,177,,,
3.70E-06,4,2455,178,,,
1.50E-06,32,6920,177,,,
2.50E-06,11,1520,178,,,
1.60E-06,48,7338,179,,,
1.50E-06,45,6291,180,,,
4.10E-06,9,2350,181,,,
1.60E-06,18,9659,182,,,
3.60E-06,2,3759,183,,,
1.70E-06,44,5658,184,,,
3.30E-06,4,1015,185,,,
2.60E-06,8,6599,186,,,
1.70E-06,8,7627,187,,,
4.00E-06,7,3817,188,,,
1.60E-06,4,9398,188,,,
1.50E-06,19,8081,187,,,
2.70E-06,15,4422,186,,,
1.50E-06,46,5715,187,,,
1.50E-06,43,7285,188,,,
1.40E-06,47,7793,189,,,
2.70E-06,43,5106,190,,,
1.50E-06,8,6605,191,,,
2.20E-06,26,1695,191,,,
1.40E-06,22,6919,192,,,
2.60E-06,39,2837,193,,,
1.60E-06,30,6959,192,,,
1.50E-06,38,7018,193,,,
2.50E-06,42,598,194,,,
1.60E-06,41,6826,195,,,
2.60E-06,40,3562,196,,,
2.70E-06,42,4604,197,,,
2.20E-06,31,2386,194,,,
2.20E-06,43,2092,194,,,
2.20E-06,8,2211,191,,,
2.60E-06,31,4385,192,,,
1.60E-06,18,7093,193,,,
2.60E-06,12,4502,194,,,
1.50E-06,7,9781,194,,,
1.50E-06,19,7355,195,,,
2.20E-06,11,1962,195,,,
1.40E-06,49,9133,195,,,
2.20E-06,47,802,193,,,
1.50E-06,21,9066,194,,,
1.50E-06,9,7100,194,,,
1.40E-06,49,6945,195,,,
2.20E-06,22,3147,196,,,
1.50E-06,10,5935,193,,,
2.20E-06,32,4286,194,,,
1.50E-06,44,7227,195,,,
2.30E-06,20,4365,196,,,
1.40E-06,33,7447,197,,,
2.20E-06,6,102,198,,,
2.60E-06,25,4952,199,,,
2.60E-06,15,801,200,,,
2.20E-06,8,648,200,,,
2.20E-06,36,361,201,,,
2.60E-06,33,1329,202,,,
1.40E-06,39,6821,203,,,
2.70E-06,35,2329,204,,,
2.50E-06,1,897,205,,,
2.60E-06,40,3487,206,,,
2.60E-06,42,2519,206,,,
2.50E-06,46,4132,207,,,
2.60E-06,18,1264,208,,,
1.50E-06,37,6937,209,,,
1.50E-06,42,8133,208,,,
2.60E-06,48,2152,209,,,
1.60E-06,41,5703,210,,,
2.30E-06,36,227,211,,,
2.50E-06,6,681,212,,,
3.60E-06,44,3104,213,,,
1.60E-06,8,9575,213,,,
1.40E-06,5,6702,213,,,
1.80E-06,2,7630,213,,,
2.70E-06,47,2315,214,,,
1.50E-06,18,8588,215,,,
2.70E-06,48,3461,215,,,
2.90E-06,44,4510,216,,,
2.60E-06,14,2045,217,,,
1.40E-06,10,9747,217,,,
1.70E-06,28,6983,218,,,
1.44E-05,48,7068,219,,,
2.40E-06,30,1423,220,,,
2.70E-06,7,3905,220,,,
3.60E-06,34,4089,221,,,
1.60E-06,24,7988,222,,,
3.50E-06,46,5308,223,,,
1.50E-06,33,7304,223,,,
2.40E-06,4,636,223,,,
1.40E-06,35,9844,224,,,
2.60E-06,42,1620,225,,,
2.60E-06,36,2320,225,,,
3.60E-06,11,3711,226,,,
1.50E-06,5,8551,227,,,
1.50E-06,33,7877,227,,,
1.60E-06,40,8986,228,,,
2.40E-06,28,2020,228,,,
2.40E-06,34,923,228,,,
1.50E-06,28,6448,229,,,
1.50E-06,19,5339,229,,,
2.60E-06,41,3434,230,,,
2.70E-06,19,3551,231,,,
1.60E-06,24,7434,231,,,
2.20E-06,37,361,229,,,
1.50E-06,14,6341,228,,,
2.20E-06,29,1771,227,,,
2.20E-06,18,371,227,,,
2.60E-06,18,2262,228,,,
1.50E-06,2,7206,229,,,
1.60E-06,39,8418,229,,,
1.50E-06,11,6133,230,,,
1.50E-06,26,8298,231,,,
2.30E-06,6,2888,231,,,
2.40E-06,8,4401,231,,,
1.60E-06,29,9632,231,,,
3.00E-06,36,4621,231,,,
2.60E-06,37,4921,232,,,
2.30E-06,4,561,232,,,
2.60E-06,44,4249,233,,,
1.60E-06,4,9994,234,,,
1.40E-06,50,5385,235,,,
2.30E-06,46,398,236,,,
2.20E-06,2,309,236,,,
1.50E-06,25,7120,234,,,
2.60E-06,1,4989,232,,,
2.20E-06,17,429,232,,,
1.50E-06,5,9861,233,,,
2.20E-06,36,585,233,,,
1.50E-06,9,9069,234,,,
1.50E-06,44,8343,235,,,
1.50E-06,33,5684,235,,,
2.20E-06,5,2975,235,,,
2.20E-06,11,2743,235,,,
1.50E-06,24,7108,236,,,
1.50E-06,37,8701,236,,,
1.50E-06,19,5736,236,,,
1.40E-06,11,7269,237,,,
4.10E-06,4,6765,238,,,
3.80E-06,26,2511,238,,,
3.30E-06,49,9361,239,,,
3.70E-06,45,1363,239,,,
3.20E-06,42,3985,240,,,
2.00E-06,2,8620,240,,,
2.40E-06,29,849,240,,,
1.60E-06,43,8287,241,,,
1.70E-06,34,7612,242,,,
2.30E-06,14,326,243,,,
1.50E-06,14,6913,244,,,
2.30E-06,50,2714,241,,,
1.60E-06,42,9313,242,,,
2.40E-06,32,1849,243,,,
2.30E-06,29,1723,244,,,
2.80E-06,27,3740,245,,,
2.70E-06,24,2067,246,,,
2.20E-06,20,964,246,,,
1.50E-06,44,6140,245,,,
1.50E-06,38,9584,245,,,
2.40E-06,37,3003,246,,,
1.50E-06,37,9017,247,,,
2.20E-06,18,1064,247,,,
2.60E-06,46,5792,248,,,
2.40E-06,29,1730,249,,,
1.70E-06,21,8993,250,,,
1.70E-06,3,7395,250,,,
2.30E-06,33,524,251,,,
2.50E-06,50,3950,252,,,
3.00E-06,13,1604,253,,,
2.70E-06,48,3951,254,,,
1.70E-06,32,9038,253,,,
1.90E-06,29,8055,254,,,
2.30E-06,28,579,255,,,
1.90E-06,27,9808,256,,,
2.13E-05,22,2544,257,,,
1.60E-06,48,8604,258,,,
2.60E-06,4,1162,259,,,
2.60E-06,13,1879,260,,,
1.50E-06,47,8478,261,,,
2.50E-06,5,2171,262,,,
2.60E-06,50,4906,263,,,
2.60E-06,21,2053,264,,,
2.60E-06,30,4425,265,,,
2.60E-06,28,3264,266,,,
1.60E-06,17,9073,267,,,
2.60E-06,7,1121,268,,,
2.40E-06,31,117,267,,,
2.50E-06,29,932,268,,,
1.50E-06,49,9378,269,,,
1.50E-06,23,8469,270,,,
3.60E-06,11,1943,271,,,
2.70E-06,37,2070,271,,,
2.60E-06,39,3976,271,,,
1.50E-06,42,8411,271,,,
1.60E-06,29,7688,270,,,
1.50E-06,25,7224,270,,,
2.60E-06,40,2059,271,,,
2.20E-06,15,5679,272,,,
3.20E-06,21,1109,271,,,
3.30E-06,8,2515,272,,,
2.30E-06,50,6115,272,,,
2.10E-06,2,8844,273,,,
4.40E-06,1,4950,272,,,
2.60E-06,27,9961,273,,,
2.20E-06,18,8518,274,,,
3.80E-06,45,4860,274,,,
2.80E-06,16,7721,275,,,
2.10E-06,26,5826,274,,,
3.90E-06,48,2007,275,,,
3.40E-06,25,2964,275,,,
3.60E-06,37,4869,275,,,
3.50E-06,21,496,275,,,
4.40E-06,2,4519,276,,,
3.70E-06,34,5065,277,,,
3.40E-06,3,3473,276,,,
2.20E-06,38,5375,276,,,
1.70E-06,18,6287,276,,,
4.00E-06,30,1284,275,,,
4.10E-06,37,2743,276,,,
2.10E-06,10,6119,277,,,
3.30E-06,50,834,276,,,
3.20E-06,33,6671,274,,,
3.00E-06,34,872,274,,,
2.30E-06,29,5794,275,,,
4.10E-06,46,1531,276,,,
4.10E-06,21,345,277,,,
2.20E-06,35,8203,277,,,
4.30E-06,21,4092,278,,,
2.80E-06,25,7468,279,,,
2.80E-06,10,3503,280,,,
1.50E-06,31,9114,280,,,
4.10E-06,21,635,281,,,
2.60E-06,46,4667,282,,,
2.60E-06,1,4371,283,,,
1.50E-06,4,7274,282,,,
2.00E-06,28,8055,283,,,
3.60E-06,4,9841,284,,,
2.70E-06,25,6101,285,,,
3.60E-06,21,1694,286,,,
3.50E-06,21,1223,287,,,
2.50E-06,23,6241,288,,,
2.40E-06,34,7943,288,,,
2.20E-06,21,5755,288,,,
3.40E-06,18,5020,286,,,
1.80E-06,50,7402,285,,,
1.50E-06,43,5308,285,,,
2.30E-06,6,3758,284,,,
1.60E-06,18,5978,284,,,
2.20E-06,4,324,285,,,
2.40E-06,38,7616,286,,,
2.50E-06,14,3361,286,,,
1.50E-06,42,6548,287,,,
2.60E-06,14,5268,288,,,
1.60E-06,9,8507,288,,,
2.30E-06,26,1914,288,,,
1.80E-06,13,5638,289,,,
1.50E-06,18,9740,290,,,
2.20E-06,2,1836,290,,,
2.10E-06,7,706,291,,,
2.10E-06,1,205,291,,,
2.20E-06,42,343,290,,,
1.50E-06,33,9181,289,,,
1.50E-06,44,6522,290,,,
2.70E-06,41,527,291,,,
2.30E-06,35,2991,291,,,
2.20E-06,43,1903,292,,,
1.50E-06,45,7067,292,,,
2.80E-06,25,5269,293,,,
2.50E-06,32,3987,294,,,
2.00E-06,43,7255,295,,,
2.10E-06,20,8009,296,,,
2.52E-05,42,8871,297,,,
2.00E-06,18,5805,297,,,
2.60E-06,19,4136,298,,,
2.30E-06,20,1515,299,,,
2.70E-06,37,4296,300,,,
2.90E-06,3,5257,299,,,
2.30E-06,29,203,299,,,
3.10E-06,45,927,300,,,
2.60E-06,41,379,301,,,
1.50E-06,13,8383,302,,,
1.40E-06,2,5596,303,,,
1.50E-06,38,9733,303,,,
1.60E-06,34,6900,304,,,
1.60E-06,44,9884,305,,,
1.60E-06,8,7890,306,,,
1.50E-06,38,9368,307,,,
1.50E-06,12,8282,307,,,
1.40E-06,25,9371,308,,,
1.50E-06,25,7042,309,,,
2.30E-06,22,887,310,,,
2.70E-06,36,2720,311,,,
2.20E-06,32,288,312,,,
1.60E-06,15,6176,311,,,
2.60E-06,17,2675,312,,,
2.50E-06,2,5079,312,,,
1.50E-06,28,7342,312,,,
2.60E-06,24,3576,313,,,
1.50E-06,43,6169,313,,,
2.20E-06,12,3702,313,,,
2.40E-06,39,5269,314,,,
2.20E-06,1,9533,314,,,
1.50E-06,26,6555,314,,,
1.50E-06,4,6037,315,,,
4.40E-06,18,5266,315,,,
2.90E-06,20,2451,316,,,
3.40E-06,26,2534,316,,,
2.40E-06,27,9087,317,,,
1.90E-06,16,9103,318,,,
3.50E-06,45,3786,317,,,
2.10E-06,47,8892,318,,,
2.60E-06,4,1007,319,,,
3.30E-06,13,2132,320,,,
2.90E-06,19,1391,319,,,
3.90E-06,25,2517,320,,,
3.20E-06,12,2,321,,,
2.20E-06,39,7547,322,,,
2.30E-06,16,9230,323,,,
3.40E-06,36,2689,324,,,
2.20E-06,18,7695,325,,,
2.70E-06,23,6890,326,,,
3.60E-06,9,228,327,,,
3.20E-06,34,2727,328,,,
2.50E-06,12,5872,329,,,
2.20E-06,33,7880,330,,,
2.10E-06,29,7780,331,,,
3.90E-06,37,6263,330,,,
4.00E-06,7,1057,331,,,
3.10E-06,19,232,331,,,
3.50E-06,21,1530,331,,,
2.20E-06,46,6864,332,,,
2.20E-06,11,9277,333,,,
4.50E-06,5,3056,331,,,
3.30E-06,6,324,332,,,
3.50E-06,10,3148,332,,,
4.00E-06,23,4963,333,,,
2.60E-06,33,7980,334,,,
3.10E-06,5,2003,335,,,
1.90E-06,24,9555,333,,,
2.10E-06,20,8064,331,,,
3.00E-06,9,734,332,,,
2.50E-06,20,6134,333,,,
3.60E-06,18,3082,330,,,
2.30E-06,24,9870,331,,,
2.20E-06,50,9821,331,,,
5.00E-06,45,4908,332,,,
3.10E-06,43,1525,333,,,
3.00E-06,6,82,334,,,
2.10E-06,22,8831,335,,,
3.20E-06,13,43,335,,,
3.50E-06,43,6161,335,,,
3.50E-06,40,2458,335,,,
2.30E-06,18,8426,332,,,
6.10E-06,3,1627,333,,,
3.10E-06,20,8009,334,,,
4.10E-06,10,4302,334,,,
3.00E-06,8,4970,334,,,
3.20E-06,17,3201,335,,,
2.70E-06,23,6561,336,,,
4.70E-06,13,1139,337,,,
3.20E-06,35,1105,338,,,
2.57E-05,13,7315,339,,,
4.20E-06,30,1997,339,,,
2.90E-06,6,8460,340,,,
3.70E-06,44,1328,341,,,
2.50E-06,34,5758,342,,,
3.10E-06,7,4736,343,,,
3.50E-06,42,2700,344,,,
3.50E-06,37,4997,345,,,
3.80E-06,36,3957,345,,,
2.20E-06,26,5964,346,,,
3.80E-06,2,311,347,,,
5.10E-06,4,3638,347,,,
3.10E-06,7,238,348,,,
3.80E-06,9,628,349,,,
3.70E-06,12,5234,350,,,
4.30E-06,33,1461,349,,,
3.30E-06,43,556,350,,,
2.60E-06,37,7458,351,,,
2.80E-06,20,265,352,,,
3.80E-06,28,2714,353,,,
4.60E-06,41,644,354,,,
2.80E-06,7,4997,355,,,
2.60E-06,40,3864,356,,,
1.60E-06,28,7237,357,,,
1.50E-06,9,5692,358,,,
2.70E-06,23,2245,358,,,
1.60E-06,27,8494,359,,,
1.40E-06,25,6007,359,,,
1.80E-06,10,8578,359,,,
1.50E-06,35,8166,360,,,
3.50E-06,30,857,360,,,
2.50E-06,12,7019,360,,,
4.10E-06,12,4834,361,,,
1.60E-06,47,5987,361,,,
3.40E-06,22,3042,362,,,
3.00E-06,21,3130,363,,,
2.60E-06,32,3464,363,,,
2.60E-06,37,3452,363,,,
2.60E-06,12,4976,363,,,
1.50E-06,26,5614,364,,,
1.40E-06,34,6290,365,,,
1.50E-06,42,6071,366,,,
2.60E-06,44,1572,366,,,
1.50E-06,18,8146,366,,,
1.70E-06,40,7463,366,,,
1.50E-06,1,9237,367,,,
2.20E-06,22,2430,367,,,
2.50E-06,20,3391,368,,,
2.60E-06,18,6441,367,,,
3.30E-06,44,1316,368,,,
3.30E-06,17,3239,369,,,
2.80E-06,50,464,370,,,
1.90E-06,4,7439,369,,,
1.70E-06,27,9072,370,,,
3.70E-06,34,5265,371,,,
2.60E-06,34,163,370,,,
2.80E-06,36,855,371,,,
3.20E-06,2,3366,372,,,
3.20E-06,31,2548,373,,,
2.20E-06,18,8802,374,,,
1.80E-06,17,7372,374,,,
2.70E-06,40,3081,374,,,
2.30E-06,49,1369,373,,,
2.70E-06,22,5291,373,,,
3.70E-06,46,1713,374,,,
2.60E-06,39,4198,375,,,
1.90E-06,32,7012,375,,,
1.50E-06,1,9523,376,,,
1.50E-06,11,8058,374,,,
1.40E-06,37,8983,372,,,
1.40E-06,42,8158,373,,,
2.40E-06,18,2291,374,,,
2.20E-06,36,850,375,,,
1.50E-06,20,6247,373,,,
2.30E-06,35,1520,374,,,
2.10E-06,42,4635,372,,,
1.60E-06,6,8892,373,,,
2.10E-06,24,1377,374,,,
1.60E-06,23,5853,375,,,
4.40E-06,41,9403,376,,,
1.50E-06,4,8295,376,,,
