cas operacie,vybrane cislo,velkost frontu,,,
1.60E-06,11,657,,,
1.70E-06,9,656,,,
1.60E-06,16,655,,,
1.70E-06,23,655,,,
1.60E-06,6,657,,,
1.70E-06,9,658,,,
1.70E-06,10,661,,,
1.60E-06,36,660,,,
1.90E-06,8,670,,,
1.70E-06,8,669,,,
1.70E-06,9,668,,,
1.60E-06,39,667,,,
1.60E-06,15,666,,,
1.70E-06,3,665,,,
1.70E-06,19,670,,,
1.60E-06,23,670,,,
1.50E-06,48,669,,,
1.60E-06,3,668,,,
1.80E-06,38,670,,,
2.50E-06,15,671,,,
2.30E-06,32,670,,,
1.80E-06,26,673,,,
1.80E-06,35,676,,,
1.80E-06,23,675,,,
1.60E-06,50,676,,,
1.60E-06,30,676,,,
