cas operacie,vybrane cislo,velkost frontu,,,,,,,
2.52E-05,2,42,,,,,0.0000289,15,92
2.50E-05,9,42,,,,,0.0000347,10,92
2.51E-05,14,41,,,,,0.0000644,12,92
2.51E-05,35,41,,,,,0.0000291,35,92
2.48E-05,33,40,,,,,0.0000305,16,92
2.50E-05,21,39,,,,,0.0000291,34,92
2.99E-05,5,39,,,,,0.0000341,20,92
2.51E-05,5,38,,,,,0.0000412,24,92
2.51E-05,27,37,,,,,0.0000558,29,92
2.50E-05,32,37,,,,,0.0000359,25,92
2.54E-05,9,37,,,,,0.0000399,33,92
2.54E-05,6,40,,,,,0.0000575,34,92
2.51E-05,12,40,,,,,0.0000567,16,92
2.52E-05,21,42,,,,,0.0000338,29,92
2.49E-05,26,41,,,,,0.0000469,31,92
2.48E-05,15,40,,,,,0.0002435,2,92
2.50E-05,29,39,,,,,0.0000557,34,92
2.98E-05,17,38,,,,,0.0000536,35,92
2.51E-05,22,37,,,,,0.0000462,14,92
2.50E-05,24,38,,,,,0.0001204,8,92
2.76E-05,24,39,,,,,0.0000294,9,92
2.71E-05,16,38,,,,,0.0000435,18,92
2.65E-05,27,48,,,,,0.000029,15,92
3.30E-05,7,48,,,,,0.0000315,22,92
2.93E-05,2,47,,,,,0.0000348,14,92
2.53E-05,5,48,,,,,0.0000295,30,92
2.84E-05,23,47,,,,,0.0000377,32,92
2.51E-05,16,46,,,,,0.0000294,10,92
2.51E-05,7,46,,,,,0.0000416,17,92
3.05E-05,15,46,,,,,0.00004,24,92
2.52E-05,15,45,,,,,0.0000286,21,92
2.51E-05,33,44,,,,,0.0000273,8,92
2.56E-05,12,43,,,,,0.0000289,4,92
2.51E-05,8,42,,,,,0.0000476,32,92
3.25E-05,12,43,,,,,0.00003,18,92
2.81E-05,33,43,,,,,0.0000277,25,92
2.51E-05,33,44,,,,,0.0000268,33,92
2.59E-05,8,47,,,,,0.0000256,12,92
2.60E-05,6,49,,,,,0.0000303,35,92
2.52E-05,10,48,,,,,0.0000263,6,92
3.39E-05,14,48,,,,,0.0000275,24,92
4.51E-05,16,48,,,,,0.0000261,14,92
4.61E-05,6,47,,,,,0.0000287,33,92
2.57E-05,18,48,,,,,0.0000252,19,92
3.55E-05,32,49,,,,,0.0000252,7,92
2.60E-05,8,49,,,,,0.0000251,31,92
2.55E-05,3,48,,,,,0.0000254,12,92
2.53E-05,18,47,,,,,0.0000331,6,92
2.55E-05,23,46,,,,,0.0000251,14,92
2.51E-05,8,47,,,,,0.0000306,32,92
2.51E-05,4,46,,,,,0.0000273,25,92
2.52E-05,34,45,,,,,0.0000313,14,92
3.94E-05,16,48,,,,,0.0000263,8,92
3.21E-05,7,47,,,,,0.0000263,24,92
2.53E-05,34,50,,,,,0.0000278,26,92
2.61E-05,1,51,,,,,0.0000265,4,92
2.54E-05,17,53,,,,,0.0000274,30,92
2.68E-05,17,53,,,,,0.0000252,28,92
2.57E-05,14,52,,,,,0.0000273,30,92
2.52E-05,23,54,,,,,0.0000252,18,92
2.56E-05,33,59,,,,,0.0000253,4,92
2.56E-05,28,61,,,,,0.000026,23,92
2.51E-05,24,60,,,,,0.0000254,7,92
2.52E-05,16,59,,,,,0.0000287,14,92
2.50E-05,7,60,,,,,0.0000252,7,92
2.50E-05,13,59,,,,,0.0000251,5,92
2.59E-05,35,58,,,,,0.0000432,2,92
2.50E-05,16,58,,,,,0.0000281,31,92
2.53E-05,33,58,,,,,0.0000261,33,92
2.54E-05,17,61,,,,,0.0000265,6,92
2.51E-05,35,61,,,,,0.0000259,11,92
2.51E-05,17,60,,,,,0.0000252,23,92
2.53E-05,21,61,,,,,0.0000256,13,92
2.51E-05,9,60,,,,,0.0000264,32,92
2.52E-05,14,59,,,,,0.0000251,2,92
2.53E-05,26,58,,,,,0.0000252,10,92
2.51E-05,18,57,,,,,0.0000252,21,92
2.55E-05,13,57,,,,,0.0000254,2,92
2.54E-05,15,56,,,,,0.0000253,20,92
2.52E-05,22,55,,,,,0.0000253,13,92
2.58E-05,10,55,,,,,0.0000256,33,92
2.58E-05,6,56,,,,,0.0000275,32,92
2.52E-05,31,55,,,,,0.0000256,27,92
2.67E-05,34,57,,,,,0.0000259,28,92
4.59E-05,1,57,,,,,0.0000252,23,92
3.56E-05,30,57,,,,,0.0000256,25,92
2.79E-05,11,57,,,,,0.0000252,19,92
4.31E-05,9,56,,,,,0.0000263,28,92
2.67E-05,25,55,,,,,0.0000254,20,92
2.65E-05,31,54,,,,,0.0000255,24,92
2.66E-05,7,53,,,,,0.0000251,22,92
2.52E-05,34,53,,,,,0.0000255,3,92
2.50E-05,5,53,,,,,0.0000272,18,92
2.49E-05,15,53,,,,,0.000026,5,92
2.51E-05,23,52,,,,,0.0000255,31,92
2.54E-05,26,51,,,,,0.0000254,4,92
2.56E-05,4,57,,,,,0.0000254,20,92
2.53E-05,28,59,,,,,0.0000251,6,92
2.74E-05,13,62,,,,,0.0000274,16,92
2.52E-05,17,61,,,,,0.000026,34,92
2.53E-05,34,62,,,,,0.0000252,3,92
2.50E-05,25,63,,,,,0.0000252,20,92
2.53E-05,6,62,,,,,0.0000252,31,92
3.26E-05,18,64,,,,,0.0000257,10,92
2.96E-05,5,63,,,,,0.0000253,30,92
2.52E-05,24,63,,,,,0.0000262,24,92
2.55E-05,1,63,,,,,0.0000255,15,92
2.52E-05,14,65,,,,,0.0001112,3,92
3.04E-05,30,65,,,,,0.0000254,26,92
4.36E-05,28,65,,,,,0.000026,18,92
2.52E-05,32,64,,,,,0.0000252,30,92
2.50E-05,35,64,,,,,0.0000302,19,93
3.51E-05,34,65,,,,,0.0000425,34,93
2.54E-05,9,66,,,,,0.0000469,12,93
2.52E-05,16,65,,,,,0.0000423,20,93
3.13E-05,4,65,,,,,0.0000325,6,93
2.56E-05,1,64,,,,,0.0000303,17,93
2.62E-05,15,63,,,,,0.0000444,4,93
2.55E-05,35,62,,,,,0.00003,15,93
2.58E-05,8,62,,,,,0.000034,21,93
2.53E-05,26,62,,,,,0.0000349,27,93
2.52E-05,5,61,,,,,0.0000421,22,93
2.50E-05,23,60,,,,,0.0000429,23,93
2.53E-05,32,60,,,,,0.0000352,30,93
2.52E-05,11,60,,,,,0.0000404,34,93
3.77E-05,29,61,,,,,0.00003,13,93
0.0002032,4,60,,,,,0.0000412,32,93
2.56E-05,5,61,,,,,0.0000365,25,93
2.53E-05,27,62,,,,,0.000037,29,93
2.52E-05,12,61,,,,,0.0000388,17,93
2.51E-05,15,60,,,,,0.0000421,11,93
2.50E-05,29,59,,,,,0.0000417,31,93
2.53E-05,6,60,,,,,0.0001759,20,93
4.26E-05,33,66,,,,,0.0000513,18,93
2.58E-05,26,66,,,,,0.0000497,9,93
2.73E-05,21,65,,,,,0.0000444,4,93
2.54E-05,5,68,,,,,0.0000585,16,93
2.51E-05,18,68,,,,,0.0000479,18,93
2.54E-05,14,71,,,,,0.0000611,24,93
2.52E-05,35,70,,,,,0.000055,3,93
2.50E-05,6,69,,,,,0.0000405,20,93
2.50E-05,28,68,,,,,0.0000422,27,93
2.51E-05,31,67,,,,,0.000036,29,93
2.49E-05,11,67,,,,,0.0001182,34,93
2.56E-05,29,69,,,,,0.0000345,6,93
2.79E-05,23,69,,,,,0.0000498,16,93
2.67E-05,8,68,,,,,0.0000538,17,93
2.53E-05,2,70,,,,,0.0000422,17,93
2.49E-05,6,69,,,,,0.0000429,33,93
3.35E-05,15,69,,,,,0.0000411,15,93
2.53E-05,32,70,,,,,0.0000457,8,93
3.21E-05,6,76,,,,,0.0000344,30,93
2.52E-05,22,76,,,,,0.0000379,25,93
2.53E-05,7,75,,,,,0.0000349,6,93
2.53E-05,33,74,,,,,0.0000366,4,93
2.51E-05,30,73,,,,,0.0000298,10,93
2.52E-05,28,74,,,,,0.0000671,29,93
2.58E-05,14,74,,,,,0.0000299,31,93
2.61E-05,21,73,,,,,0.0000344,21,93
2.53E-05,22,73,,,,,0.0000269,2,93
2.51E-05,35,72,,,,,0.0000266,4,93
2.57E-05,20,72,,,,,0.0000264,15,93
2.61E-05,10,72,,,,,0.0000265,21,93
2.54E-05,27,72,,,,,0.000042,27,93
2.54E-05,18,71,,,,,0.0000518,5,93
2.52E-05,32,70,,,,,0.0000495,14,93
2.61E-05,11,76,,,,,0.0000253,17,93
2.79E-05,24,78,,,,,0.0000251,7,93
2.74E-05,3,77,,,,,0.0000257,34,93
3.28E-05,28,79,,,,,0.0000321,19,93
2.59E-05,9,78,,,,,0.0000267,3,93
2.52E-05,5,78,,,,,0.0000267,28,93
4.40E-05,18,81,,,,,0.0000379,5,93
2.63E-05,17,82,,,,,0.0000275,25,93
2.55E-05,21,81,,,,,0.0000257,20,93
2.54E-05,30,83,,,,,0.0000252,32,93
2.51E-05,2,82,,,,,0.0000253,22,93
2.68E-05,34,83,,,,,0.0000266,15,93
2.54E-05,23,85,,,,,0.0000941,10,93
2.54E-05,19,85,,,,,0.0000256,19,93
2.51E-05,21,86,,,,,0.0000269,23,93
2.61E-05,8,87,,,,,0.000033,31,93
2.52E-05,26,88,,,,,0.0000327,3,93
2.51E-05,5,87,,,,,0.0000265,8,93
4.28E-05,8,86,,,,,0.0000265,1,93
4.23E-05,26,94,,,,,0.0000254,24,93
3.49E-05,32,93,,,,,0.0000256,10,93
4.03E-05,26,95,,,,,0.0000251,15,93
2.62E-05,27,94,,,,,0.0000256,4,93
2.64E-05,15,93,,,,,0.0000252,14,93
2.78E-05,19,93,,,,,0.0000471,12,93
2.67E-05,2,97,,,,,0.0000276,24,93
2.89E-05,33,97,,,,,0.0000309,16,93
2.68E-05,16,96,,,,,0.0000338,34,93
2.66E-05,7,96,,,,,0.0000251,16,93
2.62E-05,21,96,,,,,0.000032,18,93
2.60E-05,20,96,,,,,0.0000254,20,93
2.51E-05,26,95,,,,,0.0000265,26,93
2.63E-05,34,94,,,,,0.0000251,21,93
2.54E-05,14,94,,,,,0.0000408,2,93
2.63E-05,1,93,,,,,0.0000269,25,93
3.25E-05,1,94,,,,,0.0000349,32,93
2.68E-05,20,93,,,,,0.0000264,15,93
2.64E-05,32,92,,,,,0.0000278,19,93
3.36E-05,10,91,,,,,0.0000263,1,93
2.64E-05,32,90,,,,,0.0000268,20,93
2.64E-05,16,89,,,,,0.0000258,8,93
2.64E-05,24,88,,,,,0.0000259,33,93
2.58E-05,15,89,,,,,0.0000251,35,93
2.50E-05,16,88,,,,,0.0000251,26,93
2.62E-05,14,87,,,,,0.0000336,11,93
2.61E-05,16,86,,,,,0.0000266,32,93
2.60E-05,16,85,,,,,0.0000255,2,93
2.74E-05,4,86,,,,,0.0000255,1,93
2.57E-05,27,88,,,,,0.0000255,6,93
2.74E-05,29,90,,,,,0.0000269,22,93
2.49E-05,28,90,,,,,0.0000279,23,93
2.50E-05,19,89,,,,,0.000025,3,93
2.52E-05,15,88,,,,,0.0000258,23,93
2.51E-05,8,87,,,,,0.0000252,33,93
2.52E-05,16,88,,,,,0.0000261,10,93
3.32E-05,10,88,,,,,0.0000252,18,93
2.70E-05,8,87,,,,,0.0000256,6,93
2.53E-05,5,87,,,,,0.0000254,16,93
2.56E-05,25,86,,,,,0.0000254,27,93
2.52E-05,28,85,,,,,0.0000392,7,94
3.20E-05,1,87,,,,,0.0000395,9,94
2.58E-05,33,90,,,,,0.0000399,23,94
2.51E-05,2,92,,,,,0.0000445,7,94
2.58E-05,8,93,,,,,0.0000362,2,94
2.52E-05,10,92,,,,,0.0000316,14,94
2.59E-05,33,93,,,,,0.0000336,7,94
2.52E-05,21,92,,,,,0.0000343,33,94
2.54E-05,2,92,,,,,0.0000344,16,94
2.54E-05,28,91,,,,,0.0000462,2,94
2.53E-05,29,90,,,,,0.0002777,5,94
2.51E-05,29,89,,,,,0.0000293,11,94
2.50E-05,2,88,,,,,0.0000418,7,94
2.52E-05,32,87,,,,,0.0000402,12,94
2.55E-05,5,88,,,,,0.0000403,30,94
2.61E-05,11,89,,,,,0.0000293,8,94
2.57E-05,32,91,,,,,0.0000462,6,94
2.56E-05,35,95,,,,,0.0000391,21,94
3.24E-05,13,95,,,,,0.0000958,35,94
6.74E-05,12,97,,,,,0.0001041,34,94
3.96E-05,35,96,,,,,0.0000418,3,94
2.54E-05,21,96,,,,,0.0001049,27,94
2.84E-05,14,97,,,,,0.0000358,16,94
2.52E-05,3,97,,,,,0.0000461,4,94
2.54E-05,17,96,,,,,0.000041,25,94
2.51E-05,19,95,,,,,0.0000594,32,94
2.52E-05,27,94,,,,,0.0000423,31,94
2.53E-05,33,94,,,,,0.0000548,22,94
2.51E-05,35,93,,,,,0.0000539,31,94
2.53E-05,20,92,,,,,0.0000426,3,94
2.51E-05,2,91,,,,,0.0001814,18,94
2.52E-05,30,90,,,,,0.0000496,2,94
4.81E-05,9,97,,,,,0.0000322,26,94
2.55E-05,12,98,,,,,0.0000503,7,94
2.53E-05,31,98,,,,,0.0000374,27,94
2.51E-05,3,98,,,,,0.0000411,33,94
2.53E-05,6,98,,,,,0.0000433,33,94
2.56E-05,34,100,,,,,0.0000417,13,94
2.58E-05,13,100,,,,,0.0000265,26,94
2.50E-05,11,100,,,,,0.0000273,24,94
2.51E-05,15,99,,,,,0.000048,17,94
3.20E-05,22,105,,,,,0.0000272,19,94
2.56E-05,7,107,,,,,0.0000265,5,94
2.53E-05,29,106,,,,,0.0000476,26,94
2.62E-05,19,109,,,,,0.0000396,11,94
2.62E-05,17,111,,,,,0.0000255,26,94
2.55E-05,15,110,,,,,0.0000253,31,94
2.61E-05,17,111,,,,,0.0000508,35,94
3.29E-05,5,115,,,,,0.0000263,29,94
2.83E-05,25,114,,,,,0.000036,8,94
2.54E-05,11,114,,,,,0.0000265,25,94
2.52E-05,20,113,,,,,0.0000263,18,94
2.53E-05,24,113,,,,,0.0000282,5,94
2.68E-05,22,114,,,,,0.0000253,14,94
2.53E-05,3,113,,,,,0.0000253,27,94
2.56E-05,29,116,,,,,0.0000306,10,94
2.55E-05,4,116,,,,,0.0000259,19,94
2.53E-05,24,115,,,,,0.0000397,16,94
2.60E-05,26,116,,,,,0.0000266,21,94
2.51E-05,5,116,,,,,0.0000258,22,94
2.53E-05,16,115,,,,,0.0000257,27,94
2.51E-05,31,114,,,,,0.0000268,11,94
2.52E-05,3,114,,,,,0.0000251,35,94
3.08E-05,2,114,,,,,0.0000251,17,94
2.99E-05,25,113,,,,,0.0000248,9,94
2.64E-05,5,112,,,,,0.0000252,24,94
2.58E-05,4,111,,,,,0.000026,11,94
2.56E-05,27,110,,,,,0.0000269,7,94
2.61E-05,3,109,,,,,0.0000427,4,94
2.63E-05,1,108,,,,,0.000025,28,94
2.55E-05,26,107,,,,,0.0000266,14,94
2.52E-05,31,107,,,,,0.0000252,26,94
2.49E-05,7,107,,,,,0.0000258,30,94
2.53E-05,14,106,,,,,0.0000423,26,94
2.53E-05,9,105,,,,,0.0000262,27,94
2.52E-05,2,104,,,,,0.0000263,34,94
4.55E-05,3,105,,,,,0.0000254,14,94
3.63E-05,14,104,,,,,0.0000325,1,94
2.58E-05,19,104,,,,,0.0000252,27,94
2.57E-05,16,103,,,,,0.0000253,33,94
2.58E-05,9,102,,,,,0.0000255,26,94
3.16E-05,24,105,,,,,0.0000306,15,94
3.09E-05,7,104,,,,,0.0000265,26,94
3.09E-05,25,103,,,,,0.0000265,26,94
2.98E-05,7,102,,,,,0.0000263,13,94
3.31E-05,29,104,,,,,0.0000255,19,94
2.70E-05,7,103,,,,,0.0000253,26,94
2.66E-05,11,102,,,,,0.0000259,28,94
3.64E-05,16,102,,,,,0.0000254,17,94
2.63E-05,10,102,,,,,0.0000251,5,94
2.57E-05,10,101,,,,,0.0000297,28,95
2.53E-05,22,101,,,,,0.0000318,19,95
2.80E-05,7,100,,,,,0.0000291,15,95
2.61E-05,27,100,,,,,0.0000417,11,95
3.20E-05,19,100,,,,,0.0000379,1,95
2.71E-05,11,99,,,,,0.0000368,20,95
2.69E-05,19,98,,,,,0.0000345,20,95
2.65E-05,2,97,,,,,0.0000293,9,95
2.77E-05,25,97,,,,,0.0000297,9,95
2.64E-05,32,97,,,,,0.0000289,15,95
2.64E-05,32,96,,,,,0.000097,20,95
2.62E-05,19,95,,,,,0.0000376,32,95
2.69E-05,16,98,,,,,0.000436,5,95
3.28E-05,10,98,,,,,0.0000358,28,95
2.73E-05,34,97,,,,,0.0000467,17,95
3.23E-05,30,96,,,,,0.0000293,9,95
2.63E-05,33,97,,,,,0.0000396,16,95
2.59E-05,22,98,,,,,0.0000421,9,95
2.56E-05,17,97,,,,,0.0000418,32,95
2.53E-05,30,96,,,,,0.0000293,16,95
2.69E-05,3,96,,,,,0.0000287,10,95
2.54E-05,35,97,,,,,0.000038,20,95
2.64E-05,34,99,,,,,0.0000722,19,95
2.57E-05,9,100,,,,,0.0000428,32,95
2.60E-05,23,102,,,,,0.0000415,8,95
2.56E-05,23,101,,,,,0.0000376,23,95
2.53E-05,13,101,,,,,0.0000395,7,95
2.54E-05,8,100,,,,,0.0000594,21,95
2.53E-05,28,99,,,,,0.0000391,20,95
2.63E-05,1,103,,,,,0.0002053,11,95
3.53E-05,32,103,,,,,0.0000385,10,95
2.74E-05,28,102,,,,,0.0000402,2,95
2.64E-05,23,102,,,,,0.0000461,20,95
2.55E-05,26,101,,,,,0.0000424,30,95
2.53E-05,30,100,,,,,0.0000564,35,95
2.53E-05,17,99,,,,,0.0000292,24,95
2.57E-05,15,98,,,,,0.0000375,31,95
2.61E-05,2,98,,,,,0.0000439,21,95
2.57E-05,3,97,,,,,0.0000341,18,95
2.56E-05,1,97,,,,,0.0000263,29,95
2.56E-05,6,97,,,,,0.0000269,24,95
2.53E-05,1,97,,,,,0.0000276,16,95
2.54E-05,6,96,,,,,0.0000306,20,95
2.53E-05,3,95,,,,,0.0000327,12,95
2.56E-05,1,96,,,,,0.0000377,17,95
2.60E-05,11,100,,,,,0.0000253,4,95
2.54E-05,16,101,,,,,0.000026,25,95
2.59E-05,8,104,,,,,0.000026,4,95
2.55E-05,16,105,,,,,0.0000331,22,95
3.44E-05,17,106,,,,,0.0000265,8,95
2.74E-05,26,105,,,,,0.0000263,10,95
2.61E-05,26,106,,,,,0.000026,24,95
2.70E-05,20,105,,,,,0.0000251,18,95
2.63E-05,26,105,,,,,0.0000252,21,95
2.63E-05,18,104,,,,,0.000027,14,95
3.25E-05,21,104,,,,,0.0000252,1,95
3.21E-05,5,104,,,,,0.0000252,34,95
3.79E-05,18,104,,,,,0.000025,10,95
2.66E-05,29,103,,,,,0.0000249,31,95
2.67E-05,7,103,,,,,0.0000254,21,95
2.67E-05,23,102,,,,,0.0000281,5,95
2.66E-05,30,101,,,,,0.0000254,15,95
2.65E-05,19,100,,,,,0.0000252,9,95
3.70E-05,28,100,,,,,0.0001102,5,95
2.69E-05,33,100,,,,,0.0000257,8,95
3.15E-05,27,102,,,,,0.0000253,34,95
2.55E-05,14,102,,,,,0.0000248,13,95
2.55E-05,2,102,,,,,0.0000268,26,95
2.60E-05,18,105,,,,,0.0000279,35,95
2.54E-05,7,104,,,,,0.0000253,34,95
2.52E-05,10,103,,,,,0.0000281,2,95
2.55E-05,14,102,,,,,0.0000251,9,95
2.52E-05,2,103,,,,,0.0000252,28,95
2.69E-05,34,104,,,,,0.0000252,31,95
3.27E-05,8,104,,,,,0.0000403,26,95
2.55E-05,27,105,,,,,0.0000251,26,95
2.66E-05,15,109,,,,,0.0000256,35,95
2.57E-05,22,110,,,,,0.0000324,13,95
2.53E-05,25,109,,,,,0.0000251,19,95
2.52E-05,12,108,,,,,0.0000262,19,95
2.55E-05,34,111,,,,,0.0000253,3,95
2.59E-05,22,113,,,,,0.0000253,26,95
4.04E-05,33,112,,,,,0.0000268,13,95
2.53E-05,17,113,,,,,0.0000254,30,95
2.49E-05,24,112,,,,,0.0000254,33,95
2.49E-05,27,113,,,,,0.0000262,8,95
2.51E-05,9,112,,,,,0.0000409,26,95
2.57E-05,9,114,,,,,0.0000283,23,95
2.52E-05,31,113,,,,,0.000027,22,95
2.54E-05,31,113,,,,,0.0000263,4,95
2.52E-05,20,112,,,,,0.0000251,25,95
2.52E-05,4,112,,,,,0.0000252,18,95
2.54E-05,26,111,,,,,0.0000254,10,95
3.66E-05,13,112,,,,,0.0000254,22,95
2.55E-05,19,112,,,,,0.0000251,19,95
2.51E-05,16,114,,,,,0.0000277,5,95
2.51E-05,7,113,,,,,0.0000279,20,95
2.50E-05,14,112,,,,,0.0000294,35,96
2.55E-05,5,114,,,,,0.0000378,5,96
2.54E-05,17,113,,,,,0.0000311,18,96
2.54E-05,2,113,,,,,0.0000415,27,96
2.54E-05,8,112,,,,,0.0000299,13,96
3.21E-05,15,112,,,,,0.0000288,6,96
2.55E-05,2,112,,,,,0.0000297,35,96
2.52E-05,15,111,,,,,0.0000298,22,96
2.57E-05,15,112,,,,,0.0000344,5,96
2.79E-05,21,112,,,,,0.0000388,34,96
2.60E-05,20,115,,,,,0.0000292,34,96
3.82E-05,17,116,,,,,0.0000294,8,96
5.61E-05,26,115,,,,,0.000034,21,96
2.83E-05,8,115,,,,,0.0000289,31,96
2.56E-05,6,117,,,,,0.0000294,20,96
3.30E-05,32,117,,,,,0.0000339,34,96
2.58E-05,18,119,,,,,0.0000298,11,96
2.57E-05,30,120,,,,,0.0000966,21,96
2.53E-05,34,120,,,,,0.0000416,25,96
2.50E-05,2,120,,,,,0.0003402,10,96
3.24E-05,30,121,,,,,0.0000336,14,96
2.60E-05,7,120,,,,,0.0000387,29,96
2.67E-05,22,119,,,,,0.0000403,30,96
2.54E-05,33,121,,,,,0.0000307,30,96
2.53E-05,11,120,,,,,0.0000291,29,96
2.56E-05,21,120,,,,,0.0000291,18,96
2.57E-05,4,122,,,,,0.0001532,3,96
2.53E-05,29,121,,,,,0.0002876,15,96
2.66E-05,25,123,,,,,0.0000298,12,96
3.25E-05,5,122,,,,,0.0000299,2,96
2.55E-05,13,122,,,,,0.0000343,7,96
2.53E-05,14,121,,,,,0.0000378,23,96
3.09E-05,29,120,,,,,0.000053,6,96
2.53E-05,3,121,,,,,0.00004,12,96
2.54E-05,30,121,,,,,0.0000415,1,96
3.63E-05,5,120,,,,,0.0001138,17,96
3.24E-05,30,119,,,,,0.000038,30,96
2.79E-05,5,119,,,,,0.0011684,9,96
2.53E-05,28,119,,,,,0.0000543,17,96
2.52E-05,24,118,,,,,0.0002127,31,96
2.54E-05,31,118,,,,,0.0000592,9,96
2.49E-05,10,118,,,,,0.0000382,1,96
2.53E-05,11,117,,,,,0.0000408,9,96
3.30E-05,1,117,,,,,0.0000387,3,96
4.05E-05,11,116,,,,,0.0000296,33,96
4.26E-05,21,115,,,,,0.0000291,15,96
2.55E-05,16,115,,,,,0.000029,27,96
2.54E-05,14,117,,,,,0.0000343,30,96
2.55E-05,31,121,,,,,0.0000428,29,96
2.55E-05,32,122,,,,,0.0000266,25,96
2.53E-05,32,121,,,,,0.0000266,28,96
2.52E-05,17,120,,,,,0.0000265,29,96
2.51E-05,16,119,,,,,0.0000262,20,96
2.57E-05,10,124,,,,,0.0000257,33,96
2.52E-05,13,123,,,,,0.0000285,28,96
2.52E-05,32,122,,,,,0.0000262,13,96
3.00E-05,30,122,,,,,0.0000257,19,96
2.57E-05,33,126,,,,,0.0000256,35,96
2.52E-05,33,125,,,,,0.0000257,4,96
2.55E-05,21,125,,,,,0.0000249,3,96
2.53E-05,29,124,,,,,0.0000256,31,96
4.09E-05,5,126,,,,,0.000025,19,96
2.60E-05,22,127,,,,,0.000025,31,96
3.81E-05,26,128,,,,,0.0000257,22,96
2.72E-05,11,128,,,,,0.0000258,2,96
2.63E-05,11,130,,,,,0.000025,34,96
2.55E-05,12,129,,,,,0.0000261,1,96
7.35E-05,12,129,,,,,0.0000254,17,96
2.57E-05,31,129,,,,,0.0000248,29,96
2.55E-05,14,128,,,,,0.0000283,22,96
3.78E-05,32,129,,,,,0.0000268,1,96
3.21E-05,5,128,,,,,0.0000257,20,96
3.47E-05,22,129,,,,,0.0000318,26,96
2.51E-05,28,128,,,,,0.000025,12,96
2.56E-05,1,127,,,,,0.0000253,9,96
2.51E-05,27,126,,,,,0.0000271,5,96
3.18E-05,24,127,,,,,0.0000253,1,96
2.68E-05,34,126,,,,,0.0000268,16,96
2.66E-05,1,125,,,,,0.0000266,7,96
3.03E-05,30,127,,,,,0.0000262,21,96
2.66E-05,12,126,,,,,0.000026,20,96
3.52E-05,31,127,,,,,0.0000396,35,96
3.93E-05,35,126,,,,,0.0000254,21,96
2.72E-05,1,126,,,,,0.0000254,17,96
3.78E-05,30,129,,,,,0.0000264,32,96
2.68E-05,18,128,,,,,0.0000323,30,96
2.59E-05,4,129,,,,,0.0000253,30,96
3.84E-05,35,128,,,,,0.0000269,3,96
3.29E-05,35,129,,,,,0.0000254,6,96
2.54E-05,1,128,,,,,0.0000256,1,96
2.53E-05,9,130,,,,,0.0000252,29,96
2.58E-05,22,130,,,,,0.0000402,10,96
2.67E-05,8,129,,,,,0.0000263,17,96
2.58E-05,28,129,,,,,0.0000255,1,96
0.0002119,8,131,,,,,0.0000253,26,96
2.70E-05,7,130,,,,,0.0000252,3,96
2.58E-05,32,130,,,,,0.0000915,22,96
2.53E-05,14,129,,,,,0.0000266,30,96
3.22E-05,6,132,,,,,0.0000251,12,96
2.60E-05,3,131,,,,,0.0000258,35,96
2.87E-05,13,130,,,,,0.0000266,29,96
2.52E-05,22,130,,,,,0.0000324,21,96
2.53E-05,21,129,,,,,0.0000295,6,97
2.53E-05,29,128,,,,,0.0000485,15,97
2.52E-05,9,128,,,,,0.000042,8,97
3.17E-05,4,128,,,,,0.0000345,3,97
3.28E-05,16,127,,,,,0.0000296,14,97
2.53E-05,13,129,,,,,0.0000296,28,97
2.55E-05,31,128,,,,,0.0000292,29,97
2.60E-05,4,129,,,,,0.0000348,10,97
2.52E-05,21,128,,,,,0.0000295,21,97
2.50E-05,31,127,,,,,0.0000435,10,97
2.53E-05,25,127,,,,,0.0003226,5,97
2.50E-05,28,127,,,,,0.000034,7,97
2.68E-05,10,128,,,,,0.0000291,28,97
2.54E-05,6,128,,,,,0.0000344,17,97
2.52E-05,26,128,,,,,0.0000316,7,97
2.52E-05,30,128,,,,,0.0000289,10,97
3.64E-05,20,128,,,,,0.0000314,24,97
3.49E-05,1,129,,,,,0.0000439,2,97
2.70E-05,16,128,,,,,0.0000301,6,97
2.82E-05,11,128,,,,,0.0000455,31,97
2.78E-05,4,128,,,,,0.0000298,1,97
2.54E-05,4,127,,,,,0.0000292,22,97
2.52E-05,14,126,,,,,0.0000309,25,97
2.56E-05,15,126,,,,,0.0000341,28,97
2.54E-05,4,125,,,,,0.0000293,27,97
2.55E-05,27,124,,,,,0.0000378,6,97
3.34E-05,35,124,,,,,0.0001069,1,97
2.56E-05,23,124,,,,,0.0000435,13,97
2.55E-05,25,124,,,,,0.0000937,35,97
2.55E-05,11,123,,,,,0.0000423,25,97
2.50E-05,35,122,,,,,0.0000342,34,97
2.54E-05,3,121,,,,,0.0000329,9,97
2.53E-05,10,121,,,,,0.000057,11,97
2.53E-05,9,120,,,,,0.0000439,17,97
3.13E-05,12,120,,,,,0.0000285,6,97
2.57E-05,28,119,,,,,0.0000342,17,97
2.55E-05,15,119,,,,,0.000055,3,97
2.50E-05,33,120,,,,,0.000055,6,97
2.55E-05,13,121,,,,,0.0000501,12,97
2.57E-05,14,121,,,,,0.0000353,34,97
2.55E-05,15,121,,,,,0.0000409,7,97
2.52E-05,9,120,,,,,0.0000372,1,97
2.63E-05,18,121,,,,,0.0000418,22,97
2.57E-05,24,120,,,,,0.0000416,10,97
2.57E-05,7,121,,,,,0.0000348,31,97
2.52E-05,1,120,,,,,0.0000398,3,97
