cas operacie,vybrane cislo,velkost frontu,,,,,,,
2.59E-05,32,182,,,,,0.0000255,28,210
2.55E-05,15,181,,,,,0.0000261,20,210
2.56E-05,11,180,,,,,0.0000252,28,210
2.53E-05,20,179,,,,,0.0000259,17,210
2.54E-05,6,178,,,,,0.0000263,11,210
3.18E-05,4,180,,,,,0.0000254,3,210
2.56E-05,20,179,,,,,0.0000309,23,210
2.60E-05,4,180,,,,,0.0000275,27,210
2.52E-05,3,179,,,,,0.0000431,27,210
3.15E-05,24,179,,,,,0.0000265,9,210
3.79E-05,31,180,,,,,0.0000253,33,210
2.71E-05,35,179,,,,,0.0000252,3,210
2.83E-05,9,178,,,,,0.0000459,3,210
2.61E-05,17,177,,,,,0.0000275,22,210
3.40E-05,11,177,,,,,0.0000331,17,210
2.57E-05,2,177,,,,,0.0000254,10,210
2.56E-05,27,178,,,,,0.0000287,18,210
2.60E-05,15,179,,,,,0.0000255,14,210
2.52E-05,11,178,,,,,0.0000252,8,210
2.58E-05,16,178,,,,,0.0000326,9,210
2.52E-05,10,177,,,,,0.0000264,10,210
2.62E-05,30,177,,,,,0.0000261,4,210
2.55E-05,31,176,,,,,0.0000254,13,210
2.59E-05,4,178,,,,,0.0000264,12,210
2.89E-05,13,179,,,,,0.0000261,5,210
2.60E-05,32,179,,,,,0.000026,13,210
4.30E-05,35,181,,,,,0.0000255,15,210
3.95E-05,3,180,,,,,0.0000252,9,210
2.60E-05,14,181,,,,,0.0000357,4,210
2.51E-05,10,180,,,,,0.0000336,7,210
2.59E-05,26,181,,,,,0.000026,14,210
2.55E-05,18,184,,,,,0.0000398,14,210
2.52E-05,13,183,,,,,0.0000336,7,210
4.55E-05,34,183,,,,,0.0000335,17,210
3.29E-05,17,183,,,,,0.0000368,27,210
2.63E-05,22,183,,,,,0.0000356,20,210
2.66E-05,1,182,,,,,0.0000358,29,210
2.64E-05,24,181,,,,,0.0000452,29,210
3.21E-05,17,182,,,,,0.0000362,28,210
2.89E-05,24,182,,,,,0.000025,34,210
4.35E-05,5,182,,,,,0.0000265,19,210
3.54E-05,14,182,,,,,0.0000322,23,210
3.27E-05,5,182,,,,,0.0000257,26,210
2.67E-05,17,183,,,,,0.0000256,33,210
2.66E-05,14,183,,,,,0.0000255,22,210
2.64E-05,25,182,,,,,0.0000258,13,210
2.59E-05,11,183,,,,,0.0000252,33,210
2.54E-05,13,182,,,,,0.0000298,35,210
2.58E-05,29,183,,,,,0.0000259,18,210
2.52E-05,20,182,,,,,0.0000268,22,210
2.54E-05,4,181,,,,,0.0000266,32,210
2.84E-05,3,183,,,,,0.0000258,2,210
2.69E-05,6,185,,,,,0.0000426,4,210
2.71E-05,16,185,,,,,0.0000252,1,210
3.00E-05,21,186,,,,,0.0000255,30,210
2.58E-05,25,185,,,,,0.0000254,30,210
2.53E-05,1,184,,,,,0.0000253,35,210
2.59E-05,30,184,,,,,0.0000256,2,210
3.93E-05,12,183,,,,,0.0000282,8,210
3.00E-05,2,182,,,,,0.000034,11,210
2.64E-05,11,186,,,,,0.0000367,10,210
2.57E-05,33,185,,,,,0.000027,16,210
2.60E-05,15,184,,,,,0.0000368,5,210
2.74E-05,34,185,,,,,0.0000253,5,210
2.82E-05,11,184,,,,,0.0000451,12,210
3.29E-05,27,183,,,,,0.0000259,24,210
2.55E-05,15,182,,,,,0.0000255,30,210
2.75E-05,35,185,,,,,0.0000268,21,210
4.68E-05,5,185,,,,,0.0000941,1,210
2.89E-05,35,184,,,,,0.0000262,25,210
2.76E-05,3,188,,,,,0.0000444,14,210
2.62E-05,17,187,,,,,0.0000273,21,210
4.66E-05,10,186,,,,,0.0000312,7,210
3.28E-05,16,186,,,,,0.0000256,16,210
2.55E-05,5,187,,,,,0.0000255,22,210
2.63E-05,19,187,,,,,0.0000251,4,210
2.53E-05,12,186,,,,,0.0000257,6,210
2.54E-05,24,185,,,,,0.0000252,4,210
2.53E-05,10,184,,,,,0.0000479,13,210
2.57E-05,15,184,,,,,0.0000253,21,210
2.52E-05,3,183,,,,,0.0000267,23,210
2.55E-05,35,182,,,,,0.0000335,27,210
2.52E-05,15,181,,,,,0.0000254,15,210
2.54E-05,1,180,,,,,0.0000363,27,210
2.54E-05,20,179,,,,,0.0000329,35,210
2.60E-05,11,185,,,,,0.0000263,18,210
2.59E-05,33,189,,,,,0.0000276,12,210
2.51E-05,33,188,,,,,0.0000256,16,210
2.55E-05,11,187,,,,,0.0000382,23,210
2.53E-05,19,186,,,,,0.0000253,13,210
2.55E-05,22,187,,,,,0.0000256,27,210
2.54E-05,12,186,,,,,0.0000256,9,210
3.29E-05,15,187,,,,,0.0000252,13,210
2.68E-05,28,186,,,,,0.0000252,12,210
2.62E-05,30,185,,,,,0.0000251,18,210
2.69E-05,14,184,,,,,0.000027,21,210
2.74E-05,30,187,,,,,0.0000255,18,210
3.52E-05,16,186,,,,,0.000025,8,210
2.63E-05,31,190,,,,,0.000027,7,210
2.50E-05,33,189,,,,,0.0000254,12,210
2.52E-05,31,188,,,,,0.000026,31,210
2.50E-05,33,187,,,,,0.0000253,6,210
2.52E-05,29,186,,,,,0.000025,11,210
3.65E-05,11,186,,,,,0.0000287,25,210
2.62E-05,6,188,,,,,0.0000254,7,210
2.53E-05,1,195,,,,,0.0000337,19,210
2.52E-05,27,194,,,,,0.000026,6,210
2.51E-05,23,194,,,,,0.0000282,35,210
2.60E-05,16,195,,,,,0.0000386,5,210
2.53E-05,2,194,,,,,0.0001163,15,210
2.82E-05,18,198,,,,,0.0000773,12,210
2.54E-05,15,197,,,,,0.0000368,18,210
2.50E-05,33,196,,,,,0.0000263,20,211
2.54E-05,1,195,,,,,0.0000403,12,211
2.57E-05,3,198,,,,,0.0000251,20,211
2.53E-05,12,197,,,,,0.0000252,30,211
2.57E-05,30,197,,,,,0.0000254,26,211
2.51E-05,22,196,,,,,0.0000328,30,211
2.51E-05,33,196,,,,,0.0000283,10,211
2.54E-05,34,196,,,,,0.0000253,34,211
3.31E-05,22,196,,,,,0.0000255,35,211
2.59E-05,27,196,,,,,0.0000261,27,211
3.55E-05,11,196,,,,,0.0000259,30,211
2.52E-05,10,196,,,,,0.0000276,29,211
2.49E-05,1,195,,,,,0.0000259,1,211
2.55E-05,5,195,,,,,0.0000254,12,211
2.52E-05,9,194,,,,,0.0000272,19,211
2.51E-05,5,193,,,,,0.0000261,25,211
2.54E-05,18,192,,,,,0.0000262,13,211
2.55E-05,14,193,,,,,0.0000252,3,211
2.52E-05,9,192,,,,,0.0000324,33,211
2.51E-05,24,191,,,,,0.0000261,34,211
2.64E-05,19,194,,,,,0.0000262,29,211
2.52E-05,19,193,,,,,0.0000257,14,211
2.60E-05,34,194,,,,,0.0000285,32,211
2.56E-05,35,197,,,,,0.0000263,10,211
3.23E-05,9,196,,,,,0.0000265,34,211
2.51E-05,14,195,,,,,0.0000263,10,211
2.54E-05,4,194,,,,,0.0000253,29,211
2.52E-05,33,193,,,,,0.0000329,9,211
2.53E-05,21,192,,,,,0.0000259,34,211
3.53E-05,9,192,,,,,0.0000252,33,211
2.56E-05,15,191,,,,,0.0000261,20,211
2.55E-05,19,190,,,,,0.0000265,16,211
2.52E-05,17,189,,,,,0.0000323,2,211
2.50E-05,26,190,,,,,0.0000256,3,211
4.05E-05,3,193,,,,,0.0000258,34,211
2.53E-05,8,197,,,,,0.0000259,16,211
2.69E-05,5,197,,,,,0.0000258,29,211
2.65E-05,25,197,,,,,0.0000268,32,211
2.64E-05,8,196,,,,,0.0000258,7,211
2.62E-05,35,196,,,,,0.0000282,25,211
2.64E-05,28,196,,,,,0.0000256,26,211
3.83E-05,29,196,,,,,0.0000366,31,211
2.57E-05,10,195,,,,,0.0000251,7,211
2.77E-05,28,194,,,,,0.0000253,6,211
2.66E-05,26,193,,,,,0.0000274,3,211
3.83E-05,29,196,,,,,0.0000263,21,211
2.82E-05,11,196,,,,,0.0000252,6,211
2.66E-05,20,195,,,,,0.0000252,10,211
2.53E-05,9,195,,,,,0.0000264,7,211
2.52E-05,4,194,,,,,0.0000257,16,211
2.53E-05,1,193,,,,,0.0000253,16,211
2.50E-05,35,192,,,,,0.0000254,26,211
2.51E-05,15,191,,,,,0.0000253,6,211
2.52E-05,4,190,,,,,0.0000264,26,211
2.52E-05,23,190,,,,,0.000026,20,211
3.86E-05,9,190,,,,,0.000026,3,211
2.95E-05,15,190,,,,,0.0000266,27,211
2.66E-05,10,189,,,,,0.0000355,8,211
2.64E-05,20,188,,,,,0.0000326,34,211
2.58E-05,13,188,,,,,0.0000282,22,211
2.54E-05,27,187,,,,,0.0000264,8,211
2.96E-05,12,187,,,,,0.000028,27,211
3.10E-05,16,189,,,,,0.0000281,34,211
2.55E-05,4,188,,,,,0.0000334,26,211
2.52E-05,1,187,,,,,0.0000339,22,211
2.58E-05,7,187,,,,,0.000035,21,211
2.60E-05,21,190,,,,,0.0000338,1,211
2.51E-05,19,189,,,,,0.000038,3,211
2.58E-05,23,189,,,,,0.0000343,23,211
2.54E-05,17,190,,,,,0.0000261,4,211
2.58E-05,26,191,,,,,0.0000366,32,211
2.59E-05,23,193,,,,,0.0000525,18,211
2.59E-05,5,192,,,,,0.0000353,13,211
2.55E-05,4,194,,,,,0.0000369,10,211
3.21E-05,35,195,,,,,0.0000371,34,211
2.61E-05,3,197,,,,,0.0000369,14,211
2.56E-05,12,196,,,,,0.0000337,22,211
2.53E-05,19,195,,,,,0.0000338,11,211
2.56E-05,12,194,,,,,0.0000363,29,211
2.55E-05,33,195,,,,,0.0000364,35,211
2.54E-05,12,194,,,,,0.000037,14,211
2.59E-05,1,194,,,,,0.0000255,29,211
2.53E-05,32,195,,,,,0.0000325,35,211
2.53E-05,26,194,,,,,0.0000327,34,211
2.55E-05,10,193,,,,,0.0000329,1,211
2.55E-05,20,192,,,,,0.0000425,1,211
2.56E-05,19,191,,,,,0.0000264,26,211
2.58E-05,31,193,,,,,0.0000257,24,211
3.74E-05,12,196,,,,,0.0000254,6,211
2.76E-05,6,195,,,,,0.0000273,20,211
2.55E-05,29,195,,,,,0.0000257,15,211
2.54E-05,1,194,,,,,0.0000283,21,211
2.81E-05,4,195,,,,,0.0000255,7,211
2.62E-05,32,196,,,,,0.0000333,3,211
2.63E-05,13,196,,,,,0.00004,18,211
3.03E-05,30,197,,,,,0.000027,19,211
2.59E-05,17,201,,,,,0.0000257,27,211
2.82E-05,34,201,,,,,0.000032,10,211
2.56E-05,30,200,,,,,0.0000266,20,211
2.55E-05,8,199,,,,,0.0000407,2,211
2.58E-05,22,200,,,,,0.0000255,32,211
2.53E-05,29,199,,,,,0.0000446,13,211
2.55E-05,31,198,,,,,0.0000256,33,211
2.55E-05,11,197,,,,,0.0000263,14,211
2.51E-05,20,196,,,,,0.0000259,11,211
2.53E-05,11,195,,,,,0.0000258,5,211
2.65E-05,28,195,,,,,0.0000267,35,211
2.63E-05,35,194,,,,,0.0000276,5,211
2.84E-05,28,195,,,,,0.0000257,21,211
2.65E-05,7,194,,,,,0.0000257,24,211
2.63E-05,9,193,,,,,0.0000258,13,211
3.28E-05,28,193,,,,,0.0000287,26,211
4.69E-05,11,193,,,,,0.0000472,19,211
2.78E-05,5,192,,,,,0.0000264,16,211
2.67E-05,20,192,,,,,0.0000253,8,211
2.75E-05,2,191,,,,,0.0000256,5,211
3.87E-05,9,193,,,,,0.0000255,22,211
2.59E-05,35,195,,,,,0.0000262,12,211
2.76E-05,26,194,,,,,0.0000253,33,211
2.83E-05,30,194,,,,,0.0000253,14,211
2.54E-05,14,193,,,,,0.0000254,15,211
2.60E-05,32,195,,,,,0.0000266,19,211
4.12E-05,27,196,,,,,0.0000274,3,211
3.11E-05,13,196,,,,,0.0000253,10,211
2.57E-05,24,195,,,,,0.0000252,10,211
2.56E-05,24,194,,,,,0.000025,7,211
2.55E-05,6,193,,,,,0.0000354,30,211
2.53E-05,31,192,,,,,0.0000252,26,211
2.57E-05,18,191,,,,,0.0000258,10,211
2.55E-05,10,190,,,,,0.0000403,17,211
2.62E-05,34,192,,,,,0.0000715,25,211
2.60E-05,28,194,,,,,0.0000485,14,211
2.51E-05,22,193,,,,,0.0000483,29,212
2.51E-05,31,193,,,,,0.0000378,1,212
2.49E-05,14,192,,,,,0.0000252,5,212
2.52E-05,2,191,,,,,0.0000252,29,212
2.62E-05,26,191,,,,,0.0000258,28,212
3.24E-05,22,191,,,,,0.0000264,34,212
2.59E-05,34,191,,,,,0.0000323,12,212
2.59E-05,11,193,,,,,0.0000254,35,212
2.54E-05,25,192,,,,,0.0000268,10,212
2.53E-05,25,191,,,,,0.0000387,2,212
3.13E-05,17,194,,,,,0.0000255,20,212
2.56E-05,8,194,,,,,0.0000254,35,212
2.57E-05,8,194,,,,,0.0000331,4,212
3.42E-05,21,197,,,,,0.0000337,5,212
3.14E-05,3,199,,,,,0.0000255,29,212
2.73E-05,28,198,,,,,0.0000258,26,212
2.63E-05,30,202,,,,,0.0000261,28,212
3.26E-05,10,202,,,,,0.0000322,6,212
2.59E-05,10,201,,,,,0.0000257,35,212
2.57E-05,2,200,,,,,0.000042,3,212
2.59E-05,19,199,,,,,0.0000257,12,212
2.55E-05,12,198,,,,,0.0000329,33,212
2.55E-05,35,197,,,,,0.000026,23,212
2.56E-05,10,196,,,,,0.0000258,19,212
2.55E-05,35,195,,,,,0.0000253,3,212
2.57E-05,9,197,,,,,0.0000288,25,212
2.60E-05,20,197,,,,,0.0000255,19,212
2.57E-05,9,196,,,,,0.0000271,18,212
2.60E-05,4,195,,,,,0.0000258,32,212
2.73E-05,4,199,,,,,0.0000253,2,212
4.58E-05,18,201,,,,,0.0000251,11,212
2.63E-05,14,201,,,,,0.0000252,26,212
2.52E-05,24,201,,,,,0.000025,23,212
2.58E-05,10,201,,,,,0.0000252,14,212
3.87E-05,15,202,,,,,0.000026,10,212
3.38E-05,9,201,,,,,0.0000257,14,212
2.62E-05,12,202,,,,,0.0000257,13,212
2.54E-05,21,201,,,,,0.0000272,28,212
2.62E-05,30,201,,,,,0.0000325,24,212
2.55E-05,12,200,,,,,0.0000258,23,212
2.57E-05,12,201,,,,,0.0000254,22,212
2.53E-05,15,200,,,,,0.0000254,6,212
2.81E-05,20,200,,,,,0.0000262,5,212
3.57E-05,4,200,,,,,0.0000252,34,212
2.66E-05,23,199,,,,,0.0001818,3,212
2.58E-05,7,199,,,,,0.000028,32,212
2.59E-05,21,200,,,,,0.0000251,32,212
2.81E-05,25,204,,,,,0.0000257,18,212
2.55E-05,16,208,,,,,0.000026,8,212
2.77E-05,23,212,,,,,0.0000258,27,212
2.64E-05,7,211,,,,,0.0000252,34,212
3.47E-05,26,212,,,,,0.0000251,7,212
2.57E-05,16,211,,,,,0.0000256,23,212
4.09E-05,5,212,,,,,0.0000279,27,212
2.58E-05,12,213,,,,,0.0000257,20,212
2.53E-05,29,212,,,,,0.0000277,23,212
2.53E-05,16,211,,,,,0.0000347,26,212
2.52E-05,3,210,,,,,0.0000409,5,212
4.59E-05,3,210,,,,,0.0000253,29,212
4.42E-05,29,209,,,,,0.0000252,14,212
4.47E-05,29,208,,,,,0.0000273,6,212
2.78E-05,22,209,,,,,0.000038,21,212
2.63E-05,24,209,,,,,0.0000263,10,212
2.74E-05,25,208,,,,,0.0000267,2,212
2.66E-05,30,207,,,,,0.0000341,17,212
2.75E-05,22,210,,,,,0.0000345,30,212
3.31E-05,17,210,,,,,0.0000348,33,212
2.65E-05,21,209,,,,,0.0000263,26,212
2.66E-05,35,208,,,,,0.0000325,6,212
2.66E-05,31,207,,,,,0.0001025,12,212
2.54E-05,26,211,,,,,0.0000433,14,212
2.54E-05,10,210,,,,,0.0000385,12,212
3.11E-05,2,209,,,,,0.0000489,1,212
2.60E-05,8,209,,,,,0.0000398,26,212
2.57E-05,13,208,,,,,0.000033,10,212
2.49E-05,31,208,,,,,0.0000271,28,212
2.83E-05,23,208,,,,,0.0000264,16,212
2.56E-05,12,208,,,,,0.0000399,21,212
2.55E-05,3,207,,,,,0.0000336,29,212
2.52E-05,34,206,,,,,0.0000342,21,212
2.53E-05,7,206,,,,,0.0000533,21,212
2.64E-05,24,207,,,,,0.0000373,7,212
2.55E-05,7,207,,,,,0.0000253,18,212
2.54E-05,11,206,,,,,0.0000251,22,212
2.51E-05,22,205,,,,,0.0000256,34,212
2.53E-05,20,204,,,,,0.000026,26,212
2.59E-05,28,205,,,,,0.0000253,6,212
2.51E-05,5,205,,,,,0.0000285,34,212
2.70E-05,21,204,,,,,0.0000282,30,212
2.59E-05,14,205,,,,,0.0000264,12,212
2.52E-05,21,204,,,,,0.0000325,32,212
2.60E-05,19,205,,,,,0.0000254,11,212
2.53E-05,17,204,,,,,0.0000267,6,212
2.78E-05,29,203,,,,,0.000026,3,212
2.53E-05,24,202,,,,,0.0000279,7,212
2.55E-05,33,201,,,,,0.0000273,22,212
2.55E-05,6,201,,,,,0.0001935,19,212
4.07E-05,22,203,,,,,0.0000253,4,212
2.62E-05,24,204,,,,,0.0000269,30,212
2.67E-05,15,203,,,,,0.0000415,35,212
2.74E-05,7,204,,,,,0.0000262,8,212
3.45E-05,14,207,,,,,0.0000457,9,212
3.04E-05,7,206,,,,,0.0000261,8,212
2.62E-05,16,207,,,,,0.0000256,18,212
2.65E-05,15,207,,,,,0.0000277,9,212
2.56E-05,2,206,,,,,0.0000268,22,212
2.53E-05,32,205,,,,,0.0000272,30,212
2.58E-05,34,204,,,,,0.0000266,34,212
3.28E-05,29,205,,,,,0.0000267,19,212
2.56E-05,8,204,,,,,0.0000253,6,212
2.56E-05,4,205,,,,,0.0000394,23,212
2.59E-05,3,205,,,,,0.000027,24,212
2.64E-05,21,207,,,,,0.0000253,14,212
2.53E-05,17,206,,,,,0.0000319,22,212
2.71E-05,34,205,,,,,0.000027,24,212
3.23E-05,24,205,,,,,0.0000255,2,212
2.52E-05,3,205,,,,,0.0000257,14,212
2.55E-05,7,207,,,,,0.0000269,25,212
2.52E-05,15,207,,,,,0.0000253,20,212
2.53E-05,29,206,,,,,0.000026,10,212
2.58E-05,11,209,,,,,0.0000253,5,212
2.52E-05,7,208,,,,,0.0000253,34,212
2.52E-05,4,207,,,,,0.0000255,26,212
2.49E-05,28,206,,,,,0.0000309,20,212
2.53E-05,23,205,,,,,0.0000253,7,212
2.53E-05,18,204,,,,,0.0000252,3,212
2.53E-05,27,203,,,,,0.0000254,34,212
2.52E-05,12,203,,,,,0.0000285,23,212
2.59E-05,31,208,,,,,0.0000256,15,212
2.65E-05,28,207,,,,,0.0000266,21,212
2.87E-05,18,210,,,,,0.0000255,17,212
2.56E-05,31,209,,,,,0.0000253,24,212
2.51E-05,22,209,,,,,0.0000256,16,212
2.81E-05,1,209,,,,,0.0000267,21,212
2.53E-05,27,208,,,,,0.0000252,12,212
2.56E-05,10,208,,,,,0.0000255,35,212
2.53E-05,19,207,,,,,0.0000281,13,212
2.54E-05,22,206,,,,,0.000159,18,212
2.61E-05,5,207,,,,,0.0000297,22,213
3.83E-05,20,209,,,,,0.0000255,16,213
2.67E-05,28,209,,,,,0.0000251,7,213
2.61E-05,18,208,,,,,0.0000255,10,213
2.64E-05,32,221,,,,,0.0000252,7,213
2.88E-05,23,221,,,,,0.0000263,30,213
2.92E-05,1,221,,,,,0.0000259,17,213
2.64E-05,22,220,,,,,0.0000266,9,213
2.66E-05,11,219,,,,,0.0000257,23,213
2.58E-05,30,221,,,,,0.0000252,23,213
2.58E-05,9,221,,,,,0.0000256,33,213
2.55E-05,13,220,,,,,0.0000249,20,213
2.67E-05,28,222,,,,,0.0000253,32,213
2.55E-05,7,221,,,,,0.0000254,32,213
5.81E-05,12,223,,,,,0.0000253,8,213
3.78E-05,11,222,,,,,0.0000277,16,213
3.98E-05,26,221,,,,,0.0000257,28,213
4.18E-05,4,222,,,,,0.0000253,16,213
2.64E-05,21,221,,,,,0.0000448,27,213
2.59E-05,22,220,,,,,0.0000254,3,213
2.58E-05,28,222,,,,,0.0000404,16,213
2.60E-05,11,222,,,,,0.0000311,14,213
2.56E-05,24,221,,,,,0.0000256,3,213
2.54E-05,29,220,,,,,0.0000252,25,213
2.53E-05,21,220,,,,,0.0000256,26,213
2.63E-05,7,220,,,,,0.0000255,13,213
2.56E-05,32,219,,,,,0.0000256,24,213
2.54E-05,35,219,,,,,0.0000252,1,213
2.54E-05,28,218,,,,,0.000053,13,213
2.51E-05,5,217,,,,,0.0000262,33,213
2.61E-05,9,223,,,,,0.0000252,8,213
2.53E-05,11,222,,,,,0.000026,25,213
2.60E-05,2,225,,,,,0.0000252,25,213
2.53E-05,6,224,,,,,0.0000257,30,213
2.55E-05,17,223,,,,,0.0000259,16,213
2.54E-05,11,222,,,,,0.0000253,7,213
2.53E-05,13,221,,,,,0.0000254,21,213
3.32E-05,10,222,,,,,0.0000259,34,213
2.69E-05,15,221,,,,,0.0000263,16,213
2.64E-05,20,225,,,,,0.000026,26,213
2.57E-05,34,225,,,,,0.0000252,32,213
2.55E-05,29,224,,,,,0.0000267,28,213
2.52E-05,7,223,,,,,0.0000255,20,213
2.55E-05,15,222,,,,,0.0000253,31,213
2.54E-05,14,221,,,,,0.0000253,31,213
2.56E-05,30,220,,,,,0.0000263,11,213
2.56E-05,7,219,,,,,0.0000252,7,213
7.78E-05,15,219,,,,,0.0000329,18,213
2.61E-05,30,218,,,,,0.0000253,7,213
2.62E-05,22,217,,,,,0.0000253,6,213
2.58E-05,10,216,,,,,0.0000267,14,213
2.83E-05,28,216,,,,,0.0000252,15,213
2.53E-05,3,215,,,,,0.0000259,35,213
2.52E-05,6,214,,,,,0.0000252,24,213
2.52E-05,32,213,,,,,0.0000258,6,213
2.52E-05,14,212,,,,,0.0000449,6,213
2.53E-05,6,211,,,,,0.0000255,13,213
2.55E-05,14,210,,,,,0.0000255,17,213
2.64E-05,26,211,,,,,0.0000252,1,213
2.52E-05,8,210,,,,,0.0000258,12,213
2.54E-05,35,209,,,,,0.0000252,32,213
3.26E-05,9,210,,,,,0.0000305,4,213
2.64E-05,10,210,,,,,0.0000265,12,213
2.54E-05,31,209,,,,,0.0000251,26,213
2.53E-05,17,208,,,,,0.0000253,20,213
2.61E-05,4,210,,,,,0.0000376,22,213
2.60E-05,20,211,,,,,0.0000302,12,213
2.60E-05,3,211,,,,,0.0000338,12,213
2.54E-05,13,210,,,,,0.0000259,28,213
2.52E-05,1,209,,,,,0.0000337,10,213
2.52E-05,12,209,,,,,0.0000427,19,213
2.50E-05,21,208,,,,,0.0000262,16,213
2.54E-05,28,208,,,,,0.0000538,30,213
2.57E-05,11,207,,,,,0.0000284,19,213
2.54E-05,27,206,,,,,0.0000263,22,213
3.31E-05,25,209,,,,,0.0000385,12,213
3.05E-05,4,213,,,,,0.0000498,30,213
2.57E-05,20,214,,,,,0.0000329,8,213
2.69E-05,28,214,,,,,0.0000326,4,213
2.87E-05,23,215,,,,,0.0000334,21,213
2.78E-05,10,214,,,,,0.0000657,35,213
2.61E-05,7,216,,,,,0.0000402,27,213
2.53E-05,2,219,,,,,0.0000268,1,213
2.73E-05,20,221,,,,,0.0000342,8,213
2.79E-05,34,220,,,,,0.0000377,28,213
2.65E-05,17,221,,,,,0.0000253,4,213
2.61E-05,31,223,,,,,0.0000258,15,213
3.32E-05,26,223,,,,,0.0000268,12,213
2.93E-05,23,222,,,,,0.0000257,27,213
2.63E-05,11,224,,,,,0.0000268,8,213
2.58E-05,17,224,,,,,0.0000367,12,213
2.51E-05,13,223,,,,,0.0000252,17,213
2.53E-05,27,222,,,,,0.0000255,1,213
2.51E-05,25,221,,,,,0.0000333,4,213
2.81E-05,1,221,,,,,0.0000269,17,213
2.82E-05,20,220,,,,,0.0000256,1,213
2.67E-05,2,219,,,,,0.0000265,35,213
2.68E-05,34,218,,,,,0.0000258,2,213
2.59E-05,2,218,,,,,0.0000256,4,213
2.51E-05,30,217,,,,,0.0000355,24,213
2.84E-05,12,218,,,,,0.0000577,19,213
2.80E-05,18,219,,,,,0.000045,25,213
2.61E-05,35,222,,,,,0.0000253,31,213
2.51E-05,35,221,,,,,0.0000258,26,213
3.36E-05,5,222,,,,,0.000042,21,213
2.53E-05,4,221,,,,,0.0000258,18,213
2.62E-05,5,224,,,,,0.0000454,31,213
2.56E-05,6,226,,,,,0.0000286,9,213
2.52E-05,30,225,,,,,0.0000359,18,213
2.51E-05,31,224,,,,,0.0000253,20,213
2.85E-05,5,224,,,,,0.0000251,32,213
2.53E-05,13,225,,,,,0.000025,29,213
2.53E-05,4,225,,,,,0.0000274,30,213
3.52E-05,24,224,,,,,0.0000281,4,213
2.63E-05,15,224,,,,,0.0000252,5,213
2.56E-05,2,223,,,,,0.0000265,6,213
2.53E-05,17,222,,,,,0.0000263,33,213
2.77E-05,12,224,,,,,0.0001043,4,213
2.59E-05,9,227,,,,,0.0000259,22,213
2.58E-05,21,227,,,,,0.0000267,27,213
2.68E-05,14,229,,,,,0.0000253,35,213
2.63E-05,26,228,,,,,0.0000253,10,213
3.94E-05,28,227,,,,,0.0000268,2,213
2.58E-05,32,228,,,,,0.0000266,3,213
2.63E-05,19,227,,,,,0.0000265,31,213
2.56E-05,25,227,,,,,0.0000346,3,213
2.52E-05,19,227,,,,,0.0000382,32,213
2.66E-05,10,234,,,,,0.0000265,29,213
2.86E-05,18,234,,,,,0.0000252,7,213
2.57E-05,32,234,,,,,0.0000318,10,213
2.53E-05,5,234,,,,,0.0000351,27,213
2.52E-05,8,233,,,,,0.0000256,10,213
2.68E-05,19,232,,,,,0.0000261,3,213
2.54E-05,25,231,,,,,0.0000279,4,213
2.59E-05,14,232,,,,,0.0000259,7,213
2.54E-05,8,231,,,,,0.0000262,32,213
2.52E-05,24,230,,,,,0.0000252,15,213
3.35E-05,27,230,,,,,0.0000325,21,213
2.54E-05,26,229,,,,,0.0000254,12,213
2.53E-05,32,228,,,,,0.0000257,34,213
4.05E-05,10,231,,,,,0.0000264,25,213
7.86E-05,32,230,,,,,0.000034,25,213
3.22E-05,9,230,,,,,0.0000263,10,213
2.64E-05,27,229,,,,,0.0000251,11,213
2.56E-05,29,230,,,,,0.0000264,17,213
2.55E-05,9,229,,,,,0.0000551,27,213
4.66E-05,25,229,,,,,0.0000256,24,213
3.32E-05,11,229,,,,,0.000025,13,213
2.86E-05,5,230,,,,,0.0000282,9,213
2.63E-05,5,229,,,,,0.0000269,29,213
2.72E-05,14,231,,,,,0.0000388,5,214
2.60E-05,30,231,,,,,0.0000263,11,214
2.65E-05,1,230,,,,,0.0000299,26,214
2.63E-05,35,229,,,,,0.0000263,31,214
2.81E-05,8,229,,,,,0.000026,14,214
3.59E-05,7,229,,,,,0.0000253,14,214
4.55E-05,1,229,,,,,0.0000259,7,214
2.69E-05,21,230,,,,,0.0000251,9,214
2.68E-05,34,230,,,,,0.0000256,26,214
2.87E-05,15,229,,,,,0.0000254,21,214
3.02E-05,9,228,,,,,0.0000265,17,214
2.76E-05,19,231,,,,,0.0000252,12,214
2.83E-05,26,231,,,,,0.0000254,23,214
3.70E-05,9,231,,,,,0.0000255,14,214
2.63E-05,35,233,,,,,0.0000317,15,214
2.62E-05,17,232,,,,,0.0000255,11,214
2.69E-05,2,234,,,,,0.0000252,13,214
2.62E-05,1,233,,,,,0.0000254,18,214
2.61E-05,14,232,,,,,0.0000261,4,214
2.66E-05,33,231,,,,,0.0000259,21,214
2.60E-05,8,234,,,,,0.0000252,21,214
2.69E-05,33,233,,,,,0.0000259,6,214
3.31E-05,4,233,,,,,0.0000255,21,214
2.75E-05,7,232,,,,,0.0000258,19,214
3.90E-05,30,232,,,,,0.0000258,10,214
4.81E-05,23,231,,,,,0.0000625,12,214
2.56E-05,20,235,,,,,0.000026,29,214
2.53E-05,35,234,,,,,0.0000287,8,214
