cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
2.01E-05,26,49,59,,
1.99E-05,6,3,56,,
2.02E-05,29,52,55,,
6.33E-05,34,30,55,,
3.41E-05,5,49,57,,
3.11E-05,27,3,56,,
2.84E-05,20,42,55,,
2.87E-05,24,42,55,,
2.94E-05,29,48,56,,
2.74E-05,5,33,56,,
2.88E-05,20,48,57,,
8.64E-05,3,4,57,,
2.81E-05,16,52,57,,
2.76E-05,7,11,54,,
2.79E-05,27,29,54,,
2.58E-05,35,4,55,,
2.90E-05,21,50,53,,
2.85E-05,11,35,52,,
2.30E-05,15,3,52,,
3.73E-05,13,22,48,,
2.34E-05,14,9,50,,
2.09E-05,25,44,51,,
1.91E-05,22,13,52,,
1.90E-05,2,13,53,,
2.71E-05,13,37,49,,
2.01E-05,3,40,48,,
1.86E-05,21,12,49,,
2.06E-05,28,25,40,,
1.94E-05,9,19,41,,
1.92E-05,2,26,35,,
1.94E-05,18,22,37,,
1.90E-05,12,15,36,,
2.00E-05,1,26,37,,
1.90E-05,12,20,37,,
1.94E-05,11,25,38,,
1.84E-05,26,4,38,,
1.88E-05,23,20,33,,
3.04E-05,28,12,29,,
5.07E-05,8,1,28,,
3.06E-05,7,12,28,,
3.01E-05,16,9,29,,
2.90E-05,15,27,30,,
2.61E-05,6,19,31,,
2.15E-05,35,13,31,,
2.27E-05,10,27,31,,
3.17E-05,28,4,29,,
1.82E-05,16,0,32,,
3.37E-05,34,26,33,,
1.96E-05,31,26,34,,
1.82E-05,21,1,31,,
1.85E-05,27,3,32,,
1.93E-05,28,31,34,,
1.89E-05,12,6,36,,
1.85E-05,18,1,28,,
1.91E-05,24,16,30,,
1.88E-05,30,6,24,,
1.86E-05,6,4,22,,
1.06E-05,2,0,23,,
2.04E-05,31,3,21,,
1.87E-05,35,9,19,,
2.66E-05,32,5,20,,
2.48E-05,19,1,21,,
1.92E-05,6,8,22,,
2.55E-05,22,4,23,,
1.91E-05,8,8,18,,
1.87E-05,4,16,18,,
1.82E-05,2,3,17,,
1.84E-05,24,3,18,,
2.57E-05,7,11,19,,
2.25E-05,13,4,20,,
1.91E-05,22,12,21,,
1.87E-05,11,13,22,,
1.93E-05,31,16,23,,
1.10E-05,2,0,23,,
1.88E-05,35,8,25,,
2.35E-05,2,11,25,,
2.36E-05,19,16,26,,
1.91E-05,29,12,27,,
1.84E-05,6,1,31,,
3.20E-05,8,11,34,,
1.87E-05,9,6,35,,
2.25E-05,35,6,36,,
1.91E-05,4,25,34,,
1.86E-05,11,5,31,,
1.90E-05,15,11,31,,
1.90E-05,16,15,33,,
1.85E-05,2,9,34,,
1.86E-05,31,15,32,,
2.07E-05,13,24,32,,
1.90E-05,7,18,33,,
2.04E-05,25,8,29,,
1.91E-05,17,6,28,,
1.90E-05,7,22,33,,
1.82E-05,6,10,35,,
2.01E-05,11,27,35,,
1.82E-05,11,9,37,,
1.90E-05,14,11,38,,
1.79E-05,7,14,39,,
1.78E-05,4,9,40,,
1.81E-05,11,19,39,,
1.86E-05,34,26,46,,
1.89E-05,12,40,47,,
2.11E-05,14,29,48,,
1.87E-05,6,31,44,,
1.87E-05,8,32,41,,
1.75E-05,4,2,42,,
1.87E-05,6,41,43,,
1.80E-05,22,6,44,,
1.86E-05,29,31,39,,
1.01E-05,15,0,38,,
2.26E-05,23,24,39,,
1.81E-05,15,14,38,,
1.79E-05,10,4,39,,
2.55E-05,4,19,41,,
1.88E-05,24,20,42,,
1.85E-05,30,26,43,,
1.92E-05,28,40,44,,
9.90E-06,26,0,46,,
1.98E-05,30,40,42,,
1.92E-05,10,13,42,,
