cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
1.90E-06,17,17,43,,
7.00E-07,5,5,42,,
2.40E-06,32,32,39,,
8.00E-07,7,7,35,,
8.00E-07,7,7,33,,
4.00E-07,1,1,35,,
1.00E-06,8,8,35,,
2.90E-06,31,31,33,,
2.80E-06,28,28,34,,
1.40E-06,15,15,35,,
9.00E-07,8,8,34,,
8.00E-07,6,6,34,,
8.00E-07,3,3,33,,
3.20E-06,33,33,34,,
1.70E-06,20,20,33,,
1.20E-06,14,14,33,,
7.00E-07,5,5,34,,
2.90E-06,34,34,38,,
6.00E-07,2,2,35,,
2.40E-06,31,31,33,,
8.00E-07,6,6,27,,
6.00E-07,4,4,31,,
1.20E-06,12,12,30,,
5.00E-07,0,0,28,,
1.90E-06,24,24,29,,
1.60E-06,12,12,29,,
1.30E-06,10,10,32,,
1.00E-06,9,9,34,,
5.00E-07,3,3,33,,
1.70E-06,18,18,36,,
1.60E-06,19,19,36,,
2.00E-06,23,23,35,,
1.50E-06,15,15,34,,
4.00E-07,0,0,33,,
1.90E-06,22,22,34,,
1.80E-06,21,21,35,,
2.40E-06,24,24,40,,
1.70E-06,19,19,41,,
2.30E-06,26,26,39,,
1.90E-06,23,23,39,,
1.10E-06,10,10,38,,
2.30E-06,26,26,43,,
1.20E-06,11,11,43,,
9.00E-07,3,3,44,,
5.60E-06,35,35,46,,
2.00E-06,22,22,47,,
1.00E-06,8,8,48,,
6.00E-07,4,4,48,,
5.00E-07,1,1,47,,
1.80E-06,21,21,44,,
2.10E-06,17,17,48,,
1.30E-06,9,9,47,,
3.60E-06,42,42,45,,
1.00E-06,10,10,45,,
3.00E-07,0,0,43,,
2.70E-06,27,27,44,,
2.90E-06,37,37,47,,
1.60E-06,16,16,57,,
4.00E-07,0,0,57,,
2.80E-06,35,35,58,,
1.50E-06,17,17,62,,
1.30E-06,9,9,63,,
9.00E-07,8,8,66,,
1.20E-06,12,12,65,,
3.30E-06,45,45,65,,
2.00E-06,21,21,67,,
3.50E-06,34,34,71,,
3.20E-06,41,41,71,,
4.70E-06,57,57,67,,
2.40E-06,30,30,66,,
1.90E-06,19,19,63,,
3.30E-06,43,43,63,,
4.00E-07,0,0,70,,
2.40E-06,29,29,72,,
2.10E-06,26,26,67,,
9.00E-07,5,5,66,,
5.00E-07,1,1,67,,
4.20E-06,50,50,63,,
2.80E-06,38,38,61,,
2.20E-06,27,27,60,,
4.20E-06,59,59,63,,
9.00E-07,8,8,63,,
2.90E-06,40,40,63,,
1.70E-06,20,20,63,,
2.70E-06,28,28,61,,
2.20E-06,19,19,60,,
4.10E-06,46,46,57,,
1.70E-06,19,19,54,,
6.00E-07,3,3,52,,
3.00E-07,0,0,52,,
1.60E-06,18,18,55,,
1.90E-06,16,16,55,,
4.30E-06,51,51,58,,
9.00E-07,6,6,59,,
3.00E-06,39,39,57,,
1.00E-06,3,3,55,,
3.60E-06,40,40,53,,
2.10E-06,26,26,54,,
3.40E-06,31,31,55,,
1.40E-06,10,10,53,,
2.60E-06,21,21,55,,
2.80E-06,21,21,55,,
2.90E-06,25,25,55,,
5.20E-06,49,49,54,,
3.50E-06,43,43,54,,
1.50E-06,7,7,56,,
2.60E-06,19,19,57,,
1.40E-06,10,10,55,,
7.00E-07,1,1,55,,
5.00E-07,0,0,53,,
3.70E-06,31,31,53,,
4.00E-06,36,36,51,,
3.10E-06,33,33,53,,
4.00E-07,0,0,53,,
2.10E-06,21,21,52,,
4.00E-07,0,0,53,,
3.00E-06,21,21,47,,
2.30E-06,25,25,48,,
1.70E-06,13,13,47,,
1.10E-06,9,9,48,,
2.00E-06,23,23,47,,
2.10E-06,26,26,43,,
7.00E-07,3,3,41,,
7.00E-07,2,2,39,,
1.40E-06,13,13,39,,
5.00E-07,1,1,35,,
5.00E-07,0,0,36,,
2.50E-06,29,29,37,,
1.40E-06,15,15,37,,
1.20E-06,12,12,38,,
1.30E-06,11,11,34,,
8.00E-07,6,6,38,,
2.00E-06,24,24,34,,
3.10E-06,28,28,30,,
1.00E-06,8,8,31,,
7.00E-07,4,4,32,,
5.00E-07,3,3,32,,
1.40E-06,11,11,32,,
8.00E-07,3,3,34,,
2.10E-06,21,21,35,,
1.20E-06,12,12,34,,
2.80E-06,26,26,30,,
5.00E-07,1,1,28,,
1.70E-06,20,20,29,,
6.00E-07,1,1,23,,
9.00E-07,3,3,21,,
1.40E-06,15,15,22,,
6.00E-07,3,3,21,,
7.00E-07,3,3,21,,
1.40E-06,12,12,19,,
1.80E-06,17,17,18,,
1.20E-06,11,11,20,,
4.00E-07,0,0,19,,
6.00E-07,3,3,18,,
1.60E-06,14,14,17,,
1.50E-06,12,12,21,,
7.00E-07,4,4,21,,
4.00E-07,1,1,21,,
1.50E-06,17,17,23,,
6.00E-07,0,0,24,,
9.00E-07,4,4,32,,
8.00E-07,2,2,35,,
2.00E-06,22,22,34,,
1.00E-06,9,9,34,,
7.00E-07,4,4,35,,
1.70E-06,19,19,35,,
1.10E-06,10,10,35,,
9.00E-07,6,6,31,,
1.00E-06,8,8,31,,
1.10E-06,6,6,31,,
1.50E-06,16,16,33,,
6.00E-07,3,3,33,,
1.40E-06,16,16,33,,
4.00E-07,0,0,29,,
2.60E-06,32,32,33,,
1.70E-06,16,16,34,,
2.40E-06,28,28,36,,
5.00E-07,1,1,40,,
1.60E-06,15,15,36,,
1.80E-06,20,20,36,,
1.70E-06,21,21,40,,
2.40E-06,33,33,45,,
5.00E-07,3,3,45,,
2.50E-06,31,31,41,,
