cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,
2.38E-05,3,45,108,,
1.74E-05,17,0,108,,
2.19E-05,18,74,104,,
2.06E-05,29,97,107,,
2.02E-05,31,78,106,,
2.42E-05,3,52,112,,
1.70E-05,34,1,106,,
2.05E-05,26,101,106,,
1.88E-05,23,55,105,,
1.76E-05,86,19,105,,
2.03E-05,26,98,104,,
1.92E-05,10,67,105,,
1.88E-05,23,45,109,,
2.04E-05,77,56,111,,
1.80E-05,86,25,112,,
1.89E-05,87,55,112,,
1.97E-05,22,84,111,,
1.95E-05,77,67,116,,
2.08E-05,20,100,114,,
1.80E-05,6,30,115,,
1.72E-05,31,6,114,,
2.11E-05,23,54,114,,
2.01E-05,9,69,114,,
1.75E-05,1,18,113,,
1.80E-05,88,27,118,,
1.78E-05,77,23,123,,
2.13E-05,11,119,124,,
1.72E-05,87,9,124,,
1.75E-05,15,13,124,,
2.63E-05,87,96,122,,
1.90E-05,32,49,122,,
1.87E-05,74,42,124,,
1.86E-05,21,50,127,,
1.91E-05,85,18,133,,
1.82E-05,88,37,132,,
1.83E-05,74,45,132,,
1.92E-05,17,72,132,,
2.10E-05,26,118,135,,
2.28E-05,25,99,144,,
1.80E-05,35,28,143,,
1.93E-05,89,53,143,,
1.87E-05,86,46,144,,
2.01E-05,81,86,142,,
1.85E-05,14,41,139,,
1.83E-05,6,40,131,,
2.14E-05,32,130,132,,
1.87E-05,21,58,133,,
2.10E-05,17,85,131,,
1.89E-05,87,20,132,,
1.90E-05,79,31,130,,
3.28E-05,32,125,132,,
1.96E-05,29,74,129,,
2.14E-05,32,116,125,,
1.95E-05,15,64,126,,
2.00E-05,19,98,129,,
1.94E-05,14,34,128,,
1.76E-05,78,22,127,,
1.68E-05,22,1,127,,
2.37E-05,28,23,131,,
1.94E-05,79,67,132,,
2.01E-05,35,95,132,,
1.77E-05,28,21,129,,
1.90E-05,73,66,129,,
2.06E-05,13,107,129,,
1.96E-05,9,81,130,,
1.75E-05,80,15,132,,
1.87E-05,89,42,131,,
2.08E-05,28,117,127,,
1.82E-05,75,33,129,,
1.94E-05,81,77,130,,
1.98E-05,35,87,127,,
1.77E-05,85,18,125,,
2.05E-05,13,98,123,,
2.37E-05,11,118,120,,
2.12E-05,81,93,124,,
2.10E-05,87,116,127,,
1.85E-05,7,43,126,,
1.91E-05,81,67,125,,
2.01E-05,87,91,127,,
1.72E-05,35,6,127,,
2.34E-05,25,115,128,,
1.71E-05,9,12,125,,
1.99E-05,90,80,128,,
1.93E-05,81,68,128,,
1.76E-05,9,7,116,,
1.78E-05,89,25,116,,
3.98E-05,7,34,112,,
2.33E-05,24,15,110,,
2.96E-05,83,26,111,,
1.86E-05,74,36,111,,
1.76E-05,74,14,114,,
2.14E-05,10,77,113,,
2.26E-05,74,93,120,,
2.62E-05,24,5,122,,
2.34E-05,5,108,118,,
1.97E-05,12,68,118,,
1.68E-05,6,1,107,,
1.98E-05,11,87,107,,
1.97E-05,29,78,107,,
1.76E-05,89,10,106,,
1.92E-05,8,35,107,,
3.11E-05,11,93,105,,
1.73E-05,16,13,98,,
1.72E-05,2,4,98,,
2.01E-05,32,98,100,,
1.80E-05,9,35,102,,
1.90E-05,35,58,102,,
1.69E-05,2,4,102,,
1.91E-05,35,60,105,,
1.91E-05,26,54,110,,
2.48E-05,15,38,113,,
1.90E-05,21,33,104,,
1.93E-05,73,59,101,,
1.97E-05,35,56,103,,
1.91E-05,87,58,101,,
1.81E-05,22,20,104,,
1.75E-05,90,15,105,,
2.06E-05,8,101,106,,
2.06E-05,88,88,104,,
2.02E-05,30,65,106,,
2.47E-05,13,0,104,,
3.20E-05,8,76,102,,
3.81E-05,9,27,102,,
2.24E-05,4,29,106,,
2.17E-05,82,81,106,,
2.20E-05,82,84,109,,
2.91E-05,11,73,110,,
2.70E-05,22,45,113,,
3.10E-05,90,53,116,,
2.53E-05,22,31,116,,
1.91E-05,90,14,115,,
2.44E-05,29,39,115,,
2.23E-05,25,84,115,,
1.98E-05,87,58,115,,
2.32E-05,79,76,110,,
2.83E-05,10,70,107,,
4.47E-05,87,23,111,,
2.57E-05,35,54,113,,
2.04E-05,8,79,110,,
1.87E-05,7,28,111,,
1.95E-05,17,35,110,,
2.11E-05,80,91,110,,
2.31E-05,25,40,109,,
1.87E-05,7,23,109,,
2.00E-05,12,62,109,,
1.92E-05,26,44,107,,
2.06E-05,8,80,106,,
1.87E-05,4,27,106,,
2.11E-05,88,89,108,,
1.96E-05,81,27,109,,
2.14E-05,83,104,109,,
1.76E-05,77,14,106,,
2.02E-05,25,87,108,,
1.84E-05,6,44,106,,
1.91E-05,86,45,109,,
1.93E-05,2,65,110,,
2.02E-05,80,93,107,,
1.74E-05,14,10,113,,
1.76E-05,12,18,113,,
2.08E-05,20,111,113,,
1.75E-05,90,14,113,,
2.71E-05,17,74,113,,
1.85E-05,21,11,113,,
2.12E-05,88,86,115,,
3.12E-05,9,64,111,,
5.03E-05,22,35,111,,
2.25E-05,35,96,109,,
2.11E-05,25,91,112,,
2.00E-05,7,59,112,,
3.71E-05,26,72,106,,
2.11E-05,23,79,106,,
1.88E-05,2,24,105,,
1.90E-05,76,22,106,,
2.15E-05,79,53,105,,
2.01E-05,35,47,105,,
2.07E-05,75,78,104,,
2.78E-05,89,58,106,,
2.04E-05,11,85,104,,
2.22E-05,11,79,111,,
2.11E-05,35,52,108,,
2.13E-05,79,74,110,,
2.32E-05,31,43,105,,
2.09E-05,75,82,105,,
2.60E-05,21,80,105,,
2.03E-05,72,35,98,,
2.05E-05,25,83,97,,
2.93E-05,30,42,98,,
1.84E-05,7,48,94,,
2.69E-05,86,3,95,,
1.81E-05,82,29,96,,
1.78E-05,27,25,94,,
1.77E-05,25,22,92,,
1.84E-05,87,33,89,,
1.88E-05,3,58,85,,
1.92E-05,81,60,85,,
1.82E-05,81,33,86,,
1.72E-05,9,8,86,,
1.83E-05,81,41,85,,
1.87E-05,80,23,84,,
1.75E-05,74,22,85,,
1.68E-05,10,2,85,,
1.81E-05,82,28,81,,
2.64E-05,27,51,81,,
1.90E-05,81,60,81,,
1.74E-05,28,10,80,,
1.82E-05,2,38,83,,
1.88E-05,9,7,82,,
6.63E-05,81,35,86,,
1.88E-05,7,52,89,,
2.09E-05,71,81,89,,
1.68E-05,22,1,89,,
1.88E-05,86,53,89,,
1.98E-05,77,83,89,,
1.85E-05,81,48,89,,
2.52E-05,78,86,90,,
2.40E-05,82,75,89,,
2.24E-05,27,59,88,,
1.95E-05,87,38,88,,
0.0001012,81,69,90,,
1.98E-05,14,34,88,,
1.82E-05,1,20,89,,
2.04E-05,34,79,90,,
1.85E-05,1,7,92,,
2.01E-05,5,61,93,,
2.04E-05,75,76,94,,
1.81E-05,9,3,93,,
1.94E-05,25,49,97,,
1.82E-05,73,3,100,,
1.89E-05,26,25,100,,
2.03E-05,79,68,98,,
1.97E-05,34,59,99,,
1.99E-05,27,86,93,,
1.91E-05,88,64,94,,
2.17E-05,27,63,97,,
1.97E-05,82,79,102,,
2.08E-05,14,70,101,,
1.87E-05,89,51,102,,
1.99E-05,31,88,104,,
2.01E-05,77,86,104,,
1.98E-05,88,80,101,,
1.83E-05,84,13,101,,
1.91E-05,74,44,100,,
1.91E-05,33,18,100,,
2.08E-05,35,96,98,,
2.15E-05,24,80,95,,
2.56E-05,16,22,97,,
1.91E-05,85,63,98,,
1.90E-05,29,60,95,,
2.03E-05,28,90,95,,
1.84E-05,73,46,95,,
1.93E-05,74,71,96,,
1.75E-05,27,12,96,,
1.79E-05,71,25,94,,
1.87E-05,20,53,96,,
1.81E-05,35,37,96,,
2.13E-05,25,92,95,,
1.93E-05,9,70,90,,
2.81E-05,90,68,95,,
2.49E-05,25,61,92,,
2.51E-05,24,81,89,,
2.02E-05,71,61,77,,
2.67E-05,89,46,76,,
1.94E-05,10,41,75,,
2.55E-05,86,30,83,,
1.71E-05,77,6,85,,
2.00E-05,90,43,85,,
1.73E-05,12,15,87,,
1.80E-05,88,31,84,,
1.92E-05,80,63,82,,
1.70E-05,84,2,82,,
1.90E-05,75,61,82,,
1.73E-05,12,11,79,,
1.73E-05,33,3,73,,
1.79E-05,18,26,72,,
1.78E-05,76,19,74,,
1.95E-05,89,31,75,,
1.73E-05,74,9,73,,
2.14E-05,25,58,75,,
1.93E-05,75,20,75,,
1.87E-05,18,25,75,,
1.81E-05,5,32,74,,
1.73E-05,78,14,75,,
1.78E-05,2,25,74,,
1.95E-05,34,71,74,,
1.83E-05,89,41,75,,
1.82E-05,6,38,76,,
1.83E-05,12,41,79,,
1.84E-05,6,41,86,,
1.91E-05,16,63,89,,
1.80E-05,35,32,89,,
1.69E-05,11,0,86,,
1.87E-05,78,49,90,,
1.80E-05,80,32,92,,
1.97E-05,78,66,92,,
1.73E-05,80,10,93,,
1.72E-05,78,16,93,,
1.87E-05,88,49,91,,
2.00E-05,26,68,86,,
1.76E-05,74,3,85,,
1.79E-05,14,23,83,,
1.76E-05,14,22,83,,
1.86E-05,80,53,82,,
2.09E-05,34,79,88,,
2.02E-05,13,61,89,,
1.85E-05,22,19,90,,
1.87E-05,76,27,89,,
1.85E-05,16,2,87,,
1.81E-05,75,13,87,,
1.97E-05,13,42,87,,
1.83E-05,80,13,85,,
1.95E-05,7,50,85,,
1.96E-05,9,56,83,,
1.94E-05,25,53,83,,
1.91E-05,82,32,87,,
1.86E-05,33,20,87,,
2.97E-05,10,84,86,,
2.41E-05,1,69,86,,
3.02E-05,24,71,86,,
1.84E-05,6,39,87,,
1.83E-05,34,41,89,,
2.55E-05,79,9,90,,
2.52E-05,31,19,89,,
2.05E-05,27,52,94,,
1.92E-05,72,61,91,,
1.97E-05,7,82,92,,
1.75E-05,74,9,96,,
1.97E-05,1,81,100,,
1.74E-05,18,16,97,,
1.97E-05,7,48,90,,
1.92E-05,9,62,89,,
1.91E-05,9,60,87,,
1.69E-05,74,1,86,,
1.74E-05,86,17,82,,
1.79E-05,85,33,82,,
2.20E-05,29,31,82,,
1.99E-05,19,80,85,,
1.99E-05,28,49,83,,
2.14E-05,1,71,83,,
1.88E-05,33,54,82,,
2.58E-05,75,51,82,,
1.88E-05,30,47,82,,
1.74E-05,28,15,85,,
1.90E-05,2,28,86,,
2.04E-05,23,75,87,,
1.97E-05,23,76,84,,
1.84E-05,9,47,85,,
1.87E-05,28,48,85,,
1.73E-05,76,10,85,,
1.85E-05,5,47,87,,
1.81E-05,13,36,89,,
3.87E-05,76,13,92,,
3.75E-05,4,48,93,,
4.06E-05,4,68,93,,
1.81E-05,33,7,94,,
1.97E-05,1,79,93,,
2.00E-05,8,53,92,,
1.70E-05,14,1,92,,
1.98E-05,32,83,93,,
1.87E-05,8,53,93,,
1.87E-05,76,37,88,,
1.91E-05,8,55,88,,
2.22E-05,23,45,93,,
2.06E-05,30,49,89,,
1.79E-05,29,22,90,,
1.91E-05,3,35,83,,
2.40E-05,82,35,86,,
1.87E-05,27,51,88,,
1.85E-05,82,39,91,,
1.94E-05,82,69,90,,
1.78E-05,74,23,98,,
1.91E-05,14,70,96,,
1.79E-05,81,32,87,,
1.83E-05,75,29,85,,
1.97E-05,90,80,84,,
1.91E-05,28,49,72,,
1.87E-05,16,51,67,,
1.80E-05,90,33,68,,
1.94E-05,86,60,78,,
1.75E-05,86,11,83,,
1.92E-05,86,64,84,,
1.86E-05,30,49,80,,
1.95E-05,86,73,80,,
1.89E-05,13,50,84,,
1.71E-05,89,10,88,,
1.97E-05,18,31,86,,
1.85E-05,11,42,88,,
1.86E-05,17,49,89,,
2.23E-05,7,85,90,,
1.90E-05,82,61,88,,
2.63E-05,77,12,85,,
1.79E-05,74,20,84,,
1.80E-05,35,32,83,,
1.82E-05,3,37,83,,
1.84E-05,76,39,78,,
1.92E-05,19,68,79,,
1.85E-05,30,46,79,,
1.96E-05,4,51,79,,
1.95E-05,33,75,78,,
1.93E-05,74,69,78,,
1.93E-05,33,74,76,,
1.82E-05,83,34,75,,
1.70E-05,19,2,75,,
1.72E-05,82,4,77,,
1.77E-05,22,16,77,,
1.83E-05,76,41,78,,
2.01E-05,9,47,72,,
3.87E-05,26,39,71,,
1.75E-05,22,12,72,,
1.94E-05,76,28,72,,
1.85E-05,34,43,71,,
1.81E-05,30,35,69,,
1.96E-05,7,62,71,,
2.15E-05,16,14,73,,
1.72E-05,89,3,76,,
1.87E-05,20,54,77,,
1.83E-05,32,42,75,,
1.91E-05,74,62,77,,
2.17E-05,6,72,77,,
2.08E-05,13,68,79,,
1.85E-05,32,45,79,,
1.84E-05,26,41,76,,
1.85E-05,9,46,78,,
1.95E-05,88,65,78,,
1.91E-05,24,72,78,,
2.17E-05,2,55,77,,
1.74E-05,30,6,75,,
1.79E-05,34,27,76,,
1.70E-05,1,4,78,,
1.85E-05,13,47,78,,
1.94E-05,34,45,75,,
2.20E-05,5,35,75,,
1.90E-05,76,29,78,,
2.08E-05,32,75,77,,
1.81E-05,73,12,72,,
2.21E-05,87,61,68,,
1.87E-05,15,22,72,,
2.00E-05,87,65,71,,
1.80E-05,74,9,70,,
1.94E-05,26,39,66,,
1.87E-05,75,27,70,,
1.85E-05,72,18,69,,
2.00E-05,18,61,73,,
2.13E-05,33,35,74,,
2.07E-05,31,25,74,,
1.84E-05,8,2,74,,
1.80E-05,75,28,73,,
1.84E-05,33,35,76,,
1.93E-05,30,69,75,,
1.87E-05,76,37,74,,
1.84E-05,31,45,74,,
1.89E-05,72,22,73,,
1.91E-05,76,55,72,,
1.82E-05,90,38,72,,
1.88E-05,75,49,73,,
1.89E-05,76,54,73,,
1.89E-05,79,57,72,,
1.72E-05,75,9,73,,
1.85E-05,78,38,68,,
1.78E-05,3,24,68,,
1.91E-05,24,60,68,,
1.80E-05,5,34,67,,
1.86E-05,20,52,73,,
2.21E-05,9,1,73,,
2.30E-05,75,47,73,,
2.18E-05,32,42,72,,
1.79E-05,12,16,70,,
1.81E-05,5,33,69,,
1.81E-05,79,5,71,,
1.85E-05,5,34,76,,
1.83E-05,84,39,79,,
1.69E-05,5,0,85,,
1.86E-05,75,51,86,,
1.91E-05,74,55,84,,
1.75E-05,8,22,82,,
1.82E-05,72,27,81,,
1.81E-05,23,34,81,,
1.74E-05,84,11,80,,
1.95E-05,31,42,75,,
1.96E-05,13,52,75,,
1.86E-05,80,25,75,,
2.46E-05,25,48,75,,
1.94E-05,83,23,76,,
1.72E-05,29,0,80,,
1.98E-05,82,65,80,,
1.91E-05,15,57,81,,
1.95E-05,20,79,83,,
1.74E-05,7,13,82,,
1.93E-05,11,73,77,,
1.89E-05,30,63,75,,
1.71E-05,25,6,74,,
1.82E-05,84,38,74,,
1.96E-05,75,44,78,,
1.94E-05,11,74,76,,
1.82E-05,34,26,74,,
1.84E-05,76,49,72,,
1.86E-05,5,44,69,,
1.76E-05,79,15,63,,
1.73E-05,34,13,65,,
1.84E-05,84,2,63,,
1.83E-05,75,38,63,,
1.71E-05,22,5,60,,
1.97E-05,13,55,62,,
1.72E-05,22,9,63,,
1.82E-05,83,37,66,,
2.23E-05,28,9,69,,
2.20E-05,82,56,69,,
1.98E-05,9,56,69,,
2.30E-05,28,20,67,,
2.73E-05,82,55,65,,
1.89E-05,28,29,61,,
1.84E-05,1,24,61,,
2.81E-05,23,3,60,,
3.04E-05,9,44,59,,
3.15E-05,5,41,58,,
2.09E-05,78,27,58,,
4.21E-05,77,18,57,,
2.01E-05,9,54,63,,
1.82E-05,81,36,66,,
1.89E-05,21,57,67,,
1.96E-05,12,47,68,,
1.91E-05,30,23,69,,
1.87E-05,33,26,68,,
2.01E-05,27,66,69,,
1.97E-05,32,63,70,,
1.73E-05,34,15,69,,
1.86E-05,81,36,69,,
1.87E-05,31,44,70,,
1.69E-05,31,3,69,,
1.90E-05,90,22,68,,
1.87E-05,79,26,67,,
1.73E-05,8,11,68,,
1.75E-05,7,12,70,,
1.84E-05,74,44,70,,
1.91E-05,17,65,67,,
1.91E-05,27,67,69,,
1.89E-05,87,58,75,,
1.88E-05,76,57,75,,
1.70E-05,35,5,77,,
1.72E-05,16,9,77,,
2.47E-05,6,43,77,,
1.88E-05,74,54,75,,
1.83E-05,6,41,74,,
1.81E-05,77,34,71,,
1.85E-05,5,46,69,,
1.80E-05,77,34,68,,
1.77E-05,28,23,67,,
1.86E-05,27,43,68,,
1.89E-05,32,51,68,,
1.87E-05,12,28,64,,
1.95E-05,18,42,73,,
1.82E-05,28,35,74,,
1.91E-05,71,59,73,,
1.84E-05,4,39,74,,
1.79E-05,28,23,75,,
1.68E-05,31,1,74,,
1.92E-05,79,63,78,,
1.87E-05,26,50,82,,
1.74E-05,22,15,84,,
2.43E-05,76,79,89,,
1.75E-05,9,17,89,,
1.99E-05,21,80,84,,
1.87E-05,73,50,90,,
1.99E-05,1,87,89,,
3.23E-05,26,62,87,,
3.14E-05,83,7,87,,
1.94E-05,9,62,90,,
1.84E-05,84,46,89,,
2.52E-05,20,80,91,,
2.02E-05,9,5,92,,
1.87E-05,72,10,91,,
2.51E-05,17,90,94,,
1.90E-05,7,31,90,,
1.81E-05,24,7,88,,
2.86E-05,88,49,90,,
2.02E-05,88,60,89,,
1.82E-05,18,7,88,,
2.04E-05,90,72,88,,
2.06E-05,30,78,92,,
1.94E-05,89,46,93,,
2.01E-05,88,65,92,,
1.86E-05,72,19,93,,
2.05E-05,26,74,94,,
2.06E-05,79,79,94,,
2.61E-05,12,8,89,,
2.72E-05,24,12,91,,
1.76E-05,72,12,90,,
1.90E-05,84,53,90,,
1.91E-05,34,54,88,,
1.76E-05,72,10,89,,
1.76E-05,9,21,86,,
1.89E-05,34,55,86,,
1.95E-05,9,74,81,,
1.94E-05,75,70,88,,
1.93E-05,12,38,85,,
1.75E-05,22,20,87,,
1.92E-05,26,63,85,,
1.73E-05,81,12,85,,
1.85E-05,30,38,84,,
1.84E-05,74,45,84,,
1.94E-05,5,67,84,,
1.92E-05,5,70,88,,
1.73E-05,83,14,88,,
2.43E-05,81,15,87,,
1.82E-05,34,14,83,,
1.91E-05,90,46,78,,
2.03E-05,90,69,79,,
2.03E-05,84,61,82,,
1.78E-05,24,6,81,,
1.77E-05,25,29,77,,
1.85E-05,21,40,81,,
1.91E-05,88,63,82,,
1.69E-05,76,4,82,,
1.92E-05,4,65,89,,
2.00E-05,90,81,90,,
1.87E-05,18,46,94,,
2.00E-05,9,85,96,,
1.87E-05,28,40,96,,
1.75E-05,85,18,100,,
1.97E-05,29,76,99,,
2.04E-05,90,85,98,,
1.99E-05,5,80,99,,
1.89E-05,89,58,98,,
1.97E-05,3,72,101,,
1.84E-05,72,15,98,,
1.87E-05,71,29,94,,
1.90E-05,18,34,92,,
1.99E-05,10,57,95,,
2.13E-05,89,54,93,,
2.97E-05,88,63,95,,
2.71E-05,84,65,96,,
2.29E-05,18,36,96,,
1.84E-05,78,37,97,,
1.94E-05,3,70,97,,
1.87E-05,90,53,88,,
1.72E-05,28,10,90,,
1.71E-05,22,2,86,,
1.80E-05,22,25,87,,
1.89E-05,75,55,89,,
2.55E-05,1,21,92,,
1.94E-05,84,70,94,,
3.51E-05,84,82,95,,
1.84E-05,78,38,96,,
1.94E-05,28,72,96,,
1.94E-05,31,76,95,,
1.96E-05,84,70,95,,
1.71E-05,25,2,95,,
1.83E-05,21,42,94,,
1.93E-05,84,69,94,,
1.85E-05,90,48,92,,
1.84E-05,21,43,92,,
1.72E-05,4,7,96,,
1.77E-05,32,17,96,,
1.82E-05,89,38,95,,
1.89E-05,89,61,95,,
1.81E-05,79,36,95,,
2.05E-05,21,66,93,,
1.94E-05,10,62,93,,
1.93E-05,4,64,90,,
1.94E-05,4,64,91,,
1.80E-05,81,23,92,,
1.72E-05,4,2,93,,
1.98E-05,83,85,92,,
2.00E-05,84,90,94,,
1.88E-05,23,54,93,,
1.89E-05,1,54,89,,
2.92E-05,81,66,89,,
2.03E-05,4,64,89,,
1.73E-05,32,11,88,,
1.86E-05,89,38,88,,
1.88E-05,18,45,89,,
1.82E-05,28,30,93,,
2.27E-05,23,52,97,,
2.03E-05,81,68,96,,
1.95E-05,90,55,96,,
2.70E-05,73,72,96,,
1.90E-05,7,54,96,,
1.78E-05,1,23,97,,
1.80E-05,13,29,97,,
1.75E-05,20,14,96,,
1.86E-05,85,10,105,,
3.55E-05,9,96,107,,
1.97E-05,10,68,109,,
2.02E-05,9,98,111,,
3.23E-05,12,47,114,,
2.10E-05,22,86,114,,
2.17E-05,15,112,115,,
2.77E-05,10,73,115,,
1.91E-05,33,58,117,,
1.81E-05,1,36,118,,
1.87E-05,87,56,118,,
2.03E-05,84,100,126,,
1.94E-05,79,64,129,,
1.78E-05,75,22,131,,
1.69E-05,14,1,131,,
2.11E-05,13,119,128,,
1.82E-05,74,37,128,,
2.27E-05,72,99,130,,
1.86E-05,74,49,128,,
0.0001874,77,109,129,,
1.95E-05,7,2,127,,
1.92E-05,74,38,125,,
2.11E-05,84,99,126,,
2.08E-05,75,87,127,,
3.34E-05,33,67,128,,
1.96E-05,26,14,128,,
1.93E-05,27,46,126,,
2.12E-05,26,102,125,,
2.18E-05,89,111,123,,
2.16E-05,9,108,124,,
2.18E-05,35,112,124,,
2.17E-05,79,97,124,,
2.62E-05,34,27,120,,
2.35E-05,88,21,119,,
1.80E-05,1,31,115,,
1.77E-05,2,5,114,,
1.73E-05,22,7,115,,
2.10E-05,13,104,113,,
1.99E-05,83,75,114,,
1.92E-05,79,60,114,,
2.00E-05,20,15,116,,
2.05E-05,82,99,119,,
1.78E-05,1,30,118,,
2.18E-05,35,110,122,,
1.91E-05,1,35,121,,
2.05E-05,76,101,121,,
1.78E-05,76,25,121,,
2.36E-05,19,65,120,,
2.53E-05,22,21,119,,
1.84E-05,6,39,115,,
2.03E-05,35,95,116,,
2.91E-05,75,37,117,,
2.57E-05,31,10,115,,
2.82E-05,78,58,116,,
2.12E-05,23,23,116,,
1.73E-05,18,8,116,,
2.20E-05,21,84,116,,
1.96E-05,10,77,117,,
1.73E-05,18,5,122,,
1.81E-05,16,38,122,,
2.77E-05,14,81,122,,
2.26E-05,74,91,121,,
1.94E-05,75,45,121,,
1.99E-05,83,80,120,,
1.98E-05,80,79,122,,
1.76E-05,20,21,119,,
1.72E-05,21,8,133,,
1.95E-05,1,63,132,,
1.74E-05,2,5,133,,
1.88E-05,20,28,133,,
2.05E-05,72,104,131,,
2.00E-05,79,81,132,,
2.02E-05,79,81,131,,
1.87E-05,75,52,128,,
2.17E-05,71,99,126,,
1.80E-05,74,17,131,,
1.77E-05,73,19,131,,
2.01E-05,76,89,131,,
1.70E-05,35,2,131,,
1.94E-05,8,63,131,,
1.73E-05,25,10,126,,
2.07E-05,89,109,126,,
2.77E-05,74,62,127,,
2.23E-05,21,127,130,,
2.14E-05,12,93,128,,
3.60E-05,34,110,129,,
2.29E-05,90,88,131,,
2.00E-05,75,44,131,,
1.97E-05,25,46,132,,
2.17E-05,84,102,127,,
1.92E-05,35,58,126,,
1.90E-05,21,57,127,,
2.14E-05,1,121,128,,
2.12E-05,20,124,131,,
1.80E-05,2,28,127,,
1.80E-05,2,24,130,,
2.03E-05,72,97,126,,
1.99E-05,72,86,127,,
1.89E-05,10,58,121,,
1.96E-05,30,68,120,,
1.90E-05,19,60,115,,
1.88E-05,78,54,113,,
2.00E-05,22,23,118,,
2.04E-05,3,94,118,,
1.77E-05,2,17,120,,
1.74E-05,25,15,119,,
2.65E-05,17,71,120,,
1.96E-05,16,71,122,,
1.79E-05,81,26,122,,
1.88E-05,78,52,122,,
1.89E-05,84,55,122,,
2.79E-05,77,106,122,,
2.38E-05,74,61,123,,
2.60E-05,81,22,123,,
2.06E-05,17,65,123,,
1.80E-05,75,32,121,,
2.10E-05,1,114,121,,
2.10E-05,1,115,121,,
1.82E-05,29,34,121,,
1.80E-05,74,32,115,,
2.02E-05,19,90,113,,
1.83E-05,1,34,111,,
1.95E-05,13,25,112,,
2.08E-05,77,102,112,,
1.76E-05,88,19,113,,
1.82E-05,1,35,112,,
2.76E-05,72,48,111,,
2.41E-05,28,32,111,,
1.93E-05,76,40,109,,
2.04E-05,78,96,109,,
2.06E-05,20,101,103,,
1.83E-05,2,6,99,,
1.88E-05,27,47,99,,
1.84E-05,72,39,102,,
1.73E-05,88,11,101,,
1.94E-05,4,59,102,,
1.89E-05,86,60,101,,
1.71E-05,11,7,99,,
2.14E-05,30,34,94,,
2.21E-05,83,68,93,,
1.95E-05,86,57,93,,
1.87E-05,77,36,97,,
1.78E-05,35,24,94,,
1.85E-05,71,43,87,,
1.82E-05,3,36,87,,
2.13E-05,34,47,87,,
1.81E-05,74,26,89,,
1.82E-05,24,37,93,,
1.74E-05,81,13,98,,
1.91E-05,7,65,96,,
2.32E-05,81,20,97,,
1.91E-05,74,25,99,,
1.87E-05,72,40,100,,
2.04E-05,25,99,101,,
2.88E-05,80,25,99,,
1.87E-05,11,12,99,,
2.96E-05,25,96,99,,
1.93E-05,11,56,104,,
1.86E-05,33,47,107,,
1.83E-05,1,5,102,,
1.98E-05,3,84,101,,
2.01E-05,35,90,101,,
1.96E-05,27,77,100,,
2.40E-05,74,38,102,,
2.16E-05,23,101,103,,
1.97E-05,72,82,97,,
1.80E-05,1,33,97,,
1.93E-05,20,43,95,,
5.51E-05,1,35,94,,
1.80E-05,76,22,93,,
1.84E-05,20,40,92,,
1.95E-05,12,78,90,,
1.77E-05,75,30,86,,
1.75E-05,87,19,87,,
1.83E-05,1,2,86,,
2.07E-05,21,74,83,,
1.83E-05,89,2,82,,
1.69E-05,81,6,78,,
1.79E-05,20,28,75,,
1.89E-05,90,60,73,,
2.10E-05,29,35,76,,
1.90E-05,81,61,78,,
1.78E-05,71,20,78,,
1.72E-05,9,10,78,,
1.95E-05,88,22,77,,
1.75E-05,74,19,78,,
2.37E-05,1,25,79,,
1.83E-05,79,36,74,,
1.79E-05,27,28,70,,
2.13E-05,10,12,69,,
1.86E-05,74,32,70,,
1.72E-05,9,11,70,,
1.85E-05,76,46,70,,
1.76E-05,75,19,71,,
1.73E-05,5,9,69,,
1.97E-05,6,70,72,,
2.42E-05,11,57,75,,
1.96E-05,83,56,71,,
1.80E-05,89,10,71,,
2.36E-05,21,5,71,,
2.46E-05,80,50,71,,
1.77E-05,35,25,72,,
1.89E-05,80,55,74,,
1.82E-05,75,36,75,,
1.94E-05,81,72,75,,
1.92E-05,9,65,73,,
1.91E-05,85,55,73,,
1.74E-05,28,8,75,,
1.87E-05,26,55,76,,
1.77E-05,75,13,71,,
1.82E-05,32,18,76,,
1.96E-05,24,73,76,,
2.54E-05,9,19,76,,
1.94E-05,24,71,74,,
1.84E-05,74,31,73,,
1.73E-05,14,9,73,,
1.70E-05,24,0,73,,
2.52E-05,23,46,68,,
1.89E-05,74,31,69,,
1.84E-05,76,43,68,,
1.90E-05,10,61,63,,
1.77E-05,74,14,64,,
2.21E-05,87,30,64,,
1.95E-05,87,29,65,,
2.31E-05,9,13,65,,
2.01E-05,72,62,66,,
1.85E-05,17,37,65,,
1.82E-05,76,38,66,,
2.56E-05,29,17,67,,
1.88E-05,2,42,70,,
1.75E-05,9,10,72,,
1.80E-05,87,25,72,,
1.88E-05,79,54,72,,
1.88E-05,23,56,71,,
1.85E-05,23,45,69,,
2.37E-05,30,46,70,,
1.92E-05,27,56,69,,
1.75E-05,8,19,67,,
1.81E-05,84,33,68,,
1.79E-05,85,29,69,,
1.72E-05,21,9,69,,
3.33E-05,85,27,66,,
1.70E-05,28,0,65,,
1.77E-05,27,23,67,,
1.80E-05,2,28,67,,
1.89E-05,84,54,62,,
1.71E-05,78,3,61,,
1.72E-05,4,10,63,,
1.87E-05,10,57,61,,
1.83E-05,74,41,59,,
1.72E-05,71,8,59,,
1.85E-05,24,43,59,,
