cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,,,,,
1.78E-05,19,3,48,,,,,0.0000182,14,23,46
1.79E-05,4,10,43,,,,,0.0000187,18,34,46
1.81E-05,19,14,42,,,,,0.000018,20,16,46
1.79E-05,5,10,35,,,,,0.0000215,10,43,46
1.79E-05,14,9,36,,,,,0.0000188,4,22,46
1.86E-05,7,30,36,,,,,0.0000186,4,33,46
1.82E-05,9,18,36,,,,,0.0000177,6,11,46
1.90E-05,5,16,39,,,,,0.0000183,8,26,46
1.88E-05,7,36,41,,,,,0.0000177,2,5,46
1.79E-05,8,7,42,,,,,0.0000191,8,2,46
1.80E-05,17,12,43,,,,,0.0000186,19,27,47
1.99E-05,2,29,36,,,,,0.0000182,1,22,47
2.41E-05,13,21,35,,,,,0.0000193,2,36,47
1.99E-05,15,34,36,,,,,0.0000181,16,15,47
1.80E-05,3,6,31,,,,,0.0000177,3,6,47
2.02E-05,20,5,26,,,,,0.0000191,16,45,47
1.85E-05,6,23,25,,,,,0.0000177,5,7,47
1.77E-05,14,5,24,,,,,0.0000179,16,11,47
1.75E-05,8,2,22,,,,,0.0000181,19,9,47
1.80E-05,6,16,22,,,,,0.0000182,14,21,47
1.77E-05,6,6,23,,,,,0.0000187,17,27,47
1.81E-05,2,21,24,,,,,0.0000184,17,22,47
1.75E-05,5,5,25,,,,,0.0000183,17,28,47
1.76E-05,16,4,28,,,,,0.000018,13,16,47
1.79E-05,17,5,26,,,,,0.0000191,18,39,47
1.78E-05,12,8,26,,,,,0.0000182,12,24,47
1.82E-05,4,5,28,,,,,0.0000179,12,6,47
1.77E-05,13,11,26,,,,,0.0000197,2,27,47
1.78E-05,18,1,27,,,,,0.0000188,12,28,47
1.76E-05,11,5,29,,,,,0.0000245,7,34,47
1.77E-05,16,6,28,,,,,0.0000189,19,17,47
2.03E-05,14,17,33,,,,,0.0000203,7,43,47
2.57E-05,14,19,34,,,,,0.0000187,8,32,47
1.85E-05,18,28,36,,,,,0.0000184,8,20,47
1.86E-05,10,29,36,,,,,0.0000175,6,1,47
1.86E-05,12,16,29,,,,,0.000018,15,15,47
1.82E-05,20,19,29,,,,,0.0000185,19,6,47
1.78E-05,8,15,30,,,,,0.0000179,16,5,47
1.84E-05,8,26,30,,,,,0.0000178,11,11,47
1.78E-05,16,15,33,,,,,0.0000199,18,38,47
1.00E-05,2,0,34,,,,,0.0000186,6,3,47
1.90E-05,8,8,35,,,,,0.0000183,5,23,47
1.82E-05,15,13,34,,,,,0.0000187,15,34,47
1.79E-05,11,12,33,,,,,0.0000188,14,34,47
2.81E-05,11,4,26,,,,,0.0000181,18,12,47
1.84E-05,10,15,27,,,,,0.0000195,8,12,47
1.81E-05,16,15,23,,,,,0.000019,3,44,47
1.75E-05,11,4,24,,,,,0.0000191,4,45,47
1.81E-05,14,10,23,,,,,0.0000246,6,12,47
1.80E-05,17,14,21,,,,,0.0000187,7,4,47
1.80E-05,1,16,21,,,,,0.0000181,19,20,47
1.82E-05,3,11,22,,,,,0.0000187,4,36,47
1.79E-05,19,7,21,,,,,0.0000183,12,4,47
3.03E-05,5,12,22,,,,,0.0000191,17,22,47
1.77E-05,6,12,25,,,,,0.0000191,19,20,47
1.84E-05,12,17,26,,,,,0.0000184,19,20,47
1.74E-05,19,1,27,,,,,0.0000183,19,21,47
1.77E-05,13,5,26,,,,,0.0000195,14,31,47
1.80E-05,9,10,27,,,,,0.0000187,16,34,47
1.79E-05,5,10,27,,,,,0.000019,15,24,47
1.78E-05,10,1,28,,,,,0.0000111,16,0,47
1.83E-05,15,20,31,,,,,0.0000189,13,44,47
0.000114,20,1,29,,,,,0.000026,20,26,47
1.87E-05,13,14,29,,,,,0.0000179,6,1,47
1.80E-05,18,10,32,,,,,0.0000184,6,20,47
1.84E-05,16,22,33,,,,,0.0000266,15,3,47
9.80E-06,8,0,32,,,,,0.0000197,15,36,47
1.81E-05,8,10,34,,,,,0.0000188,18,41,47
1.85E-05,8,12,38,,,,,0.0000187,12,21,47
1.77E-05,17,4,41,,,,,0.0000185,5,7,47
1.85E-05,19,1,30,,,,,0.0000207,10,36,47
1.90E-05,10,12,23,,,,,0.0000197,8,45,47
1.92E-05,17,16,24,,,,,0.0000189,11,33,47
1.76E-05,7,5,21,,,,,0.0000177,10,10,47
1.79E-05,12,5,21,,,,,0.0000197,15,38,47
1.90E-05,6,17,22,,,,,0.0000181,13,1,47
1.79E-05,14,8,25,,,,,0.0000197,10,36,47
1.78E-05,4,7,22,,,,,0.0000177,3,2,47
1.77E-05,16,3,23,,,,,0.000019,12,45,47
1.92E-05,19,11,23,,,,,0.0000181,15,17,47
1.85E-05,9,14,21,,,,,0.0000181,1,16,47
1.97E-05,5,15,24,,,,,0.0000175,7,2,47
1.74E-05,18,1,24,,,,,0.0000293,7,29,47
1.80E-05,17,11,23,,,,,0.0000185,7,5,47
1.81E-05,5,17,23,,,,,0.000018,5,8,47
2.81E-05,12,15,23,,,,,0.0000188,10,9,47
1.86E-05,2,14,24,,,,,0.0000198,13,40,47
1.84E-05,1,20,24,,,,,0.0000182,10,26,48
1.76E-05,1,13,22,,,,,0.0000184,16,30,48
1.80E-05,4,16,23,,,,,0.000019,17,41,48
1.81E-05,18,2,24,,,,,0.0000186,19,15,48
1.76E-05,3,5,24,,,,,0.0000179,17,13,48
1.82E-05,14,8,25,,,,,0.0000184,14,30,48
1.84E-05,3,16,26,,,,,0.0000188,18,34,48
1.88E-05,3,9,24,,,,,0.0000184,2,33,48
1.88E-05,15,16,25,,,,,0.0000177,4,1,48
1.90E-05,16,19,25,,,,,0.0000184,13,26,48
1.88E-05,5,11,26,,,,,0.0000183,2,24,48
1.85E-05,13,9,27,,,,,0.0000181,17,6,48
2.44E-05,16,5,28,,,,,0.0000184,20,8,48
1.95E-05,5,14,28,,,,,0.0000174,2,7,48
1.83E-05,5,2,28,,,,,0.00001,13,0,48
2.08E-05,18,16,32,,,,,0.0000332,16,36,48
2.58E-05,8,25,33,,,,,0.0000186,3,36,48
1.81E-05,15,15,28,,,,,0.0000193,17,46,48
1.85E-05,8,3,29,,,,,0.0000195,18,36,48
1.81E-05,5,15,30,,,,,0.0000236,17,31,48
1.77E-05,17,12,34,,,,,0.0000101,15,0,48
1.02E-05,8,0,32,,,,,0.0000196,1,40,48
1.06E-05,8,0,30,,,,,0.000019,15,40,48
1.79E-05,13,14,31,,,,,0.0000192,9,45,48
1.77E-05,4,14,29,,,,,0.0000187,3,32,48
1.83E-05,18,19,30,,,,,0.0000203,12,22,48
2.09E-05,13,14,31,,,,,0.0000193,19,25,48
1.90E-05,18,23,30,,,,,0.0000185,7,32,48
1.84E-05,8,29,31,,,,,0.0000195,5,18,48
1.81E-05,13,23,33,,,,,0.0000179,9,8,48
1.79E-05,5,8,32,,,,,0.0000203,6,36,48
1.83E-05,17,11,32,,,,,0.0000185,3,11,48
1.01E-05,10,0,34,,,,,0.0000178,19,3,48
4.52E-05,8,16,33,,,,,0.0000182,11,18,48
1.81E-05,12,9,29,,,,,0.0000179,11,12,48
1.95E-05,11,26,30,,,,,0.0000184,16,31,48
1.90E-05,6,19,32,,,,,0.0000186,1,32,48
1.90E-05,18,2,31,,,,,0.0000186,15,30,48
1.00E-05,8,0,32,,,,,0.0000176,10,6,48
1.99E-05,3,23,33,,,,,0.0000193,17,40,48
1.88E-05,1,32,34,,,,,0.0000197,14,25,48
1.82E-05,14,19,36,,,,,0.0000189,2,36,48
1.80E-05,7,10,34,,,,,0.0000184,20,24,48
9.90E-06,16,0,34,,,,,0.000018,14,2,48
1.85E-05,14,26,35,,,,,0.0000209,2,42,48
1.78E-05,11,6,38,,,,,0.0000204,17,30,48
1.84E-05,18,23,39,,,,,0.000018,5,12,48
1.91E-05,10,10,36,,,,,0.0000194,1,8,48
2.03E-05,18,7,35,,,,,0.0000182,7,15,48
1.84E-05,4,22,32,,,,,0.000019,4,46,48
1.85E-05,6,5,35,,,,,0.0000186,9,25,48
1.87E-05,1,30,36,,,,,0.0000238,16,5,48
1.77E-05,3,5,29,,,,,0.0000201,13,42,48
1.83E-05,7,23,30,,,,,0.0000185,12,24,48
1.85E-05,1,27,29,,,,,0.0000198,4,38,48
1.83E-05,2,26,34,,,,,0.0000193,16,38,48
1.82E-05,4,14,39,,,,,0.0000187,10,36,48
1.87E-05,11,27,39,,,,,0.0000181,18,18,48
2.00E-05,19,11,40,,,,,0.0000188,12,36,48
2.10E-05,17,36,40,,,,,0.0000194,18,15,48
1.81E-05,9,7,41,,,,,0.0000185,19,29,49
1.91E-05,17,39,44,,,,,0.0000188,17,41,49
1.75E-05,2,6,46,,,,,0.0000183,19,17,49
1.82E-05,11,18,48,,,,,0.0000194,11,45,49
1.79E-05,11,15,45,,,,,0.0000179,15,9,49
1.82E-05,13,21,46,,,,,0.0000181,5,21,49
1.90E-05,3,44,47,,,,,0.0000187,3,36,49
1.85E-05,15,29,45,,,,,0.0000188,3,26,49
1.91E-05,4,45,47,,,,,0.0000189,10,40,49
1.79E-05,11,12,48,,,,,0.0000184,6,28,49
1.84E-05,16,31,48,,,,,0.0000244,20,28,49
1.85E-05,14,28,49,,,,,0.0000184,10,8,49
2.48E-05,16,6,50,,,,,0.0000184,6,25,49
1.02E-05,19,0,50,,,,,0.00003,16,1,49
3.80E-05,1,28,51,,,,,0.0000192,8,42,49
1.82E-05,17,13,52,,,,,0.0000175,14,1,49
2.46E-05,6,12,47,,,,,0.0000186,15,25,49
2.47E-05,4,41,44,,,,,0.0000179,16,5,49
2.21E-05,20,40,44,,,,,0.0000184,14,26,49
2.01E-05,20,37,43,,,,,0.00002,14,22,49
1.96E-05,15,28,44,,,,,0.0000185,14,28,49
1.85E-05,1,6,43,,,,,0.0000188,6,32,49
1.91E-05,7,26,38,,,,,0.0000184,16,18,49
1.91E-05,4,19,39,,,,,0.0000199,7,12,49
1.94E-05,18,21,39,,,,,0.0000234,6,12,49
1.84E-05,15,7,40,,,,,0.0000194,14,38,49
1.85E-05,19,6,42,,,,,0.0000188,17,14,49
1.99E-05,15,37,42,,,,,0.0000191,19,35,49
1.90E-05,18,18,42,,,,,0.0000185,16,30,49
1.92E-05,14,42,46,,,,,0.0000187,14,33,49
1.85E-05,5,27,42,,,,,0.0000186,10,30,49
1.83E-05,20,14,34,,,,,0.0000258,16,26,49
1.86E-05,8,30,33,,,,,0.0000178,12,6,49
1.77E-05,4,7,30,,,,,0.0000195,2,9,49
1.81E-05,17,22,31,,,,,0.0000197,18,35,49
1.80E-05,17,8,30,,,,,0.0000189,9,40,49
1.79E-05,6,5,25,,,,,0.0000186,6,36,49
1.76E-05,11,4,26,,,,,0.0000177,11,9,49
1.84E-05,20,14,27,,,,,0.0000187,6,23,49
1.81E-05,15,21,23,,,,,0.0000199,3,44,49
1.82E-05,9,22,26,,,,,0.0000187,14,16,49
1.80E-05,5,11,32,,,,,0.0000183,18,25,49
1.77E-05,16,9,38,,,,,0.0000202,13,44,49
1.88E-05,16,17,37,,,,,0.0000193,15,47,49
1.90E-05,10,13,34,,,,,0.0000186,20,5,49
2.89E-05,14,11,33,,,,,0.0000188,20,33,49
2.72E-05,18,22,34,,,,,0.0000196,14,44,49
2.24E-05,8,31,36,,,,,0.0000174,13,3,49
2.62E-05,18,20,37,,,,,0.0000101,19,0,49
2.76E-05,20,7,39,,,,,0.0000188,17,33,49
1.86E-05,14,7,44,,,,,0.0000183,19,18,49
1.86E-05,5,2,45,,,,,0.0000232,6,8,49
1.87E-05,7,4,47,,,,,0.0000106,14,0,49
1.94E-05,4,39,42,,,,,0.0000189,14,42,50
1.78E-05,6,10,40,,,,,0.0000195,9,43,50
1.84E-05,6,29,39,,,,,0.0000184,16,21,50
1.76E-05,14,5,39,,,,,0.0000189,11,42,50
1.75E-05,11,2,40,,,,,0.0000177,3,1,50
2.61E-05,13,33,45,,,,,0.0000188,9,30,50
1.00E-05,16,0,44,,,,,0.0000187,15,28,50
1.80E-05,1,14,46,,,,,0.0000182,5,12,50
1.84E-05,6,21,45,,,,,0.0000186,17,30,50
1.90E-05,14,34,40,,,,,0.0000196,8,34,50
1.78E-05,10,10,39,,,,,0.0000196,2,28,50
1.72E-05,1,1,39,,,,,0.0000182,16,18,50
1.85E-05,13,29,41,,,,,0.0000178,5,8,50
1.88E-05,2,37,42,,,,,0.0000194,4,41,50
1.90E-05,12,35,44,,,,,0.0000188,11,42,50
2.06E-05,2,29,45,,,,,0.0000184,10,29,50
1.88E-05,6,32,49,,,,,0.0000188,20,37,50
2.00E-05,16,5,45,,,,,0.0000894,11,11,50
1.88E-05,6,38,44,,,,,0.0000185,9,20,50
1.81E-05,19,20,47,,,,,0.0000189,20,27,50
1.86E-05,1,32,48,,,,,0.0000177,5,5,50
2.54E-05,7,27,51,,,,,0.0000383,7,32,50
1.80E-05,15,11,51,,,,,0.0000185,20,32,50
1.84E-05,8,25,53,,,,,0.0000184,8,24,50
1.96E-05,9,46,52,,,,,0.0000219,20,48,50
1.89E-05,3,39,54,,,,,0.0000369,5,37,50
1.79E-05,16,15,55,,,,,0.0000194,20,48,50
1.85E-05,3,35,56,,,,,0.000018,4,16,50
1.89E-05,17,34,54,,,,,0.0000248,16,6,50
1.79E-05,11,5,54,,,,,0.0000102,19,0,50
1.82E-05,2,3,56,,,,,0.0000205,1,42,50
1.91E-05,20,51,58,,,,,0.0000226,8,6,50
1.78E-05,13,2,52,,,,,0.0000202,3,33,50
1.82E-05,7,26,53,,,,,0.0000188,7,13,50
1.80E-05,4,20,52,,,,,0.0000188,3,37,50
1.78E-05,6,11,53,,,,,0.0000321,2,40,50
1.89E-05,8,10,51,,,,,0.0000286,8,19,50
2.01E-05,12,25,52,,,,,0.0000184,4,26,50
2.77E-05,19,33,52,,,,,0.0000205,3,34,50
1.87E-05,14,17,52,,,,,0.0000198,19,36,50
1.84E-05,16,12,54,,,,,0.0000194,8,28,50
1.89E-05,6,43,54,,,,,0.0000189,15,39,50
1.88E-05,16,41,56,,,,,0.0000214,2,44,50
1.99E-05,3,40,58,,,,,0.0000175,13,1,50
1.80E-05,12,17,59,,,,,0.0000183,13,17,50
2.89E-05,19,11,61,,,,,0.0000247,7,43,50
1.85E-05,9,25,61,,,,,0.0000183,3,9,50
1.99E-05,16,30,64,,,,,0.0000216,6,43,50
1.83E-05,16,20,65,,,,,0.0000178,12,7,50
1.98E-05,8,58,64,,,,,0.0000188,3,28,50
1.84E-05,5,30,65,,,,,0.0000181,17,13,50
1.76E-05,4,6,66,,,,,0.0000189,9,38,50
1.95E-05,6,57,69,,,,,0.0000188,8,34,50
1.93E-05,6,18,65,,,,,0.00002,3,7,50
2.23E-05,14,53,69,,,,,0.0000199,14,27,50
1.99E-05,12,42,70,,,,,0.0000199,10,40,50
1.90E-05,14,22,72,,,,,0.0000323,12,23,50
2.11E-05,14,62,74,,,,,0.0000305,2,47,50
1.78E-05,2,6,76,,,,,0.0000225,2,14,50
1.90E-05,13,49,80,,,,,0.0000192,4,20,50
1.78E-05,15,5,79,,,,,0.0000184,9,19,50
1.79E-05,8,12,82,,,,,0.0000228,9,4,50
2.05E-05,16,55,83,,,,,0.0000188,16,34,50
1.89E-05,16,40,81,,,,,0.0000181,2,10,50
1.82E-05,17,19,82,,,,,0.000019,4,41,50
1.78E-05,14,7,79,,,,,0.00002,1,38,50
1.77E-05,7,1,75,,,,,0.0000188,15,12,50
1.96E-05,14,60,74,,,,,0.0000192,3,33,51
1.84E-05,3,23,71,,,,,0.0000187,10,37,51
1.75E-05,19,3,74,,,,,0.0000189,16,6,51
1.99E-05,3,63,72,,,,,0.000019,14,46,51
2.24E-05,5,66,73,,,,,0.0000176,9,6,51
0.0002219,11,39,74,,,,,0.0000229,17,18,51
1.92E-05,7,48,74,,,,,0.0000189,15,42,51
1.99E-05,13,69,77,,,,,0.0000183,5,22,51
2.00E-05,10,69,77,,,,,0.0000183,7,17,51
1.82E-05,14,11,71,,,,,0.0000195,6,48,51
1.86E-05,19,25,72,,,,,0.0000201,18,48,51
1.83E-05,15,24,72,,,,,0.000019,15,35,51
2.01E-05,19,57,72,,,,,0.000019,12,45,51
1.97E-05,16,61,75,,,,,0.0000184,5,12,51
1.84E-05,5,26,74,,,,,0.0000189,1,41,51
1.96E-05,1,51,68,,,,,0.0000178,1,14,51
1.87E-05,4,32,69,,,,,0.0000186,12,26,51
1.87E-05,2,40,69,,,,,0.0000189,10,44,51
1.97E-05,5,62,70,,,,,0.000018,18,12,51
1.92E-05,20,47,71,,,,,0.000018,5,12,51
2.00E-05,11,63,70,,,,,0.0000186,20,32,51
1.92E-05,20,35,70,,,,,0.0000187,2,20,51
1.83E-05,12,23,59,,,,,0.0000175,11,4,51
1.92E-05,12,46,56,,,,,0.0000179,15,6,51
2.06E-05,19,44,58,,,,,0.000018,16,15,51
1.83E-05,10,22,54,,,,,0.000038,1,28,51
1.81E-05,13,22,55,,,,,0.0000254,7,27,51
9.90E-06,13,0,55,,,,,0.000018,15,11,51
1.76E-05,7,2,54,,,,,0.0000189,8,10,51
1.98E-05,5,34,57,,,,,0.0000194,8,45,51
1.92E-05,10,28,55,,,,,0.0000194,8,31,51
1.87E-05,13,14,56,,,,,0.0000448,14,12,51
1.90E-05,16,15,57,,,,,0.0000191,4,40,51
1.92E-05,4,19,58,,,,,0.0000177,12,8,51
1.99E-05,1,50,59,,,,,0.0000182,9,16,51
1.93E-05,5,30,59,,,,,0.0000182,7,18,51
1.90E-05,10,22,62,,,,,0.0000185,4,33,51
2.08E-05,6,51,57,,,,,0.0000284,19,45,51
2.18E-05,12,54,56,,,,,0.0000182,18,1,51
1.89E-05,4,5,57,,,,,0.0000178,3,9,51
2.78E-05,17,48,58,,,,,0.0000178,10,9,51
1.86E-05,18,27,56,,,,,0.0000177,19,10,51
1.87E-05,18,38,57,,,,,0.000018,8,14,51
1.88E-05,6,41,58,,,,,0.0000202,14,46,51
1.80E-05,6,18,62,,,,,0.0000266,12,43,51
2.12E-05,2,37,64,,,,,0.0000101,16,0,51
8.84E-05,19,16,65,,,,,0.0000182,19,15,51
1.81E-05,18,15,65,,,,,0.0000181,12,15,51
1.99E-05,8,63,66,,,,,0.0000191,7,39,51
1.91E-05,3,29,67,,,,,0.0000177,6,4,51
1.75E-05,18,3,68,,,,,0.000019,3,40,51
1.84E-05,18,27,67,,,,,0.0000186,15,34,51
1.97E-05,20,64,69,,,,,0.0000185,17,26,51
2.13E-05,20,67,69,,,,,0.0000179,20,12,51
1.96E-05,15,36,71,,,,,0.0000187,10,24,51
2.06E-05,4,56,71,,,,,0.0000192,16,48,51
2.33E-05,7,25,70,,,,,0.0000181,20,21,51
1.92E-05,17,40,70,,,,,0.0000247,10,43,51
1.96E-05,9,21,68,,,,,0.000018,10,7,51
1.76E-05,17,5,70,,,,,0.0000182,13,27,52
1.78E-05,6,8,74,,,,,0.000019,10,43,52
1.79E-05,15,6,74,,,,,0.0000192,13,38,52
1.92E-05,17,51,72,,,,,0.0000176,7,6,52
2.55E-05,12,60,73,,,,,0.0000198,16,24,52
1.98E-05,19,59,71,,,,,0.000018,16,12,52
2.04E-05,20,71,73,,,,,0.0000199,15,7,52
1.92E-05,5,48,71,,,,,0.0000192,7,38,52
1.88E-05,4,28,68,,,,,0.0000181,8,1,52
1.75E-05,19,1,65,,,,,0.0000225,9,5,52
1.81E-05,20,19,64,,,,,0.0000192,13,50,52
1.93E-05,13,56,65,,,,,0.0000188,5,36,52
1.92E-05,13,46,66,,,,,0.0000221,3,34,52
2.35E-05,7,61,65,,,,,0.0000177,14,5,52
1.87E-05,8,32,67,,,,,0.0000177,17,7,52
1.88E-05,2,40,67,,,,,0.0000189,11,24,52
1.90E-05,19,44,69,,,,,0.000019,4,38,52
1.83E-05,14,20,68,,,,,0.0000185,14,4,52
1.89E-05,6,38,70,,,,,0.0000183,8,19,52
2.63E-05,8,62,71,,,,,0.0000186,9,38,52
2.13E-05,17,66,71,,,,,0.0000193,3,47,52
1.84E-05,12,21,73,,,,,0.0000185,18,22,52
1.83E-05,10,6,75,,,,,0.0000182,4,16,52
2.00E-05,9,67,75,,,,,0.0000176,18,8,52
1.78E-05,17,3,76,,,,,0.0000191,7,43,52
2.00E-05,9,35,72,,,,,0.000018,14,19,52
1.86E-05,5,36,72,,,,,0.0000182,17,13,52
1.77E-05,2,6,73,,,,,0.0000196,9,46,52
1.90E-05,18,40,74,,,,,0.0000178,13,2,52
1.89E-05,15,37,71,,,,,0.000018,4,20,52
2.02E-05,13,64,69,,,,,0.0000201,12,25,52
1.79E-05,6,4,62,,,,,0.0000277,19,33,52
8.63E-05,7,5,63,,,,,0.0000187,14,17,52
1.87E-05,15,25,62,,,,,0.0000199,2,21,52
1.93E-05,12,50,62,,,,,0.0000182,6,9,52
1.83E-05,13,19,63,,,,,0.0000179,6,4,52
2.59E-05,9,4,61,,,,,0.000021,20,49,52
1.77E-05,17,7,62,,,,,0.0000181,5,6,52
1.75E-05,19,6,62,,,,,0.0000193,13,40,52
1.77E-05,12,7,63,,,,,0.0000193,14,42,52
1.90E-05,3,38,66,,,,,0.0000192,1,11,52
2.00E-05,2,22,67,,,,,0.0000189,17,38,52
1.87E-05,8,27,65,,,,,0.0000184,4,33,52
1.85E-05,17,22,66,,,,,0.0000183,1,32,52
2.02E-05,4,62,66,,,,,0.0000191,4,17,52
1.89E-05,7,11,65,,,,,0.0000181,11,5,52
1.84E-05,8,25,62,,,,,0.0000179,3,7,52
1.95E-05,6,58,61,,,,,0.0000179,16,13,52
1.78E-05,20,11,62,,,,,0.0000194,8,27,52
1.77E-05,17,6,60,,,,,0.000019,14,42,52
1.92E-05,17,46,60,,,,,0.0000194,12,25,52
1.80E-05,8,15,61,,,,,0.0000192,18,44,52
2.05E-05,5,48,58,,,,,0.0000098,11,0,52
1.00E-05,11,0,58,,,,,0.0000185,14,28,52
1.78E-05,16,9,59,,,,,0.0000175,1,2,52
1.90E-05,13,4,58,,,,,0.0000192,15,35,52
1.82E-05,20,20,59,,,,,0.0000183,8,23,52
1.81E-05,11,21,60,,,,,0.0000212,10,22,52
1.86E-05,17,31,61,,,,,0.0000189,5,42,52
1.94E-05,16,26,64,,,,,0.0000189,13,43,52
1.90E-05,10,38,65,,,,,0.0000183,20,27,52
1.76E-05,20,1,65,,,,,0.0000188,20,38,53
1.85E-05,2,31,59,,,,,0.0000189,12,35,53
2.66E-05,8,24,60,,,,,0.0000203,20,35,53
1.78E-05,2,4,60,,,,,0.0000179,16,5,53
1.92E-05,20,52,63,,,,,0.0000178,15,7,53
1.86E-05,1,31,62,,,,,0.0000177,6,14,53
2.11E-05,1,57,61,,,,,0.000019,1,41,53
2.03E-05,2,56,59,,,,,0.0000195,19,24,53
2.03E-05,18,56,60,,,,,0.0000185,11,19,53
2.27E-05,20,51,63,,,,,0.0000255,3,36,53
2.12E-05,16,36,65,,,,,0.0000185,15,22,53
1.96E-05,5,23,64,,,,,0.000021,15,41,53
1.92E-05,13,41,65,,,,,0.0000181,7,13,53
1.87E-05,3,36,63,,,,,0.0000191,7,46,53
1.86E-05,2,36,63,,,,,0.0000217,2,44,53
1.93E-05,1,50,66,,,,,0.0000181,3,14,53
1.93E-05,15,54,64,,,,,0.0000192,8,39,53
1.80E-05,13,17,65,,,,,0.0000185,10,28,53
1.75E-05,8,4,66,,,,,0.0000181,10,14,53
1.88E-05,4,33,66,,,,,0.0000185,10,26,53
1.87E-05,19,39,67,,,,,0.000018,2,10,53
1.76E-05,18,3,68,,,,,0.000019,6,43,53
2.13E-05,13,20,73,,,,,0.0000179,3,7,53
1.83E-05,20,17,71,,,,,0.0000194,1,47,53
1.93E-05,9,40,72,,,,,0.0000184,8,25,53
1.99E-05,17,26,69,,,,,0.0000182,7,26,53
2.10E-05,11,67,71,,,,,0.0000178,6,11,53
1.80E-05,15,10,68,,,,,0.0000185,15,32,53
1.84E-05,19,33,65,,,,,0.000019,13,45,53
1.93E-05,4,51,64,,,,,0.0000685,5,48,53
1.93E-05,19,54,62,,,,,0.0000191,20,50,53
1.85E-05,14,32,63,,,,,0.0000216,7,43,53
1.79E-05,5,6,64,,,,,0.0000178,12,7,53
1.82E-05,16,20,66,,,,,0.000018,12,15,53
1.79E-05,14,9,71,,,,,0.0000184,13,21,53
1.88E-05,6,20,70,,,,,0.0000234,2,11,53
1.85E-05,7,25,71,,,,,0.0000188,9,20,53
2.05E-05,5,57,67,,,,,0.0000179,7,16,53
9.90E-06,20,0,67,,,,,0.0000192,19,49,53
1.84E-05,7,30,68,,,,,0.0000196,19,49,53
1.87E-05,18,6,70,,,,,0.0000194,7,51,53
2.29E-05,3,14,71,,,,,0.00002,11,24,53
1.79E-05,9,2,69,,,,,0.0000184,10,33,53
1.84E-05,8,23,68,,,,,0.0000188,18,39,53
2.72E-05,20,68,70,,,,,0.0000186,9,29,53
1.99E-05,6,46,70,,,,,0.0000182,19,23,53
1.92E-05,2,24,71,,,,,0.0000211,17,14,53
1.94E-05,17,33,70,,,,,0.0000195,10,51,53
1.90E-05,2,9,68,,,,,0.0000182,16,4,53
2.06E-05,18,56,68,,,,,0.0000195,2,36,53
2.47E-05,20,42,69,,,,,0.0000188,14,40,53
1.44E-05,10,0,68,,,,,0.0000177,7,2,53
1.90E-05,4,15,65,,,,,0.0000187,7,35,53
8.89E-05,15,46,65,,,,,0.0000284,19,49,53
2.07E-05,16,54,66,,,,,0.0000187,20,37,53
1.96E-05,5,56,66,,,,,0.0000184,16,21,53
1.88E-05,6,12,67,,,,,0.0000664,18,42,53
1.95E-05,7,57,67,,,,,0.0000208,16,44,53
1.96E-05,9,58,68,,,,,0.0000232,11,7,53
1.90E-05,16,45,71,,,,,0.0000197,1,18,53
1.79E-05,3,4,70,,,,,0.0000198,20,41,53
1.90E-05,18,28,71,,,,,0.0000189,4,11,53
1.86E-05,2,36,71,,,,,0.0000202,10,9,53
1.95E-05,3,48,71,,,,,0.0000195,19,23,54
1.87E-05,2,30,71,,,,,0.0000179,13,8,54
1.89E-05,17,40,70,,,,,0.000019,9,40,54
1.85E-05,20,19,67,,,,,0.0000191,14,40,54
1.84E-05,2,17,66,,,,,0.0000183,7,18,54
1.77E-05,4,6,69,,,,,0.0000183,1,22,54
1.82E-05,1,20,66,,,,,0.0000193,9,48,54
1.93E-05,6,46,66,,,,,0.0000178,5,15,54
2.09E-05,16,61,66,,,,,0.0000189,4,40,54
1.88E-05,12,32,67,,,,,0.0000191,12,48,54
1.91E-05,15,13,67,,,,,0.0000189,5,36,54
3.60E-05,6,5,69,,,,,0.0000174,19,2,54
1.91E-05,4,41,63,,,,,0.0000205,10,49,54
1.74E-05,5,3,63,,,,,0.0000186,10,1,54
1.96E-05,10,8,61,,,,,0.0000182,1,17,54
2.22E-05,4,35,67,,,,,0.0000186,10,30,54
1.83E-05,11,13,63,,,,,0.0000203,6,52,54
1.95E-05,11,48,59,,,,,0.0000194,7,52,54
2.10E-05,11,54,67,,,,,0.0000185,12,33,54
1.89E-05,13,21,68,,,,,0.000019,12,44,54
2.03E-05,19,19,68,,,,,0.0000209,6,37,54
8.79E-05,11,32,65,,,,,0.0000214,19,46,54
2.01E-05,2,36,65,,,,,0.0000193,6,40,54
1.99E-05,4,44,64,,,,,0.0000177,17,3,54
1.93E-05,20,31,65,,,,,0.0000189,3,39,54
9.45E-05,13,20,65,,,,,0.0000189,17,34,54
2.03E-05,16,46,66,,,,,0.0000179,11,5,54
2.03E-05,16,57,68,,,,,0.0000184,16,12,54
1.91E-05,15,9,65,,,,,0.0000189,6,43,54
1.84E-05,1,1,66,,,,,0.0000183,10,22,54
2.41E-05,10,50,64,,,,,0.0000176,7,2,54
1.89E-05,5,32,63,,,,,0.0000193,18,49,54
2.11E-05,10,25,56,,,,,0.0000188,2,42,54
