cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,,,,
1.67E-05,7,0,83,,,,0.0000105,11,0,69
1.08E-05,16,0,79,,,,0.0000098,9,0,69
1.08E-05,6,0,79,,,,0.0000099,2,0,69
1.00E-05,3,0,73,,,,0.00001,11,0,69
1.17E-05,5,0,72,,,,0.0000104,7,0,69
1.16E-05,16,0,72,,,,0.00001,7,0,69
1.09E-05,10,0,72,,,,0.0000099,11,0,69
1.10E-05,6,0,73,,,,0.00001,3,0,69
1.10E-05,1,0,69,,,,0.0000105,15,0,69
1.17E-05,14,0,67,,,,0.0000102,1,0,69
1.19E-05,17,0,68,,,,0.0000112,1,0,69
1.07E-05,20,0,67,,,,0.0000101,6,0,69
1.50E-05,10,0,68,,,,0.000011,1,0,69
1.07E-05,15,0,72,,,,0.0000109,10,0,69
1.25E-05,19,0,74,,,,0.00001,18,0,69
1.10E-05,14,0,77,,,,0.0000102,12,0,69
1.08E-05,6,0,78,,,,0.0000102,5,0,69
1.13E-05,16,0,78,,,,0.00001,13,0,69
1.11E-05,20,0,79,,,,0.0000104,1,0,69
1.17E-05,8,0,79,,,,0.0000143,7,0,69
1.00E-05,8,0,78,,,,0.0000103,11,0,69
1.02E-05,5,0,78,,,,0.0000103,2,0,69
1.04E-05,7,0,77,,,,0.0000113,20,0,69
1.00E-05,17,0,74,,,,0.0000103,11,0,69
1.05E-05,11,0,72,,,,0.0000098,15,0,69
1.02E-05,5,0,73,,,,0.0000101,14,0,70
1.03E-05,11,0,63,,,,0.0000101,17,0,70
1.00E-05,8,0,64,,,,0.0000101,9,0,70
1.03E-05,11,0,63,,,,0.0000101,1,0,70
1.02E-05,19,0,64,,,,0.0000113,3,0,70
1.00E-05,8,0,65,,,,0.000011,2,0,70
2.49E-05,3,0,64,,,,0.0000103,17,0,70
1.84E-05,9,0,65,,,,0.000011,15,0,70
1.30E-05,7,0,66,,,,0.0000106,2,0,70
1.14E-05,8,0,66,,,,0.0000098,15,0,70
1.07E-05,4,0,67,,,,0.0000105,10,0,70
1.09E-05,10,0,69,,,,0.0000101,13,0,70
1.08E-05,5,0,64,,,,0.0000102,16,0,70
1.00E-05,14,0,65,,,,0.00001,12,0,70
9.90E-06,17,0,66,,,,0.0000124,16,0,70
9.90E-06,9,0,67,,,,0.0000099,7,0,70
9.90E-06,5,0,67,,,,0.0000099,11,0,70
1.14E-05,18,0,68,,,,0.000017,9,0,70
1.00E-05,18,0,69,,,,0.00001,19,0,70
9.90E-06,2,0,71,,,,0.00001,3,0,70
1.02E-05,19,0,70,,,,0.0000104,9,0,70
9.90E-06,16,0,66,,,,0.0000104,15,0,70
1.01E-05,4,0,67,,,,0.0000101,14,0,70
1.01E-05,4,0,71,,,,0.0000108,10,0,70
1.01E-05,9,0,70,,,,0.0000182,8,0,70
1.20E-05,5,0,70,,,,0.0000102,20,0,70
1.02E-05,17,0,73,,,,0.0000102,5,0,70
1.01E-05,16,0,74,,,,0.0000099,6,0,70
9.90E-06,15,0,72,,,,0.0000115,14,0,70
1.01E-05,20,0,71,,,,0.0000116,5,0,70
1.31E-05,15,0,71,,,,0.00001,16,0,70
1.04E-05,3,0,73,,,,0.0000115,1,0,70
1.02E-05,15,0,75,,,,0.0000114,14,0,70
9.80E-06,2,0,75,,,,0.0000121,6,0,70
1.15E-05,16,0,71,,,,0.0000104,14,0,70
1.02E-05,12,0,69,,,,0.0000102,14,0,70
1.00E-05,5,0,70,,,,0.0000099,5,0,70
1.05E-05,11,0,62,,,,0.00001,16,0,70
1.11E-05,9,0,61,,,,0.00001,3,0,70
1.11E-05,8,0,64,,,,0.0000105,4,0,70
1.12E-05,3,0,65,,,,0.0000102,19,0,70
1.06E-05,9,0,67,,,,0.0000101,9,0,70
1.04E-05,13,0,62,,,,0.000012,5,0,70
1.01E-05,9,0,60,,,,0.00001,5,0,70
1.12E-05,19,0,56,,,,0.0000192,5,0,70
1.00E-05,9,0,57,,,,0.00001,6,0,70
1.05E-05,10,0,52,,,,0.000011,17,0,70
1.05E-05,11,0,51,,,,0.0000099,19,0,70
9.90E-06,9,0,52,,,,0.0000101,4,0,70
1.57E-05,10,0,51,,,,0.0000099,8,0,70
1.09E-05,7,0,50,,,,0.0000103,3,0,70
1.15E-05,9,0,52,,,,0.0000098,20,0,70
1.03E-05,19,0,49,,,,0.00001,1,0,71
1.02E-05,15,0,47,,,,0.0000102,3,0,71
1.01E-05,20,0,45,,,,0.0000102,10,0,71
9.90E-06,13,0,44,,,,0.0000113,17,0,71
1.02E-05,18,0,45,,,,0.00001,4,0,71
1.25E-05,6,0,45,,,,0.0000103,17,0,71
1.03E-05,2,0,46,,,,0.0000102,1,0,71
1.00E-05,17,0,47,,,,0.00001,3,0,71
1.21E-05,15,0,49,,,,0.000011,8,0,71
1.05E-05,13,0,49,,,,0.0000112,1,0,71
1.00E-05,12,0,53,,,,0.0000117,15,0,71
1.00E-05,14,0,54,,,,0.00001,12,0,71
1.03E-05,15,0,49,,,,0.0000104,17,0,71
1.07E-05,12,0,51,,,,0.00001,2,0,71
1.00E-05,16,0,53,,,,0.00001,5,0,71
1.15E-05,8,0,50,,,,0.00001,12,0,71
1.04E-05,13,0,53,,,,0.0000101,1,0,71
1.02E-05,3,0,58,,,,0.00001,10,0,71
9.90E-06,18,0,60,,,,0.0000098,12,0,71
1.02E-05,16,0,61,,,,0.0000111,5,0,71
1.00E-05,17,0,62,,,,0.0000142,15,0,71
1.14E-05,7,0,62,,,,0.0000116,1,0,71
1.04E-05,2,0,60,,,,0.0000103,18,0,71
1.00E-05,2,0,60,,,,0.0000101,6,0,71
1.00E-05,17,0,60,,,,0.0000167,4,0,71
9.90E-06,8,0,61,,,,0.0000099,14,0,71
9.90E-06,17,0,63,,,,0.0000255,8,0,71
1.01E-05,7,0,66,,,,0.0000182,17,0,71
1.01E-05,1,0,66,,,,0.0000101,5,0,71
1.03E-05,2,0,66,,,,0.0000103,17,0,71
9.90E-06,15,0,64,,,,0.0000099,2,0,71
1.00E-05,15,0,66,,,,0.0000101,4,0,71
1.82E-05,8,0,68,,,,0.0000101,20,0,71
1.08E-05,9,0,67,,,,0.0000131,15,0,71
1.27E-05,14,0,66,,,,0.0000115,16,0,71
1.92E-05,5,0,70,,,,0.0000105,13,0,71
1.59E-05,1,0,72,,,,0.0000153,4,0,71
1.08E-05,16,0,66,,,,0.0000101,18,0,71
1.08E-05,15,0,67,,,,0.000011,13,0,72
1.07E-05,2,0,64,,,,0.0000153,4,0,72
1.02E-05,2,0,59,,,,0.0000119,2,0,72
1.02E-05,12,0,61,,,,0.0000116,19,0,72
1.04E-05,20,0,57,,,,0.00001,5,0,72
9.80E-06,14,0,59,,,,0.0000103,10,0,72
1.04E-05,11,0,60,,,,0.0000114,20,0,72
1.03E-05,2,0,61,,,,0.0000146,18,0,72
2.30E-05,14,0,60,,,,0.0000111,11,0,72
1.12E-05,15,0,60,,,,0.0000111,20,0,72
1.03E-05,3,0,62,,,,0.00001,20,0,72
1.03E-05,1,0,65,,,,0.0000124,17,0,72
1.00E-05,10,0,66,,,,0.0000103,10,0,72
1.00E-05,1,0,67,,,,0.00001,9,0,72
1.02E-05,9,0,67,,,,0.0000103,7,0,72
1.02E-05,5,0,69,,,,0.0000108,14,0,72
1.05E-05,19,0,65,,,,0.0000119,1,0,72
1.01E-05,19,0,66,,,,0.00001,10,0,72
1.00E-05,11,0,67,,,,0.0000104,8,0,72
1.02E-05,4,0,67,,,,0.0000104,20,0,72
1.29E-05,5,0,67,,,,0.0000099,17,0,72
1.00E-05,3,0,68,,,,0.00001,3,0,72
1.00E-05,6,0,70,,,,0.0000216,13,0,72
1.00E-05,13,0,69,,,,0.00001,9,0,72
9.90E-06,12,0,67,,,,0.0000106,8,0,72
9.90E-06,13,0,68,,,,0.0000112,10,0,72
1.04E-05,1,0,69,,,,0.0000105,17,0,72
1.00E-05,16,0,68,,,,0.0000099,20,0,72
1.04E-05,14,0,66,,,,0.0000544,13,0,72
9.90E-06,9,0,65,,,,0.00001,12,0,72
1.03E-05,4,0,61,,,,0.0000106,15,0,72
1.05E-05,1,0,62,,,,0.0000106,6,0,72
1.00E-05,1,0,64,,,,0.0000106,6,0,72
1.09E-05,16,0,67,,,,0.0000102,1,0,72
1.09E-05,17,0,68,,,,0.0000117,5,0,72
1.43E-05,7,0,69,,,,0.0000116,16,0,72
1.03E-05,11,0,69,,,,0.0000109,10,0,72
1.10E-05,17,0,70,,,,0.0000107,15,0,72
1.04E-05,2,0,73,,,,0.0000105,11,0,72
1.01E-05,16,0,72,,,,0.0000099,15,0,72
1.01E-05,6,0,74,,,,0.0000159,1,0,72
1.12E-05,3,0,74,,,,0.0000101,16,0,72
1.11E-05,5,0,74,,,,0.0000104,5,0,72
1.58E-05,16,0,76,,,,0.000013,17,0,72
1.01E-05,15,0,77,,,,0.0000103,19,0,72
1.02E-05,5,0,76,,,,0.0000101,1,0,72
1.00E-05,15,0,77,,,,0.0000102,13,0,72
1.17E-05,15,0,85,,,,0.000027,11,0,73
1.05E-05,2,0,84,,,,0.000011,8,0,73
1.02E-05,14,0,81,,,,0.0000102,2,0,73
1.10E-05,15,0,82,,,,0.0000099,16,0,73
1.00E-05,4,0,79,,,,0.0000117,9,0,73
1.04E-05,11,0,78,,,,0.0000103,6,0,73
1.08E-05,10,0,84,,,,0.0000102,5,0,73
1.05E-05,11,0,85,,,,0.0000108,13,0,73
1.04E-05,8,0,86,,,,0.0000103,12,0,73
1.12E-05,15,0,84,,,,0.0000138,4,0,73
1.11E-05,15,0,83,,,,0.0000111,16,0,73
1.10E-05,9,0,84,,,,0.0000116,11,0,73
1.93E-05,13,0,82,,,,0.0000099,2,0,73
1.01E-05,4,0,83,,,,0.0000106,19,0,73
1.01E-05,9,0,84,,,,0.00001,12,0,73
1.02E-05,14,0,85,,,,0.0000114,8,0,73
1.02E-05,7,0,85,,,,0.0000101,18,0,73
1.00E-05,1,0,87,,,,0.0000169,8,0,73
1.01E-05,7,0,87,,,,0.00001,19,0,73
1.00E-05,18,0,86,,,,0.0000104,1,0,73
9.90E-06,11,0,88,,,,0.00001,18,0,73
1.01E-05,14,0,88,,,,0.00001,2,0,73
1.00E-05,11,0,89,,,,0.0000105,16,0,73
9.90E-06,11,0,81,,,,0.0000102,13,0,73
1.06E-05,15,0,81,,,,0.0000099,1,0,73
1.00E-05,2,0,81,,,,0.0000099,14,0,73
1.04E-05,16,0,82,,,,0.00001,11,0,73
1.01E-05,16,0,83,,,,0.00001,12,0,73
9.90E-06,10,0,82,,,,0.0000111,6,0,73
9.90E-06,8,0,80,,,,0.0000099,18,0,73
1.15E-05,12,0,83,,,,0.0000099,9,0,73
1.19E-05,4,0,87,,,,0.0000104,16,0,73
1.07E-05,4,0,87,,,,0.00001,3,0,73
1.11E-05,20,0,86,,,,0.00001,3,0,73
1.10E-05,10,0,86,,,,0.000011,6,0,73
1.10E-05,16,0,84,,,,0.0000102,5,0,73
1.08E-05,2,0,83,,,,0.0000102,17,0,73
1.10E-05,18,0,83,,,,0.0000104,3,0,73
1.12E-05,16,0,83,,,,0.0000104,2,0,73
1.09E-05,10,0,84,,,,0.0000111,19,0,73
1.09E-05,17,0,85,,,,0.0000111,18,0,73
1.10E-05,20,0,86,,,,0.0000103,6,0,73
1.74E-05,12,0,85,,,,0.0000116,14,0,73
1.09E-05,7,0,87,,,,0.0000099,4,0,73
1.09E-05,8,0,88,,,,0.0000109,3,0,74
1.01E-05,13,0,86,,,,0.0000106,6,0,74
1.01E-05,13,0,88,,,,0.0000101,18,0,74
9.80E-06,18,0,88,,,,0.00001,3,0,74
8.77E-05,3,0,90,,,,0.00001,16,0,74
1.00E-05,9,0,91,,,,0.0000125,1,0,74
9.90E-06,7,0,91,,,,0.0000102,3,0,74
9.80E-06,10,0,91,,,,0.0000102,11,0,74
1.02E-05,18,0,93,,,,0.0000101,14,0,74
1.17E-05,20,0,94,,,,0.00001,6,0,74
1.05E-05,17,0,94,,,,0.0000148,12,0,74
1.61E-05,2,0,92,,,,0.00001,19,0,74
1.01E-05,14,0,83,,,,0.0000102,8,0,74
1.02E-05,20,0,84,,,,0.00001,15,0,74
1.08E-05,5,0,84,,,,0.0000102,12,0,74
1.05E-05,9,0,83,,,,0.00001,11,0,74
1.69E-05,10,0,81,,,,0.0000119,14,0,74
9.90E-06,12,0,84,,,,0.0000101,16,0,74
1.00E-05,19,0,84,,,,0.0000101,6,0,74
1.03E-05,2,0,69,,,,0.0000099,17,0,74
9.90E-06,19,0,70,,,,0.0000102,7,0,74
1.04E-05,5,0,72,,,,0.0000102,11,0,74
1.05E-05,13,0,71,,,,0.0000103,19,0,74
1.30E-05,17,0,72,,,,0.00001,6,0,74
1.03E-05,19,0,72,,,,0.000013,3,0,74
4.21E-05,13,0,74,,,,0.0000104,3,0,74
1.00E-05,1,0,66,,,,0.00001,11,0,74
1.08E-05,20,0,67,,,,0.0000109,9,0,74
1.01E-05,4,0,70,,,,0.0000102,5,0,74
1.01E-05,1,0,72,,,,0.0000101,3,0,74
1.53E-05,4,0,71,,,,0.00001,13,0,74
1.11E-05,19,0,73,,,,0.0000099,3,0,74
1.07E-05,1,0,74,,,,0.00001,6,0,74
1.01E-05,4,0,65,,,,0.0000111,15,0,74
1.03E-05,15,0,63,,,,0.0000107,16,0,74
1.02E-05,2,0,60,,,,0.0000098,8,0,74
1.01E-05,13,0,59,,,,0.0000101,13,0,74
1.33E-05,4,0,60,,,,0.0000101,5,0,74
1.03E-05,3,0,53,,,,0.0000101,4,0,74
1.13E-05,15,0,53,,,,0.00001,15,0,74
1.11E-05,18,0,50,,,,0.0000125,19,0,74
1.09E-05,3,0,50,,,,0.00001,17,0,74
1.42E-05,12,0,49,,,,0.0000101,16,0,74
1.11E-05,5,0,47,,,,0.0000101,6,0,74
1.10E-05,9,0,48,,,,0.0000112,3,0,74
1.11E-05,12,0,47,,,,0.0000111,5,0,74
1.09E-05,15,0,46,,,,0.0000421,13,0,74
1.02E-05,3,0,36,,,,0.0000107,1,0,74
1.00E-05,18,0,37,,,,0.0000102,3,0,74
9.90E-06,4,0,38,,,,0.00001,4,0,74
1.01E-05,4,0,37,,,,0.0000103,12,0,74
1.17E-05,17,0,38,,,,0.0000101,18,0,74
1.00E-05,14,0,37,,,,0.00001,11,0,74
1.00E-05,3,0,34,,,,0.0000105,13,0,74
1.01E-05,3,0,34,,,,0.0000147,3,0,75
9.90E-06,9,0,36,,,,0.0000152,12,0,75
1.00E-05,9,0,38,,,,0.0000099,16,0,75
9.90E-06,2,0,40,,,,0.0000108,13,0,75
1.00E-05,10,0,41,,,,0.0000104,7,0,75
9.90E-06,1,0,37,,,,0.0000109,2,0,75
9.90E-06,4,0,38,,,,0.0000109,5,0,75
1.01E-05,6,0,37,,,,0.0000102,18,0,75
1.00E-05,9,0,39,,,,0.00001,4,0,75
9.90E-06,13,0,40,,,,0.0000102,10,0,75
1.00E-05,7,0,34,,,,0.0000142,2,0,75
1.45E-05,14,0,35,,,,0.00001,14,0,75
9.90E-06,4,0,32,,,,0.00001,4,0,75
1.25E-05,9,0,34,,,,0.0000099,12,0,75
1.01E-05,15,0,33,,,,0.0000099,5,0,75
1.10E-05,17,0,31,,,,0.0000131,17,0,75
1.08E-05,15,0,32,,,,0.00001,7,0,75
1.91E-05,7,0,30,,,,0.00001,13,0,75
1.96E-05,18,0,30,,,,0.0000103,6,0,75
1.05E-05,4,0,33,,,,0.0000102,10,0,75
1.49E-05,1,0,39,,,,0.0000102,15,0,75
1.00E-05,11,0,40,,,,0.0000098,2,0,75
1.54E-05,4,0,41,,,,0.00001,7,0,75
1.02E-05,10,0,33,,,,0.0000102,12,0,75
1.00E-05,2,0,34,,,,0.0000865,18,0,75
1.27E-05,2,0,36,,,,0.0000101,4,0,75
1.00E-05,7,0,37,,,,0.0000102,14,0,75
1.01E-05,20,0,38,,,,0.0000099,16,0,75
9.90E-06,14,0,39,,,,0.00001,7,0,76
1.01E-05,9,0,39,,,,0.0000102,15,0,76
1.00E-05,9,0,46,,,,0.0000102,4,0,76
1.17E-05,4,0,46,,,,0.0000102,2,0,76
1.00E-05,8,0,47,,,,0.0000099,12,0,76
9.80E-06,17,0,47,,,,0.0000113,17,0,76
1.00E-05,6,0,51,,,,0.0000105,1,0,76
1.05E-05,8,0,52,,,,0.0000098,2,0,76
1.01E-05,14,0,53,,,,0.0000148,10,0,76
1.05E-05,14,0,52,,,,0.00001,18,0,76
1.00E-05,1,0,53,,,,0.0000103,12,0,76
9.80E-06,15,0,54,,,,0.000029,18,0,76
1.00E-05,1,0,56,,,,0.00001,5,0,76
1.00E-05,14,0,53,,,,0.0000149,4,0,76
9.90E-06,11,0,53,,,,0.0000168,4,0,76
1.04E-05,19,0,51,,,,0.0000099,16,0,76
1.49E-05,4,0,52,,,,0.0000102,9,0,76
1.00E-05,5,0,50,,,,0.0000111,7,0,76
9.90E-06,11,0,48,,,,0.0000105,13,0,76
9.90E-06,16,0,51,,,,0.0000108,10,0,76
1.12E-05,14,0,48,,,,0.0000158,16,0,76
1.10E-05,18,0,48,,,,0.0000102,5,0,76
1.08E-05,3,0,50,,,,0.0000117,7,0,76
1.15E-05,1,0,47,,,,0.0000102,18,0,76
1.11E-05,11,0,48,,,,0.0000099,19,0,76
1.10E-05,14,0,47,,,,0.0000113,10,0,76
1.08E-05,14,0,47,,,,0.0000163,20,0,76
1.08E-05,13,0,43,,,,0.0000107,14,0,77
1.03E-05,19,0,43,,,,0.0000099,20,0,77
1.00E-05,6,0,43,,,,0.0000099,6,0,77
1.06E-05,8,0,45,,,,0.0000104,9,0,77
1.08E-05,17,0,35,,,,0.0000102,20,0,77
9.90E-06,13,0,36,,,,0.0000164,15,0,77
1.11E-05,14,0,39,,,,0.0000121,9,0,77
1.01E-05,13,0,36,,,,0.0000103,4,0,77
1.01E-05,6,0,38,,,,0.0000104,6,0,77
1.02E-05,8,0,35,,,,0.0000116,19,0,77
1.00E-05,5,0,35,,,,0.0000104,7,0,77
1.02E-05,19,0,34,,,,0.0000102,10,0,77
1.00E-05,4,0,30,,,,0.00001,4,0,77
1.12E-05,2,0,30,,,,0.0000109,10,0,77
1.02E-05,15,0,28,,,,0.0000101,17,0,77
1.04E-05,14,0,25,,,,0.0000109,11,0,77
1.02E-05,1,0,24,,,,0.0000104,20,0,77
1.01E-05,8,0,25,,,,0.0000115,15,0,77
1.00E-05,8,0,25,,,,0.0000148,9,0,77
9.90E-06,1,0,23,,,,0.000011,14,0,77
1.02E-05,16,0,24,,,,0.0000104,7,0,77
9.90E-06,7,0,23,,,,0.0000101,15,0,77
1.05E-05,10,0,26,,,,0.00001,15,0,77
1.03E-05,2,0,28,,,,0.0000141,16,0,77
1.23E-05,2,0,28,,,,0.0000109,19,0,77
1.11E-05,18,0,29,,,,0.0000108,3,0,77
1.51E-05,15,0,31,,,,0.0000112,3,0,77
1.00E-05,9,0,33,,,,0.0000106,6,0,77
1.02E-05,19,0,31,,,,0.00001,17,0,77
1.01E-05,2,0,27,,,,0.0000898,2,0,78
1.03E-05,16,0,30,,,,0.0000107,18,0,78
9.90E-06,15,0,30,,,,0.0000113,4,0,78
9.90E-06,15,0,31,,,,0.0000103,20,0,78
1.00E-05,17,0,30,,,,0.0000101,6,0,78
1.05E-05,20,0,31,,,,0.0000103,15,0,78
1.02E-05,10,0,32,,,,0.00001,3,0,78
1.25E-05,14,0,32,,,,0.0000137,3,0,78
1.03E-05,10,0,31,,,,0.00001,9,0,78
1.02E-05,3,0,33,,,,0.0000102,2,0,78
1.38E-05,18,0,35,,,,0.000011,3,0,78
1.09E-05,9,0,38,,,,0.0000109,11,0,78
7.62E-05,5,0,41,,,,0.0000099,5,0,78
1.00E-05,20,0,39,,,,0.0000114,9,0,78
1.08E-05,8,0,38,,,,0.0000101,5,0,78
1.07E-05,3,0,39,,,,0.0000101,5,0,78
1.07E-05,10,0,40,,,,0.0000114,7,0,78
1.40E-05,19,0,38,,,,0.0000112,8,0,78
1.10E-05,13,0,40,,,,0.0000108,11,0,78
1.11E-05,4,0,42,,,,0.0000101,3,0,78
1.05E-05,13,0,41,,,,0.0000103,9,0,78
9.90E-06,2,0,40,,,,0.0000108,6,0,78
9.90E-06,11,0,40,,,,0.0000113,16,0,78
1.01E-05,18,0,35,,,,0.00001,8,0,78
1.00E-05,18,0,35,,,,0.0000102,5,0,78
1.00E-05,6,0,36,,,,0.0000104,11,0,78
1.71E-05,17,0,31,,,,0.0000108,15,0,78
1.54E-05,12,0,32,,,,0.0000105,6,0,78
1.08E-05,15,0,35,,,,0.0000099,10,0,78
1.08E-05,15,0,34,,,,0.0000101,8,0,78
1.09E-05,12,0,34,,,,0.000011,6,0,79
1.09E-05,13,0,33,,,,0.0000109,11,0,79
1.65E-05,8,0,32,,,,0.0000113,16,0,79
1.45E-05,17,0,33,,,,0.00001,10,0,79
1.12E-05,8,0,32,,,,0.0000099,13,0,79
1.08E-05,15,0,35,,,,0.0000099,5,0,79
1.07E-05,1,0,35,,,,0.00001,17,0,79
2.02E-05,5,0,35,,,,0.000011,13,0,79
1.09E-05,1,0,35,,,,0.0000104,7,0,79
1.09E-05,7,0,36,,,,0.0000108,10,0,79
1.08E-05,1,0,39,,,,0.0000106,3,0,79
1.02E-05,7,0,37,,,,0.00001,8,0,79
1.00E-05,13,0,38,,,,0.0000108,7,0,79
9.90E-06,4,0,39,,,,0.0000112,3,0,79
1.00E-05,8,0,39,,,,0.0000103,3,0,79
9.90E-06,9,0,39,,,,0.00001,14,0,79
1.12E-05,19,0,40,,,,0.0000099,5,0,79
1.05E-05,9,0,42,,,,0.0000104,19,0,79
1.00E-05,7,0,43,,,,0.0000102,19,0,79
1.08E-05,4,0,41,,,,0.0000108,16,0,79
1.06E-05,11,0,42,,,,0.0000108,6,0,79
1.00E-05,17,0,41,,,,0.0000111,20,0,79
1.03E-05,19,0,41,,,,0.0000117,8,0,79
1.00E-05,16,0,42,,,,0.00001,4,0,79
1.02E-05,4,0,44,,,,0.00001,15,0,79
1.01E-05,15,0,45,,,,0.0000098,20,0,79
1.01E-05,11,0,47,,,,0.0000103,7,0,79
1.02E-05,2,0,45,,,,0.00001,12,0,79
1.21E-05,6,0,47,,,,0.0000105,20,0,79
1.01E-05,10,0,46,,,,0.0000104,20,0,79
1.42E-05,15,0,46,,,,0.0000098,8,0,79
1.00E-05,13,0,47,,,,0.0000107,12,0,80
1.00E-05,5,0,48,,,,0.0000112,3,0,80
1.15E-05,19,0,48,,,,0.0000101,6,0,80
1.11E-05,18,0,48,,,,0.0000102,17,0,80
1.11E-05,13,0,47,,,,0.00001,10,0,80
1.12E-05,5,0,47,,,,0.0000103,13,0,80
1.01E-05,6,0,49,,,,0.0000166,17,0,80
1.01E-05,5,0,49,,,,0.0000109,20,0,80
1.10E-05,4,0,50,,,,0.0000099,8,0,80
1.14E-05,4,0,50,,,,0.0000099,11,0,80
1.00E-05,14,0,52,,,,0.0000098,7,0,80
1.16E-05,11,0,52,,,,0.0000176,10,0,80
9.90E-06,12,0,49,,,,0.0000111,8,0,80
1.03E-05,15,0,47,,,,0.0000105,9,0,80
1.03E-05,6,0,45,,,,0.0000111,7,0,80
1.02E-05,7,0,45,,,,0.0000109,19,0,81
2.59E-05,12,0,46,,,,0.000011,2,0,81
1.02E-05,12,0,50,,,,0.00001,7,0,81
1.01E-05,10,0,42,,,,0.00001,15,0,81
1.02E-05,5,0,36,,,,0.0000151,12,0,81
1.00E-05,18,0,38,,,,0.0000099,11,0,81
1.02E-05,1,0,40,,,,0.0000103,3,0,81
1.17E-05,6,0,41,,,,0.0000101,13,0,81
1.00E-05,3,0,40,,,,0.0000101,4,0,81
1.01E-05,14,0,38,,,,0.0000153,12,0,81
9.80E-06,5,0,39,,,,0.0000163,13,0,81
1.18E-05,18,0,38,,,,0.00001,3,0,81
1.13E-05,14,0,40,,,,0.0000107,16,0,81
1.02E-05,11,0,38,,,,0.0000102,14,0,81
1.00E-05,19,0,35,,,,0.0000099,11,0,81
1.00E-05,3,0,37,,,,0.0000106,15,0,81
9.90E-06,3,0,38,,,,0.00001,2,0,81
9.80E-06,3,0,42,,,,0.0000169,10,0,81
1.00E-05,15,0,43,,,,0.0000099,4,0,81
1.01E-05,10,0,45,,,,0.000014,15,0,81
9.90E-06,4,0,46,,,,0.0000101,7,0,81
1.00E-05,19,0,38,,,,0.000012,15,0,81
1.02E-05,19,0,39,,,,0.0000101,6,0,81
1.00E-05,4,0,40,,,,0.0000101,1,0,81
1.02E-05,10,0,41,,,,0.0000103,3,0,81
2.14E-05,11,0,42,,,,0.0000101,13,0,82
1.02E-05,16,0,35,,,,0.0000099,19,0,82
1.03E-05,13,0,36,,,,0.0000114,4,0,82
1.00E-05,4,0,37,,,,0.0000101,16,0,82
9.90E-06,12,0,35,,,,0.0000111,19,0,82
1.18E-05,11,0,36,,,,0.0000176,8,0,82
1.01E-05,10,0,37,,,,0.000011,8,0,82
1.02E-05,14,0,36,,,,0.0000112,15,0,82
1.14E-05,18,0,38,,,,0.000011,17,0,82
1.10E-05,19,0,39,,,,0.0000104,14,0,82
1.12E-05,19,0,40,,,,0.000011,15,0,82
1.12E-05,4,0,38,,,,0.0000193,13,0,82
1.09E-05,7,0,40,,,,0.0000104,16,0,82
1.04E-05,15,0,36,,,,0.0000099,10,0,82
1.55E-05,11,0,37,,,,0.00001,18,0,82
1.04E-05,2,0,36,,,,0.0000122,18,0,82
1.00E-05,9,0,29,,,,0.0000104,5,0,82
9.80E-06,16,0,32,,,,0.0000101,18,0,82
1.09E-05,11,0,34,,,,0.0000098,7,0,82
1.05E-05,11,0,30,,,,0.0000102,13,0,82
1.00E-05,15,0,31,,,,0.0000107,6,0,83
1.04E-05,5,0,28,,,,0.00001,12,0,83
1.04E-05,9,0,27,,,,0.0000105,14,0,83
2.71E-05,9,0,28,,,,0.0000144,5,0,83
1.12E-05,1,0,27,,,,0.0000152,5,0,83
1.18E-05,17,0,28,,,,0.0000099,15,0,83
9.90E-06,4,0,27,,,,0.0000119,8,0,83
1.48E-05,3,0,28,,,,0.00001,6,0,83
1.00E-05,15,0,32,,,,0.0000114,15,0,83
1.02E-05,15,0,32,,,,0.0000099,14,0,83
1.01E-05,14,0,39,,,,0.00001,18,0,83
1.54E-05,10,0,40,,,,0.0000098,10,0,83
1.05E-05,17,0,40,,,,0.00001,8,0,83
9.80E-06,3,0,38,,,,0.0000109,20,0,83
1.00E-05,9,0,39,,,,0.00001,10,0,83
1.16E-05,8,0,41,,,,0.0000113,2,0,83
1.11E-05,16,0,44,,,,0.000011,15,0,83
1.00E-05,9,0,45,,,,0.0000167,7,0,83
9.80E-06,11,0,46,,,,0.0000111,15,0,83
1.00E-05,10,0,46,,,,0.0000101,4,0,83
1.00E-05,13,0,45,,,,0.0000101,16,0,83
1.59E-05,20,0,48,,,,0.0000115,12,0,83
1.03E-05,18,0,49,,,,0.0000108,2,0,83
1.00E-05,14,0,55,,,,0.000011,18,0,83
1.06E-05,5,0,55,,,,0.0000112,16,0,83
1.00E-05,6,0,55,,,,0.0000101,14,0,83
1.00E-05,7,0,56,,,,0.0000105,9,0,83
9.90E-06,10,0,57,,,,0.0000103,19,0,83
1.00E-05,12,0,58,,,,0.0000865,12,0,83
1.00E-05,9,0,58,,,,0.0000101,11,0,83
9.90E-06,2,0,58,,,,0.0000103,7,0,83
1.00E-05,16,0,59,,,,0.0000103,3,0,83
9.90E-06,19,0,60,,,,0.0000098,4,0,83
9.90E-06,2,0,60,,,,0.0000102,20,0,83
1.61E-05,18,0,61,,,,0.0000154,15,0,83
1.00E-05,20,0,63,,,,0.0000112,3,0,83
1.00E-05,4,0,64,,,,0.0000102,12,0,83
