cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,,,,
1.00E-05,16,0,69,,,,0.0000102,4,0,44
9.80E-06,15,0,70,,,,0.0000101,18,0,44
1.05E-05,10,0,70,,,,0.0000114,11,0,44
1.19E-05,14,0,74,,,,0.0000101,1,0,44
1.01E-05,16,0,74,,,,0.0000104,3,0,44
1.00E-05,3,0,78,,,,0.0000105,5,0,44
1.51E-05,12,0,81,,,,0.00001,3,0,44
1.67E-05,12,0,85,,,,0.00001,2,0,44
2.08E-05,11,0,86,,,,0.0000098,17,0,44
1.47E-05,19,0,85,,,,0.0000099,18,0,44
2.48E-05,11,0,86,,,,0.0000104,12,0,44
1.03E-05,8,0,87,,,,0.000011,20,0,44
1.12E-05,15,0,90,,,,0.0000108,3,0,44
1.01E-05,8,0,92,,,,0.0000149,14,0,44
1.01E-05,12,0,90,,,,0.0000101,4,0,44
1.25E-05,17,0,92,,,,0.0000099,11,0,44
1.25E-05,8,0,92,,,,0.00001,11,0,44
1.10E-05,16,0,88,,,,0.0000104,11,0,44
1.09E-05,9,0,88,,,,0.00001,17,0,44
1.08E-05,4,0,89,,,,0.0000102,1,0,44
1.50E-05,20,0,86,,,,0.0000115,19,0,44
1.44E-05,5,0,83,,,,0.0000104,3,0,44
1.43E-05,8,0,84,,,,0.0000109,20,0,44
1.45E-05,8,0,84,,,,0.00001,14,0,44
1.52E-05,5,0,83,,,,0.0000101,10,0,44
1.44E-05,7,0,85,,,,0.0000102,17,0,44
1.10E-05,13,0,79,,,,0.0000113,1,0,44
1.09E-05,5,0,75,,,,0.000011,13,0,44
1.13E-05,17,0,76,,,,0.0000108,2,0,44
1.02E-05,18,0,75,,,,0.000011,16,0,44
1.01E-05,17,0,69,,,,0.0000111,6,0,44
1.00E-05,18,0,68,,,,0.0000099,15,0,44
9.80E-06,14,0,68,,,,0.0000204,10,0,44
1.04E-05,20,0,62,,,,0.0000102,15,0,44
1.00E-05,15,0,62,,,,0.0000099,13,0,44
1.00E-05,18,0,63,,,,0.0000102,4,0,44
9.90E-06,12,0,60,,,,0.0000111,16,0,44
1.03E-05,2,0,56,,,,0.0000102,17,0,44
9.90E-06,1,0,52,,,,0.0000102,19,0,44
1.10E-05,3,0,45,,,,0.0000099,10,0,44
1.09E-05,10,0,42,,,,0.0000112,4,0,44
1.11E-05,19,0,45,,,,0.0000102,12,0,45
1.78E-05,12,0,47,,,,0.0000109,18,0,45
1.00E-05,16,0,51,,,,0.00001,4,0,45
1.12E-05,4,0,49,,,,0.0000114,11,0,45
1.50E-05,11,0,50,,,,0.0000106,1,0,45
1.02E-05,4,0,53,,,,0.0000137,4,0,45
1.15E-05,6,0,48,,,,0.0000102,10,0,45
1.00E-05,8,0,48,,,,0.000011,2,0,45
1.17E-05,8,0,49,,,,0.0000111,4,0,45
1.00E-05,2,0,50,,,,0.0000098,6,0,45
1.00E-05,7,0,50,,,,0.00001,12,0,45
1.07E-05,14,0,47,,,,0.0000104,17,0,45
1.04E-05,11,0,48,,,,0.00001,11,0,45
9.90E-06,14,0,48,,,,0.0000099,16,0,45
1.11E-05,4,0,49,,,,0.0000099,1,0,45
1.01E-05,17,0,50,,,,0.0000101,18,0,45
1.03E-05,20,0,51,,,,0.0000102,4,0,45
1.00E-05,9,0,50,,,,0.0000111,17,0,45
1.00E-05,20,0,51,,,,0.0000101,8,0,45
2.50E-05,14,0,52,,,,0.000015,17,0,45
1.02E-05,5,0,54,,,,0.00001,4,0,45
1.01E-05,4,0,51,,,,0.000011,3,0,45
1.03E-05,4,0,46,,,,0.0000111,19,0,45
1.04E-05,1,0,47,,,,0.000011,6,0,45
1.10E-05,6,0,45,,,,0.0000108,7,0,45
1.08E-05,7,0,45,,,,0.0000104,20,0,45
1.01E-05,2,0,47,,,,0.000012,7,0,45
1.04E-05,20,0,45,,,,0.0000111,8,0,45
1.68E-05,16,0,55,,,,0.0000099,20,0,45
9.80E-06,15,0,57,,,,0.00001,18,0,45
1.01E-05,18,0,59,,,,0.0000099,3,0,45
1.00E-05,19,0,57,,,,0.0000101,17,0,45
1.00E-05,3,0,58,,,,0.0000109,1,0,45
1.11E-05,2,0,61,,,,0.0000112,8,0,45
1.11E-05,9,0,53,,,,0.0000108,10,0,45
1.18E-05,14,0,54,,,,0.0000101,18,0,45
9.90E-06,2,0,54,,,,0.0000101,20,0,45
9.90E-06,4,0,56,,,,0.0000102,18,0,45
1.01E-05,18,0,55,,,,0.0000125,6,0,45
1.00E-05,12,0,54,,,,0.0000106,8,0,45
1.00E-05,16,0,52,,,,0.0000101,15,0,45
1.04E-05,3,0,54,,,,0.0000102,2,0,45
1.01E-05,2,0,54,,,,0.0000103,6,0,45
1.00E-05,5,0,55,,,,0.0000102,7,0,45
1.00E-05,13,0,55,,,,0.0000101,10,0,45
1.02E-05,20,0,47,,,,0.00001,9,0,45
1.00E-05,7,0,48,,,,0.00001,13,0,45
1.01E-05,10,0,51,,,,0.0000102,17,0,45
9.90E-06,10,0,52,,,,0.000011,3,0,46
1.00E-05,8,0,53,,,,0.00001,9,0,46
1.01E-05,19,0,52,,,,0.0000108,5,0,46
1.05E-05,3,0,49,,,,0.00001,4,0,46
1.00E-05,14,0,50,,,,0.0000108,18,0,46
9.90E-06,2,0,50,,,,0.0000109,8,0,46
1.10E-05,13,0,51,,,,0.00001,11,0,46
1.00E-05,2,0,50,,,,0.0000101,12,0,46
1.06E-05,1,0,57,,,,0.00001,6,0,46
1.04E-05,8,0,59,,,,0.0000149,5,0,46
1.03E-05,3,0,55,,,,0.0000099,15,0,46
9.90E-06,18,0,55,,,,0.0000102,14,0,46
1.02E-05,7,0,56,,,,0.0000102,13,0,46
1.03E-05,7,0,54,,,,0.0000164,15,0,46
1.20E-05,14,0,51,,,,0.0000106,19,0,46
9.90E-06,7,0,51,,,,0.0000244,16,0,46
1.04E-05,17,0,50,,,,0.0000107,12,0,46
1.05E-05,15,0,49,,,,0.0000099,9,0,46
1.03E-05,18,0,49,,,,0.0000103,16,0,46
1.00E-05,5,0,51,,,,0.0000099,11,0,46
1.00E-05,15,0,43,,,,0.0000109,17,0,46
1.04E-05,2,0,42,,,,0.00001,6,0,46
1.12E-05,15,0,42,,,,0.0000103,4,0,46
1.02E-05,1,0,44,,,,0.0000133,6,0,46
1.00E-05,16,0,43,,,,0.000011,20,0,46
1.75E-05,3,0,41,,,,0.000011,14,0,46
1.13E-05,7,0,40,,,,0.00001,12,0,46
9.90E-06,10,0,36,,,,0.0000199,13,0,46
1.01E-05,17,0,35,,,,0.0000101,9,0,46
1.02E-05,17,0,35,,,,0.00001,4,0,46
1.04E-05,2,0,40,,,,0.00001,3,0,46
1.10E-05,14,0,35,,,,0.0000103,20,0,46
4.87E-05,12,0,32,,,,0.0000101,10,0,46
1.11E-05,14,0,30,,,,0.0000261,17,0,46
1.02E-05,19,0,31,,,,0.000011,15,0,46
1.04E-05,18,0,26,,,,0.0000193,17,0,46
9.90E-06,1,0,27,,,,0.0000099,19,0,46
1.02E-05,13,0,28,,,,0.0000114,2,0,46
1.00E-05,10,0,26,,,,0.0000101,10,0,46
9.90E-06,18,0,29,,,,0.0000103,2,0,46
1.01E-05,18,0,27,,,,0.0000109,15,0,46
1.03E-05,13,0,27,,,,0.00001,9,0,46
1.03E-05,13,0,29,,,,0.0000117,4,0,46
1.00E-05,12,0,30,,,,0.0000101,10,0,46
1.00E-05,18,0,35,,,,0.0000142,15,0,46
1.00E-05,14,0,35,,,,0.0000259,12,0,46
1.01E-05,15,0,37,,,,0.0000099,4,0,46
9.90E-06,10,0,37,,,,0.0000098,11,0,46
1.01E-05,20,0,37,,,,0.00001,10,0,46
1.00E-05,13,0,37,,,,0.0000112,17,0,46
1.00E-05,1,0,35,,,,0.0000109,2,0,46
1.02E-05,11,0,28,,,,0.0000184,6,0,46
1.00E-05,4,0,30,,,,0.0000163,3,0,47
1.00E-05,11,0,31,,,,0.00001,11,0,47
1.03E-05,6,0,31,,,,0.0000111,12,0,47
9.90E-06,13,0,31,,,,0.000011,4,0,47
1.02E-05,4,0,27,,,,0.0000268,5,0,47
1.02E-05,2,0,23,,,,0.0000101,17,0,47
1.02E-05,14,0,24,,,,0.0000099,16,0,47
1.00E-05,4,0,24,,,,0.0000103,9,0,47
1.00E-05,3,0,21,,,,0.00001,8,0,47
1.06E-05,19,0,24,,,,0.0000101,1,0,47
1.00E-05,1,0,26,,,,0.0000126,3,0,47
1.01E-05,10,0,29,,,,0.0000101,1,0,47
1.19E-05,14,0,26,,,,0.00001,4,0,47
1.02E-05,16,0,30,,,,0.0000104,7,0,47
1.02E-05,10,0,31,,,,0.0000102,6,0,47
1.01E-05,18,0,30,,,,0.0000113,16,0,47
1.17E-05,12,0,30,,,,0.0000142,1,0,47
1.01E-05,2,0,32,,,,0.0000112,2,0,47
9.90E-06,2,0,31,,,,0.0000105,14,0,47
1.00E-05,17,0,34,,,,0.0000103,9,0,47
1.00E-05,1,0,34,,,,0.00001,19,0,47
1.01E-05,12,0,35,,,,0.0000102,6,0,47
1.01E-05,19,0,39,,,,0.0000178,12,0,47
1.01E-05,3,0,40,,,,0.0000107,14,0,47
1.00E-05,18,0,40,,,,0.0000104,1,0,47
1.00E-05,13,0,40,,,,0.0000101,2,0,47
1.00E-05,20,0,40,,,,0.0000102,20,0,47
1.02E-05,9,0,40,,,,0.00001,3,0,47
1.20E-05,6,0,31,,,,0.0000199,2,0,47
1.12E-05,16,0,29,,,,0.0000109,19,0,47
1.29E-05,6,0,28,,,,0.0000106,18,0,47
9.90E-06,2,0,22,,,,0.0000105,14,0,47
1.02E-05,15,0,21,,,,0.0000101,9,0,47
1.08E-05,4,0,23,,,,0.00001,8,0,47
1.01E-05,8,0,22,,,,0.0000099,11,0,47
1.01E-05,12,0,23,,,,0.0000112,17,0,47
1.47E-05,16,0,23,,,,0.0000109,18,0,47
1.91E-05,14,0,22,,,,0.0000103,16,0,47
1.02E-05,4,0,23,,,,0.0000103,7,0,47
1.01E-05,19,0,24,,,,0.0000099,14,0,47
1.05E-05,13,0,24,,,,0.0000104,8,0,47
1.03E-05,6,0,23,,,,0.0000163,11,0,47
1.67E-05,18,0,22,,,,0.0000101,10,0,47
1.01E-05,1,0,23,,,,0.0000099,13,0,47
9.90E-06,20,0,22,,,,0.0000102,15,0,47
1.01E-05,6,0,23,,,,0.00001,17,0,47
1.04E-05,15,0,26,,,,0.0000111,5,0,47
1.02E-05,8,0,25,,,,0.0000111,12,0,47
9.90E-06,17,0,25,,,,0.00001,8,0,47
1.01E-05,4,0,24,,,,0.0000098,17,0,47
1.00E-05,10,0,25,,,,0.0000115,1,0,47
1.02E-05,20,0,25,,,,0.000011,14,0,47
1.01E-05,15,0,26,,,,0.0000108,14,0,47
1.01E-05,6,0,25,,,,0.0000101,11,0,47
1.08E-05,10,0,25,,,,0.0000121,6,0,47
1.12E-05,18,0,27,,,,0.00001,13,0,47
1.09E-05,18,0,28,,,,0.0000111,13,0,47
1.10E-05,3,0,29,,,,0.0000112,5,0,47
1.09E-05,4,0,30,,,,0.0000103,15,0,47
1.09E-05,18,0,31,,,,0.0000101,2,0,47
1.21E-05,4,0,34,,,,0.0000108,8,0,47
1.15E-05,15,0,33,,,,0.0000115,10,0,47
1.12E-05,9,0,33,,,,0.0000108,15,0,47
1.08E-05,6,0,32,,,,0.0000109,11,0,48
1.09E-05,6,0,33,,,,0.00001,17,0,48
1.10E-05,14,0,37,,,,0.0000099,4,0,48
1.12E-05,20,0,28,,,,0.0000099,3,0,48
1.01E-05,4,0,32,,,,0.0000099,18,0,48
9.80E-06,16,0,32,,,,0.0000108,15,0,48
1.01E-05,6,0,33,,,,0.00001,8,0,48
1.01E-05,20,0,32,,,,0.00001,4,0,48
9.90E-06,14,0,30,,,,0.0000102,11,0,48
1.09E-05,1,0,29,,,,0.0000098,16,0,48
1.01E-05,2,0,31,,,,0.0000101,17,0,48
1.00E-05,7,0,32,,,,0.00001,17,0,48
1.03E-05,11,0,33,,,,0.00001,20,0,48
1.12E-05,5,0,32,,,,0.0000166,4,0,48
1.01E-05,3,0,29,,,,0.0000121,10,0,48
1.02E-05,19,0,30,,,,0.0000174,2,0,48
9.90E-06,4,0,31,,,,0.00001,3,0,48
1.12E-05,1,0,29,,,,0.00001,15,0,48
1.11E-05,9,0,31,,,,0.0000153,11,0,48
1.03E-05,5,0,36,,,,0.0000102,5,0,48
1.00E-05,17,0,32,,,,0.0000115,6,0,48
1.00E-05,16,0,33,,,,0.00001,8,0,48
1.03E-05,5,0,34,,,,0.0000104,11,0,48
1.10E-05,20,0,32,,,,0.0000099,14,0,48
1.05E-05,19,0,33,,,,0.00001,7,0,48
1.00E-05,17,0,37,,,,0.0000101,3,0,48
9.90E-06,7,0,34,,,,0.0000102,5,0,48
1.06E-05,16,0,29,,,,0.0000103,2,0,48
1.00E-05,20,0,31,,,,0.0000102,1,0,48
1.00E-05,8,0,31,,,,0.0000101,6,0,48
1.00E-05,9,0,30,,,,0.00001,4,0,48
9.90E-06,20,0,28,,,,0.0000109,6,0,48
9.90E-06,19,0,31,,,,0.00001,7,0,48
9.90E-06,20,0,33,,,,0.00001,5,0,48
1.00E-05,17,0,33,,,,0.0000102,19,0,48
1.03E-05,16,0,33,,,,0.0000103,2,0,48
1.07E-05,12,0,35,,,,0.0000101,8,0,48
1.28E-05,15,0,36,,,,0.0000101,19,0,48
1.13E-05,5,0,37,,,,0.0000114,4,0,48
1.06E-05,4,0,38,,,,0.00001,20,0,48
1.05E-05,13,0,39,,,,0.0000101,3,0,48
1.00E-05,16,0,38,,,,0.00001,5,0,48
1.33E-05,6,0,46,,,,0.00001,2,0,48
1.00E-05,3,0,47,,,,0.00001,14,0,48
1.01E-05,3,0,48,,,,0.00001,2,0,48
1.25E-05,4,0,50,,,,0.0000116,7,0,48
1.26E-05,12,0,51,,,,0.00001,12,0,48
1.99E-05,2,0,47,,,,0.0000102,9,0,48
1.20E-05,7,0,45,,,,0.000011,9,0,48
1.11E-05,8,0,45,,,,0.0000099,11,0,48
1.10E-05,20,0,46,,,,0.0000112,14,0,48
1.15E-05,19,0,44,,,,0.000011,18,0,48
1.10E-05,9,0,41,,,,0.0000111,11,0,48
1.39E-05,1,0,41,,,,0.00001,5,0,48
1.04E-05,3,0,44,,,,0.0000115,19,0,48
1.06E-05,16,0,42,,,,0.0000111,18,0,48
1.13E-05,13,0,42,,,,0.0000159,20,0,48
1.09E-05,5,0,43,,,,0.0000111,8,0,48
1.02E-05,1,0,38,,,,0.0000103,3,0,49
9.90E-06,4,0,39,,,,0.0000101,15,0,49
1.03E-05,5,0,40,,,,0.0000099,17,0,49
1.01E-05,16,0,35,,,,0.0000101,19,0,49
1.00E-05,19,0,32,,,,0.0000102,11,0,49
1.00E-05,7,0,33,,,,0.0000103,19,0,49
1.04E-05,18,0,33,,,,0.0000103,6,0,49
1.01E-05,6,0,30,,,,0.0000138,15,0,49
1.14E-05,7,0,26,,,,0.0000099,5,0,49
1.00E-05,13,0,27,,,,0.0000112,6,0,49
1.02E-05,3,0,27,,,,0.0000113,20,0,49
1.01E-05,14,0,27,,,,0.0000101,20,0,49
1.05E-05,14,0,24,,,,0.0000099,8,0,49
1.01E-05,5,0,24,,,,0.0000112,4,0,49
9.90E-06,6,0,27,,,,0.0000117,8,0,49
1.01E-05,16,0,32,,,,0.0000111,4,0,49
1.01E-05,7,0,33,,,,0.0000105,3,0,49
1.43E-05,1,0,34,,,,0.0000105,15,0,49
9.90E-06,15,0,32,,,,0.0000103,18,0,49
1.00E-05,7,0,34,,,,0.0000105,2,0,49
1.01E-05,16,0,35,,,,0.0000103,3,0,49
1.39E-05,13,0,36,,,,0.00001,6,0,49
1.04E-05,4,0,35,,,,0.0000101,13,0,49
1.00E-05,8,0,36,,,,0.0000108,10,0,49
1.05E-05,4,0,37,,,,0.0000102,14,0,49
2.06E-05,1,0,39,,,,0.0000229,13,0,49
1.14E-05,19,0,40,,,,0.0000104,7,0,49
1.46E-05,18,0,40,,,,0.00001,12,0,49
1.10E-05,5,0,37,,,,0.0000098,18,0,49
1.13E-05,10,0,35,,,,0.0000136,16,0,49
1.08E-05,7,0,35,,,,0.0000099,16,0,49
1.07E-05,20,0,35,,,,0.0000101,17,0,49
1.11E-05,10,0,36,,,,0.0000102,9,0,49
1.10E-05,5,0,37,,,,0.0000109,16,0,49
1.59E-05,18,0,38,,,,0.0000103,19,0,49
2.22E-05,4,0,40,,,,0.0000121,15,0,49
1.09E-05,20,0,44,,,,0.0000105,13,0,49
1.10E-05,14,0,46,,,,0.0000103,15,0,49
1.09E-05,19,0,47,,,,0.0000142,12,0,49
1.11E-05,19,0,42,,,,0.0000101,6,0,49
9.90E-06,16,0,42,,,,0.0000101,5,0,49
1.06E-05,9,0,39,,,,0.0000099,12,0,49
1.00E-05,9,0,39,,,,0.0000103,18,0,49
1.01E-05,5,0,39,,,,0.00001,13,0,49
1.12E-05,9,0,40,,,,0.0000099,2,0,49
1.05E-05,7,0,41,,,,0.00001,8,0,50
9.80E-06,15,0,39,,,,0.00001,4,0,50
1.03E-05,5,0,41,,,,0.00001,4,0,50
1.01E-05,19,0,42,,,,0.00001,2,0,50
1.60E-05,10,0,42,,,,0.0000102,9,0,50
1.00E-05,14,0,44,,,,0.0000102,5,0,50
1.00E-05,12,0,46,,,,0.0000101,18,0,50
9.90E-06,20,0,45,,,,0.00001,11,0,50
1.00E-05,18,0,45,,,,0.0000145,16,0,50
1.03E-05,2,0,42,,,,0.0000118,3,0,50
1.02E-05,19,0,38,,,,0.0000124,12,0,50
1.00E-05,10,0,39,,,,0.00001,3,0,50
9.90E-06,9,0,40,,,,0.000015,11,0,50
1.75E-05,3,0,42,,,,0.00001,2,0,50
1.01E-05,10,0,44,,,,0.00001,7,0,50
1.99E-05,13,0,46,,,,0.0000101,17,0,50
1.06E-05,18,0,47,,,,0.00001,9,0,50
1.02E-05,5,0,48,,,,0.00001,14,0,50
1.01E-05,9,0,46,,,,0.0000099,2,0,50
1.00E-05,4,0,46,,,,0.00001,2,0,50
1.05E-05,14,0,47,,,,0.0000104,17,0,50
1.02E-05,17,0,44,,,,0.0000125,4,0,50
1.13E-05,1,0,44,,,,0.000011,17,0,50
9.90E-06,3,0,45,,,,0.0000102,10,0,50
1.01E-05,17,0,45,,,,0.000011,11,0,50
1.00E-05,3,0,46,,,,0.0000112,20,0,50
1.10E-05,17,0,50,,,,0.0000101,16,0,50
1.02E-05,10,0,50,,,,0.0000102,18,0,50
9.90E-06,8,0,53,,,,0.0000103,19,0,50
1.00E-05,12,0,54,,,,0.0000099,13,0,50
1.09E-05,18,0,55,,,,0.0000101,14,0,50
1.00E-05,16,0,55,,,,0.0000102,10,0,50
1.09E-05,2,0,55,,,,0.0000099,15,0,50
1.00E-05,12,0,57,,,,0.00001,15,0,50
1.03E-05,2,0,48,,,,0.0000175,4,0,50
1.10E-05,11,0,50,,,,0.0000101,3,0,50
1.75E-05,20,0,52,,,,0.000011,16,0,50
1.17E-05,20,0,55,,,,0.0000111,5,0,50
1.04E-05,11,0,53,,,,0.00001,17,0,50
1.01E-05,4,0,54,,,,0.0000101,14,0,50
1.07E-05,3,0,58,,,,0.00001,5,0,50
9.80E-06,3,0,58,,,,0.0000161,5,0,50
1.09E-05,17,0,60,,,,0.0000101,7,0,50
1.05E-05,6,0,60,,,,0.0000109,7,0,50
1.02E-05,12,0,62,,,,0.0000115,8,0,50
1.02E-05,6,0,65,,,,0.0000111,18,0,50
1.04E-05,17,0,66,,,,0.0000109,3,0,50
1.00E-05,3,0,67,,,,0.00001,5,0,50
1.01E-05,13,0,70,,,,0.0000108,3,0,50
1.12E-05,1,0,71,,,,0.000011,4,0,50
1.17E-05,15,0,71,,,,0.0000114,4,0,50
1.11E-05,20,0,72,,,,0.0000102,12,0,50
1.16E-05,11,0,73,,,,0.0000112,10,0,50
1.00E-05,4,0,75,,,,0.0000101,11,0,51
1.37E-05,3,0,78,,,,0.0000101,3,0,51
1.04E-05,7,0,79,,,,0.0000099,14,0,51
1.02E-05,17,0,80,,,,0.0000101,11,0,51
9.90E-06,11,0,81,,,,0.0000101,12,0,51
9.90E-06,15,0,83,,,,0.00001,19,0,51
7.90E-05,13,0,84,,,,0.0000101,7,0,51
1.03E-05,3,0,81,,,,0.0000101,2,0,51
1.02E-05,16,0,70,,,,0.0000102,3,0,51
1.00E-05,20,0,72,,,,0.0000191,12,0,51
9.90E-06,2,0,73,,,,0.0000108,11,0,51
1.00E-05,12,0,71,,,,0.0000108,20,0,51
1.24E-05,17,0,72,,,,0.0000108,3,0,51
1.06E-05,19,0,73,,,,0.000015,5,0,51
1.02E-05,10,0,75,,,,0.0000099,11,0,51
1.05E-05,1,0,76,,,,0.00001,16,0,51
1.00E-05,9,0,78,,,,0.0000103,20,0,51
1.08E-05,10,0,79,,,,0.00001,20,0,51
1.42E-05,2,0,75,,,,0.0000101,4,0,51
1.01E-05,6,0,74,,,,0.0000101,10,0,51
1.00E-05,12,0,70,,,,0.000011,13,0,51
1.01E-05,6,0,69,,,,0.000012,14,0,51
1.03E-05,6,0,59,,,,0.0000099,7,0,51
1.01E-05,7,0,60,,,,0.00001,5,0,51
9.80E-06,15,0,56,,,,0.0000126,12,0,51
1.73E-05,9,0,55,,,,0.000016,15,0,51
1.08E-05,4,0,56,,,,0.0000897,9,0,51
1.49E-05,6,0,60,,,,0.0000106,6,0,51
1.12E-05,18,0,61,,,,0.0000098,13,0,51
1.61E-05,1,0,61,,,,0.0000105,13,0,51
1.12E-05,1,0,59,,,,0.0000105,18,0,51
1.10E-05,4,0,58,,,,0.0000102,7,0,51
1.08E-05,6,0,58,,,,0.0000104,15,0,51
1.56E-05,3,0,55,,,,0.0000101,19,0,51
1.56E-05,18,0,55,,,,0.00001,20,0,51
1.09E-05,14,0,59,,,,0.0000101,3,0,51
1.10E-05,13,0,59,,,,0.0000112,5,0,51
1.09E-05,3,0,60,,,,0.0000103,14,0,51
1.08E-05,17,0,57,,,,0.0000162,12,0,51
1.07E-05,5,0,59,,,,0.0000105,11,0,51
1.00E-05,11,0,61,,,,0.0000157,10,0,51
1.00E-05,9,0,66,,,,0.0000107,12,0,51
1.13E-05,3,0,67,,,,0.00001,6,0,51
1.73E-05,17,0,66,,,,0.0000104,19,0,51
1.24E-05,16,0,70,,,,0.0000099,16,0,51
1.04E-05,17,0,71,,,,0.00001,17,0,51
1.01E-05,7,0,69,,,,0.0000105,11,0,51
9.90E-06,7,0,70,,,,0.0000099,15,0,51
9.90E-06,11,0,70,,,,0.0000153,3,0,51
1.70E-05,9,0,68,,,,0.000011,9,0,51
1.65E-05,2,0,68,,,,0.0000177,15,0,51
1.00E-05,6,0,68,,,,0.0000101,3,0,52
1.00E-05,9,0,69,,,,0.0000103,5,0,52
1.03E-05,10,0,72,,,,0.0000101,13,0,52
1.00E-05,12,0,73,,,,0.0000098,14,0,52
1.00E-05,9,0,72,,,,0.0000099,20,0,52
1.00E-05,2,0,71,,,,0.00001,9,0,52
1.00E-05,7,0,65,,,,0.0000103,18,0,52
2.01E-05,5,0,65,,,,0.00001,2,0,52
5.54E-05,10,0,65,,,,0.0000098,17,0,52
1.01E-05,20,0,66,,,,0.0000102,17,0,52
9.90E-06,6,0,68,,,,0.0000098,11,0,52
1.05E-05,4,0,67,,,,0.0000108,2,0,52
1.05E-05,12,0,66,,,,0.0000103,11,0,52
1.01E-05,13,0,68,,,,0.0000099,20,0,52
1.47E-05,13,0,68,,,,0.0000099,1,0,52
1.04E-05,1,0,68,,,,0.000025,14,0,52
1.01E-05,14,0,69,,,,0.00001,16,0,52
1.01E-05,13,0,68,,,,0.0000099,10,0,52
1.00E-05,8,0,68,,,,0.0000101,19,0,52
1.00E-05,8,0,68,,,,0.0000175,20,0,52
1.00E-05,11,0,69,,,,0.0000105,13,0,52
1.00E-05,5,0,71,,,,0.0000101,6,0,52
1.03E-05,7,0,72,,,,0.0000142,13,0,52
1.00E-05,12,0,71,,,,0.0000099,14,0,52
1.14E-05,8,0,73,,,,0.0000103,11,0,52
1.01E-05,18,0,73,,,,0.0000103,20,0,52
1.08E-05,14,0,72,,,,0.00001,3,0,52
1.15E-05,9,0,62,,,,0.0000101,12,0,52
1.03E-05,16,0,61,,,,0.0000106,19,0,52
1.01E-05,15,0,62,,,,0.0000101,9,0,52
1.00E-05,10,0,62,,,,0.0000105,16,0,52
1.31E-05,11,0,62,,,,0.000011,2,0,52
1.00E-05,13,0,61,,,,0.0000109,13,0,52
1.00E-05,7,0,62,,,,0.0000102,4,0,52
1.01E-05,16,0,64,,,,0.0000102,12,0,52
1.03E-05,14,0,64,,,,0.0000102,3,0,52
1.01E-05,6,0,65,,,,0.0000105,10,0,52
9.80E-06,15,0,64,,,,0.0000099,9,0,52
1.03E-05,14,0,65,,,,0.0000115,9,0,52
1.01E-05,14,0,66,,,,0.0000105,8,0,52
1.36E-05,5,0,59,,,,0.0000105,14,0,52
1.04E-05,2,0,60,,,,0.0000149,4,0,52
1.01E-05,11,0,61,,,,0.00001,14,0,52
1.02E-05,4,0,63,,,,0.0000116,11,0,52
1.04E-05,19,0,60,,,,0.0000109,13,0,52
1.14E-05,11,0,60,,,,0.0000101,5,0,52
1.47E-05,19,0,57,,,,0.0000111,11,0,52
1.04E-05,18,0,57,,,,0.0000114,10,0,52
1.01E-05,9,0,57,,,,0.0000116,5,0,52
1.14E-05,12,0,58,,,,0.0000154,2,0,52
1.03E-05,7,0,59,,,,0.0000103,17,0,52
1.00E-05,9,0,59,,,,0.0000102,18,0,52
1.02E-05,15,0,59,,,,0.0000126,6,0,53
1.02E-05,6,0,59,,,,0.0000103,12,0,53
1.09E-05,14,0,62,,,,0.00001,19,0,53
1.00E-05,16,0,63,,,,0.0000118,1,0,53
1.01E-05,3,0,64,,,,0.0000101,9,0,53
1.02E-05,1,0,66,,,,0.0000152,11,0,53
1.00E-05,14,0,63,,,,0.00001,12,0,53
1.05E-05,20,0,60,,,,0.0000102,16,0,53
9.90E-06,6,0,58,,,,0.00001,6,0,53
1.65E-05,12,0,61,,,,0.0000099,8,0,53
1.01E-05,20,0,60,,,,0.0000101,14,0,53
1.00E-05,8,0,62,,,,0.0000104,15,0,53
1.00E-05,5,0,62,,,,0.0000099,1,0,53
9.90E-06,18,0,62,,,,0.0000124,13,0,53
1.12E-05,7,0,59,,,,0.0000403,10,0,53
1.09E-05,4,0,60,,,,0.0000101,9,0,53
1.09E-05,18,0,64,,,,0.0000102,18,0,53
1.09E-05,11,0,65,,,,0.00001,11,0,53
1.07E-05,18,0,66,,,,0.0000115,11,0,53
1.01E-05,7,0,65,,,,0.0000216,7,0,53
1.19E-05,6,0,63,,,,0.0000111,20,0,53
1.02E-05,10,0,66,,,,0.0000103,16,0,53
1.05E-05,4,0,66,,,,0.0000101,11,0,53
1.02E-05,5,0,67,,,,0.0000102,4,0,53
1.02E-05,20,0,63,,,,0.0000111,9,0,53
1.00E-05,3,0,64,,,,0.00001,8,0,53
1.03E-05,7,0,64,,,,0.0000099,8,0,53
1.03E-05,2,0,66,,,,0.0000104,11,0,53
1.08E-05,19,0,68,,,,0.0000112,14,0,53
1.00E-05,11,0,69,,,,0.0000104,2,0,53
1.01E-05,16,0,64,,,,0.00001,5,0,53
9.90E-06,14,0,65,,,,0.0000103,14,0,53
1.01E-05,14,0,66,,,,0.0000102,9,0,53
1.05E-05,1,0,68,,,,0.0000099,15,0,53
9.90E-06,11,0,69,,,,0.00001,19,0,53
1.70E-05,9,0,70,,,,0.0000104,19,0,53
1.02E-05,15,0,68,,,,0.0000112,8,0,53
9.90E-06,19,0,69,,,,0.0000164,16,0,53
1.00E-05,19,0,70,,,,0.00001,2,0,53
