cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
1.30E-06,14,14,24,,
1.50E-06,13,13,22,,
1.90E-06,18,18,22,,
1.10E-06,9,9,24,,
1.20E-06,11,11,23,,
2.00E-06,24,24,27,,
8.00E-07,7,7,28,,
7.00E-07,6,6,27,,
9.00E-07,3,3,30,,
5.00E-06,25,25,30,,
1.10E-06,11,11,28,,
2.10E-06,19,19,37,,
1.80E-06,18,18,37,,
1.20E-06,11,11,40,,
2.20E-06,29,29,42,,
1.20E-06,11,11,43,,
9.00E-07,8,8,43,,
3.10E-06,34,34,41,,
1.50E-06,15,15,40,,
1.20E-06,13,13,40,,
2.00E-06,18,18,41,,
3.00E-06,40,40,42,,
1.60E-06,21,21,42,,
2.30E-06,30,30,42,,
5.20E-06,38,38,41,,
2.60E-06,18,18,41,,
1.10E-06,9,9,38,,
1.00E-06,7,7,37,,
9.00E-07,7,7,38,,
2.40E-06,31,31,38,,
2.10E-06,18,18,36,,
2.90E-06,29,29,36,,
1.00E-06,11,11,36,,
2.60E-06,31,31,41,,
1.90E-06,18,18,41,,
1.30E-06,10,10,44,,
2.10E-06,26,26,42,,
2.10E-06,27,27,40,,
2.60E-06,28,28,40,,
7.00E-07,4,4,39,,
2.00E-06,25,25,38,,
4.00E-07,0,0,39,,
2.10E-06,26,26,39,,
1.50E-06,15,15,40,,
2.00E-06,25,25,40,,
1.50E-06,17,17,42,,
2.20E-06,28,28,42,,
1.30E-06,15,15,42,,
1.50E-06,16,16,43,,
1.80E-06,22,22,43,,
1.20E-06,15,15,43,,
1.00E-06,9,9,45,,
3.00E-06,39,39,47,,
1.90E-06,19,19,47,,
9.00E-07,7,7,44,,
1.10E-06,11,11,43,,
1.30E-06,14,14,43,,
3.00E-06,35,35,38,,
5.00E-07,3,3,36,,
2.50E-06,34,34,35,,
1.60E-06,16,16,34,,
1.40E-06,15,15,33,,
1.30E-06,12,12,31,,
1.60E-06,18,18,31,,
1.60E-06,18,18,32,,
6.00E-07,2,2,30,,
1.20E-06,12,12,30,,
6.00E-07,4,4,25,,
1.80E-06,16,16,25,,
1.20E-06,8,8,27,,
9.00E-07,7,7,26,,
6.00E-07,2,2,25,,
1.20E-06,11,11,21,,
1.60E-06,14,14,26,,
1.50E-06,17,17,25,,
4.00E-07,0,0,24,,
5.00E-07,3,3,24,,
5.00E-07,1,1,26,,
6.00E-07,3,3,26,,
2.10E-06,25,25,26,,
2.00E-06,19,19,28,,
5.00E-07,0,0,28,,
5.00E-07,2,2,28,,
2.20E-06,23,23,29,,
1.50E-06,12,12,25,,
7.00E-07,5,5,26,,
1.30E-06,14,14,25,,
1.30E-06,15,15,23,,
4.00E-07,0,0,22,,
2.00E-06,23,23,27,,
6.00E-07,3,3,33,,
2.40E-06,31,31,33,,
1.20E-06,13,13,32,,
4.00E-07,2,2,32,,
1.50E-06,18,18,34,,
5.00E-07,1,1,35,,
1.20E-06,11,11,34,,
1.20E-06,11,11,34,,
1.30E-06,14,14,31,,
6.00E-07,3,3,28,,
1.90E-06,25,25,28,,
8.00E-07,5,5,28,,
7.00E-07,2,2,27,,
1.40E-06,15,15,30,,
1.50E-06,16,16,28,,
2.10E-06,25,25,34,,
7.00E-07,5,5,34,,
1.30E-06,13,13,33,,
1.80E-06,20,20,36,,
2.50E-06,33,33,36,,
9.00E-07,9,9,36,,
6.00E-07,3,3,37,,
1.20E-06,13,13,38,,
1.90E-06,23,23,35,,
2.50E-06,33,33,35,,
2.00E-06,26,26,35,,
1.10E-06,7,7,35,,
1.10E-06,10,10,35,,
6.00E-07,4,4,34,,
3.00E-07,0,0,36,,
1.00E-06,10,10,34,,
1.70E-06,18,18,34,,
8.00E-07,7,7,33,,
1.20E-06,11,11,28,,
7.00E-07,4,4,26,,
5.00E-07,2,2,26,,
7.00E-07,6,6,26,,
1.50E-06,15,15,23,,
1.50E-06,16,16,19,,
1.00E-06,9,9,18,,
1.20E-06,8,8,18,,
5.00E-07,1,1,19,,
2.20E-06,24,24,25,,
2.00E-06,21,21,28,,
1.00E-06,11,11,28,,
1.30E-06,15,15,30,,
1.00E-06,9,9,30,,
3.50E-06,27,27,34,,
1.70E-06,19,19,33,,
5.00E-07,2,2,33,,
1.50E-06,19,19,33,,
2.20E-06,28,28,31,,
1.20E-06,12,12,31,,
2.20E-06,28,28,30,,
1.90E-06,22,22,29,,
7.00E-07,1,1,27,,
1.50E-06,10,10,27,,
7.00E-07,4,4,26,,
1.10E-06,10,10,25,,
3.00E-07,0,0,25,,
1.70E-06,19,19,24,,
1.40E-06,14,14,26,,
1.80E-06,23,23,26,,
4.00E-07,1,1,30,,
7.00E-07,4,4,29,,
4.00E-07,0,0,28,,
4.00E-07,1,1,28,,
6.00E-07,4,4,25,,
8.00E-07,7,7,26,,
1.90E-06,24,24,26,,
6.00E-07,3,3,20,,
4.00E-07,2,2,20,,
7.00E-07,3,3,19,,
4.00E-07,0,0,16,,
5.00E-07,1,1,18,,
1.20E-06,11,11,25,,
1.70E-06,16,16,24,,
1.20E-06,11,11,21,,
4.00E-07,0,0,20,,
1.50E-06,6,6,20,,
1.70E-06,15,15,22,,
4.00E-07,0,0,22,,
5.00E-07,1,1,22,,
1.40E-06,14,14,23,,
2.20E-06,22,22,23,,
1.00E-06,8,8,23,,
6.00E-07,0,0,20,,
1.50E-06,14,14,18,,
7.00E-07,3,3,18,,
1.00E-06,9,9,16,,
1.00E-06,10,10,15,,
7.00E-07,5,5,17,,
1.40E-06,13,13,21,,
5.00E-07,3,3,20,,
1.10E-06,9,9,21,,
6.00E-07,2,2,18,,
1.10E-06,10,10,18,,
1.70E-06,18,18,23,,
1.10E-06,8,8,23,,
1.50E-06,16,16,23,,
1.60E-06,19,19,23,,
1.70E-06,19,19,23,,
1.40E-06,16,16,24,,
8.00E-07,1,1,22,,
1.00E-06,8,8,22,,
1.90E-06,21,21,22,,
1.90E-06,18,18,23,,
1.50E-06,15,15,24,,
3.00E-07,0,0,24,,
4.00E-07,0,0,24,,
1.60E-06,17,17,27,,
