cas operacie,index prvku,dlzka zoznamu,,,
1.84E-05,25,25,,,
1.84E-05,29,29,,,
1.87E-05,28,28,,,
1.99E-05,27,27,,,
1.85E-05,25,25,,,
1.97E-05,25,25,,,
1.85E-05,25,25,,,
2.02E-05,25,25,,,
1.96E-05,23,23,,,
1.84E-05,22,22,,,
1.84E-05,21,21,,,
2.14E-05,25,25,,,
2.75E-05,23,23,,,
2.46E-05,22,22,,,
2.01E-05,24,24,,,
2.21E-05,21,21,,,
2.03E-05,23,23,,,
6.61E-05,20,20,,,
1.95E-05,19,19,,,
1.89E-05,16,16,,,
2.04E-05,21,21,,,
1.92E-05,19,19,,,
2.00E-05,23,23,,,
2.55E-05,25,25,,,
1.94E-05,27,27,,,
2.05E-05,27,27,,,
1.97E-05,26,26,,,
1.95E-05,26,26,,,
1.90E-05,25,25,,,
2.33E-05,26,26,,,
2.31E-05,29,29,,,
2.53E-05,28,28,,,
2.47E-05,29,29,,,
1.99E-05,32,32,,,
2.03E-05,32,32,,,
3.27E-05,32,32,,,
2.01E-05,30,30,,,
2.05E-05,35,35,,,
2.01E-05,37,37,,,
2.00E-05,39,39,,,
2.03E-05,44,44,,,
2.09E-05,41,41,,,
2.00E-05,42,42,,,
2.69E-05,37,37,,,
1.90E-05,39,39,,,
1.89E-05,39,39,,,
1.99E-05,47,47,,,
1.93E-05,46,46,,,
1.93E-05,46,46,,,
2.08E-05,43,43,,,
1.93E-05,45,45,,,
1.92E-05,46,46,,,
1.91E-05,43,43,,,
1.93E-05,41,41,,,
1.93E-05,41,41,,,
1.93E-05,38,38,,,
1.91E-05,37,37,,,
2.03E-05,36,36,,,
1.91E-05,38,38,,,
1.94E-05,39,39,,,
1.97E-05,39,39,,,
1.89E-05,39,39,,,
1.98E-05,40,40,,,
1.93E-05,39,39,,,
1.94E-05,37,37,,,
2.80E-05,40,40,,,
2.08E-05,46,46,,,
2.05E-05,45,45,,,
2.08E-05,45,45,,,
2.07E-05,45,45,,,
1.94E-05,45,45,,,
1.90E-05,42,42,,,
1.93E-05,44,44,,,
1.90E-05,43,43,,,
1.98E-05,42,42,,,
2.09E-05,44,44,,,
2.47E-05,43,43,,,
1.95E-05,42,42,,,
1.90E-05,41,41,,,
1.89E-05,39,39,,,
2.13E-05,38,38,,,
2.87E-05,42,42,,,
2.13E-05,44,44,,,
1.96E-05,44,44,,,
1.94E-05,44,44,,,
1.92E-05,40,40,,,
1.97E-05,39,39,,,
2.26E-05,37,37,,,
1.95E-05,41,41,,,
1.91E-05,42,42,,,
1.93E-05,43,43,,,
2.29E-05,46,46,,,
2.05E-05,48,48,,,
1.92E-05,43,43,,,
1.93E-05,42,42,,,
1.91E-05,44,44,,,
1.93E-05,47,47,,,
1.91E-05,46,46,,,
1.92E-05,49,49,,,
2.26E-05,49,49,,,
1.98E-05,46,46,,,
1.93E-05,44,44,,,
1.94E-05,43,43,,,
