cas operacie,index prvku,dlzka zoznamu,,,
1.79E-05,4,31,,,
1.86E-05,24,30,,,
2.43E-05,24,29,,,
1.82E-05,7,28,,,
1.81E-05,11,27,,,
1.82E-05,16,25,,,
1.79E-05,7,25,,,
1.90E-05,6,22,,,
1.85E-05,15,24,,,
1.80E-05,9,21,,,
1.78E-05,4,18,,,
1.79E-05,8,19,,,
1.84E-05,18,23,,,
1.84E-05,19,29,,,
1.90E-05,30,33,,,
2.21E-05,17,26,,,
2.04E-05,21,25,,,
1.81E-05,10,29,,,
1.80E-05,11,29,,,
1.89E-05,13,29,,,
1.80E-05,14,28,,,
1.82E-05,13,28,,,
1.86E-05,22,26,,,
1.83E-05,6,25,,,
4.71E-05,4,24,,,
1.83E-05,16,23,,,
1.95E-05,9,19,,,
1.88E-05,1,18,,,
2.74E-05,11,16,,,
2.62E-05,16,24,,,
1.96E-05,13,22,,,
1.99E-05,11,21,,,
2.57E-05,14,20,,,
1.96E-05,5,19,,,
2.31E-05,13,23,,,
1.87E-05,14,15,,,
1.82E-05,5,20,,,
2.25E-05,1,20,,,
2.06E-05,5,22,,,
1.91E-05,13,20,,,
1.89E-05,5,17,,,
1.90E-05,12,22,,,
1.95E-05,18,27,,,
1.94E-05,13,27,,,
1.88E-05,2,26,,,
1.85E-05,2,25,,,
1.86E-05,3,24,,,
2.48E-05,7,29,,,
1.97E-05,14,32,,,
1.88E-05,6,32,,,
3.10E-05,24,31,,,
1.95E-05,24,31,,,
2.49E-05,15,31,,,
2.00E-05,23,30,,,
1.87E-05,1,32,,,
1.94E-05,8,38,,,
1.95E-05,21,37,,,
2.00E-05,23,41,,,
1.98E-05,33,46,,,
1.97E-05,37,42,,,
1.88E-05,5,42,,,
1.91E-05,16,43,,,
1.95E-05,30,42,,,
1.87E-05,8,40,,,
1.91E-05,12,38,,,
1.84E-05,8,38,,,
2.53E-05,35,39,,,
2.16E-05,33,39,,,
1.81E-05,15,41,,,
1.95E-05,41,45,,,
1.91E-05,42,47,,,
1.84E-05,16,47,,,
1.91E-05,39,46,,,
1.88E-05,18,44,,,
1.90E-05,30,45,,,
1.86E-05,23,44,,,
