cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,,,,,
1.60E-06,8,11,12,,,,,0.0000014,10,34,35
1.40E-06,12,12,13,,,,,0.0000014,7,34,35
1.80E-06,17,13,14,,,,,0.0000018,10,34,35
1.30E-06,13,13,14,,,,,0.0000015,19,34,35
1.50E-06,14,15,16,,,,,0.0000017,19,34,35
1.50E-06,11,16,17,,,,,0.0000014,18,34,35
1.40E-06,17,18,19,,,,,0.0000012,1,34,35
1.60E-06,19,17,18,,,,,0.0000013,1,34,35
1.40E-06,13,18,19,,,,,0.0000011,20,34,35
1.20E-06,2,19,20,,,,,0.0000013,8,34,35
1.70E-06,18,19,20,,,,,0.0000013,4,34,35
1.40E-06,6,20,21,,,,,0.0000012,18,34,35
1.90E-06,15,20,21,,,,,0.0000018,12,34,35
1.40E-06,2,16,17,,,,,0.0000015,2,34,35
1.20E-06,3,17,18,,,,,0.0000014,13,34,35
1.70E-06,7,16,17,,,,,0.0000012,6,34,35
1.20E-06,14,15,16,,,,,0.0000013,17,34,35
1.40E-06,16,15,16,,,,,0.0000015,6,34,35
1.20E-06,10,16,17,,,,,0.0000015,10,34,35
1.20E-06,10,17,18,,,,,0.0000014,6,34,35
1.80E-06,8,15,16,,,,,0.0000014,12,34,35
1.50E-06,3,16,17,,,,,0.0000013,2,34,35
1.20E-06,11,19,20,,,,,0.0000014,15,34,35
2.50E-06,17,15,16,,,,,0.0000018,1,34,35
1.50E-06,4,2,3,,,,,0.0000017,9,34,35
1.20E-06,8,2,3,,,,,0.0000017,11,34,35
2.70E-06,13,0,1,,,,,0.0000024,5,34,35
1.50E-06,6,1,2,,,,,0.0000015,20,34,35
1.60E-06,3,1,2,,,,,0.0000014,1,34,35
3.00E-06,15,1,2,,,,,0.0000012,2,34,35
1.60E-06,2,0,1,,,,,0.0000016,20,34,35
1.30E-06,15,0,1,,,,,0.0000013,12,34,35
1.20E-06,8,0,1,,,,,0.000002,19,35,36
2.80E-06,8,0,1,,,,,0.0000011,5,35,36
1.40E-06,3,0,1,,,,,0.0000015,16,35,36
1.20E-06,12,1,2,,,,,0.0000015,19,35,36
1.20E-06,3,0,1,,,,,0.0000014,13,35,36
1.20E-06,17,2,3,,,,,0.0000016,3,35,36
1.40E-06,10,2,3,,,,,0.0000016,1,35,36
1.20E-06,2,2,3,,,,,0.0000012,7,35,36
1.20E-06,13,3,4,,,,,0.0000014,18,35,36
1.30E-06,19,6,7,,,,,0.0000011,5,35,36
1.30E-06,5,1,2,,,,,0.0000016,5,35,36
1.20E-06,2,0,1,,,,,0.0000013,14,35,36
1.80E-06,14,0,1,,,,,0.0000012,8,35,36
1.20E-06,14,3,4,,,,,0.0000012,3,35,36
1.20E-06,16,3,4,,,,,0.0000012,8,35,36
1.20E-06,2,2,3,,,,,0.0000013,12,35,36
1.40E-06,7,2,3,,,,,0.0000014,12,35,36
1.20E-06,4,2,3,,,,,0.0000014,19,35,36
1.20E-06,14,3,4,,,,,0.0000015,20,35,36
1.60E-06,18,1,2,,,,,0.0000017,6,35,36
2.40E-06,8,6,7,,,,,0.0000012,5,35,36
1.40E-06,15,5,6,,,,,0.0000014,1,35,36
1.20E-06,16,7,8,,,,,0.0000013,13,35,36
2.10E-06,12,7,8,,,,,0.0000012,9,35,36
1.60E-06,20,8,9,,,,,0.0000019,17,35,36
2.10E-06,10,9,10,,,,,0.0000013,1,35,36
1.20E-06,5,9,10,,,,,0.0000016,8,35,36
1.30E-06,7,7,8,,,,,0.0000014,14,35,36
1.50E-06,7,8,9,,,,,0.0000024,20,35,36
1.70E-06,12,7,8,,,,,0.0000013,4,35,36
1.20E-06,3,10,11,,,,,0.0000014,3,35,36
1.30E-06,16,13,14,,,,,0.0000011,2,35,36
1.20E-06,15,13,14,,,,,0.0000015,6,35,36
2.20E-06,12,14,15,,,,,0.0000011,11,35,36
1.90E-06,14,11,12,,,,,0.0000018,20,35,36
1.20E-06,20,13,14,,,,,0.0000012,17,35,36
1.20E-06,16,14,15,,,,,0.0000013,12,35,36
1.20E-06,20,17,18,,,,,0.0000012,17,35,36
1.70E-06,6,19,20,,,,,0.0000023,7,35,36
1.60E-06,6,20,21,,,,,0.0000014,15,35,36
1.30E-06,17,19,20,,,,,0.0000016,1,35,36
1.50E-06,2,20,21,,,,,0.0000021,15,35,36
1.20E-06,1,22,23,,,,,0.0000014,4,35,36
1.10E-06,8,23,24,,,,,0.000002,8,35,36
1.20E-06,19,25,26,,,,,0.0000017,13,35,36
1.30E-06,16,30,31,,,,,0.0000011,17,35,36
1.30E-06,17,31,32,,,,,0.0000013,9,35,36
1.20E-06,7,32,33,,,,,0.0000013,9,35,36
1.20E-06,15,31,32,,,,,0.0000012,11,35,36
1.30E-06,8,30,31,,,,,0.0000012,7,35,36
1.30E-06,7,31,32,,,,,0.0000013,6,35,36
1.30E-06,10,32,33,,,,,0.0000021,2,35,36
7.90E-06,16,36,37,,,,,0.0000015,15,35,36
1.30E-06,3,37,38,,,,,0.0000015,20,35,36
1.10E-06,7,38,39,,,,,0.0000015,4,35,36
1.30E-06,1,38,39,,,,,0.0000013,8,35,36
1.40E-06,8,38,39,,,,,0.0000014,12,35,36
1.30E-06,6,39,40,,,,,0.0000013,1,36,37
2.20E-06,20,36,37,,,,,0.0000017,10,36,37
1.70E-06,17,19,20,,,,,0.0000011,1,36,37
1.10E-06,17,20,21,,,,,0.0000016,20,36,37
1.50E-06,13,20,21,,,,,0.0000014,14,36,37
1.20E-06,15,20,21,,,,,0.0000017,1,36,37
1.30E-06,10,22,23,,,,,0.0000013,2,36,37
1.30E-06,20,22,23,,,,,0.0000014,1,36,37
1.30E-06,9,23,24,,,,,0.0000014,15,36,37
1.20E-06,9,25,26,,,,,0.0000025,19,36,37
1.80E-06,4,27,28,,,,,0.0000011,20,36,37
1.20E-06,6,27,28,,,,,0.0000014,16,36,37
1.30E-06,8,26,27,,,,,0.0000011,4,36,37
1.20E-06,17,26,27,,,,,0.0000011,9,36,37
1.60E-06,8,25,26,,,,,0.0000012,4,36,37
1.20E-06,20,28,29,,,,,0.0000013,2,36,37
1.30E-06,15,29,30,,,,,0.0000013,14,36,37
1.20E-06,16,32,33,,,,,0.0000012,12,36,37
1.20E-06,17,32,33,,,,,0.0000015,12,36,37
1.40E-06,18,28,29,,,,,0.0000012,2,36,37
1.10E-06,7,28,29,,,,,0.0000013,5,36,37
1.80E-06,15,29,30,,,,,0.0000011,9,36,37
1.40E-06,1,30,31,,,,,0.0000017,3,36,37
1.30E-06,16,31,32,,,,,0.0000015,7,36,37
1.20E-06,18,33,34,,,,,0.0000014,13,36,37
1.10E-06,11,35,36,,,,,0.0000012,7,36,37
1.50E-06,19,33,34,,,,,0.0000012,13,36,37
1.20E-06,20,34,35,,,,,0.0000013,2,36,37
1.60E-06,7,28,29,,,,,0.0000015,19,36,37
1.60E-06,2,30,31,,,,,0.0000012,4,36,37
1.20E-06,19,27,28,,,,,0.0000012,10,36,37
1.10E-06,8,28,29,,,,,0.0000013,17,36,37
1.60E-06,11,28,29,,,,,0.0000012,5,36,37
1.70E-06,11,28,29,,,,,0.0000015,7,36,37
1.60E-06,10,28,29,,,,,0.0000011,16,36,37
1.40E-06,2,28,29,,,,,0.0000025,20,36,37
1.50E-06,8,22,23,,,,,0.0000013,1,36,37
2.20E-06,9,18,19,,,,,0.0000014,5,36,37
1.30E-06,4,20,21,,,,,0.0000013,15,36,37
1.20E-06,19,20,21,,,,,0.0000044,19,36,37
1.10E-06,13,19,20,,,,,0.0000014,6,36,37
1.50E-06,16,19,20,,,,,0.0000013,9,36,37
1.40E-06,8,5,6,,,,,0.0000079,16,36,37
1.40E-06,8,4,5,,,,,0.0000022,20,36,37
1.30E-06,16,3,4,,,,,0.000004,17,36,37
2.80E-06,18,2,3,,,,,0.0000012,4,36,37
1.70E-06,2,3,4,,,,,0.0000015,9,36,37
1.20E-06,7,4,5,,,,,0.0000012,15,36,37
1.20E-06,11,6,7,,,,,0.0000012,20,36,37
1.20E-06,14,7,8,,,,,0.0000013,3,36,37
1.20E-06,17,8,9,,,,,0.0000012,19,36,37
2.50E-06,18,1,2,,,,,0.0000012,9,36,37
1.40E-06,16,2,3,,,,,0.0000017,15,36,37
1.60E-06,4,5,6,,,,,0.0000014,19,36,37
1.20E-06,20,7,8,,,,,0.0000017,18,36,37
1.30E-06,19,4,5,,,,,0.0000013,7,36,37
1.40E-06,20,6,7,,,,,0.0000013,11,36,37
1.50E-06,9,8,9,,,,,0.0000012,18,36,37
1.40E-06,11,3,4,,,,,0.0000015,7,36,37
1.10E-06,1,0,1,,,,,0.0000013,2,36,37
1.30E-06,4,3,4,,,,,0.0000013,3,36,37
1.20E-06,1,5,6,,,,,0.0000013,3,36,37
1.30E-06,5,8,9,,,,,0.0000013,4,36,37
1.20E-06,16,9,10,,,,,0.0000014,2,36,37
1.30E-06,20,10,11,,,,,0.0000012,17,36,37
1.30E-06,12,6,7,,,,,0.0000012,5,36,37
3.30E-06,12,6,7,,,,,0.0000012,19,36,37
1.50E-06,9,2,3,,,,,0.0000012,2,36,37
2.00E-06,8,7,8,,,,,0.0000013,4,36,37
1.80E-06,9,6,7,,,,,0.0000013,10,36,37
1.70E-06,7,7,8,,,,,0.0000014,1,36,37
1.70E-06,2,1,2,,,,,0.0000012,17,36,37
1.40E-06,8,2,3,,,,,0.0000012,9,36,37
1.40E-06,5,3,4,,,,,0.0000012,19,37,38
1.40E-06,13,2,3,,,,,0.0000015,2,37,38
3.20E-06,20,4,5,,,,,0.0000015,20,37,38
3.00E-06,18,5,6,,,,,0.0000014,14,37,38
1.60E-06,9,1,2,,,,,0.0000012,5,37,38
1.40E-06,8,2,3,,,,,0.0000015,6,37,38
1.50E-06,19,0,1,,,,,0.0000014,5,37,38
1.40E-06,2,1,2,,,,,0.0000017,5,37,38
1.40E-06,9,2,3,,,,,0.0000013,8,37,38
1.40E-06,10,1,2,,,,,0.0000017,15,37,38
2.20E-06,14,1,2,,,,,0.0000011,17,37,38
1.60E-06,10,0,1,,,,,0.0000013,7,37,38
1.20E-06,4,1,2,,,,,0.0000012,11,37,38
1.20E-06,4,2,3,,,,,0.0000012,18,37,38
1.50E-06,8,3,4,,,,,0.0000019,4,37,38
1.30E-06,4,5,6,,,,,0.0000011,9,37,38
1.30E-06,13,8,9,,,,,0.0000014,16,37,38
1.20E-06,18,8,9,,,,,0.0000016,18,37,38
1.40E-06,13,9,10,,,,,0.0000013,4,37,38
3.10E-06,8,9,10,,,,,0.0000011,16,37,38
1.90E-06,11,10,11,,,,,0.0000012,17,37,38
1.20E-06,13,11,12,,,,,0.0000018,7,37,38
1.10E-06,12,11,12,,,,,0.0000013,14,37,38
1.60E-06,4,11,12,,,,,0.0000015,14,37,38
2.20E-06,11,11,12,,,,,0.0000023,20,37,38
1.30E-06,9,10,11,,,,,0.0000012,3,37,38
1.30E-06,8,9,10,,,,,0.0000011,17,37,38
1.40E-06,1,10,11,,,,,0.0000014,18,37,38
1.60E-06,14,9,10,,,,,0.0000013,13,37,38
1.20E-06,4,4,5,,,,,0.0000013,10,37,38
1.10E-06,11,6,7,,,,,0.0000012,16,37,38
1.60E-06,9,5,6,,,,,0.0000012,8,37,38
1.40E-06,4,5,6,,,,,0.0000011,15,37,38
1.50E-06,1,8,9,,,,,0.0000012,12,37,38
1.40E-06,16,14,15,,,,,0.0000012,14,37,38
1.60E-06,10,9,10,,,,,0.0000013,7,37,38
1.30E-06,2,8,9,,,,,0.0000012,13,37,38
2.30E-06,17,4,5,,,,,0.0000018,10,37,38
1.30E-06,14,4,5,,,,,0.0000013,3,37,38
1.50E-06,15,1,2,,,,,0.0000015,12,37,38
1.90E-06,14,0,1,,,,,0.0000012,15,37,38
1.50E-06,7,2,3,,,,,0.0000016,5,37,38
1.40E-06,4,3,4,,,,,0.0000012,14,37,38
1.40E-06,16,4,5,,,,,0.0000012,2,37,38
1.50E-06,17,1,2,,,,,0.0000014,15,37,38
1.30E-06,1,2,3,,,,,0.0000031,6,37,38
1.20E-06,15,5,6,,,,,0.0000013,17,37,38
1.70E-06,8,0,1,,,,,0.0000016,14,37,38
1.20E-06,3,2,3,,,,,0.0000012,18,37,38
1.20E-06,18,1,2,,,,,0.0000013,2,37,38
1.10E-06,19,2,3,,,,,0.0000013,5,37,38
1.60E-06,2,2,3,,,,,0.0000014,6,37,38
1.30E-06,13,4,5,,,,,0.0000014,7,37,38
1.20E-06,2,7,8,,,,,0.0000015,8,37,38
1.20E-06,7,6,7,,,,,0.0000014,6,37,38
1.20E-06,14,5,6,,,,,0.0000016,7,37,38
1.20E-06,8,6,7,,,,,0.0000013,16,37,38
1.90E-06,6,1,2,,,,,0.0000014,10,37,38
2.60E-06,11,1,2,,,,,0.0000012,10,37,38
1.20E-06,3,4,5,,,,,0.0000012,16,37,38
1.40E-06,3,1,2,,,,,0.0000016,16,37,38
1.40E-06,8,1,2,,,,,0.0000013,12,37,38
1.20E-06,11,2,3,,,,,0.0000012,17,37,38
1.10E-06,14,4,5,,,,,0.0000012,12,37,38
1.30E-06,5,2,3,,,,,0.0000012,15,37,38
1.20E-06,16,2,3,,,,,0.0000013,10,37,38
1.30E-06,2,0,1,,,,,0.0000015,20,38,39
1.20E-06,20,1,2,,,,,0.0000026,13,38,39
1.30E-06,12,2,3,,,,,0.0000015,7,38,39
1.30E-06,11,2,3,,,,,0.0000017,18,38,39
1.20E-06,14,3,4,,,,,0.0000015,15,38,39
1.40E-06,9,3,4,,,,,0.0000012,11,38,39
1.40E-06,18,3,4,,,,,0.0000017,8,38,39
1.10E-06,20,0,1,,,,,0.0000012,15,38,39
2.80E-06,1,0,1,,,,,0.0000012,19,38,39
1.80E-06,14,1,2,,,,,0.0000012,18,38,39
1.40E-06,5,3,4,,,,,0.0000016,16,38,39
3.80E-06,1,4,5,,,,,0.0000013,11,38,39
1.20E-06,1,5,6,,,,,0.0000015,4,38,39
1.60E-06,7,3,4,,,,,0.0000015,1,38,39
1.30E-06,13,4,5,,,,,0.0000016,8,38,39
1.20E-06,20,1,2,,,,,0.0000014,2,38,39
1.10E-06,10,3,4,,,,,0.0000025,8,38,39
1.50E-06,7,2,3,,,,,0.0000013,18,38,39
1.30E-06,16,3,4,,,,,0.0000015,10,38,39
1.20E-06,1,5,6,,,,,0.0000015,12,38,39
1.40E-06,3,1,2,,,,,0.0000013,13,38,39
1.10E-06,20,0,1,,,,,0.0000017,17,38,39
1.40E-06,10,0,1,,,,,0.0000013,9,38,39
1.30E-06,2,1,2,,,,,0.0000013,1,38,39
1.20E-06,20,2,3,,,,,0.0000017,7,38,39
1.60E-06,12,6,7,,,,,0.0000014,11,38,39
1.40E-06,19,8,9,,,,,0.0000011,17,38,39
1.30E-06,10,3,4,,,,,0.0000015,8,38,39
1.20E-06,19,5,6,,,,,0.0000015,9,38,39
1.30E-06,4,6,7,,,,,0.0000029,16,38,39
1.20E-06,15,7,8,,,,,0.0000013,16,38,39
1.40E-06,2,7,8,,,,,0.0000012,7,38,39
1.30E-06,13,8,9,,,,,0.0000018,11,38,39
1.30E-06,10,3,4,,,,,0.0000013,1,38,39
1.50E-06,17,4,5,,,,,0.0000014,14,38,39
1.40E-06,18,2,3,,,,,0.0000013,14,38,39
2.00E-06,10,3,4,,,,,0.0000011,7,38,39
1.20E-06,8,5,6,,,,,0.0000013,1,38,39
1.40E-06,2,2,3,,,,,0.0000014,8,38,39
1.20E-06,2,3,4,,,,,0.0000013,18,38,39
1.10E-06,2,2,3,,,,,0.0000012,1,38,39
1.30E-06,18,1,2,,,,,0.0000014,9,38,39
1.40E-06,3,1,2,,,,,0.0000012,15,38,39
1.20E-06,8,2,3,,,,,0.0000037,9,38,39
1.10E-06,20,3,4,,,,,0.0000014,8,38,39
1.10E-06,16,1,2,,,,,0.0000012,8,38,39
1.30E-06,14,4,5,,,,,0.0000014,3,38,39
1.30E-06,19,4,5,,,,,0.0000014,2,38,39
1.10E-06,14,5,6,,,,,0.0000012,13,38,39
1.20E-06,9,5,6,,,,,0.0000013,8,38,39
1.30E-06,17,7,8,,,,,0.0000012,1,38,39
1.70E-06,1,1,2,,,,,0.0000012,9,38,39
1.50E-06,4,0,1,,,,,0.0000014,7,38,39
1.30E-06,4,1,2,,,,,0.0000021,17,38,39
1.10E-06,19,2,3,,,,,0.0000012,13,38,39
1.20E-06,9,3,4,,,,,0.0000011,20,38,39
1.10E-06,3,7,8,,,,,0.0000013,14,38,39
1.40E-06,12,8,9,,,,,0.0000014,1,38,39
1.40E-06,17,5,6,,,,,0.0000012,16,38,39
1.60E-06,17,3,4,,,,,0.0000014,6,38,39
1.60E-06,10,2,3,,,,,0.0000013,7,38,39
1.50E-06,1,1,2,,,,,0.0000017,10,38,39
1.50E-06,13,2,3,,,,,0.0000012,16,38,39
2.90E-06,2,0,1,,,,,0.0000012,19,38,39
1.40E-06,7,1,2,,,,,0.0000012,11,38,39
1.30E-06,13,3,4,,,,,0.0000022,17,38,39
1.40E-06,13,4,5,,,,,0.0000013,7,38,39
1.40E-06,4,7,8,,,,,0.0000013,4,38,39
1.40E-06,11,7,8,,,,,0.0000015,14,38,39
1.50E-06,1,8,9,,,,,0.0000014,16,38,39
1.40E-06,18,10,11,,,,,0.0000017,17,38,39
1.40E-06,6,8,9,,,,,0.0000013,2,38,39
1.50E-06,15,8,9,,,,,0.0000011,3,39,40
1.30E-06,7,2,3,,,,,0.0000011,13,39,40
1.20E-06,18,1,2,,,,,0.0000017,2,39,40
1.90E-06,17,2,3,,,,,0.0000014,8,39,40
1.40E-06,1,1,2,,,,,0.0000012,15,39,40
1.30E-06,3,2,3,,,,,0.0000014,20,39,40
1.40E-06,10,5,6,,,,,0.0000016,19,39,40
1.90E-06,15,4,5,,,,,0.0000012,7,39,40
1.30E-06,15,9,10,,,,,0.0000014,6,39,40
2.70E-06,16,3,4,,,,,0.0000013,19,39,40
1.40E-06,17,4,5,,,,,0.0000035,17,39,40
1.40E-06,20,4,5,,,,,0.0000013,4,39,40
4.20E-06,7,3,4,,,,,0.0000014,7,39,40
1.20E-06,18,4,5,,,,,0.0000013,14,39,40
1.30E-06,1,4,5,,,,,0.0000016,11,39,40
2.20E-06,12,2,3,,,,,0.0000024,7,39,40
1.30E-06,10,3,4,,,,,0.0000017,5,39,40
1.40E-06,3,2,3,,,,,0.0000013,17,39,40
1.30E-06,18,4,5,,,,,0.0000014,15,39,40
1.30E-06,4,2,3,,,,,0.0000012,8,39,40
1.30E-06,3,2,3,,,,,0.0000013,2,39,40
1.70E-06,17,1,2,,,,,0.0000017,19,39,40
2.30E-06,16,5,6,,,,,0.0000014,19,39,40
1.60E-06,16,4,5,,,,,0.0000013,19,39,40
1.40E-06,14,6,7,,,,,0.0000014,10,39,40
1.50E-06,19,9,10,,,,,0.0000011,13,39,40
1.50E-06,19,5,6,,,,,0.0000013,6,39,40
1.50E-06,5,1,2,,,,,0.0000012,20,39,40
1.20E-06,18,2,3,,,,,0.0000011,2,39,40
1.50E-06,2,1,2,,,,,0.0000013,20,39,40
1.30E-06,2,1,2,,,,,0.0000011,10,39,40
1.30E-06,16,0,1,,,,,0.0000013,15,39,40
1.40E-06,3,1,2,,,,,0.0000015,20,39,40
1.40E-06,14,0,1,,,,,0.0000011,7,39,40
1.50E-06,5,2,3,,,,,0.0000012,16,39,40
1.30E-06,9,4,5,,,,,0.0000013,4,39,40
1.40E-06,9,1,2,,,,,0.0000035,6,39,40
1.20E-06,16,2,3,,,,,0.0000013,14,39,40
1.30E-06,19,2,3,,,,,0.0000012,19,39,40
1.10E-06,7,3,4,,,,,0.0000015,13,39,40
1.30E-06,4,2,3,,,,,0.0000012,17,39,40
1.20E-06,9,3,4,,,,,0.0000018,12,39,40
1.30E-06,13,4,5,,,,,0.0000015,11,39,40
1.20E-06,12,5,6,,,,,0.0000019,3,39,40
1.50E-06,10,2,3,,,,,0.0000014,4,39,40
1.30E-06,7,4,5,,,,,0.0000022,14,39,40
1.40E-06,15,5,6,,,,,0.0000016,13,39,40
1.30E-06,15,6,7,,,,,0.0000012,4,39,40
1.30E-06,13,2,3,,,,,0.0000014,11,39,40
1.50E-06,16,3,4,,,,,0.0000013,10,39,40
1.30E-06,9,3,4,,,,,0.0000016,18,39,40
1.20E-06,16,5,6,,,,,0.0000012,5,39,40
1.20E-06,10,6,7,,,,,0.0000015,13,39,40
1.20E-06,9,7,8,,,,,0.0000016,1,39,40
1.50E-06,10,15,16,,,,,0.0000022,6,39,40
1.20E-06,18,15,16,,,,,0.0000016,7,39,40
1.60E-06,7,17,18,,,,,0.0000014,16,39,40
1.20E-06,7,17,18,,,,,0.0000012,12,40,41
1.20E-06,20,18,19,,,,,0.0000024,4,40,41
1.10E-06,17,18,19,,,,,0.0000012,3,40,41
1.20E-06,12,20,21,,,,,0.0000014,19,40,41
1.20E-06,11,22,23,,,,,0.0000012,9,40,41
1.10E-06,4,24,25,,,,,0.0000014,4,40,41
1.30E-06,20,24,25,,,,,0.0000016,13,40,41
1.10E-06,7,25,26,,,,,0.0000014,16,40,41
1.20E-06,17,26,27,,,,,0.0000012,7,40,41
1.30E-06,15,26,27,,,,,0.0000012,13,40,41
1.30E-06,20,26,27,,,,,0.0000024,11,40,41
1.40E-06,1,24,25,,,,,0.0000015,16,40,41
1.30E-06,10,25,26,,,,,0.0000012,8,40,41
1.10E-06,12,26,27,,,,,0.0000015,1,40,41
1.20E-06,15,25,26,,,,,0.0000016,8,40,41
1.50E-06,16,25,26,,,,,0.0000012,13,40,41
1.20E-06,13,26,27,,,,,0.0000012,5,40,41
2.00E-06,5,30,31,,,,,0.0000016,18,40,41
1.40E-06,7,31,32,,,,,0.0000013,15,40,41
1.60E-06,3,32,33,,,,,0.0000013,20,40,41
1.50E-06,16,33,34,,,,,0.0000012,18,40,41
1.80E-06,20,35,36,,,,,0.0000011,13,40,41
1.60E-06,18,29,30,,,,,0.0000012,4,40,41
1.60E-06,7,26,27,,,,,0.0000036,6,40,41
1.80E-06,8,25,26,,,,,0.0000014,1,40,41
1.30E-06,2,24,25,,,,,0.0000013,12,40,41
1.30E-06,15,21,22,,,,,0.0000014,17,40,41
1.20E-06,1,25,26,,,,,0.0000013,14,40,41
2.20E-06,13,24,25,,,,,0.0000013,20,40,41
1.30E-06,15,24,25,,,,,0.0000014,11,40,41
1.60E-06,15,25,26,,,,,0.0000015,5,40,41
1.30E-06,15,26,27,,,,,0.0000016,16,40,41
1.10E-06,20,29,30,,,,,0.0000027,11,40,41
1.20E-06,9,31,32,,,,,0.0000014,1,40,41
1.50E-06,13,32,33,,,,,0.0000028,19,40,41
1.20E-06,9,31,32,,,,,0.0000013,1,40,41
2.40E-06,20,31,32,,,,,0.0000013,12,40,41
1.20E-06,1,32,33,,,,,0.0000012,13,40,41
1.20E-06,17,32,33,,,,,0.0000012,18,40,41
1.20E-06,5,34,35,,,,,0.0000014,11,40,41
1.30E-06,6,22,23,,,,,0.0000014,3,40,41
1.40E-06,15,24,25,,,,,0.0000013,16,40,41
1.30E-06,16,24,25,,,,,0.0000013,12,40,41
1.20E-06,10,22,23,,,,,0.0000015,8,40,41
1.40E-06,10,20,21,,,,,0.0000012,18,40,41
2.10E-06,11,21,22,,,,,0.0000014,10,40,41
1.60E-06,13,23,24,,,,,0.0000011,13,40,41
1.70E-06,17,26,27,,,,,0.0000012,9,40,41
2.00E-06,17,30,31,,,,,0.0000012,19,40,41
2.40E-06,5,27,28,,,,,0.0000012,14,40,41
1.40E-06,19,30,31,,,,,0.0000014,5,40,41
1.40E-06,6,21,22,,,,,0.0000014,13,40,41
1.20E-06,14,24,25,,,,,0.0000012,3,41,42
1.20E-06,15,23,24,,,,,0.0000014,16,41,42
1.40E-06,8,15,16,,,,,0.0000024,6,41,42
1.20E-06,19,15,16,,,,,0.0000014,9,41,42
1.20E-06,5,16,17,,,,,0.0000013,12,41,42
1.40E-06,9,14,15,,,,,0.0000013,7,41,42
1.20E-06,13,16,17,,,,,0.0000015,18,41,42
1.30E-06,20,15,16,,,,,0.0000015,5,41,42
1.40E-06,19,8,9,,,,,0.0000012,13,41,42
2.50E-06,11,9,10,,,,,0.0000011,14,41,42
1.30E-06,8,8,9,,,,,0.0000014,17,41,42
1.50E-06,2,9,10,,,,,0.0000013,3,41,42
1.40E-06,1,11,12,,,,,0.0000014,2,41,42
1.20E-06,7,11,12,,,,,0.0000018,13,41,42
1.40E-06,13,13,14,,,,,0.0000013,18,41,42
1.20E-06,17,14,15,,,,,0.0000012,20,41,42
1.20E-06,4,13,14,,,,,0.0000014,5,41,42
1.20E-06,5,15,16,,,,,0.0000012,5,41,42
1.20E-06,20,15,16,,,,,0.0000013,4,41,42
1.70E-06,19,14,15,,,,,0.0000013,3,41,42
1.30E-06,11,15,16,,,,,0.0000021,11,41,42
1.20E-06,16,15,16,,,,,0.0000016,10,41,42
1.20E-06,20,15,16,,,,,0.0000014,19,41,42
1.30E-06,9,16,17,,,,,0.0000012,16,41,42
1.30E-06,6,16,17,,,,,0.0000013,8,41,42
1.20E-06,8,17,18,,,,,0.0000013,10,41,42
1.30E-06,2,19,20,,,,,0.0000014,13,41,42
1.90E-06,15,20,21,,,,,0.0000014,6,41,42
1.30E-06,15,18,19,,,,,0.0000014,7,41,42
1.20E-06,12,16,17,,,,,0.0000016,6,41,42
1.30E-06,16,16,17,,,,,0.0000014,1,41,42
1.30E-06,7,16,17,,,,,0.0000014,11,41,42
1.60E-06,1,17,18,,,,,0.0000014,20,41,42
1.30E-06,13,16,17,,,,,0.0000014,14,41,42
3.20E-06,11,19,20,,,,,0.0000012,11,41,42
2.40E-06,3,20,21,,,,,0.0000012,11,41,42
1.30E-06,2,23,24,,,,,0.0000018,16,41,42
1.40E-06,10,19,20,,,,,0.0000012,11,41,42
1.30E-06,16,19,20,,,,,0.0000015,2,41,42
1.30E-06,6,19,20,,,,,0.0000027,17,41,42
1.90E-06,8,20,21,,,,,0.0000013,20,41,42
1.20E-06,3,21,22,,,,,0.0000012,10,41,42
1.30E-06,20,23,24,,,,,0.000002,13,41,42
1.20E-06,2,23,24,,,,,0.0000013,20,41,42
1.30E-06,3,24,25,,,,,0.0000013,7,41,42
1.30E-06,4,28,29,,,,,0.0000015,19,41,42
1.50E-06,3,27,28,,,,,0.0000011,19,41,42
4.00E-06,17,36,37,,,,,0.0000011,14,41,42
1.30E-06,19,30,31,,,,,0.0000011,6,41,42
1.30E-06,14,30,31,,,,,0.0000017,6,41,42
1.30E-06,16,31,32,,,,,0.0000015,11,41,42
1.20E-06,7,32,33,,,,,0.0000024,19,41,42
1.30E-06,17,34,35,,,,,0.0000014,3,41,42
1.40E-06,18,27,28,,,,,0.0000022,15,41,42
1.20E-06,12,29,30,,,,,0.0000012,10,41,42
1.30E-06,2,29,30,,,,,0.0000016,10,41,42
1.20E-06,6,29,30,,,,,0.0000014,6,41,42
1.30E-06,11,30,31,,,,,0.0000013,3,42,43
1.50E-06,3,32,33,,,,,0.0000014,9,42,43
1.30E-06,18,38,39,,,,,0.0000012,8,42,43
1.20E-06,20,39,40,,,,,0.0000011,20,42,43
1.50E-06,12,37,38,,,,,0.0000015,15,42,43
1.20E-06,4,36,37,,,,,0.0000012,3,42,43
1.20E-06,15,37,38,,,,,0.0000015,8,42,43
1.20E-06,1,38,39,,,,,0.0000013,19,42,43
1.30E-06,12,40,41,,,,,0.0000012,6,42,43
1.30E-06,12,42,43,,,,,0.0000014,8,42,43
1.20E-06,5,43,44,,,,,0.0000021,16,42,43
1.30E-06,3,44,45,,,,,0.0000018,18,42,43
1.30E-06,14,42,43,,,,,0.0000012,19,42,43
1.20E-06,2,43,44,,,,,0.0000011,4,42,43
1.40E-06,17,40,41,,,,,0.0000014,20,42,43
