cas operacie,cislo na indexe,index prvku,dlzka zoznamu,,
7.21E-05,11,11,13,,
1.79E-05,18,0,14,,
1.80E-05,18,0,14,,
1.74E-05,46,8,10,,
1.70E-05,51,5,10,,
1.68E-05,20,2,10,,
1.72E-05,62,1,10,,
1.71E-05,20,2,10,,
1.70E-05,51,4,12,,
1.71E-05,2,10,12,,
2.05E-05,79,2,13,,
8.74E-05,51,6,13,,
1.92E-05,85,11,13,,
2.14E-05,75,11,13,,
1.92E-05,10,0,13,,
1.87E-05,10,1,14,,
1.81E-05,51,5,12,,
1.78E-05,78,2,11,,
1.79E-05,14,5,14,,
1.82E-05,78,3,14,,
1.82E-05,72,7,14,,
1.81E-05,5,8,14,,
1.78E-05,78,5,17,,
1.80E-05,14,8,17,,
2.21E-05,58,12,16,,
2.79E-05,48,10,18,,
3.17E-05,12,6,16,,
1.80E-05,8,3,16,,
1.81E-05,58,11,16,,
1.79E-05,78,3,14,,
1.77E-05,64,4,14,,
1.80E-05,12,10,14,,
1.85E-05,8,2,15,,
1.79E-05,66,5,15,,
1.79E-05,77,8,15,,
1.99E-05,9,7,17,,
1.79E-05,82,4,18,,
1.83E-05,88,15,18,,
2.98E-05,44,8,18,,
1.97E-05,9,7,18,,
1.91E-05,75,16,18,,
1.87E-05,58,14,19,,
1.81E-05,9,9,20,,
1.80E-05,42,7,20,,
1.80E-05,42,4,16,,
1.77E-05,41,0,16,,
1.79E-05,42,4,16,,
1.79E-05,58,15,19,,
1.75E-05,58,16,20,,
1.72E-05,71,11,21,,
1.89E-05,62,10,19,,
1.84E-05,16,12,21,,
1.86E-05,9,9,21,,
2.61E-05,51,15,19,,
2.48E-05,70,7,19,,
2.59E-05,71,5,19,,
2.41E-05,84,4,19,,
2.64E-05,12,0,19,,
1.80E-05,9,8,21,,
1.85E-05,51,18,21,,
1.93E-05,62,6,20,,
1.84E-05,15,13,19,,
2.75E-05,15,12,18,,
1.70E-05,62,4,18,,
1.72E-05,60,9,18,,
1.75E-05,90,11,17,,
1.69E-05,88,3,17,,
1.74E-05,77,13,17,,
1.72E-05,60,6,16,,
1.72E-05,60,7,15,,
1.73E-05,88,2,14,,
1.75E-05,77,10,13,,
1.72E-05,60,6,13,,
1.95E-05,16,8,14,,
1.90E-05,90,4,17,,
1.67E-05,4,0,16,,
1.69E-05,47,3,16,,
1.73E-05,50,11,15,,
1.69E-05,90,4,15,,
1.69E-05,52,3,15,,
1.74E-05,64,8,15,,
1.72E-05,90,5,16,,
2.63E-05,84,2,16,,
1.68E-05,52,3,14,,
1.73E-05,79,12,14,,
1.74E-05,75,7,16,,
1.72E-05,52,6,18,,
1.76E-05,87,16,18,,
1.70E-05,18,1,18,,
1.67E-05,17,0,17,,
1.72E-05,53,8,17,,
2.67E-05,43,12,17,,
2.12E-05,63,12,16,,
1.72E-05,51,3,15,,
1.72E-05,84,3,15,,
1.71E-05,8,5,15,,
2.19E-05,65,4,17,,
1.74E-05,13,0,17,,
1.74E-05,12,12,17,,
2.04E-05,56,1,20,,
1.83E-05,53,10,20,,
1.71E-05,53,9,18,,
1.73E-05,43,14,17,,
1.70E-05,43,5,17,,
1.72E-05,16,8,15,,
1.80E-05,10,14,16,,
1.73E-05,12,10,16,,
1.72E-05,16,7,15,,
1.74E-05,63,8,15,,
1.72E-05,53,7,16,,
1.74E-05,12,8,14,,
1.68E-05,90,0,14,,
1.71E-05,53,6,14,,
1.85E-05,12,8,14,,
1.73E-05,53,7,17,,
1.75E-05,55,7,19,,
1.74E-05,9,15,19,,
1.72E-05,14,0,20,,
1.70E-05,53,7,17,,
2.24E-05,63,8,17,,
2.02E-05,53,7,15,,
1.80E-05,85,9,15,,
1.87E-05,70,3,15,,
1.77E-05,85,6,11,,
1.70E-05,43,6,10,,
1.76E-05,51,8,10,,
1.67E-05,62,2,10,,
1.70E-05,62,2,10,,
1.71E-05,67,3,10,,
1.73E-05,89,0,8,,
1.71E-05,69,2,6,,
1.70E-05,67,1,5,,
1.70E-05,65,2,4,,
1.68E-05,89,3,5,,
1.71E-05,80,3,5,,
1.70E-05,89,1,5,,
1.69E-05,2,0,5,,
1.70E-05,80,3,5,,
2.48E-05,2,1,6,,
1.81E-05,2,1,5,,
1.71E-05,4,0,4,,
1.68E-05,53,1,3,,
1.69E-05,53,1,3,,
1.71E-05,53,1,3,,
1.70E-05,53,0,3,,
1.98E-05,13,0,1,,
1.89E-05,12,0,1,,
1.83E-05,9,0,1,,
1.77E-05,71,0,2,,
1.78E-05,79,0,1,,
2.52E-05,3,0,1,,
2.24E-05,2,0,2,,
1.78E-05,2,0,2,,
1.78E-05,2,0,2,,
1.80E-05,46,0,2,,
1.76E-05,15,0,1,,
1.81E-05,12,0,1,,
1.79E-05,68,0,2,,
1.79E-05,68,0,2,,
1.79E-05,2,0,1,,
1.77E-05,2,0,1,,
2.74E-05,2,0,1,,
1.76E-05,81,0,1,,
1.76E-05,81,0,1,,
1.77E-05,81,0,1,,
1.73E-05,8,0,1,,
1.75E-05,8,0,1,,
1.70E-05,13,0,1,,
1.77E-05,45,0,2,,
1.72E-05,87,0,1,,
1.70E-05,87,0,1,,
1.74E-05,12,0,1,,
1.71E-05,12,0,1,,
5.62E-05,17,0,3,,
1.73E-05,17,0,3,,
1.70E-05,82,0,1,,
1.78E-05,19,0,1,,
1.76E-05,56,0,1,,
1.84E-05,3,0,1,,
1.68E-05,41,0,1,,
1.70E-05,20,0,1,,
1.70E-05,71,0,2,,
1.69E-05,71,0,2,,
1.86E-05,71,0,3,,
1.72E-05,81,0,3,,
1.71E-05,20,1,3,,
1.69E-05,81,0,3,,
1.71E-05,20,1,3,,
1.69E-05,81,0,3,,
1.68E-05,53,2,4,,
1.70E-05,10,1,4,,
1.71E-05,67,0,3,,
1.69E-05,74,1,3,,
1.72E-05,60,2,4,,
1.70E-05,15,0,5,,
1.70E-05,13,2,5,,
1.71E-05,75,1,6,,
1.96E-05,13,3,5,,
2.48E-05,67,2,5,,
1.72E-05,67,2,4,,
1.70E-05,75,0,2,,
2.21E-05,75,0,2,,
1.71E-05,19,0,2,,
1.70E-05,19,0,2,,
1.70E-05,19,0,2,,
1.68E-05,48,0,1,,
1.68E-05,69,0,1,,
1.72E-05,2,0,1,,
1.67E-05,6,0,1,,
1.68E-05,60,0,1,,
1.74E-05,18,0,2,,
1.70E-05,18,0,2,,
1.67E-05,18,0,1,,
1.68E-05,18,0,1,,
1.70E-05,60,0,3,,
1.71E-05,14,1,3,,
1.68E-05,14,0,3,,
1.69E-05,14,0,2,,
1.69E-05,63,0,4,,
1.69E-05,45,2,4,,
1.70E-05,1,1,3,,
1.68E-05,79,0,2,,
1.72E-05,63,0,2,,
1.70E-05,13,0,2,,
2.56E-05,82,2,4,,
3.72E-05,8,0,2,,
2.68E-05,8,0,2,,
2.49E-05,55,0,2,,
1.78E-05,89,0,1,,
1.75E-05,77,0,1,,
1.75E-05,65,0,1,,
3.18E-05,81,0,2,,
3.37E-05,62,0,2,,
1.83E-05,62,0,2,,
1.78E-05,19,1,3,,
2.44E-05,7,0,3,,
2.65E-05,13,2,4,,
2.75E-05,13,2,4,,
1.81E-05,13,3,5,,
1.81E-05,13,4,6,,
2.34E-05,78,3,6,,
1.67E-05,41,0,5,,
1.70E-05,49,3,5,,
1.69E-05,43,2,5,,
1.69E-05,41,1,5,,
1.70E-05,43,2,5,,
1.70E-05,87,2,4,,
1.70E-05,16,0,6,,
1.69E-05,62,4,6,,
1.68E-05,41,1,6,,
1.70E-05,62,5,7,,
2.33E-05,12,0,8,,
2.70E-05,12,0,8,,
2.07E-05,87,3,10,,
1.71E-05,56,3,8,,
1.71E-05,50,0,8,,
1.72E-05,62,5,10,,
1.74E-05,83,1,7,,
1.72E-05,82,2,8,,
1.68E-05,50,0,8,,
1.70E-05,50,0,8,,
2.37E-05,68,1,8,,
1.80E-05,82,2,9,,
1.67E-05,84,1,7,,
1.82E-05,46,4,7,,
1.71E-05,63,0,7,,
1.71E-05,75,5,7,,
1.74E-05,75,5,8,,
1.70E-05,84,1,8,,
1.70E-05,56,3,11,,
1.72E-05,85,9,11,,
1.71E-05,6,6,11,,
1.72E-05,85,7,9,,
2.29E-05,20,0,8,,
1.71E-05,59,2,8,,
1.74E-05,6,5,8,,
1.70E-05,63,1,8,,
2.03E-05,6,6,10,,
1.82E-05,53,4,10,,
1.83E-05,59,7,10,,
1.78E-05,57,3,10,,
1.75E-05,6,7,11,,
1.70E-05,5,1,12,,
1.72E-05,53,6,12,,
1.72E-05,6,8,12,,
1.71E-05,51,8,13,,
1.71E-05,57,5,13,,
1.70E-05,49,5,15,,
1.69E-05,73,3,15,,
1.69E-05,10,1,15,,
1.71E-05,2,3,15,,
1.73E-05,59,11,15,,
1.72E-05,2,3,15,,
1.70E-05,13,0,13,,
1.70E-05,49,3,12,,
2.30E-05,55,3,11,,
1.79E-05,49,1,13,,
1.69E-05,55,1,12,,
1.70E-05,52,2,12,,
1.73E-05,55,5,19,,
1.73E-05,13,13,20,,
1.71E-05,51,10,18,,
1.73E-05,72,11,18,,
1.71E-05,72,11,18,,
2.94E-05,52,14,18,,
1.89E-05,67,2,18,,
1.79E-05,16,3,18,,
2.20E-05,16,0,19,,
2.08E-05,2,8,19,,
1.91E-05,71,0,20,,
1.73E-05,9,12,20,,
1.75E-05,3,15,20,,
1.72E-05,16,1,20,,
1.73E-05,57,9,22,,
1.75E-05,73,19,24,,
1.70E-05,16,1,26,,
1.73E-05,72,12,26,,
1.68E-05,73,3,25,,
1.77E-05,73,19,24,,
1.74E-05,8,13,25,,
2.65E-05,51,15,25,,
1.93E-05,2,11,26,,
2.05E-05,77,10,27,,
1.71E-05,73,6,30,,
1.76E-05,81,23,30,,
1.76E-05,81,23,30,,
1.77E-05,67,3,32,,
1.72E-05,63,8,32,,
1.75E-05,73,7,32,,
1.81E-05,42,27,33,,
1.68E-05,9,0,33,,
1.74E-05,77,15,33,,
1.77E-05,59,24,31,,
1.67E-05,56,0,31,,
1.77E-05,70,26,31,,
1.75E-05,82,14,31,,
1.72E-05,85,1,31,,
1.77E-05,59,24,31,,
2.46E-05,8,19,32,,
1.69E-05,10,0,34,,
1.72E-05,3,12,30,,
1.76E-05,19,18,30,,
1.78E-05,67,23,30,,
1.75E-05,2,19,30,,
1.73E-05,54,8,32,,
2.17E-05,67,23,32,,
7.54E-05,71,2,33,,
1.73E-05,12,11,33,,
1.84E-05,67,23,33,,
1.76E-05,65,19,34,,
1.69E-05,16,1,35,,
1.77E-05,49,16,35,,
1.69E-05,6,4,37,,
1.77E-05,45,20,37,,
1.71E-05,46,10,37,,
1.80E-05,3,19,39,,
1.82E-05,16,8,38,,
1.92E-05,57,27,38,,
2.17E-05,46,9,37,,
1.76E-05,9,4,36,,
1.71E-05,16,1,36,,
1.76E-05,88,19,36,,
1.78E-05,42,21,36,,
1.70E-05,6,2,36,,
1.80E-05,3,17,36,,
2.25E-05,56,19,37,,
1.76E-05,56,19,37,,
1.77E-05,42,22,36,,
1.79E-05,54,31,37,,
1.69E-05,64,1,39,,
1.75E-05,5,11,39,,
1.71E-05,78,8,39,,
1.79E-05,71,30,39,,
1.83E-05,81,3,38,,
1.95E-05,67,33,40,,
1.80E-05,59,31,39,,
1.85E-05,8,37,39,,
1.77E-05,7,13,39,,
2.41E-05,58,11,37,,
1.95E-05,56,21,37,,
1.99E-05,46,14,37,,
1.72E-05,64,1,36,,
1.71E-05,84,3,35,,
1.70E-05,84,3,35,,
1.78E-05,70,18,35,,
1.79E-05,18,25,35,,
1.70E-05,6,0,34,,
2.46E-05,59,28,35,,
2.97E-05,67,29,35,,
1.99E-05,54,28,33,,
1.72E-05,81,0,32,,
3.24E-05,49,16,29,,
2.36E-05,88,20,27,,
1.77E-05,17,1,25,,
1.83E-05,2,17,25,,
1.81E-05,44,2,24,,
1.78E-05,42,0,24,,
1.76E-05,44,2,24,,
1.70E-05,7,6,22,,
2.97E-05,17,0,21,,
2.66E-05,42,12,21,,
1.97E-05,42,11,20,,
1.70E-05,8,2,20,,
1.79E-05,59,8,21,,
1.70E-05,71,3,21,,
1.71E-05,50,1,23,,
1.78E-05,43,17,23,,
1.75E-05,2,14,24,,
1.75E-05,17,20,24,,
2.28E-05,13,10,22,,
1.69E-05,45,1,22,,
1.72E-05,8,3,26,,
1.76E-05,13,22,26,,
1.73E-05,13,11,26,,
1.74E-05,3,16,24,,
1.72E-05,64,6,25,,
1.74E-05,70,18,25,,
1.71E-05,87,2,25,,
1.74E-05,51,14,25,,
1.77E-05,3,20,26,,
1.70E-05,45,2,26,,
2.63E-05,3,19,27,,
1.88E-05,85,22,27,,
1.79E-05,13,25,28,,
1.75E-05,74,18,28,,
1.74E-05,41,5,28,,
1.71E-05,72,4,27,,
1.74E-05,87,3,26,,
1.70E-05,87,3,26,,
1.68E-05,1,0,26,,
1.77E-05,12,9,26,,
1.75E-05,52,8,26,,
1.72E-05,72,4,26,,
1.73E-05,13,6,27,,
1.74E-05,51,14,26,,
1.86E-05,86,19,27,,
1.77E-05,75,10,27,,
1.71E-05,13,6,27,,
1.78E-05,17,24,26,,
1.75E-05,72,0,26,,
1.73E-05,72,0,26,,
1.80E-05,54,21,31,,
2.48E-05,79,27,32,,
1.76E-05,55,18,32,,
1.69E-05,9,0,32,,
1.75E-05,67,17,32,,
1.75E-05,13,13,31,,
1.72E-05,72,4,31,,
1.73E-05,4,3,30,,
1.70E-05,11,1,26,,
1.71E-05,72,5,27,,
2.24E-05,17,16,30,,
1.76E-05,63,6,31,,
1.71E-05,4,1,33,,
1.78E-05,90,28,35,,
1.84E-05,18,31,36,,
1.78E-05,56,25,37,,
1.77E-05,8,22,38,,
1.75E-05,13,19,38,,
1.79E-05,7,34,38,,
1.73E-05,72,12,37,,
1.72E-05,51,15,37,,
1.74E-05,47,12,37,,
1.82E-05,45,22,40,,
1.80E-05,67,26,40,,
1.77E-05,17,23,40,,
1.78E-05,90,27,38,,
1.73E-05,63,14,38,,
1.72E-05,9,10,39,,
1.74E-05,51,17,39,,
1.79E-05,8,24,39,,
1.72E-05,8,8,39,,
1.80E-05,90,35,39,,
1.79E-05,67,26,39,,
1.79E-05,90,27,37,,
1.75E-05,47,13,37,,
1.76E-05,5,19,37,,
1.82E-05,11,26,36,,
2.59E-05,87,24,35,,
1.89E-05,13,20,35,,
1.83E-05,84,29,34,,
1.76E-05,71,16,34,,
1.71E-05,82,2,34,,
1.71E-05,67,8,35,,
1.77E-05,46,23,34,,
1.70E-05,75,4,35,,
1.70E-05,77,5,35,,
1.73E-05,4,12,35,,
1.70E-05,75,5,35,,
1.72E-05,9,9,33,,
1.78E-05,8,23,33,,
1.89E-05,60,19,32,,
1.82E-05,77,6,32,,
3.84E-05,4,11,31,,
1.81E-05,15,12,33,,
1.76E-05,4,13,33,,
1.71E-05,5,3,33,,
1.71E-05,75,3,29,,
1.77E-05,83,19,29,,
2.36E-05,81,28,30,,
2.24E-05,67,8,29,,
2.03E-05,5,4,30,,
1.79E-05,77,11,30,,
1.76E-05,83,18,29,,
1.76E-05,90,23,29,,
1.74E-05,44,12,27,,
1.83E-05,45,12,29,,
1.82E-05,74,23,28,,
1.69E-05,84,0,28,,
1.77E-05,82,14,29,,
1.78E-05,51,26,29,,
1.75E-05,86,5,29,,
1.75E-05,83,18,28,,
2.27E-05,82,15,28,,
1.76E-05,67,8,28,,
2.40E-05,74,23,28,,
1.91E-05,7,26,28,,
1.92E-05,7,26,29,,
1.76E-05,83,18,28,,
1.78E-05,41,21,28,,
1.74E-05,60,16,28,,
1.76E-05,90,20,27,,
3.88E-05,86,10,28,,
3.91E-05,88,15,28,,
1.77E-05,2,0,28,,
1.83E-05,50,14,29,,
1.81E-05,54,5,29,,
1.86E-05,54,6,30,,
1.86E-05,63,21,30,,
1.77E-05,2,0,29,,
1.82E-05,50,15,29,,
1.77E-05,59,1,29,,
2.03E-05,11,18,28,,
2.40E-05,88,17,27,,
1.79E-05,83,21,26,,
1.71E-05,84,4,26,,
1.72E-05,59,2,26,,
1.70E-05,59,1,25,,
1.74E-05,46,14,25,,
1.74E-05,72,12,25,,
1.83E-05,84,3,25,,
2.55E-05,83,20,26,,
1.89E-05,50,16,26,,
3.20E-05,83,21,27,,
3.64E-05,88,17,24,,
2.83E-05,1,2,24,,
2.56E-05,67,9,24,,
1.72E-05,13,1,25,,
1.78E-05,83,21,25,,
1.81E-05,51,11,28,,
1.73E-05,76,8,28,,
1.85E-05,5,0,28,,
1.71E-05,76,5,20,,
1.69E-05,86,8,17,,
1.70E-05,76,5,18,,
2.40E-05,50,6,18,,
1.75E-05,50,7,20,,
1.80E-05,56,12,20,,
1.75E-05,83,15,21,,
1.70E-05,54,7,21,,
1.68E-05,16,2,20,,
2.35E-05,83,9,19,,
1.90E-05,57,0,19,,
1.73E-05,72,13,20,,
3.41E-05,50,5,14,,
1.92E-05,71,1,14,,
1.85E-05,47,7,14,,
1.72E-05,59,10,12,,
1.68E-05,15,2,11,,
1.71E-05,82,6,9,,
1.72E-05,45,3,8,,
1.71E-05,47,4,9,,
1.71E-05,82,7,11,,
1.70E-05,58,1,11,,
1.67E-05,3,0,8,,
1.71E-05,58,2,9,,
2.29E-05,6,0,9,,
1.72E-05,3,2,10,,
1.70E-05,2,3,8,,
1.70E-05,9,0,7,,
1.70E-05,6,1,7,,
1.70E-05,9,0,5,,
1.73E-05,45,4,6,,
1.69E-05,50,2,4,,
1.69E-05,2,1,3,,
1.72E-05,70,0,3,,
1.68E-05,8,0,2,,
1.72E-05,2,4,7,,
1.68E-05,2,4,7,,
1.69E-05,61,1,7,,
1.72E-05,76,3,7,,
1.68E-05,1,0,8,,
1.69E-05,50,2,8,,
1.69E-05,61,2,8,,
1.71E-05,61,2,9,,
1.70E-05,76,4,9,,
1.70E-05,50,3,9,,
1.81E-05,7,7,10,,
1.72E-05,7,8,10,,
1.71E-05,76,6,10,,
1.72E-05,50,7,13,,
1.69E-05,56,3,13,,
1.70E-05,13,1,12,,
1.77E-05,85,6,10,,
1.70E-05,67,3,7,,
1.70E-05,56,1,6,,
1.69E-05,56,2,6,,
1.69E-05,56,2,6,,
1.75E-05,66,2,5,,
1.73E-05,61,2,5,,
1.73E-05,77,1,3,,
1.68E-05,87,1,3,,
1.71E-05,87,1,3,,
1.70E-05,87,1,3,,
1.67E-05,52,1,3,,
1.70E-05,78,1,3,,
1.69E-05,51,0,2,,
1.72E-05,7,0,3,,
1.69E-05,51,1,3,,
1.70E-05,51,0,2,,
1.68E-05,49,0,3,,
1.69E-05,51,1,3,,
2.18E-05,51,1,3,,
1.72E-05,49,0,3,,
1.74E-05,17,0,4,,
1.70E-05,9,2,4,,
1.72E-05,45,3,5,,
1.74E-05,89,3,5,,
1.68E-05,43,0,5,,
1.79E-05,86,1,7,,
1.80E-05,77,3,7,,
1.69E-05,18,0,6,,
2.40E-05,65,3,5,,
1.75E-05,65,3,5,,
1.69E-05,68,1,7,,
1.68E-05,68,0,5,,
1.69E-05,2,2,5,,
1.72E-05,68,1,4,,
1.73E-05,4,3,5,,
1.73E-05,6,1,6,,
1.71E-05,4,4,6,,
1.71E-05,4,4,6,,
1.70E-05,6,2,7,,
1.71E-05,68,3,7,,
1.69E-05,68,3,6,,
1.69E-05,4,0,6,,
1.94E-05,6,2,7,,
1.73E-05,75,3,7,,
1.68E-05,68,1,5,,
1.71E-05,44,2,4,,
1.68E-05,68,0,3,,
1.70E-05,68,0,3,,
2.25E-05,10,0,4,,
1.68E-05,12,0,2,,
1.72E-05,61,0,2,,
1.72E-05,61,0,2,,
1.68E-05,61,0,2,,
1.71E-05,11,0,2,,
1.85E-05,17,0,2,,
2.24E-05,71,1,3,,
1.69E-05,52,0,1,,
1.69E-05,52,0,1,,
1.69E-05,52,0,1,,
2.21E-05,86,0,1,,
1.74E-05,86,0,1,,
1.71E-05,60,0,2,,
1.68E-05,60,0,2,,
1.74E-05,86,2,4,,
1.70E-05,82,1,5,,
1.69E-05,58,2,5,,
1.69E-05,6,3,6,,
1.84E-05,19,0,6,,
5.30E-05,6,5,7,,
1.78E-05,78,3,6,,
1.69E-05,49,4,6,,
1.75E-05,45,0,8,,
1.70E-05,17,0,9,,
1.78E-05,59,4,10,,
1.70E-05,76,5,7,,
1.67E-05,82,4,7,,
1.74E-05,15,5,8,,
1.71E-05,45,2,7,,
1.70E-05,80,0,7,,
1.69E-05,69,3,7,,
2.62E-05,45,2,7,,
1.70E-05,72,4,7,,
1.72E-05,69,3,6,,
1.72E-05,69,3,6,,
2.34E-05,20,0,4,,
2.84E-05,41,1,6,,
2.60E-05,90,0,5,,
2.86E-05,49,3,5,,
1.70E-05,50,2,5,,
1.69E-05,41,1,5,,
1.81E-05,56,3,7,,
1.91E-05,43,1,7,,
1.80E-05,51,3,6,,
1.76E-05,48,3,6,,
1.77E-05,53,4,6,,
1.79E-05,48,0,2,,
1.75E-05,70,0,2,,
1.77E-05,56,0,3,,
1.79E-05,16,2,5,,
1.77E-05,16,1,4,,
1.76E-05,56,0,4,,
2.61E-05,17,0,6,,
2.60E-05,56,2,6,,
3.43E-05,2,0,7,,
2.04E-05,70,5,7,,
2.03E-05,72,2,8,,
2.98E-05,70,4,8,,
2.63E-05,9,5,8,,
1.78E-05,59,0,6,,
1.81E-05,9,3,6,,
1.78E-05,87,4,6,,
1.79E-05,87,4,6,,
0.0002006,9,6,8,,
1.82E-05,84,4,7,,
1.79E-05,1,2,6,,
1.80E-05,79,3,5,,
1.77E-05,82,1,3,,
1.79E-05,65,1,3,,
1.80E-05,65,1,3,,
1.74E-05,65,0,2,,
1.80E-05,85,0,2,,
1.76E-05,85,0,2,,
1.75E-05,85,1,4,,
1.76E-05,46,0,4,,
4.02E-05,5,0,4,,
2.75E-05,88,0,3,,
2.77E-05,13,1,3,,
3.04E-05,3,0,4,,
2.44E-05,13,2,5,,
1.79E-05,13,2,5,,
1.76E-05,61,1,4,,
1.76E-05,61,1,3,,
2.22E-05,80,0,2,,
1.78E-05,6,0,3,,
1.76E-05,6,0,3,,
1.77E-05,15,1,3,,
1.77E-05,6,0,3,,
1.77E-05,85,0,3,,
1.76E-05,85,0,3,,
1.88E-05,5,1,4,,
2.40E-05,5,0,3,,
2.42E-05,5,0,3,,
1.79E-05,60,0,1,,
1.69E-05,4,0,3,,
1.68E-05,55,0,2,,
1.66E-05,82,0,1,,
1.70E-05,43,0,1,,
1.68E-05,58,0,1,,
1.68E-05,65,0,1,,
2.05E-05,4,1,3,,
1.79E-05,10,0,5,,
2.09E-05,53,4,8,,
1.72E-05,3,2,8,,
1.69E-05,53,4,8,,
1.69E-05,11,3,8,,
1.68E-05,10,0,8,,
1.74E-05,43,1,8,,
1.70E-05,53,4,8,,
1.66E-05,1,0,8,,
1.66E-05,1,0,9,,
1.68E-05,73,5,9,,
1.73E-05,11,3,9,,
1.71E-05,8,6,9,,
1.76E-05,4,8,10,,
1.68E-05,73,6,10,,
1.66E-05,1,0,9,,
1.71E-05,41,2,9,,
2.24E-05,41,3,10,,
1.86E-05,9,0,10,,
1.75E-05,13,8,10,,
2.12E-05,53,4,11,,
1.75E-05,8,6,12,,
1.71E-05,13,8,12,,
1.72E-05,8,9,12,,
1.73E-05,8,6,12,,
1.73E-05,11,10,12,,
1.71E-05,41,3,12,,
1.71E-05,53,4,12,,
1.71E-05,13,7,11,,
1.77E-05,41,2,11,,
1.71E-05,81,3,11,,
1.71E-05,8,4,11,,
1.70E-05,82,1,11,,
0.0001112,13,7,11,,
2.32E-05,80,8,11,,
1.74E-05,82,4,11,,
1.72E-05,71,7,11,,
1.75E-05,76,7,11,,
1.71E-05,67,5,10,,
1.68E-05,5,0,10,,
1.71E-05,71,4,10,,
1.83E-05,71,5,10,,
1.78E-05,82,0,9,,
1.77E-05,54,4,9,,
1.71E-05,71,4,8,,
1.68E-05,6,0,6,,
1.70E-05,6,0,6,,
1.70E-05,7,1,7,,
1.68E-05,5,0,3,,
1.69E-05,41,1,3,,
1.68E-05,41,1,3,,
1.80E-05,72,0,5,,
1.69E-05,72,0,4,,
1.71E-05,73,2,5,,
1.71E-05,48,2,5,,
1.69E-05,48,2,4,,
1.68E-05,72,0,5,,
1.71E-05,53,1,5,,
1.70E-05,47,0,5,,
1.72E-05,53,2,5,,
1.70E-05,4,0,5,,
1.73E-05,8,4,6,,
1.80E-05,5,0,8,,
1.81E-05,57,4,7,,
1.71E-05,2,1,7,,
1.73E-05,56,4,7,,
1.67E-05,68,0,8,,
1.70E-05,2,1,8,,
1.74E-05,17,0,9,,
1.71E-05,73,4,9,,
1.86E-05,69,4,8,,
2.09E-05,69,5,8,,
3.43E-05,13,0,9,,
3.52E-05,2,4,9,,
5.69E-05,69,6,9,,
2.76E-05,72,2,10,,
1.83E-05,64,6,9,,
1.73E-05,86,4,9,,
1.70E-05,61,3,9,,
1.70E-05,72,2,9,,
1.74E-05,61,4,10,,
1.70E-05,19,0,10,,
1.69E-05,16,0,12,,
1.70E-05,14,2,12,,
1.81E-05,72,5,11,,
1.73E-05,87,2,12,,
1.93E-05,67,6,12,,
1.69E-05,16,1,14,,
1.70E-05,14,5,12,,
1.85E-05,67,7,11,,
1.87E-05,71,9,11,,
1.76E-05,69,3,10,,
1.72E-05,67,6,10,,
1.72E-05,62,7,9,,
1.70E-05,14,2,9,,
1.74E-05,67,7,9,,
1.71E-05,76,6,9,,
2.27E-05,18,1,9,,
1.87E-05,49,5,9,,
1.78E-05,18,1,9,,
1.82E-05,67,7,9,,
1.80E-05,14,3,9,,
1.81E-05,67,7,9,,
1.81E-05,42,4,11,,
2.53E-05,87,2,10,,
1.79E-05,14,5,10,,
1.69E-05,87,2,8,,
1.72E-05,61,6,8,,
2.01E-05,18,4,9,,
1.70E-05,68,4,6,,
1.79E-05,10,3,5,,
1.70E-05,87,0,5,,
1.73E-05,68,2,5,,
1.73E-05,10,2,4,,
1.74E-05,67,2,4,,
1.69E-05,75,0,2,,
1.70E-05,51,0,2,,
1.77E-05,67,0,2,,
1.79E-05,67,0,2,,
1.78E-05,67,0,2,,
1.80E-05,67,0,2,,
2.10E-05,15,0,1,,
2.14E-05,14,0,1,,
1.79E-05,14,0,1,,
1.78E-05,12,0,1,,
1.76E-05,12,0,1,,
1.78E-05,13,0,2,,
1.77E-05,13,0,2,,
1.82E-05,4,3,5,,
2.78E-05,4,3,5,,
2.27E-05,7,2,4,,
6.44E-05,8,0,5,,
1.78E-05,5,0,2,,
1.72E-05,5,0,2,,
1.68E-05,67,0,1,,
1.69E-05,67,0,1,,
1.70E-05,44,1,3,,
1.68E-05,59,0,5,,
1.74E-05,44,3,6,,
2.01E-05,61,1,4,,
1.68E-05,61,0,2,,
1.74E-05,7,0,1,,
1.72E-05,4,0,1,,
1.68E-05,4,0,1,,
1.68E-05,4,0,1,,
2.05E-05,8,0,1,,
1.69E-05,13,0,1,,
1.70E-05,13,0,1,,
1.70E-05,8,0,1,,
1.91E-05,18,0,2,,
0.0001013,1,0,3,,
1.72E-05,19,2,4,,
1.75E-05,66,1,8,,
1.69E-05,80,0,7,,
1.69E-05,84,1,4,,
1.69E-05,84,1,4,,
2.08E-05,6,0,2,,
1.74E-05,6,0,2,,
1.69E-05,63,0,2,,
1.68E-05,78,1,3,,
1.68E-05,84,0,3,,
1.70E-05,84,0,3,,
1.69E-05,42,1,3,,
1.68E-05,46,0,2,,
1.68E-05,46,0,1,,
1.69E-05,46,0,1,,
1.68E-05,46,0,1,,
2.13E-05,19,0,2,,
1.76E-05,3,0,1,,
1.71E-05,8,1,3,,
1.68E-05,16,0,5,,
1.69E-05,85,1,3,,
1.70E-05,85,1,3,,
1.70E-05,11,0,1,,
1.69E-05,3,0,2,,
1.69E-05,3,0,2,,
1.68E-05,7,0,3,,
