cas operacie,vlozene cislo,priorita,velkost frontu,,,
0.0005539,53,6512,20325,,,
0.0005654,66,8755,20326,,,
0.0005382,15,8434,20327,,,
0.0004778,22,2405,20327,,,
0.000425,48,3841,20328,,,
0.0003307,58,1283,20329,,,
0.000398,43,2943,20330,,,
0.0004232,70,4531,20331,,,
0.000396,28,3301,20332,,,
0.0006396,63,6729,20333,,,
0.0005434,60,8960,20334,,,
0.0004815,8,5833,20335,,,
0.0003319,26,132,20336,,,
0.0006488,49,1874,20337,,,
0.0007712,19,7023,20338,,,
0.0005919,55,9598,20339,,,
0.000516,29,299,20340,,,
0.001145,28,70,20341,,,
0.0016525,33,9080,20342,,,
0.0005042,17,3082,20343,,,
0.0006467,42,7722,20344,,,
0.0006513,6,9378,20345,,,
0.0005617,36,9070,20346,,,
0.0007307,32,4072,20346,,,
0.0005166,51,2015,20347,,,
0.0006855,22,4622,20348,,,
0.0008753,67,5433,20349,,,
0.000834,54,2665,20350,,,
0.0005875,51,3927,20351,,,
0.0005612,55,7098,20352,,,
0.0007108,14,8828,20352,,,
0.0010201,18,8022,20349,,,
0.0008501,47,7846,20350,,,
0.000433,29,2253,20351,,,
0.0005188,6,7636,20352,,,
0.0005145,39,4874,20351,,,
0.0005368,16,3253,20352,,,
0.0005326,24,6582,20351,,,
0.0004297,48,581,20351,,,
0.0006172,67,6696,20352,,,
0.0005271,42,1190,20353,,,
0.0005589,64,9817,20352,,,
0.000684,12,246,20353,,,
0.0007146,18,5314,20353,,,
0.0006927,34,3528,20353,,,
0.0007398,5,6811,20354,,,
0.0004612,51,1627,20355,,,
0.0005157,50,3162,20356,,,
0.0004332,4,357,20357,,,
0.0005851,30,6333,20358,,,
0.0009378,3,752,20359,,,
0.0006978,68,346,20360,,,
0.0004441,57,2281,20361,,,
0.0003987,14,4613,20362,,,
0.0005221,57,9252,20363,,,
0.0004632,23,3155,20364,,,
0.0005522,32,2257,20365,,,
0.0005306,33,2944,20366,,,
0.0008353,13,1149,20367,,,
0.0009302,56,862,20368,,,
0.0013969,4,8742,20368,,,
0.0006688,49,9604,20369,,,
0.0005347,9,364,20370,,,
0.0005138,67,1764,20371,,,
0.0004704,22,6539,20371,,,
0.0004759,61,1763,20372,,,
0.0004764,58,1591,20373,,,
0.0003979,55,292,20374,,,
0.0004915,5,478,20375,,,
0.0005303,5,6129,20376,,,
0.0005429,47,2435,20377,,,
0.0005685,60,7823,20377,,,
0.0005327,8,8196,20378,,,
0.0005366,54,2163,20378,,,
0.00058,32,9643,20379,,,
0.0011939,25,2874,20378,,,
0.0005697,68,6316,20378,,,
0.0005497,38,8045,20379,,,
0.0005277,25,7089,20380,,,
0.0004735,42,827,20380,,,
0.0005856,2,4030,20381,,,
0.0005235,45,1828,20382,,,
0.0005291,4,6509,20383,,,
0.0005375,52,3055,20384,,,
0.0011076,33,2531,20384,,,
0.0004465,67,1529,20385,,,
0.0005755,35,9927,20386,,,
0.0005333,64,9803,20387,,,
0.0005014,63,6722,20388,,,
0.0004695,13,7500,20389,,,
0.0006175,20,6328,20389,,,
0.000523,32,2419,20390,,,
0.000416,6,687,20391,,,
0.0005134,54,1036,20392,,,
0.0005543,34,9544,20393,,,
0.0005478,38,2827,20394,,,
0.0005183,51,934,20395,,,
0.0005132,30,4518,20394,,,
0.0005101,32,2956,20395,,,
0.0005401,65,4237,20395,,,
0.0005205,18,8572,20396,,,
